UCL_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
UCL412001,0,0,0,6,11,9,52,36,5,6,6,12,0,0,4,148,0,3,0,0,6,0,4,10,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,3,3,3,8,34,21,0,0,0,3,7,0,0,87,0,0,0,0,0,0,8,3,0,0,6,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,5,3,4,0,0,4,0,0,0,0,16,33,285,1209,546,209,126,261,99,0,14,0,3,11,0,93,2894,0,0,0,10,9,11,25,14,0,0,3,0,0,0,0,75,0,0,0,8,11,4,3,4,0,0,0,0,0,0,5,22,10,40,47,35,37,38,83,36,23,3,6,0,0,0,14,374,81,482,1395,682,376,268,636,319,39,48,41,44,32,7,151,4611
UCL412002,0,0,0,4,9,15,42,48,9,6,8,3,0,0,0,139,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,5,12,9,0,0,0,0,0,0,0,32,0,4,0,4,7,16,85,37,15,6,29,32,18,7,6,267,0,0,0,3,0,0,18,23,6,3,0,0,0,0,7,65,0,0,0,0,0,3,0,7,0,0,3,8,0,0,0,20,0,0,0,0,0,10,11,4,0,0,5,0,0,0,0,27,24,117,396,211,114,95,310,120,13,19,10,4,12,9,26,1478,0,0,5,6,12,17,20,27,5,0,0,0,4,5,0,96,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,9,10,33,27,32,39,85,63,20,9,0,8,3,5,7,362,55,252,504,323,294,272,815,475,110,73,92,82,48,30,60,3501
UCL412003,0,0,0,5,27,13,46,35,4,9,12,3,3,7,6,165,0,0,6,4,5,9,0,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,13,0,0,0,4,0,14,37,12,7,11,9,6,8,0,3,102,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,28,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,4,7,3,70,49,7,22,12,3,0,3,3,171,22,145,273,120,46,23,59,50,7,5,5,0,0,0,25,782,0,0,4,3,0,6,11,10,0,0,0,0,0,0,0,42,0,0,4,0,3,0,3,5,9,0,0,0,0,0,0,28,13,23,37,32,14,13,156,170,30,19,29,32,10,0,18,590,66,386,430,244,173,168,540,458,84,106,106,119,36,16,109,3044
UCL412004,0,0,0,15,22,24,70,87,12,15,20,20,5,3,10,320,5,0,11,4,5,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,8,0,3,74,35,8,5,10,12,6,0,0,155,0,0,0,0,0,5,3,4,3,5,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,0,0,0,20,23,110,1133,397,77,28,36,10,0,8,6,3,0,9,83,1910,0,0,0,6,6,3,4,0,0,0,3,0,0,0,0,24,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,14,5,28,80,82,20,27,58,22,5,9,25,3,0,5,13,376,39,262,1382,594,188,127,399,267,55,65,120,76,37,27,152,3792
UCL413001,0,0,0,4,4,3,5,3,0,0,0,0,0,0,0,21,5,0,0,3,12,5,0,6,0,0,0,0,0,0,0,38,0,0,0,8,0,0,3,3,0,0,0,0,0,0,5,26,0,3,0,13,12,17,38,12,0,6,3,11,0,0,3,126,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,19,24,144,324,188,157,120,227,76,16,6,11,11,0,0,26,1335,0,0,8,18,14,19,19,13,0,5,0,5,5,0,3,112,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,12,15,21,32,39,49,45,64,17,13,4,3,7,0,0,15,333,73,289,443,376,363,288,499,167,42,40,41,45,16,8,58,2751
UCL413002,0,0,0,4,21,25,137,145,16,40,7,42,0,0,12,448,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,21,13,0,0,0,3,0,0,5,43,0,0,0,0,0,0,4,7,4,0,9,9,0,0,0,22,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,23,0,0,0,0,0,0,0,8,0,0,0,6,5,0,3,19,22,80,232,84,30,18,25,11,0,0,0,4,0,0,29,543,0,0,4,5,0,0,17,6,3,0,0,0,0,0,3,33,0,0,0,0,3,3,19,13,23,27,5,0,3,0,23,112,10,21,27,14,12,21,79,37,10,8,14,18,25,6,22,318,55,198,335,149,98,103,441,418,76,105,70,125,54,13,148,2396
UCL413003,0,0,0,0,8,8,4,8,3,4,0,11,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,8,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,8,0,3,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,44,123,60,7,10,18,9,0,5,4,0,0,0,21,312,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,5,19,0,0,0,6,0,0,6,44,5,16,14,3,9,3,14,15,5,9,25,41,28,28,28,239,24,121,185,90,49,46,131,140,38,76,72,82,50,32,89,1230
UCL413004,0,0,0,0,23,10,25,24,6,0,9,15,0,0,0,122,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,5,4,4,9,12,3,0,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,10,0,0,0,0,3,3,8,4,0,0,0,0,0,0,0,22,11,60,180,65,20,9,38,24,7,0,4,0,4,0,12,433,0,0,5,0,5,0,3,5,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,21,4,18,13,18,10,6,29,18,0,8,6,7,6,0,10,146,28,173,254,149,95,56,195,141,30,33,45,41,26,0,42,1306
UCL413005,0,0,0,4,15,9,16,30,4,4,3,5,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,19,10,0,0,0,0,10,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,13,17,50,141,55,15,3,25,7,0,0,6,0,0,0,27,339,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,17,0,8,12,10,12,15,15,10,8,5,5,15,0,0,7,120,38,145,196,101,84,49,136,126,32,34,31,43,29,0,40,1076
UCL413006,0,0,0,0,7,3,14,23,0,5,0,3,0,0,7,76,0,0,0,3,8,4,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,3,7,10,11,13,12,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,12,0,0,0,0,5,3,0,0,23,59,305,816,369,174,79,119,80,10,0,12,10,0,0,76,2094,0,0,0,12,9,12,15,0,0,0,3,5,0,0,0,57,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,16,19,40,47,33,21,21,25,19,3,0,7,6,3,0,4,246,117,502,972,534,301,169,296,169,28,39,38,40,17,0,112,3332
UCL414001,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,34,139,443,237,90,26,62,13,0,7,0,0,0,0,60,1117,0,0,3,5,4,3,8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,25,15,8,10,14,14,0,0,0,0,3,0,0,109,57,274,536,320,165,64,128,54,0,17,11,10,5,9,84,1721
UCL414002,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,5,0,4,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,9,7,27,107,46,24,21,61,14,0,0,0,0,0,0,10,319,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,5,11,3,17,13,7,0,0,0,0,0,0,0,76,14,63,124,66,58,62,129,59,6,7,7,9,9,0,18,635
UCL414003,0,0,0,0,0,0,18,57,19,17,14,13,0,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,4,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,5,5,9,0,0,0,0,0,0,7,26,3,22,35,10,11,0,9,3,0,0,0,0,0,0,0,100,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,15,6,0,0,0,4,4,0,0,30,0,8,4,3,12,9,17,14,4,8,4,24,12,10,8,140,10,37,52,25,43,51,151,252,72,98,65,105,28,15,37,1048
UCL414004,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,48,117,46,16,17,20,9,0,4,0,0,3,0,6,299,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,0,4,3,7,3,0,3,7,0,0,0,0,54,22,106,142,70,38,42,70,33,6,16,15,6,6,0,14,590
UCL414005,0,0,0,0,6,4,0,8,4,0,4,3,0,0,5,32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,11,47,138,80,43,35,58,24,3,3,0,6,8,0,19,469,0,0,4,4,3,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,10,8,4,3,8,4,0,0,0,3,0,0,0,59,23,90,170,115,72,61,112,60,24,3,4,14,8,0,36,797
UCL415001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,44,24,9,5,18,4,0,0,0,0,0,0,6,132,0,0,0,0,0,4,3,5,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,0,4,0,0,0,0,0,0,0,0,24,9,24,62,43,23,30,35,13,0,0,0,3,4,0,5,255
UCL415002,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,26,126,85,33,12,32,0,0,4,0,0,0,0,10,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,13,0,0,5,9,3,8,17,0,0,0,3,0,0,0,0,52,14,66,155,107,58,42,76,24,3,7,9,0,0,0,15,574
UCL415003,0,0,0,0,0,0,6,28,0,0,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,39,11,3,0,6,0,0,0,0,0,0,0,4,75,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,21,44,19,4,5,17,41,0,0,6,0,0,0,6,175
UCL415004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,17,10,9,8,7,0,0,0,0,0,0,6,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,7,0,0,0,0,0,0,0,0,20,3,30,53,22,18,26,19,10,0,0,0,5,0,0,6,195
UCL415005,0,0,0,0,0,0,12,14,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,34,10,12,0,12,0,0,0,4,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,20,12,48,60,16,27,8,35,32,4,4,9,7,9,0,15,284
UCL415006,0,0,0,0,7,8,5,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,65,22,5,4,14,0,7,3,0,0,0,0,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,5,6,7,4,11,17,0,0,6,12,9,9,3,96,13,67,111,47,28,22,90,47,14,24,24,39,21,13,11,574
UCL415007,0,0,0,0,0,0,30,36,8,4,10,15,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,10,0,3,0,3,0,0,0,0,0,0,0,4,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,5,0,16,14,13,13,5,9,4,3,0,96,6,13,21,8,23,21,112,136,45,63,60,69,24,9,9,620
UCL415008,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,26,11,0,0,4,6,3,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,0,0,0,0,0,0,18,6,16,34,24,21,11,38,41,11,6,7,5,0,0,5,232
UCL415009,0,0,0,0,0,5,8,11,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,4,20,50,19,9,11,18,4,0,0,0,0,0,0,3,139,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,3,0,0,0,0,0,7,0,0,28,7,33,57,41,21,22,50,46,3,17,9,8,12,0,7,326
UCL415010,0,0,0,4,0,6,7,12,0,4,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,18,12,16,8,6,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,14,8,6,0,7,0,0,0,0,0,0,3,77,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,12,11,7,11,0,0,0,0,0,0,0,4,78,8,40,101,60,27,28,43,43,17,19,19,9,8,4,17,442
UCL415011,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,7,0,0,4,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,19,9,6,0,19,4,0,4,0,0,0,0,4,98
UCL415012,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,72,27,9,9,24,5,0,0,0,0,0,0,11,172,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,0,0,0,0,12,4,14,82,31,22,8,40,14,3,0,0,0,0,0,15,236
UCL415013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,24,48,27,23,14,32,14,4,0,0,3,0,0,15,225,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,3,3,10,0,3,7,5,0,0,0,0,0,0,5,35,16,51,68,55,50,40,87,39,14,0,3,7,3,0,34,457
UCL415014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,7,0,3,6,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,25,9,9,8,12,7,3,0,0,0,0,0,9,90
UCL415015,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,33,71,29,9,4,13,0,0,0,0,0,0,0,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,8,3,0,0,3,0,0,0,0,0,0,0,0,22,11,50,88,51,20,9,43,22,0,3,11,4,4,0,9,327
