LGA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA21180,56,120,485,903,1315,2019,3675,3425,1369,13374,21,69,561,636,925,1258,1171,890,549,6091,625,878,2422,1896,1516,1311,1295,1039,599,11575,4380,13292,30394,26353,24492,22982,18140,9627,3668,153316
LGA21270,8,0,9,10,16,39,87,113,69,353,0,0,9,0,5,0,4,0,0,16,28,15,53,50,80,101,84,75,83,573,124,231,556,513,806,1067,956,540,278,5067
LGA21370,30,22,84,67,111,242,491,612,341,2005,0,4,11,20,8,29,10,19,16,124,134,124,330,281,349,392,424,405,302,2750,881,1883,3989,3903,4895,5673,4937,3101,1266,30525
LGA21450,48,43,196,233,250,387,674,770,370,2975,10,17,125,105,89,90,69,62,28,595,362,339,950,815,725,577,498,452,256,4973,2856,7023,18513,17434,14374,11452,8417,4487,1466,86013
LGA21610,160,183,939,1341,1301,1715,2423,2282,1125,11469,35,207,1095,1417,1388,1063,739,456,223,6631,939,1198,3076,2619,1959,1617,1325,1041,564,14335,8637,24105,55464,57828,45005,35838,23156,11566,4150,265746
LGA21670,5,11,28,39,66,97,224,291,165,929,0,0,3,8,10,13,13,5,6,53,52,35,79,97,149,169,206,199,61,1045,297,550,1161,1107,1659,2090,2226,1432,499,11021
LGA21750,13,11,38,53,58,107,218,326,226,1057,0,3,26,16,27,27,17,11,8,136,59,58,198,166,197,226,251,159,80,1391,484,1054,2649,2482,2834,3218,2971,1571,635,17902
LGA21830,3,6,25,21,34,74,187,294,202,852,0,0,6,6,11,10,8,7,0,44,116,61,126,114,159,163,144,134,89,1104,404,735,1588,1574,2067,2492,2047,1270,510,12684
LGA21890,27,39,126,187,295,636,1718,2863,1685,7572,9,43,92,115,164,261,455,732,472,2340,271,470,1286,994,820,725,682,681,629,6554,2567,9341,28289,23566,20210,15186,10392,7281,3883,120713
LGA22110,33,30,78,77,112,246,529,673,325,2114,3,6,10,17,10,18,23,26,13,123,171,168,379,434,490,611,649,516,303,3733,1046,1856,4447,4566,5648,7642,8377,4671,1491,39748
LGA22170,47,75,175,234,351,493,847,1063,649,3931,17,24,70,56,70,85,78,86,57,542,394,399,1078,1023,1010,826,739,823,644,6926,3097,7709,19076,19609,18877,16729,12649,7195,3053,107998
LGA22250,9,3,17,24,37,75,158,228,127,680,0,0,3,0,4,3,5,5,0,29,40,36,57,108,123,135,180,125,67,862,201,436,888,1004,1294,1638,1688,1047,399,8599
LGA22310,20,18,58,70,107,196,583,1048,833,2928,5,27,92,73,56,88,111,186,126,761,192,344,950,696,576,442,580,596,567,4947,2584,9351,22204,21745,20255,15823,12730,7112,3936,115729
LGA22410,8,4,31,41,72,129,248,290,191,1021,0,4,9,4,11,16,4,7,6,63,62,71,120,165,182,217,246,204,90,1354,460,880,1876,2058,2676,3297,2906,1490,576,16220
LGA22490,6,7,38,33,48,96,161,163,59,608,3,0,3,8,6,8,9,8,0,44,73,62,106,150,195,156,167,121,70,1097,635,1118,2516,3315,3653,3156,2465,988,260,18117
LGA22620,66,63,238,279,317,529,1125,1294,783,4700,8,25,111,118,145,129,96,48,27,707,362,368,949,857,885,918,844,870,660,6712,2975,7359,15724,14675,14649,15044,13025,7368,3070,93889
LGA22670,70,134,662,1079,1248,1724,1959,2072,1062,10007,42,190,929,1120,1227,1451,1061,714,411,7148,430,666,2041,1474,1079,1049,915,787,450,8879,3384,11284,27701,23020,18452,16620,13247,8042,3439,125191
LGA22750,126,125,363,449,583,996,2154,2721,1734,9259,16,45,192,238,251,238,222,244,149,1594,638,905,1865,1611,1532,1463,1632,1629,1126,12407,6071,17119,38019,34246,32921,31620,28356,16294,6801,211455
LGA22830,32,42,211,267,267,409,767,841,452,3282,8,25,116,161,189,131,104,106,58,898,277,312,751,679,661,679,605,601,424,4986,1637,3888,8954,8162,8540,8375,6908,4089,1642,52197
LGA22910,9,3,15,23,37,63,115,176,93,536,3,0,0,4,0,6,7,9,3,27,38,41,113,151,168,213,228,178,102,1234,266,467,1314,1781,2425,2878,2764,1285,456,13634
LGA22980,0,0,14,20,19,41,72,121,106,408,4,0,15,15,24,13,5,0,0,81,14,8,31,36,32,57,73,70,71,386,121,208,609,536,656,907,766,533,274,4612
LGA23110,21,22,88,130,195,406,994,1230,735,3815,0,30,53,83,120,136,244,314,204,1186,181,234,736,660,551,418,456,399,315,3948,1637,4528,12350,14142,12776,10923,7880,4514,2107,70850
LGA23190,12,12,44,43,44,84,169,292,236,928,0,0,8,8,14,13,10,9,0,58,82,87,155,113,132,139,159,147,115,1132,488,1167,2567,2282,2445,2724,2168,1398,660,15899
LGA23270,115,205,868,1449,1639,2011,2687,2204,825,12022,27,118,451,681,848,1224,1029,815,329,5530,793,946,2575,2234,1588,1312,1006,724,289,11478,6178,16462,40088,37070,28647,24579,16096,7811,2448,179381
LGA23350,4,0,14,20,24,48,129,172,96,506,4,0,0,0,5,17,3,0,0,36,47,33,94,117,146,162,131,128,53,918,358,575,1442,1899,2401,2743,2385,1206,398,13406
LGA23430,35,24,89,143,212,496,1201,1807,1103,5115,7,25,82,104,147,249,334,325,200,1475,219,301,852,776,651,601,747,839,627,5615,2948,8308,19743,22643,22707,18964,14993,9382,4371,124056
LGA23670,30,33,123,169,292,533,979,1297,768,4223,11,14,79,116,120,208,220,180,117,1060,246,294,736,710,568,572,661,721,599,5102,3413,9621,20159,22261,21467,20320,15650,8801,3571,125265
LGA23810,63,39,184,187,253,482,902,1038,601,3752,3,16,44,51,61,53,70,62,42,406,322,395,809,806,728,806,847,739,580,6030,2008,4371,9903,8942,9292,10448,9048,5038,2027,61076
LGA23940,3,4,10,11,28,49,113,133,76,433,0,0,0,0,0,7,0,0,0,12,36,39,49,84,111,166,160,114,91,844,137,259,635,684,976,1370,1303,639,304,6309
LGA24130,16,15,30,26,66,121,291,384,211,1168,6,5,8,17,13,9,16,15,11,97,172,114,221,268,368,349,321,255,149,2219,1154,2137,4404,6623,7768,6858,5697,2923,891,38440
LGA24210,11,17,63,74,135,338,1032,1870,1284,4830,6,18,86,77,91,193,232,335,251,1286,153,180,428,498,476,428,509,623,468,3767,2387,7288,13329,16020,16603,15700,12759,9928,4493,98503
LGA24250,10,5,16,9,12,39,70,97,51,303,0,0,8,0,10,8,0,0,4,32,35,51,70,115,114,155,136,74,30,784,223,350,893,1148,1271,1682,1586,735,230,8118
LGA24330,27,22,107,140,231,458,721,796,465,2966,4,25,81,124,175,319,301,236,167,1423,155,350,1196,758,517,467,411,317,292,4465,1340,5566,19039,15093,10850,8143,5197,2647,1327,69205
LGA24410,26,50,227,263,241,293,536,799,606,3043,5,22,159,141,128,154,137,81,48,873,144,165,505,534,433,395,414,494,501,3590,2164,6391,14932,16760,15237,13411,10477,6390,2889,88648
LGA24600,19,46,174,128,138,199,252,257,206,1420,5,79,347,159,120,127,91,85,43,1057,521,1894,4406,2279,1299,1007,740,444,292,12888,4993,25447,53467,23818,12344,9653,6740,3273,1302,141049
LGA24650,70,100,403,489,575,905,1603,1062,315,5520,9,40,192,287,345,363,363,247,73,1930,593,675,1865,1639,1172,826,650,447,176,8048,4487,11051,28308,30470,22367,15009,10569,4288,1147,127691
LGA24780,46,40,153,174,233,404,727,848,520,3140,4,34,101,95,93,101,77,85,46,643,259,246,665,617,607,653,634,502,303,4478,1444,3178,7635,6687,7087,7454,6099,3499,1519,44611
LGA24850,22,22,72,101,126,253,432,425,194,1653,6,8,25,26,29,29,39,22,8,204,207,177,413,397,387,405,301,232,115,2639,1305,2948,7023,6553,6366,5856,4371,2144,719,37289
LGA24900,18,17,46,65,95,178,417,500,328,1675,0,4,17,16,14,28,19,26,9,127,117,106,292,269,315,337,400,348,175,2348,693,1305,3082,3029,3719,4390,4335,2661,1033,24242
LGA24970,24,40,120,148,284,534,1478,2362,1506,6489,12,48,169,156,163,284,437,491,304,2065,330,858,1730,1081,842,744,735,942,958,8223,4424,16137,29293,25953,23736,19895,16066,12202,6197,153912
LGA25060,14,23,88,123,166,398,1083,1992,1186,5073,3,17,98,70,127,146,241,392,270,1360,161,302,885,665,622,523,500,523,336,4521,2298,7672,18282,17420,16839,13826,10598,6735,3177,96850
LGA25150,15,16,39,59,69,151,328,353,191,1213,0,0,6,5,16,19,30,19,11,118,100,78,223,237,255,234,259,173,69,1634,882,1876,4695,5107,5019,4557,3777,1803,631,28346
LGA25250,17,33,127,223,324,676,1611,2857,2001,7863,5,35,114,120,188,317,483,725,489,2478,277,570,1774,1201,853,705,709,698,671,7458,2742,12347,36577,28290,20607,15644,10471,7528,4633,138840
LGA25340,71,45,150,174,276,416,1067,1642,1019,4848,10,16,35,53,60,85,87,97,70,510,425,361,777,988,1208,1121,1350,1438,1075,8743,3811,7804,14761,17940,22713,22773,22931,15248,5951,133942
LGA25430,0,3,16,23,39,68,144,185,101,585,0,4,4,10,3,4,6,5,3,41,68,41,154,157,176,196,255,232,221,1496,347,631,1739,2258,2774,3278,3294,1757,653,16720
LGA25490,9,10,24,24,29,57,154,187,101,588,0,0,0,3,0,3,8,0,7,25,60,55,127,98,150,159,186,122,60,1015,384,719,1731,1865,2243,2601,2283,1036,362,13229
LGA25620,7,7,13,21,28,58,120,153,72,471,0,3,5,3,6,11,16,3,6,51,68,63,110,145,223,245,210,132,57,1255,312,596,1295,1590,2163,2597,2353,1200,336,12449
LGA25710,15,11,25,18,31,82,237,329,201,951,3,7,8,18,21,24,12,11,25,128,90,74,121,205,251,221,228,176,95,1456,1537,3806,5532,7605,9790,9029,6362,2804,873,47338
LGA25810,5,9,21,23,46,77,141,187,82,595,0,3,10,5,20,15,7,3,0,56,43,46,128,102,117,176,197,167,126,1095,236,587,1370,1159,1460,1899,1765,995,377,9845
LGA25900,15,13,53,71,92,143,295,528,271,1484,5,10,63,32,27,46,62,106,68,425,170,475,1600,1241,935,795,625,499,358,6697,1269,5680,22973,18106,14434,11340,7753,4101,1433,87084
LGA25990,4,4,8,24,26,62,102,106,50,387,0,0,0,0,0,6,3,3,0,22,42,25,55,88,109,96,128,94,36,674,172,299,645,768,1121,1211,1267,592,189,6250
LGA26080,0,0,0,0,0,0,8,15,15,52,0,0,0,0,0,0,0,0,0,0,4,3,15,20,13,34,49,46,13,205,40,103,184,241,331,587,761,501,172,2921
LGA26170,13,3,35,39,47,123,293,373,249,1188,3,3,3,7,5,16,10,24,13,86,99,59,182,236,236,326,310,257,108,1819,651,1136,2656,3122,3897,4770,4648,2372,852,24103
LGA26260,10,7,23,22,37,93,150,241,191,772,0,3,8,7,7,11,8,7,0,45,42,47,98,100,136,148,166,165,118,1015,360,758,1700,1701,2010,2380,2259,1308,578,13070
LGA26350,8,11,41,42,56,88,264,613,410,1541,0,11,43,34,41,59,49,135,101,478,149,355,1194,712,555,487,516,537,404,4915,1672,8004,23520,14851,12410,10429,8702,5948,2744,88285
LGA26430,6,6,10,19,22,60,148,154,103,526,0,0,9,9,5,6,6,0,15,46,44,43,76,95,137,190,190,142,87,1002,223,414,914,1128,1362,1910,2022,1046,426,9446
LGA26490,4,5,14,21,26,42,104,157,122,501,0,3,8,5,9,4,5,4,4,46,93,67,168,233,213,216,262,197,167,1621,672,1606,3688,5350,5176,4918,4443,2016,721,28581
LGA26610,6,17,69,80,83,148,231,279,204,1123,0,20,57,51,57,47,38,30,21,318,96,101,316,288,209,278,230,173,116,1814,496,1171,3042,2691,2367,2875,2257,1319,594,16811
LGA26670,0,4,7,11,3,37,69,78,51,253,0,0,0,0,0,5,0,4,0,11,19,14,36,54,60,67,92,67,49,463,119,179,470,617,741,1073,984,498,209,4881
LGA26700,15,11,33,48,71,122,258,394,237,1191,0,0,6,12,14,22,21,18,16,103,88,76,180,208,230,237,286,296,193,1799,710,1305,3096,3289,3862,4056,3719,2328,972,23339
LGA26730,22,15,53,60,68,112,323,466,295,1423,0,6,32,30,15,25,19,5,3,131,133,105,278,306,246,231,276,278,246,2097,871,1873,4537,4246,4454,4547,3920,2294,1113,27862
LGA26810,33,13,59,86,124,247,453,559,278,1857,0,4,8,17,21,31,20,17,11,134,169,167,432,475,398,437,541,361,212,3191,1082,2212,5218,5228,5485,6511,6162,3027,1023,35944
LGA26890,0,0,0,9,7,21,49,62,47,201,0,0,0,0,5,0,0,0,0,7,23,8,17,39,61,54,66,39,21,323,94,139,365,386,510,676,595,314,141,3215
LGA26980,23,54,110,185,303,446,925,1509,987,4546,7,47,190,182,206,272,299,248,205,1662,219,618,1233,824,703,601,713,851,937,6705,3450,12647,23556,23264,22624,18526,15001,10554,5435,135044
LGA27070,57,72,332,571,757,1403,3168,3071,1312,10733,6,59,252,326,403,601,768,781,447,3647,538,725,1838,1583,1157,1001,948,854,616,9266,4951,14394,35757,37159,27792,22566,16958,8895,3322,171805
LGA27170,22,22,63,74,92,165,306,369,270,1388,3,8,27,27,49,32,43,15,14,216,142,124,303,282,236,201,262,228,156,1929,1255,2568,5867,5444,5185,4927,4236,2252,840,32570
LGA27260,103,156,506,635,720,1067,1517,1303,547,6551,21,103,442,535,595,568,416,266,125,3071,902,1236,3519,3142,1588,1093,886,615,330,13296,6099,17956,50907,56977,31303,21826,14212,5995,1846,207126
LGA27350,5,9,84,98,172,254,378,541,380,1923,5,11,44,69,98,154,143,157,158,831,138,384,1315,869,639,614,513,370,172,5005,996,6470,26352,15015,10156,8362,6144,3235,1304,78024
LGA27450,48,47,197,261,318,417,797,1166,613,3871,9,37,107,126,129,77,81,83,48,690,335,307,706,691,808,753,657,683,378,5319,3524,8621,18980,20187,21291,19821,15708,8330,2626,119084
LGA27630,7,4,8,14,17,45,91,105,79,375,0,0,3,4,8,4,6,9,6,40,41,15,41,39,54,71,101,112,69,546,134,247,587,575,728,1109,970,599,275,5229
LGA29399,0,0,0,0,0,0,6,0,0,8,0,0,3,0,0,0,0,0,0,8,84,169,186,106,131,106,59,14,0,857,280,761,827,479,530,464,249,59,8,3659
LGA29799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,38,98,129,108,13,0,0,389,0,4,52,140,182,158,16,0,0,565
LGA30250,25,6,8,0,6,14,14,4,0,72,0,0,6,3,0,0,0,0,0,6,11,5,27,13,8,8,3,0,0,82,89,91,198,140,150,108,42,5,0,824
LGA30300,3,0,8,12,18,24,80,66,17,228,4,0,0,0,0,7,13,4,5,33,15,29,54,43,72,69,38,36,21,382,149,277,553,497,620,683,585,254,68,3698
LGA30370,3,0,15,33,40,73,179,295,106,740,0,3,0,7,3,11,12,5,8,46,116,141,352,403,433,412,265,151,65,2338,431,857,2062,2256,2200,2198,1506,849,261,12622
LGA30410,0,0,7,6,13,32,85,82,27,247,0,0,0,0,0,0,5,0,3,8,12,12,27,30,33,65,52,45,15,300,70,148,348,322,410,577,634,302,70,2867
LGA30450,0,0,0,0,0,6,9,8,0,24,0,0,0,0,0,0,0,0,0,5,13,5,8,6,13,12,25,8,0,76,21,44,39,38,61,96,108,47,0,451
LGA30760,0,0,4,6,7,27,48,48,18,155,0,0,0,0,0,0,0,0,0,4,13,6,17,22,21,33,37,35,25,217,54,112,212,217,239,346,386,188,62,1825
LGA30900,0,0,0,0,10,4,9,4,0,31,0,0,0,0,0,0,0,0,0,3,0,4,7,5,12,20,14,0,0,76,20,38,76,49,74,111,102,23,0,494
LGA31000,247,229,864,1255,1858,2673,5219,7975,5066,25385,42,214,943,1034,1185,1296,1065,758,582,7118,2341,4550,10875,7956,6263,5171,4650,4443,3613,49864,33087,96924,205909,189070,163116,126318,92496,52546,22632,982098
LGA31750,0,0,0,0,6,4,7,6,0,21,0,0,0,0,0,0,0,4,0,5,0,0,7,6,16,16,6,0,0,58,10,37,70,78,74,105,80,21,0,477
LGA31820,41,36,125,178,311,574,1616,2149,1022,6049,3,27,68,53,70,81,62,92,39,490,307,323,774,633,812,939,1111,923,407,6217,2577,4819,10171,10046,12057,14491,15205,9008,2752,81134
LGA31900,0,8,11,35,48,81,262,418,209,1072,0,5,9,8,15,6,9,7,13,72,96,121,228,173,193,181,170,156,75,1407,454,877,1809,1728,2147,2459,2356,1361,498,13689
LGA31950,0,0,0,0,3,9,11,9,0,37,0,0,0,0,0,0,0,0,0,0,3,14,24,27,47,91,75,26,0,309,35,69,115,111,140,294,249,63,0,1068
LGA32080,45,44,178,297,320,581,1015,1144,598,4219,16,22,113,160,205,190,157,109,40,1008,872,1216,2948,2259,2218,2119,1945,1218,514,15306,4530,9437,22578,23035,24055,21911,17376,8298,2582,133817
LGA32250,5,3,12,14,8,32,61,45,4,178,0,0,0,0,4,3,4,3,0,19,19,28,36,31,27,49,58,39,3,293,130,224,358,321,376,594,697,273,17,2978
LGA32260,12,17,54,75,88,207,416,518,272,1656,0,0,31,17,28,38,35,18,22,197,159,132,445,379,420,445,491,252,93,2823,680,1266,3319,3176,3786,5107,4932,2322,746,25326
LGA32270,8,9,30,40,66,135,220,218,60,774,0,7,10,9,9,7,15,16,3,80,159,295,787,906,891,777,401,152,62,4437,795,1870,4657,4806,4476,4206,2538,925,206,24469
LGA32310,9,5,13,11,42,82,229,241,93,727,0,0,0,4,3,15,10,9,4,43,120,97,220,286,312,286,259,145,41,1766,381,586,1284,1434,1676,1878,1879,895,254,10263
LGA32330,0,5,6,8,12,22,20,13,3,81,0,0,0,0,0,0,0,0,0,0,7,0,4,0,8,5,0,0,0,24,72,93,163,120,116,100,33,16,5,717
LGA32450,4,3,3,4,14,28,79,38,13,195,0,0,5,0,4,4,5,3,0,30,38,88,178,186,194,167,176,40,3,1068,164,374,832,826,803,809,757,173,28,4764
LGA32500,4,3,7,14,12,40,65,52,7,192,0,0,8,3,5,8,11,5,0,37,49,63,249,169,228,262,219,54,10,1304,165,317,964,797,972,1423,1231,294,24,6188
LGA32600,0,0,0,0,6,0,12,4,0,27,0,0,0,0,0,0,0,0,0,0,4,4,8,3,4,9,5,0,0,44,11,13,58,39,56,86,71,21,0,363
LGA32750,0,0,0,0,0,3,4,0,0,15,0,0,0,0,4,0,0,0,0,0,4,13,10,14,7,11,9,0,0,60,16,28,63,49,61,80,57,16,0,374
LGA32770,9,7,9,10,7,17,12,3,0,84,13,5,5,3,4,3,6,0,0,33,0,0,23,13,8,16,8,0,0,79,109,138,253,174,152,123,36,6,4,990
LGA32810,4,6,9,9,34,56,106,115,47,382,0,0,9,3,6,4,10,5,3,45,55,93,334,218,262,376,435,194,42,2024,264,586,1879,1705,2019,2771,2645,1120,222,13204
LGA33100,0,0,3,0,6,6,28,23,4,76,0,0,0,0,0,0,0,0,0,0,3,7,10,23,26,36,48,22,0,175,24,58,102,124,180,365,431,103,15,1395
LGA33200,0,0,0,3,7,12,36,35,13,114,0,0,0,0,0,0,0,0,0,5,9,24,47,19,54,57,56,18,7,283,44,96,240,139,243,314,321,115,31,1554
LGA33220,55,57,125,175,315,632,1769,2004,916,6037,9,10,24,25,48,59,80,59,27,345,333,306,641,695,814,1065,1415,1269,568,7103,2650,4560,9523,10657,13183,17585,20226,11177,3241,92796
LGA33360,23,17,50,84,152,280,614,621,247,2092,4,7,11,7,30,29,27,13,12,139,210,206,648,683,706,729,594,302,119,4196,1664,3186,8002,8462,9071,9037,6463,2581,680,49151
LGA33430,144,128,390,582,796,1486,2953,3792,2006,12271,22,59,238,269,255,265,320,252,196,1896,1785,2587,6414,5123,4678,4287,4419,4159,2848,36302,16045,39383,86248,84778,83498,73250,63366,37061,13112,496741
LGA33610,3,10,10,19,36,66,160,174,98,568,0,6,10,0,0,4,3,8,0,35,50,45,122,115,114,143,110,96,31,839,283,517,1218,1245,1296,1444,1160,682,240,8079
LGA33620,15,15,43,77,140,266,788,977,401,2714,0,5,8,13,20,25,35,31,10,146,208,134,410,450,520,555,542,428,163,3418,1442,2158,4921,5492,6819,8467,8235,4206,1193,42932
LGA33800,5,0,11,6,33,57,195,317,193,811,0,0,0,4,8,4,5,10,10,46,47,57,83,88,125,140,163,146,81,919,248,464,960,969,1369,1936,2019,1147,459,9567
LGA33830,3,0,8,3,7,19,19,4,6,68,0,0,0,0,0,0,0,3,0,4,3,5,14,6,8,6,0,0,0,52,46,76,170,116,125,90,53,11,6,684
LGA33960,104,79,257,476,582,898,1739,2109,892,7131,20,44,141,149,235,273,207,108,57,1238,837,1032,2190,1856,1428,1107,956,787,507,10694,6921,15400,35095,32686,27360,22492,15483,7943,2603,165986
LGA33980,5,6,20,20,55,104,152,128,29,521,0,0,10,8,12,10,5,9,0,54,205,851,2523,2334,2357,1766,452,128,21,10633,610,2039,6145,6021,5757,4567,1776,542,102,27559
LGA34420,5,0,3,0,9,6,24,0,0,58,0,0,6,0,0,0,0,0,0,0,10,11,43,14,21,23,11,7,0,132,73,88,186,102,162,85,53,12,0,754
LGA34530,13,10,29,49,70,135,442,605,217,1564,0,5,5,3,5,12,9,12,11,57,139,125,280,323,336,422,465,300,123,2508,1052,1762,4020,4565,4945,5961,5497,2732,769,31314
LGA34570,4,0,3,0,3,7,10,4,6,36,0,0,0,0,0,0,0,0,0,0,9,5,7,12,18,0,6,4,0,58,51,52,104,67,89,54,30,11,6,461
LGA34580,15,16,66,78,144,239,604,702,278,2132,0,9,62,52,39,34,28,17,6,252,195,184,354,323,325,298,264,229,103,2274,1285,2395,5084,4900,5264,5332,4214,2218,661,31360
LGA34590,131,137,765,930,1114,1406,2643,2519,1023,10670,27,103,617,714,754,633,455,306,112,3725,1542,1654,3780,3260,2606,1914,1768,1433,757,18720,10631,22608,49456,46681,42065,35420,27613,13696,4072,252251
LGA34710,3,0,3,9,13,36,73,64,22,222,0,0,0,0,0,4,3,9,0,15,30,28,65,63,58,96,81,40,36,490,105,214,493,492,494,682,668,243,92,3476
LGA34770,30,29,88,122,194,502,1231,1637,669,4506,3,16,25,28,43,46,49,43,28,287,516,600,1328,1308,1254,1213,1035,795,420,8468,3292,6797,15105,15535,15617,15700,11605,5870,2007,91524
LGA34800,0,0,0,0,0,5,9,9,5,40,0,0,0,0,0,0,0,0,0,5,7,32,158,165,138,97,45,7,0,657,41,99,346,358,275,284,211,53,8,1673
LGA34830,0,0,5,3,0,3,9,3,0,28,0,0,0,0,0,0,0,0,0,0,0,9,11,14,17,12,4,0,0,63,22,46,88,54,47,54,31,9,0,336
LGA34860,0,7,13,25,46,82,183,182,64,603,0,5,7,4,4,3,12,11,3,45,81,109,225,221,228,231,185,124,77,1477,351,828,1759,1780,1816,1871,1481,711,230,10825
LGA34880,12,15,37,40,63,129,322,423,190,1232,5,4,24,15,14,17,28,33,27,158,119,144,376,311,326,381,340,205,73,2287,580,1130,2911,2680,3138,3411,3078,1702,476,19108
LGA35010,135,123,440,575,913,1414,3680,4901,2092,14271,30,47,227,218,241,270,231,170,99,1530,1118,1292,2890,2756,2487,2017,2391,2259,1599,18807,13103,26929,57896,61862,62593,54244,48084,26523,8472,359713
LGA35250,17,5,15,15,17,21,12,10,0,112,0,0,0,3,4,0,3,6,0,22,6,7,17,10,17,5,3,3,0,67,88,80,143,144,124,104,37,30,0,754
LGA35300,25,12,45,44,69,91,190,128,30,633,0,7,9,4,19,21,21,8,4,94,143,250,498,433,452,465,329,122,33,2725,674,1516,3584,2903,2626,2502,1539,587,113,16042
LGA35600,0,0,4,5,13,46,92,82,52,302,0,0,0,0,0,0,7,4,3,9,22,23,83,44,72,116,61,33,19,473,88,200,552,417,534,785,608,240,117,3540
LGA35670,4,0,0,0,9,9,9,5,0,38,0,0,0,5,0,0,0,0,0,9,14,9,44,33,32,27,10,0,0,161,59,62,118,108,105,80,32,4,0,577
LGA35740,14,9,12,27,57,117,259,397,257,1160,4,8,6,15,17,12,12,17,10,92,131,118,368,418,433,484,536,521,400,3402,1183,2003,4347,6157,8184,9256,9580,5503,1682,47896
LGA35760,0,0,15,17,40,80,246,293,122,826,0,0,7,0,4,8,12,8,3,47,63,70,151,128,167,168,184,135,45,1104,259,476,1031,1011,1324,1614,1610,921,283,8531
LGA35780,0,0,0,7,3,18,30,7,0,74,0,0,0,0,0,0,0,0,0,10,22,31,49,57,51,52,46,9,0,309,125,252,462,355,311,348,225,29,5,2113
LGA35790,20,9,7,9,18,41,35,16,0,157,0,0,3,0,0,0,0,0,0,7,6,16,24,13,30,19,9,5,0,117,119,181,308,228,249,206,89,15,0,1403
LGA35800,0,3,3,8,8,25,44,38,10,150,0,0,0,0,3,0,11,0,0,14,5,9,10,12,19,37,45,19,0,156,33,81,206,166,231,353,368,152,40,1634
LGA36070,3,6,9,10,16,8,11,3,0,62,0,0,0,0,0,0,0,0,0,4,4,10,31,24,20,14,12,4,0,121,34,62,140,138,109,61,33,9,0,594
LGA36150,0,0,0,0,6,0,8,3,0,16,0,0,0,0,0,4,0,3,0,3,0,0,9,0,11,13,5,4,3,48,17,31,101,78,113,186,143,51,11,724
LGA36250,41,17,98,148,220,380,1147,1620,811,4473,3,13,28,45,64,57,54,58,23,345,250,257,599,624,680,663,819,823,770,5480,4323,8103,16028,19398,21508,21341,18584,10336,3813,123437
LGA36300,0,0,0,0,0,11,12,14,5,37,0,0,0,0,0,0,0,0,0,4,3,4,27,22,23,27,34,11,3,158,19,45,121,103,96,155,137,37,7,726
LGA36370,28,22,99,171,243,414,924,1361,675,3942,7,19,53,52,55,70,54,43,29,371,357,395,851,778,715,665,679,599,400,5438,2471,5137,10986,10111,9542,9784,7723,4440,1789,61991
LGA36510,20,13,34,50,107,189,531,652,297,1885,0,0,13,7,14,10,27,20,5,103,170,125,339,364,415,399,411,348,199,2767,1177,1748,3932,4984,6120,6503,5761,3022,965,34217
LGA36580,13,8,20,43,75,154,405,451,141,1299,7,3,5,10,13,14,20,14,7,96,105,74,182,255,260,260,263,204,62,1662,662,1018,2453,2890,3382,3732,3425,1642,350,19559
LGA36630,11,11,31,67,95,231,651,746,339,2182,0,3,14,3,9,16,22,17,21,114,168,155,323,302,383,472,489,371,124,2788,892,1556,3205,3141,3991,4868,5149,2709,813,26334
LGA36660,11,9,32,48,113,194,532,690,317,1951,0,0,10,15,17,31,37,36,23,166,132,144,298,286,377,432,454,380,151,2649,900,1611,3468,3518,4487,5361,5410,3019,999,28766
LGA36720,87,51,148,229,376,694,1809,3097,1815,8316,20,28,82,88,114,108,102,87,57,684,874,995,2237,2233,2106,2128,2330,2330,1626,16871,8815,17428,37730,42071,45318,44801,41847,25140,9210,272367
LGA36820,11,12,42,34,46,124,340,423,197,1216,0,3,9,8,8,9,22,18,11,93,180,129,314,265,358,408,463,292,184,2597,692,965,2446,2682,3461,4463,4567,2263,724,22267
