LGA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
LGA22670,13502,1361,660,37,9,15572,12654,2482,1044,7,7,16200,6171,3560,2498,13,25,12273,792,587,324,4,0,1704,96,96,99,0,4,288,1963,563,289,11,9,2835,599,180,86,135,8,1015,75,35,27,3,0,138,9699,5017,3326,166,48,18254,538,177,197,6,0,914,2000,700,509,60,50,3312,38385,9736,5738,278,110,54254
LGA22750,32560,2508,468,252,25,35811,33910,1725,358,23,31,36046,15219,3859,1313,43,33,20468,1598,892,108,0,0,2607,339,359,76,5,9,782,3636,724,181,28,28,4596,373,114,32,212,15,742,108,48,9,0,0,170,21273,5997,1720,288,87,29361,1255,528,36,62,11,1896,3906,864,197,159,13,5140,92914,11622,2772,783,164,108252
LGA22830,7918,417,9,247,12,8601,8096,158,3,19,13,8292,2882,1020,17,9,5,3940,612,226,14,4,0,857,122,64,25,15,0,224,1287,143,3,26,8,1472,270,63,0,103,11,453,58,24,0,5,0,84,5239,1538,59,170,29,7030,393,79,0,100,0,572,1560,324,19,300,6,2207,23203,2528,89,828,53,26699
LGA22910,3240,54,15,42,6,3352,2311,23,7,10,5,2352,397,33,20,10,0,454,29,26,35,0,0,94,7,22,4,0,0,34,369,12,3,10,3,406,26,0,0,18,0,51,4,3,0,0,0,6,845,101,57,36,7,1040,130,9,12,3,0,168,499,25,23,15,0,554,7017,207,118,107,19,7469
LGA22980,1203,22,5,20,8,1257,617,0,0,0,0,626,150,35,13,0,0,197,18,7,0,0,0,26,4,0,7,0,0,11,125,3,0,0,0,139,32,6,0,0,0,41,3,0,5,0,0,4,332,49,24,4,0,408,87,0,0,0,0,89,108,11,3,0,3,123,2354,82,29,28,10,2498
LGA23110,9588,1910,350,9,9,11875,8522,2854,487,13,8,11887,4048,2566,987,37,12,7650,232,298,257,0,0,787,60,68,67,0,0,200,921,331,126,10,7,1393,121,46,14,0,4,191,38,14,8,0,0,59,5420,3327,1463,48,24,10274,257,114,35,3,0,413,1083,417,194,8,6,1707,24873,8621,2528,81,53,36149
LGA23190,3122,76,50,28,3,3277,2603,17,13,0,3,2633,1000,131,184,5,0,1319,178,65,43,0,0,291,12,5,18,0,0,36,329,16,28,0,0,375,42,9,8,17,0,82,6,4,5,0,0,14,1576,231,294,18,0,2118,138,30,11,9,0,186,370,41,47,15,7,482,7810,397,408,69,11,8694
LGA23270,17215,980,404,10,7,18622,33402,2112,460,0,16,35995,9788,2617,813,0,19,13243,1055,299,227,0,3,1581,132,45,67,0,0,244,2500,373,158,11,9,3051,688,112,36,96,5,930,107,21,5,5,5,142,14264,3469,1311,107,41,19192,709,149,37,0,3,900,3693,674,264,56,17,4703,69279,7390,2479,175,83,79413
LGA23350,2806,69,3,42,6,2924,2414,35,7,16,10,2480,440,60,17,5,0,525,57,24,4,0,0,80,11,12,0,0,0,24,315,19,5,3,4,344,32,4,0,4,0,49,4,4,0,0,0,6,858,126,20,13,14,1025,127,4,7,3,3,142,385,26,9,31,13,458,6589,255,43,105,35,7038
LGA23430,14735,4519,1829,101,11,21187,14919,5304,2645,36,10,22910,4075,4210,3380,59,15,11743,311,342,304,0,0,963,74,73,110,0,0,262,934,689,450,26,9,2102,91,65,34,78,5,277,39,15,19,0,0,76,5523,5406,4294,160,32,15419,406,223,322,7,0,963,1127,629,528,60,4,2344,36711,16070,9616,376,52,62830
LGA23670,17500,1971,259,12,6,19752,20735,2428,432,8,7,23614,6729,1954,432,15,3,9137,508,257,157,0,0,936,70,88,92,0,3,247,1385,275,89,6,10,1757,93,53,4,0,3,153,34,18,3,0,0,53,8819,2647,777,24,24,12288,473,779,43,6,5,1301,1458,423,129,3,3,2026,48988,8254,1643,58,40,58979
LGA23810,10676,424,374,71,12,11555,10084,162,101,8,10,10370,3343,598,759,4,6,4717,717,262,212,0,0,1192,152,62,46,8,0,263,1249,97,93,5,5,1455,126,28,37,48,3,233,38,19,16,0,0,69,5626,1058,1165,57,19,7928,253,121,40,6,0,420,1860,247,217,62,0,2387,28498,2020,1898,207,46,32665
LGA23940,1665,27,0,37,8,1734,751,5,0,10,0,770,68,7,0,0,0,71,13,20,0,0,0,31,4,3,0,0,0,11,185,7,0,0,0,195,53,4,0,8,0,60,4,0,0,0,0,4,320,45,0,13,0,377,143,0,0,5,4,147,355,21,0,22,3,405,3232,96,3,91,15,3435
LGA24130,6666,330,10,28,3,7043,8026,149,18,35,0,8233,1134,298,21,13,4,1460,105,53,5,0,0,165,37,49,4,0,0,90,559,89,0,9,5,663,58,5,0,20,0,86,3,0,0,0,0,9,1903,499,27,42,6,2477,246,18,0,6,0,274,865,58,0,14,3,939,17702,1057,62,122,21,18960
LGA24210,15757,2456,1165,8,6,19397,10920,2411,1343,4,13,14690,3776,1762,1746,8,10,7303,59,57,49,0,0,165,15,17,55,0,3,88,877,296,244,0,3,1423,79,34,21,9,3,146,21,6,5,0,0,30,4819,2171,2131,15,21,9161,458,322,302,0,6,1088,871,259,243,7,0,1388,32839,7630,5180,27,40,45720
LGA24250,1840,35,0,27,3,1905,1220,21,3,9,3,1252,283,49,0,0,0,331,40,5,0,0,0,55,3,0,0,0,0,3,185,9,6,0,0,196,38,6,0,10,0,51,3,0,0,0,0,4,555,67,10,11,0,640,135,0,0,0,3,145,302,22,3,12,0,335,4047,142,16,59,15,4276
LGA24330,5249,1182,698,34,5,7163,6268,2809,2159,45,3,11286,3361,2506,4631,74,20,10587,408,825,307,0,4,1541,67,63,153,0,0,283,896,470,463,32,8,1860,87,58,61,38,3,249,27,16,22,0,0,69,4840,3936,5639,144,31,14593,237,123,74,0,0,437,665,494,810,14,13,1993,17263,8535,9379,242,57,35472
LGA24410,13164,777,251,0,11,14207,15696,1193,545,0,12,17444,5970,1111,679,11,15,7772,494,219,88,0,0,800,111,112,45,0,4,264,1250,178,78,9,3,1518,88,23,7,0,0,120,23,13,8,0,0,41,7940,1649,894,15,16,10522,506,67,15,0,0,584,1095,200,94,20,0,1408,38399,3879,1803,34,50,44163
LGA24600,572,2028,7227,21,22,9865,480,1939,9056,12,17,11511,366,2803,36769,62,128,40117,18,316,1664,0,3,1998,3,88,445,8,0,545,110,718,4144,27,33,5029,7,53,540,11,13,628,0,10,108,0,4,118,500,3985,43670,105,179,48429,39,168,1252,9,10,1474,48,306,5111,141,83,5682,1638,8420,66308,280,314,76969
LGA24650,10942,931,85,39,5,12002,27498,1382,128,0,23,29029,8374,1275,149,0,12,9812,207,132,0,0,0,344,76,76,0,0,0,147,1553,185,33,4,0,1775,208,58,0,67,5,337,61,18,0,3,0,78,10481,1741,183,77,16,12503,404,216,9,4,5,639,2859,409,60,30,9,3365,52184,4674,465,158,60,57535
LGA24780,6494,352,143,244,15,7260,6637,165,60,5,0,6873,2449,629,475,9,7,3573,389,202,112,0,0,703,60,41,78,0,0,185,1238,156,99,15,16,1520,262,18,41,127,14,467,46,16,19,17,0,100,4445,1071,820,169,39,6548,402,47,73,20,8,549,1427,212,197,104,13,1948,19403,1854,1293,548,78,23170
LGA24850,4618,299,8,16,7,4955,7910,196,9,3,7,8129,1956,295,10,3,9,2272,218,89,3,0,0,309,27,19,0,0,0,46,566,66,0,3,4,636,281,17,0,20,3,326,14,6,0,0,0,20,3061,495,14,26,11,3608,182,79,0,3,3,266,1022,104,7,69,8,1210,16798,1174,42,120,30,18168
LGA24900,4988,239,7,130,12,5377,3513,83,4,19,5,3615,996,327,14,8,0,1352,162,102,0,0,0,256,16,29,0,0,0,44,600,62,4,6,0,674,129,19,0,48,0,198,14,8,0,0,0,20,1917,545,18,63,4,2552,289,13,0,13,4,318,758,107,0,59,0,929,11462,990,30,286,21,12793
LGA24970,20230,2157,1919,4,10,24318,14881,3062,2288,0,9,20242,7528,3787,4171,19,19,15529,455,242,394,0,0,1096,83,73,192,0,0,343,1766,658,527,6,7,2965,203,78,78,4,4,372,42,25,27,0,0,93,10079,4863,5395,27,33,20402,608,382,558,3,4,1555,1522,539,686,14,7,2758,47319,10996,10844,45,67,69265
LGA25060,12469,2636,1316,34,7,16466,9228,3344,2243,24,7,14847,3229,3209,5038,61,11,11557,98,247,1394,0,0,1735,36,34,140,0,0,212,768,457,600,23,4,1851,75,29,52,5,0,154,22,20,23,0,0,61,4226,3994,7248,93,21,15574,375,135,132,0,0,651,818,419,899,18,5,2166,27118,10532,11839,168,39,49697
LGA25150,4128,201,10,29,5,4371,6257,139,0,7,3,6400,1102,308,7,8,4,1431,155,34,37,0,0,224,13,53,4,0,0,76,439,62,13,3,0,514,48,8,10,19,0,83,14,8,0,0,0,21,1771,469,64,33,3,2344,269,18,0,4,5,296,639,63,8,17,0,736,13064,890,94,84,17,14150
LGA25250,14893,3042,1147,46,20,19139,12270,5812,3059,50,18,21203,5811,7595,6882,138,21,20450,412,593,373,0,5,1386,43,75,106,0,0,226,1701,1101,803,47,10,3655,209,115,48,6,6,384,42,25,19,0,0,90,8221,9504,8234,193,39,26190,491,257,134,8,0,894,1461,908,721,116,10,3206,37329,19523,13283,407,89,70629
LGA25340,24407,2627,744,294,17,28087,21221,1367,299,13,7,22908,6165,1593,496,26,9,8284,534,215,113,0,0,868,60,51,0,0,0,118,1954,292,106,18,12,2385,351,50,12,83,8,506,61,13,3,3,0,84,9128,2216,737,133,28,12244,1127,734,99,17,3,1975,3000,501,121,132,7,3770,58881,7449,2001,589,63,68977
LGA25430,4049,62,3,23,4,4145,2797,21,0,3,8,2834,547,52,5,3,3,613,61,82,3,0,0,150,28,6,0,0,0,36,413,13,5,5,3,444,31,0,0,7,0,30,8,0,0,0,0,6,1091,159,4,19,3,1276,140,3,0,0,0,145,492,26,0,18,0,533,8564,273,20,59,19,8937
LGA25490,2866,53,7,18,4,2947,2115,21,0,5,0,2141,354,50,0,0,0,406,26,28,0,0,0,47,3,4,0,0,0,10,392,21,3,0,5,416,128,5,0,7,0,135,6,0,0,4,0,6,906,101,3,9,6,1024,315,3,0,0,0,316,437,16,0,24,0,473,6640,194,10,52,9,6908
LGA25620,2786,22,4,119,8,2935,2131,3,0,4,0,2144,362,47,0,3,3,416,29,16,0,0,0,45,10,3,0,0,0,13,261,10,0,4,0,280,59,0,0,14,0,70,7,0,0,5,0,9,735,79,0,19,6,843,130,3,0,7,5,144,534,7,5,21,3,574,6321,121,9,171,26,6639
LGA25710,8188,186,219,5,0,8589,9644,253,186,0,3,10094,928,186,136,0,0,1251,45,45,9,0,0,101,7,0,4,0,0,14,396,38,30,3,4,466,34,3,3,0,5,42,6,0,0,0,0,7,1417,268,186,7,5,1883,213,12,16,0,0,238,522,21,34,6,0,581,19978,747,642,18,13,21392
LGA25810,2342,22,22,31,4,2417,1322,4,3,3,4,1340,361,56,50,3,3,478,70,30,17,0,0,122,20,9,17,0,0,45,236,15,6,6,3,270,69,4,6,21,0,103,3,4,4,0,0,10,761,117,112,32,3,1029,133,0,8,0,0,138,308,14,14,44,3,385,4867,168,157,108,13,5307
LGA25900,1854,3749,4686,78,10,10370,1495,3410,7295,126,18,12344,624,2808,16058,281,18,19778,3,556,1273,0,0,1829,4,64,523,4,4,604,181,624,2059,70,17,2956,10,21,118,3,7,167,7,4,62,0,0,77,831,4089,20092,363,45,25417,59,170,429,6,6,683,157,542,2479,89,27,3294,4400,11961,34983,656,110,52106
LGA25990,1516,4,0,19,7,1545,956,0,0,0,4,968,102,6,0,0,0,110,5,13,0,0,0,18,0,0,0,0,0,0,182,0,0,0,0,186,37,3,0,4,0,40,0,3,0,0,0,3,329,25,0,5,0,354,100,0,0,0,0,99,251,3,0,9,0,263,3144,33,9,45,8,3232
LGA26080,909,51,14,7,0,985,282,5,3,4,0,298,102,12,10,0,0,125,0,9,0,0,0,9,0,0,0,0,0,0,56,8,7,0,0,72,3,0,0,0,0,5,3,0,0,0,0,3,159,29,15,7,0,219,45,3,0,0,0,44,99,6,0,0,0,108,1493,104,36,18,4,1658
LGA26170,5672,110,13,50,9,5854,4016,29,5,7,9,4071,806,76,24,9,0,914,84,35,19,0,0,141,32,12,23,0,0,67,538,25,6,10,5,576,112,12,7,31,0,159,17,4,0,0,0,23,1591,161,80,43,6,1875,246,24,11,0,0,289,829,29,0,16,0,882,12370,357,112,116,18,12972
LGA26260,3092,60,17,28,0,3197,1950,23,3,3,0,1978,446,99,54,5,0,600,130,29,16,0,0,176,18,24,0,0,0,41,403,24,8,3,3,434,83,19,0,24,0,122,11,14,0,0,0,23,1094,202,78,28,0,1397,238,19,3,0,6,263,354,18,16,3,0,398,6728,319,114,62,13,7234
