LGA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
LGA52310,190,0,0,5,0,196,98,0,0,0,0,102,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,11,0,0,0,0,11,0,0,0,0,0,0,45,0,0,0,0,49,15,0,0,0,0,20,36,0,0,0,0,39,388,3,0,5,0,397
LGA52380,32,0,0,7,3,45,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,5,0,20,0,0,0,0,0,0,27,0,0,5,0,34,9,0,0,0,0,11,18,0,0,50,3,72,88,0,0,66,13,161
LGA52450,178,0,0,4,0,190,126,0,0,0,0,125,19,0,0,0,0,17,17,5,0,0,0,28,5,4,0,0,0,10,49,0,0,0,0,49,14,0,0,4,0,17,0,0,0,0,0,0,102,9,0,4,0,121,26,0,0,0,0,26,32,0,0,0,0,35,469,13,0,11,0,492
LGA52520,188,0,0,7,3,193,104,0,0,5,0,103,0,0,0,0,0,0,12,3,0,0,0,18,6,4,0,0,0,12,41,3,0,0,0,41,28,0,0,0,0,30,0,0,0,0,0,0,88,11,0,5,6,108,28,0,0,3,6,36,68,3,0,8,0,81,471,14,0,22,8,519
LGA52590,570,13,0,66,3,655,308,3,0,7,4,323,97,14,4,4,0,116,28,0,0,0,0,24,6,0,0,0,0,6,87,8,3,0,0,99,43,0,0,13,9,67,0,0,0,0,0,0,254,15,9,18,9,311,66,0,0,9,0,76,92,8,3,23,0,127,1295,44,5,125,21,1496
LGA52660,1504,88,5,54,0,1651,2369,37,0,5,5,2410,470,68,5,0,0,548,28,17,0,0,0,41,16,3,0,0,0,20,325,24,0,0,0,353,31,5,0,36,0,74,7,0,0,0,0,7,875,111,8,37,0,1035,125,64,0,9,0,197,209,22,3,50,4,283,5084,322,16,151,9,5578
LGA52730,1074,57,0,22,0,1158,585,57,0,0,3,648,130,9,0,0,0,142,58,17,0,0,0,78,26,0,0,0,0,33,220,7,0,3,0,228,36,0,0,12,4,49,4,0,0,0,0,4,478,35,0,18,5,531,83,18,0,3,0,104,202,14,0,81,4,302,2417,184,3,124,13,2745
LGA52800,144,3,0,380,33,561,127,0,0,21,6,153,60,35,0,4,0,99,572,28,0,0,5,609,344,6,0,3,5,366,69,0,0,19,15,101,178,38,4,75,22,323,10,0,0,0,0,12,1235,118,4,105,48,1512,129,17,0,47,17,214,340,60,0,172,38,609,1976,201,4,729,134,3043
LGA52870,993,4,0,13,4,1012,856,8,0,9,5,875,104,8,0,0,0,111,20,7,0,0,0,27,5,5,0,0,0,6,165,4,0,4,0,176,23,0,0,0,0,28,4,0,0,0,0,5,316,31,5,4,0,357,68,0,0,0,5,73,136,0,5,6,0,152,2361,43,6,35,18,2470
LGA52940,126,0,0,4,0,133,62,0,0,6,0,62,0,0,0,0,0,0,4,3,0,0,0,9,4,0,0,0,0,4,28,0,0,0,0,29,12,0,0,3,0,23,0,0,0,0,0,0,54,3,0,3,0,65,23,0,0,0,0,26,30,0,0,0,0,30,298,4,0,14,0,322
LGA53010,124,0,0,0,5,129,40,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,17,0,0,0,0,18,4,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,35,29,0,0,0,0,32,46,0,0,0,0,43,266,6,0,3,3,279
LGA53080,115,0,0,22,11,146,28,0,0,0,0,34,3,0,0,0,0,6,11,0,0,0,0,14,0,0,0,0,0,0,44,0,0,0,4,46,20,0,0,4,11,32,0,0,0,0,0,0,72,0,0,6,18,98,21,0,0,5,8,33,51,0,0,9,3,68,292,0,4,38,34,372
LGA53150,896,211,91,4,0,1204,775,153,96,0,0,1022,162,110,143,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,73,50,62,3,0,186,3,0,0,0,0,9,0,0,0,0,0,5,242,178,230,10,3,663,17,5,9,0,0,31,51,22,23,3,0,95,1982,570,449,18,3,3022
LGA53220,111,0,0,278,24,410,81,0,0,15,0,101,186,13,22,0,4,226,105,8,0,3,3,124,152,0,3,0,0,153,46,0,0,11,4,59,735,28,15,35,38,848,4,0,0,0,0,3,1226,52,42,49,51,1414,208,6,14,16,21,263,195,19,20,14,25,269,1817,73,82,371,119,2456
LGA53290,1622,90,19,98,25,1853,1469,36,0,5,8,1516,343,111,22,0,0,473,120,68,5,0,0,195,7,17,26,0,0,52,477,65,12,10,6,573,118,15,0,34,8,174,10,7,0,0,0,13,1077,277,66,47,16,1478,214,10,3,3,27,251,463,68,26,56,5,622,4837,478,115,207,78,5720
LGA53360,230,5,5,784,14,1033,326,5,0,73,0,402,135,16,9,5,0,161,83,6,7,0,0,96,11,0,26,0,0,42,108,3,0,32,4,147,67,6,10,193,4,268,0,0,0,5,0,3,406,27,52,231,9,722,36,0,0,35,7,80,91,3,9,49,13,160,1082,42,71,1177,37,2404
LGA53430,3028,747,461,117,19,4366,3180,666,462,10,3,4316,742,577,717,3,4,2043,178,441,208,0,0,835,25,82,32,0,0,142,579,271,236,4,4,1095,48,16,28,52,4,153,6,0,7,0,0,16,1566,1395,1239,66,12,4285,98,106,32,3,3,246,283,194,210,106,10,797,8152,3115,2391,297,46,14005
LGA53570,868,9,3,36,4,929,697,4,0,0,4,704,78,0,6,0,0,92,10,8,0,0,0,19,3,4,0,0,0,13,148,8,9,5,0,167,52,0,0,3,0,62,3,0,0,0,0,3,292,28,20,17,0,352,81,5,0,4,0,92,166,7,0,15,3,191,2104,53,28,72,9,2268
LGA53640,185,0,0,4,0,190,88,0,0,0,0,92,13,0,0,0,0,13,12,0,0,0,0,12,3,0,0,0,0,3,45,0,0,0,0,45,20,0,0,0,0,27,0,0,0,0,0,0,97,0,0,0,0,101,59,0,0,0,6,66,37,0,0,3,0,45,470,4,0,8,3,488
LGA53710,180,4,0,3,0,191,88,0,0,0,0,88,15,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,10,35,0,0,0,0,31,8,0,0,0,0,15,0,0,0,0,0,0,59,16,0,0,0,74,25,0,0,0,0,25,43,9,0,0,0,50,397,28,0,11,0,429
LGA53780,10531,629,72,69,11,11312,18515,796,140,15,8,19471,4571,1031,355,17,9,5975,557,309,58,0,0,922,70,127,63,0,0,267,2528,297,68,12,4,2908,378,62,16,60,9,531,53,27,4,0,0,81,8153,1857,570,88,18,10689,359,410,15,18,5,808,1673,298,56,57,11,2099,39238,3983,855,247,56,44372
LGA53800,4152,308,22,270,37,4785,4810,187,20,21,5,5042,1475,465,103,4,7,2053,312,186,48,3,0,553,60,44,5,0,0,110,1106,165,29,5,9,1309,197,60,5,51,8,321,17,13,0,0,0,32,3173,934,189,59,25,4376,215,108,14,8,9,354,967,227,48,89,15,1354,13318,1757,299,447,90,15910
LGA53920,39,0,0,216,26,290,8,0,0,10,0,17,0,0,0,0,0,0,364,41,12,5,7,427,157,5,0,0,0,171,5,0,0,19,7,34,69,4,0,26,11,114,7,0,0,0,0,8,609,57,10,50,31,754,92,25,0,32,15,169,114,10,0,47,35,205,862,91,10,355,105,1430
LGA53990,3139,70,14,94,5,3323,4448,27,5,15,4,4493,905,69,9,5,5,989,124,53,9,0,0,191,15,27,0,0,4,45,612,47,8,8,0,672,94,5,0,100,0,202,15,0,0,0,0,16,1769,201,26,112,6,2112,136,60,0,7,0,207,348,31,0,116,3,490,9835,379,50,341,22,10626
LGA54060,612,40,7,67,5,727,338,11,4,3,0,364,123,18,0,0,0,146,16,20,6,0,0,46,3,14,5,0,0,25,99,12,0,9,8,122,16,0,0,28,11,53,5,0,0,0,0,4,271,72,16,36,12,402,29,17,0,5,0,52,133,24,9,26,9,198,1378,159,39,137,24,1746
LGA54130,159,0,0,17,0,175,96,0,0,4,0,103,3,0,0,0,0,3,13,8,0,0,0,22,0,5,0,0,0,3,40,0,0,0,0,45,39,0,0,7,4,61,0,0,0,0,0,3,104,16,0,10,6,131,51,0,0,0,0,56,36,5,0,0,0,38,447,17,0,35,11,503
LGA54170,19027,1641,252,95,6,21024,24639,1353,272,4,3,26268,4285,857,632,6,10,5780,146,188,24,0,0,357,35,56,14,0,0,103,2248,449,196,9,6,2905,132,24,20,10,3,185,33,14,3,0,0,49,6872,1588,886,23,17,9381,326,255,37,0,4,628,1011,233,151,124,28,1546,51879,5074,1595,247,48,58848
LGA54200,7100,281,16,130,4,7536,9403,179,15,13,4,9613,1727,191,31,0,3,1953,139,101,0,0,0,243,16,44,3,0,0,65,1075,89,8,6,0,1184,86,8,0,23,4,126,19,5,0,0,0,18,3058,440,41,34,9,3584,240,130,9,3,0,387,657,71,8,85,8,817,20462,1093,96,262,29,21938
LGA54280,1675,118,10,100,11,1912,3900,242,10,14,0,4169,1238,654,78,5,0,1971,282,235,12,0,5,537,9,61,0,0,4,70,592,119,10,8,6,728,254,121,11,132,11,525,8,16,0,3,0,27,2381,1204,105,147,20,3861,127,41,4,18,0,189,695,229,10,412,18,1362,8778,1837,141,688,54,11495
LGA54310,390,34,12,312,57,815,1374,139,10,16,5,1550,814,246,197,0,5,1263,388,131,37,0,0,554,35,12,4,0,0,51,183,57,18,14,5,274,1507,238,80,129,36,1986,3,0,0,0,0,9,2921,687,338,141,50,4142,326,42,52,18,33,476,714,274,88,196,50,1311,5730,1177,501,684,199,8287
LGA54340,478,4,0,0,5,491,443,9,0,0,0,445,105,48,0,0,0,160,85,25,0,0,0,116,5,12,3,0,0,20,101,8,0,4,0,113,37,8,0,0,0,47,0,0,0,0,0,4,338,107,4,4,4,455,46,4,0,0,0,55,130,26,0,0,0,156,1439,144,7,3,6,1602
LGA54410,189,0,0,0,5,197,100,0,0,0,0,106,14,0,0,0,0,10,9,3,0,0,0,22,3,0,8,0,0,16,35,0,0,0,0,37,7,0,0,3,0,11,0,0,0,0,0,0,74,9,16,4,0,103,31,0,0,0,0,33,46,0,0,5,0,47,440,13,18,13,10,487
LGA54480,77,0,0,0,0,83,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,10,6,0,0,0,0,6,8,0,0,0,0,8,28,0,0,0,0,27,0,0,0,0,0,0,40,0,0,0,0,46,32,0,0,0,0,32,16,3,0,0,0,24,186,4,0,0,0,200
LGA54550,302,4,0,5,4,311,156,0,0,0,5,155,16,9,0,0,0,14,22,6,0,0,0,30,10,3,0,0,0,16,85,9,0,0,0,91,32,3,0,3,3,45,3,0,0,0,0,4,170,24,0,3,6,202,57,0,0,0,0,60,73,5,0,4,0,77,760,28,0,9,10,810
LGA54620,141,0,0,14,0,149,49,0,0,0,0,51,4,3,0,0,0,9,7,6,0,0,0,11,9,0,0,0,0,5,23,0,0,0,0,23,33,0,0,4,3,42,3,0,0,0,0,3,81,4,0,9,3,96,31,0,0,3,0,31,46,4,4,0,0,49,345,7,4,25,3,381
LGA54690,89,0,0,0,0,89,27,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,35,9,0,0,0,0,9,10,0,0,0,0,5,168,0,0,3,0,170
LGA54760,139,0,0,3,0,147,44,0,0,0,0,44,0,0,0,0,0,0,9,0,0,0,0,10,8,0,0,0,0,8,16,0,0,0,0,15,16,0,0,0,0,18,0,0,0,0,0,0,45,0,0,0,0,49,27,0,0,3,0,30,34,0,0,0,0,36,292,3,0,5,5,303
LGA54830,2476,71,40,3,0,2592,8236,105,80,0,5,8429,2303,111,202,0,0,2620,240,144,105,0,0,488,68,44,31,0,3,147,869,32,40,0,0,948,127,0,11,0,0,135,20,7,0,0,0,23,3622,335,395,3,4,4352,87,33,0,3,0,126,716,34,80,31,5,874,15129,584,603,38,19,16373
LGA54900,215,0,0,9,4,222,91,4,0,0,0,93,0,0,0,0,0,0,8,7,0,0,0,14,4,3,0,0,0,11,45,0,0,0,0,46,28,0,0,4,0,41,0,0,0,0,0,0,87,17,0,4,0,109,60,0,0,0,0,67,39,0,6,0,0,47,486,18,9,26,6,537
LGA54970,27,7,0,11,11,49,13,0,0,0,0,13,3,0,0,0,0,3,27,4,0,0,0,28,50,3,0,0,0,50,13,3,0,0,5,16,9,9,0,0,9,36,0,0,0,0,0,0,99,16,0,0,14,132,27,0,0,0,13,42,29,9,3,7,8,49,193,24,4,20,37,287
LGA55040,36,0,0,34,17,84,22,0,3,5,0,26,0,0,0,0,0,5,20,3,5,0,0,23,8,0,0,0,0,8,28,0,6,4,0,30,93,14,4,14,4,131,0,0,0,0,0,0,142,18,8,18,7,191,66,8,3,4,5,88,64,25,23,29,4,155,334,52,39,88,36,547
LGA55110,10404,1182,295,147,13,12039,12100,537,169,8,0,12812,3930,929,326,11,3,5198,301,376,31,0,5,715,171,149,71,0,4,395,2014,345,70,11,0,2442,154,106,10,26,5,296,36,23,6,6,0,74,6612,1927,513,48,14,9121,334,845,21,10,0,1210,1136,319,84,98,9,1649,30586,4807,1087,305,42,36833
LGA55180,1416,18,0,10,8,1454,1049,8,0,3,6,1068,286,73,5,0,0,367,92,47,7,0,4,153,4,26,5,0,0,42,245,13,6,5,0,268,69,5,0,3,14,89,3,0,0,0,0,10,709,165,20,4,20,921,113,7,0,4,3,128,247,17,7,16,19,300,3533,213,29,44,52,3877
LGA55250,55,4,0,50,11,120,17,0,0,3,4,21,0,0,0,0,0,0,59,9,5,0,0,75,6,0,0,0,0,6,21,0,0,7,3,31,31,7,4,7,4,50,0,0,0,0,0,0,116,15,14,14,7,164,35,0,0,11,0,45,55,5,3,16,14,96,279,21,18,89,44,444
LGA55320,13017,2251,433,0,22,15729,11114,1927,430,0,7,13480,2882,1492,613,4,3,4994,328,417,20,0,0,769,43,51,21,0,0,119,1288,627,172,0,9,2090,88,40,26,0,0,154,19,17,6,0,0,40,4641,2648,858,4,11,8168,446,310,335,0,0,1091,650,294,156,16,10,1121,29867,7432,2219,20,50,39588
LGA55390,17,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,4,22,0,0,0,4,0,4,8,0,0,0,6,17,0,0,0,0,0,0,21,0,5,6,9,40,13,0,0,0,13,23,4,0,6,20,3,33,53,0,12,41,26,138
LGA55460,405,5,0,4,0,414,344,0,0,0,0,347,81,3,0,0,0,89,64,15,0,0,0,82,20,0,0,0,0,21,100,3,0,0,0,102,59,10,0,0,0,74,3,0,0,0,0,5,326,37,0,0,6,370,43,0,0,0,0,43,124,19,3,26,0,172,1239,65,6,32,7,1351
LGA55530,75,0,0,19,4,99,25,0,0,3,0,30,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,3,0,10,3,0,0,6,0,7,0,0,0,0,0,0,17,0,0,6,0,28,24,0,0,0,0,29,29,0,0,28,0,59,171,3,0,62,5,239
LGA55600,320,17,0,12,0,359,215,0,0,0,0,217,23,0,0,0,0,27,38,23,0,0,0,62,4,0,0,0,0,4,80,0,0,0,0,82,25,6,0,0,3,27,5,0,0,0,0,5,170,25,0,0,3,202,53,0,0,4,0,53,98,18,0,19,0,131,857,64,0,36,10,963
LGA55670,103,0,0,9,5,116,37,0,0,0,0,40,4,0,0,0,0,4,9,3,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,20,12,0,0,0,0,15,0,0,0,0,0,0,52,0,0,0,0,56,20,4,0,0,0,23,24,0,0,21,0,49,230,6,0,32,13,278
LGA55740,1011,124,93,0,0,1228,837,107,90,0,0,1035,187,111,450,0,0,750,11,85,78,0,0,166,9,8,0,0,0,16,85,41,124,0,0,247,9,3,14,0,0,26,4,0,0,0,0,7,300,244,665,0,0,1213,16,38,10,0,0,62,62,24,79,3,0,168,2231,538,925,3,4,3702
LGA55810,60,0,0,18,0,82,17,0,0,3,0,16,0,0,0,0,0,0,17,0,0,0,0,16,7,0,0,0,0,7,11,0,0,3,0,11,15,0,0,3,0,21,0,0,0,0,0,0,43,6,0,6,0,55,22,0,0,0,0,24,107,0,0,19,4,142,253,6,0,50,10,316
LGA55880,83,0,0,4,4,88,23,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,10,3,0,0,0,0,5,10,0,0,0,0,10,13,4,0,0,0,12,0,0,0,0,0,0,35,6,0,0,0,40,22,0,0,0,0,22,22,0,0,0,0,19,190,6,0,3,4,205
LGA55950,105,0,0,5,0,110,36,0,0,0,0,36,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,14,0,0,3,0,15,5,0,0,0,0,5,47,0,0,3,0,51,29,0,0,0,0,29,29,0,0,3,0,33,242,0,0,9,0,256
LGA56090,5105,156,7,7,5,5280,6452,62,6,0,0,6519,629,84,0,0,0,711,35,94,0,0,0,129,13,21,0,0,0,29,515,50,0,4,8,572,53,0,0,0,0,58,3,0,0,0,0,8,1231,254,4,6,9,1510,145,22,0,0,3,182,424,47,0,7,0,479,13365,539,22,30,18,13971
LGA56160,0,0,0,8,0,14,3,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,9,0,0,0,3,0,4,0,0,0,12,0,14,0,0,0,0,0,0,5,4,0,19,9,34,9,0,0,7,4,14,3,0,0,0,4,10,21,4,0,32,12,72
LGA56230,2196,73,3,144,4,2424,2625,21,0,13,6,2661,579,36,5,5,0,624,27,35,3,0,0,64,8,13,4,0,0,24,412,26,6,8,3,442,62,3,0,38,3,112,12,0,0,0,0,8,1091,113,10,49,6,1277,224,51,0,7,0,285,354,29,3,45,3,434,6488,286,19,251,18,7075
LGA56300,303,5,6,14,0,321,163,0,0,0,0,165,47,0,0,0,0,49,11,3,0,0,0,8,0,0,10,0,0,8,30,0,0,0,0,29,17,0,0,0,0,19,0,0,0,0,0,0,100,3,13,3,0,125,20,0,0,0,3,22,79,0,4,12,0,96,661,10,24,24,3,722
LGA56370,148,0,0,0,0,154,50,0,0,0,0,52,3,0,0,0,0,3,4,6,0,0,0,11,0,5,0,0,0,5,19,0,0,0,0,21,12,0,0,0,0,18,0,0,0,0,0,0,35,19,0,0,0,62,22,0,0,0,0,23,36,0,0,0,0,38,298,22,0,3,0,325
LGA56460,653,19,0,3,0,682,517,0,0,0,0,521,142,18,5,0,0,174,94,36,0,0,0,132,11,15,0,0,0,32,160,8,0,0,0,171,35,4,0,0,0,42,3,5,0,0,0,12,454,93,5,0,0,552,57,16,0,0,0,75,153,28,0,19,0,197,1834,159,5,26,0,2026
LGA56580,3038,311,99,0,0,3452,2050,169,68,0,0,2284,643,176,150,0,0,980,40,84,10,0,0,131,0,30,24,0,0,60,209,71,51,0,0,327,138,18,6,0,0,165,0,3,0,0,0,6,1034,384,245,0,0,1663,85,43,62,0,0,196,107,33,36,0,7,180,6309,940,509,4,11,7771
LGA56620,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,211,3,0,0,5,221,29,0,0,0,0,28,0,0,0,0,4,4,18,9,0,4,8,31,7,0,0,0,0,7,267,6,0,3,13,294,39,11,0,6,20,74,49,9,0,0,3,62,360,27,0,11,37,436
LGA56730,1440,8,0,31,0,1488,1495,6,0,0,7,1508,309,41,5,0,0,356,146,69,0,0,0,218,10,10,0,0,0,18,290,9,5,0,0,306,64,8,0,8,0,80,6,0,0,0,0,6,823,138,10,8,3,981,68,0,0,4,0,71,367,35,0,8,10,415,4188,186,17,46,18,4456
LGA56790,565,38,0,245,31,880,254,3,0,22,4,281,50,26,0,0,0,74,19,3,0,0,0,20,15,0,0,3,0,12,118,19,0,15,3,152,24,6,0,78,16,130,5,0,0,0,0,4,227,50,0,99,22,395,47,8,0,11,14,83,150,37,15,27,23,248,1244,134,16,404,83,1880
LGA56860,45,0,0,4,0,48,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,9,25,0,0,0,0,26,106,0,0,0,0,115
LGA56930,236,21,9,0,0,264,127,10,9,0,0,146,22,14,39,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,41,19,48,0,0,107,4,3,0,0,0,6,17,7,0,0,0,14,415,62,67,0,0,540
LGA57000,56,0,0,7,4,71,31,0,0,0,3,31,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,12,0,0,0,0,12,8,0,0,4,0,7,0,0,0,0,0,0,29,0,0,4,0,34,10,0,0,0,0,14,31,0,0,23,3,62,164,0,0,35,9,209
LGA57080,150,218,1569,0,0,1939,81,169,1955,0,0,2208,70,285,5756,0,10,6125,5,16,400,0,0,412,6,10,130,0,0,143,38,93,1147,0,12,1288,18,16,186,0,7,224,0,3,33,0,0,40,130,423,7649,5,33,8234,13,16,141,0,3,179,18,35,911,360,15,1344,389,861,12228,366,54,13900
LGA57140,206,0,0,0,0,204,102,0,0,0,0,102,16,0,0,0,0,16,15,5,0,0,0,19,21,0,0,0,0,18,33,0,0,0,0,33,14,0,0,0,0,10,0,0,0,0,0,0,96,8,0,0,0,104,15,0,0,0,0,15,35,0,0,0,0,35,459,8,0,0,0,468
LGA57210,887,0,0,20,0,912,582,4,0,5,3,593,151,0,0,0,0,151,31,8,0,0,0,37,13,10,4,0,0,22,127,0,0,0,0,132,43,0,0,5,0,51,5,0,0,0,0,5,361,24,4,4,0,395,89,0,0,0,0,95,190,0,3,8,0,197,2114,29,11,34,9,2187
LGA57280,262,57,25,144,32,521,744,81,12,17,5,860,580,273,222,8,3,1087,432,114,28,0,5,584,79,16,7,0,4,103,113,33,23,13,6,179,994,290,193,93,23,1585,12,8,0,0,0,15,2220,732,467,107,36,3561,254,61,38,27,19,412,455,193,153,222,29,1062,3944,1129,705,514,127,6418
LGA57350,171,3,0,0,5,178,57,0,0,0,0,57,3,0,0,0,0,3,5,3,0,0,0,9,5,0,0,0,0,6,23,0,0,0,0,23,9,3,0,0,4,13,0,0,0,0,0,0,47,4,0,0,4,54,22,0,0,0,0,22,111,0,0,0,0,115,406,9,0,6,9,426
LGA57420,275,0,0,19,3,295,127,0,0,0,0,132,65,0,3,0,0,66,12,3,3,0,0,21,3,0,0,0,0,3,68,0,0,4,0,67,56,0,5,5,0,73,0,0,0,0,0,3,212,7,8,13,3,239,152,0,0,4,0,165,65,0,0,6,0,81,840,11,12,44,8,910
LGA57490,10992,692,298,203,9,12192,22451,432,215,14,22,23137,6116,691,678,0,5,7494,410,244,151,0,0,806,51,69,39,0,0,155,2676,250,158,9,0,3100,471,43,27,58,7,598,32,9,5,0,0,49,9762,1306,1054,70,9,12203,319,258,20,4,0,606,1794,197,133,93,19,2241,45323,2882,1720,392,64,50382
LGA57630,21,0,0,20,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,10,6,0,0,6,3,15,6,0,0,0,0,12,44,0,0,25,3,75
LGA57700,2081,7,24,89,11,2209,6452,30,5,5,6,6501,708,18,0,0,0,723,9,0,0,0,0,4,5,10,0,0,0,15,471,8,3,4,0,491,44,5,6,9,0,53,10,0,0,0,0,12,1242,41,9,12,0,1303,123,0,0,10,4,134,386,3,0,14,0,411,10290,82,35,127,27,10555
LGA57770,101,0,3,352,0,466,43,4,0,19,0,69,36,0,3,0,0,46,21,0,0,0,0,23,6,4,0,23,0,31,25,5,0,22,0,49,32,0,0,108,13,153,0,3,0,0,0,4,120,13,4,151,12,308,42,0,0,22,4,61,48,7,0,143,23,224,355,34,8,695,42,1133
LGA57840,3503,1629,524,0,3,5663,3140,1411,484,0,7,5043,1050,1947,1118,0,3,4115,326,205,128,0,0,659,11,56,36,0,0,100,491,674,340,0,0,1512,40,33,32,0,3,110,9,13,5,0,0,32,1939,2924,1653,0,14,6522,129,235,168,0,0,527,250,261,173,0,8,693,8956,6466,2996,6,30,18454
LGA57910,19833,5736,1107,70,10,26760,20683,8999,1585,4,8,31280,6291,7632,3800,7,16,17745,772,1964,494,0,5,3233,98,316,206,0,0,623,3268,2954,1044,0,9,7272,451,341,169,31,4,1001,77,85,32,0,0,194,10958,13300,5740,37,36,30072,624,644,447,9,3,1715,1842,1601,668,46,28,4184,53935,30285,9550,166,82,94013
LGA57980,1568,347,441,0,0,2353,1177,316,378,3,0,1865,455,468,1142,4,0,2063,5,38,245,0,0,293,0,0,33,0,0,39,189,160,289,0,5,639,10,15,31,0,0,55,0,0,9,0,0,11,654,688,1740,8,4,3097,46,23,200,0,0,265,72,33,178,14,0,291,3513,1406,2922,22,4,7872
LGA58050,10482,813,70,183,11,11557,27164,1148,116,10,21,28466,4763,1241,539,3,11,6555,665,634,97,0,4,1398,120,118,22,4,0,261,2556,416,64,7,13,3046,326,63,6,55,4,454,52,21,3,5,0,81,8480,2492,725,70,30,11798,397,81,22,7,0,514,1755,394,92,450,48,2738,48282,4931,1025,715,117,55068
LGA58190,68,0,0,0,0,71,21,0,0,0,0,21,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,32,0,0,0,0,32,14,0,0,0,0,14,25,0,0,0,0,29,168,0,0,0,0,165
