LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA10050,294,18,0,0,0,319,145,17,3,0,0,166,124,27,0,0,0,155,282,49,0,0,0,333,477,57,0,0,0,535,1582,78,0,0,0,1673,1451,36,0,0,0,1484,1192,20,3,0,0,1213,412,6,0,0,0,421,279,6,0,0,0,288,180,0,0,0,0,181,326,16,0,0,0,344,6739,336,13,7,6,7099
LGA10180,156,0,0,0,0,166,59,0,0,0,0,63,66,0,0,0,0,68,130,5,0,0,0,141,202,10,4,0,0,223,603,10,3,0,0,626,545,14,0,0,0,559,437,9,0,0,0,443,171,4,0,0,0,176,125,3,0,0,0,130,103,0,0,0,0,105,150,5,0,0,0,153,2760,72,12,0,6,2839
LGA10250,214,35,8,0,0,250,66,17,3,0,0,90,72,20,8,0,0,93,109,39,3,0,0,149,167,40,8,0,0,212,457,97,24,3,0,587,566,111,33,0,0,713,910,145,28,4,0,1084,534,60,9,0,0,601,487,44,10,0,0,536,297,26,7,0,0,337,265,47,8,0,0,317,4136,679,142,16,7,4973
LGA10300,16,0,0,0,0,20,6,0,0,0,0,6,4,0,0,0,0,4,19,0,0,0,0,20,30,0,0,0,0,26,46,0,0,0,0,46,9,0,0,0,0,18,10,0,0,0,0,10,6,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,8,20,0,0,0,0,20,179,0,0,3,10,189
LGA10470,198,3,7,0,0,205,65,3,0,0,0,75,85,7,0,0,0,96,152,8,5,0,0,162,228,21,3,0,0,249,766,45,16,0,5,826,1075,33,3,0,0,1124,1235,24,3,0,0,1260,481,4,0,0,0,487,310,0,0,0,0,313,183,5,0,0,0,191,260,17,0,0,0,274,5033,181,42,5,7,5261
LGA10500,428,134,314,4,0,882,89,33,78,4,0,201,83,25,62,0,0,173,136,47,135,0,0,310,159,77,186,0,0,425,468,158,632,0,0,1256,483,200,919,3,3,1613,909,380,2253,10,0,3556,783,335,1610,7,0,2734,1387,576,1182,3,5,3150,2029,537,597,5,0,3167,668,169,505,0,3,1343,7627,2680,8464,31,17,18820
LGA10550,214,6,7,6,0,236,128,11,9,7,0,145,86,5,3,0,0,95,157,9,10,0,0,181,234,17,17,0,3,272,669,49,27,0,0,747,683,33,6,0,0,724,687,16,7,5,4,713,263,5,0,0,0,271,178,3,3,0,0,182,109,4,3,0,0,118,192,4,3,0,0,207,3599,167,94,13,15,3884
LGA10600,78,3,0,6,0,85,42,0,0,0,0,47,31,3,0,0,0,35,54,0,0,0,3,56,91,0,0,0,0,91,264,4,0,0,0,275,223,8,3,0,0,233,260,5,0,0,0,267,102,7,0,0,0,111,83,0,0,0,0,82,44,4,0,0,0,47,81,4,0,0,0,85,1356,32,5,9,6,1409
LGA10650,64,3,0,0,0,66,35,0,0,0,0,40,29,3,0,0,0,33,81,7,0,0,0,83,109,3,0,0,0,108,202,4,0,0,0,208,135,0,0,0,0,135,123,0,0,0,0,123,30,0,0,0,0,33,23,0,0,0,0,23,18,0,0,0,0,18,63,0,0,0,0,63,923,21,0,5,4,947
LGA10750,1727,166,42,0,0,1934,411,33,20,0,0,459,393,38,14,0,0,449,697,79,29,0,0,804,940,114,50,0,0,1096,3111,398,210,0,0,3721,4109,697,411,8,3,5228,8764,1643,671,8,12,11100,8606,1008,178,3,42,9833,8884,634,75,6,16,9618,4019,286,56,0,7,4359,3027,358,97,5,6,3491,44680,5455,1856,29,91,52106
LGA10800,51,4,0,0,4,54,26,0,0,0,0,26,34,0,0,0,0,32,48,0,0,0,0,52,62,0,0,0,0,64,129,0,0,5,0,131,70,0,0,0,0,74,61,0,0,0,0,65,15,0,0,0,0,15,10,0,0,0,0,10,19,0,0,0,0,20,37,0,0,0,0,37,567,5,0,10,5,587
LGA10850,55,0,0,0,0,55,16,0,0,0,0,16,19,0,0,0,0,19,36,0,0,0,0,38,68,4,0,0,0,74,200,5,0,0,0,199,167,0,0,0,0,167,155,0,0,0,0,155,69,0,0,0,0,71,68,0,0,0,0,67,50,0,0,0,0,49,45,0,0,0,0,45,943,9,0,4,8,963
LGA10900,562,15,8,0,0,584,216,5,4,0,0,228,158,4,5,0,0,166,325,11,5,0,0,340,398,4,5,0,0,410,1183,18,21,0,0,1225,1589,36,13,0,0,1633,2795,33,14,3,0,2840,1775,15,7,0,0,1794,1417,10,8,0,0,1441,714,8,3,0,3,726,534,14,6,0,0,553,11658,177,93,4,6,11941
LGA10950,23,0,0,0,0,24,10,0,0,0,0,10,6,0,0,0,0,6,27,0,0,0,0,27,25,0,0,0,0,32,48,0,0,0,0,52,30,0,0,0,0,30,17,0,0,0,3,20,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,13,0,0,0,0,13,227,0,0,0,3,231
LGA11150,20,0,0,0,0,20,11,0,0,0,0,11,12,0,0,0,0,14,15,0,0,0,0,15,20,0,0,0,0,20,27,0,0,0,0,27,21,0,0,0,0,23,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,3,14,0,0,0,0,14,169,0,0,0,0,171
LGA11200,9,0,0,0,0,9,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,0,0,6,7,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,48,0,0,0,0,50
LGA11250,138,0,0,0,0,138,183,6,0,0,0,184,184,0,0,0,0,186,336,0,0,0,0,339,322,3,0,0,0,325,479,0,0,0,0,479,227,0,0,3,0,231,110,0,0,0,0,108,38,0,0,0,0,38,22,0,0,0,0,28,19,0,0,0,0,19,143,0,0,0,0,143,2195,10,0,0,4,2219
LGA11300,125,43,60,0,0,231,22,12,8,0,0,37,18,13,11,0,0,36,19,13,17,0,0,50,33,19,24,0,0,73,79,36,75,0,0,191,69,43,109,0,0,221,155,92,274,5,0,520,111,68,202,0,0,380,239,123,161,0,0,518,472,131,70,0,0,675,145,60,68,0,0,274,1489,645,1068,0,0,3209
LGA11350,216,15,3,6,0,240,69,8,3,0,0,83,53,10,3,5,0,68,85,5,8,0,0,98,122,5,3,0,5,139,292,27,11,0,0,342,348,53,14,0,0,420,532,59,24,0,3,627,375,49,9,0,0,436,408,35,10,4,0,460,479,17,12,0,0,505,244,24,3,3,0,274,3230,318,115,25,7,3690
LGA11400,76,4,0,6,0,80,28,0,0,0,0,33,40,0,4,0,0,47,84,0,0,0,0,83,103,0,0,4,0,109,306,0,0,7,0,312,230,0,0,10,0,242,264,3,0,13,0,280,143,0,0,8,0,157,120,0,0,4,0,127,126,0,0,7,0,132,109,0,0,3,0,110,1631,10,0,63,3,1708
LGA11450,472,12,6,0,0,494,155,7,0,0,0,161,126,11,0,0,0,136,196,9,0,0,0,209,337,11,0,0,0,353,1052,48,13,0,0,1113,1488,82,6,0,3,1575,4025,157,16,0,4,4205,4528,145,9,3,4,4685,3825,67,8,0,4,3906,1609,20,5,0,0,1631,1091,34,8,0,0,1135,18903,603,84,4,14,19608
LGA11500,777,87,21,0,0,890,234,22,4,0,0,270,217,40,11,0,0,273,413,71,20,0,0,504,555,84,25,0,0,667,1876,339,113,0,3,2335,2508,520,163,0,0,3190,5034,637,174,0,10,5853,3529,210,47,0,0,3792,2346,107,32,0,0,2488,1115,57,28,0,0,1198,1328,124,54,0,3,1512,19934,2315,699,0,19,22971
LGA11520,272,61,205,5,0,543,47,7,39,0,0,102,40,11,27,0,0,78,63,19,71,0,0,148,83,25,64,0,0,172,190,52,269,0,0,509,232,66,323,4,0,623,397,117,773,12,0,1301,282,117,744,16,0,1163,640,203,887,14,0,1741,1824,351,695,16,3,2890,347,65,270,0,0,688,4416,1105,4357,69,7,9952
LGA11570,1201,309,265,7,0,1783,295,76,109,0,0,483,305,70,88,0,0,456,407,123,170,4,0,711,566,180,256,4,0,1012,1599,523,834,21,5,2973,1728,684,1321,18,0,3746,3365,1320,1954,27,9,6671,2766,1065,760,11,3,4599,4094,1166,479,6,4,5755,3346,602,233,4,8,4197,1840,486,419,5,3,2761,21515,6601,6900,102,35,35154
LGA11600,31,0,0,0,0,33,16,0,0,0,0,16,16,0,0,0,0,16,23,0,0,0,0,20,23,0,0,0,0,23,30,0,0,0,0,32,18,0,0,0,0,18,15,0,0,0,0,15,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,193,0,0,0,0,202
LGA11650,1728,127,93,9,5,1952,630,61,51,4,0,743,589,74,28,5,0,697,1003,103,54,5,0,1162,1437,138,87,4,6,1673,4198,344,286,10,4,4841,5997,528,360,12,3,6899,9767,559,368,12,9,10707,5908,215,135,0,6,6263,4413,125,96,4,4,4639,2677,72,60,3,4,2816,2383,158,91,5,5,2638,40724,2494,1709,64,38,45024
LGA11700,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,7,44,0,0,0,4,49
LGA11720,292,15,0,0,0,300,148,7,0,0,0,159,131,0,0,0,0,132,264,13,0,0,0,283,455,21,0,0,0,479,1505,63,8,3,0,1581,1893,37,3,0,0,1942,1833,17,0,0,0,1847,684,4,0,0,5,689,536,3,0,0,5,544,287,0,0,0,0,286,499,14,0,4,0,516,8525,186,27,7,13,8756
LGA11730,280,10,0,6,0,299,173,0,3,4,0,179,162,11,6,0,0,174,321,12,3,5,0,333,447,11,6,0,0,462,1251,41,12,20,5,1331,1093,30,5,11,0,1145,913,17,6,12,4,955,259,3,0,0,4,269,167,7,6,3,0,178,128,0,3,3,0,131,314,15,6,12,0,342,5500,156,52,73,9,5798
LGA11750,27,0,0,0,0,25,18,0,0,0,0,18,24,0,0,0,0,24,36,0,0,0,0,39,51,0,0,0,0,51,83,0,0,0,0,87,48,0,0,0,0,52,41,0,4,0,3,46,5,0,0,0,0,5,17,0,0,0,0,17,14,0,0,0,0,15,23,0,0,0,0,22,376,0,0,7,3,392
LGA11800,381,29,18,3,0,439,165,16,6,0,0,189,132,27,10,0,0,165,286,22,16,3,0,322,359,46,37,3,0,452,1078,112,97,3,0,1293,1454,130,52,4,0,1640,1980,101,51,6,3,2141,842,16,3,0,0,869,522,16,15,0,0,549,260,20,5,4,0,281,468,25,22,0,0,524,7911,573,334,36,8,8863
LGA12000,26,0,0,0,0,30,21,0,0,0,0,21,23,0,0,0,0,23,46,0,0,0,0,46,54,0,0,0,0,56,112,0,0,0,0,112,103,0,0,0,0,103,73,0,0,0,0,73,18,0,0,0,0,18,17,0,0,0,0,17,9,0,0,0,0,9,36,0,0,0,0,36,538,3,0,0,0,544
LGA12150,41,0,0,0,0,45,25,0,0,0,0,22,22,0,0,0,0,22,31,0,0,0,0,31,27,0,0,0,0,27,58,0,0,0,0,58,20,0,0,0,0,23,21,0,0,0,0,18,11,0,0,0,0,11,4,0,0,0,0,4,14,0,0,0,0,14,24,0,0,0,0,23,294,4,0,0,0,297
LGA12160,73,0,0,0,0,75,32,0,0,0,0,32,41,0,0,0,0,41,104,3,0,0,0,110,143,0,0,0,0,144,280,4,0,0,0,284,174,0,0,0,0,178,121,0,0,0,0,121,32,0,0,0,0,34,36,0,0,0,0,38,23,0,0,0,0,20,62,0,0,0,5,61,1122,14,9,4,5,1148
LGA12350,73,4,0,0,0,83,55,6,0,0,0,54,55,0,0,0,0,55,99,4,0,0,0,104,181,0,0,0,0,183,300,6,0,0,0,311,237,3,0,0,0,239,142,0,0,0,0,140,49,0,0,0,0,49,33,0,0,0,0,32,35,0,0,0,0,35,79,0,0,0,0,78,1331,23,3,5,4,1367
LGA12380,736,151,201,5,0,1096,157,33,47,0,0,237,146,37,57,0,0,232,228,56,83,0,0,368,322,73,148,4,0,535,924,263,516,5,4,1716,1112,391,921,3,3,2435,2127,909,1730,4,6,4780,1779,712,602,3,3,3100,2233,503,264,9,0,3012,1454,245,161,0,5,1869,1155,285,336,0,4,1774,12374,3670,5058,30,27,21159
LGA12390,227,4,0,0,6,238,102,12,0,6,0,115,121,5,3,0,0,126,265,9,3,4,0,282,458,14,12,0,0,477,1309,35,8,0,0,1357,1389,19,4,0,6,1421,1227,11,0,0,0,1244,443,3,0,0,0,451,274,0,0,0,0,277,188,5,0,0,0,187,397,14,0,0,5,412,6401,124,31,10,13,6581
LGA12700,56,0,0,0,0,58,32,0,0,0,0,32,19,0,0,0,0,19,38,0,0,0,0,37,68,0,0,0,0,70,208,0,0,0,0,212,214,0,0,0,0,217,261,0,0,0,0,260,183,0,0,0,0,183,153,0,0,0,0,152,73,0,0,0,0,73,90,0,0,0,0,90,1397,6,0,6,3,1413
LGA12730,56,7,0,0,0,64,35,0,0,0,0,31,47,0,0,0,0,51,100,4,0,0,0,105,135,0,0,0,0,138,228,0,3,0,4,236,151,0,0,0,0,150,94,0,0,0,0,94,24,0,0,0,0,22,21,0,0,0,0,21,21,0,0,0,0,21,55,0,0,0,0,55,964,13,6,0,4,985
LGA12750,277,4,9,4,0,297,136,8,7,0,0,146,100,6,0,0,0,110,168,11,3,0,0,181,208,11,9,5,4,229,635,27,22,0,0,688,718,28,6,0,0,756,743,17,6,0,0,768,302,3,4,0,0,311,190,11,3,0,0,207,131,0,0,0,0,131,213,11,5,0,0,224,3820,135,79,13,8,4048
LGA12850,922,103,94,0,0,1128,241,38,30,0,0,309,216,27,26,0,0,269,329,55,58,0,0,442,476,59,75,0,0,617,1397,221,303,0,4,1922,1502,290,276,3,0,2074,2612,471,212,4,4,3303,1736,231,65,0,0,2033,1816,134,54,0,3,2011,934,61,34,0,0,1034,1122,135,94,0,3,1357,13310,1819,1336,13,22,16500
LGA12870,83,3,0,0,0,85,47,0,0,0,0,49,31,4,0,0,0,34,95,15,0,0,0,106,162,6,0,0,0,167,368,5,0,0,0,378,272,0,0,0,0,276,182,3,0,0,0,186,61,0,0,0,0,61,36,0,0,0,0,36,28,0,0,0,0,33,106,5,0,4,0,107,1469,39,5,9,0,1513
LGA12900,69,0,0,0,0,74,26,0,0,0,0,32,34,0,0,0,0,34,87,0,0,0,0,95,115,0,0,0,0,121,242,4,0,0,0,250,182,4,0,0,0,185,126,0,0,0,0,130,43,0,0,0,0,46,28,0,0,0,0,29,31,0,0,0,0,30,59,0,0,0,0,61,1044,15,5,8,0,1068
LGA12930,589,122,236,0,0,944,135,37,44,0,0,217,108,25,48,0,0,183,154,29,105,0,0,289,197,48,138,5,0,380,571,136,387,4,0,1101,579,134,629,0,0,1345,1241,303,1293,7,0,2844,898,269,784,4,0,1957,1807,420,448,0,4,2688,2659,283,201,5,0,3146,810,129,234,4,0,1177,9746,1931,4544,36,9,16271
LGA12950,58,0,0,0,0,58,19,0,0,0,0,19,18,4,0,0,0,26,34,0,0,0,0,34,37,0,0,0,0,37,68,0,0,0,0,68,54,0,0,0,0,54,31,0,0,0,0,31,8,0,0,0,0,8,12,0,0,0,0,12,22,0,0,0,0,22,32,0,0,0,0,32,398,4,0,0,0,402
LGA13010,73,0,0,0,0,73,40,0,0,0,0,41,40,0,0,0,0,45,101,0,0,0,0,101,120,0,0,0,0,122,186,0,0,0,0,193,84,0,0,0,0,82,82,0,0,0,0,85,29,0,0,0,0,32,23,0,0,0,0,23,33,0,0,0,0,33,61,0,0,0,0,63,876,4,0,12,0,890
LGA13310,137,12,3,0,0,153,56,4,3,0,0,65,69,5,3,0,0,76,116,5,0,0,0,120,202,13,3,0,0,216,627,32,4,0,0,665,759,29,0,4,0,792,871,14,0,0,0,889,368,3,0,0,0,371,250,5,0,0,0,257,140,3,0,0,0,137,184,6,3,0,0,192,3779,119,16,8,4,3933
LGA13340,90,0,0,0,0,91,48,0,0,0,0,51,48,0,0,0,0,48,102,0,0,0,0,106,141,0,0,0,0,141,302,3,0,0,0,305,238,0,0,0,0,239,170,0,0,0,0,169,70,0,0,0,0,70,46,0,0,0,0,51,47,0,0,0,0,47,94,0,0,0,0,94,1400,3,0,0,0,1406
LGA13450,124,6,4,0,0,127,56,0,0,0,0,58,52,6,0,0,0,49,96,4,3,0,0,107,182,6,7,0,0,196,606,14,11,0,0,627,546,12,12,0,4,568,481,3,0,0,0,484,136,0,0,0,0,140,114,0,0,0,0,114,78,0,0,0,0,78,159,0,0,0,0,164,2621,48,42,3,4,2713
LGA13550,80,6,0,0,0,86,24,0,0,0,0,24,36,0,0,0,0,38,83,0,0,0,0,81,110,0,0,0,0,117,325,5,0,0,0,327,281,6,0,0,0,287,243,0,0,0,0,251,96,0,0,0,0,101,81,0,0,0,0,81,39,0,0,0,0,43,103,3,0,0,0,104,1512,24,0,3,0,1541
LGA13660,66,0,0,0,0,71,18,0,0,0,0,18,30,0,0,0,0,30,37,0,0,0,0,37,37,0,0,0,0,37,76,0,0,0,0,76,44,0,0,0,0,44,23,0,0,0,0,23,14,0,0,0,0,14,13,0,0,0,0,19,16,0,0,0,0,16,29,0,0,0,0,29,406,0,0,0,0,406
LGA13800,382,22,0,0,0,408,98,6,4,0,0,102,96,13,3,0,0,112,189,12,5,0,0,199,203,24,12,3,0,234,722,68,16,0,0,808,935,109,24,4,0,1070,1787,138,9,0,5,1937,1433,50,5,0,4,1490,1442,22,7,0,0,1472,994,7,5,0,5,1010,575,31,5,0,4,609,8857,498,87,7,15,9459
LGA13850,11,0,0,0,0,11,18,0,0,0,0,18,17,0,0,0,0,17,44,0,0,0,0,47,35,0,0,0,0,38,47,0,0,0,0,47,31,0,0,0,0,31,9,3,0,0,0,13,3,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,14,245,3,0,0,0,251
LGA13910,121,3,0,0,0,128,57,4,0,0,0,62,79,4,0,0,0,82,168,3,0,0,0,176,229,7,5,0,0,237,494,14,0,0,0,505,330,0,0,0,0,330,236,0,0,0,0,239,76,0,0,0,0,81,58,0,0,0,0,60,41,0,0,0,0,46,120,0,0,0,0,121,2017,42,9,3,6,2068
LGA14000,915,75,116,0,0,1106,203,18,20,0,0,242,152,22,23,0,0,201,235,22,45,0,0,306,314,22,60,0,0,400,879,92,254,3,4,1233,1023,117,360,0,0,1499,2039,198,989,4,0,3230,1737,204,605,4,0,2548,3081,347,324,0,0,3760,4379,198,162,0,0,4735,996,58,145,0,5,1207,15960,1382,3108,14,12,20466
LGA14100,75,4,9,0,0,88,5,0,0,0,0,7,12,0,0,0,0,13,12,3,0,0,0,10,16,0,5,0,0,20,44,9,9,0,0,62,37,8,9,0,0,57,76,27,29,0,0,127,54,18,30,0,0,93,111,37,31,0,0,180,621,73,19,0,0,716,83,13,10,0,0,108,1135,200,147,0,0,1489
LGA14170,405,350,235,9,0,1007,92,74,57,0,0,219,68,55,60,0,0,191,88,84,113,0,0,280,130,132,158,0,0,419,392,346,483,10,3,1228,384,360,657,14,0,1420,722,754,1408,22,5,2904,621,667,1147,11,0,2449,1237,1478,1078,12,0,3801,3015,2838,649,14,10,6521,435,369,269,13,0,1079,7593,7506,6317,90,19,21526
LGA14220,110,0,0,0,0,112,52,0,0,0,0,55,80,0,0,0,0,80,162,3,0,0,0,165,194,4,0,0,0,200,500,6,0,6,0,505,259,0,0,0,0,265,235,0,0,0,0,234,72,0,0,0,0,73,42,0,0,0,0,42,43,0,0,0,0,43,98,0,0,0,0,101,1847,11,0,10,5,1878
LGA14300,43,0,0,0,0,43,27,0,0,0,0,22,19,0,0,0,0,22,54,0,0,5,0,57,62,0,0,0,0,62,158,0,0,0,0,163,98,0,0,0,0,103,86,4,0,0,0,87,12,0,0,0,0,12,26,0,0,0,0,24,20,0,0,0,0,23,32,0,0,0,0,34,640,7,0,9,0,659
LGA14350,161,3,5,4,0,166,108,3,3,0,0,111,82,3,7,0,0,89,178,0,6,3,0,188,232,3,3,4,0,243,704,12,15,3,0,728,532,11,7,0,0,556,481,4,0,0,0,487,139,0,3,0,0,140,118,0,0,0,0,118,43,0,0,0,0,46,189,4,0,0,0,191,2959,36,54,20,9,3076
LGA14400,134,18,7,0,0,155,34,5,7,0,0,40,18,3,0,0,0,29,45,8,0,0,0,54,71,4,0,0,0,73,195,22,10,0,0,227,206,53,6,0,0,265,447,64,14,0,0,529,348,41,7,0,0,402,399,30,9,0,0,434,268,11,7,0,0,291,127,16,6,0,0,150,2295,283,69,4,0,2656
LGA14500,784,27,124,0,0,935,119,4,19,0,0,140,94,9,33,0,0,132,125,6,44,0,0,174,147,5,36,0,0,190,514,20,150,5,0,689,447,24,171,0,5,643,947,44,514,15,4,1524,745,28,529,7,0,1309,1612,63,599,12,0,2290,5970,142,444,5,0,6556,846,26,165,0,0,1041,12353,399,2823,43,3,15622
LGA14550,62,0,0,0,0,62,47,0,0,0,0,47,48,0,0,0,0,48,80,0,0,0,0,83,88,0,0,0,0,88,207,0,0,5,0,218,156,0,0,0,0,156,120,0,0,0,0,120,28,0,0,0,0,31,30,0,0,0,0,30,27,0,0,0,0,27,65,0,0,0,0,65,955,0,0,7,0,961
LGA14600,67,0,0,0,0,68,25,0,0,0,0,26,28,0,0,0,0,30,63,0,0,0,0,63,58,0,0,0,0,64,94,0,0,0,0,94,47,0,0,0,0,42,33,0,0,0,0,33,12,0,0,0,0,12,12,0,0,0,0,12,22,0,0,0,0,15,49,0,0,0,0,49,512,0,0,4,5,518
LGA14650,1206,84,16,3,0,1309,502,22,8,0,0,534,405,36,17,0,0,466,711,55,11,8,0,780,964,37,24,0,0,1031,3123,179,75,4,3,3376,4411,268,78,0,0,4765,7267,246,87,4,0,7604,3820,80,23,3,3,3935,2512,38,14,3,0,2571,1428,20,5,0,0,1456,1512,61,23,4,3,1600,27868,1136,381,25,13,29420
LGA14700,172,11,78,0,0,254,19,4,30,0,0,50,16,3,10,0,0,26,25,3,19,0,0,50,22,3,36,0,0,64,73,8,148,0,0,231,60,6,216,0,0,277,185,32,550,0,0,769,127,12,507,0,0,654,305,40,456,0,0,801,1159,104,305,0,0,1568,162,16,133,0,0,311,2327,241,2492,0,0,5058
LGA14750,73,0,3,0,0,75,38,0,0,0,0,37,40,0,0,0,0,44,82,0,7,0,0,89,122,0,8,3,0,134,298,3,10,5,0,314,191,0,0,0,0,193,170,0,0,0,0,173,62,0,0,0,0,62,42,0,0,0,0,46,28,0,0,0,0,28,84,0,0,0,0,89,1232,8,24,13,5,1286
LGA14850,276,8,4,0,0,287,106,11,4,0,0,117,140,12,8,0,0,155,230,23,15,0,0,267,319,18,12,0,0,353,966,61,21,0,0,1052,1059,29,11,0,3,1104,1037,24,5,0,0,1067,351,0,0,0,0,357,267,4,0,4,0,271,148,3,0,0,0,153,275,8,5,0,0,292,5176,205,91,8,6,5481
LGA14870,106,6,0,0,0,120,74,0,0,0,0,80,58,4,0,0,0,60,107,4,0,0,0,106,185,10,0,0,0,198,504,8,0,0,0,514,452,8,0,3,0,469,388,0,3,0,0,391,192,0,0,0,0,193,147,0,0,0,0,150,82,0,0,0,0,83,126,3,0,0,0,128,2420,45,6,12,8,2487
LGA14900,994,91,77,0,4,1166,268,26,29,0,0,321,231,32,26,0,0,292,381,41,57,0,0,485,559,62,77,0,0,697,1679,218,312,0,0,2218,2203,342,435,0,4,2986,4705,724,465,0,16,5915,3949,394,133,0,30,4497,3915,207,89,0,13,4220,2019,87,57,0,4,2174,1633,145,125,0,3,1908,22522,2376,1892,0,70,26869
LGA14920,44,0,0,0,0,44,22,0,0,0,0,22,42,0,0,0,0,42,65,0,0,0,0,64,88,0,0,0,0,92,149,0,3,0,0,154,95,0,0,0,0,101,63,0,0,0,0,64,31,0,0,0,0,31,28,0,0,0,0,28,17,0,0,0,0,17,53,0,0,0,0,56,699,9,4,3,0,710
LGA14950,38,0,0,0,5,38,13,0,0,0,0,13,24,0,0,0,0,24,31,0,0,0,0,39,35,0,0,0,0,32,63,0,0,0,0,63,45,0,0,0,0,45,38,0,0,0,0,38,15,0,0,0,0,15,8,0,0,0,0,8,15,0,0,0,0,16,24,0,0,0,0,24,344,0,0,3,6,351
LGA15050,428,13,0,0,0,444,167,11,0,0,0,181,160,11,0,0,0,176,274,15,5,0,0,294,427,26,4,0,0,454,1631,97,11,3,0,1737,2460,98,13,0,0,2569,3404,57,3,4,4,3471,1419,15,0,0,0,1433,908,3,0,0,0,915,452,3,0,0,0,456,629,21,0,0,0,652,12352,371,41,8,7,12783
LGA15240,478,35,22,3,3,538,250,20,13,0,0,285,256,13,9,3,0,282,470,23,16,0,5,513,643,30,16,7,0,693,1727,84,45,9,3,1867,1676,58,31,3,0,1775,1646,34,14,0,0,1701,687,15,10,0,0,707,408,7,8,0,0,429,275,10,9,0,0,289,543,31,13,4,0,590,9049,367,205,28,14,9659
LGA15270,118,7,0,3,0,125,89,0,0,0,0,95,77,0,0,0,0,74,114,4,0,0,0,120,167,6,0,0,0,175,483,13,0,0,0,494,572,13,0,0,0,582,680,9,0,0,0,688,268,0,0,0,0,277,202,3,0,0,0,205,145,0,0,0,0,147,163,5,0,0,0,169,3078,51,3,11,0,3144
LGA15300,68,10,0,0,0,82,32,3,0,0,0,39,28,0,0,0,0,30,65,0,0,4,0,66,78,0,0,0,0,84,219,13,0,0,0,230,172,7,0,0,0,186,96,15,0,0,0,102,41,0,0,0,0,42,33,0,0,0,0,37,28,0,0,0,0,26,74,9,0,0,0,82,928,50,0,8,0,1001
LGA15350,125,31,67,0,0,232,8,8,15,0,0,27,6,0,13,0,0,22,6,0,19,0,0,27,13,8,24,0,0,41,50,14,70,0,0,128,33,9,67,0,0,112,66,26,179,3,0,276,39,22,135,0,0,197,88,57,207,0,0,354,886,231,234,4,0,1358,122,33,70,0,0,224,1438,435,1112,12,0,2995
