LGA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
LGA50840,0,0,0,5,11,0,14,0,5,0,0,0,0,4,0,12,0,8,0,0,19,11,6,6,14,3,0,42,11,0,0,8,0,0,26,15,7,6,13,9,0,45,59,5,0,32,7,0,103,44,0,0,22,0,0,69,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,13,0,25,147,41,13,114,42,5,359
LGA50910,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,3,0,0,14,0,0,0,3,0,0,9,0,5,0,10,0,0,22,0,3,0,7,3,0,17,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,9,3,17,5,27,15,0,68
LGA50980,4,48,25,0,19,0,96,0,84,33,0,7,0,128,11,200,50,8,51,0,313,7,157,26,19,55,0,273,6,66,6,20,64,3,174,18,133,12,29,82,5,268,86,114,19,59,104,0,379,155,38,13,80,144,0,435,170,10,0,49,57,0,295,124,3,0,38,12,0,174,87,0,0,37,15,0,139,62,3,0,22,6,0,93,27,0,0,14,5,0,48,40,0,0,35,39,0,110,37,90,26,47,161,13,375,838,953,206,452,821,28,3302
LGA51080,0,0,0,0,6,0,7,0,0,0,0,0,0,3,0,3,0,5,7,0,7,0,4,4,7,0,0,21,0,3,0,0,0,0,10,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,6,13,10,20,18,0,61
LGA51120,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12,7,6,0,24,6,0,0,4,3,0,14,0,0,0,5,0,0,11,0,0,0,3,0,0,3,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,11,20,18,0,70
LGA51190,4,20,0,7,8,0,30,0,46,3,8,5,0,59,22,237,22,34,6,4,323,43,140,91,61,22,7,356,101,56,23,101,3,0,291,394,65,15,247,30,4,754,924,32,11,456,34,3,1459,656,9,13,213,29,3,930,147,0,0,34,7,0,186,41,0,0,8,0,0,54,18,0,0,4,0,0,16,3,3,0,4,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,11,46,34,18,45,31,8,182,2400,633,199,1223,181,30,4667
LGA51260,5,16,0,19,5,0,33,0,13,0,8,0,0,27,0,176,19,25,21,0,246,19,108,31,40,21,4,217,22,34,6,67,25,0,159,31,54,13,84,33,0,215,240,42,11,204,52,0,547,776,22,0,370,43,4,1205,444,0,0,123,14,4,586,118,0,0,33,3,0,151,30,0,0,16,10,0,49,7,0,0,7,10,0,13,3,0,0,5,4,0,11,14,0,0,33,13,0,71,29,18,5,79,44,3,193,1729,489,90,1107,291,21,3726
LGA51310,0,0,0,0,0,0,5,0,3,0,0,0,0,5,3,20,0,11,4,0,43,15,4,8,10,0,0,39,42,0,0,40,0,0,83,187,0,0,67,6,0,261,197,0,0,83,4,0,285,230,0,0,93,0,0,327,237,0,0,79,0,0,315,189,0,0,50,3,0,253,155,0,0,45,0,0,200,105,0,0,23,4,0,127,72,0,0,13,4,0,85,122,0,0,23,7,0,153,22,0,7,25,10,0,61,1583,31,16,565,39,0,2234
LGA51330,6,37,5,9,0,0,51,5,47,6,19,5,0,87,62,344,23,149,17,7,601,86,125,45,151,16,3,421,53,49,10,107,16,3,243,258,74,24,210,30,0,595,1527,63,19,615,105,7,2339,2839,28,15,774,146,7,3811,1029,5,15,272,41,0,1362,289,0,0,74,6,0,370,97,0,0,34,3,0,134,38,0,0,19,0,0,57,12,0,0,3,0,0,17,16,0,0,18,0,0,34,101,58,16,144,36,24,381,6414,829,187,2597,426,57,10513
LGA51400,0,5,0,0,0,0,4,0,4,0,0,0,0,12,0,63,15,4,0,0,76,0,51,36,16,3,0,112,4,14,13,14,0,0,57,21,26,4,36,0,0,89,113,9,0,102,6,0,227,417,3,0,121,8,5,551,75,0,0,22,0,0,106,11,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,10,14,4,18,12,5,66,668,187,80,356,43,9,1336
LGA51470,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,3,3,3,0,12,3,3,0,11,4,0,18,0,0,0,7,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,23,7,6,3,24,27,0,70
LGA51540,0,4,18,4,22,0,45,0,13,13,3,23,0,58,3,52,3,18,28,0,107,16,46,25,15,46,4,148,12,16,0,24,22,0,75,22,25,4,39,49,0,142,27,18,4,41,48,0,137,20,13,0,23,42,0,95,6,0,0,5,15,0,32,0,0,0,0,3,0,9,0,0,0,0,3,0,4,0,0,0,0,9,0,12,0,0,0,0,3,0,3,0,0,0,16,40,0,61,3,13,10,34,68,0,128,123,201,72,223,414,11,1046
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,5,0,0,0,0,4,0,8,0,0,0,0,0,0,12,0,0,0,5,0,0,3,3,0,0,3,0,0,7,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,15,19,3,0,29,17,0,66
LGA51680,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,13,0,0,0,9,0,0,16,0,0,0,9,0,0,9,4,0,0,5,5,0,15,16,0,0,18,0,0,34,14,0,0,17,0,0,34,12,0,0,4,0,0,17,10,0,0,5,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,55,3,5,87,14,0,167
LGA51710,0,9,0,0,23,0,35,0,13,0,0,3,0,26,0,23,0,3,4,0,32,0,23,0,5,3,0,32,0,0,0,11,0,0,13,0,3,0,6,0,0,12,0,3,0,10,0,0,13,0,0,0,13,7,0,16,0,0,0,5,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,10,6,0,24,0,86,5,65,54,0,213
LGA51750,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,0,10,0,0,21,9,0,3,10,0,0,22,16,6,3,7,0,0,28,37,0,0,15,0,0,53,92,4,0,45,0,0,143,193,0,0,58,0,0,256,183,0,0,47,0,0,233,143,0,0,24,0,0,173,77,0,0,16,5,0,98,36,0,0,13,3,0,63,37,0,0,6,0,0,42,96,0,0,24,0,0,116,6,0,0,23,6,0,42,936,17,8,309,24,3,1297
LGA51820,9,54,5,11,9,0,81,8,69,8,7,10,0,99,17,420,23,67,6,0,542,42,237,78,115,20,8,498,139,92,17,116,22,0,385,307,115,24,213,53,0,714,1203,87,13,507,46,4,1869,3113,36,3,858,74,5,4093,1441,7,0,303,29,0,1785,357,0,0,78,4,0,440,82,6,0,17,9,0,109,36,0,0,16,9,0,57,19,0,0,8,6,0,36,24,10,0,17,24,0,68,107,64,12,123,38,21,368,6896,1206,196,2454,357,49,11156
LGA51860,0,7,0,0,12,0,18,0,0,0,0,0,0,0,0,8,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,6,47,9,8,17,0,89
LGA51890,0,0,0,7,0,0,3,0,7,0,0,0,0,7,3,46,0,14,3,0,73,14,20,5,27,5,0,68,25,20,0,40,4,0,87,95,22,0,60,7,0,186,86,6,0,47,11,0,150,35,0,0,19,3,0,58,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,8,4,48,265,131,12,230,48,3,688
LGA51960,0,0,0,0,5,0,6,0,3,0,0,0,0,6,24,6,11,14,7,0,60,71,5,4,20,6,0,109,39,0,4,14,0,0,64,48,0,7,20,6,0,90,42,0,4,3,0,0,52,9,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,5,24,256,14,31,85,32,9,421
LGA52030,0,0,0,0,0,0,4,0,0,0,0,7,0,5,0,0,0,0,5,0,4,4,3,0,3,0,0,9,5,0,0,6,5,0,17,3,0,0,11,0,0,18,0,0,0,5,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,11,12,7,4,35,19,0,86
LGA52100,0,0,0,0,4,0,5,0,5,0,0,0,0,5,0,5,7,3,4,0,21,0,0,0,9,6,0,18,0,0,0,14,0,0,18,0,0,0,8,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,14,9,39,18,0,88
LGA52170,0,4,0,0,0,0,4,0,8,0,0,0,0,11,0,20,0,0,0,0,24,3,3,0,8,0,0,10,3,3,0,8,0,0,18,5,0,0,10,0,0,16,37,0,0,26,0,0,62,75,0,0,41,0,0,116,106,0,0,45,0,0,146,55,0,0,32,0,0,86,45,0,0,22,0,0,66,48,0,0,7,0,0,56,33,0,0,6,0,0,42,139,0,0,34,0,0,170,8,0,0,16,4,0,28,546,42,5,245,6,3,851
LGA52240,0,0,0,0,3,0,4,0,0,0,0,0,0,7,4,0,0,10,0,0,18,8,3,6,14,9,0,40,5,0,0,3,0,0,11,0,0,0,3,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,14,14,5,8,37,33,0,95
LGA52310,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,3,0,6,0,0,0,5,0,0,5,0,0,0,6,3,0,7,0,0,0,5,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,31,11,0,49
LGA52380,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,15,0,0,0,4,20,0,34
LGA52450,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,10,8,5,4,0,21,5,11,4,6,0,0,18,0,7,0,3,0,0,14,6,0,0,17,0,0,28,7,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,14,17,28,10,49,17,0,121
LGA52520,0,3,0,0,0,0,3,0,0,0,0,7,0,7,0,3,0,6,5,0,14,0,0,0,4,0,0,10,0,0,0,6,0,0,8,0,3,0,13,3,0,25,0,3,3,4,0,0,14,0,0,0,7,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,16,0,18,12,41,30,0,108
LGA52590,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,12,11,0,27,0,0,0,5,0,0,9,0,0,0,9,4,0,19,16,11,0,12,6,0,40,35,7,0,25,11,0,87,43,0,0,20,0,0,69,3,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,4,0,6,22,0,37,116,24,6,99,67,0,311
LGA52660,0,0,0,4,0,0,7,0,0,3,3,0,0,8,0,10,0,19,3,0,35,5,9,4,15,8,0,36,6,9,6,25,8,0,57,16,3,0,46,9,0,79,156,4,0,120,10,0,294,285,4,3,88,9,0,382,54,0,0,15,6,0,69,8,0,0,4,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,22,18,4,55,548,41,20,353,74,7,1035
LGA52730,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,31,10,13,3,0,55,4,13,13,12,8,0,49,0,7,0,17,4,0,31,6,13,11,25,4,0,60,68,9,0,57,8,3,148,39,0,0,49,3,0,105,16,0,0,9,0,0,27,4,0,0,3,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,3,0,19,9,0,28,142,78,33,228,49,4,531
LGA52800,0,203,102,0,73,0,381,0,90,128,0,20,3,250,0,118,59,5,47,0,236,0,57,37,5,33,0,130,0,21,3,13,11,0,54,14,39,12,10,24,0,97,31,18,0,13,13,0,82,30,3,3,10,23,0,80,7,4,0,5,3,0,18,0,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,0,14,6,41,19,17,63,5,157,99,609,366,101,323,12,1512
LGA52870,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,7,0,12,0,0,26,0,9,3,20,4,0,35,3,0,0,20,0,0,29,16,0,0,27,3,0,49,41,8,0,46,3,0,95,42,0,0,22,3,0,63,7,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,20,3,0,29,111,27,6,176,28,5,357
LGA52940,0,0,0,3,5,0,3,0,0,0,3,0,0,0,0,4,0,8,4,0,15,0,7,6,0,0,0,8,0,0,0,7,3,0,11,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,16,0,9,4,29,23,0,65
LGA53010,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,5,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,4,5,3,18,9,0,35
LGA53080,0,0,0,5,9,0,9,0,0,0,4,3,0,8,0,4,0,8,3,0,11,0,5,0,20,5,0,29,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,25,6,14,0,46,32,0,98
LGA53150,0,6,0,0,0,0,6,0,4,0,0,0,0,10,0,11,0,3,0,0,20,4,7,0,7,0,0,19,0,0,0,3,0,0,17,34,3,0,19,0,0,52,45,4,0,28,3,0,81,101,0,0,53,0,0,152,79,0,0,34,0,0,115,61,0,0,12,0,0,73,41,0,0,11,0,0,55,14,0,0,6,0,0,20,18,0,0,0,0,0,16,21,0,0,3,0,0,26,0,0,0,6,0,3,15,418,42,4,186,9,5,663
LGA53220,0,15,95,0,176,0,294,0,11,17,0,24,0,56,0,21,25,0,368,0,415,0,34,6,0,38,0,82,4,25,0,0,35,0,60,5,3,0,0,7,0,22,19,0,0,6,12,0,33,48,0,0,10,3,0,57,60,0,0,5,4,0,73,42,0,0,3,0,0,43,14,0,0,0,4,0,12,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,5,0,0,10,30,11,4,23,172,0,243,226,124,153,59,848,3,1414
LGA53290,0,11,0,5,4,0,23,0,5,0,10,3,0,19,8,70,24,32,18,0,149,34,24,13,51,17,3,138,37,24,4,50,13,0,126,81,43,4,88,19,0,241,138,9,6,149,21,0,320,133,0,0,112,15,0,260,25,0,0,13,6,0,49,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,8,3,0,14,8,15,4,39,55,8,122,473,195,52,573,174,13,1478
LGA53360,0,0,5,0,11,0,20,0,6,0,0,8,0,15,0,15,6,3,19,0,46,0,20,13,5,20,4,57,0,15,5,4,20,0,39,7,25,8,4,38,0,85,11,6,6,9,12,0,45,35,4,9,29,25,0,99,41,0,0,20,14,0,81,22,0,0,10,3,0,39,8,0,0,4,3,0,21,4,0,0,0,0,0,5,0,0,0,5,0,0,8,19,0,0,26,27,0,70,7,8,0,23,56,0,96,161,96,42,147,268,3,722
LGA53430,8,44,0,4,0,0,52,4,62,9,0,0,0,73,8,395,33,20,4,3,470,16,111,43,41,3,0,214,31,59,16,39,12,0,153,112,46,14,86,31,0,294,270,39,11,154,42,0,507,519,17,4,276,23,3,834,454,0,0,192,17,0,666,283,0,0,109,0,0,399,138,0,0,52,0,0,194,85,0,0,15,3,0,106,40,0,0,19,0,0,62,56,3,0,26,0,0,88,20,57,10,52,14,11,169,2043,835,142,1095,153,16,4285
LGA53570,0,3,0,3,10,0,11,0,0,0,6,3,0,10,0,5,4,16,10,0,30,7,4,0,10,4,0,22,5,3,0,15,3,0,26,15,0,5,28,11,0,58,24,0,0,31,9,0,64,30,0,0,23,6,0,68,4,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,8,0,50,92,19,13,167,62,3,352
LGA53640,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,6,10,0,19,6,0,0,8,3,0,21,4,0,0,7,0,0,13,0,0,6,13,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,13,12,3,45,27,0,101
LGA53710,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,7,0,0,10,0,0,5,12,0,0,21,6,0,0,9,0,0,14,3,0,0,7,3,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,0,10,31,15,0,74
LGA53780,10,29,7,15,6,0,67,5,41,11,11,5,0,80,26,237,47,89,24,5,428,69,206,68,113,35,8,498,153,78,37,161,29,9,474,565,129,33,370,74,10,1181,1927,97,21,907,147,16,3109,2240,33,22,814,132,4,3253,711,5,6,185,27,0,935,114,0,0,34,9,0,153,25,0,0,10,0,0,37,8,0,0,6,0,0,13,3,0,0,6,0,0,11,12,0,0,15,8,0,28,108,64,19,164,46,28,432,5975,922,267,2908,531,81,10689
LGA53800,4,15,0,13,4,0,37,4,30,0,15,7,0,48,39,164,17,81,18,0,316,209,117,39,143,36,16,561,214,38,11,203,43,4,507,384,65,10,266,56,3,786,644,71,22,306,65,0,1103,412,7,0,172,23,0,612,80,3,0,28,5,0,111,17,0,0,10,3,0,30,6,0,0,7,0,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,5,3,0,0,0,3,0,7,34,35,7,79,61,6,231,2053,553,110,1309,321,32,4376
LGA53920,0,135,58,0,10,0,206,0,91,38,0,9,0,129,0,89,42,0,17,0,154,0,39,10,0,13,3,62,0,10,0,0,0,0,14,0,19,4,0,7,0,28,0,19,3,3,6,0,30,0,10,0,0,3,0,12,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,9,0,26,13,18,38,0,98,0,427,171,34,114,8,754
LGA53990,0,4,0,8,3,0,11,0,9,5,3,0,0,15,6,71,5,26,10,5,118,11,36,7,37,22,0,111,31,26,4,56,30,0,150,62,20,6,103,35,7,219,290,21,8,214,22,4,555,459,3,4,174,29,4,676,97,0,0,17,3,0,119,14,0,0,9,5,0,24,4,0,0,3,5,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,11,0,26,41,5,100,989,191,45,672,202,16,2112
LGA54060,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,20,9,13,0,0,45,9,14,9,8,4,0,42,5,3,0,15,3,0,33,35,4,3,32,12,0,82,55,0,3,26,5,0,92,28,0,0,14,3,0,46,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,6,4,0,12,15,0,36,146,46,25,122,53,4,402
LGA54130,0,0,0,3,9,0,11,0,0,0,3,3,0,10,0,6,3,0,10,0,23,0,7,5,3,0,0,20,0,0,0,8,3,0,14,0,0,0,9,3,0,19,0,0,0,6,0,0,8,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,25,3,22,3,45,61,3,131
LGA54170,4,9,4,16,0,0,32,0,15,3,9,0,0,24,11,120,6,67,3,0,215,41,69,31,104,7,3,251,28,29,17,101,11,0,181,89,43,13,189,15,0,349,693,30,17,513,32,8,1291,2250,15,8,1061,48,14,3395,1354,0,0,426,22,0,1812,637,0,0,154,9,0,804,283,5,0,73,3,0,360,164,0,0,28,3,0,196,65,0,0,15,0,0,83,73,0,0,14,9,0,100,84,30,7,136,24,21,295,5780,357,103,2905,185,49,9381
LGA54200,0,0,0,11,0,0,18,0,17,4,0,0,0,20,0,82,16,40,8,0,147,7,55,18,46,13,0,139,14,14,0,74,8,0,109,35,19,3,95,7,0,169,363,20,9,286,27,4,700,952,20,4,386,36,4,1406,407,0,0,130,7,0,552,84,0,0,25,0,0,119,17,0,0,9,0,0,32,8,0,0,0,0,0,16,4,0,0,3,0,0,7,4,0,0,3,4,0,5,38,19,0,71,15,5,158,1953,243,65,1184,126,18,3584
LGA54280,0,8,0,4,5,0,15,3,23,0,4,14,0,47,26,126,43,28,59,9,279,24,83,13,46,67,4,238,63,71,0,68,66,0,265,188,115,5,112,80,3,504,541,58,0,167,72,0,848,642,18,0,177,40,0,877,270,6,0,45,8,0,330,124,4,0,21,6,0,151,30,0,0,3,0,0,34,7,0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,0,6,4,0,18,46,23,11,47,95,7,231,1971,537,70,728,525,27,3861
LGA54310,10,14,19,0,546,0,595,3,17,3,0,101,0,119,8,89,8,12,168,0,286,15,60,5,13,174,0,253,14,69,0,7,91,0,188,24,98,4,18,146,0,291,78,131,7,23,156,0,385,166,21,3,51,105,0,346,202,7,0,35,62,0,299,190,0,0,15,37,0,251,153,4,0,16,20,0,192,110,6,0,26,18,0,157,83,0,0,9,20,0,114,125,0,0,14,60,0,194,81,44,6,34,283,8,458,1263,554,51,274,1986,9,4142
LGA54340,0,3,0,0,0,0,9,0,5,0,0,3,3,15,15,22,8,13,7,0,68,44,30,0,19,10,0,105,20,10,0,22,8,0,59,28,20,0,23,6,0,80,31,7,0,19,3,0,65,3,3,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,6,3,0,24,160,116,20,113,47,4,455
