LGA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA14170,6324,4536,3021,1744,495,75,21715,63,1134,1300,1259,930,641,148,17,5490,3189,15734,11436,8025,4705,2699,885,170,46841,983,2864,3102,3161,2124,1278,438,138,14087,1052,2699,2347,2336,1942,1051,534,197,12152,168,168,196,250,183,106,36,3,1107,104,233,347,583,564,394,174,55,2469,1323,3101,2892,3172,2693,1555,744,257,15731,63,196,194,180,155,150,77,27,1032,917,1936,1471,1185,1060,959,835,646,9006,6685,30325,26714,21516,14690,9019,3618,1327,113899
LGA14220,29,38,26,25,8,0,174,0,28,27,50,30,35,8,0,172,51,241,247,218,157,145,58,14,1144,31,126,161,212,195,170,64,16,974,296,577,520,502,559,334,163,26,2972,48,54,29,35,49,17,7,4,242,23,22,31,53,72,58,20,8,283,358,647,583,596,677,409,194,36,3500,4,6,4,11,21,16,12,5,76,222,222,249,289,267,294,227,86,1853,674,1304,1295,1417,1371,1095,571,163,7884
LGA14300,16,17,22,3,0,0,65,0,14,11,13,12,8,6,0,67,16,87,89,86,39,40,17,6,388,15,46,55,66,64,47,17,8,319,90,194,197,191,180,114,36,7,1016,11,12,5,11,16,13,0,0,79,4,10,15,21,24,21,3,3,100,105,217,214,227,222,149,37,7,1185,0,4,4,0,6,0,0,0,15,155,319,288,204,142,99,74,23,1308,297,700,680,618,505,358,151,40,3347
LGA14350,87,68,101,85,17,4,402,7,33,47,64,96,75,21,6,345,51,339,363,362,424,367,110,32,2047,49,175,250,357,451,428,127,27,1860,383,872,842,946,1220,953,389,84,5688,59,73,40,73,94,55,11,6,411,27,39,62,83,137,151,47,20,564,471,982,949,1105,1449,1165,443,103,6666,7,21,11,13,44,57,32,4,180,485,622,550,426,511,482,389,201,3661,1071,2217,2241,2395,3068,2648,1139,381,15157
LGA14400,268,230,271,265,99,18,1317,0,73,111,117,154,190,50,4,703,141,628,781,656,657,676,242,56,3837,61,228,339,436,502,446,185,47,2245,260,503,559,614,677,489,277,92,3474,42,25,18,35,59,49,17,5,254,14,33,36,66,133,154,75,38,543,316,560,609,715,871,690,379,130,4270,0,11,15,14,23,45,37,9,157,98,104,102,138,161,193,190,163,1156,623,1778,2220,2313,2644,2499,1174,429,13686
LGA14500,4995,4597,2980,1690,885,227,17397,31,259,665,959,737,554,251,73,3533,1875,4441,7004,7559,5364,3408,1952,756,32366,343,677,1203,1968,1864,1558,1157,547,9311,402,585,656,853,882,607,442,217,4629,79,40,48,116,105,87,60,27,559,62,71,143,322,383,416,353,162,1911,543,697,844,1289,1367,1108,853,409,7098,31,48,147,162,136,184,174,80,960,346,326,455,478,476,456,587,581,3700,3262,8364,15319,17016,12918,8959,5863,2668,74370
LGA14550,25,33,42,39,10,0,167,0,6,27,26,44,35,0,0,143,10,78,156,141,169,178,42,3,772,4,62,86,127,204,149,40,8,682,90,214,232,271,387,242,55,14,1518,16,27,20,22,31,21,3,0,135,12,8,12,29,52,41,18,3,171,118,252,272,324,473,301,76,14,1825,0,4,3,6,20,17,3,4,61,91,92,105,119,202,180,119,80,990,218,494,675,783,1150,904,300,112,4636
LGA14600,14,11,13,5,0,0,70,4,9,17,16,11,9,0,0,61,19,98,104,82,27,20,15,0,365,8,40,44,56,70,41,20,0,282,63,171,155,148,145,62,24,12,775,5,16,12,13,13,5,0,0,64,5,15,8,15,18,17,8,3,90,78,198,174,173,181,93,31,11,939,3,5,4,0,3,4,3,0,27,88,98,105,105,116,98,72,37,726,196,482,460,439,425,271,145,50,2465
LGA14650,1707,1379,1052,914,379,87,6639,62,421,688,646,699,616,189,21,3350,1019,5149,5651,4206,3008,2602,1150,273,23060,619,2313,3117,3470,3286,2395,1140,323,16659,3400,7124,6840,7094,6794,4787,2365,753,39151,489,422,390,380,349,303,109,24,2463,242,333,380,689,925,974,562,165,4268,4133,7872,7613,8162,8068,6065,3041,947,45882,61,95,122,157,213,240,177,67,1139,1029,1200,1242,1177,1299,1626,1807,1146,10516,6954,18135,20136,19191,17627,14451,7883,2863,107253
LGA14700,1748,1161,754,486,210,38,5669,9,201,282,277,197,138,67,13,1195,595,3047,2891,1970,1266,822,430,110,11132,119,423,645,572,477,368,203,67,2885,134,468,359,319,267,185,104,42,1870,23,23,34,32,36,21,16,4,184,18,41,68,89,125,113,66,16,541,175,538,458,435,429,318,192,64,2605,16,45,46,41,43,59,24,9,276,96,317,307,159,163,176,153,181,1549,1048,5805,6379,4622,3321,2360,1291,485,25314
LGA14750,32,34,21,10,9,0,132,3,11,27,25,27,9,4,0,105,34,200,169,165,92,60,30,5,757,20,103,98,104,98,55,28,5,512,175,386,359,347,321,173,62,17,1850,22,20,20,29,20,10,4,0,123,15,15,28,37,29,29,8,0,161,215,420,408,408,368,215,77,20,2137,0,6,5,4,12,14,10,8,60,125,148,141,141,147,128,105,52,988,406,926,866,880,765,486,255,93,4679
LGA14850,305,328,288,240,87,9,1486,15,96,167,172,210,189,44,7,912,146,903,1153,1137,958,754,210,56,5323,116,385,528,705,766,553,174,42,3274,627,1248,1292,1322,1434,849,303,79,7161,113,104,69,97,89,72,16,3,567,47,70,94,127,193,170,79,22,807,787,1427,1464,1549,1714,1093,398,112,8537,7,16,16,33,38,60,29,15,211,498,464,501,538,563,578,400,263,3807,1587,3515,4139,4459,4529,3468,1349,505,23552
LGA14870,64,79,101,58,26,0,386,8,24,37,51,61,69,16,3,271,42,275,245,261,254,260,88,18,1450,37,163,196,282,298,215,94,27,1325,350,722,606,704,774,505,234,38,3922,63,46,40,48,61,39,5,5,311,21,38,41,44,71,73,35,9,343,433,811,688,799,905,612,279,49,4577,12,7,8,12,27,21,7,6,99,215,325,272,272,289,331,262,92,2062,755,1657,1511,1761,1935,1572,776,199,10164
LGA14900,2828,1413,795,363,86,11,8342,113,484,617,405,246,143,33,10,2051,2615,8320,6732,4141,2560,1364,364,59,26157,1282,3666,4486,3794,2520,1059,372,69,17253,2410,5106,5204,4913,3663,1901,837,175,24208,323,342,424,395,310,125,30,4,1957,244,442,693,840,720,380,141,32,3494,2975,5889,6323,6152,4690,2411,1007,213,29659,98,199,264,257,235,160,45,16,1273,2200,2846,2825,2101,1968,1498,1186,763,15380,9457,24065,24080,18255,13016,7005,3099,1137,100116
LGA14920,19,16,9,12,8,0,85,0,8,6,11,10,10,0,0,47,22,115,100,72,64,69,13,0,464,5,50,61,85,98,55,29,5,375,89,201,224,221,233,162,58,4,1187,16,17,30,17,21,17,8,0,113,15,16,18,29,28,34,7,0,143,109,227,265,269,280,204,77,9,1441,0,0,5,7,5,3,8,4,38,125,97,108,130,155,170,116,46,940,267,517,556,594,625,521,250,59,3390
LGA14950,17,8,6,3,0,0,38,0,6,4,6,10,6,3,0,35,4,43,53,44,43,23,12,6,227,8,22,37,33,61,24,11,0,208,48,76,87,117,128,77,28,4,561,5,13,4,7,13,6,0,0,50,0,5,9,11,18,18,0,4,62,56,90,98,137,164,99,35,11,679,6,0,0,3,3,0,4,0,12,38,13,40,33,46,64,41,19,289,113,184,247,260,329,226,103,31,1492
LGA15050,600,410,316,181,52,10,1970,36,235,248,241,199,173,36,9,1181,397,2166,1992,1392,820,667,244,72,7751,304,1282,1496,1418,1123,673,267,48,6627,1718,4267,3592,3020,2513,1446,629,133,17321,240,251,208,159,125,94,30,0,1106,108,159,157,251,331,271,120,36,1422,2064,4673,3954,3435,2968,1810,778,173,19848,21,45,52,58,52,93,45,17,382,499,639,616,494,513,499,519,283,4069,3339,9444,8946,7453,6001,4093,1942,605,41823
LGA15240,335,301,390,420,156,23,1902,5,112,141,208,286,306,85,14,1175,196,1058,1222,1233,1421,1577,620,141,7462,175,589,908,1259,1642,1595,666,168,6994,1153,2341,2398,3075,3869,3206,1520,360,17929,168,201,177,190,243,265,90,12,1343,65,104,147,281,509,586,299,82,2067,1383,2645,2711,3544,4627,4057,1913,461,21337,25,30,40,54,125,172,104,40,584,841,734,779,963,1368,1779,1677,961,9107,2633,5431,6142,7554,9857,9902,5223,1810,48549
LGA15270,122,92,83,78,21,0,491,3,37,55,58,49,59,10,0,265,82,473,449,385,298,258,119,25,2081,42,217,286,365,356,230,113,20,1638,407,1058,950,996,882,515,238,50,5102,42,71,52,55,56,29,11,3,322,18,42,45,88,114,114,52,10,471,463,1174,1045,1140,1054,661,297,62,5893,4,9,22,20,28,26,18,5,133,230,270,314,313,359,331,266,110,2198,826,2274,2299,2376,2224,1646,844,228,12707
LGA15300,32,26,26,15,3,0,146,3,24,31,26,20,15,3,0,127,77,304,202,164,103,80,24,7,959,36,112,112,146,151,95,34,11,687,172,354,299,275,289,173,62,13,1647,24,25,13,34,16,10,3,0,129,12,9,14,24,30,26,8,0,140,212,393,335,332,342,206,76,21,1909,0,3,3,4,7,3,3,0,30,376,415,410,415,426,320,187,53,2607,706,1279,1121,1121,1077,732,338,85,6469
LGA15350,840,924,700,437,268,43,3712,6,93,146,194,176,140,59,8,814,407,1495,1609,1635,1290,962,519,188,8111,53,228,346,454,417,385,276,104,2259,77,177,189,201,185,124,106,46,1094,13,10,10,14,25,17,16,4,103,9,28,37,65,77,103,83,36,439,93,207,227,276,293,245,202,87,1631,4,21,32,40,30,38,48,15,228,96,124,137,160,134,138,188,132,1103,680,2656,3339,3678,3044,2341,1555,576,17862
LGA15520,40,30,26,14,6,0,161,4,30,38,38,32,24,5,0,167,41,221,256,175,157,89,37,4,982,24,113,135,158,174,130,62,15,800,119,358,354,418,385,341,121,17,2105,16,13,19,12,21,13,4,0,98,16,9,13,30,40,36,13,0,157,147,377,383,467,436,387,143,20,2361,0,4,5,8,7,12,9,4,43,103,134,117,136,186,208,217,98,1202,320,921,976,1013,1019,873,471,144,5728
LGA15560,7,11,5,0,0,0,41,0,6,4,9,12,0,0,0,37,13,80,34,41,32,21,11,0,226,10,21,40,42,33,27,9,0,183,56,99,85,83,96,61,13,3,501,7,6,6,7,10,5,0,0,47,0,9,11,15,8,10,0,0,49,61,113,106,106,117,73,18,3,594,0,0,0,0,0,3,0,0,14,38,50,35,48,71,64,36,18,357,124,286,227,265,272,192,70,26,1453
LGA15650,49,49,24,14,4,0,188,0,22,31,26,28,17,7,0,128,48,231,209,153,101,67,28,6,847,34,168,181,204,152,96,28,5,877,294,846,693,634,522,241,87,13,3331,36,54,40,37,33,15,0,0,213,13,33,52,49,49,32,15,3,245,341,933,783,720,611,288,108,19,3797,5,3,5,9,8,11,3,0,55,194,281,263,223,184,153,93,52,1444,627,1680,1523,1383,1114,647,268,86,7338
LGA15700,55,65,102,86,28,5,374,3,23,44,51,84,59,21,3,289,35,215,272,298,333,321,134,23,1644,19,107,191,253,362,329,120,21,1399,193,515,511,603,906,670,285,61,3744,42,51,40,39,67,62,20,5,325,19,22,29,53,90,92,56,10,371,254,595,575,695,1061,825,356,77,4444,5,4,10,8,16,39,24,8,117,230,203,183,226,379,404,265,127,2021,546,1190,1326,1590,2334,2069,944,269,10279
LGA15750,39,34,27,21,7,3,189,0,26,18,30,23,16,3,0,117,44,270,199,153,117,69,24,13,888,26,116,114,138,129,73,33,12,638,204,446,430,394,356,194,82,11,2121,17,31,26,26,24,15,0,0,145,11,16,25,32,63,34,10,3,196,238,488,477,448,445,245,99,11,2459,3,5,4,7,6,11,8,0,41,188,183,176,239,297,213,131,67,1485,497,1136,1031,1056,1045,648,299,106,5824
LGA15800,9,14,8,7,0,0,66,0,9,11,15,10,13,5,0,54,16,74,89,69,54,37,19,4,356,7,32,47,68,85,47,20,0,299,63,142,180,152,140,90,36,18,818,13,18,10,20,14,5,0,0,81,3,11,16,11,20,18,7,0,77,78,170,196,177,174,116,45,20,976,0,0,0,0,3,3,0,0,15,78,69,76,78,77,99,73,33,581,172,364,434,416,415,316,167,65,2353
LGA15850,9,12,9,4,0,0,55,0,12,6,10,15,3,0,0,49,30,105,110,96,49,36,18,0,455,8,36,64,66,62,53,18,3,308,87,213,156,149,160,104,52,6,928,10,17,3,10,15,15,9,0,78,4,7,13,20,12,16,5,0,83,99,235,176,178,195,137,69,9,1093,4,0,0,3,5,4,3,0,21,93,101,110,92,118,112,113,59,793,238,503,473,456,457,354,225,78,2770
LGA15900,2680,1807,1310,795,278,65,9362,82,663,744,694,601,541,131,26,3482,2026,8413,6122,4353,2857,2071,751,193,26782,696,2321,2361,2637,2184,1359,618,186,12362,2647,5324,4170,4101,3963,2392,1126,389,24111,444,279,232,270,282,171,64,15,1750,178,231,288,460,563,521,245,87,2570,3267,5829,4693,4822,4809,3081,1440,488,28434,81,125,104,124,121,133,108,39,839,1557,1552,1213,1198,1191,1258,1292,1144,10407,7807,21231,17920,15643,13071,9242,4611,2137,91662
LGA15950,3125,1969,1375,1006,457,73,10779,26,550,560,394,401,318,125,24,2404,1277,7255,5097,3078,2271,1750,883,223,21839,211,925,1127,1053,922,786,498,124,5644,216,821,591,444,440,319,190,60,3081,23,53,51,49,49,45,27,6,307,27,82,127,178,212,213,109,45,986,268,958,765,675,704,571,327,113,4381,19,93,99,77,85,74,67,25,542,207,662,601,402,370,390,352,195,3190,2085,13153,11370,7640,6130,4901,2714,773,48777
LGA15990,5227,4940,3204,1710,753,155,19084,70,686,1192,1541,1218,889,318,63,5968,2768,11604,12921,12390,7855,4693,2230,672,55132,1002,3073,4449,5949,4578,3121,1865,579,24615,1990,4242,4461,5186,4672,2813,1874,652,25896,250,163,257,384,364,321,129,47,1912,195,310,554,1024,1274,1110,770,263,5503,2441,4717,5268,6594,6315,4244,2775,962,33306,61,224,279,339,319,313,307,112,1947,940,1406,1593,1594,1385,1433,1619,1365,11338,7366,24697,30929,33348,24872,16399,9865,3911,151390
LGA16100,14,18,24,28,14,0,123,0,11,18,9,15,11,3,0,69,6,73,77,89,97,82,29,5,469,8,39,52,63,77,59,26,3,326,74,157,153,185,197,137,29,15,950,9,3,8,16,9,3,6,0,59,9,4,7,13,25,21,15,4,94,86,168,174,221,233,157,48,17,1101,0,0,3,0,0,9,0,0,22,105,95,129,100,90,140,75,16,754,210,409,470,508,526,488,195,46,2856
LGA16150,417,289,214,165,39,15,1572,14,130,163,151,126,98,41,10,730,243,1372,1251,867,599,520,175,44,5067,118,485,578,649,536,420,199,53,3048,715,1665,1357,1201,1020,588,265,92,6900,76,96,77,66,77,65,27,6,489,43,88,81,115,152,134,100,19,738,837,1839,1522,1387,1253,794,391,110,8131,10,20,27,31,31,35,38,9,206,340,408,366,358,358,374,330,210,2751,1583,4656,4327,3739,3108,2415,1219,455,21506
LGA16200,58,45,36,13,5,0,202,0,22,26,28,37,16,3,0,131,58,273,228,191,128,95,25,10,1009,27,97,139,171,150,106,41,13,748,231,504,467,456,441,264,102,23,2486,47,27,25,24,26,21,6,0,176,19,29,21,46,50,45,33,5,254,291,566,513,530,517,324,143,24,2915,0,5,11,0,12,11,12,4,56,166,153,163,155,208,160,122,92,1209,547,1161,1129,1121,1088,741,351,145,6281
LGA16260,10781,4232,2534,1258,389,69,30985,114,1047,1355,880,683,516,158,26,4775,4096,18657,15761,7926,5325,3289,1276,364,56710,1628,4074,4534,3777,3032,1863,866,258,20033,1604,3331,3335,3276,2842,1675,985,351,17408,253,238,257,283,266,171,81,14,1557,179,343,476,717,658,644,349,114,3485,2036,3917,4066,4277,3770,2488,1415,486,22455,145,451,460,297,288,263,156,62,2119,1766,3928,3246,1759,1560,1348,1069,768,15436,10251,43323,40206,23146,17188,11023,5327,2032,152507
LGA16350,2574,1150,695,385,109,18,7069,85,517,604,447,339,250,62,5,2319,1581,6031,5475,3164,2064,1406,410,91,20222,1007,3392,3687,3118,2275,1265,384,79,15199,3825,8197,7032,5954,4909,2761,1026,213,33917,429,468,467,391,315,189,37,3,2297,257,419,599,694,734,506,192,40,3437,4506,9079,8101,7039,5961,3459,1254,252,39647,68,156,225,181,175,158,82,23,1063,1945,2792,2525,1974,1599,1465,1206,749,14259,9303,24010,23192,17068,13105,8399,3490,1216,99788
LGA16380,493,522,398,397,147,28,2363,11,141,231,304,308,334,101,7,1437,285,1621,1732,1670,1358,1327,606,171,8767,202,640,1140,1399,1473,1369,681,188,7097,1235,2349,2346,2812,3107,2459,1294,395,15993,189,154,143,171,206,191,69,20,1136,112,86,181,262,387,515,286,90,1918,1527,2590,2668,3247,3702,3168,1647,497,19047,26,20,47,64,91,134,95,35,514,502,500,525,614,823,1089,1051,710,5824,2570,5873,6844,7821,8157,7823,4332,1638,45050
LGA16400,328,349,324,288,116,15,1631,11,103,151,201,228,233,65,8,1008,197,981,1209,1110,978,970,422,76,5941,205,652,994,1197,1301,1071,474,75,5972,1041,2264,2452,2692,2779,2071,1059,201,14569,155,153,135,151,180,143,50,5,968,80,107,153,220,342,382,187,41,1505,1273,2521,2741,3063,3295,2592,1296,253,17033,8,26,47,47,79,112,66,25,398,435,456,443,540,671,881,857,394,4682,2134,4945,5908,6507,6880,6151,3291,842,36662
LGA16490,1158,995,689,356,124,8,4301,17,226,373,430,332,173,44,7,1612,400,2217,2016,1554,1126,703,254,48,8313,192,908,1146,1334,988,492,183,28,5270,808,2023,1708,1727,1432,716,277,87,8783,115,125,106,91,95,51,12,3,603,46,79,110,193,206,160,62,25,897,967,2225,1926,2019,1737,935,355,117,10277,11,44,50,54,36,48,18,0,271,380,623,531,500,554,425,258,87,3362,1988,7200,7206,6881,5456,3137,1231,300,33405
LGA16550,4206,3002,1891,1011,405,88,14696,38,598,710,618,446,364,109,15,2897,2286,10480,7114,5112,3100,1894,762,222,30977,608,1870,2071,2161,1674,1038,484,190,10098,762,2291,1919,1787,1729,1028,670,240,10416,135,111,107,142,120,98,43,13,762,88,209,241,388,464,335,170,58,1968,981,2613,2265,2315,2320,1457,887,308,13149,69,242,180,137,162,139,102,27,1054,1021,1809,1475,1156,894,932,902,829,9019,5176,21537,18017,14502,10488,6834,3651,1688,81899
LGA16610,44,58,49,49,17,0,265,6,21,43,52,41,47,7,3,218,52,224,297,273,244,227,63,9,1385,39,155,185,260,245,247,97,31,1262,413,730,668,677,801,558,223,49,4121,53,67,46,40,52,27,14,4,304,24,35,47,60,88,94,41,5,394,486,828,764,777,948,682,270,62,4816,7,17,15,8,23,25,11,5,106,328,273,315,324,357,390,328,174,2492,914,1567,1663,1755,1899,1666,789,286,10547
LGA16700,5297,2440,1577,800,290,58,16191,66,573,629,534,450,306,111,30,2693,2324,9846,7925,4644,3315,2001,779,277,31108,705,1802,2125,2048,1727,1144,466,186,10206,734,1607,1470,1563,1604,1046,571,242,8840,108,117,103,117,160,97,44,11,758,91,166,245,379,462,377,202,98,2021,940,1889,1814,2058,2228,1524,819,352,11620,59,200,177,138,141,156,95,37,1003,652,1329,1068,748,796,670,605,567,6430,4957,21153,19042,12616,10237,6599,3161,1499,79255
LGA16900,450,297,234,166,35,7,1550,23,216,220,161,148,121,21,4,915,396,1662,1384,1055,697,538,149,26,5909,315,1083,1296,1263,1022,646,182,46,5864,1485,3064,2799,2713,2476,1539,642,177,14896,178,174,140,141,147,90,29,9,914,111,161,165,311,360,294,119,23,1535,1778,3405,3103,3159,2979,1927,787,208,17342,17,38,36,58,84,74,37,3,345,474,523,532,474,532,564,609,461,4166,3027,7273,7020,6470,5695,4039,1827,747,36089
LGA16950,575,549,671,659,211,33,3183,19,235,301,283,418,432,119,8,1822,329,1836,1846,1670,1872,1678,621,146,10002,196,896,1293,1506,1918,1583,718,154,8267,1485,3420,3207,3285,3869,3148,1550,428,20389,182,205,203,189,271,226,61,19,1362,109,167,202,285,510,615,313,86,2287,1780,3789,3611,3756,4652,3994,1919,535,24035,24,50,59,70,107,176,115,35,631,1000,1144,1104,1100,1167,1372,1187,605,8668,3373,8410,8778,8944,10808,9885,4890,1524,56605
LGA17000,82,92,51,37,9,4,373,3,39,59,54,45,28,9,0,234,90,441,417,307,245,178,52,11,1743,93,250,302,360,276,179,55,11,1527,545,1252,1112,1073,841,377,143,31,5383,71,72,53,44,55,32,0,0,327,20,51,37,88,110,65,35,7,414,639,1374,1200,1205,1002,475,179,44,6124,6,7,17,12,27,13,9,4,95,333,261,197,257,222,198,123,36,1633,1163,2467,2276,2292,1871,1109,440,107,11721
LGA17040,204,257,227,136,52,4,1085,9,65,88,106,124,92,21,0,510,213,877,644,678,612,400,126,24,3569,93,313,335,465,448,256,95,25,2027,463,860,837,868,846,462,202,53,4585,59,51,40,44,55,31,12,4,298,25,46,37,75,112,79,35,9,425,550,954,915,983,1017,577,247,65,5310,13,23,17,19,28,24,20,3,142,363,496,404,434,466,333,207,86,2779,1243,2916,2604,2937,2915,1829,769,212,15419
LGA17080,64,35,37,31,3,4,211,3,22,43,34,36,47,11,0,197,35,273,234,207,173,134,56,9,1114,31,87,126,190,190,154,56,9,845,188,435,501,473,571,294,123,36,2618,19,26,21,33,32,22,8,0,167,13,20,20,43,60,35,23,11,219,223,485,547,546,656,349,159,44,3005,0,3,9,4,12,12,4,0,44,152,179,216,212,222,189,206,97,1474,444,1082,1234,1233,1323,920,496,171,6887
LGA17100,1437,649,403,282,102,28,5422,33,192,201,129,93,77,33,4,761,1074,4315,2324,1326,1123,579,277,98,11107,708,981,723,558,490,263,115,44,3885,312,557,417,415,354,213,116,55,2446,30,37,36,33,38,20,8,0,204,39,88,87,87,126,80,39,15,558,376,684,535,541,517,311,163,66,3200,54,111,79,39,55,49,21,18,426,445,852,462,257,242,180,153,87,2687,2804,9536,5762,3499,2928,1741,868,351,27489
LGA17150,3363,2557,1797,1103,383,81,11558,90,669,978,948,962,756,178,32,4607,2509,8883,8793,6864,4651,3167,1103,303,36269,1066,3008,4563,5363,3989,2577,1133,385,22087,2763,5528,5675,6414,5868,3758,2185,798,32986,252,235,286,383,407,283,127,40,2018,238,304,597,1056,1234,1167,638,218,5456,3251,6071,6553,7849,7506,5208,2948,1057,40454,55,140,210,248,314,338,233,88,1626,740,1128,1254,1265,1127,1201,1388,1212,9310,7809,22079,25715,25097,20332,14357,7367,3159,125911
LGA17200,8809,4189,2747,1662,575,98,31456,129,1742,1369,901,724,471,148,15,5494,6781,28912,14404,6726,4385,2594,965,275,65051,1906,6234,4211,2741,1935,1175,492,157,18849,1257,4010,2416,1724,1411,820,353,95,12084,175,306,207,149,144,112,27,9,1128,177,504,397,447,442,312,133,46,2458,1614,4818,3021,2315,1991,1237,514,154,15673,213,508,336,211,180,156,99,29,1739,3071,6614,3794,2401,1886,1415,933,504,20612,14383,61544,35939,19485,13847,8712,3733,1235,158875
LGA17310,325,267,188,108,47,6,1329,18,138,202,166,151,143,42,6,872,275,1383,1201,977,694,566,233,79,5395,97,594,766,847,813,529,255,73,3982,1003,2181,2027,1900,1694,1171,522,131,10625,141,183,109,117,112,97,39,4,800,62,104,123,182,230,248,117,29,1107,1208,2463,2258,2201,2042,1510,682,166,12531,23,52,33,24,41,64,35,10,286,691,737,681,656,666,656,694,345,5125,2331,5735,5474,5136,4598,3577,1984,681,29519
LGA17350,8,12,17,13,0,0,67,0,8,10,14,13,23,3,0,69,26,81,110,103,65,60,11,3,451,19,29,56,59,76,45,18,12,308,98,198,166,189,185,152,48,15,1054,14,10,21,11,26,11,7,0,98,0,10,5,18,28,34,5,0,103,116,212,196,218,233,202,58,17,1253,0,0,0,4,9,6,5,0,26,51,33,40,50,71,84,75,43,448,202,379,416,455,482,429,182,74,2623
LGA17400,14,14,28,31,11,0,103,0,3,12,14,24,28,12,0,96,15,76,85,81,108,116,39,5,517,3,25,62,68,113,122,40,7,438,77,135,142,212,271,219,69,13,1132,11,19,12,20,28,21,5,0,109,4,6,4,19,27,34,12,4,121,94,160,162,250,324,274,86,16,1364,0,8,0,3,10,4,4,6,42,81,66,94,112,160,177,81,40,802,198,345,418,546,760,757,269,71,3362
LGA17420,7290,4036,2365,1268,353,62,18331,66,479,1006,945,657,525,155,23,3861,2436,7664,11101,7972,4990,3367,1145,231,38908,930,1797,3341,4015,2954,2078,863,194,16159,1656,2455,2825,3616,2886,1921,1174,269,16801,203,134,161,229,238,170,68,16,1223,178,205,418,667,747,730,346,85,3370,2036,2795,3400,4507,3867,2825,1594,366,21393,61,126,264,243,229,221,168,33,1344,607,803,1106,884,739,778,717,524,6155,6246,16511,27499,22606,15796,11073,4987,1446,106157
