LGA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
LGA21010,0,0,0,5,4,10,0,0,0,0,0,0,9,0,8,2126,1820,3951,147,128,273,59,4,61,19,0,17,25,18,38,21,6,26,106,105,209,2514,2082,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,5,21,10,32,19,17,38,0,0,0,0,0,0,0,0,0,0,0,0,381,515,896,224,423,644,48,38,80,3193,3070,6256
LGA21110,986,912,1895,188,239,423,12,3,17,477,607,1083,61,54,112,16344,13274,29623,666,1335,2001,92,0,96,160,16,173,613,189,800,143,118,260,962,1135,2095,20704,17887,38585,70,68,137,0,0,0,167,182,349,81,62,145,18,38,58,45,22,67,384,369,754,0,0,0,49,58,108,14,18,31,11,14,26,9,4,18,78,102,176,217,204,419,677,668,1346,100,110,213,16,14,28,11,15,25,125,139,266,18021,17991,36013,3664,5903,9568,141,124,267,43327,42714,86044
LGA21180,1162,1326,2488,210,341,550,7,3,10,3,11,18,154,117,274,29413,17841,47249,1542,2444,3980,477,6,487,142,14,157,141,33,179,275,133,407,253,343,595,33785,22620,56401,236,384,621,0,0,0,57,116,171,240,187,427,39,101,144,40,20,60,608,814,1422,0,0,0,0,6,7,19,22,44,31,53,82,8,11,18,61,97,156,337,203,540,999,1114,2114,190,313,503,9,12,22,19,0,21,218,328,543,6441,8397,14835,3337,5107,8448,272,183,458,45057,37751,82804
LGA21270,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,884,653,1543,42,36,72,35,0,35,3,0,6,7,4,12,32,4,36,140,146,285,1150,847,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,26,19,7,23,0,0,0,0,0,0,0,0,0,0,0,0,217,202,425,77,131,201,18,12,34,1484,1197,2678
LGA21370,3,3,6,5,6,12,4,0,0,0,0,4,8,10,13,6018,5267,11281,427,375,802,129,6,138,88,15,103,106,32,144,59,23,87,387,383,767,7238,6118,13358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,6,0,7,65,32,96,72,35,102,0,0,0,0,0,0,5,0,5,6,0,6,894,1119,2015,604,1131,1729,86,74,158,8891,8472,17368
LGA21450,404,385,780,42,63,103,14,0,13,0,0,6,32,44,71,20590,14394,34982,1058,1116,2174,569,11,583,127,9,138,58,19,76,137,73,208,306,290,587,23315,16406,39724,84,108,194,0,0,0,17,18,40,113,53,163,19,23,39,32,16,42,258,220,476,4,0,4,0,0,0,4,7,8,5,14,21,8,7,7,18,27,38,223,97,321,501,340,842,58,80,135,3,0,5,7,0,7,69,86,150,4508,6546,11055,2154,4281,6432,151,127,274,30698,27777,58473
LGA21610,1270,1032,2299,343,483,825,15,9,28,7,8,8,236,194,430,63643,42131,105776,3284,4211,7497,1360,32,1390,293,19,310,156,22,177,565,289,847,378,554,928,71542,48988,120531,305,441,752,0,0,0,32,40,76,428,228,653,48,109,154,40,28,64,855,849,1701,0,0,0,0,0,0,37,33,67,48,105,155,10,19,29,93,150,251,617,379,995,1574,1378,2947,243,320,560,25,29,50,25,5,39,295,356,650,13512,17567,31072,6165,10959,17122,454,300,759,93538,79539,173078
LGA21670,4,0,5,3,0,3,0,0,0,0,0,0,0,7,6,1630,1508,3134,130,119,250,39,0,38,3,3,10,17,4,27,14,3,12,89,119,210,1935,1771,3703,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,19,14,7,22,0,0,0,0,0,0,0,0,0,0,0,0,153,214,371,193,337,530,28,22,49,2325,2349,4679
LGA21750,4,0,9,4,6,14,0,0,0,0,0,0,20,7,30,3593,2932,6531,268,292,557,51,5,53,25,8,33,57,19,78,35,32,66,319,277,596,4389,3577,7962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,6,4,8,38,17,58,45,22,68,0,4,4,0,0,0,10,0,5,10,3,10,656,770,1423,466,762,1232,47,35,82,5610,5173,10782
LGA21830,5,0,7,3,0,9,0,0,0,0,0,0,0,0,0,2379,2024,4399,117,141,258,81,4,84,73,13,87,20,14,35,48,20,72,312,231,539,3042,2443,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,44,32,15,42,0,0,0,0,0,0,3,0,3,3,0,3,694,611,1304,213,399,607,60,45,101,4037,3507,7547
LGA21890,1116,1100,2216,240,373,618,9,4,6,458,642,1101,78,108,187,16681,11928,28611,674,1108,1785,233,9,232,241,35,272,1177,687,1866,174,131,301,588,762,1347,21664,16875,38536,162,189,356,0,0,0,126,159,289,96,76,172,25,45,69,64,58,117,474,529,1005,0,0,0,77,109,188,5,9,11,9,29,37,16,12,28,105,160,263,253,194,443,834,874,1710,171,178,349,20,12,38,25,17,45,214,212,423,12654,15469,28125,3540,5739,9283,162,124,283,39060,39296,78360
LGA22110,0,0,0,20,18,35,6,3,8,0,3,3,11,9,27,6381,5803,12189,423,465,885,161,3,166,44,4,49,71,32,104,81,50,129,374,316,688,7581,6702,14286,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,7,3,0,4,0,3,3,3,4,13,115,70,183,123,74,194,0,0,0,0,0,0,4,4,10,8,4,10,1069,1428,2497,815,1291,2100,112,103,214,9705,9603,19304
LGA22170,289,180,472,187,230,419,21,4,26,0,0,0,65,49,114,22764,17030,39798,1237,1209,2449,408,14,419,150,12,161,145,45,193,140,91,230,352,380,727,25765,19250,45012,80,71,151,0,0,0,8,3,12,96,43,144,12,10,19,22,9,30,220,134,353,0,0,0,0,0,0,17,4,15,22,40,58,3,9,20,44,56,98,199,105,310,461,302,758,54,44,96,8,10,21,11,0,7,69,58,131,5537,8144,13683,2881,5598,8479,114,127,238,34829,33480,68304
LGA22250,0,0,0,3,6,3,0,0,0,0,0,0,6,0,6,1549,1269,2812,62,96,163,37,4,39,28,12,36,25,12,30,18,8,24,140,130,267,1861,1521,3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,25,26,9,30,0,0,0,0,0,0,3,0,3,3,0,4,294,266,562,111,222,337,34,24,53,2328,2046,4372
LGA22310,1339,1233,2568,156,252,405,10,5,10,168,211,383,71,74,150,16210,12880,29085,628,1149,1773,165,3,162,203,20,220,435,142,576,160,129,286,596,840,1440,20131,16933,37068,196,173,369,0,0,0,148,201,348,152,93,241,20,43,64,53,30,79,567,543,1105,0,0,0,11,26,36,6,10,17,3,30,33,8,9,16,33,73,102,172,124,292,765,732,1502,144,136,282,7,8,16,12,10,18,158,152,315,15400,15983,31383,3242,5255,8488,139,121,261,39838,39177,79020
LGA22410,4,0,4,3,7,7,0,0,0,0,0,0,3,0,8,3168,2662,5833,205,198,405,81,0,80,29,7,38,29,8,34,34,10,46,174,168,340,3728,3064,6792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,36,14,43,36,19,50,0,0,0,0,0,0,8,0,12,10,0,9,440,549,987,410,518,930,51,45,92,4664,4199,8870
LGA22490,15,3,19,4,4,17,0,0,0,0,4,0,4,4,8,4400,3350,7751,211,205,423,175,3,174,21,3,24,8,3,15,17,17,30,104,79,182,4965,3670,8637,0,0,0,0,0,0,0,0,0,9,6,19,0,0,0,0,0,0,9,12,19,0,0,0,0,0,0,9,0,9,0,3,3,0,0,0,9,5,17,39,14,51,55,27,86,3,0,7,0,0,0,9,0,9,16,0,10,826,1174,1994,526,893,1422,34,38,70,6415,5809,12224
LGA22620,46,32,73,145,200,344,13,4,15,0,3,9,37,31,64,19218,16599,35819,1238,1399,2637,353,5,359,126,20,147,231,102,330,96,59,151,638,624,1262,22141,19070,41212,7,0,7,0,0,0,0,0,3,11,5,14,4,4,3,8,0,14,30,12,42,0,0,0,0,0,0,11,8,15,23,31,53,8,9,14,43,50,93,166,109,271,230,174,405,5,7,13,6,3,15,13,4,12,19,17,41,3256,4464,7719,2319,4248,6574,159,130,290,28130,28107,56237
LGA22670,730,748,1474,384,602,984,7,0,8,0,3,3,148,145,291,25932,15336,41269,1659,2608,4270,439,10,449,81,11,93,136,30,171,290,146,436,281,393,676,30079,20036,50115,220,384,604,0,0,0,27,36,64,160,105,258,19,45,69,19,17,33,447,586,1031,0,0,0,0,0,0,29,19,41,29,84,113,17,30,49,74,134,200,295,168,464,812,882,1698,165,228,393,9,23,30,5,9,12,180,248,432,4649,5229,9876,2032,3111,5138,246,164,410,37995,29669,67664
LGA22750,446,256,702,380,639,1020,30,5,36,6,8,16,150,148,292,41641,34148,75792,2397,2784,5174,539,11,549,236,37,267,599,211,812,238,146,385,1088,1339,2432,47751,39719,87471,35,48,82,0,4,4,21,21,38,147,71,213,7,17,25,38,9,51,245,168,411,0,0,0,0,0,0,24,26,47,34,64,97,25,28,54,82,123,204,398,230,628,727,519,1243,60,64,123,23,26,45,16,9,22,100,91,189,10805,13646,24448,5353,9856,15207,339,287,626,65069,64109,129180
LGA22830,6,9,11,32,34,64,5,0,6,3,0,7,25,34,61,11224,9365,20588,762,996,1759,184,8,186,73,9,87,148,58,201,81,52,131,488,444,925,13027,10998,24027,0,0,4,0,0,0,0,3,3,3,6,7,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,3,0,6,8,8,12,4,0,0,13,8,24,103,68,168,118,83,202,0,0,0,0,0,0,9,3,11,9,8,10,1282,1678,2957,941,1773,2709,115,97,215,15490,14641,30137
LGA22910,12,5,9,0,4,9,0,0,0,0,0,0,4,0,4,2017,1675,3690,104,122,231,64,0,69,11,0,14,10,5,15,27,11,41,144,130,275,2389,1962,4349,5,0,5,0,0,0,0,0,0,8,4,13,0,0,5,0,0,0,13,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,13,5,19,27,12,41,0,0,3,0,0,0,0,0,5,0,3,5,908,932,1842,344,536,877,36,25,66,3707,3475,7185
LGA22980,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,832,607,1437,39,42,84,24,0,23,7,3,14,10,0,12,24,4,21,115,111,220,1047,772,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,7,0,6,0,0,0,0,0,0,4,0,4,4,0,4,175,175,344,68,133,199,16,15,26,1307,1094,2409
LGA23110,619,572,1190,85,121,211,8,0,11,4,0,8,37,43,78,11782,7702,19481,540,697,1236,141,3,147,108,14,121,230,76,308,89,77,163,235,325,562,13882,9645,23529,69,141,210,0,0,0,42,63,101,80,73,148,17,25,43,47,14,63,251,315,564,0,0,0,7,3,15,11,4,19,5,13,21,0,9,3,22,32,56,135,66,201,413,416,820,84,98,184,0,3,6,3,0,6,90,102,192,6634,8417,15050,1919,3097,5016,88,75,166,23022,21754,44777
LGA23190,0,0,0,9,10,14,0,0,0,0,0,0,4,8,13,3566,3029,6593,228,234,460,55,0,55,16,3,23,84,17,94,34,21,49,186,183,371,4188,3504,7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,0,9,57,17,73,63,13,82,0,0,0,0,0,0,5,0,4,5,4,8,481,612,1098,315,641,956,31,24,58,5084,4809,9888
LGA23270,1011,930,1939,237,329,563,21,3,25,12,19,29,199,88,291,37764,23552,61320,1988,2311,4301,874,15,887,139,8,147,107,17,123,344,175,515,309,365,674,43008,27807,70812,194,310,506,0,0,0,43,62,97,256,176,426,46,74,126,30,15,46,570,632,1200,0,0,0,7,4,8,33,18,48,33,47,79,13,16,30,79,89,176,399,211,608,1053,931,1985,177,259,433,8,21,22,10,3,18,191,281,473,7760,10526,18286,4133,6490,10622,333,209,542,56477,46248,102724
LGA23350,0,0,4,6,6,10,0,0,0,0,0,0,5,0,5,2656,2424,5077,113,132,246,62,0,62,24,0,28,23,11,36,16,14,32,171,177,349,3074,2768,5842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,22,6,31,22,12,33,0,0,0,0,0,0,0,0,0,0,0,0,604,749,1358,351,611,962,39,41,79,4083,4187,8266
LGA23430,882,742,1623,145,247,387,14,4,20,5,4,11,81,63,146,22166,16729,38899,953,1429,2385,308,4,309,165,13,178,317,79,392,151,104,263,488,660,1150,25684,20079,45767,161,198,361,0,0,0,43,51,96,139,92,231,20,45,60,36,14,53,402,404,807,0,0,0,0,0,0,5,14,19,16,30,48,3,12,14,32,51,81,187,121,306,622,573,1196,80,122,207,6,4,12,7,3,8,99,129,226,11131,13134,24266,3285,5862,9148,174,112,283,40998,39893,80890
LGA23670,514,360,874,230,261,491,6,7,11,0,10,11,62,55,114,25149,19214,44364,1194,1568,2758,348,9,354,144,10,149,175,37,211,158,111,272,272,313,587,28257,21952,50212,97,94,188,0,0,0,13,25,41,194,110,307,20,32,51,16,10,24,345,264,612,0,0,3,4,5,10,20,12,28,27,39,68,11,13,26,70,64,134,227,122,351,639,454,1087,61,86,146,13,6,17,14,7,20,85,92,176,9664,10909,20574,3180,5862,9045,127,106,236,41951,39377,81332
LGA23810,42,23,63,56,94,156,0,0,0,3,0,0,10,20,30,11750,9880,21634,809,807,1615,171,6,171,54,7,61,66,8,77,51,40,91,261,263,525,13271,11150,24419,11,4,15,0,0,0,0,0,0,9,0,9,18,4,17,5,6,11,41,20,57,0,0,0,0,0,0,9,6,13,4,16,17,0,4,4,10,29,39,97,45,143,151,89,237,7,8,21,3,4,11,3,0,3,19,14,30,1287,2257,3544,1377,2351,3728,115,115,227,16211,15966,32181
LGA23940,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,919,752,1674,57,51,107,36,3,37,5,3,8,6,3,9,30,9,35,137,111,252,1187,939,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,5,6,16,0,0,0,0,0,0,0,0,0,4,0,6,325,290,614,75,171,249,27,19,47,1628,1431,3057
LGA24130,139,94,231,6,4,13,3,0,8,0,0,0,8,3,8,7323,5624,12947,411,448,859,218,5,225,13,5,14,39,6,45,40,39,79,241,269,504,8436,6495,14930,5,3,11,0,0,0,9,10,16,42,11,59,9,4,10,9,0,11,76,34,106,0,0,0,0,0,0,0,4,6,0,5,4,0,0,0,0,7,10,55,20,75,130,57,187,19,12,35,0,0,0,6,0,5,20,22,38,3085,3721,6807,1098,1886,2986,65,76,144,12833,12262,25095
LGA24210,94,93,180,598,744,1342,5,0,3,13,9,21,39,27,63,15520,11624,27150,635,1238,1881,240,0,245,75,5,81,50,15,65,132,102,231,236,336,568,17641,14187,31830,115,60,176,0,0,0,0,0,0,57,31,90,7,8,20,8,4,11,190,108,301,0,0,0,56,49,105,64,51,120,23,44,67,6,9,22,156,151,313,120,101,223,469,361,829,63,45,104,21,22,42,0,0,0,79,70,149,9371,9553,18923,2444,3939,6380,126,102,223,30120,28214,58334
LGA24250,0,0,0,9,8,19,0,0,0,0,0,0,0,0,0,1422,1214,2638,99,94,198,38,0,38,5,0,4,13,12,25,17,9,24,140,159,303,1741,1512,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,11,5,19,18,11,31,0,0,0,0,0,0,0,0,0,0,0,0,351,433,786,222,365,583,18,15,34,2347,2337,4686
LGA24330,889,811,1696,212,289,493,3,3,6,55,110,169,82,70,148,10362,6671,17023,440,789,1227,97,6,105,167,20,182,441,193,628,91,65,157,427,501,931,13256,9517,22774,174,247,420,0,0,0,129,157,288,68,61,130,16,42,66,53,33,87,443,540,986,0,0,0,17,44,62,17,11,27,9,25,34,8,6,18,52,81,132,146,102,243,642,727,1366,153,195,344,3,7,15,6,4,5,160,201,364,7856,9010,16867,2086,3091,5179,98,74,173,24095,22623,46721
LGA24410,532,422,950,140,151,293,14,4,17,3,0,5,43,38,77,16247,12690,28941,776,956,1735,251,8,257,82,12,93,142,18,168,102,60,161,287,342,624,18622,14704,33320,135,130,260,0,0,0,27,20,46,111,84,198,14,24,41,20,7,30,309,268,575,0,0,0,0,0,0,8,0,10,11,17,27,8,0,11,25,27,58,148,88,241,488,380,869,60,78,132,4,0,8,3,4,9,63,81,147,7976,8856,16832,2468,4746,7211,102,107,213,29722,28874,58594
LGA24600,1671,1847,3526,317,378,691,11,0,9,3435,4292,7729,154,195,352,8447,4859,13307,406,748,1155,57,0,55,490,108,600,1348,693,2045,292,193,486,5636,5449,11085,22274,18776,41048,338,330,667,0,0,0,466,556,1016,59,36,97,27,51,85,121,78,197,1003,1051,2055,0,0,0,85,93,182,9,3,16,4,14,20,11,20,33,116,133,249,447,376,819,1563,1562,3124,341,396,734,19,10,30,53,42,99,413,450,864,17825,16801,34631,4551,6492,11042,199,162,361,46822,44243,91064
LGA24650,714,670,1383,96,167,270,6,3,7,0,6,9,92,58,154,28384,18460,46845,1557,1911,3472,643,17,657,110,7,115,51,18,76,256,143,400,164,226,387,32073,21695,53763,104,195,291,0,0,0,21,38,56,237,191,427,27,60,87,15,9,27,394,493,890,0,0,0,0,0,3,15,13,26,22,35,56,5,6,6,40,51,95,306,167,471,744,708,1448,143,201,341,6,10,13,4,7,8,151,217,370,6832,9326,16161,3536,5672,9205,211,136,347,43550,37752,81295
LGA24780,5,4,9,55,43,96,5,0,5,0,0,0,22,20,46,9247,7927,17174,822,997,1815,171,4,173,69,16,86,70,41,111,65,36,105,434,380,806,10954,9467,20417,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,7,4,10,13,3,0,3,8,15,20,89,45,131,102,57,158,0,0,0,0,5,6,7,0,8,11,5,13,954,1333,2291,766,1330,2103,144,114,257,12929,12311,25240
LGA24850,102,82,182,27,11,35,7,0,7,0,0,0,0,13,10,8635,6136,14766,520,427,947,262,12,273,54,0,56,40,7,45,65,29,103,410,251,657,10117,6973,17088,11,20,31,0,0,0,5,0,5,48,31,74,7,6,13,4,0,4,69,57,125,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,5,8,11,101,32,138,179,98,277,19,19,37,0,0,0,14,0,13,24,17,48,1417,2178,3595,912,1555,2464,72,59,135,12728,10878,23608
LGA24900,0,0,0,10,10,17,0,0,0,0,0,5,0,3,8,4571,3847,8416,303,321,624,98,0,100,35,15,50,82,19,104,44,16,56,301,276,577,5446,4511,9953,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,55,26,83,60,34,91,5,0,3,0,0,0,0,0,0,4,0,3,690,759,1449,406,829,1232,81,59,147,6688,6196,12876
LGA24970,1297,1073,2375,449,649,1096,8,0,12,19,20,39,135,123,254,23869,17028,40895,1072,1844,2919,235,6,238,163,21,187,296,78,376,309,164,467,767,848,1611,28620,21850,50462,292,324,611,0,0,0,84,123,205,249,141,394,33,57,88,34,26,61,688,669,1358,0,0,0,12,14,32,29,23,53,42,81,121,22,24,42,100,147,251,250,192,437,1037,1010,2044,206,213,418,15,37,54,21,10,23,242,257,495,14799,14211,29011,3812,5902,9713,221,154,375,48730,43382,92109
LGA25060,773,738,1508,113,110,225,3,3,13,327,552,876,72,64,136,15299,10778,26080,684,1047,1736,182,4,185,146,17,155,457,143,599,150,113,258,467,602,1070,18670,14177,32840,115,126,243,0,0,0,165,183,349,87,68,159,15,33,53,34,17,45,413,431,846,0,0,0,37,41,73,15,14,26,8,24,34,0,3,3,57,71,134,182,143,320,651,649,1300,118,103,226,7,9,17,19,8,28,147,118,268,9853,11834,21688,2813,4713,7525,120,109,226,32252,31595,63848
LGA25150,126,80,207,12,19,29,0,4,7,0,0,0,0,6,6,6199,4579,10776,387,316,703,180,6,189,19,5,22,18,7,28,41,19,60,148,146,303,7133,5196,12329,9,4,18,0,0,0,6,9,12,20,16,40,6,9,17,9,0,9,56,44,98,0,0,0,0,0,0,0,5,4,6,7,10,0,0,0,3,10,14,69,23,93,128,82,208,17,21,36,0,0,0,3,0,5,18,24,43,1416,2097,3510,744,1280,2022,61,59,122,9501,8732,18235
LGA25250,1303,1247,2546,173,238,410,10,3,12,1005,1356,2364,152,143,293,19185,12884,32069,810,1242,2051,246,8,250,279,37,318,1592,1012,2607,202,158,361,770,951,1721,25728,19282,45010,207,218,425,0,0,0,240,244,487,119,66,183,14,57,77,67,54,120,649,639,1288,0,0,0,106,141,242,25,14,34,10,28,36,10,10,24,146,191,338,318,247,566,1110,1083,2194,203,214,412,26,36,59,21,20,44,251,265,522,15121,18027,33146,4234,6654,10893,220,140,356,46666,45449,92121
LGA25340,93,40,136,129,126,253,9,10,20,7,3,9,20,5,28,23157,17973,41129,1238,1248,2487,513,15,532,97,0,93,189,50,242,210,119,328,1132,693,1822,26784,20290,47078,13,15,27,0,0,0,4,0,4,76,29,109,8,11,16,6,0,6,104,49,156,0,0,0,0,0,0,6,15,23,14,31,40,7,3,7,29,46,72,207,72,278,337,169,512,13,9,19,0,3,9,17,3,14,31,16,44,7874,10011,17881,3709,6649,10352,254,265,520,38991,37403,76389
LGA25430,34,33,66,10,5,15,0,0,3,0,4,4,3,7,9,2274,2035,4311,127,136,263,54,0,57,8,0,8,67,39,102,19,0,21,174,147,318,2774,2406,5182,3,4,9,0,0,0,0,0,0,11,0,11,3,3,7,12,4,18,32,16,46,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,22,11,34,53,29,81,3,4,4,0,0,0,0,0,0,3,3,6,972,1194,2167,420,643,1065,44,30,69,4261,4300,8566
LGA25490,0,0,3,14,8,20,4,0,4,0,0,0,4,0,4,2612,2313,4925,149,129,278,87,0,88,49,12,58,21,9,32,48,24,65,240,166,405,3221,2668,5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,22,11,39,29,18,45,0,0,0,0,0,0,4,0,4,4,0,4,837,821,1662,285,523,812,50,48,102,4430,4079,8503
LGA25620,10,3,11,9,11,18,3,0,3,0,0,4,0,0,0,2216,1625,3841,107,88,190,84,6,88,12,0,15,17,7,22,22,18,44,160,146,310,2640,1901,4538,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0,8,4,12,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,4,7,9,18,13,33,31,21,49,4,0,4,0,0,0,0,0,0,8,0,11,601,710,1313,303,527,834,34,35,69,3618,3190,6813
LGA25710,244,162,409,39,47,89,0,0,5,0,0,0,9,10,14,9205,6893,16100,379,449,824,223,0,222,48,0,55,49,12,56,47,46,97,151,133,288,10407,7756,18160,23,25,44,0,0,0,7,12,16,65,32,105,9,11,18,12,9,13,113,85,203,0,0,0,0,0,0,7,4,12,0,7,11,0,0,0,9,10,23,81,35,113,205,134,333,24,18,45,0,0,0,7,0,7,31,18,51,4959,5594,10554,1516,2713,4231,66,50,109,17184,16267,33447
LGA25810,0,0,3,4,5,7,0,0,0,0,0,0,0,0,0,1808,1458,3260,103,155,264,47,5,52,9,0,9,35,15,51,39,14,49,166,150,315,2219,1800,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,20,6,28,18,14,29,0,0,0,0,0,0,3,0,3,3,0,3,250,328,574,239,346,582,24,21,43,2754,2500,5257
