LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA13310,32,196,1177,4654,3551,705,214,658,11185,10,133,355,317,45,0,0,77,938,0,3,109,45,8,0,0,11,186,10,134,459,362,53,5,0,88,1120,0,75,183,17,6,0,0,28,309,0,29,34,0,0,0,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,18,0,104,226,21,4,0,0,38,401,16,37,23,12,7,0,3,27,132,0,3,8,4,0,0,0,11,34,58,483,1894,5055,3622,706,219,829,12865
LGA13340,13,65,445,1692,1253,263,70,370,4160,0,25,35,8,0,0,0,11,85,0,0,0,0,0,0,0,0,3,0,30,35,8,0,0,0,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,4,0,0,0,3,16,0,4,3,7,0,0,0,0,16,12,104,489,1709,1259,259,69,382,4284
LGA13450,7,69,592,3568,2986,425,65,618,8334,0,43,142,164,11,3,0,32,399,0,30,21,8,4,0,0,16,81,0,70,164,170,15,3,0,49,475,4,145,536,184,8,4,0,112,987,0,4,23,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,10,4,151,557,190,14,3,0,112,1030,13,47,22,13,5,0,3,51,154,3,3,10,10,7,5,0,9,44,27,342,1344,3948,3025,435,70,840,10042
LGA13550,9,46,410,1895,1482,288,73,359,4570,0,30,203,77,8,0,0,68,384,0,7,29,0,3,0,0,11,53,3,34,229,80,10,0,0,82,437,3,21,45,8,0,0,0,15,89,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,20,51,8,0,0,0,15,100,12,17,3,5,3,0,0,32,69,0,4,0,0,0,0,0,0,13,33,126,691,1990,1496,288,78,488,5185
LGA13660,12,60,290,833,450,117,39,172,1973,0,8,13,5,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,8,13,5,0,0,0,4,28,0,8,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,11,6,14,0,3,0,0,0,18,52,7,6,0,5,4,3,0,3,31,26,97,310,851,454,123,39,194,2093
LGA13800,59,270,1435,7744,7403,2238,781,798,20724,13,132,602,808,61,7,3,110,1732,0,55,88,341,67,3,3,37,586,13,185,686,1149,127,13,7,147,2327,0,142,244,60,21,3,4,50,516,8,14,75,11,0,0,0,8,112,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,19,10,16,0,0,0,71,9,170,357,86,33,3,3,66,717,30,54,25,14,14,0,0,74,210,0,9,20,21,13,6,0,5,70,108,678,2527,9005,7588,2256,796,1083,24048
LGA13850,3,26,141,489,294,64,14,131,1154,0,14,54,3,4,0,0,14,92,0,0,0,0,0,0,0,0,0,0,14,54,3,4,0,0,14,92,0,0,8,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,12,0,6,0,0,0,0,0,7,11,0,4,0,7,0,0,0,0,16,13,42,204,499,296,68,18,157,1291
LGA13910,30,140,829,2981,2115,473,135,546,7243,3,55,241,102,12,5,0,63,491,0,0,10,0,0,0,0,0,18,3,55,255,108,15,4,0,69,506,0,27,89,7,0,0,3,15,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,90,7,3,3,3,15,144,15,19,12,10,5,0,3,16,77,0,7,5,9,4,0,0,9,38,52,253,1191,3111,2140,480,141,643,8010
LGA14000,52,335,1775,10290,16501,5639,1197,684,36475,0,179,361,408,44,6,4,42,1045,11,182,527,2120,387,36,10,95,3360,12,361,886,2534,428,42,11,130,4401,10,395,633,336,23,6,5,100,1495,81,323,2423,343,0,0,3,136,3315,20,889,2456,480,4,0,0,189,4048,18,501,1790,275,4,0,0,97,2681,10,37,101,25,19,21,11,16,234,133,2150,7397,1463,48,22,17,532,11767,10,26,55,22,7,0,6,11,142,4,20,25,7,4,4,0,11,71,215,2891,10140,14312,16988,5713,1226,1367,52852
LGA14100,0,10,174,870,1126,566,135,87,2972,0,4,20,48,23,0,0,3,99,0,41,190,331,71,5,0,19,658,0,49,205,380,97,3,0,19,756,0,100,259,27,4,0,0,15,403,0,50,92,76,0,0,0,18,242,23,155,198,41,0,0,0,16,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,301,551,149,6,0,0,56,1086,0,4,4,7,0,0,0,3,9,0,3,0,0,0,0,0,3,10,27,369,935,1406,1224,573,136,164,4839
LGA14170,78,397,3430,9887,5798,1346,342,564,21840,48,541,4888,4513,1125,140,26,304,11591,71,423,2326,4036,1597,264,44,327,9083,116,969,7219,8553,2719,405,73,628,20674,407,2822,5035,1126,160,34,24,658,10260,429,2717,7291,793,48,4,14,533,11834,366,2745,4823,882,36,3,0,462,9318,39,432,618,157,5,0,0,62,1299,15,111,127,43,22,9,0,41,367,1247,8823,17890,3005,270,49,38,1753,33076,71,307,411,203,47,15,15,129,1200,17,46,40,20,11,8,6,22,173,1532,10542,28991,21672,8839,1814,477,3096,76964
LGA14220,26,115,730,2868,1770,382,77,606,6576,3,90,187,71,10,0,5,79,451,0,30,37,3,4,0,0,9,85,3,120,230,81,12,0,5,85,534,0,25,17,4,4,0,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,30,23,4,0,6,0,9,68,19,17,9,9,7,0,0,43,105,10,14,10,7,0,0,3,3,47,58,294,996,2969,1792,388,82,755,7326
LGA14300,0,22,222,937,630,112,34,127,2081,0,8,13,5,6,0,0,8,31,0,6,0,3,0,0,0,0,7,0,13,13,12,6,0,0,9,42,0,18,41,4,0,0,0,24,84,0,3,5,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,4,0,0,0,30,90,0,0,0,8,3,0,0,0,20,0,0,0,0,0,0,0,0,5,3,53,282,955,636,112,34,165,2241
LGA14350,66,267,1598,5096,2556,478,132,775,10972,0,19,89,79,9,0,0,17,213,0,10,65,21,0,0,0,12,108,0,27,149,100,7,0,0,30,316,9,122,392,79,5,0,0,94,707,0,3,47,23,0,0,0,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,12,130,440,102,8,0,0,103,793,65,126,33,21,16,8,0,94,366,7,8,13,5,5,0,0,6,53,151,572,2237,5332,2598,483,137,1006,12510
LGA14400,12,54,376,2549,2797,679,160,227,6852,0,35,173,155,23,4,0,29,417,0,27,246,495,63,3,0,40,882,0,59,416,652,86,7,0,66,1294,9,34,142,54,8,0,0,24,272,0,11,113,54,0,0,0,9,191,0,69,162,59,6,0,5,21,325,0,0,0,0,0,0,0,0,0,0,8,6,10,10,0,0,0,29,10,120,423,173,25,0,5,53,807,10,25,25,10,4,0,0,11,86,0,4,4,7,0,0,0,10,25,32,262,1248,3401,2912,691,161,368,9064
LGA14500,16,104,689,6167,12969,7211,1498,491,29141,0,24,61,114,11,8,3,6,217,3,38,175,958,209,26,9,31,1446,7,56,234,1073,217,34,9,42,1660,16,136,801,625,33,10,4,62,1671,43,249,788,579,23,0,5,44,1734,5,1098,3819,2132,57,4,0,231,7343,3,248,473,105,3,0,0,15,855,0,16,28,5,7,16,0,9,94,69,1747,5912,3444,128,27,10,359,11695,0,60,48,12,0,0,0,13,138,0,9,15,8,3,0,0,0,43,87,1986,6885,10704,13323,7274,1517,907,42683
LGA14550,55,234,717,1604,798,119,37,327,3889,0,0,5,7,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,11,4,14,59,10,0,0,0,8,92,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,63,7,0,0,0,14,106,30,18,11,11,4,0,0,21,97,0,3,10,0,5,0,0,0,23,93,268,801,1625,802,121,39,365,4125
LGA14600,14,45,262,923,619,159,62,240,2323,0,12,25,4,3,0,0,24,67,0,0,0,0,0,0,0,0,0,0,12,20,5,3,0,0,24,69,8,26,25,0,8,0,0,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,25,0,8,0,0,13,74,4,6,4,0,0,0,0,11,28,0,0,3,7,4,0,6,0,21,19,93,320,944,627,161,62,285,2514
LGA14650,109,871,7468,30235,23971,4926,919,2236,70738,4,565,2873,1520,91,13,7,304,5375,3,202,998,1290,152,6,3,177,2829,13,759,3865,2808,244,26,8,479,8205,32,706,1055,259,27,9,3,226,2315,3,62,168,82,0,0,0,22,339,0,169,344,172,8,0,0,32,727,0,58,134,63,0,0,0,0,256,0,44,74,36,17,8,0,20,200,41,1041,1778,606,54,11,6,302,3837,39,170,163,42,7,7,0,88,522,12,33,37,12,8,4,0,27,133,213,2880,13309,33704,24287,4971,943,3126,83435
LGA14700,4,27,365,1696,2312,1211,224,75,5929,0,4,83,85,24,0,0,4,207,3,100,106,341,44,3,0,25,623,3,105,184,424,71,5,0,27,830,28,169,471,155,12,5,0,22,856,112,327,1847,494,19,0,0,111,2915,48,1032,2266,600,5,0,4,237,4194,12,327,544,186,5,0,0,43,1113,0,4,14,12,5,4,0,11,55,203,1860,5149,1452,54,8,4,417,9141,0,0,5,4,3,0,0,0,15,0,0,5,11,0,0,0,3,19,210,1999,5710,3590,2435,1231,230,524,15930
LGA14750,9,35,306,1543,1258,206,58,325,3746,0,12,55,31,7,0,0,18,124,0,0,0,5,0,0,0,0,12,0,12,52,42,7,0,0,18,134,0,46,205,72,3,0,0,43,361,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,205,72,3,0,0,42,366,6,17,7,15,10,0,0,18,74,0,0,0,7,11,4,0,3,28,18,109,574,1678,1283,209,57,411,4347
LGA14850,106,443,1662,6710,4244,894,200,980,15237,14,147,725,260,29,4,0,96,1266,7,60,233,173,14,15,3,64,573,18,209,960,436,41,14,3,157,1843,18,135,361,124,25,0,4,70,734,0,6,62,3,0,0,0,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,27,18,9,0,0,12,88,21,156,452,146,40,0,3,92,912,57,142,57,15,4,5,3,67,336,7,9,14,14,3,0,0,17,63,198,962,3144,7320,4336,911,210,1307,18390
LGA14870,27,139,1311,3485,1981,394,120,520,7977,12,57,270,170,9,0,0,64,585,0,25,38,31,0,0,0,11,113,12,78,310,199,9,0,0,80,695,0,37,66,15,0,0,0,11,130,3,4,4,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7,4,46,69,24,3,0,0,14,154,9,15,8,19,6,3,0,10,77,0,14,0,4,8,0,0,4,37,65,295,1703,3733,2010,397,123,621,8946
LGA14900,63,375,1731,16321,24694,5750,1151,2749,52836,21,94,386,642,100,10,8,185,1440,12,319,1293,3212,842,54,12,408,6145,25,413,1679,3855,944,63,15,586,7584,118,377,844,215,9,0,5,264,1833,43,253,3323,351,8,0,5,502,4493,7,181,1083,476,33,0,0,191,1975,75,662,2151,412,13,0,4,429,3742,4,52,203,108,82,18,6,47,530,248,1523,7602,1565,145,23,24,1432,12566,0,11,11,13,3,0,0,13,52,7,19,61,38,63,18,3,21,233,354,2332,11088,21785,25849,5863,1190,4813,73273
LGA14920,12,57,385,1350,740,113,37,347,3044,0,5,43,4,4,0,0,32,89,0,0,0,0,0,0,0,4,10,0,6,43,7,4,0,0,34,99,0,15,10,8,8,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,8,0,0,3,41,0,5,0,0,5,0,5,14,31,0,0,0,7,0,0,0,3,11,21,89,439,1364,753,120,39,402,3222
LGA14950,0,23,143,508,366,81,25,90,1237,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,5,3,6,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,3,16,0,0,5,0,0,0,0,0,5,0,3,0,12,5,0,0,8,21,7,38,148,519,377,81,24,99,1293
LGA15050,22,164,1737,10909,13228,1964,341,907,29276,4,188,1298,852,128,3,3,145,2621,0,142,285,137,47,8,4,51,679,4,333,1582,991,173,8,10,198,3300,12,253,315,49,4,0,0,70,698,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,7,32,11,9,3,0,6,75,15,270,362,62,17,3,0,76,811,14,60,102,26,3,3,0,16,227,5,13,3,17,11,3,0,4,58,58,834,3788,12006,13435,1986,357,1201,33667
LGA15240,171,639,4075,15660,10008,1732,424,2064,34771,14,241,1390,1129,56,4,0,190,3026,0,54,232,300,62,5,0,41,695,14,297,1619,1425,117,11,6,238,3720,26,418,1069,248,22,6,4,194,1991,9,57,335,72,0,0,3,36,508,0,29,299,73,5,0,0,34,425,0,4,36,48,0,0,0,12,107,0,7,10,0,0,6,0,0,28,44,508,1751,444,33,12,7,274,3070,86,249,270,69,19,9,3,190,892,16,35,39,29,6,0,0,51,183,332,1732,7752,17633,10176,1757,438,2817,42636
LGA15270,41,206,1137,3696,2950,622,169,689,9506,7,76,278,209,20,0,0,65,655,0,0,9,3,6,0,0,3,21,7,76,288,215,23,0,0,74,678,0,24,36,4,0,0,0,9,83,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,43,4,0,0,0,13,92,10,30,31,7,7,0,0,107,195,0,10,3,6,0,0,0,4,30,57,352,1499,3928,2988,627,168,888,10502
LGA15300,14,81,368,1562,1095,216,70,895,4310,12,44,194,67,41,14,7,136,516,0,11,37,17,0,0,0,17,86,12,55,233,86,44,13,7,153,600,0,23,42,15,0,0,0,43,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,23,43,15,0,0,0,43,118,33,74,8,10,3,0,6,27,164,12,29,7,18,5,5,6,11,97,73,264,655,1692,1145,237,81,1139,5288
LGA15350,4,20,170,958,1764,968,164,72,4114,0,9,150,443,133,21,0,14,773,0,15,84,377,134,16,3,20,652,3,28,232,824,265,38,3,34,1428,10,223,674,391,53,15,0,36,1395,25,777,1641,375,15,3,3,110,2954,14,424,506,186,3,0,0,58,1198,12,255,277,52,3,0,0,22,619,6,15,29,17,0,0,0,0,68,67,1695,3126,1028,73,19,7,225,6236,0,20,47,29,4,0,0,11,114,0,5,8,3,4,0,0,14,33,73,1767,3586,2830,2106,1021,174,366,11921
LGA15520,13,56,484,1981,1512,219,48,349,4653,0,41,294,55,6,0,0,37,430,0,0,6,8,5,0,0,0,19,0,41,295,64,3,0,0,40,448,0,3,23,5,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,5,0,0,0,5,38,3,30,46,16,8,0,0,14,116,3,0,12,3,7,0,0,8,48,21,129,864,2069,1524,222,47,420,5304
LGA15560,8,15,124,608,362,67,19,131,1332,0,14,8,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,4,25,0,0,40,0,0,0,0,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,12,56,0,3,3,0,4,0,0,11,24,0,0,0,3,0,4,0,0,8,11,42,178,613,363,67,19,151,1446
LGA15650,10,52,379,2259,2118,393,76,331,5626,0,86,214,116,27,5,0,69,520,0,28,82,54,0,0,0,23,186,0,109,298,170,28,5,0,91,704,0,3,33,8,0,0,0,8,49,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,42,15,0,0,0,9,65,10,31,7,6,3,0,0,4,59,10,12,4,8,0,0,0,0,38,34,208,730,2459,2150,399,82,432,6498
LGA15700,53,247,1267,3292,1821,329,80,529,7619,12,47,160,96,11,4,0,53,392,0,43,56,67,4,4,0,16,188,12,93,220,159,19,8,3,72,580,6,41,128,51,4,0,0,35,278,0,9,66,27,0,0,0,15,127,0,0,8,16,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,5,3,4,4,0,0,5,18,11,58,218,97,12,0,0,61,454,37,93,91,18,8,0,0,118,372,10,24,30,5,3,0,0,4,77,121,512,1824,3577,1863,341,83,786,9103
LGA15750,17,90,451,1931,1295,267,74,480,4611,3,71,245,28,8,0,5,61,416,0,8,20,3,0,0,0,12,46,3,82,265,32,11,0,5,71,467,0,12,13,4,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,4,0,0,0,9,38,20,44,13,7,4,0,0,22,112,0,0,5,5,0,0,0,0,22,52,228,751,1978,1310,269,84,578,5243
LGA15800,0,37,300,945,589,110,19,199,2199,0,7,27,7,3,0,0,7,50,0,0,0,6,0,0,0,0,6,0,7,27,9,3,0,0,7,52,0,13,31,9,0,0,0,13,64,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,9,0,0,0,13,62,0,7,3,6,3,4,0,0,26,0,0,0,4,0,0,0,3,15,6,62,367,966,596,114,20,223,2353
LGA15850,5,25,231,933,688,140,29,267,2321,3,23,36,14,0,0,0,18,98,0,0,0,0,0,0,0,3,6,3,23,37,14,0,0,0,21,100,0,15,21,3,0,0,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,3,0,0,0,7,51,3,7,8,0,0,0,0,6,31,5,4,0,0,4,0,4,4,15,15,82,293,962,700,142,29,307,2523
LGA15900,100,584,7144,22712,11832,2536,576,1338,46814,19,519,2485,1300,129,23,6,268,4748,44,563,2149,2919,379,80,25,351,6502,58,1082,4627,4215,513,100,35,614,11248,121,1363,1525,366,58,12,7,370,3826,45,516,1452,246,6,4,3,310,2586,64,439,972,450,24,0,8,128,2078,24,444,655,280,24,0,0,52,1480,9,76,116,62,22,10,0,28,326,262,2832,4716,1405,130,32,23,894,10297,27,72,95,43,18,5,0,51,305,12,49,28,27,9,0,5,25,154,461,4627,16608,28395,12506,2668,631,2917,68811
LGA15950,12,48,413,1412,1181,454,84,103,3703,7,48,430,555,121,13,0,28,1207,10,139,656,1728,371,48,11,83,3044,17,185,1083,2282,497,68,11,114,4250,72,677,1763,1004,75,11,4,140,3740,182,1872,3872,1177,62,7,5,236,7403,197,1833,2947,930,34,7,6,235,6186,482,2682,3403,1225,58,6,3,453,8312,0,5,13,6,3,0,0,0,29,939,7063,12000,4347,227,20,20,1057,25672,4,21,29,12,4,0,0,3,84,10,32,30,5,4,0,4,8,87,976,7358,13554,8056,1908,547,112,1287,33794
LGA15990,176,817,3252,16861,21895,8893,2108,1329,55334,105,386,686,628,240,44,11,112,2206,30,623,1567,3151,659,113,25,241,6413,130,1007,2253,3781,902,148,35,360,8623,194,1611,3202,1429,211,42,15,353,7069,76,2417,9507,1593,80,16,7,573,14271,167,2052,4943,1314,38,7,3,360,8888,25,444,893,556,9,0,0,59,1984,22,126,217,82,56,24,6,33,563,483,6643,18761,4967,394,90,41,1389,32767,20,95,193,75,13,4,0,62,459,13,44,59,37,17,9,4,18,191,821,8607,24515,25719,23219,9146,2184,3153,97369
LGA16100,13,61,201,856,677,105,34,244,2192,0,24,39,18,0,0,0,18,97,0,0,0,0,0,0,0,0,0,0,24,37,18,0,0,0,18,98,0,0,13,0,0,0,0,0,16,0,4,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,3,33,3,11,0,0,0,0,0,8,18,0,0,3,0,0,0,0,0,7,20,100,262,874,681,105,34,276,2350
LGA16150,20,140,1005,6243,5436,963,162,695,14662,8,199,809,320,30,0,5,137,1505,0,84,68,43,3,0,0,31,234,8,280,875,367,30,0,5,162,1733,3,136,287,63,16,0,4,71,578,0,3,27,3,0,0,0,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,17,3,153,317,71,17,0,0,96,658,3,30,12,6,11,0,0,6,71,7,8,9,12,7,0,0,12,61,43,610,2221,6695,5507,970,165,974,17181
LGA16200,11,68,560,2249,1575,291,68,383,5219,0,22,87,55,6,3,0,14,188,0,13,0,0,0,0,0,5,18,0,34,86,55,6,3,0,19,205,12,47,188,28,8,0,0,49,331,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,46,195,28,6,0,0,49,340,18,22,7,9,4,0,0,10,65,11,4,3,13,9,4,0,3,52,49,179,859,2350,1605,306,71,471,5889
LGA16260,64,354,2448,13730,13334,4625,1112,1200,36867,55,415,852,1131,135,32,5,171,2795,49,396,1763,5138,1850,308,31,421,9949,101,808,2617,6270,1976,342,41,597,12751,69,669,2768,653,43,7,7,311,4518,66,577,6779,1401,53,9,6,606,9495,98,3078,10558,2219,56,3,7,1027,17046,227,3652,8535,1413,47,8,0,889,14771,8,42,134,49,35,19,15,17,308,468,8018,28767,5733,230,36,36,2851,46139,16,15,120,38,3,5,4,29,228,8,54,122,35,12,4,0,21,257,654,9253,34074,25803,15561,5009,1188,4696,96232
LGA16350,93,519,2781,24152,22487,5485,1458,2844,59806,27,217,739,1478,212,30,15,251,2969,12,256,1031,3814,941,60,9,539,6660,42,470,1766,5294,1145,85,24,791,9628,51,339,1156,150,19,3,0,197,1918,18,104,1218,164,5,0,0,174,1688,21,308,1787,176,0,0,3,321,2622,0,238,552,43,0,0,0,47,884,0,42,120,68,40,13,9,23,317,94,1025,4843,602,67,15,16,768,7432,10,47,87,30,15,0,3,18,198,3,26,22,27,13,5,3,19,123,235,2089,9493,30109,23724,5592,1499,4437,77183
