LGA_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
LGA20740,994,2263,1091,667,1106,370,0,6501,746,1853,1347,923,1484,460,8,6824,361,723,556,480,1048,341,0,3509,101,141,92,78,574,216,0,1210,5816,9771,5203,3722,7050,2595,33,34185
LGA20830,1157,2406,1223,824,1383,372,7,7361,773,1721,1268,1029,1566,337,0,6709,410,783,560,529,1195,299,0,3772,146,168,102,80,684,155,0,1339,8843,12838,6312,5019,9956,2755,50,45772
LGA20910,2658,5407,2431,1055,1808,353,27,13731,1599,3535,2100,1051,1999,365,28,10685,931,1758,1106,660,1890,396,18,6758,394,541,275,202,1615,361,5,3378,19182,25747,11675,6362,16052,3066,183,82266
LGA21010,350,781,382,231,420,181,0,2341,245,568,417,380,511,162,0,2276,137,234,204,181,447,152,0,1350,62,63,24,40,280,81,0,555,2077,3275,1724,1335,2784,1142,9,12353
LGA21110,3552,7863,3745,1909,2730,508,109,20414,2297,5261,3184,1645,2646,461,78,15569,1305,2605,1754,963,2558,444,32,9659,560,887,440,227,2414,402,8,4937,33243,43350,18707,10564,28359,4638,509,139372
LGA21180,3092,5277,2801,2367,8203,1279,78,23111,2138,3633,2256,2025,7102,1030,70,18241,1213,1634,977,790,4241,795,25,9666,372,444,194,155,2056,454,4,3672,26742,31929,14271,12453,63106,11905,367,160769
LGA21270,165,300,177,120,209,87,0,1067,110,213,133,135,280,83,0,958,45,95,53,89,177,77,0,542,23,48,16,17,114,62,0,278,892,1329,693,624,1186,549,8,5290
LGA21370,931,1720,945,607,1125,351,7,5680,580,1155,809,677,1348,367,5,4946,293,526,379,415,1132,356,0,3105,118,155,90,63,600,232,3,1266,5726,8258,4146,3270,7869,2608,35,31911
LGA21450,1936,3741,1715,1112,2438,514,35,11490,992,2101,1447,1124,2326,430,40,8457,549,872,583,518,1609,360,21,4511,156,165,109,67,747,219,8,1470,18405,24908,10998,8581,22517,5086,149,90640
LGA21610,5787,10018,4706,3211,10581,1600,210,36105,2907,5427,3344,2368,8045,1108,184,23378,1452,2107,1282,1025,4937,766,53,11626,435,490,239,169,2415,411,13,4164,52789,66837,29391,23871,92601,15192,677,281354
LGA21670,310,560,352,253,456,156,0,2093,228,469,360,334,662,165,0,2227,122,228,193,193,550,140,5,1433,40,44,38,19,283,61,0,499,1773,2663,1618,1268,3102,976,6,11412
LGA21750,541,1009,512,348,605,211,4,3224,367,715,536,470,670,212,3,2972,183,283,237,230,499,132,0,1571,58,87,54,42,328,75,0,638,3454,4939,2535,2012,4388,1329,24,18684
LGA21830,427,724,430,297,488,137,0,2498,268,463,361,339,496,129,5,2055,127,226,175,193,445,112,0,1267,48,56,44,31,255,72,0,510,2532,3355,1840,1525,2913,1055,12,13241
LGA21890,2500,4927,2186,1285,3643,676,33,15239,1335,2687,1495,1059,3217,607,35,10430,845,1479,868,679,2841,568,16,7300,503,565,282,151,1826,567,3,3891,27163,38364,13998,8440,30445,6621,203,125246
LGA22110,1157,2367,1323,881,1398,518,9,7652,926,2000,1622,1351,1876,611,7,8388,472,881,716,726,1458,429,6,4680,122,193,121,124,660,276,0,1490,6710,10769,6125,4901,8969,3570,38,41083
LGA22170,2884,5540,2307,1279,3893,827,12,16746,1630,3225,2073,1316,3789,633,24,12686,806,1361,991,704,2683,655,14,7211,328,349,165,152,1485,567,7,3059,23135,31872,13325,9032,28546,6861,126,112888
LGA22250,252,496,267,185,325,113,5,1644,171,383,306,251,424,153,0,1689,105,179,135,172,348,102,0,1047,42,51,24,32,206,48,0,399,1446,2257,1241,1012,2136,798,14,8902
LGA22310,3029,6005,2493,1162,2695,451,61,15894,2140,3832,2028,1133,3106,497,67,12809,1094,1630,915,614,2438,435,13,7138,494,588,303,150,2006,402,4,3947,28218,37527,14480,8064,28256,4952,313,121814
LGA22410,516,999,559,371,662,193,0,3295,325,626,509,455,807,190,0,2912,147,250,177,228,530,151,0,1488,61,66,35,27,327,59,0,576,2912,4375,2357,1881,4093,1229,4,16843
LGA22490,491,999,576,405,544,143,0,3159,272,607,473,447,545,124,0,2467,113,191,134,172,305,69,0,989,21,33,24,16,151,21,0,262,3764,5506,2896,2319,3692,983,0,19170
LGA22620,2634,4765,2388,1416,2974,870,9,15057,1596,3251,2329,1824,3327,705,12,13047,792,1462,1061,964,2446,646,4,7374,348,370,206,198,1486,466,9,3079,19247,27603,12844,9357,22733,6263,77,98132
LGA22670,2379,3568,1802,1394,6479,1049,74,16737,1629,2568,1618,1279,5387,785,80,13351,960,1361,724,623,3743,628,17,8069,383,399,168,145,2048,306,3,3446,21458,24192,10740,8919,56154,9303,377,131136
LGA22750,5212,10516,5113,2934,6460,1402,36,31677,3321,7540,5213,3532,7381,1386,38,28405,1727,3343,2425,2055,5447,1296,14,16310,716,854,519,422,3389,904,0,6806,44062,62952,28654,19537,52628,12876,242,220948
LGA22830,1391,2471,1113,760,2023,623,7,8388,827,1582,1069,852,2102,485,12,6923,488,712,474,449,1524,453,3,4105,172,201,114,97,839,213,3,1647,9791,13408,6138,4980,15635,4808,81,54842
LGA22910,445,1015,519,315,397,192,3,2879,285,767,553,417,540,206,0,2764,123,296,183,148,392,146,0,1285,44,50,38,26,196,106,0,457,2373,4233,2203,1581,2548,1164,17,14105
LGA22980,157,282,147,116,176,36,0,907,90,157,124,140,202,55,0,770,57,86,70,88,167,64,0,536,37,23,22,16,118,55,0,274,824,1181,640,612,1204,331,0,4795
LGA23110,1879,3657,1623,927,2418,413,27,10951,966,2000,1213,840,2539,335,26,7915,547,967,556,429,1740,283,0,4523,263,280,139,115,1134,179,0,2109,14794,21361,8899,5834,19062,3770,117,73841
LGA23190,486,880,413,261,567,113,0,2724,261,523,388,295,583,109,0,2173,151,266,214,188,463,121,0,1398,80,78,64,37,338,62,0,662,3265,4536,2174,1610,4059,979,11,16626
LGA23270,3443,5826,2909,2326,8834,1277,88,24709,1877,3263,2053,1674,6445,808,73,16189,904,1288,768,672,3602,586,24,7845,274,276,130,96,1420,242,5,2452,31183,39258,17372,16297,72449,12235,449,189246
LGA23350,420,984,495,261,419,155,0,2744,275,660,480,347,481,137,0,2385,134,269,175,157,365,112,0,1206,57,42,34,28,204,37,0,398,2471,4360,2232,1471,2462,1030,8,14027
LGA23430,3528,6591,2811,1383,4075,596,49,19028,2074,4146,2380,1491,4300,621,40,15051,1272,1966,1252,866,3410,621,17,9405,523,625,307,216,2360,336,8,4385,28031,38066,15783,9537,32996,5375,234,130024
LGA23670,3500,6877,3208,1944,4246,577,68,20415,2029,4237,2701,1880,4307,517,63,15733,1081,1790,1213,897,3266,566,31,8836,421,461,225,137,1882,452,8,3585,28029,36801,16173,11027,34200,5043,265,131529
LGA23810,1491,3074,1592,1086,2485,721,15,10471,893,1950,1409,1325,2767,709,3,9051,486,858,660,626,1827,578,0,5047,205,214,131,91,1002,382,0,2030,10796,16129,7866,6463,16709,5513,100,63586
LGA23940,210,369,206,158,276,152,0,1372,146,266,185,210,340,147,3,1303,61,103,72,83,216,110,0,639,30,31,21,20,140,75,0,304,1065,1513,826,794,1517,842,4,6550
LGA24130,1092,2336,1382,813,894,338,3,6862,644,1584,1180,897,1099,285,9,5701,325,654,466,442,834,208,3,2925,87,113,62,71,431,124,0,891,8030,12217,6614,4632,6907,2212,35,40650
LGA24210,2489,5141,2714,1723,3258,395,95,15821,1568,3477,2372,1706,3301,357,63,12852,1244,2256,1637,1179,3174,438,24,9955,552,667,396,230,2334,317,0,4496,21135,27270,13672,9563,28449,3500,330,103907
LGA24250,281,579,282,161,237,139,0,1685,202,436,295,222,305,115,6,1589,91,160,99,103,235,59,0,735,24,28,17,22,135,18,0,230,1601,2507,1213,890,1576,725,10,8522
LGA24330,1354,2449,1048,665,2169,461,29,8183,639,1235,693,453,1854,334,24,5229,366,474,246,202,1125,239,14,2669,170,173,68,49,674,199,0,1332,14928,21088,7410,4351,19110,4473,154,71519
LGA24410,2483,4887,2118,1060,2493,383,42,13460,1370,2963,1957,1228,2624,346,37,10524,764,1424,982,753,2025,436,7,6400,319,424,220,154,1250,525,5,2888,20218,28013,12245,7532,21260,3735,158,93161
LGA24600,1917,3061,1144,496,2064,990,157,9829,1105,1965,905,447,1651,680,79,6829,445,761,378,225,1106,364,13,3288,121,164,61,52,701,218,9,1313,31777,38059,9838,4886,45042,13223,1354,144173
LGA24650,2182,3752,1899,1488,4841,873,89,15127,1284,2205,1352,1166,4036,537,96,10669,521,729,422,374,1911,339,19,4308,124,133,62,37,670,131,7,1153,23903,30527,13635,12322,44268,10235,302,135197
LGA24780,1196,2158,1072,676,1774,597,15,7480,674,1366,924,800,1826,510,7,6109,329,589,417,444,1346,371,0,3500,148,183,85,88,819,198,0,1526,8156,11351,5468,4308,13048,4162,119,46613
LGA24850,892,1771,883,619,1323,372,15,5869,515,1057,709,617,1205,271,6,4378,237,406,276,259,783,189,5,2149,71,104,58,40,378,72,0,719,7320,10317,4725,3842,10201,2668,44,39101
LGA24900,721,1297,687,447,956,290,0,4392,500,976,703,595,1229,336,0,4339,263,469,318,347,992,285,0,2662,80,125,57,74,560,145,0,1031,4485,6289,3194,2512,6561,2178,18,25239
LGA24970,3098,6412,3298,2101,4303,702,130,20047,2015,4290,2850,1948,4386,614,138,16244,1536,2639,1822,1280,4188,746,46,12257,724,883,456,323,3048,761,14,6214,32470,41392,18952,12558,47106,8273,730,161480
LGA25060,2413,4677,2194,1241,2807,505,20,13863,1359,2842,1793,1170,3050,395,22,10639,841,1433,928,739,2436,368,3,6746,395,478,218,133,1750,205,0,3176,22200,29596,12010,7592,25315,4397,172,101278
LGA25150,708,1487,775,464,891,235,3,4566,450,876,616,595,1042,198,3,3780,206,302,232,243,684,129,3,1806,59,73,43,26,364,63,0,631,5781,8268,3916,3048,6994,1646,24,29676
LGA25250,2546,4990,2250,1338,3902,639,59,15722,1398,2591,1563,1028,3358,537,34,10525,979,1442,894,686,2981,550,17,7553,575,661,312,222,2363,495,12,4643,31317,43518,15414,9707,36075,7332,282,143636
LGA25340,3957,8179,3889,2015,3666,1077,24,22810,2813,6398,4560,2909,5043,1208,32,22962,1582,3343,2564,1871,4656,1238,7,15261,635,817,461,365,2713,959,8,5966,27289,40139,20175,13379,30351,8584,131,140054
LGA25430,493,1215,634,373,358,212,3,3284,370,990,681,487,541,234,5,3302,174,379,295,275,425,203,0,1757,68,67,51,58,191,213,0,653,2901,5178,2860,2014,2456,1925,24,17352
LGA25490,453,777,502,325,405,142,3,2607,273,579,452,383,444,164,0,2284,115,206,172,159,295,96,0,1045,52,50,31,27,158,43,0,366,2712,3729,2193,1668,2561,1010,16,13881
LGA25620,392,830,442,283,433,224,0,2597,276,571,428,372,511,196,4,2352,130,250,161,189,351,119,0,1203,28,51,35,23,168,41,0,338,2205,3629,1881,1476,2529,1207,14,12929
LGA25710,1405,3562,1794,892,1153,223,7,9042,755,1952,1440,897,1112,201,8,6370,327,648,507,422,774,130,9,2812,104,112,69,55,469,63,0,876,11115,15950,7959,4860,9035,1444,49,50413
LGA25810,282,573,280,211,393,158,0,1895,201,389,317,275,426,167,0,1769,106,171,132,150,292,142,0,992,43,43,34,18,130,104,0,377,1697,2515,1365,1124,2440,1031,15,10181
LGA25900,2441,4207,1341,560,2033,762,56,11399,1290,2466,1105,508,1861,531,20,7782,614,1021,501,286,1281,400,14,4125,215,200,84,52,589,293,3,1433,22290,29028,8323,4191,18646,6699,260,89435
LGA25990,152,352,193,161,221,134,0,1212,128,282,196,212,310,146,0,1271,51,101,75,77,209,86,0,592,25,25,12,8,91,33,0,189,1020,1598,838,760,1343,907,0,6465
LGA26080,102,226,119,61,47,35,0,587,106,253,194,89,78,45,0,762,50,135,105,73,90,43,0,503,29,36,26,23,54,17,0,175,571,972,576,295,392,201,4,3009
LGA26170,714,1537,879,616,734,284,0,4772,534,1232,957,752,885,287,5,4656,258,462,403,369,658,229,0,2373,87,114,78,63,409,105,0,854,4615,6981,4027,3144,4646,1757,27,25199
LGA26260,387,744,402,287,437,128,0,2386,268,575,386,363,543,135,0,2266,139,268,186,189,417,109,0,1312,60,56,56,36,310,61,0,578,2573,3781,1887,1531,3052,856,7,13695
LGA26350,2177,3868,1480,776,1674,468,41,10476,1576,2783,1392,675,1828,452,29,8734,869,1432,877,547,1790,441,10,5965,378,455,202,125,1206,382,3,2749,23721,28781,9192,5048,19493,4937,282,91458
LGA26430,285,582,311,224,329,177,0,1912,250,506,325,286,478,175,0,2023,96,199,165,159,330,97,0,1048,39,51,16,29,232,55,0,426,1662,2611,1346,1096,2129,916,11,9761
LGA26490,857,1874,959,457,582,200,5,4928,529,1447,917,591,713,244,4,4442,213,536,360,247,497,166,0,2016,56,109,53,55,313,141,0,726,6090,9871,4704,2991,4706,1646,32,30040
LGA26610,485,776,398,258,702,266,4,2883,261,469,356,336,648,189,3,2259,157,228,160,148,473,158,0,1319,58,82,48,30,284,91,0,594,3170,4027,1938,1583,5018,1759,67,17555
