LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA58330,2226,2172,4398,76,85,164,258,215,478,101,97,201,86,53,142,145,170,324,194,210,401,282,334,618,431,456,882,425,361,789,191,154,346,35,29,69,0,0,0,2182,2164,4353,45,3,45,69,63,135,0,0,0,0,0,0,69,63,135,1493,1448,2945,463,492,959,1899,1876,3786,72,80,148,1861,1802,3657,19,25,44,214,186,403,67,69,135,19,6,24,14,79,95,674,789,1467,195,234,429,580,481,1061,124,94,214,70,59,133,4,0,0
LGA58400,148,132,285,0,8,9,14,8,22,8,10,13,3,6,8,17,20,36,5,10,17,17,22,38,38,25,55,34,25,55,10,11,23,0,0,0,0,0,0,144,124,276,5,4,6,6,4,10,0,0,0,0,0,0,6,10,15,106,94,201,21,21,44,122,112,237,3,8,8,129,107,231,0,0,0,11,5,17,3,8,10,0,0,0,0,0,5,42,34,77,18,7,27,49,43,94,9,10,17,4,3,13,0,0,0
LGA58470,169,147,310,9,11,23,11,14,25,8,6,11,4,4,7,6,14,23,16,21,37,27,20,41,32,25,62,37,29,68,6,9,14,0,0,0,0,0,0,169,147,310,0,0,0,56,38,93,0,0,0,0,0,0,52,38,94,124,109,229,28,21,48,134,121,259,14,10,27,145,123,274,3,3,9,13,9,27,0,0,3,0,0,0,3,9,12,57,61,121,9,16,24,42,25,68,5,3,8,15,0,15,0,0,0
LGA58510,18300,18710,37008,996,1053,2053,1626,1533,3161,753,801,1544,1496,1549,3045,3793,3789,7579,3030,2898,5931,2201,2178,4378,1915,1839,3754,1419,1444,2859,724,943,1666,348,685,1039,45,55,103,17303,17459,34760,995,1257,2253,324,321,643,9,6,13,12,0,12,349,326,665,10407,10271,20674,6646,7150,13794,12738,12433,25174,4213,4762,8972,13944,13879,27827,273,268,545,1533,1438,2973,571,635,1209,735,818,1550,1042,1386,2429,10473,10920,21391,1077,938,2008,1988,1891,3875,392,402,794,270,366,638,97,113,211
LGA58540,396,371,771,18,15,31,43,48,94,9,10,22,10,9,25,38,34,75,53,48,100,56,55,103,80,68,149,60,54,109,26,26,48,6,3,12,0,0,0,393,369,762,9,5,11,16,15,28,0,0,0,0,0,0,16,15,28,306,240,547,49,69,117,338,298,638,8,14,27,323,278,596,3,0,4,42,40,80,0,10,8,0,0,0,4,5,12,136,118,254,31,25,60,104,85,190,17,10,23,8,12,19,3,0,3
LGA58570,17641,17948,35588,990,884,1876,1670,1660,3329,657,642,1301,1141,1353,2491,3847,4091,7941,3150,2964,6113,2339,2224,4562,1898,1826,3720,1184,1248,2436,548,634,1189,217,421,638,76,63,138,17121,17407,34529,515,539,1061,156,171,330,3,0,5,0,4,0,169,174,339,11084,11155,22244,5665,6047,11718,13467,13201,26665,3197,3919,7122,14615,14856,29474,321,224,545,1607,1582,3190,548,531,1080,521,701,1223,996,1394,2388,10985,11528,22508,897,807,1703,1453,1394,2850,309,271,579,269,451,716,79,151,229
LGA58610,836,827,1657,51,35,85,104,91,198,40,45,79,26,26,59,82,80,163,97,87,180,94,99,193,121,129,255,131,129,261,72,71,148,19,31,46,0,0,3,813,807,1622,17,19,34,26,21,49,0,0,0,0,0,0,26,21,49,632,580,1211,120,155,271,716,709,1421,40,27,67,686,684,1362,8,7,19,84,80,164,16,28,42,4,7,10,10,11,18,241,272,516,61,73,137,217,210,421,52,43,93,34,19,50,4,3,3
LGA58680,272,247,514,8,11,24,26,27,55,8,14,23,16,7,20,16,22,36,29,24,55,45,47,95,49,33,82,39,36,75,20,21,44,6,3,9,0,0,0,272,247,514,0,0,0,0,6,8,0,0,0,0,0,0,0,6,8,187,177,359,32,28,64,216,199,409,3,5,11,209,194,399,0,0,0,22,23,44,3,9,12,0,0,0,3,5,6,86,78,163,23,22,49,64,44,107,16,8,22,6,7,15,3,0,3
LGA58760,98802,104970,203769,7474,7226,14703,16139,15145,31289,7083,6731,13813,6628,6464,13085,13104,14974,28081,14093,15845,29942,13065,14376,27442,9973,10863,20832,6755,7624,14382,3475,4149,7620,1003,1568,2580,174,191,372,98403,104208,202610,402,758,1163,1783,1925,3711,69,55,121,53,52,102,1899,2031,3930,55757,57596,113357,39682,43909,83593,74748,78326,153077,20307,22609,42917,84071,88666,172739,2197,2102,4293,15302,14392,29691,5220,5251,10473,2121,2466,4591,2388,4822,7209,41336,48295,89636,8475,8475,16950,16105,15608,31714,3485,3351,6840,1811,2227,4037,754,1018,1769
LGA58820,2042,2064,4098,89,103,190,240,254,492,120,126,240,95,74,168,170,188,351,238,238,475,291,288,582,315,323,638,295,272,565,148,146,293,42,56,98,4,0,5,1920,2010,3932,118,50,172,82,69,152,0,0,0,0,0,0,82,69,152,1498,1528,3027,366,402,767,1730,1794,3521,138,119,260,1780,1790,3573,16,19,45,224,228,457,80,88,158,11,19,35,14,59,68,513,610,1121,208,231,433,585,515,1102,138,114,249,80,83,162,7,0,12
LGA58890,407,346,752,15,15,26,53,53,107,13,11,18,20,11,33,30,33,58,41,35,77,62,64,120,82,65,142,59,44,103,27,14,47,13,7,24,0,0,0,407,346,752,0,0,0,11,7,19,0,0,0,0,0,4,15,8,26,323,249,573,30,42,70,350,290,644,0,3,8,345,276,619,3,5,3,44,38,79,5,3,8,4,3,5,0,5,5,153,145,295,25,24,51,96,62,150,15,11,23,17,9,19,0,0,4
LGA59030,258,140,396,5,12,18,14,12,30,0,0,5,12,3,17,31,20,52,50,11,65,53,12,69,57,26,79,17,21,38,8,9,18,4,4,8,4,0,4,114,125,242,142,11,158,4,3,5,0,0,0,0,0,0,4,3,5,147,98,245,45,21,68,184,113,298,8,8,15,181,113,289,0,4,3,14,11,23,0,0,4,0,4,4,4,0,8,78,47,128,32,17,44,51,20,73,8,10,14,0,7,7,0,0,0
LGA59100,346,309,659,17,17,35,48,46,91,13,10,20,19,14,26,36,32,70,28,41,63,42,33,75,67,55,124,52,31,76,25,29,51,4,12,11,0,0,0,332,295,629,16,10,28,8,8,15,0,0,0,0,0,0,8,8,15,265,231,494,22,32,48,276,256,536,5,5,11,271,246,519,4,8,11,38,40,77,0,9,5,0,0,0,0,9,11,90,109,202,28,25,50,80,58,136,16,16,33,8,3,11,0,0,0
LGA59170,503,498,997,27,39,70,81,67,151,20,13,28,20,12,35,49,61,111,84,64,151,56,54,111,64,85,153,51,56,106,36,34,68,13,9,17,0,0,0,496,487,986,7,10,14,8,11,17,0,0,0,0,0,0,6,11,18,395,376,775,52,53,105,437,419,863,18,17,30,425,406,826,6,5,13,70,54,131,10,9,22,4,0,5,0,23,20,200,199,398,36,39,83,87,79,160,18,17,34,9,8,21,4,0,4
LGA59250,975,336,1306,4,15,22,36,37,72,16,10,23,77,24,103,269,77,342,199,57,259,203,51,257,116,38,151,44,16,66,5,5,9,0,0,0,5,0,5,179,167,350,790,170,956,71,81,155,0,0,0,0,0,4,76,83,156,394,185,577,173,52,226,454,149,597,113,85,192,492,213,705,0,0,0,24,28,47,3,3,9,3,5,8,16,17,27,288,98,387,69,21,84,131,59,192,27,12,34,15,12,21,0,0,0
LGA59310,684,593,1278,41,32,75,79,82,159,27,19,47,33,26,61,82,64,141,79,88,167,85,66,153,102,83,189,96,84,184,45,36,78,11,9,20,0,0,4,663,579,1241,22,14,33,38,34,75,0,0,0,3,0,3,42,34,74,538,476,1010,93,75,171,605,532,1138,25,24,53,594,517,1109,12,7,25,71,74,149,9,12,22,0,4,3,11,16,23,247,223,463,52,41,100,171,131,307,27,27,52,16,17,30,0,0,0
LGA59320,226,206,430,16,15,36,35,26,64,5,8,11,13,8,22,23,17,42,19,28,49,28,25,50,47,35,81,29,24,58,6,9,16,4,0,0,0,0,0,226,206,430,0,0,0,3,0,7,0,0,0,0,0,0,9,0,6,181,148,332,25,30,48,200,178,378,4,4,7,195,174,373,5,6,7,26,24,52,5,9,11,0,0,8,5,6,10,77,79,159,14,8,26,48,42,89,12,6,20,7,4,7,0,0,0
LGA59330,249,211,459,8,12,15,22,20,44,3,9,14,15,9,26,23,26,49,23,23,45,32,21,55,41,28,72,39,34,74,35,28,57,3,8,8,0,0,0,238,205,442,4,6,13,12,19,29,0,0,0,0,0,0,12,19,29,196,156,349,30,30,63,219,179,398,11,11,20,220,187,408,0,0,0,19,20,43,3,3,5,0,6,3,3,6,4,81,71,154,26,20,45,59,42,97,21,17,35,7,13,16,0,0,0
LGA59340,5751,5374,11122,314,301,620,694,708,1398,195,213,403,300,298,597,886,923,1812,852,730,1584,802,699,1500,823,876,1704,728,513,1245,144,98,237,14,15,33,67,65,132,4553,4801,9356,1195,578,1770,1201,1318,2517,14,4,19,21,19,39,1230,1344,2575,3883,3711,7602,885,819,1705,4219,3982,8204,550,569,1117,4439,4222,8659,67,61,126,544,545,1091,69,73,146,12,29,40,94,162,256,1856,2010,3867,466,472,938,1081,837,1915,238,190,433,177,107,286,28,21,49
LGA59350,806,259,1061,4,3,11,9,6,15,7,7,6,52,18,68,243,60,302,141,40,181,164,51,212,125,37,165,50,25,70,18,9,21,0,4,4,3,0,3,128,104,228,677,153,833,37,38,75,0,0,0,0,0,0,37,38,75,254,112,367,95,33,127,323,128,442,33,14,43,316,125,444,0,0,0,9,7,12,0,0,0,0,0,0,5,4,13,179,81,264,34,15,47,97,29,126,13,5,22,0,0,6,0,0,0
LGA59360,1351,535,1887,27,13,36,36,40,73,10,9,17,69,30,98,258,92,352,265,72,333,272,103,375,280,81,365,103,62,167,33,16,52,8,9,20,0,0,0,519,386,902,833,153,988,21,16,35,0,0,0,0,0,0,25,16,35,691,341,1036,259,111,374,866,408,1271,96,47,134,848,398,1244,9,0,10,24,33,65,0,4,6,9,3,8,14,13,26,386,193,580,124,44,171,274,125,399,65,21,86,37,15,58,0,0,0
LGA59370,1698,1728,3423,56,60,106,186,195,383,73,53,127,42,47,88,135,118,253,155,179,338,184,190,374,302,312,620,333,323,652,182,187,372,52,56,106,0,0,0,1646,1674,3316,56,52,104,61,71,131,0,6,3,0,0,0,69,67,135,1229,1260,2484,294,320,617,1511,1539,3045,44,60,103,1474,1530,3010,13,18,36,171,177,351,38,33,68,3,5,12,9,41,49,571,677,1252,129,150,277,438,378,820,96,67,164,64,50,118,0,0,3
LGA59799,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
LGA60210,3473,3339,6818,132,124,259,331,288,619,109,80,186,103,114,219,251,257,510,302,339,642,393,462,853,692,696,1386,745,597,1350,339,296,639,71,86,160,0,10,7,3374,3229,6599,104,113,213,141,141,287,3,4,4,0,7,10,147,149,297,2761,2595,5349,413,481,899,3132,3010,6138,90,119,206,3118,2977,6098,25,26,52,309,260,573,54,47,104,8,21,29,52,85,140,955,1122,2084,246,278,525,1006,877,1890,324,279,603,163,94,260,5,3,14
LGA60410,9106,9725,18834,714,624,1337,1475,1471,2945,617,542,1162,596,643,1238,1260,1495,2760,1123,1269,2393,1115,1212,2325,973,1080,2056,813,889,1705,341,387,729,64,113,178,7,7,11,9075,9669,18744,38,56,85,932,1008,1944,74,80,154,55,50,109,1059,1143,2202,7983,8515,16503,574,595,1170,8343,8857,17199,290,333,624,8365,8949,17317,182,162,343,1369,1343,2711,383,384,765,110,132,235,198,366,560,2336,2868,5205,729,839,1564,2437,2480,4914,628,630,1261,322,289,608,27,13,39
LGA60610,9569,10304,19873,582,545,1128,1228,1243,2472,644,663,1301,587,647,1235,1278,1333,2617,1052,1205,2256,1234,1338,2572,1226,1356,2575,982,1066,2046,580,622,1207,177,285,462,6,10,13,9304,10025,19322,267,278,546,755,863,1617,24,25,47,30,25,56,812,912,1717,8040,8734,16771,998,1001,2002,8583,9293,17876,459,489,942,8658,9369,18029,133,116,250,1148,1146,2291,435,498,929,113,151,265,226,405,634,2659,3206,5866,722,888,1606,2669,2783,5454,701,658,1362,411,384,796,40,30,71
LGA60810,10738,11555,22294,519,490,1011,1329,1219,2551,632,634,1265,540,532,1068,1098,1192,2293,1091,1213,2311,1320,1533,2851,1656,1830,3484,1482,1543,3024,820,966,1791,244,394,640,25,7,34,10583,11314,21899,155,243,396,827,915,1744,29,32,58,31,38,67,881,983,1867,9045,9785,18831,1000,1092,2093,9928,10740,20666,251,297,545,9859,10725,20585,110,112,223,1239,1137,2383,461,471,930,94,120,218,220,421,638,2685,3530,6223,805,964,1773,3400,3388,6790,892,902,1795,506,452,962,20,11,35
LGA61010,1407,1158,2564,61,58,122,125,139,264,61,46,108,66,47,110,135,121,260,147,139,279,177,137,312,274,212,491,249,180,426,98,67,172,17,7,22,0,6,5,1351,1111,2460,58,47,107,82,65,141,3,4,3,5,8,10,89,68,159,1118,919,2035,135,131,264,1241,1021,2262,36,42,76,1227,1020,2241,10,15,20,104,122,230,34,35,64,8,7,10,21,32,52,342,330,676,89,83,170,434,321,754,132,76,205,68,48,116,6,3,11
LGA61210,4173,3932,8111,260,246,509,540,492,1038,232,206,434,208,196,399,558,489,1049,465,427,890,510,492,1002,615,580,1194,477,478,959,235,240,474,73,93,164,8,3,10,4039,3839,7875,139,96,234,642,670,1306,16,20,35,23,15,40,673,709,1389,3273,3174,6442,477,382,862,3582,3473,7053,221,143,364,3498,3413,6911,49,50,98,469,444,917,138,145,284,24,29,54,86,100,180,889,1044,1928,291,353,641,1272,1057,2329,375,305,682,193,116,305,11,8,15
LGA61410,29591,31115,60707,1686,1628,3315,3745,3503,7241,1615,1521,3133,1687,1539,3232,4349,4256,8605,3818,4037,7851,3552,3794,7345,3581,4016,7600,3166,3558,6731,1785,2233,4026,600,1038,1635,20,34,55,28600,30474,59073,994,640,1630,1210,1166,2375,59,39,101,59,90,151,1327,1296,2624,24219,25568,49786,4274,4392,8661,25462,27381,52841,2541,2610,5148,25821,27855,53675,473,455,932,3559,3323,6881,1206,1215,2423,552,588,1140,1221,1569,2795,12499,13657,26157,1978,2205,4188,6367,6701,13069,1348,1459,2803,695,759,1457,98,80,178
LGA61510,5484,5421,10902,299,256,560,716,682,1404,348,313,658,311,313,625,609,631,1242,668,686,1355,725,735,1463,805,768,1567,613,603,1216,295,319,617,81,112,197,4,0,4,5389,5339,10722,92,82,175,290,342,631,24,20,47,21,23,53,336,394,727,4677,4618,9294,431,427,856,5008,4956,9959,132,129,257,4997,4952,9945,60,63,124,659,627,1292,219,218,441,48,51,99,102,181,279,1334,1573,2910,433,494,931,1672,1554,3225,429,361,791,242,171,410,36,10,39
LGA61610,12449,13435,25883,694,657,1355,1555,1519,3071,752,707,1458,719,695,1412,1679,1735,3419,1319,1496,2817,1545,1686,3238,1546,1788,3329,1450,1675,3120,924,1022,1949,268,452,725,29,28,55,12139,13101,25240,310,328,641,866,934,1799,43,38,86,37,45,89,945,1024,1972,10360,11272,21632,1420,1462,2880,11148,12096,23244,695,748,1440,11185,12166,23346,196,163,357,1457,1431,2883,536,524,1063,120,165,288,300,505,804,3423,4092,7511,957,1107,2067,3701,3757,7454,927,1044,1963,459,509,967,42,43,88
LGA61810,3353,3387,6736,169,144,314,405,383,784,171,146,323,153,145,305,374,337,709,316,346,664,395,416,810,536,591,1127,507,454,964,238,280,519,84,129,221,0,0,4,3306,3329,6635,48,62,105,125,129,253,4,4,11,4,9,11,134,141,275,2767,2797,5565,306,304,611,3033,3079,6112,86,71,162,3024,3069,6094,46,23,68,367,358,723,99,110,213,18,32,54,40,92,132,693,967,1664,185,258,445,1204,982,2188,326,266,589,130,91,223,3,3,7
LGA62010,481,446,927,13,10,25,48,44,93,18,11,24,12,6,17,34,32,66,39,58,97,55,59,110,85,80,167,111,89,195,58,49,105,10,12,24,0,0,0,459,435,900,17,8,31,69,71,139,0,0,0,0,0,0,69,75,144,392,352,737,42,56,91,441,394,841,7,18,27,437,393,833,4,3,4,42,41,88,10,3,8,0,3,5,12,16,26,147,180,323,39,35,79,135,102,240,48,22,71,14,9,27,0,0,0
LGA62210,3515,3447,6963,179,144,324,404,395,800,209,181,387,157,151,305,337,363,700,337,364,706,408,453,857,592,536,1128,552,526,1072,261,252,515,74,83,159,3,0,3,3455,3388,6847,52,54,114,147,177,331,14,10,24,0,10,12,165,194,363,2860,2812,5668,404,403,804,3219,3156,6378,78,97,174,3185,3137,6320,32,37,77,363,363,725,147,119,267,21,30,49,53,111,162,858,989,1846,273,260,533,1112,1068,2176,274,247,520,165,118,289,13,12,25
LGA62410,2672,2504,5176,93,76,166,172,165,336,81,67,147,108,56,170,310,292,604,251,260,508,303,296,605,500,506,1006,519,498,1017,265,222,483,72,70,137,23,9,35,2440,2299,4740,229,208,439,93,100,190,0,6,10,8,0,10,104,103,210,2037,1891,3930,384,400,784,2282,2140,4419,168,167,335,2267,2124,4388,18,25,45,155,161,315,46,40,85,21,18,36,67,98,162,923,963,1882,162,183,343,747,628,1374,229,200,434,110,77,184,5,5,9
LGA62610,24748,25359,50107,1401,1299,2696,2871,2724,5599,1293,1257,2555,1536,1539,3076,5053,4599,9649,3299,3255,6548,2738,2850,5589,2798,2953,5751,2068,2459,4525,1221,1700,2921,466,729,1193,25,23,43,24397,24967,49369,352,388,741,1196,1299,2505,55,61,112,69,65,133,1321,1432,2752,17951,18863,36813,5595,5283,10877,18642,19598,38242,4942,4530,9472,19683,20837,40521,321,293,610,2671,2549,5217,955,937,1892,463,531,988,1499,1580,3078,10077,10133,20213,1554,1667,3223,5218,5470,10687,1362,1582,2946,877,967,1840,214,251,463
LGA62810,27593,28996,56589,1136,1093,2233,2666,2495,5164,1490,1465,2957,2168,2153,4322,5595,5502,11100,3507,3706,7214,3286,3566,6851,3065,3433,6497,2772,3000,5770,1404,1685,3090,487,905,1393,257,84,343,25232,26657,51890,2362,2343,4701,431,430,859,15,15,31,9,4,15,450,453,903,18344,19390,37732,7694,8173,15867,20363,21644,42008,5562,5880,11439,21363,22751,44117,357,345,703,2556,2386,4937,1257,1245,2508,1155,1207,2359,2213,2747,4962,16912,18187,35103,1327,1309,2637,2669,2990,5664,697,766,1466,454,522,975,77,118,204
LGA63010,9000,9045,18045,470,456,930,1104,1086,2191,521,405,927,410,370,781,870,957,1826,1020,1098,2125,1173,1216,2386,1433,1492,2923,1290,1234,2526,569,536,1107,135,187,325,10,4,15,8851,8868,17720,149,175,321,884,873,1759,22,25,48,15,24,35,922,917,1845,6952,7014,13968,1353,1346,2700,8065,8063,16132,328,403,731,8050,8136,16184,93,95,198,986,982,1966,337,297,638,71,79,149,212,358,568,3094,3642,6741,674,656,1331,2199,1949,4147,560,469,1033,285,198,485,25,16,46
LGA63210,3419,3291,6713,148,148,289,388,354,739,176,167,344,161,135,294,373,352,719,355,376,734,446,506,946,629,585,1219,474,418,893,220,204,421,49,57,110,8,3,12,3181,3052,6236,235,238,475,166,196,362,12,8,16,14,8,18,190,210,400,2706,2605,5314,411,414,827,2989,2884,5874,143,152,294,3009,2910,5922,22,39,59,351,315,668,124,117,238,28,25,56,64,112,175,876,1059,1937,251,271,517,1074,900,1978,255,202,449,145,111,256,5,12,18
LGA63410,808,720,1523,49,36,89,81,86,164,26,13,40,27,26,49,105,93,198,116,90,211,97,80,178,108,115,224,120,106,225,63,50,116,12,19,36,0,5,4,783,703,1486,23,23,38,23,15,35,0,0,0,0,0,0,23,15,35,625,544,1170,100,106,201,676,601,1275,44,42,83,685,605,1287,14,10,21,75,71,146,13,13,27,3,6,8,8,18,30,220,276,493,62,47,111,227,174,398,49,22,73,29,17,48,0,0,5
LGA63610,18995,20311,39303,1086,989,2077,2599,2523,5120,1247,1128,2382,989,919,1906,2384,2536,4926,2442,2730,5168,2365,2723,5086,2286,2578,4859,2117,2407,4519,1163,1293,2451,318,485,798,17,24,43,18866,20116,38984,126,197,322,790,728,1520,18,18,37,33,23,56,847,771,1616,14533,15314,29844,3938,4416,8351,16476,17475,33951,2003,2292,4292,16770,17904,34676,312,306,621,2506,2434,4945,1027,941,1969,365,380,751,817,1213,2033,8885,10372,19261,1290,1262,2551,3342,3449,6791,786,737,1517,430,392,819,33,41,78
LGA63810,5839,6248,12086,277,283,559,698,665,1365,327,289,617,282,275,553,585,654,1236,568,646,1214,728,806,1537,819,940,1761,921,957,1881,490,539,1029,140,201,341,14,8,18,5716,6065,11772,129,182,310,358,351,711,18,21,40,11,15,26,387,388,776,4918,5275,10192,586,642,1231,5348,5739,11085,194,224,426,5336,5740,11083,69,74,143,653,614,1268,223,228,455,46,74,117,113,199,305,1354,1817,3169,432,525,959,2001,1976,3973,533,470,1006,223,177,404,13,10,22
LGA64010,34277,36077,70354,1895,1887,3781,4152,3969,8118,2057,2055,4114,2525,2366,4894,5651,5354,10999,4109,4365,8478,4143,4520,8667,3922,4297,8220,3233,3771,7007,1955,2347,4302,635,1144,1779,87,74,161,32634,34440,67074,1642,1641,3284,1276,1373,2652,47,75,123,57,68,124,1390,1513,2901,26587,28458,55047,5677,5708,11388,28431,30533,58962,3890,3732,7620,29056,31302,60357,494,521,1017,3867,3726,7597,1494,1529,3019,737,810,1543,1502,1911,3418,12580,14108,26687,2223,2639,4862,8036,8047,16091,1934,1953,3889,1173,1213,2385,301,313,615
LGA64210,9998,10468,20469,497,468,966,1257,1188,2450,596,500,1099,490,519,1009,1084,1131,2213,1070,1185,2253,1278,1428,2707,1477,1522,3003,1325,1401,2728,728,820,1545,196,306,498,35,13,44,9838,10298,20138,159,172,333,324,361,681,22,23,45,14,22,29,359,403,753,8356,8709,17061,1106,1233,2335,9191,9610,18807,350,411,759,9148,9590,18741,107,116,223,1206,1114,2322,420,377,798,83,158,243,171,372,544,2818,3586,6404,728,893,1618,3047,2826,5875,786,661,1445,356,324,683,28,21,47
LGA64610,6717,6870,13579,383,367,752,810,745,1555,358,358,711,336,333,666,774,833,1607,692,702,1396,850,897,1745,951,1049,2000,958,921,1882,460,514,977,139,154,296,47,16,70,6559,6734,13291,156,134,290,203,221,419,9,11,21,7,5,6,218,230,450,5648,5820,11471,605,634,1236,6160,6371,12525,175,170,337,6131,6333,12457,88,94,180,757,685,1441,231,259,489,61,82,141,111,225,333,1744,2292,4034,507,531,1039,2028,1841,3868,555,482,1038,242,200,439,22,15,34
LGA64810,8055,8358,16413,458,468,929,998,966,1966,467,397,856,407,396,807,1037,1130,2171,985,1054,2037,942,1052,1991,1212,1234,2445,993,999,1992,432,490,920,131,165,297,8,5,12,8025,8304,16333,26,49,79,358,356,719,25,22,43,9,11,22,395,391,787,6736,6927,13672,802,898,1700,7323,7558,14886,286,342,625,7320,7601,14920,108,111,215,917,904,1818,315,280,596,84,92,181,213,332,544,2534,3063,5592,646,647,1295,2238,2071,4309,503,468,968,248,220,465,13,7,24
LGA65010,3401,3199,6604,191,164,352,421,390,810,205,183,385,190,172,363,371,387,759,373,369,741,436,462,907,540,515,1054,438,360,794,209,160,363,33,47,81,0,0,0,3394,3181,6574,12,18,32,198,207,401,15,10,22,8,14,25,222,232,452,2902,2705,5609,190,200,388,3093,2905,5993,39,54,89,3089,2920,6006,50,39,83,380,352,731,113,117,231,23,36,56,60,105,160,761,945,1703,255,306,561,1052,872,1925,305,217,524,157,90,247,7,0,15
LGA65210,1324,1237,2561,40,35,80,104,94,202,56,42,92,39,32,65,109,91,198,105,143,240,161,147,316,265,288,549,304,225,532,125,108,225,27,34,57,3,3,7,1303,1212,2510,23,27,54,66,66,140,4,7,11,0,7,8,77,77,158,1017,942,1962,168,171,342,1166,1095,2264,36,41,79,1166,1102,2263,3,11,15,93,82,176,30,30,55,5,6,12,21,38,59,430,481,911,66,85,149,364,317,685,127,92,221,64,35,92,6,0,6
LGA65410,6887,7275,14161,361,363,721,869,842,1714,333,353,690,359,300,663,666,703,1369,715,807,1526,853,942,1794,1095,1090,2179,952,1048,2001,550,612,1161,138,214,345,3,3,8,6682,7136,13823,204,134,343,562,608,1163,16,16,32,30,24,55,611,644,1257,5793,6050,11846,617,777,1398,6353,6709,13070,130,191,320,6323,6645,12972,86,83,165,800,772,1570,234,264,500,59,79,138,118,245,361,1605,2186,3788,526,648,1171,2222,2014,4234,545,521,1072,295,252,551,33,22,58
