POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3325,8,0,3,3,7,5,5,0,3,42,75,17,36,37,53,102,78,43,11,448
POA3328,41,15,14,18,26,18,7,4,3,143,550,247,248,339,326,283,194,55,21,2261
POA3329,0,0,0,0,0,0,3,0,0,6,62,26,31,43,34,45,41,15,0,299
POA3330,3,6,4,4,4,0,3,0,0,29,42,26,25,23,39,24,29,14,3,215
POA3331,141,56,55,76,66,32,28,12,8,481,1741,801,886,1041,964,643,598,302,121,7103
POA3332,29,6,10,14,8,15,5,0,0,94,267,132,120,168,156,171,93,27,8,1147
POA3333,12,9,6,0,13,14,7,4,0,77,149,80,92,108,123,139,107,44,14,863
POA3334,11,13,6,17,9,11,4,3,0,80,74,73,42,53,90,98,82,30,4,554
POA3335,118,64,115,88,58,33,25,4,0,519,1496,641,1703,1090,512,413,276,74,6,6218
POA3336,283,140,173,190,104,58,22,8,0,984,5265,1844,3653,3948,1561,834,490,119,19,17742
POA3337,1077,529,541,577,460,330,238,113,19,3884,9490,5070,5930,6050,4929,4043,3271,1388,308,40477
POA3338,1025,423,610,515,332,235,157,58,22,3378,10213,4153,6686,6258,3666,2673,2233,859,295,37039
POA3340,456,224,255,243,248,192,159,76,30,1887,5335,2843,3599,3575,3222,2753,2431,1193,451,25397
POA3341,18,23,12,3,20,20,10,0,3,110,314,184,134,200,280,253,148,66,8,1594
POA3342,52,20,30,34,29,44,37,13,9,265,747,337,428,527,525,566,430,239,93,3887
POA3345,27,9,7,15,18,9,9,0,0,95,278,127,125,191,207,212,145,56,13,1351
POA3350,991,733,694,572,650,513,429,295,197,5073,12170,8390,9042,8580,8103,7595,6617,3753,1680,65925
POA3351,197,109,69,84,125,98,86,32,3,815,1795,1086,877,1096,1322,1360,1006,391,74,9015
POA3352,331,177,176,223,295,222,172,77,18,1695,3982,2154,2017,2418,2716,2495,1955,770,160,18672
POA3355,239,164,166,122,136,112,88,77,42,1141,2069,1673,1733,1238,1548,1568,1506,1109,525,12976
POA3356,319,212,194,146,169,125,116,77,35,1392,2700,1964,2309,1770,1715,1763,1703,1068,497,15487
POA3357,47,33,14,28,36,35,23,9,0,221,800,356,220,448,567,511,498,200,61,3660
POA3358,58,25,32,26,20,9,9,0,0,182,895,431,784,489,329,244,148,67,16,3388
POA3360,11,6,3,3,7,10,5,4,0,46,133,63,77,68,128,115,131,63,12,794
POA3361,12,9,0,8,11,14,4,4,6,81,103,65,47,64,95,126,75,58,36,678
POA3363,62,27,18,41,50,54,49,29,14,343,595,287,307,380,481,536,524,305,145,3555
POA3364,47,19,14,32,33,25,32,12,8,229,393,196,179,272,322,337,370,133,37,2236
POA3370,30,16,14,14,35,25,23,11,3,170,271,150,150,199,268,341,302,153,48,1879
POA3371,24,20,3,17,29,32,39,14,6,190,115,107,54,76,159,266,229,62,24,1098
POA3373,37,34,23,29,29,26,32,16,8,224,357,229,185,232,347,366,409,204,80,2410
POA3374,4,0,4,3,4,6,7,3,0,35,55,38,27,45,72,57,84,30,3,417
POA3375,0,0,0,0,3,3,0,0,0,10,55,20,13,28,38,42,27,23,3,241
POA3377,111,117,272,254,237,191,157,78,32,1455,1414,972,1278,1062,1213,1359,1250,723,310,9574
POA3378,5,0,0,4,0,3,0,0,0,11,39,13,11,19,16,12,12,6,0,125
POA3379,11,9,4,9,13,13,9,9,3,75,117,52,58,72,103,126,133,71,30,755
POA3380,109,58,82,63,71,81,82,77,69,689,946,656,782,601,706,888,847,511,219,6158
POA3381,36,20,44,20,21,42,38,13,0,235,229,123,208,162,208,296,227,80,13,1553
POA3384,12,12,3,3,11,7,8,4,0,61,90,61,38,56,79,113,80,48,12,585
POA3385,8,0,5,13,6,6,14,0,0,54,76,41,41,60,73,105,110,34,9,555
POA3387,0,3,0,4,3,6,6,3,0,23,45,23,27,40,44,48,39,19,4,283
POA3388,3,3,0,7,7,15,8,10,0,48,85,49,52,55,61,121,75,47,18,558
POA3390,19,10,8,8,8,8,7,7,4,74,180,100,78,93,119,140,138,76,20,944
POA3391,5,4,0,6,3,3,0,0,0,29,25,27,14,18,18,33,23,12,5,173
POA3392,8,9,5,5,10,13,13,5,7,62,65,42,35,50,75,112,88,57,42,569
POA3393,47,19,39,16,33,19,37,46,37,291,419,255,279,217,293,384,367,245,116,2578
POA3395,3,0,0,6,0,4,0,0,0,28,59,17,37,32,33,72,46,28,12,344
POA3396,10,8,0,10,4,12,8,5,3,61,94,47,56,69,63,121,127,66,50,691
POA3400,258,180,178,127,116,109,92,84,62,1211,2754,1732,2112,1695,1620,1828,1596,1146,581,15064
POA3401,58,65,32,39,60,59,37,21,0,382,911,598,392,505,749,752,479,208,44,4628
POA3407,10,0,0,7,0,0,0,5,3,30,75,39,26,37,71,69,56,36,6,418
POA3409,13,0,8,13,10,13,11,5,3,78,145,73,99,111,124,207,119,66,46,981
POA3412,6,0,4,7,0,0,0,8,0,19,66,19,26,34,27,44,42,36,6,301
POA3413,4,0,0,3,5,3,5,3,0,21,24,15,15,15,32,40,18,25,10,194
POA3414,21,4,16,14,6,18,16,14,12,120,235,153,153,161,213,276,253,170,76,1693
POA3415,0,0,0,0,0,0,0,0,0,0,5,8,6,0,4,11,0,0,0,39
POA3418,39,22,28,21,22,34,32,16,16,220,458,291,378,268,333,412,314,264,136,2845
POA3419,15,7,11,5,15,12,3,5,5,68,144,84,80,86,111,137,141,75,38,887
POA3420,3,3,0,0,4,0,9,5,0,29,68,28,29,36,34,39,29,13,0,276
POA3423,5,0,3,8,4,4,8,10,8,51,60,29,32,37,55,113,84,34,30,469
POA3424,7,7,3,9,7,11,10,6,17,74,115,50,56,79,75,136,139,75,31,752
POA3427,84,49,94,61,45,45,34,5,5,427,1180,544,1333,936,568,544,380,136,25,5644
POA3428,13,8,13,6,12,8,4,4,0,65,104,84,75,74,107,81,101,41,10,673
POA3429,578,346,370,348,364,288,147,98,47,2584,7414,4706,5486,5231,5294,4841,3472,1661,653,38767
POA3430,10,8,5,0,10,7,3,0,0,40,49,30,40,30,49,41,29,25,0,296
POA3431,78,41,17,25,55,32,24,17,6,285,850,543,394,526,674,628,448,214,31,4306
POA3432,0,0,0,0,0,6,3,0,0,20,27,21,4,13,41,37,33,8,0,183
POA3433,0,3,0,3,3,0,0,5,0,17,39,27,15,29,38,23,22,14,0,206
POA3434,89,66,68,50,56,62,38,23,10,454,1232,687,810,759,883,761,582,279,62,6057
POA3435,50,28,23,35,32,38,36,14,3,255,614,342,354,408,439,464,392,176,29,3211
POA3437,157,109,49,116,101,78,61,35,10,714,2632,1325,921,1724,1687,1454,1055,557,178,11529
POA3438,32,30,8,18,30,22,9,4,0,165,517,316,175,329,403,268,196,156,73,2439
POA3440,27,17,8,10,25,22,18,0,0,125,456,223,118,270,333,265,260,113,19,2049
POA3441,25,8,8,14,20,9,27,8,0,133,279,102,89,173,223,242,236,96,13,1445
POA3442,110,69,36,65,121,79,66,50,7,607,1651,818,547,1072,1405,1169,1071,551,164,8457
POA3444,144,86,85,79,116,119,93,61,24,814,1666,935,866,1196,1510,1432,1357,755,314,10028
POA3446,11,19,10,13,14,18,10,3,5,96,201,121,109,131,175,185,156,46,17,1133
POA3447,3,11,3,7,9,9,8,5,0,59,57,53,36,57,93,109,86,27,11,526
POA3448,18,3,11,14,13,7,20,11,3,100,159,71,83,104,145,164,172,77,14,987
POA3450,68,92,248,199,163,103,96,105,118,1200,954,525,714,932,967,1072,1199,804,412,7592
POA3451,97,44,44,51,59,62,58,33,9,463,1000,499,501,675,850,909,833,379,95,5743
POA3453,27,21,17,20,23,28,18,13,6,164,300,186,151,202,257,314,249,129,24,1819
POA3458,32,16,17,13,38,37,41,29,23,248,322,144,159,241,342,433,389,203,47,2294
POA3460,35,18,22,37,23,47,43,20,8,253,327,165,266,299,383,538,479,255,124,2823
POA3461,82,33,42,53,70,87,79,34,3,488,615,324,334,513,787,832,811,301,72,4584
POA3462,14,14,12,13,20,26,27,10,5,138,178,97,92,116,178,234,240,95,21,1247
POA3463,22,16,25,23,22,51,38,19,9,219,273,171,189,193,331,538,546,268,73,2576
POA3464,26,8,7,15,8,7,11,9,0,92,231,112,107,126,146,176,182,76,14,1165
POA3465,178,95,74,82,124,111,114,98,40,907,1502,935,942,845,1224,1438,1628,1123,427,10062
POA3467,32,8,9,18,13,13,24,13,5,134,217,113,118,124,170,162,261,127,54,1348
POA3468,0,0,0,0,4,3,9,3,0,20,30,23,15,29,30,51,58,30,3,273
POA3469,6,9,4,3,14,14,9,6,0,61,31,14,8,17,42,53,53,30,8,266
POA3472,28,13,14,12,17,22,13,14,0,128,199,105,96,107,188,280,264,181,41,1462
POA3475,3,0,0,3,7,16,6,0,0,44,45,12,26,30,48,70,84,32,9,361
POA3477,13,3,6,9,12,19,11,7,0,78,127,52,53,73,108,169,150,62,3,790
POA3478,49,21,18,22,34,36,33,32,28,261,347,217,248,200,336,389,419,294,124,2576
POA3480,35,24,15,24,20,30,19,8,16,187,286,170,158,157,214,299,259,161,91,1796
POA3482,6,9,4,8,13,7,9,0,4,55,32,20,12,20,25,42,28,23,3,206
POA3483,8,3,7,3,13,12,9,11,4,71,148,81,104,81,112,123,121,62,31,873
POA3485,4,6,0,5,5,3,4,0,0,32,40,25,11,25,41,62,63,24,14,304
POA3487,0,0,0,0,0,0,3,3,0,14,13,10,5,9,12,16,12,4,0,82
POA3488,0,4,0,0,0,0,0,5,0,8,16,9,11,9,14,15,15,5,0,88
POA3489,0,0,0,0,0,0,0,0,0,3,19,0,4,6,3,8,10,3,0,59
POA3490,24,14,24,14,20,30,19,16,7,176,160,107,156,117,141,208,210,124,82,1310
POA3491,0,7,0,0,0,4,8,3,0,26,27,19,17,12,21,24,20,11,4,151
POA3494,17,9,18,12,9,22,4,3,0,95,107,55,110,95,72,127,61,18,3,644
POA3496,106,89,74,79,75,101,74,42,9,657,1179,730,758,736,836,943,685,325,151,6354
POA3498,151,70,82,80,82,63,72,39,31,671,1156,714,724,682,818,732,616,341,105,5884
POA3500,748,455,485,454,419,408,324,206,166,3664,6287,4075,5109,4131,4141,4289,3630,2239,998,34906
POA3501,42,14,13,21,24,17,7,3,4,156,504,229,180,297,315,306,212,85,30,2162
POA3505,125,56,67,65,77,80,55,37,9,572,988,493,534,539,670,718,549,296,135,4918
POA3506,0,0,0,0,0,0,0,0,0,8,5,0,6,3,4,5,0,3,4,35
POA3507,3,4,4,0,3,8,13,0,0,43,29,21,14,12,18,32,42,12,3,177
POA3509,7,0,0,10,5,3,6,4,0,25,40,8,20,25,30,47,32,18,4,224
POA3512,7,4,3,5,4,11,0,5,0,32,75,15,30,45,37,60,54,30,10,361
POA3515,48,12,13,31,14,16,11,8,0,148,637,247,418,382,234,259,213,83,15,2495
POA3516,6,10,3,5,7,13,15,4,5,70,105,82,78,69,87,119,102,52,16,711
POA3517,25,13,16,17,18,34,30,16,19,189,223,123,119,134,187,254,241,126,82,1490
POA3518,23,21,9,15,29,37,38,16,8,197,153,84,92,87,170,286,249,124,39,1294
POA3520,4,0,0,0,0,10,3,0,0,20,16,11,12,11,15,36,27,18,3,158
POA3521,11,6,14,7,17,8,15,9,4,81,157,81,77,84,132,95,83,34,14,755
POA3522,8,5,4,6,9,9,8,4,0,46,42,33,25,32,52,61,50,22,10,337
POA3523,91,47,43,55,87,87,71,47,16,547,469,251,270,339,541,725,734,459,137,3925
POA3525,14,18,11,18,21,35,21,24,20,191,191,117,102,98,178,240,264,131,73,1382
POA3527,8,5,5,8,8,12,6,13,19,83,99,52,67,47,98,148,119,85,42,748
POA3529,0,5,0,0,0,4,0,0,0,6,28,16,13,8,15,19,16,3,0,120
POA3530,0,4,0,0,0,0,4,0,0,8,9,9,5,8,25,37,20,7,0,107
POA3531,0,0,0,0,10,0,0,0,0,16,36,21,21,14,33,31,25,8,8,195
POA3533,5,8,17,0,7,8,14,8,5,75,122,75,74,77,82,139,115,67,29,771
POA3537,21,20,10,16,20,40,31,26,35,216,178,96,75,97,124,166,168,112,91,1097
POA3540,4,10,7,3,4,8,4,4,0,39,22,33,16,13,33,56,51,22,9,259
POA3542,11,0,0,0,12,0,3,0,0,19,24,10,10,10,21,30,27,11,4,140
POA3544,4,10,3,6,3,8,0,7,0,42,40,38,24,26,22,50,36,16,8,256
POA3546,3,0,0,0,0,4,3,0,0,15,56,26,23,33,47,74,49,22,12,347
POA3549,120,75,109,116,62,69,68,29,21,674,749,393,705,659,406,489,398,162,71,4037
POA3550,665,484,520,402,461,431,280,263,207,3717,6696,5700,5980,4726,5048,5213,4530,2738,1448,42078
POA3551,637,314,239,346,333,308,193,103,32,2511,8315,4046,3926,4914,4657,4170,3347,1427,324,35116
POA3555,375,220,275,206,193,185,153,129,120,1851,3553,2210,2948,2530,2280,2450,2347,1727,818,20868
POA3556,268,151,168,127,123,143,110,59,34,1176,2650,1733,1953,1549,1578,1821,1589,776,305,13953
POA3557,14,15,10,10,11,10,3,6,0,83,175,92,101,103,118,131,79,41,4,842
POA3558,23,10,15,15,20,10,9,20,3,127,147,72,99,80,124,157,130,111,32,956
POA3559,17,4,13,10,6,15,13,9,0,97,98,55,56,55,65,110,81,59,11,575
POA3561,78,45,23,43,45,62,53,37,19,393,732,461,372,434,551,691,584,396,175,4393
POA3562,3,0,0,4,3,4,5,0,0,22,47,23,30,34,27,48,36,12,3,263
POA3563,14,17,9,5,12,16,11,12,6,103,154,96,77,79,95,139,100,55,27,831
POA3564,274,187,197,156,228,208,187,128,109,1670,2884,1918,1932,1772,2221,2431,2105,1310,551,17122
POA3565,0,0,6,0,0,5,0,0,0,7,36,18,9,9,28,16,12,10,3,132
POA3566,10,4,0,8,12,10,8,6,0,68,105,45,44,61,83,93,87,51,8,569
POA3567,10,6,6,8,3,12,4,7,3,62,111,67,57,54,95,105,92,68,9,657
POA3568,48,18,12,28,29,29,45,24,12,247,427,241,236,270,358,396,489,316,132,2874
POA3570,25,8,9,8,21,39,22,13,4,152,139,74,53,83,126,165,126,50,11,834
POA3571,4,0,0,5,0,3,3,0,4,23,52,29,38,32,40,40,49,27,12,306
POA3572,0,0,0,3,3,4,0,0,0,15,22,17,7,18,22,23,19,6,0,135
POA3573,13,0,5,13,3,0,6,0,0,41,67,27,33,50,41,53,56,11,0,342
POA3575,20,8,5,15,13,14,9,4,0,91,152,77,74,101,106,141,121,47,24,839
POA3576,0,0,0,0,0,0,0,0,0,3,9,0,8,6,4,4,16,0,0,61
POA3579,112,49,46,76,73,77,90,43,31,587,912,483,488,551,628,821,816,487,235,5408
POA3580,16,17,12,12,21,11,19,9,6,128,163,92,80,104,135,196,205,117,14,1110
POA3581,0,0,0,0,3,7,0,3,0,18,16,10,6,14,24,37,25,20,0,144
POA3583,8,0,0,5,7,6,0,0,0,19,23,21,12,11,33,25,16,11,3,161
POA3584,23,21,12,13,19,21,11,10,4,121,213,130,122,119,131,171,138,84,17,1119
POA3585,273,133,156,135,107,136,88,63,40,1130,2216,1292,1684,1402,1218,1396,1129,823,425,11591
POA3586,18,3,16,11,8,19,4,0,0,83,153,92,68,101,105,151,86,26,7,793
POA3588,18,5,9,3,3,7,9,3,3,62,71,41,46,40,40,64,55,27,11,403
POA3589,22,3,9,13,8,3,6,3,0,69,68,37,56,47,46,51,35,21,3,356
POA3590,18,10,9,6,10,6,4,0,0,55,66,37,37,44,36,66,35,12,0,340
POA3591,3,4,4,10,0,4,3,0,0,22,27,14,13,17,23,32,29,3,0,159
POA3594,17,4,5,9,11,8,5,3,0,64,72,48,92,51,80,96,74,36,9,548
POA3595,28,13,15,13,16,21,6,4,0,105,125,59,80,69,89,105,72,42,17,663
POA3596,0,0,0,3,5,0,0,0,0,13,17,17,5,15,21,15,17,3,6,108
POA3597,6,4,6,4,10,5,4,3,0,41,71,36,71,62,66,60,53,23,5,451
POA3599,4,0,0,4,0,10,13,0,0,31,25,11,17,14,19,33,33,5,6,147
POA3607,0,7,0,0,5,0,0,0,0,25,19,27,12,21,26,22,17,3,3,151
POA3608,49,29,28,26,37,52,45,40,35,339,413,230,265,303,307,475,493,246,100,2821
POA3610,16,19,87,65,50,29,17,16,3,307,216,140,204,164,256,251,234,102,29,1596
POA3612,31,15,22,12,26,45,30,18,4,208,220,116,140,125,265,361,311,179,59,1783
POA3614,16,8,8,5,17,14,13,0,0,81,207,93,101,117,148,123,90,29,0,915
POA3616,89,63,61,73,71,71,45,41,15,529,1006,543,679,592,718,765,666,418,139,5517
POA3617,0,0,4,4,3,0,6,0,0,12,28,21,10,17,28,30,25,7,0,161
POA3618,7,6,12,5,11,12,14,7,0,74,95,64,76,64,99,109,94,40,17,662
POA3620,134,76,70,77,81,87,87,55,24,690,1441,919,822,857,1020,1108,1037,712,331,8241
POA3621,40,29,16,17,25,18,16,12,3,188,513,264,266,235,302,300,285,152,73,2386
POA3622,22,6,13,5,3,4,9,3,0,61,114,52,55,66,56,96,66,18,7,525
POA3623,7,5,3,11,3,10,11,4,6,54,135,77,102,88,107,142,122,85,21,872
POA3624,16,7,5,9,3,12,0,4,0,60,104,69,68,58,57,89,68,42,11,569
POA3629,219,133,147,142,150,150,129,89,31,1181,1612,1110,1207,1026,1196,1248,1127,650,245,9415
POA3630,760,484,535,454,388,374,232,177,99,3508,6171,3963,4789,3784,3735,3629,3090,2068,935,32165
POA3631,247,139,101,131,137,117,70,69,21,1038,3261,1677,1631,2013,1902,1759,1246,655,262,14411
POA3633,5,3,4,7,3,7,9,0,0,39,111,82,58,75,101,92,67,22,0,604
POA3634,45,29,14,25,32,26,25,14,5,197,399,217,157,230,283,281,205,75,19,1870
POA3635,12,7,6,10,5,7,16,3,6,67,87,58,67,38,82,95,73,36,5,549
POA3636,126,55,95,80,109,103,88,52,20,741,883,535,596,536,686,828,707,461,217,5457
POA3637,25,6,6,11,9,9,4,0,0,73,151,68,70,70,94,87,63,17,11,632
POA3638,37,24,9,15,13,28,29,7,4,160,364,270,203,209,251,347,295,169,83,2196
POA3639,9,5,0,3,0,5,5,4,0,37,52,34,36,36,64,117,91,40,6,481
POA3640,27,16,7,16,21,9,5,3,0,114,201,142,136,140,135,132,100,34,10,1025
POA3641,31,17,9,13,28,23,11,9,4,148,264,137,134,144,177,174,162,64,20,1263
POA3644,183,95,131,98,100,100,109,62,32,916,1544,882,1036,1000,1111,1211,1333,850,298,9271
POA3646,13,5,4,3,4,4,0,4,0,48,104,57,40,58,95,101,82,39,9,577
POA3647,0,6,0,0,0,0,0,0,0,0,0,62,10,3,7,0,0,0,0,85
POA3649,3,9,8,5,5,12,10,0,0,55,79,54,54,45,63,81,55,26,15,475
POA3658,122,79,67,79,83,82,49,22,14,604,1139,696,787,734,886,889,626,321,89,6174
POA3659,4,3,0,5,11,8,3,3,0,50,114,86,63,64,116,144,105,44,17,744
POA3660,161,101,116,107,116,124,93,41,30,901,1164,936,905,812,1007,1204,1055,558,229,7864
POA3662,17,42,26,16,7,0,0,0,0,103,262,387,311,208,90,19,7,0,0,1287
POA3663,6,0,0,5,5,4,6,0,0,31,20,12,19,19,19,36,28,15,0,171
POA3664,8,7,5,7,9,7,10,0,0,46,187,101,87,133,160,170,168,90,27,1127
POA3665,12,3,3,0,5,4,5,0,0,37,63,38,17,39,60,66,76,31,5,398
POA3666,89,45,50,55,68,92,95,50,19,566,702,426,420,499,575,835,945,493,227,5117
POA3669,26,19,15,16,27,34,35,20,5,190,195,95,87,114,181,277,296,149,62,1462
POA3670,13,0,3,4,12,3,16,0,0,54,88,43,49,55,76,126,112,25,6,594
POA3672,211,124,126,126,131,150,112,120,59,1161,1499,1045,1118,1010,1210,1601,1611,1122,512,10721
POA3673,29,6,13,15,30,35,37,14,0,182,264,148,132,179,249,384,327,121,20,1813
POA3675,37,25,11,25,23,27,22,10,3,182,347,177,142,235,276,327,285,103,25,1924
POA3677,317,178,190,166,189,180,163,135,101,1611,3308,2105,2261,2150,2300,2336,2211,1644,808,19129
POA3678,127,56,39,67,78,84,59,47,0,558,1198,613,485,694,989,1072,923,427,90,6494
POA3682,20,10,3,5,9,7,3,0,0,64,137,57,54,70,114,98,77,27,3,635
POA3683,19,17,9,20,35,18,16,18,0,143,246,175,130,161,282,303,266,153,24,1744
POA3685,30,29,21,16,27,31,23,22,7,206,469,264,284,283,360,445,435,235,94,2875
POA3687,22,6,9,12,9,4,7,12,0,85,174,93,92,118,149,141,167,79,23,1040
POA3688,41,8,20,12,12,17,16,7,0,125,253,127,154,160,186,216,140,55,10,1299
POA3690,648,401,368,358,340,284,222,129,63,2815,6730,4255,4632,4299,4325,4215,3646,1942,650,34700
POA3691,180,99,110,97,108,106,72,44,18,840,2856,1581,1653,1670,1482,1458,1134,522,222,12580
POA3695,9,9,0,8,8,3,4,0,0,39,84,49,38,54,70,83,82,24,3,487
POA3697,12,0,0,3,10,12,5,4,0,45,97,41,37,67,70,118,94,34,14,571
POA3698,11,8,7,4,10,8,12,3,0,63,154,81,94,126,134,150,185,91,26,1035
POA3699,32,92,51,34,40,36,30,6,0,329,294,514,379,265,260,260,237,87,34,2326
POA3700,15,3,10,18,6,14,7,12,25,110,221,120,140,130,166,209,184,113,86,1378
POA3701,25,11,7,12,14,23,24,16,3,139,176,77,63,112,122,210,201,83,19,1061
POA3704,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,6,9,0,0,19
POA3705,9,10,3,4,13,12,3,10,0,65,24,23,20,21,41,52,46,16,3,247
POA3707,25,18,17,18,28,17,23,16,12,169,294,138,151,173,201,295,262,184,83,1787
POA3708,3,0,0,0,0,0,0,0,0,4,12,7,3,6,6,15,8,3,0,67
POA3709,8,5,0,7,3,6,19,7,0,54,33,13,9,31,30,62,84,27,4,302
POA3711,4,3,4,3,15,9,16,0,3,56,82,34,50,61,81,107,112,38,16,590
POA3712,4,5,0,11,3,5,5,4,0,36,43,27,23,40,46,71,69,34,7,358
POA3713,16,10,6,7,15,23,26,8,5,109,115,74,92,91,135,201,199,117,51,1065
POA3714,40,28,35,23,31,50,29,29,10,281,561,325,306,383,466,589,643,368,124,3763
POA3715,5,6,8,12,8,8,17,0,0,56,54,27,31,43,49,69,81,27,4,376
POA3717,76,41,31,44,61,69,56,27,4,403,513,309,257,350,472,629,571,336,92,3524
POA3718,0,0,0,0,0,0,5,0,0,15,7,7,0,9,14,19,24,13,3,86
POA3719,3,3,0,0,9,4,12,4,0,36,42,30,33,31,62,84,83,41,8,413
POA3720,9,9,5,3,15,6,10,9,0,56,74,55,66,40,113,135,145,44,5,677
POA3722,95,43,40,69,43,64,37,33,9,428,1053,455,544,691,661,868,784,460,179,5683
POA3723,147,209,159,126,162,147,90,34,5,1080,897,820,584,556,677,774,670,230,47,5252
POA3725,18,4,9,15,4,7,14,0,0,78,125,53,53,71,73,106,121,25,8,631
POA3726,13,4,4,4,11,5,4,4,0,63,60,37,24,29,65,69,76,38,7,408
POA3727,6,3,3,5,0,7,4,0,0,35,38,30,28,28,34,61,35,34,8,298
POA3728,8,9,7,0,13,13,8,3,0,53,131,60,65,66,80,137,96,47,5,687
POA3730,124,76,71,104,86,88,106,100,43,792,1538,845,854,899,1128,1318,1542,1007,402,9520
POA3732,4,8,0,4,6,8,11,5,0,45,96,61,54,64,86,86,93,49,12,599
POA3733,4,3,0,0,5,0,9,0,0,13,31,21,20,19,23,41,41,21,5,229
POA3735,5,0,5,3,6,10,5,0,0,32,100,45,78,56,89,125,81,35,20,635
POA3737,31,40,23,24,38,45,36,23,13,274,660,426,386,440,545,713,618,382,190,4362
POA3738,5,3,3,3,0,8,0,0,0,17,27,20,25,18,29,39,29,7,0,193
POA3739,3,5,3,3,6,9,0,0,0,38,35,21,12,27,29,58,31,11,4,232
POA3740,16,9,0,9,8,15,12,4,0,78,215,100,109,152,181,167,149,83,14,1161
POA3741,87,101,84,70,88,91,72,41,23,658,669,543,529,553,592,665,543,303,92,4479
POA3744,11,4,6,3,0,4,7,0,0,34,112,31,37,78,77,69,60,21,11,501
POA3746,5,3,0,3,0,4,3,0,0,25,57,32,28,45,60,66,57,35,6,377
POA3747,54,47,59,89,66,67,48,29,11,469,795,406,370,593,709,799,785,382,129,4964
POA3749,22,10,4,18,14,25,13,15,10,124,369,157,119,232,274,367,269,166,85,2035
POA3750,458,155,305,269,138,91,53,13,0,1487,7106,2435,5160,5232,2038,1256,846,257,43,24368
POA3751,7,3,0,3,3,4,9,4,0,33,20,15,11,9,20,22,33,13,3,147
POA3752,320,222,177,191,221,126,96,62,41,1462,5204,3497,3295,3960,3760,2496,1507,790,386,24896
POA3753,93,40,49,56,54,35,13,10,0,350,1249,478,890,806,538,352,215,64,11,4597
POA3754,886,386,424,503,359,210,112,41,6,2930,13556,5603,7567,9777,6098,3600,2660,1084,173,50118
POA3755,0,8,5,0,3,8,4,6,0,29,39,21,30,19,42,36,28,26,7,244
POA3756,364,163,191,204,136,120,67,39,5,1282,3837,1875,2558,2393,1933,1673,1005,392,89,15755
POA3757,177,136,75,104,135,125,90,54,34,922,1825,1247,990,1146,1453,1198,1000,504,240,9597
POA3758,51,23,23,29,24,31,27,3,0,221,491,249,238,292,343,321,239,72,14,2251
POA3759,13,3,3,6,10,11,17,3,0,68,163,140,83,109,174,184,128,48,10,1037
POA3760,7,4,4,3,5,3,0,0,0,21,61,42,14,38,58,73,46,4,0,344
POA3761,16,12,11,15,10,17,7,6,0,101,184,164,84,133,185,189,155,59,9,1167
POA3762,12,0,0,4,0,0,0,0,0,21,29,8,15,7,17,25,11,3,3,124
POA3763,19,12,13,23,44,18,12,0,0,146,293,184,182,220,286,251,170,56,9,1651
POA3764,174,127,85,112,129,118,78,60,27,906,1981,1309,1238,1211,1450,1293,1125,715,265,10573
POA3765,74,52,53,44,56,39,36,20,38,416,1340,755,776,900,922,779,685,426,213,6789
POA3766,21,7,6,10,7,8,5,0,0,67,242,111,111,193,223,156,129,61,3,1228
POA3767,17,4,7,13,8,10,9,11,0,80,221,130,110,161,172,171,161,90,26,1227
POA3770,50,41,34,28,32,32,18,12,5,254,605,415,407,378,420,473,336,177,38,3256
POA3775,61,33,28,54,36,49,48,20,7,334,721,435,424,456,569,579,503,258,65,4011
POA3777,145,107,109,94,116,143,70,54,20,853,1808,1101,1167,1238,1451,1643,1294,787,317,10807
POA3778,0,0,0,0,0,0,5,0,0,9,34,16,13,9,39,43,37,9,0,196
POA3779,7,4,0,3,10,5,12,8,0,49,46,37,45,36,59,94,106,57,13,495
POA3781,100,63,62,64,51,57,43,6,0,457,1013,523,606,660,658,594,357,106,29,4551
POA3782,108,77,45,61,84,63,55,31,13,528,1449,956,708,992,1234,1132,885,396,123,7870
POA3783,74,43,33,47,50,41,26,15,4,333,507,302,265,285,387,365,242,123,21,2496
POA3785,0,0,0,0,0,0,0,0,0,0,16,4,12,13,4,8,5,3,0,64
POA3786,26,16,13,10,10,16,11,4,0,110,273,172,109,186,249,231,169,75,16,1487
