POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA5372,41,19,14,18,25,18,12,0,3,150,650,324,376,333,309,302,222,82,44,2638
POA5373,37,22,21,20,24,30,29,21,10,207,559,317,307,348,401,578,496,290,90,3378
POA5374,25,12,12,10,14,12,21,11,0,120,233,146,144,129,185,262,236,125,38,1488
POA5381,11,0,0,10,0,4,0,4,0,24,48,30,14,35,42,68,50,22,7,329
POA5400,19,9,7,11,9,13,0,0,0,63,212,241,130,135,131,143,71,21,7,1091
POA5401,3,8,5,12,4,7,3,4,0,58,147,88,71,101,96,135,100,42,34,824
POA5410,8,0,0,0,3,7,0,0,0,14,63,35,30,28,40,59,32,12,3,300
POA5411,8,4,3,4,3,6,8,5,0,31,67,40,25,33,42,58,44,23,6,327
POA5412,12,16,9,5,6,15,13,18,11,101,154,97,76,81,128,198,216,144,62,1166
POA5413,5,7,9,0,11,18,6,10,0,63,123,69,73,78,100,156,121,70,14,808
POA5414,0,0,0,0,4,6,0,0,0,12,18,10,11,11,12,22,27,8,0,134
POA5415,0,0,0,0,6,5,3,0,0,13,31,17,18,26,44,42,49,16,4,238
POA5416,0,3,0,3,0,0,3,0,0,16,30,18,15,22,26,38,34,4,0,200
POA5417,36,19,5,24,23,44,22,20,3,192,243,120,109,148,184,312,272,140,38,1559
POA5418,3,0,3,3,0,5,0,0,0,15,23,9,14,11,15,22,15,5,0,124
POA5419,5,0,0,5,5,8,0,6,0,33,52,12,25,27,32,42,21,14,11,237
POA5420,0,0,0,0,0,0,0,0,0,9,11,6,11,7,10,12,6,9,0,71
POA5421,4,3,3,3,0,0,8,0,3,25,8,10,17,7,21,27,27,4,4,116
POA5422,27,20,29,32,38,47,28,22,12,261,218,134,119,166,222,321,336,162,45,1706
POA5431,10,3,5,11,9,11,19,8,9,85,131,63,70,80,104,163,148,67,51,876
POA5432,0,0,0,3,4,4,10,0,0,23,40,8,18,23,24,32,42,9,0,192
POA5433,19,13,20,17,13,20,28,14,5,147,180,113,124,101,147,229,261,132,34,1320
POA5434,3,8,10,8,24,38,35,17,0,148,71,42,73,72,117,177,243,63,14,861
POA5440,0,3,4,4,6,9,3,0,0,36,21,28,31,25,40,53,34,16,3,236
POA5451,0,3,0,3,6,3,6,10,0,36,87,50,48,64,102,136,128,56,12,694
POA5452,6,0,0,0,0,5,0,0,0,17,93,35,45,59,65,74,58,22,9,459
POA5453,83,41,49,51,66,76,57,26,14,456,918,458,550,597,682,731,715,393,150,5195
POA5454,10,0,3,10,0,0,3,0,0,30,80,26,33,56,41,50,59,24,8,363
POA5455,0,0,0,0,0,3,0,0,0,3,6,0,8,5,5,10,0,0,0,42
POA5460,8,3,4,9,3,5,3,3,0,42,154,82,71,85,101,108,93,47,4,735
POA5461,36,27,14,6,28,15,22,14,11,166,500,275,268,229,334,317,328,202,113,2569
POA5462,6,4,3,5,0,12,4,0,0,37,96,67,56,57,49,80,60,34,3,495
POA5464,8,3,4,9,6,9,4,8,0,54,114,40,54,67,75,88,77,34,3,559
POA5470,0,0,0,0,0,3,0,5,0,12,18,15,13,11,17,38,18,19,3,142
POA5471,0,0,0,0,0,4,0,0,0,7,15,5,0,6,12,20,9,7,0,75
POA5472,5,0,0,6,5,0,0,5,0,27,23,12,6,18,33,33,41,17,0,179
POA5473,20,6,6,6,11,11,10,3,0,82,122,73,62,61,88,118,131,60,10,725
POA5480,12,9,6,5,6,3,12,12,0,67,171,68,75,85,106,126,144,88,30,880
POA5481,0,0,0,0,3,7,10,7,0,33,45,30,30,37,61,124,108,48,10,496
POA5482,8,4,0,6,3,7,0,0,0,24,83,35,35,49,54,85,61,57,38,491
POA5483,7,0,6,13,3,9,12,5,4,59,66,27,33,53,53,70,74,34,13,419
POA5485,31,12,4,20,21,30,29,14,0,157,130,61,63,67,81,142,134,60,16,747
POA5490,5,0,0,0,0,4,0,4,0,21,38,12,7,21,14,40,4,17,0,161
POA5491,16,12,12,6,12,3,4,10,6,77,320,157,179,184,199,273,236,162,81,1792
POA5493,0,0,0,0,0,4,0,0,0,6,3,12,0,4,8,15,11,7,0,64
POA5495,0,9,8,0,13,18,30,11,10,94,57,35,52,37,73,152,155,71,10,642
POA5501,129,92,74,73,102,70,33,32,11,609,1545,935,1000,965,1243,1214,742,299,68,8015
POA5502,30,28,32,24,18,27,19,14,0,196,298,194,218,199,205,247,167,102,27,1661
POA5510,0,0,0,0,0,5,0,0,0,4,13,12,9,6,12,24,18,6,0,107
POA5520,13,7,4,9,7,9,4,7,0,65,99,34,48,53,68,97,93,46,14,550
POA5521,0,0,0,0,0,0,0,3,0,8,22,16,5,21,15,28,16,12,4,142
POA5522,11,12,11,9,9,19,19,18,4,112,188,81,99,91,148,276,339,226,90,1527
POA5523,24,6,3,11,16,17,14,16,5,120,381,138,191,201,221,299,287,165,72,1949
POA5540,315,178,184,160,200,153,121,76,29,1407,2626,1879,1717,1529,1986,2120,1800,1171,445,15274
POA5550,13,5,6,14,10,16,20,4,0,88,173,105,113,111,138,144,119,57,10,972
POA5552,17,4,8,7,3,8,8,0,3,55,84,29,36,48,45,51,38,16,3,347
POA5554,77,50,44,41,48,58,26,37,26,405,929,575,567,571,649,728,659,425,181,5281
POA5555,4,4,0,5,8,18,5,0,0,44,77,26,41,33,61,100,103,48,8,504
POA5556,65,26,20,46,46,61,64,44,6,386,579,333,314,404,506,781,869,492,132,4418
POA5558,75,27,43,36,45,78,88,75,47,509,641,326,396,365,563,870,1137,667,198,5153
POA5560,7,5,4,6,4,11,5,10,3,57,87,36,26,47,61,70,74,38,7,449
POA5570,12,5,0,4,0,6,13,3,0,42,73,29,34,47,59,111,167,67,10,591
POA5571,21,16,20,16,16,24,39,28,5,172,219,111,140,160,169,353,482,266,92,1995
POA5572,0,0,0,0,0,0,0,0,0,6,21,12,17,14,19,28,17,6,0,145
POA5573,57,26,28,20,26,45,42,22,16,291,376,166,181,210,259,368,325,227,81,2204
POA5575,33,11,14,22,19,34,30,21,11,185,350,164,190,203,250,451,489,264,91,2456
POA5576,5,3,4,8,14,21,26,11,0,103,155,90,73,92,125,191,228,96,30,1073
POA5577,14,7,3,10,11,8,5,5,5,73,74,47,58,64,68,113,105,50,14,591
POA5580,3,0,0,4,5,0,4,0,0,22,63,24,24,37,40,73,57,32,16,367
POA5581,5,3,0,3,0,18,13,3,0,48,42,20,32,33,53,138,184,78,36,616
POA5582,0,0,4,0,3,6,8,13,0,34,78,13,47,39,54,111,126,101,21,579
POA5583,17,5,10,5,9,13,15,9,0,85,91,48,50,63,86,167,211,110,26,859
POA5600,81,47,50,58,71,83,38,22,15,455,996,601,734,719,941,1000,678,432,183,6286
POA5601,0,0,0,0,0,0,3,0,0,4,0,3,3,0,10,23,26,7,0,83
POA5602,26,7,15,19,30,16,26,13,0,156,221,90,146,140,165,215,238,101,29,1346
POA5603,3,0,3,0,0,8,8,4,0,30,86,28,48,37,47,87,76,19,10,430
POA5604,0,0,0,0,0,3,3,0,0,8,24,9,16,10,26,50,40,22,4,199
POA5605,26,5,11,17,10,25,34,29,3,157,267,133,140,166,214,289,362,240,112,1915
POA5606,251,165,166,142,166,166,124,94,62,1333,2590,1623,1807,1616,1771,1901,1615,957,429,14300
POA5607,89,47,64,90,113,95,89,22,7,625,1086,407,492,709,751,872,779,268,40,5396
POA5608,302,174,185,158,180,185,90,80,33,1380,2369,1613,1732,1402,1797,1865,1294,877,245,13195
POA5609,24,11,25,9,13,5,3,7,6,102,448,244,319,272,261,174,109,86,17,1928
POA5611,0,0,0,3,5,0,8,0,0,16,16,11,3,11,28,19,24,13,0,124
POA5630,0,0,0,0,0,4,0,0,0,3,24,18,15,17,28,23,13,8,0,130
POA5631,6,4,4,3,9,3,10,13,0,55,231,105,108,117,143,115,114,71,38,1047
POA5632,7,0,0,0,0,8,0,0,0,17,72,24,28,18,31,36,7,9,0,220
POA5633,6,3,4,4,0,0,4,0,0,16,62,23,35,20,28,52,28,14,6,263
POA5640,4,13,9,9,13,21,12,18,7,98,189,83,110,110,122,153,136,100,46,1044
POA5641,17,3,13,13,9,8,8,9,4,81,216,67,103,122,114,149,113,80,37,1006
POA5642,6,0,5,4,9,0,0,0,0,23,42,33,15,22,40,43,25,8,0,230
POA5650,9,7,4,0,6,5,5,0,0,41,40,24,17,21,27,18,10,0,3,169
POA5651,0,0,0,0,0,4,4,0,0,10,5,7,3,0,15,20,10,0,0,60
POA5652,8,4,5,7,13,11,3,3,6,66,140,46,74,91,76,103,95,43,33,694
POA5653,0,5,0,4,0,3,0,0,0,16,16,7,0,6,9,18,3,0,0,67
POA5654,13,6,0,0,4,6,0,0,0,28,48,14,19,27,40,43,19,18,6,233
POA5655,0,0,0,0,0,0,0,0,0,4,27,3,9,13,13,10,14,6,0,98
POA5660,0,0,0,0,0,0,0,0,0,4,8,5,6,4,3,7,0,0,0,34
POA5661,4,0,4,10,0,4,0,0,0,24,38,7,12,17,17,15,14,11,0,139
POA5670,9,9,0,10,4,18,6,0,0,64,106,37,31,78,53,105,91,39,8,550
POA5671,0,3,3,0,0,4,0,5,0,16,29,13,19,20,26,38,31,13,0,206
POA5680,35,19,18,20,26,38,43,20,14,221,358,135,200,217,274,402,445,129,65,2223
POA5690,142,57,82,87,103,91,63,25,4,657,840,450,606,503,661,656,542,198,47,4506
POA5700,302,166,179,179,197,193,136,66,18,1439,2064,1265,1622,1264,1441,1655,1282,735,233,11563
POA5701,0,4,0,5,0,5,3,0,0,19,6,4,5,7,3,18,14,7,0,70
POA5710,47,77,267,188,66,46,25,15,10,735,512,286,536,434,316,306,237,101,26,2750
POA5713,0,0,0,0,0,0,0,0,0,3,9,5,0,0,4,3,0,0,0,28
POA5715,0,0,0,0,0,0,0,0,0,0,8,5,3,3,3,9,0,0,0,38
POA5717,0,3,6,0,0,13,11,0,0,26,3,6,9,6,12,36,20,0,0,90
POA5719,0,6,9,5,0,0,0,0,0,19,3,21,12,14,7,17,18,3,0,103
POA5720,0,25,57,31,34,26,3,0,0,180,23,91,237,157,172,128,36,5,3,858
POA5722,6,0,0,0,0,9,7,5,0,31,27,22,17,22,32,63,64,26,10,272
POA5723,44,50,127,86,85,120,107,73,12,705,263,219,483,371,344,491,441,245,32,2880
POA5724,0,0,4,3,13,11,7,0,0,41,12,7,28,21,22,47,39,7,0,189
POA5725,103,145,411,315,287,184,23,5,0,1477,997,639,1725,1404,1087,744,113,20,3,6740
POA5730,0,6,10,0,4,17,5,0,0,41,20,19,19,15,21,53,33,12,0,195
POA5731,9,27,64,93,126,104,44,5,3,476,37,56,121,187,224,209,76,15,3,919
POA5732,3,5,8,8,10,13,16,0,0,66,26,31,45,47,82,113,73,11,0,424
POA5733,0,3,10,0,4,14,6,5,0,43,28,18,38,25,43,63,44,27,4,281
POA5734,5,0,8,0,0,0,0,0,0,19,25,16,20,8,18,35,32,0,0,153
POA5950,0,0,0,0,0,4,0,0,0,5,0,0,3,9,6,23,4,0,0,44
POA6000,73,371,701,457,405,301,203,106,55,2678,975,2063,4917,2845,1737,1406,886,359,138,15331
POA6003,29,52,168,65,61,43,20,10,0,455,285,420,1279,650,374,323,208,80,22,3638
POA6004,132,149,429,350,277,205,131,50,12,1737,939,1287,3600,2285,1499,1424,1001,371,108,12511
POA6005,23,49,135,78,70,49,38,16,4,472,482,603,1896,1152,655,603,427,262,114,6196
POA6006,77,56,92,88,64,60,49,21,16,506,1476,990,1652,1508,1232,1118,723,400,247,9349
POA6007,42,62,135,61,61,43,38,7,11,466,1082,801,1737,1263,1003,754,646,300,224,7809
POA6008,205,123,173,170,152,127,142,106,55,1250,2723,1690,2445,2327,2054,1928,1828,1046,344,16385
POA6009,237,265,177,178,134,159,168,149,66,1528,3265,4154,2127,2167,2290,2031,2047,1367,586,20039
POA6010,160,159,139,117,144,121,131,95,109,1176,3225,2531,1831,1983,2524,2156,1949,1459,735,18392
POA6011,68,87,46,71,63,69,50,48,45,549,1503,1297,922,902,1263,1218,1027,619,245,8996
POA6012,88,91,70,72,83,80,51,43,33,611,1539,1177,968,1110,1305,1078,929,566,218,8894
POA6014,184,102,118,118,108,111,88,59,42,935,4364,2528,2538,3188,3004,2364,1789,1115,696,21572
POA6015,60,47,19,17,45,43,33,30,13,300,1214,968,368,561,1075,962,606,556,303,6617
POA6016,117,71,79,88,72,54,42,13,3,547,2205,1098,1695,1920,1492,1046,685,304,167,10602
POA6017,36,37,107,70,39,34,19,11,0,353,498,415,1331,824,416,362,306,177,67,4387
POA6018,424,275,349,316,282,202,181,195,186,2406,7752,4562,5523,6225,5453,4265,3497,2595,1372,41253
POA6019,215,169,308,258,187,113,131,55,11,1454,3956,2459,4338,3813,3147,2416,1777,1129,438,23461
POA6020,208,123,76,129,164,117,123,74,22,1043,4223,2402,1535,2712,3033,2811,3049,1507,487,21763
POA6021,187,124,186,190,163,143,110,102,38,1253,3418,2162,2892,3066,2660,2389,2072,1471,643,20764
POA6022,46,31,20,39,37,16,24,15,8,239,1022,495,647,729,629,507,638,343,78,5087
POA6023,155,71,58,90,107,60,72,39,23,678,3456,1686,1152,2215,2244,1697,1851,982,318,15594
POA6024,150,94,62,102,113,77,68,36,6,717,2615,1445,1528,1951,1757,1366,1668,838,180,13344
POA6025,324,183,210,233,227,167,120,58,38,1573,6021,3503,3590,4239,4103,3851,3445,1507,443,30702
POA6026,188,124,87,129,141,125,104,59,58,1018,4146,2593,1758,2934,2899,3225,2791,1168,741,22260
POA6027,450,339,346,370,368,402,233,188,134,2828,7516,5311,5112,5686,5622,5759,4354,1890,767,42019
POA6028,204,209,132,148,223,159,79,28,7,1188,4382,3411,2143,2722,4004,3493,1812,693,195,22863
POA6029,25,26,21,16,20,15,11,4,0,144,522,377,200,334,408,343,308,189,72,2751
POA6030,700,440,347,377,380,270,149,110,67,2848,8016,5560,5099,5143,5713,4531,2772,1856,772,39485
POA6031,299,163,143,165,144,91,56,18,0,1073,4690,2499,2875,2974,2394,1574,842,298,56,18202
POA6032,0,3,0,0,5,7,4,0,0,20,28,24,15,18,35,45,18,6,0,183
POA6033,6,3,7,8,6,8,3,0,0,38,78,50,50,52,65,71,43,9,6,435
POA6034,67,30,56,38,25,15,6,0,0,234,1033,419,821,541,355,206,143,47,0,3562
POA6035,220,101,98,118,92,69,45,19,5,762,2743,1138,1387,1468,1328,1046,832,464,146,10555
POA6036,303,189,169,144,164,82,42,28,4,1141,3982,2648,2347,2468,2529,1548,944,391,78,16937
POA6037,90,43,25,63,51,43,27,14,6,351,864,356,403,438,530,469,356,177,30,3615
POA6038,153,76,99,96,82,40,14,9,0,570,2707,1151,1921,1649,1170,664,401,146,37,9853
POA6041,19,6,7,15,18,16,28,21,0,127,234,146,130,150,223,213,264,129,25,1520
POA6042,4,0,0,0,5,4,8,5,0,28,8,3,6,5,12,18,42,9,0,105
POA6043,0,0,0,0,10,3,4,0,0,20,10,16,17,3,37,55,63,28,3,220
POA6044,19,7,16,6,16,23,23,13,0,123,120,88,157,105,157,218,242,118,33,1239
POA6050,128,103,136,114,115,92,94,129,111,1025,2223,1944,2303,2079,1984,1802,1491,1009,708,15545
POA6051,133,97,198,162,120,76,68,20,3,883,1720,1306,3059,2378,1518,1207,1033,440,120,12783
POA6052,107,79,69,75,92,62,51,24,20,573,2000,1263,1555,1789,1556,1397,990,493,236,11276
POA6053,125,99,112,130,125,99,70,51,53,863,2617,1456,2277,2349,2040,1718,1300,737,431,14916
POA6054,314,189,221,227,198,192,139,74,22,1574,3735,2234,2839,2961,2737,2576,2001,1055,404,20546
POA6055,396,221,416,339,214,140,93,44,11,1872,7706,3354,6296,5619,3435,2611,1688,749,238,31684
POA6056,625,471,520,511,544,440,333,220,177,3848,7018,5014,5497,5169,5401,5179,4153,2459,990,40876
POA6057,235,135,151,130,123,118,59,38,16,1002,3118,1955,2142,2127,2071,2047,1510,890,306,16164
POA6058,190,125,110,164,109,100,77,32,23,926,2491,1469,1798,1900,1591,1462,1340,649,262,12958
POA6059,202,182,137,175,195,155,131,97,49,1325,3713,2772,2916,3052,3249,2999,2473,1821,790,23783
POA6060,234,168,332,237,209,173,100,60,29,1553,3546,2337,5339,4220,2947,2570,1974,1216,757,24906
POA6061,846,485,656,616,426,326,225,116,37,3737,8065,4851,8302,6646,4319,3858,2879,1524,534,40984
POA6062,352,256,291,278,243,237,150,110,47,1950,5500,3804,4998,4622,4079,3899,3535,2224,855,33507
POA6063,289,152,167,138,126,116,59,23,8,1073,3161,2007,2006,2145,1863,1793,1199,451,131,14751
POA6064,533,292,288,298,269,225,187,95,20,2210,5914,4113,4088,4074,3905,3737,2862,1456,490,30643
POA6065,814,484,459,495,464,309,214,123,57,3418,15415,8484,8725,10725,9043,6377,4631,2498,910,66815
POA6066,287,174,156,134,145,145,88,29,15,1166,3540,2591,2305,2182,2425,2702,1498,652,190,18092
POA6067,0,0,0,0,0,5,0,0,0,6,21,6,23,18,6,9,0,0,0,83
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA6069,836,424,371,418,362,223,122,54,17,2828,11700,5867,6482,7140,5688,3881,2493,1334,439,45014
POA6070,44,22,11,19,30,28,15,6,6,186,750,373,226,474,549,504,426,237,51,3589
POA6071,24,26,16,24,37,23,18,6,4,181,585,374,260,360,524,501,426,201,56,3290
POA6072,12,11,7,3,4,10,9,0,0,55,133,100,74,94,119,132,95,43,14,796
POA6073,34,24,17,20,32,26,25,16,11,199,494,306,237,305,437,456,419,290,136,3077
POA6074,12,6,6,12,12,14,5,0,4,68,168,102,91,104,141,143,141,58,17,951
POA6076,206,121,73,142,155,141,120,119,60,1136,3939,2513,1481,2393,3089,2848,2823,1872,666,21616
POA6077,18,14,8,8,11,14,20,10,0,102,187,211,93,120,178,285,282,186,35,1584
POA6078,13,16,9,10,7,13,12,0,0,78,165,130,69,106,114,151,130,43,5,916
POA6079,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,9,5,0,34
POA6081,58,30,35,32,41,39,27,6,3,263,931,576,439,573,733,722,501,225,53,4754
POA6082,41,37,30,32,23,27,24,13,0,241,675,372,353,422,444,484,337,156,30,3269
POA6083,30,32,20,30,56,40,26,17,4,236,531,408,216,348,640,615,387,176,43,3360
POA6084,136,111,80,79,114,110,56,24,7,718,1752,1164,944,1040,1354,1219,815,323,67,8681
POA6090,0,0,4,0,0,0,0,0,0,5,0,0,9,5,3,0,4,0,0,22
POA6100,155,194,281,254,227,190,113,47,6,1473,2154,1981,3436,2766,1976,1851,1295,508,179,16148
POA6101,190,179,275,195,162,109,49,37,14,1213,2709,2025,3616,2812,2119,1647,1230,560,234,16965
POA6102,126,228,291,159,120,74,89,178,257,1519,1628,2675,3272,1756,1127,927,833,861,737,13817
POA6103,112,101,180,172,139,88,50,31,8,872,1483,1219,2728,1788,1180,1121,749,380,129,10778
POA6104,230,167,290,210,196,159,94,88,104,1536,2343,1703,2687,2263,1967,1758,1319,712,417,15171
POA6105,224,193,234,194,150,122,74,39,17,1250,2912,1998,2963,2441,1843,1538,1145,702,322,15848
POA6106,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,4,3,0,0,24
POA6107,719,531,711,522,374,286,144,92,32,3425,9635,6390,9649,7866,5092,4111,2892,1519,565,47725
POA6108,360,219,192,204,174,150,108,63,17,1493,4611,2870,2920,3268,2933,2741,2391,1205,335,23286
POA6109,253,133,167,194,153,124,77,51,35,1191,2726,1636,1908,2022,1546,1297,1051,578,213,12968
POA6110,751,375,415,428,371,277,241,191,182,3224,9932,5622,5816,6812,5543,4356,3362,1837,799,44079
POA6111,403,253,235,224,290,211,131,96,62,1900,4318,2732,2690,2986,3067,3003,2631,1215,374,23009
POA6112,1305,647,779,755,517,400,245,136,66,4847,17703,7859,11031,12092,7587,6021,4249,2057,650,69250
POA6121,43,28,11,23,41,28,18,0,4,194,593,422,235,354,484,496,308,112,23,3033
POA6122,411,146,184,177,117,87,54,34,8,1224,6005,2386,3567,3336,2298,1732,1107,463,141,21031
POA6123,40,19,32,18,22,16,10,5,0,169,548,270,390,255,246,229,157,52,21,2165
POA6124,22,5,12,17,17,14,9,0,0,94,272,106,103,150,190,188,93,66,18,1177
POA6125,45,39,86,131,122,76,52,28,7,574,575,412,346,433,606,522,366,215,47,3516
POA6126,0,6,0,7,0,10,0,0,0,22,39,23,11,30,36,52,41,19,3,258
POA6147,203,134,125,144,122,91,75,41,11,949,2748,1715,2114,2218,1766,1710,1509,764,210,14760
POA6148,147,115,68,116,111,101,86,83,65,907,3507,2424,1654,2564,2495,2107,1937,1306,574,18565
POA6149,124,90,56,87,69,102,110,74,73,779,3442,2101,1629,2448,2303,2325,2559,1157,507,18476
POA6150,156,165,164,157,163,159,207,204,205,1587,2069,2074,1316,1517,1651,1686,1769,1112,604,13792
POA6151,157,161,179,145,130,145,128,68,39,1142,2450,2237,2432,2250,2242,2149,1925,915,293,16899
POA6152,227,207,243,167,182,177,144,146,189,1682,3838,3720,3932,3383,2901,2859,2675,1551,941,25793
POA6153,179,129,107,146,169,144,110,61,18,1053,3712,2535,2165,2866,2788,2697,2426,1293,515,21000
POA6154,82,49,44,69,62,47,41,40,37,473,1938,1265,928,1383,1430,1158,959,759,567,10390
POA6155,473,570,702,641,481,275,152,91,26,3418,10919,7635,5657,8222,7644,5825,4451,1889,646,52891
POA6156,215,143,109,122,144,122,72,53,38,1016,3471,2287,1917,2258,2610,2080,1506,1063,639,17839
POA6157,137,83,92,86,126,86,76,72,40,797,2433,1524,1734,1908,1935,1694,1462,861,436,13985
POA6158,85,58,39,74,68,53,50,53,74,558,1362,895,710,893,1156,1046,813,463,259,7605
POA6159,33,29,29,34,30,31,28,14,0,240,458,365,463,490,447,601,513,300,111,3745
POA6160,92,155,229,182,225,180,111,77,46,1279,1011,1076,1682,1359,1364,1325,1064,531,202,9612
POA6161,0,3,14,13,3,5,12,7,0,56,24,44,74,52,37,81,60,35,3,415
POA6162,144,96,109,118,128,99,93,37,20,837,1912,1137,1384,1605,1692,1638,1317,667,316,11678
POA6163,629,452,530,502,483,423,330,250,218,3814,8437,6079,7604,7211,6832,6822,5584,3324,1451,53341
POA6164,828,536,538,546,441,301,183,92,48,3512,14625,8129,10320,11011,8513,5889,3800,1611,565,64451
POA6165,0,0,4,4,4,5,0,0,0,19,4,12,7,10,13,9,4,3,0,75
POA6166,136,86,89,85,112,103,93,57,14,769,1926,1158,1173,1429,1465,1460,1176,615,182,10581
POA6167,525,462,762,652,425,235,143,66,17,3297,5893,3418,4354,4485,3557,2762,1979,1034,362,27851
POA6168,369,467,481,320,285,240,217,177,125,2690,3495,2921,3122,2686,3054,3458,3121,1997,805,24662
POA6169,618,287,311,330,319,309,181,178,171,2708,6734,3908,3925,4066,4430,4752,3372,2017,756,33961
POA6170,300,147,173,187,136,76,30,10,4,1055,4475,2125,3138,2987,1902,1221,656,254,48,16812
POA6171,707,313,378,344,267,163,106,69,8,2362,10082,4445,6054,5699,4115,2752,1912,1035,166,36249
POA6172,290,127,122,125,126,78,50,36,35,989,2980,1836,1551,1576,1880,1546,891,498,213,12968
POA6173,204,108,54,104,96,57,29,7,3,666,3103,1809,1199,1855,1984,1131,507,222,51,11860
POA6174,114,57,48,53,55,17,15,10,0,378,1428,837,848,821,692,440,254,120,20,5465
POA6175,70,42,32,39,38,24,11,4,4,268,979,522,454,536,561,402,233,103,31,3817
POA6176,41,22,21,15,13,10,9,9,0,148,550,245,406,245,219,185,130,43,15,2023
POA6180,136,50,52,48,43,29,22,14,3,396,1727,802,955,943,716,500,481,317,43,6492
POA6181,0,3,0,0,0,5,8,0,0,14,73,63,31,54,90,74,45,16,6,451
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,30,18,13,16,27,16,9,0,0,127,286,115,131,169,175,173,107,38,10,1194
POA6208,251,127,109,106,116,120,107,88,55,1090,2401,1284,1249,1316,1401,1569,1663,1056,326,12250
POA6209,23,25,19,16,31,29,40,19,7,214,245,223,153,166,258,306,329,180,40,1911
POA6210,1110,680,578,600,680,591,568,510,377,5695,12365,7612,7021,7494,8564,9508,9829,6510,2551,71463
POA6211,118,61,33,58,80,70,53,34,6,517,1602,775,713,921,994,1044,1210,580,76,7910
POA6213,8,5,5,9,20,16,10,7,0,81,117,52,61,71,109,112,103,38,18,672
POA6214,14,11,3,7,7,7,5,0,0,53,138,88,47,90,95,94,89,28,4,675
POA6215,62,48,30,52,65,59,51,31,28,435,690,409,351,475,575,637,565,289,98,4096
POA6218,6,4,3,0,10,4,9,0,0,42,109,59,53,54,56,87,73,17,12,516
POA6219,11,11,3,3,4,12,3,3,0,48,98,68,51,63,98,106,66,28,12,591
POA6220,64,39,32,28,55,59,35,43,21,375,747,386,530,506,555,542,527,341,146,4289
POA6221,0,24,10,0,12,7,5,0,0,55,30,160,27,30,52,58,30,14,6,401
POA6223,0,5,0,0,0,0,0,0,0,4,27,15,10,18,32,25,10,10,0,150
POA6224,31,16,14,17,17,18,16,7,0,132,227,158,124,132,178,162,151,78,18,1230
POA6225,221,103,110,123,122,117,84,50,23,948,1622,939,917,1030,1183,1316,1170,570,181,8923
POA6226,9,4,8,8,5,7,13,3,0,54,207,105,82,121,136,132,87,22,0,892
POA6227,5,0,7,8,3,4,4,0,0,37,199,75,69,125,100,93,68,35,4,766
POA6228,0,0,0,0,11,0,3,4,0,16,23,17,3,12,22,21,28,10,3,143
POA6229,0,0,0,4,4,10,4,5,0,27,7,4,7,15,26,39,51,21,4,170
POA6230,703,506,672,593,561,455,299,185,108,4076,8262,5175,5488,5667,5968,5551,4429,2416,1020,43978
POA6232,200,98,104,85,101,77,79,78,88,902,2382,1190,1488,1469,1271,1163,967,675,314,10917
POA6233,326,185,137,176,149,160,112,48,13,1311,4513,2199,2230,2697,2451,2406,1894,884,202,19478
POA6236,25,19,12,11,37,22,21,10,0,164,377,213,184,224,346,360,267,117,33,2118
POA6237,40,27,15,21,29,27,38,8,0,217,509,241,182,321,359,432,340,119,28,2534
POA6239,71,39,36,42,46,39,54,31,5,361,831,434,391,499,598,674,610,323,105,4470
POA6240,0,0,0,0,0,0,5,10,0,12,17,9,7,15,16,39,33,22,0,166
POA6243,0,0,0,0,4,0,0,0,0,8,13,15,3,11,6,13,18,9,4,89
POA6244,52,11,19,18,32,40,25,21,5,213,302,100,119,173,197,258,199,140,26,1525
POA6251,0,0,0,0,0,10,3,0,0,16,50,22,20,30,46,57,45,16,0,288
POA6252,3,0,0,0,3,6,0,0,0,10,20,6,16,17,18,32,21,17,0,138
POA6253,7,9,3,5,6,6,14,8,0,48,78,47,44,63,73,119,169,63,13,666
POA6254,10,9,5,17,15,18,3,0,0,76,79,49,63,82,91,128,67,41,10,615
POA6255,67,30,28,36,54,52,60,29,9,367,728,322,327,424,565,702,776,348,95,4276
POA6256,10,3,4,10,0,9,0,4,3,47,89,36,31,50,58,78,52,31,4,426
POA6258,107,70,44,61,100,78,62,33,11,562,1130,697,661,692,821,996,747,402,142,6289
POA6260,31,14,29,25,29,29,25,13,7,198,224,139,185,194,226,265,207,89,44,1569
POA6262,9,6,9,15,16,21,14,7,0,96,99,43,47,64,112,140,109,54,9,682
POA6271,63,41,20,33,48,30,36,16,6,280,663,344,305,385,500,468,398,183,43,3280
POA6275,35,11,17,30,33,31,37,35,6,222,205,82,94,182,171,277,317,145,26,1503
