POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
POA2119,0,0,0,6,14,6,13,4,0,0,0,7,0,0,0,52,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,10,0,0,3,14,11,7,12,6,0,3,0,0,0,0,0,68,0,0,3,14,13,26,19,14,0,0,0,4,0,0,0,103,0,0,0,11,56,53,49,15,4,0,4,3,0,0,5,196,0,0,0,0,22,14,9,0,0,0,0,0,0,0,0,64,0,0,0,0,3,5,4,4,0,3,0,0,0,0,0,19,13,17,73,55,46,56,90,26,5,0,0,0,10,3,17,408,0,0,7,3,7,13,17,10,6,0,4,0,0,0,0,55,0,0,0,31,29,7,7,7,4,5,0,0,0,0,0,97,15,20,26,50,63,53,39,43,4,9,11,4,0,0,6,340,41,90,192,371,777,820,1089,521,81,138,96,119,63,20,84,4505
POA2120,0,0,0,15,37,28,75,40,26,18,19,23,10,0,4,296,0,3,3,11,19,7,4,0,0,0,0,0,0,0,0,58,0,0,3,8,18,25,21,16,5,3,0,3,0,3,0,105,0,0,7,22,27,59,98,40,9,9,4,6,0,0,0,290,0,0,0,15,63,67,46,15,4,3,3,12,4,0,0,236,0,0,0,0,23,34,18,9,0,3,0,0,0,0,3,99,0,0,5,0,7,11,27,7,0,0,0,0,0,0,0,58,22,47,167,114,104,91,229,90,16,24,0,7,4,3,13,932,0,0,11,20,15,23,49,24,6,5,0,6,0,0,0,149,0,0,5,15,35,11,3,13,0,0,0,4,0,0,0,88,23,30,61,106,93,154,187,132,20,11,11,21,7,0,10,864,71,181,446,536,1067,1465,2039,1011,228,196,163,209,72,33,90,7812
POA2121,0,0,0,8,40,36,43,76,23,41,53,43,19,12,6,422,0,0,0,3,21,4,3,0,0,0,0,4,0,0,0,40,0,0,3,9,24,23,51,36,7,10,0,12,6,0,5,187,0,0,4,18,24,21,44,15,9,0,3,4,3,0,0,143,0,0,5,12,111,89,90,40,17,14,19,16,8,3,5,425,0,0,0,4,77,126,72,36,12,7,20,17,12,0,8,404,0,0,0,3,13,24,28,22,9,7,4,9,3,0,6,129,9,38,105,88,63,77,122,42,3,9,8,13,8,3,11,609,0,3,7,15,11,15,39,33,11,12,6,7,8,0,0,166,0,0,0,81,59,15,38,25,9,6,24,15,16,0,4,293,24,22,49,84,123,144,169,125,38,43,46,51,43,7,12,993,70,180,360,727,2299,3219,4745,2964,851,1023,1064,1163,501,169,252,19576
POA2122,0,0,11,20,71,63,82,107,15,20,37,54,16,0,9,519,0,0,0,9,26,5,4,4,10,0,0,0,0,0,0,62,0,0,9,23,36,24,28,26,0,3,9,10,10,0,0,175,0,0,4,10,17,28,39,21,0,4,0,3,5,0,4,134,0,0,5,18,85,108,55,16,10,9,12,9,8,0,0,335,0,0,0,0,58,73,49,54,9,17,22,21,0,0,0,319,0,0,0,4,23,27,48,24,4,10,9,6,3,0,0,161,12,48,94,80,63,60,51,45,9,6,5,6,0,0,5,489,0,0,5,8,4,11,26,22,5,12,6,3,7,7,0,115,0,0,0,78,61,26,34,48,12,26,27,60,37,0,8,418,13,33,86,94,175,189,190,125,57,68,52,51,29,0,13,1170,81,271,558,822,2576,2942,4048,2472,660,705,763,962,389,81,296,17623
POA2125,0,0,0,21,27,14,17,8,0,0,0,0,0,0,5,98,0,0,7,5,19,4,4,0,0,0,0,0,0,0,0,37,0,0,6,14,32,15,18,11,0,0,0,3,3,0,0,100,0,0,0,13,40,34,92,20,12,0,9,11,12,4,0,245,0,0,3,14,126,105,49,12,5,0,0,4,0,0,0,319,0,0,0,3,44,31,12,5,0,0,0,0,0,0,5,100,0,0,0,0,10,9,11,0,0,0,0,0,0,0,0,39,13,43,78,76,91,69,110,61,10,0,5,0,3,0,0,558,0,5,7,7,15,19,24,8,0,5,6,0,5,0,0,82,0,0,0,39,26,7,11,0,0,0,0,6,0,0,0,95,11,27,46,80,93,118,100,30,8,6,12,11,5,0,11,566,43,172,317,588,1455,1475,1569,621,113,85,76,105,83,12,69,6780
POA2126,0,0,9,32,59,43,23,20,0,0,0,0,0,0,0,182,0,0,0,5,30,3,0,0,0,0,3,0,0,0,0,36,0,0,4,13,44,28,79,28,8,11,8,0,4,0,0,230,0,0,7,22,27,68,164,45,24,28,15,42,27,10,5,480,0,0,0,22,130,159,151,52,11,4,12,19,3,5,5,585,0,0,0,0,33,45,26,6,0,0,0,0,4,0,0,120,0,0,0,0,4,8,0,6,0,0,0,0,0,0,0,30,4,43,93,71,92,88,158,94,11,17,17,14,0,0,17,735,0,0,4,0,7,17,32,21,0,9,6,4,0,0,0,98,0,0,0,28,25,14,8,9,5,5,3,0,0,0,0,99,16,15,55,80,119,131,172,48,25,34,21,11,5,0,5,726,31,140,343,521,1595,1895,2784,1241,282,289,266,272,117,53,123,9948
POA2127,0,0,0,29,96,79,90,68,30,23,26,34,9,4,14,497,0,0,0,6,12,4,12,6,6,6,0,5,0,0,0,62,0,0,3,3,19,16,22,19,7,0,3,5,5,0,0,102,0,0,6,9,12,26,48,29,11,10,0,5,0,5,0,153,0,0,0,5,34,32,25,22,7,4,5,3,4,0,3,138,0,0,0,0,6,22,38,38,12,12,13,12,0,0,3,158,0,0,0,0,16,8,44,22,8,7,5,5,3,0,0,124,0,12,30,34,50,55,80,77,16,12,10,22,3,5,4,398,0,0,0,0,14,11,11,10,12,3,13,12,13,3,0,103,0,0,0,57,46,23,17,27,0,13,4,0,7,0,7,209,0,8,27,76,115,161,261,316,152,160,169,179,65,19,27,1740,9,48,141,404,1016,1778,3630,2876,816,782,738,820,335,116,204,13708
POA2128,0,0,0,0,14,10,9,10,0,5,4,4,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,8,0,0,0,0,0,0,8,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,6,3,6,0,0,3,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,8,3,0,3,3,0,0,0,0,0,0,42,62,0,4,11,23,14,28,28,17,8,4,5,3,0,5,63,212,0,8,38,69,134,210,296,214,50,38,55,34,10,5,284,1447
POA2130,0,0,0,14,17,16,22,11,7,3,8,3,3,0,0,111,0,0,0,0,4,4,8,0,0,0,3,0,0,0,0,24,0,0,0,6,8,0,3,6,0,0,0,0,0,0,0,24,0,0,0,5,6,3,0,7,0,0,0,0,0,0,0,26,0,0,0,0,4,5,4,4,0,0,0,7,0,0,0,21,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,16,0,0,0,0,4,7,13,16,0,3,0,3,0,0,0,48,5,8,33,26,37,53,74,49,9,6,4,8,0,0,4,311,0,0,0,6,17,10,15,13,9,5,6,4,0,0,0,86,0,0,0,14,11,6,7,3,3,5,0,0,3,0,4,59,3,13,28,59,62,52,61,44,14,12,11,10,6,0,15,399,11,74,167,210,309,340,487,278,74,81,83,86,29,9,99,2326
POA2131,0,0,0,18,113,98,109,110,28,40,49,63,12,8,18,669,4,7,11,14,41,7,16,8,0,0,3,0,0,0,0,121,0,3,0,9,18,11,8,9,0,3,0,8,0,0,0,79,0,0,0,6,16,15,18,5,0,3,0,0,0,0,0,68,0,0,3,4,17,8,12,3,0,5,3,0,4,0,0,66,0,0,0,0,7,13,17,31,7,11,5,7,3,0,0,99,0,0,0,0,26,40,114,106,30,22,11,14,4,0,16,375,8,31,101,78,55,76,106,73,15,3,10,3,6,0,16,570,0,0,6,4,6,19,16,15,9,6,6,6,0,0,4,98,0,0,4,79,62,46,38,37,5,12,11,16,12,0,13,340,20,28,136,184,172,147,183,161,57,57,45,78,12,6,35,1320,68,262,631,750,1348,1448,2180,1672,534,672,772,732,204,52,361,11683
POA2132,0,0,0,17,31,26,26,16,4,0,0,7,0,0,4,140,5,3,0,4,13,10,3,0,0,0,0,0,0,0,0,26,0,0,6,0,4,4,12,0,0,0,5,6,0,0,0,33,0,0,0,3,0,13,9,0,0,0,0,0,0,0,0,24,0,0,0,0,19,9,5,0,0,0,0,0,0,0,3,35,0,0,0,0,9,5,9,7,0,3,6,0,3,0,0,38,0,0,0,0,3,7,14,14,4,4,5,0,0,0,0,54,0,16,36,30,34,28,50,17,4,0,0,0,0,4,7,219,0,0,0,5,5,8,22,8,3,3,0,3,4,0,0,57,0,0,3,70,65,24,29,19,15,0,0,17,5,0,3,247,4,20,56,95,76,49,45,55,16,15,15,15,5,4,14,485,25,252,506,456,673,613,828,417,121,89,130,150,43,12,96,4419
POA2133,0,0,0,23,42,28,30,13,10,6,0,7,3,0,5,159,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,26,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,19,0,0,5,4,6,3,5,0,0,0,4,0,0,0,0,28,0,0,4,7,16,0,7,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,5,7,12,11,5,7,0,5,0,3,0,0,49,6,7,34,26,23,19,24,17,6,0,0,0,5,0,5,162,0,0,0,0,0,3,7,6,0,0,4,0,0,0,3,34,0,0,0,49,39,12,14,8,8,0,0,0,0,0,7,138,3,21,96,137,137,101,86,52,10,14,18,9,5,0,13,712,26,201,598,532,739,632,650,295,76,66,78,41,30,0,84,4055
POA2134,0,0,0,6,37,32,48,44,6,19,32,54,16,0,13,313,0,4,3,4,7,3,0,6,0,0,3,5,0,0,0,34,0,0,0,0,10,3,22,10,5,7,5,0,0,0,0,80,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,18,0,0,0,5,19,7,12,10,0,0,7,3,0,0,0,68,0,0,0,0,34,33,42,98,33,38,44,40,10,0,8,376,0,0,0,0,7,14,41,86,21,9,19,19,5,0,17,223,0,4,28,19,12,12,21,23,0,3,5,6,0,0,0,145,0,0,0,3,0,4,4,5,0,5,0,4,4,0,0,36,0,0,0,141,81,35,54,91,31,40,44,59,14,3,20,608,11,27,42,87,91,77,80,64,44,44,47,55,20,0,12,704,41,190,352,508,1017,1203,2072,1924,748,1061,1432,1274,374,41,352,12591
POA2135,0,0,0,16,40,35,33,31,3,14,33,43,15,0,3,285,4,0,5,0,19,7,0,3,0,0,0,0,0,0,0,36,0,3,5,12,17,15,16,8,3,3,0,8,0,3,0,92,0,0,5,15,10,6,15,7,4,0,0,0,0,0,0,61,0,0,4,51,241,158,53,38,0,5,3,5,0,0,41,618,0,0,0,0,32,37,25,30,9,16,8,9,7,0,0,160,0,0,0,5,5,18,34,38,18,7,5,7,3,0,4,142,10,14,28,35,21,19,28,32,4,3,9,4,0,0,3,206,0,0,0,6,3,13,18,9,0,0,0,4,4,0,4,63,0,0,0,216,229,79,56,62,28,25,50,42,19,0,14,814,27,47,100,149,160,137,128,93,25,51,65,59,16,0,17,1075,84,344,557,1117,2087,1743,2104,1533,614,1027,1818,1582,459,40,424,15538
POA2136,0,0,0,9,16,27,10,9,0,15,0,10,3,0,7,107,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,4,0,4,5,0,3,0,0,0,0,0,23,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,3,79,47,25,11,3,0,0,3,0,0,0,180,0,0,0,0,7,5,3,5,0,3,0,0,0,0,0,27,0,0,0,3,12,4,11,9,0,3,0,0,0,0,0,46,0,6,17,22,13,15,13,15,3,0,0,8,0,0,5,112,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,19,0,0,0,44,45,17,6,9,5,0,0,0,0,0,0,135,10,20,51,75,58,42,61,33,16,17,22,27,5,0,9,439,13,126,288,371,617,517,671,384,92,109,115,126,44,16,73,3570
POA2137,0,0,4,16,58,47,39,48,13,13,8,25,10,0,4,296,0,0,0,3,26,4,17,6,0,0,0,0,0,0,0,58,0,0,0,10,21,11,13,9,0,0,4,6,0,0,5,79,0,0,11,17,28,42,48,17,4,5,8,7,0,0,5,182,0,0,3,16,53,37,27,16,0,0,0,9,0,0,4,162,0,0,0,3,24,18,8,16,4,5,3,4,0,0,0,83,0,0,0,3,17,15,31,19,5,5,5,3,0,3,0,104,17,38,107,101,69,85,154,85,10,13,18,22,0,0,19,732,0,0,3,13,11,16,17,17,3,8,7,9,8,0,5,105,0,0,0,95,107,19,13,12,5,0,7,10,0,0,10,283,31,59,149,230,164,175,157,123,52,46,40,35,10,3,27,1312,100,570,1126,1034,1496,1413,1845,1104,286,301,283,386,141,49,251,10389
POA2138,0,0,0,20,53,38,58,46,26,19,35,53,15,0,4,374,0,0,3,4,10,9,3,10,0,3,4,0,0,0,0,44,0,0,0,7,9,13,22,12,5,12,0,0,6,10,3,92,0,0,0,6,14,21,19,7,0,12,10,0,0,3,0,92,0,0,0,13,40,19,24,16,5,6,3,0,4,0,5,132,0,0,0,0,20,26,46,26,7,12,8,11,4,0,0,159,0,0,0,0,9,13,27,19,10,3,5,4,0,0,0,84,8,15,35,25,33,35,37,51,9,10,8,5,0,0,4,278,0,0,0,4,6,9,11,11,8,6,9,12,7,0,0,77,0,0,0,42,46,23,12,22,10,17,10,11,8,0,6,200,9,11,52,80,65,106,171,183,81,104,129,158,37,11,15,1212,21,162,346,423,888,1324,2773,2183,645,688,685,800,288,113,156,11480
POA2140,0,0,0,3,49,53,88,101,31,26,28,51,6,3,12,460,0,0,0,0,6,0,6,5,6,0,0,0,0,0,0,23,0,0,0,3,5,10,20,7,3,3,5,0,0,0,0,65,0,0,0,4,0,9,8,10,0,0,0,0,0,0,0,33,0,0,0,3,95,123,133,89,14,14,20,24,8,6,4,536,0,0,0,0,7,15,22,60,19,26,30,32,0,0,5,221,0,0,0,0,15,25,62,57,19,11,8,13,0,0,10,220,0,3,11,9,5,21,30,14,4,0,5,4,0,0,3,118,0,0,0,0,3,4,10,8,3,0,3,8,4,0,0,46,0,0,0,88,91,25,51,37,14,15,21,20,3,0,9,380,5,10,28,62,66,104,141,137,51,69,61,73,22,0,17,842,14,55,109,334,858,1296,3079,2616,950,1119,1370,1472,421,117,241,14066
POA2141,3,0,0,39,195,142,134,143,33,31,59,83,9,0,21,901,0,0,3,4,8,4,6,6,0,0,0,0,0,0,0,33,0,0,0,6,9,9,28,5,10,3,3,0,8,0,0,86,0,0,0,0,3,8,21,3,0,0,0,0,0,0,3,50,0,0,0,4,150,230,108,64,5,4,6,4,0,3,9,588,0,0,0,0,17,24,40,72,9,26,35,42,12,0,16,295,0,0,0,7,23,22,76,76,29,12,15,10,3,0,3,292,0,9,25,20,19,13,16,15,5,3,0,0,0,0,5,142,0,0,0,0,4,12,14,8,0,0,5,5,0,0,0,48,0,0,0,651,714,228,96,72,41,20,16,31,18,0,49,1939,6,17,177,310,342,334,338,226,57,76,82,114,20,0,55,2173,25,129,540,1483,2712,2888,4532,2856,839,1093,1322,1215,312,58,638,20634
POA2142,0,0,4,29,151,109,145,103,39,34,60,73,17,3,22,784,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,15,0,0,0,6,4,4,0,4,0,0,0,0,0,0,0,22,0,0,0,0,9,6,8,0,0,0,6,0,0,0,0,35,0,0,0,0,28,34,65,29,7,8,7,16,7,0,3,201,0,0,0,0,5,12,16,23,5,8,13,17,0,0,0,91,0,0,0,3,7,19,20,24,9,10,9,4,0,0,5,100,0,12,30,16,12,5,19,12,0,0,9,4,0,0,9,125,0,0,0,0,3,0,6,5,0,3,7,4,0,0,0,31,0,0,0,88,154,61,39,33,6,10,12,8,5,0,16,432,4,16,101,255,228,299,375,232,68,87,90,90,31,14,32,1920,20,103,443,931,1341,1758,3243,2508,727,1061,1540,1355,459,61,328,15861
POA2143,0,0,0,17,50,27,15,28,6,6,12,30,6,0,0,200,4,0,0,5,3,0,4,0,0,0,0,0,0,0,0,22,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,3,31,26,13,3,4,0,0,0,0,3,84,0,0,0,0,12,0,8,6,0,6,4,0,0,0,0,36,0,0,0,0,3,7,5,4,4,0,0,0,0,0,0,29,0,3,26,3,3,3,12,5,0,0,0,0,0,0,3,60,0,0,0,0,3,0,6,0,0,0,6,0,4,0,0,19,0,0,7,193,423,190,95,58,13,11,12,15,6,0,24,1047,9,5,46,84,97,131,159,97,18,23,32,24,18,0,15,758,22,55,188,480,906,795,1021,592,144,194,183,198,63,14,118,4961
POA2144,0,0,7,14,98,102,62,47,11,18,22,44,3,0,0,435,5,0,5,3,5,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,9,6,11,0,0,0,0,7,0,0,0,35,0,0,0,4,6,7,4,0,0,0,0,0,0,0,0,19,0,0,0,3,59,105,127,78,13,22,11,11,10,0,13,451,0,0,0,0,7,12,39,40,23,14,31,28,0,0,15,206,0,0,0,0,13,12,21,19,7,5,0,0,0,0,3,82,0,11,32,12,13,4,8,0,0,4,6,0,0,0,3,108,0,0,0,0,0,3,6,3,3,0,0,0,0,0,3,14,0,0,0,246,266,106,46,32,4,8,6,3,5,0,13,746,19,21,332,629,452,604,571,263,51,83,94,101,50,18,109,3398,38,110,740,1448,2002,2634,4861,3652,1049,1940,2776,2450,602,97,785,25175
POA2145,3,0,3,83,311,345,371,215,49,29,51,88,24,5,23,1619,5,0,13,5,67,16,12,9,0,0,0,0,0,0,10,130,0,6,0,9,19,17,58,20,9,5,7,16,3,0,4,167,0,0,3,16,31,35,52,14,5,9,4,0,0,5,7,177,0,3,7,29,400,849,991,615,64,60,65,83,41,17,61,3293,0,0,0,0,7,25,21,4,3,6,3,9,0,0,0,76,0,0,0,9,24,39,42,40,16,6,7,3,4,0,0,192,34,101,272,126,92,75,71,46,8,15,5,6,4,3,44,901,0,0,7,11,14,19,36,31,15,14,10,12,5,12,0,173,0,0,4,97,159,61,61,43,5,9,6,13,4,0,11,468,156,361,592,621,665,749,748,447,215,164,139,162,61,26,136,5247,261,854,1944,2008,3879,5516,10173,7037,2272,2500,2925,3072,1148,408,914,44916
POA2146,0,0,10,35,88,86,103,38,14,15,27,36,12,0,4,460,3,0,4,3,14,11,8,0,0,0,9,0,0,0,0,48,0,0,4,0,8,5,12,3,0,0,0,0,0,0,0,39,0,0,0,12,5,11,6,6,0,0,0,0,0,0,0,34,0,0,0,6,77,212,367,247,22,15,27,38,17,5,20,1054,0,0,0,5,4,4,0,13,0,0,0,0,0,0,0,30,0,0,0,0,11,11,16,11,4,0,0,0,0,0,0,54,11,33,84,47,36,17,36,11,4,0,6,3,0,0,0,289,0,0,0,0,5,6,13,8,0,0,0,0,3,0,0,41,0,0,0,14,22,12,7,9,0,0,0,0,0,0,0,66,15,59,119,105,90,129,154,99,23,24,21,35,16,3,18,903,40,163,373,395,723,1200,2594,1562,381,382,502,574,189,24,132,9232
POA2147,0,0,10,43,224,203,189,161,29,36,43,58,24,0,10,1032,5,7,6,8,34,12,14,3,0,0,0,0,0,0,0,85,0,0,0,5,18,3,12,9,0,0,0,0,0,0,0,64,0,3,5,29,29,24,46,17,0,10,5,0,0,0,0,152,0,0,8,13,98,202,304,235,23,32,33,46,7,3,9,1018,0,0,0,0,10,11,10,12,0,6,0,4,0,0,0,53,0,0,0,0,14,14,45,13,6,0,0,3,0,0,10,106,23,75,233,144,105,64,98,49,8,5,9,4,0,0,15,833,4,0,0,11,9,9,24,21,6,4,0,4,4,0,0,103,0,0,0,26,26,14,24,26,7,10,4,4,4,5,9,150,38,97,269,282,352,343,371,166,65,48,42,41,15,5,37,2159,112,333,857,951,1754,2019,3207,1905,471,468,536,601,191,38,220,13664
POA2148,0,0,7,162,663,679,786,591,143,112,182,195,45,4,64,3620,60,18,31,26,81,44,8,7,5,4,0,0,0,0,4,280,0,0,4,13,16,8,11,13,3,11,7,8,0,0,0,85,0,0,9,23,40,41,53,9,7,0,0,0,0,0,7,174,0,0,9,17,67,159,350,212,31,30,25,33,11,9,15,974,0,0,0,0,9,14,6,11,3,10,8,11,0,0,0,70,0,0,0,4,14,34,33,34,7,10,14,7,3,0,0,161,28,98,275,161,87,77,93,30,3,8,5,4,0,4,30,884,0,0,8,14,10,18,34,15,3,0,3,6,4,0,0,115,0,0,3,17,64,24,34,16,6,0,6,8,0,0,3,196,65,211,444,531,471,891,1024,489,215,262,164,137,42,21,135,5099,240,643,1401,1594,2845,4241,8114,4806,1425,1592,1944,2083,561,132,676,32293
POA2150,0,0,3,22,123,121,130,174,48,38,68,113,39,10,19,895,0,0,0,6,26,7,10,6,0,0,0,0,0,0,0,51,0,0,0,4,8,9,15,16,0,8,3,6,5,0,10,85,0,0,0,4,11,9,16,4,0,4,0,0,6,0,0,63,0,0,0,8,20,37,50,29,30,17,23,29,7,0,0,256,0,0,0,0,12,21,22,35,13,13,10,10,6,0,0,139,0,0,0,4,15,16,42,37,10,18,8,5,7,0,0,164,0,13,46,24,28,25,33,21,12,15,8,15,3,0,9,251,0,0,0,0,5,14,12,19,10,10,8,9,7,7,0,105,0,0,0,40,76,26,29,32,24,23,20,17,15,0,8,314,3,9,52,98,145,213,304,252,117,156,149,162,55,27,25,1760,16,95,298,432,1201,1768,3756,4351,1831,2477,3060,3393,1211,338,376,24589
POA2151,0,0,0,16,56,58,86,80,27,25,26,35,8,0,4,425,0,0,0,5,41,9,9,0,0,3,0,6,0,0,0,76,0,0,4,13,21,17,16,16,4,0,0,0,0,3,0,92,0,0,0,14,19,10,25,12,0,10,0,0,0,0,0,85,0,0,9,8,43,71,59,29,7,6,8,3,0,0,7,246,0,0,0,0,17,11,9,10,4,0,0,3,0,0,0,52,0,0,0,0,9,9,26,13,7,4,4,0,0,0,0,75,16,37,91,66,59,41,71,43,9,5,0,7,3,0,22,469,0,0,0,3,5,11,13,18,0,0,3,3,6,0,0,85,0,0,0,36,53,14,19,8,0,5,0,0,0,0,9,148,21,22,72,120,175,197,208,112,45,69,40,51,18,5,17,1173,64,158,416,589,1228,1480,2192,1422,382,355,350,391,137,43,188,9402
POA2152,0,0,0,9,54,32,37,35,4,18,8,6,0,0,3,205,3,0,0,11,27,4,5,5,0,0,0,0,0,0,0,51,0,0,0,0,5,7,3,0,0,5,0,0,0,0,0,23,0,0,8,5,15,13,13,4,0,0,0,4,6,4,0,81,0,0,4,0,23,21,34,10,9,7,0,3,3,0,0,110,0,0,0,0,3,4,4,0,0,3,0,0,0,0,0,14,0,0,0,0,3,5,10,4,0,0,0,0,0,0,0,28,17,37,58,42,36,20,22,15,0,5,0,3,0,0,5,248,0,0,4,5,3,13,5,5,0,0,0,0,0,0,0,36,0,0,0,18,15,12,4,3,6,0,0,0,0,0,5,56,19,27,51,66,87,106,108,55,15,23,20,12,7,0,3,588,46,109,219,285,555,629,897,546,128,130,112,128,40,15,41,3884
POA2153,0,0,25,111,274,122,140,72,21,28,23,29,12,0,13,872,5,8,7,22,80,28,22,8,0,3,3,0,0,8,5,200,0,0,4,22,28,12,79,36,6,6,7,9,9,3,4,226,0,0,3,36,81,101,157,58,14,29,18,28,21,9,13,571,0,3,25,31,256,302,297,124,17,21,15,19,6,0,12,1121,0,0,0,0,42,43,42,19,4,0,5,6,0,0,3,166,0,0,0,9,18,27,50,30,6,6,17,4,0,0,0,165,55,130,424,247,238,166,257,121,28,23,23,22,17,8,44,1808,0,0,12,20,24,27,49,49,10,13,33,54,40,3,3,340,0,0,0,74,99,32,30,11,10,0,0,9,3,0,4,270,61,100,225,376,392,404,398,259,43,83,97,71,41,22,51,2633,221,559,1364,1618,3575,4180,6556,3321,693,734,723,849,422,159,456,25442
