POA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
POA5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA5520,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,3,0,0,0,0,3,45
POA5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
POA5522,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,120,5,0,5,0,0,0,0,0,5,141
POA5523,7,0,4,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,92,11,8,0,4,7,0,0,0,8,135
POA5540,93,28,28,19,32,17,0,5,472,0,0,0,0,0,0,0,0,0,4,7,757,112,131,32,31,31,43,29,0,46,1204
POA5550,42,14,11,7,12,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,58,16,49,14,5,7,21,3,0,12,175
POA5552,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,26
POA5554,20,0,0,4,11,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,262,41,22,0,3,11,11,4,0,9,356
POA5555,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,45
POA5556,13,3,0,6,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,346,24,26,5,6,6,4,0,0,22,431
POA5558,9,0,4,3,4,0,5,0,87,0,0,0,0,0,0,0,0,0,0,0,558,28,16,7,8,3,8,4,4,30,660
POA5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,20
POA5570,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,5,54
POA5571,7,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,165,6,17,8,3,0,0,0,0,14,217
POA5572,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
POA5573,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,104,14,6,0,0,0,6,0,0,4,129
POA5575,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,8,177,6,9,0,0,3,0,0,0,18,220
POA5576,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,72,3,4,0,0,0,0,0,0,10,96
POA5577,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,6,48
POA5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,3,33
POA5581,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,57,3,3,0,0,0,0,0,0,3,66
POA5582,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,3,60
POA5583,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,100,9,0,0,0,0,0,0,0,8,113
POA5600,61,15,22,22,13,10,10,14,330,0,0,0,0,0,0,0,0,0,0,3,785,115,92,28,29,22,11,16,17,55,1164
POA5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13
POA5602,9,0,0,0,0,3,0,0,19,5,0,0,0,0,0,0,0,0,0,5,70,6,14,0,5,0,4,3,0,0,110
POA5603,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,25
POA5604,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14
POA5605,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,4,5,0,3,0,0,0,0,3,119
POA5606,72,17,29,26,33,17,0,10,447,0,0,0,0,0,0,0,0,0,0,0,802,145,141,30,33,45,41,26,0,42,1313
POA5607,13,3,0,3,10,0,0,0,46,0,0,0,0,0,0,0,0,0,16,16,238,38,33,10,3,3,7,5,3,28,374
POA5608,109,23,26,48,32,14,8,26,613,4,0,0,0,0,0,0,0,0,4,7,1661,164,140,25,28,61,37,12,8,93,2239
POA5609,22,4,3,25,21,3,0,0,139,0,0,0,0,0,0,0,0,0,0,0,239,50,33,4,8,31,24,7,0,9,414
POA5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
POA5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
POA5631,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,31,0,6,0,0,0,0,0,0,3,46
POA5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
POA5640,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,34,12,3,0,0,0,0,0,0,0,46
POA5641,9,0,0,5,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,24,7,9,0,0,5,7,0,0,0,47
POA5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
POA5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5652,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,4,10,3,0,0,0,0,0,3,34
POA5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5654,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11
POA5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
POA5670,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,25,4,3,5,0,0,4,0,0,9,51
POA5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA5680,10,0,6,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,102,7,9,5,0,0,3,0,0,9,141
POA5690,36,10,0,8,13,0,0,3,133,0,0,0,0,0,0,0,0,0,0,0,206,50,62,14,8,9,18,9,0,11,384
POA5700,119,28,60,61,74,50,26,12,582,0,0,0,0,0,0,0,0,0,0,0,501,107,147,32,76,72,82,49,29,35,1139
POA5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
POA5710,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,52,52,76,3,3,5,0,0,5,0,0,56,154
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
POA5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,13
POA5720,15,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,60,23,17,0,0,3,10,0,0,0,116
POA5722,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,47
POA5723,35,15,14,17,10,5,0,8,264,0,0,0,0,0,0,0,0,0,0,4,321,57,53,17,21,22,17,8,4,24,532
POA5724,7,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,3,4,3,0,0,0,38
POA5725,123,18,32,30,25,16,12,17,472,0,0,0,0,0,0,0,0,0,0,6,326,248,187,30,40,44,38,24,7,24,972
POA5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,16
POA5731,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,45,8,10,0,0,0,0,0,0,3,69
POA5732,3,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,7,7,0,0,0,8,0,0,4,52
POA5733,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,4,3,0,0,0,28
POA5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14
POA5950,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9
POA6000,750,233,315,473,689,342,91,99,4253,0,0,3,0,0,0,3,0,0,31,45,2007,966,1131,304,406,587,904,442,141,183,7072
POA6003,158,63,64,75,160,44,4,11,900,0,0,0,0,0,0,0,0,0,9,7,581,202,246,84,90,102,189,63,10,24,1580
POA6004,828,242,303,402,532,272,105,97,4017,3,0,0,0,0,0,0,0,4,25,30,1946,928,1156,315,375,514,688,363,160,177,6621
POA6005,309,102,112,135,213,92,27,27,1559,0,0,0,0,0,0,0,0,0,4,7,1004,415,499,131,155,169,291,128,38,63,2894
POA6006,143,17,46,49,36,13,6,48,1213,0,0,0,0,0,0,0,0,0,6,10,1771,325,317,38,66,74,54,24,12,87,2775
POA6007,144,50,65,56,72,47,6,27,983,0,0,0,0,0,0,0,0,0,15,12,1350,382,371,72,96,90,123,96,12,83,2674
POA6008,500,95,106,149,166,93,20,29,2209,3,0,0,0,0,0,0,0,0,20,27,2901,821,884,169,187,211,252,160,72,117,5779
POA6009,470,186,227,254,446,278,35,49,3562,6,0,0,0,0,0,0,0,0,4,14,3713,936,805,237,325,326,538,408,78,125,7493
POA6010,323,52,87,93,135,84,5,42,1771,0,0,0,0,0,0,0,0,0,5,8,3090,820,724,100,157,168,236,154,47,105,5599
POA6011,71,14,19,15,24,14,8,11,407,0,0,0,0,0,0,0,0,0,0,3,1322,238,267,54,58,59,88,78,32,50,2239
POA6012,163,34,42,61,129,30,4,25,995,0,0,0,0,0,0,0,0,0,0,0,1471,431,388,65,83,94,190,84,27,63,2887
POA6014,672,182,217,289,435,165,24,37,3356,0,0,0,0,0,0,0,0,0,0,9,3319,1021,1124,236,275,352,532,239,51,109,7262
POA6015,75,10,18,34,39,30,5,6,611,0,0,0,0,0,0,0,0,0,0,0,1256,261,192,34,33,64,61,59,10,32,1995
POA6016,368,144,158,217,218,84,0,22,2027,0,0,0,0,0,0,0,0,0,0,4,1582,461,591,169,185,251,249,107,3,56,3659
POA6017,349,101,129,156,264,99,3,12,1591,0,0,0,0,0,0,0,0,0,0,3,631,252,447,119,143,171,298,104,3,30,2214
POA6018,1165,190,188,190,223,109,12,77,5455,10,0,0,0,0,0,0,0,0,10,16,6920,2299,2202,309,297,329,377,200,36,240,13212
POA6019,499,113,159,142,216,86,25,26,2475,0,6,0,0,0,0,0,0,0,3,11,3478,1261,1254,206,253,252,359,185,65,123,7435
POA6020,186,41,35,48,36,37,6,22,1416,3,3,0,0,0,0,0,0,0,7,12,3973,898,667,129,85,97,92,62,14,107,6126
POA6021,754,178,138,134,181,97,13,177,5231,0,0,0,0,0,0,0,0,0,3,6,4529,1208,1109,236,165,171,220,112,26,244,8018
POA6022,102,33,16,16,17,3,0,13,522,0,0,0,0,0,0,0,0,0,0,9,838,204,242,38,19,30,18,0,5,40,1438
POA6023,212,32,16,26,27,25,14,12,1258,5,0,0,0,0,0,0,0,0,5,8,2957,1016,750,101,49,93,62,54,20,67,5172
POA6024,269,35,34,27,45,16,3,30,1129,0,0,0,0,0,0,0,0,0,0,0,2248,656,605,67,64,55,82,26,4,69,3874
POA6025,395,45,49,62,76,25,8,36,2374,8,0,0,0,0,0,0,0,0,6,16,6186,1818,1617,176,145,184,180,91,24,164,10588
POA6026,329,25,40,45,48,22,4,16,1702,6,0,0,0,0,0,0,0,0,4,8,4498,1496,1128,82,100,77,102,46,13,97,7644
POA6027,705,138,142,167,263,132,26,95,3801,7,4,0,0,0,0,0,0,0,18,31,9569,3105,2407,332,275,286,420,227,68,311,17009
POA6028,445,43,51,67,82,33,18,24,2372,5,0,0,0,0,0,0,0,0,7,8,5526,2752,1941,191,205,197,211,106,39,101,11268
POA6029,18,9,0,3,3,6,0,0,134,0,0,0,0,0,0,0,0,0,0,0,423,61,66,10,0,8,11,11,0,11,613
POA6030,942,155,142,134,186,84,21,78,4450,7,0,6,0,0,0,0,0,0,11,32,7607,4561,2915,350,276,269,359,191,67,308,16891
POA6031,644,73,76,70,69,54,13,32,2499,5,0,0,0,0,0,0,0,0,3,11,2724,2560,1645,159,134,110,113,90,14,109,7650
POA6032,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,26,19,3,0,3,0,0,0,0,0,54
POA6033,11,0,0,0,0,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,80,12,17,0,3,5,0,0,4,4,127
POA6034,108,16,13,15,27,3,8,3,346,0,0,0,0,0,0,0,0,0,0,0,404,410,446,44,50,32,50,11,5,20,1470
POA6035,147,33,9,18,29,18,16,16,717,13,0,0,0,0,0,0,0,0,15,33,1717,1120,778,90,31,62,61,46,25,92,4022
POA6036,517,62,57,82,80,47,13,15,1904,0,6,0,0,0,0,0,0,0,3,13,2702,2443,1807,179,132,152,159,95,40,93,7792
POA6037,21,6,0,5,5,4,0,7,148,4,0,0,0,0,0,0,0,0,0,4,588,245,132,19,15,14,12,13,0,24,1048
POA6038,380,61,58,53,43,23,9,20,1285,0,0,0,0,0,0,0,0,0,4,6,1268,1369,1300,164,141,122,104,46,15,65,4592
POA6041,11,0,0,9,8,8,13,0,90,0,0,0,0,0,0,0,0,0,0,0,283,57,36,0,0,7,19,9,13,27,455
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,14
POA6043,5,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,36,0,5,0,0,4,0,0,0,0,40
POA6044,7,3,6,28,21,10,34,3,147,0,0,0,0,0,0,0,0,0,0,0,167,19,26,8,6,29,27,10,36,10,339
POA6050,244,68,48,93,149,49,15,56,1762,3,0,0,0,0,0,0,0,0,11,10,2917,520,522,105,78,134,196,70,21,138,4702
POA6051,546,151,182,195,224,85,15,44,2546,0,0,0,0,0,0,0,0,0,4,5,2197,737,846,188,215,241,282,101,23,85,4920
POA6052,261,66,34,42,56,34,0,17,1541,5,0,0,0,0,0,0,0,0,10,14,2090,468,448,91,60,66,77,44,4,52,3399
POA6053,372,67,64,93,107,41,3,26,1879,0,0,0,0,0,0,0,0,0,5,8,2668,711,687,101,92,115,151,48,9,99,4688
POA6054,455,66,89,96,87,40,6,50,2519,3,0,0,0,0,0,0,0,0,3,4,3563,998,750,107,125,116,104,47,13,109,5941
POA6055,2073,278,223,240,312,114,38,122,7278,4,0,0,0,0,0,0,0,0,51,48,3738,3512,2944,352,299,298,364,144,51,270,11968
POA6056,901,192,116,143,190,88,31,82,4040,12,7,0,0,0,4,0,0,0,45,68,6016,1676,1485,244,169,200,253,116,57,281,10492
POA6057,253,43,30,27,27,17,11,7,1016,7,0,0,0,0,0,0,0,0,0,8,2418,624,541,70,42,50,46,32,13,74,3911
POA6058,362,59,50,41,58,29,3,28,1467,0,0,0,5,0,0,0,0,0,4,4,1897,808,659,82,67,60,76,49,13,82,3798
POA6059,835,155,130,157,215,83,16,126,5531,9,0,0,0,0,0,0,0,0,8,19,5852,1296,1167,201,163,187,258,101,34,194,9443
POA6060,1214,309,318,369,465,192,24,92,5943,4,0,0,0,0,0,0,0,0,6,16,4831,1390,1794,376,391,459,536,245,42,179,10238
POA6061,3146,962,742,828,1084,383,46,295,15153,4,7,4,3,0,0,0,8,0,31,61,7276,3905,3829,1061,846,949,1211,438,64,443,20020
POA6062,1543,342,243,266,349,128,21,200,8680,9,0,0,0,0,0,0,0,0,11,16,7766,2180,2057,406,301,325,413,157,24,319,13940
POA6063,678,132,80,118,94,61,30,87,4105,0,0,0,0,0,0,0,0,0,3,10,3215,1314,856,152,92,145,104,80,36,144,6145
POA6064,1405,272,232,265,305,98,46,246,8646,6,3,3,0,0,0,0,0,0,22,32,6875,2234,1713,299,258,304,331,108,48,368,12539
POA6065,2437,387,275,291,380,159,57,156,11896,16,3,3,0,0,0,0,0,0,42,74,12484,6665,4508,606,435,425,524,232,88,413,26380
POA6066,730,88,114,82,100,51,8,72,4033,0,4,4,0,0,0,0,0,0,7,20,3962,1164,958,103,143,97,116,66,21,123,6748
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,1606,218,147,143,210,100,19,95,6363,0,3,3,0,0,0,0,0,0,11,20,6038,4404,2985,343,254,231,322,145,41,260,15024
POA6070,14,0,0,5,0,0,0,5,127,0,0,0,0,0,0,0,0,0,0,0,732,155,91,21,5,12,11,3,7,6,1047
POA6071,29,0,0,4,0,0,3,5,142,0,0,0,0,0,0,0,0,0,0,0,628,115,76,4,4,7,5,5,3,10,857
POA6072,4,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,139,16,22,3,0,0,0,0,0,4,187
POA6073,12,0,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,3,640,96,63,3,13,0,3,3,0,28,843
POA6074,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,179,15,17,0,0,4,0,0,0,6,221
POA6076,152,16,19,12,20,9,4,19,976,0,0,0,0,0,0,0,0,0,39,39,4643,753,459,30,47,57,35,19,15,170,6229
POA6077,5,0,0,0,9,0,0,0,123,0,0,0,0,0,0,0,0,0,0,4,419,67,14,4,0,0,8,0,0,3,519
POA6078,6,0,0,0,4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,188,48,23,0,0,5,4,0,0,3,267
POA6079,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11
POA6081,12,4,0,0,0,5,0,4,100,0,0,0,0,0,0,0,0,0,0,0,817,127,83,12,0,3,8,3,0,25,1079
POA6082,14,4,3,0,0,0,0,0,78,5,0,0,0,0,0,0,0,0,0,5,498,113,37,5,7,0,4,0,0,8,676
POA6083,11,0,4,0,0,0,0,4,106,0,0,0,0,0,0,0,0,0,0,0,578,89,47,9,12,7,3,0,0,21,762
POA6084,48,9,8,8,6,5,0,13,274,0,0,0,0,0,0,0,0,0,0,0,1352,347,169,31,8,14,18,10,3,73,2024
POA6090,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6100,691,241,270,336,401,180,43,59,3620,4,0,0,0,0,0,0,0,0,4,9,2560,918,1029,293,324,406,482,208,73,110,6397
POA6101,697,176,179,233,312,126,15,58,3245,0,0,0,0,0,0,0,0,0,6,10,2578,1033,1021,219,227,281,386,156,30,135,6066
POA6102,941,287,363,543,671,308,30,128,4703,3,0,3,0,3,0,0,0,0,65,75,1890,817,1193,342,410,605,770,342,33,296,6702
POA6103,658,154,168,163,227,94,22,51,2770,0,0,0,0,0,0,3,0,0,3,6,1581,811,918,196,208,209,292,111,40,82,4446
POA6104,720,159,152,145,233,71,9,73,3130,0,5,0,0,0,0,0,0,0,9,13,2447,1022,1053,199,186,197,278,95,16,142,5636
POA6105,1178,310,214,285,299,128,25,79,4647,5,0,5,0,0,0,0,0,0,30,34,2420,1448,1531,350,269,331,366,159,30,152,7053
POA6106,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8
POA6107,4277,1148,937,1398,1597,514,96,301,18581,3,0,7,0,0,0,0,0,0,27,47,6869,5673,4930,1262,1018,1494,1723,574,114,441,24097
POA6108,1235,237,177,230,275,101,13,100,5558,6,0,0,0,0,0,0,0,0,4,13,4763,2006,1596,281,209,259,314,120,19,179,9756
POA6109,1211,176,158,158,274,67,46,78,3993,0,0,0,0,0,0,0,0,0,10,13,1835,1328,1352,198,183,172,296,78,58,120,5617
POA6110,2756,361,362,297,495,183,41,173,10172,16,3,0,5,0,0,0,0,0,13,30,6849,4549,3498,455,440,349,561,222,55,365,17340
POA6111,535,93,57,46,58,43,11,31,2009,0,0,6,0,0,0,0,0,0,16,30,4273,1118,873,127,83,72,85,52,22,144,6864
POA6112,4582,657,516,511,574,223,90,147,14917,11,9,3,0,4,0,0,0,0,22,51,9393,7370,6150,800,653,680,693,286,125,403,26553
POA6121,15,0,0,0,0,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,514,60,30,0,0,4,0,3,0,14,634
POA6122,608,68,42,50,75,47,16,34,2211,4,0,0,0,0,0,0,0,0,4,9,2445,1661,1088,104,73,86,102,66,21,124,5774
POA6123,20,0,0,0,3,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,261,66,66,0,3,5,10,0,0,15,434
POA6124,9,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,190,45,22,0,0,7,0,0,0,17,274
POA6125,18,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,65,68,527,82,50,5,4,6,3,3,0,85,765
POA6126,4,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,36,11,11,0,0,0,0,0,0,4,71
POA6147,1014,230,178,192,242,93,10,63,4801,0,0,3,0,0,0,0,0,0,5,10,3346,1599,1229,266,203,208,259,94,9,105,7326
POA6148,1209,229,154,208,237,109,35,66,5222,9,0,0,0,0,0,0,0,0,3,18,3977,1730,1543,283,186,250,294,151,38,148,8595
POA6149,701,139,123,122,114,76,4,39,3909,0,4,0,0,0,0,0,0,0,6,8,4285,1336,1051,177,159,152,140,97,9,114,7509
POA6150,414,74,91,84,122,106,8,52,3347,3,0,0,0,0,0,0,0,0,9,9,3641,806,589,106,112,112,163,132,19,109,5791
POA6151,453,108,101,140,201,100,17,32,2305,0,0,0,0,0,0,0,0,0,3,3,3071,746,789,179,174,199,290,143,39,76,5705
POA6152,887,183,191,231,335,173,21,87,4740,6,0,0,0,0,0,0,0,0,12,18,4866,1257,1327,256,250,310,406,226,39,203,9138
POA6153,700,128,115,109,149,129,26,47,3814,0,0,6,0,0,0,0,0,0,4,6,4756,1131,1099,169,172,164,214,185,52,103,8043
POA6154,234,59,62,47,71,21,10,27,1488,0,0,0,0,0,0,0,0,0,0,4,2137,550,460,85,75,72,86,43,14,73,3600
POA6155,4256,676,676,595,706,308,84,262,18034,10,0,0,0,0,0,0,0,0,172,183,10637,6920,5322,791,797,715,824,367,110,575,27067
POA6156,273,41,52,30,44,31,4,37,1482,3,0,0,0,0,0,0,0,0,3,11,2757,713,566,88,78,71,77,55,17,100,4525
POA6157,171,22,43,20,50,24,0,12,859,0,0,0,0,0,0,0,0,0,3,3,2145,514,430,44,75,51,75,42,12,63,3455
POA6158,53,12,12,18,8,10,0,16,390,0,0,0,0,0,0,0,0,0,0,4,1175,258,225,28,31,41,22,22,8,53,1868
POA6159,34,12,4,12,10,4,4,14,212,0,0,0,0,0,0,0,0,0,3,0,603,125,123,16,18,25,34,14,12,59,1033
POA6160,109,32,31,41,67,56,7,9,820,5,0,0,0,0,0,5,0,0,20,27,1609,346,290,71,49,90,130,109,34,64,2792
POA6161,5,3,0,0,15,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,69,12,9,3,0,0,17,0,3,0,124
POA6162,126,22,26,38,31,13,11,34,1181,4,0,3,0,0,0,0,0,0,4,6,2328,464,375,57,50,77,80,37,17,73,3559
POA6163,1408,276,227,286,332,118,35,188,8129,7,4,3,0,3,0,0,0,0,16,30,10204,2564,2482,407,367,421,486,190,60,399,17578
POA6164,3084,384,389,348,430,205,49,139,12004,10,0,3,0,0,0,0,0,0,12,23,9591,5565,4990,621,561,517,618,300,98,365,23219
POA6165,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,22
POA6166,189,26,18,14,28,13,4,23,1284,0,0,0,0,0,0,0,0,0,14,13,1970,437,437,43,41,30,40,28,5,70,3105
POA6167,1078,157,150,116,183,65,18,58,3845,0,4,0,0,0,0,0,0,0,197,199,3880,1930,1719,227,195,177,234,90,30,371,8853
POA6168,339,51,53,75,73,26,11,47,1771,16,0,6,0,0,0,0,0,0,14,37,5167,1095,850,90,85,112,111,50,39,196,7799
POA6169,387,73,69,40,81,21,14,37,1822,11,0,0,0,0,0,0,0,0,10,25,6025,1739,1351,135,137,73,151,65,24,193,9900
POA6170,1225,203,159,154,160,73,24,47,3923,0,0,0,0,0,0,0,0,0,6,5,1674,2143,1846,255,219,205,200,83,30,100,6761
POA6171,918,132,87,107,93,57,28,41,3141,6,7,0,0,0,0,0,4,0,6,21,4238,3261,2862,305,223,252,225,117,70,181,11721
POA6172,130,20,21,20,18,12,4,13,669,3,0,0,0,0,0,0,0,0,8,5,1995,893,567,57,56,50,48,22,22,77,3785
POA6173,108,25,16,12,10,18,5,3,478,0,0,0,0,0,0,0,0,0,0,4,1377,1265,1159,72,55,72,48,35,9,49,4143
POA6174,52,4,18,6,8,5,0,4,222,0,0,0,0,0,0,0,0,0,0,0,587,370,307,39,28,24,13,9,0,17,1392
POA6175,9,4,5,0,9,6,0,7,109,0,0,0,0,0,0,0,0,0,0,0,484,208,152,24,15,12,14,6,0,21,935
POA6176,41,0,4,0,0,0,9,4,95,0,0,0,0,0,0,0,0,0,0,0,231,100,156,0,3,7,8,4,5,9,530
