POA_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
POA2727,39,997,859,125,2232,0.7,1843,2.7
POA2729,47,1240,680,200,1693,0.7,1354,2.4
POA2730,50,867,616,180,1415,0.7,1052,2.2
POA2731,48,1623,693,311,1731,0.7,1348,2.4
POA2732,56,1102,591,183,1406,0.7,1063,2.1
POA2733,44,800,672,150,1451,0.7,1183,2.3
POA2734,45,1628,841,275,2175,0.8,2012,2.7
POA2735,46,867,588,220,1410,0.8,1218,2.6
POA2736,40,1083,700,205,1963,0.8,1420,2.5
POA2737,38,1083,791,250,1801,0.9,1612,2.8
POA2738,37,1733,919,300,2262,0.8,2065,2.8
POA2739,39,1300,789,202,1843,0.8,1423,2.6
POA2745,35,2427,1018,480,2663,0.8,2494,3.2
POA2747,33,2200,879,400,2171,0.8,1922,2.8
POA2748,47,2550,838,450,2525,0.8,2257,3.1
POA2749,34,2167,897,410,2304,0.8,2116,3
POA2750,37,2078,852,390,2111,0.8,1651,2.4
POA2752,34,2383,974,410,2508,0.8,2334,3.1
POA2753,39,2167,814,400,2180,0.8,1845,2.7
POA2754,39,2368,819,410,2114,0.7,1765,2.6
POA2756,36,2200,882,400,2283,0.8,2054,2.9
POA2757,43,2500,841,460,2010,0.8,1941,2.9
POA2758,43,2533,921,440,2556,0.8,2386,3
POA2759,36,2167,862,440,2234,0.8,2132,3.1
POA2760,34,2000,768,380,1853,0.9,1575,2.8
POA2761,33,2167,843,430,2258,0.9,2221,3.4
POA2762,31,2752,1152,550,2775,0.9,2711,3.2
POA2763,35,2383,943,450,2453,0.9,2368,3.1
POA2765,32,2817,1073,540,2658,0.8,2568,3.2
POA2766,37,2167,741,420,2106,0.9,1993,3.2
POA2767,36,2200,747,380,2108,0.9,2001,3.1
POA2768,37,2600,1006,580,3012,0.9,2982,3.4
POA2769,35,3000,1208,640,3281,0.9,3283,3.5
POA2770,33,1800,570,320,1485,0.9,1324,3
POA2773,44,2500,1019,485,2984,0.8,2470,2.8
POA2774,40,2214,947,420,2547,0.8,2226,2.7
POA2775,53,1718,647,295,1792,0.8,1232,2
POA2776,40,2076,926,420,2391,0.8,2147,2.7
POA2777,43,2167,887,425,2404,0.7,2013,2.6
POA2778,45,2000,854,420,2273,0.7,1945,2.5
POA2779,41,1950,801,400,2145,0.8,1786,2.6
POA2780,50,1733,691,380,1790,0.7,1250,2.1
POA2782,50,2090,743,430,1978,0.7,1541,2.3
POA2783,45,1859,731,387,1964,0.8,1519,2.4
POA2784,44,1900,731,400,2075,0.8,1761,2.5
POA2785,52,1733,744,380,1833,0.7,1355,2.1
POA2786,52,1590,709,380,1774,0.7,1279,2
POA2787,47,1517,752,280,1766,0.7,1397,2.3
POA2790,46,1517,644,270,1644,0.7,1196,2.2
POA2791,53,1549,759,195,1937,0.6,1375,2.2
POA2792,49,1517,713,240,1897,0.7,1437,2.3
POA2793,55,867,464,193,1212,0.7,918,2.2
POA2794,46,1235,618,230,1459,0.7,1114,2.3
POA2795,38,1733,798,320,2032,0.7,1592,2.5
POA2797,46,1318,811,250,1800,0.8,1488,2.4
POA2798,43,1972,915,318,2376,0.8,2068,2.7
POA2799,40,1408,723,263,1847,0.8,1432,2.5
POA2800,37,1733,855,330,2166,0.7,1725,2.5
POA2803,55,1192,619,200,1375,0.7,1171,2.3
POA2804,48,1201,620,220,1530,0.7,1169,2.3
POA2805,47,1060,552,208,1542,0.8,992,2.4
POA2806,50,1192,692,215,1625,0.7,1242,2.3
POA2807,52,1000,490,220,1142,0.8,825,2.1
POA2808,60,867,465,219,1125,0.7,1034,2
POA2809,53,582,548,200,1333,0.8,1012,2.2
POA2810,52,1000,580,200,1404,0.7,1050,2.2
POA2817,45,1083,707,145,1600,0.7,1166,2.3
POA2818,42,1387,813,300,1835,0.7,1474,2.6
POA2820,42,1083,603,230,1414,0.7,1134,2.3
POA2821,39,1213,700,250,1765,0.7,1312,2.5
POA2822,45,1300,666,200,1520,0.8,1294,2.5
POA2823,43,1021,744,180,1661,0.7,1293,2.3
POA2824,45,1045,741,205,1698,0.7,1297,2.3
POA2825,42,1083,811,200,2004,0.8,1469,2.4
POA2826,44,1520,874,165,1937,0.7,1343,2.6
POA2827,47,1083,619,200,1360,0.8,1133,2.3
POA2828,46,470,623,159,1547,0.7,1073,2.3
POA2829,38,898,671,190,1543,0.8,1287,2.4
POA2830,35,1582,874,310,2048,0.8,1693,2.5
POA2831,40,1300,745,250,1724,0.8,1528,2.7
POA2832,38,867,752,175,1678,0.8,1363,2.4
POA2833,42,750,535,179,1262,0.8,1038,2.5
POA2834,54,867,493,200,1188,0.9,853,2
POA2835,37,1159,996,200,2319,0.7,1810,2.3
POA2836,39,894,530,150,1036,0.9,1121,2.5
POA2838,46,1050,452,170,1125,0.9,792,2.4
POA2839,35,733,608,150,1278,0.8,1019,2.3
POA2840,39,926,884,180,1875,0.8,1537,2.5
POA2842,46,737,495,200,1292,0.8,944,2.4
POA2843,47,1000,608,170,1480,0.7,1171,2.4
POA2844,50,1083,587,200,1467,0.7,1037,2.2
POA2845,38,1517,682,275,1947,0.8,1423,2.6
POA2846,58,1073,519,240,1104,0.8,810,2
POA2847,46,1272,587,250,1549,0.7,1149,2.3
POA2848,54,874,452,220,1012,0.7,702,1.9
POA2849,52,1408,576,266,1673,0.7,1173,2.2
POA2850,40,1733,763,360,2093,0.8,1677,2.5
POA2852,42,1517,657,300,1774,0.8,1372,2.5
POA2864,45,1517,718,265,1875,0.8,1369,2.5
POA2865,45,1300,722,200,1921,0.8,1421,2.5
POA2866,42,1625,733,270,1882,0.8,1404,2.5
POA2867,41,914,632,210,1568,0.8,1271,2.6
POA2868,45,1000,605,195,1437,0.7,1183,2.5
POA2869,49,964,545,200,1367,0.7,1059,2.2
POA2870,39,1300,739,260,1871,0.7,1409,2.4
POA2871,41,1261,711,230,1682,0.7,1252,2.3
POA2873,52,797,534,120,1319,0.7,983,2.2
POA2874,51,345,532,100,1286,0.7,929,2.3
POA2875,49,769,610,160,1474,0.7,1176,2.3
POA2876,43,1100,628,200,1476,0.8,1338,2.7
POA2877,40,945,674,200,1692,0.7,1299,2.4
POA2878,43,100,958,105,2031,0.7,1444,2.2
POA2879,54,650,575,180,1096,0.7,886,2
POA2880,44,867,659,220,1632,0.7,1196,2.2
POA2898,45,1500,964,310,1942,0.9,1636,2.2
POA3000,28,1733,773,370,1857,1.1,1308,1.7
POA3002,42,2400,1508,481,3733,0.9,2346,1.8
POA3003,31,2100,1050,387,2406,1.1,1784,1.9
POA3004,36,2000,1317,451,2727,1,2085,1.7
POA3006,31,1899,1174,411,2450,1,1927,1.8
POA3008,32,2000,1185,415,2461,1.1,1957,1.8
POA3011,34,2000,972,369,2474,1,1888,2.1
POA3012,35,2100,973,370,2513,0.9,1984,2.4
POA3013,37,2500,1244,462,3216,0.9,2481,2.5
POA3015,38,2500,1237,460,3214,0.9,2545,2.6
POA3016,45,2600,1089,441,3234,0.9,2377,2.5
POA3018,42,2200,944,390,2475,0.8,1857,2.3
POA3019,34,1854,626,312,1600,1,1449,2.7
POA3020,37,1733,608,340,1592,0.9,1424,2.7
POA3021,37,1500,493,325,1343,0.9,1235,2.8
POA3022,37,1700,688,340,1734,0.8,1448,2.4
POA3023,35,1869,720,381,2017,0.9,1901,3.2
POA3024,31,1800,841,350,2077,0.8,1991,3.1
POA3025,37,2167,755,400,2137,0.8,1694,2.6
POA3026,32,1964,851,397,2212,1,2229,3.5
POA3027,31,2167,1005,421,2592,0.8,2579,3.2
POA3028,38,1733,746,341,1947,0.8,1630,2.5
POA3029,31,1900,812,371,2018,0.9,1958,3.2
POA3030,34,2000,862,371,2242,0.8,2055,2.9
POA3031,35,2119,1104,362,2750,0.9,1946,2.1
POA3032,36,2167,1024,380,2643,0.9,2053,2.3
POA3033,43,2167,760,406,2257,0.8,1906,2.6
POA3034,44,2167,666,400,2039,0.8,1582,2.6
POA3036,46,2167,817,400,2474,0.8,2041,2.7
POA3037,36,1838,748,370,2176,0.9,2045,3.1
POA3038,44,1800,699,381,2141,0.8,1918,2.9
POA3039,38,2167,1114,400,2926,0.9,2108,2.2
POA3040,39,2380,1064,385,2974,0.9,2193,2.4
POA3041,40,2383,1008,391,2823,0.8,2187,2.6
POA3042,40,2113,864,410,2347,0.8,1850,2.4
POA3043,40,1900,701,375,1881,0.8,1504,2.5
POA3044,37,2167,968,401,2568,0.9,2092,2.5
POA3045,39,1700,1463,0,0,0.5,1624,2
POA3046,34,2000,790,371,2053,0.9,1725,2.5
POA3047,32,1438,470,330,1268,1,1157,3
POA3048,34,1447,443,342,1320,1,1224,3.2
POA3049,40,1820,739,360,2123,0.8,1736,2.6
POA3051,31,2024,938,381,2478,1,1708,2
POA3052,27,2000,542,397,2567,1,1884,2.1
POA3053,27,1871,655,365,2064,1,1290,1.8
POA3054,34,2600,1198,541,3081,0.9,2350,2.3
POA3055,34,2000,1002,366,2539,0.9,1792,2.1
POA3056,34,2141,1078,441,2807,0.9,2091,2.1
POA3057,33,2000,1243,421,2838,1,2087,2
POA3058,37,2167,889,421,2490,0.9,2043,2.5
POA3059,35,2167,795,430,2323,0.8,2260,3.2
POA3060,34,1876,592,376,1677,0.9,1427,2.8
POA3061,38,1600,445,320,1270,1,1113,2.9
POA3062,53,800,1042,115,1375,1.1,1187,1.3
POA3063,45,2167,807,356,2470,0.8,2428,3.1
POA3064,31,1900,686,381,1856,0.9,1820,3.4
POA3065,35,2500,1233,451,3072,1,2186,2
POA3066,33,2167,1324,425,2817,1,2120,1.9
POA3067,33,2167,1350,423,3024,1,2194,1.9
POA3068,36,2600,1278,500,3347,0.9,2401,2.2
POA3070,37,2400,1162,475,3181,0.9,2286,2.3
POA3071,37,2200,1038,391,2713,0.9,1968,2.3
POA3072,37,2000,868,392,2345,0.9,1840,2.4
POA3073,38,1981,740,358,1983,0.9,1537,2.4
POA3074,39,1684,505,350,1387,0.8,1223,2.6
POA3075,37,1777,542,351,1489,0.9,1345,2.8
POA3076,35,1733,709,361,1811,0.9,1669,2.9
POA3078,38,2275,1135,396,3206,0.9,2162,2.3
POA3079,42,2500,1095,431,3128,0.9,2321,2.4
POA3081,35,2072,763,351,2111,0.9,1595,2.3
POA3082,40,1740,716,366,1992,0.8,1732,2.7
POA3083,37,1988,678,380,1940,0.8,1630,2.6
POA3084,42,2383,986,411,2770,0.8,2172,2.6
POA3085,39,2250,950,381,2624,0.8,2066,2.6
POA3087,39,2037,872,390,2417,0.8,1953,2.6
POA3088,41,2167,911,401,2463,0.8,2072,2.6
POA3089,38,2167,981,430,2761,0.8,2505,2.9
POA3090,44,2600,1031,392,3344,0.8,3182,3.2
POA3091,46,2600,870,450,2646,0.8,2594,3.1
POA3093,44,2200,930,400,2708,0.8,2157,2.5
POA3094,41,2167,970,420,2544,0.8,2076,2.5
POA3095,43,2288,991,450,2869,0.8,2500,2.8
POA3096,42,2167,844,420,2552,0.8,2422,3
POA3097,44,3000,915,365,2878,0.8,2715,3
POA3099,43,2021,882,391,2400,0.8,2156,2.8
POA3101,41,3000,1109,480,3301,0.8,2492,2.5
POA3102,41,3000,1047,468,3178,0.9,2488,2.7
POA3103,43,3000,864,460,2550,0.8,2008,2.6
POA3104,42,3085,852,554,2727,0.8,2345,2.9
POA3105,45,2400,739,459,2208,0.7,1809,2.6
POA3106,46,2700,779,511,2419,0.8,2159,2.8
POA3107,45,2500,761,476,2231,0.8,1917,2.7
POA3108,40,2167,719,450,1956,0.8,1591,2.4
POA3109,41,2400,699,462,2071,0.8,1790,2.7
POA3111,45,2500,770,450,2508,0.8,2097,2.7
POA3113,44,2300,962,500,3052,0.8,2727,3
POA3114,45,3000,955,601,3464,0.8,3147,3.2
POA3115,45,2300,968,491,2972,0.8,2778,3
POA3116,38,2167,849,443,2316,0.8,2081,2.8
POA3121,34,2298,1362,450,3150,1,2281,2
POA3122,34,2259,1205,400,3279,0.9,2140,2.1
POA3123,36,2500,1241,415,3242,0.9,2249,2.3
POA3124,43,3000,1038,486,3264,0.8,2457,2.6
POA3125,33,2500,679,411,2242,0.8,1679,2.5
POA3126,45,3500,1092,515,3591,0.8,2867,2.7
POA3127,42,2817,1074,461,3241,0.8,2442,2.6
POA3128,35,2080,682,391,1914,0.9,1438,2.3
POA3129,39,2496,786,438,2300,0.8,1920,2.6
POA3130,41,2300,847,415,2488,0.8,1983,2.6
POA3131,40,2167,778,395,2266,0.8,1804,2.5
POA3132,38,2167,916,406,2487,0.8,2026,2.5
POA3133,43,2383,753,460,2265,0.8,1993,2.8
POA3134,39,2100,856,386,2408,0.8,1945,2.6
POA3135,39,2100,878,386,2427,0.8,1962,2.6
POA3136,39,2000,840,391,2240,0.8,1803,2.5
POA3137,38,1964,810,395,2128,0.8,1754,2.5
POA3138,36,2000,840,400,2246,0.8,1991,2.8
POA3139,38,1822,801,355,2093,0.8,1887,2.8
POA3140,40,1950,803,369,2193,0.8,1757,2.5
POA3141,33,2100,1390,416,3106,0.9,2059,1.7
POA3142,46,3146,1415,490,3909,0.8,2526,2.1
POA3143,38,2450,1347,421,3366,0.9,2194,2
POA3144,44,3100,1322,451,3868,0.8,2640,2.3
POA3145,38,2800,1039,415,3263,0.9,2334,2.5
POA3146,39,2830,1171,450,3447,0.9,2488,2.5
POA3147,40,2742,914,410,2969,0.8,2269,2.6
POA3148,35,2249,883,421,2363,0.8,1985,2.5
POA3149,40,2600,811,478,2383,0.8,2061,2.7
POA3150,42,2500,715,480,2147,0.8,1880,2.8
POA3151,41,2147,680,439,1972,0.8,1607,2.6
POA3152,42,2167,755,431,2162,0.8,1899,2.8
POA3153,38,1824,805,370,2036,0.8,1628,2.4
POA3154,40,1950,804,365,2285,0.8,2013,2.7
POA3155,39,1870,800,376,2001,0.8,1619,2.4
POA3156,40,2000,822,390,2277,0.8,1946,2.7
POA3158,41,1950,896,390,2463,0.8,2167,2.7
POA3159,41,2000,926,394,2506,0.8,2307,2.9
POA3160,40,1851,897,370,2460,0.8,2177,2.7
POA3161,36,2500,1137,422,3080,0.9,2204,2.3
POA3162,41,2773,1043,485,2988,0.8,2285,2.5
POA3163,36,2095,1020,391,2598,0.9,1924,2.2
POA3165,40,2500,930,500,2640,0.8,2211,2.7
POA3166,37,2167,872,415,2394,0.9,1974,2.5
POA3167,40,2200,770,419,2200,0.8,1914,2.7
POA3168,28,2000,605,395,1778,0.9,1502,2.5
POA3169,37,2000,670,385,1783,0.9,1610,2.7
POA3170,40,2167,746,430,2134,0.8,1911,2.8
POA3171,36,1753,558,357,1470,1,1398,2.9
POA3172,41,1886,669,371,1883,0.9,1709,2.9
POA3173,36,2167,730,421,2015,0.9,1987,3.2
POA3174,36,1685,622,341,1576,1,1392,2.7
POA3175,36,1680,598,321,1486,1,1311,2.7
POA3177,34,1500,582,320,1391,0.9,1260,2.7
POA3178,41,2058,840,441,2410,0.8,2202,2.9
POA3179,39,2023,762,406,2167,0.8,1962,2.8
POA3180,40,2000,768,421,2065,0.8,1756,2.6
POA3181,35,2200,1326,420,3103,0.9,2080,1.8
POA3182,37,2000,1218,381,2791,1,1804,1.7
POA3183,34,2167,1179,396,2877,1,2020,2.1
POA3184,38,2300,1359,415,3210,0.9,2095,1.9
POA3185,37,2400,1193,421,3177,0.9,2148,2.3
POA3186,47,3467,1244,600,3778,0.8,2697,2.4
POA3187,45,3300,1039,600,3400,0.8,2535,2.6
POA3188,43,3000,1032,471,3366,0.8,2405,2.5
POA3189,40,2300,929,430,2503,0.9,2024,2.5
POA3190,40,2300,1016,430,2788,0.9,2116,2.4
POA3191,47,2708,1095,460,3376,0.8,2316,2.4
POA3192,40,2200,925,427,2545,0.8,1916,2.4
POA3193,48,3000,1051,577,3266,0.8,2544,2.6
POA3194,42,2167,981,392,2604,0.8,1887,2.3
POA3195,41,2200,953,421,2745,0.8,2196,2.6
POA3196,40,2080,943,396,2427,0.8,1829,2.3
POA3197,44,2100,894,420,2370,0.8,1850,2.4
POA3198,40,1842,811,351,2081,0.8,1498,2.3
POA3199,40,1845,774,350,2059,0.8,1519,2.4
POA3200,37,1408,572,315,1419,0.8,1124,2.3
POA3201,36,1733,816,370,1993,0.8,1656,2.5
POA3202,43,2243,873,470,2531,0.9,2095,2.8
POA3204,39,2500,982,461,2860,0.9,2227,2.6
POA3205,38,2200,1301,421,3073,0.9,2103,1.9
POA3206,45,3467,1359,600,3853,0.9,2661,2.3
POA3207,42,2500,1361,540,3264,0.9,2367,2.1
POA3211,42,2167,738,427,2178,0.8,1990,3
POA3212,36,1733,834,370,2227,0.8,1961,2.7
POA3213,39,1885,837,350,2319,0.8,2139,3
POA3214,36,1264,520,270,1308,0.8,1060,2.4
POA3215,41,1625,729,340,1928,0.8,1450,2.3
POA3216,38,1733,783,360,2203,0.8,1720,2.5
POA3217,30,1842,1009,425,2329,0.7,2200,2.8
POA3218,36,1950,962,330,2464,0.8,1754,2.3
POA3219,41,1408,678,305,1646,0.8,1226,2.2
POA3220,40,2100,947,360,2649,0.8,1893,2.3
POA3221,43,2167,988,335,2961,0.8,2462,3
POA3222,45,1700,717,375,1848,0.7,1465,2.5
POA3223,59,1664,609,340,1429,0.6,1152,2.1
POA3224,42,1625,744,370,1907,0.7,1534,2.5
POA3225,60,2000,843,400,1954,0.6,1542,2.1
POA3226,43,2000,869,420,2299,0.7,1843,2.5
POA3227,46,2261,1049,445,2721,0.7,2247,2.5
POA3228,39,2167,1014,500,2630,0.8,2282,2.7
POA3230,52,2167,861,412,2156,0.7,1780,2.2
POA3231,56,2298,1045,360,2215,0.7,1906,2.2
POA3232,54,2167,966,380,1952,0.7,1812,2.1
POA3233,52,1733,738,300,1503,0.7,1241,2
POA3234,50,1733,991,320,2125,0.7,1649,2
POA3235,47,1625,815,244,1962,0.8,1712,2.4
POA3236,53,1509,587,310,1312,0.8,1125,2.1
POA3237,51,1000,575,195,1312,0.8,908,2
POA3238,51,1257,779,160,1937,0.7,1406,2.1
POA3239,49,1083,598,200,1625,0.7,1218,2.3
POA3240,40,2119,960,330,2573,0.8,2337,2.9
POA3241,42,1595,741,290,1918,0.8,1512,2.4
POA3242,43,1517,778,295,1914,0.8,1546,2.4
POA3243,47,1509,833,300,2038,0.8,1525,2.4
POA3249,45,1476,693,250,1793,0.8,1417,2.6
POA3250,42,1300,704,260,1701,0.7,1247,2.3
POA3251,50,1300,722,220,1928,0.7,1308,2.2
POA3254,33,1300,727,225,1833,0.8,1471,2.6
POA3260,49,1154,684,230,1688,0.7,1253,2.3
POA3264,48,1066,657,225,1552,0.7,1159,2.2
POA3265,39,1343,836,200,2067,0.8,1763,2.7
POA3266,46,1200,679,220,1674,0.7,1292,2.4
POA3267,49,800,808,260,1770,0.8,1600,2.5
POA3268,43,1200,766,231,1800,0.7,1460,2.5
POA3269,43,1600,851,240,2103,0.7,1758,2.5
POA3270,53,1344,793,275,1792,0.6,1416,2.1
POA3271,49,867,795,160,1562,0.6,1300,2.2
POA3272,48,945,600,215,1396,0.7,1014,2.2
POA3273,50,1083,1005,175,2194,0.7,1718,2.6
POA3274,44,650,596,150,1521,0.8,1125,2.4
POA3275,34,1540,850,230,2184,0.8,2073,3
POA3276,44,1083,761,200,1891,0.7,1566,2.4
POA3277,41,1498,860,250,2089,0.8,1697,2.6
POA3278,40,1343,779,250,1885,0.8,1803,2.7
POA3279,34,1517,931,233,2208,0.9,2094,3
POA3280,41,1408,757,295,1873,0.7,1401,2.3
POA3281,40,1650,875,300,2236,0.8,2081,2.9
POA3282,42,1441,767,280,1818,0.8,1504,2.5
POA3283,44,1517,783,263,2088,0.8,1763,2.7
POA3284,50,1733,765,300,1942,0.7,1481,2.3
POA3285,46,1430,781,220,2025,0.8,1639,2.5
POA3286,51,845,659,150,1531,0.7,1125,2.2
POA3287,41,1189,817,170,1885,0.8,1758,2.6
POA3289,49,834,603,180,1444,0.7,1121,2.3
POA3292,60,1235,694,220,1278,0.6,1105,1.8
POA3293,48,433,734,200,1531,0.7,1256,2.2
POA3294,46,1083,795,220,1875,0.7,1338,2.3
POA3300,44,1083,697,238,1657,0.7,1252,2.2
POA3301,47,1260,792,200,1990,0.7,1717,2.5
POA3302,47,1092,790,170,1821,0.7,1446,2.3
POA3303,45,1042,794,185,1949,0.7,1607,2.3
POA3304,48,942,658,180,1567,0.7,1148,2.2
POA3305,47,1170,648,250,1600,0.7,1251,2.3
POA3309,49,520,493,120,1275,0.7,974,2.4
POA3310,58,698,483,100,1166,0.7,794,1.9
POA3311,58,702,529,160,1304,0.7,889,2
POA3312,49,779,753,120,1848,0.7,1412,2.4
POA3314,45,1083,823,175,2090,0.7,1656,2.4
POA3315,51,700,633,140,1607,0.7,1079,2.1
POA3317,50,514,910,85,1833,0.8,1525,2.3
POA3318,52,867,617,162,1581,0.7,1021,2.1
POA3319,53,503,769,113,1854,0.7,1319,2.1
POA3321,38,1949,861,300,2345,0.8,2148,3
POA3322,52,917,537,250,1267,0.7,871,2
POA3323,50,1000,862,200,1687,0.7,1354,2.2
POA3324,50,650,615,150,1596,0.7,993,2.1
POA3325,55,861,565,150,1221,0.7,994,2.1
POA3328,37,1950,819,400,2294,0.8,2169,3.1
POA3329,43,1315,720,300,1857,0.8,1718,2.8
POA3330,41,867,698,208,1762,0.7,1268,2.4
POA3331,36,1844,844,381,2238,0.8,2054,3
POA3332,37,1733,776,350,2096,0.8,1943,2.9
POA3333,44,1517,750,300,1951,0.8,1654,2.6
POA3334,48,1559,706,200,2059,0.7,1579,2.3
POA3335,31,1900,910,371,2048,0.8,1872,2.8
POA3336,31,2150,974,421,2328,0.9,2303,3.4
POA3337,34,1538,676,321,1676,0.8,1461,2.8
POA3338,31,1712,747,341,1805,0.8,1640,3
POA3340,37,1733,819,340,2152,0.8,1802,2.7
POA3341,43,1777,874,360,2384,0.8,2098,2.8
POA3342,43,1647,741,330,1984,0.7,1606,2.5
POA3345,42,1733,829,320,2210,0.8,2004,2.7
POA3350,38,1517,780,300,2019,0.7,1503,2.4
POA3351,41,1500,719,280,1921,0.8,1680,2.7
POA3352,39,1600,803,322,2102,0.8,1849,2.8
POA3355,43,1250,596,260,1398,0.7,1062,2.1
POA3356,38,1250,621,270,1428,0.7,1111,2.2
POA3357,45,1733,824,310,2216,0.7,1754,2.6
POA3358,29,1600,920,390,2087,0.7,2011,2.9
POA3360,49,1127,657,280,1489,0.7,1189,2.2
POA3361,51,867,507,190,1401,0.7,964,2.1
POA3363,49,1300,617,275,1569,0.7,1177,2.2
POA3364,47,1553,718,205,1841,0.7,1454,2.4
POA3370,51,1127,507,220,1343,0.7,1046,2.2
POA3371,57,953,487,186,1276,0.7,897,2.1
POA3373,51,1216,597,231,1503,0.7,1113,2.2
POA3374,51,1231,701,200,1859,0.7,1454,2.2
POA3375,48,888,624,169,2059,0.8,1458,2.5
POA3377,45,1083,687,250,1624,0.7,1239,2.2
POA3378,38,800,1143,135,2416,0.7,1481,2.7
POA3379,52,650,633,150,1666,0.7,1168,2.2
POA3380,46,973,661,210,1504,0.7,1129,2.2
POA3381,47,1300,794,250,1926,0.8,1476,2.3
POA3384,52,867,596,155,1381,0.8,1136,2.4
POA3385,52,867,629,196,1473,0.7,1259,2.3
POA3387,49,782,695,170,1452,0.7,1187,2.3
POA3388,51,703,639,165,1463,0.7,1116,2.3
POA3390,47,701,622,180,1508,0.7,1029,2.2
POA3391,49,510,660,165,1406,0.8,1337,2.5
POA3392,56,531,514,160,1259,0.7,978,2.1
POA3393,49,750,671,180,1606,0.7,1144,2.1
POA3395,53,570,631,80,1718,0.7,1095,2.2
POA3396,57,650,576,148,1380,0.7,1134,2.1
POA3400,40,1187,755,245,1756,0.7,1305,2.2
POA3401,43,1387,858,200,2149,0.8,1846,2.7
POA3407,49,650,743,100,1652,0.7,1338,2.3
POA3409,49,780,771,150,1866,0.7,1397,2.2
POA3412,50,566,562,100,1270,0.7,833,2.2
POA3413,52,900,880,112,2541,0.7,1463,2.3
POA3414,52,813,599,165,1441,0.7,1085,2.1
POA3415,51,634,974,0,3562,0.7,3125,2.5
POA3418,46,800,743,200,1792,0.8,1339,2.3
POA3419,50,701,647,125,1505,0.7,1121,2.1
POA3420,37,455,951,138,2150,0.8,1887,2.7
POA3423,56,433,459,110,1222,0.7,775,2.1
POA3424,55,489,615,100,1510,0.7,1060,2.1
POA3427,33,1800,974,397,2214,0.7,1984,2.6
POA3428,45,2100,706,348,2022,0.8,1728,2.8
POA3429,38,1733,854,361,2237,0.8,1921,2.6
POA3430,44,2334,844,345,2042,0.7,1699,2.7
POA3431,42,2000,883,400,2386,0.8,2151,2.8
POA3432,51,2000,732,550,2374,0.8,1833,2.7
POA3433,41,2268,784,190,2285,0.8,2222,2.9
POA3434,38,1950,854,371,2313,0.8,2072,2.7
POA3435,42,1800,775,360,2111,0.8,1893,2.6
POA3437,40,2167,955,421,2671,0.8,2315,2.8
POA3438,41,1950,874,451,2584,0.8,2273,2.9
POA3440,43,2206,936,373,2763,0.8,2346,2.8
POA3441,48,2600,1113,330,3021,0.7,2692,2.6
POA3442,46,2001,874,391,2531,0.8,2122,2.6
POA3444,47,1781,761,350,2083,0.7,1662,2.4
POA3446,45,1324,731,350,1878,0.8,1614,2.4
POA3447,51,1526,701,277,1792,0.8,1476,2.3
POA3448,50,1594,669,263,1788,0.7,1459,2.3
POA3450,51,1364,672,301,1638,0.7,1119,2
POA3451,47,1517,700,305,1765,0.8,1392,2.4
POA3453,48,1600,785,300,2010,0.7,1605,2.5
POA3458,52,1591,761,350,1946,0.7,1533,2.2
POA3460,54,1600,725,339,1720,0.7,1211,1.9
POA3461,51,1542,682,310,1760,0.8,1384,2.2
POA3462,53,1367,618,300,1574,0.7,1137,2.2
POA3463,57,1300,603,270,1525,0.7,1137,2.1
POA3464,45,1092,605,223,1542,0.8,1202,2.5
POA3465,51,1073,516,240,1261,0.7,911,2.1
POA3467,51,1050,510,213,1281,0.7,923,2.2
POA3468,55,943,544,233,1325,0.7,1037,2
POA3469,57,848,495,143,1031,0.6,866,1.9
POA3472,56,802,463,192,1037,0.8,772,2
POA3475,59,867,450,178,1125,0.7,779,2.1
POA3477,54,867,692,170,1593,0.8,1237,2.3
POA3478,53,867,551,186,1285,0.7,936,2
POA3480,51,841,622,180,1503,0.7,1147,2.2
POA3482,51,417,483,170,1449,0.7,1166,2.3
POA3483,46,704,751,150,1728,0.7,1266,2.3
POA3485,57,520,522,100,1292,0.6,894,2
POA3487,43,382,612,100,1916,0.8,1687,2.6
POA3488,52,867,810,53,1825,0.6,1771,2.1
POA3489,40,403,687,0,1687,0.7,1125,2.6
POA3490,52,689,645,160,1558,0.7,1150,2.1
POA3491,47,109,593,173,1312,0.8,1036,2.4
POA3494,41,1114,753,150,1512,0.8,1146,2.3
POA3496,41,1083,681,235,1684,0.8,1326,2.5
POA3498,40,1338,760,260,1935,0.8,1595,2.6
POA3500,39,1300,686,280,1635,0.8,1301,2.4
POA3501,40,1733,854,231,2357,0.8,2024,2.9
POA3505,43,1127,653,220,1638,0.8,1336,2.5
POA3506,49,1200,575,370,1125,0.7,1042,1.9
POA3507,52,542,495,100,1406,0.7,887,2.2
POA3509,52,433,758,150,1471,0.6,1281,2.1
POA3512,45,693,725,110,1762,0.8,1275,2.2
POA3515,33,1538,874,348,2122,0.8,1940,2.9
POA3516,47,1130,669,200,1634,0.8,1413,2.4
POA3517,52,867,515,193,1279,0.8,935,2.2
POA3518,56,758,488,163,1282,0.8,938,2.1
POA3520,57,433,420,134,738,0.7,655,1.9
POA3521,42,1478,716,290,2013,0.8,1652,2.8
POA3522,50,1407,599,225,1656,0.8,1295,2.3
