POA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
POA5523,13,55,0,67,222,11,0,299,4,41,0,45,225,14,0,287,0,6,0,6,141,10,0,165,0,0,0,0,63,8,0,72,285,146,9,433,1040,94,0,1567
POA5540,69,307,0,380,1628,114,0,2121,15,184,0,195,1494,109,0,1800,0,39,0,38,1058,76,0,1171,0,0,0,0,406,33,0,445,1915,894,95,2904,8879,859,0,12653
POA5550,5,15,0,14,111,17,0,144,0,3,0,4,97,16,0,119,0,5,0,5,53,6,0,57,0,0,0,0,5,0,0,10,156,44,4,201,536,63,0,803
POA5552,0,6,0,6,46,0,0,51,0,0,0,0,34,5,0,38,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,3,62,19,0,79,165,28,0,271
POA5554,26,95,0,126,560,48,0,728,0,72,0,72,556,28,0,659,0,12,0,11,376,40,0,425,0,4,0,4,153,25,0,181,725,316,48,1093,2979,277,0,4352
POA5555,0,12,0,10,74,15,0,100,0,5,0,5,95,8,0,107,0,0,0,0,43,0,0,48,0,0,0,0,8,0,0,8,70,19,5,94,288,47,0,431
POA5556,14,94,0,105,620,58,0,781,3,84,0,86,726,56,0,873,0,9,0,10,432,51,0,492,0,0,0,0,120,15,0,132,445,255,22,719,2816,304,0,3834
POA5558,21,112,0,131,675,60,0,870,0,103,0,104,956,74,0,1136,3,18,0,15,576,63,0,667,0,0,0,0,152,43,0,198,492,298,23,816,3338,359,3,4518
POA5560,3,0,0,5,56,6,0,70,0,11,0,10,65,3,0,74,0,0,0,0,34,10,0,38,0,0,0,0,7,0,0,7,61,14,6,77,248,38,0,367
POA5570,0,16,0,17,92,3,0,111,0,6,0,7,148,7,0,167,0,0,0,0,62,7,0,67,0,0,0,0,8,0,0,10,50,23,4,77,407,29,0,514
POA5571,3,48,0,49,281,20,0,353,0,51,0,46,405,34,0,482,0,12,0,6,227,30,0,266,0,0,0,0,89,8,0,92,186,124,9,315,1323,145,0,1778
POA5572,0,3,0,9,26,0,0,28,0,0,0,0,13,5,0,17,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,24,11,0,35,82,9,0,122
POA5573,8,52,0,61,275,35,0,368,5,38,0,37,254,32,0,325,0,8,0,8,193,29,0,229,0,0,0,0,67,14,0,81,279,137,7,427,1205,193,0,1820
POA5575,8,61,0,68,348,30,0,451,0,47,0,49,425,22,0,492,0,6,0,6,227,34,0,264,0,0,0,0,68,20,0,91,265,137,25,427,1521,157,4,2112
POA5576,0,23,0,23,154,13,0,191,0,18,0,18,198,12,0,228,0,0,0,0,85,8,0,101,0,0,0,0,25,3,0,30,132,54,8,194,651,75,0,923
POA5577,3,12,0,14,97,5,0,113,0,11,0,8,77,14,0,109,0,0,0,0,40,3,0,50,0,0,0,0,8,3,0,14,56,37,3,91,371,53,0,521
POA5580,0,8,0,7,59,0,0,73,0,3,0,3,55,0,0,57,0,0,0,0,32,3,0,32,0,0,0,0,11,0,0,16,52,20,3,70,220,12,0,306
POA5581,0,14,0,21,108,10,0,138,0,10,0,16,161,11,0,184,0,3,0,3,74,0,0,78,0,0,0,0,32,0,0,36,33,35,0,73,467,38,0,577
POA5582,10,23,0,32,77,0,0,111,0,15,0,13,106,6,0,126,0,0,0,0,85,11,0,101,0,0,0,0,14,3,0,21,48,47,3,98,380,26,5,507
POA5583,4,16,0,17,141,6,0,167,3,14,0,18,178,16,0,211,0,0,0,0,104,6,0,110,0,0,0,0,18,3,0,26,74,42,0,107,597,59,0,770
POA5600,26,143,0,170,791,44,0,1000,7,70,0,73,570,35,0,683,0,10,0,12,396,21,0,432,0,0,0,0,163,19,0,183,930,352,56,1341,3685,267,3,5292
POA5601,0,0,0,0,21,0,0,23,0,0,0,0,23,3,0,26,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,0,5,65,4,0,75
POA5602,4,25,0,33,168,9,0,215,4,19,0,25,195,20,0,235,0,4,0,4,92,7,0,101,0,0,0,0,29,3,0,29,173,71,7,245,771,103,0,1126
POA5603,7,18,0,21,62,4,0,87,0,4,0,4,64,8,0,76,0,0,0,0,15,4,0,19,0,0,0,0,6,3,0,10,76,36,4,117,208,27,0,347
POA5604,5,6,0,9,33,3,0,50,0,5,0,5,36,3,0,40,0,0,0,0,22,0,0,22,0,0,0,0,4,0,0,4,17,16,4,45,127,9,0,180
POA5605,7,50,0,58,213,18,0,289,3,35,0,42,285,33,0,362,0,7,0,7,211,19,0,240,0,0,0,0,104,8,0,112,209,120,23,347,1176,117,0,1649
POA5606,59,261,3,327,1454,115,0,1901,15,213,0,229,1292,95,0,1617,5,31,0,36,855,76,0,959,0,5,0,5,376,50,0,429,2107,822,106,3036,7882,791,11,11723
POA5607,27,140,0,168,628,73,0,873,4,106,0,114,592,77,0,779,0,21,0,21,223,21,0,268,0,0,0,0,39,4,0,40,890,374,32,1299,2559,453,5,4317
POA5608,44,232,6,282,1439,144,0,1865,11,113,0,122,1082,91,0,1297,4,30,0,30,750,96,0,877,0,0,0,0,215,26,0,245,1692,728,109,2528,7336,965,3,10835
POA5609,7,34,0,36,125,0,0,174,0,16,0,16,99,0,5,113,0,3,0,3,79,0,0,86,0,0,0,0,13,3,0,17,399,95,26,515,922,42,4,1485
POA5611,0,0,0,0,21,0,0,19,0,0,0,0,23,7,0,24,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,12,0,0,9,81,16,0,105
POA5630,0,0,0,0,16,0,0,23,0,0,0,0,9,0,0,13,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,25,13,0,38,67,0,0,108
POA5631,4,26,0,32,77,3,0,115,0,26,0,26,84,9,0,114,0,6,0,6,61,6,0,71,0,0,0,0,38,0,0,38,186,82,15,283,509,28,0,821
POA5632,0,3,0,10,24,8,0,36,0,0,0,0,7,0,0,7,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,43,12,8,66,74,12,0,150
POA5633,0,8,0,14,38,0,0,52,0,0,0,0,24,4,0,28,0,0,0,0,11,0,0,14,0,0,0,0,4,0,0,6,28,17,0,46,141,12,0,202
POA5640,4,27,0,36,102,16,0,153,0,18,0,17,111,6,0,136,0,0,0,0,81,11,0,100,0,0,0,0,38,9,0,46,145,65,9,220,542,85,0,852
POA5641,4,20,0,22,125,0,0,149,0,15,0,15,98,3,0,113,0,0,0,0,63,14,0,80,0,0,0,0,32,7,0,37,163,49,6,222,511,57,0,794
POA5642,0,0,0,0,38,3,0,43,0,0,0,3,24,0,0,25,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,38,10,0,44,129,16,0,184
POA5650,0,6,0,6,8,5,0,18,0,0,0,0,7,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,10,0,45,60,20,0,128
POA5651,0,0,0,0,13,4,0,20,0,0,0,0,8,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,10,32,9,0,57
POA5652,0,18,0,19,73,11,0,103,0,15,0,20,68,6,0,95,0,5,0,5,33,0,0,43,0,0,0,0,25,8,0,33,114,55,3,178,329,48,4,552
POA5653,0,0,0,3,9,3,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,32,7,0,50
POA5654,0,3,0,3,36,0,0,43,0,3,0,3,21,0,0,19,0,0,0,0,10,3,0,18,0,0,0,0,0,0,0,6,33,22,0,57,108,17,0,187
POA5655,0,0,0,0,12,0,0,10,0,5,0,5,13,0,0,14,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,21,6,0,28,37,0,0,70
POA5660,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,12,10,0,0,28
POA5661,0,0,0,0,14,4,0,15,0,0,0,0,18,0,0,14,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,19,3,0,27,58,13,0,100
POA5670,0,4,0,6,88,17,0,105,0,3,0,3,79,11,0,94,0,0,0,4,35,0,0,39,0,0,0,0,5,3,0,8,86,18,0,103,288,56,0,450
POA5671,0,4,0,4,37,4,0,38,0,0,0,0,30,0,0,31,0,0,0,0,11,5,0,13,0,0,0,0,0,0,0,0,19,3,0,28,129,18,0,175
POA5680,15,51,0,68,305,31,0,402,0,57,0,60,341,41,0,445,0,0,0,0,114,15,0,129,0,0,0,0,52,13,0,65,283,150,14,449,1253,168,0,1871
POA5690,19,93,0,111,473,72,0,661,6,62,0,68,415,55,0,542,0,17,0,17,162,16,0,198,0,0,0,0,43,9,0,47,587,322,49,955,2236,472,9,3674
POA5700,52,222,0,276,1222,165,4,1666,17,130,0,145,1004,130,6,1285,0,26,0,26,636,72,0,732,0,3,0,3,216,16,0,233,1384,664,72,2120,6360,1012,37,9538
POA5701,0,0,0,0,16,5,0,18,0,5,0,5,13,3,0,14,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,6,5,0,5,40,11,0,63
POA5710,3,64,0,68,199,35,0,306,0,30,0,34,185,24,0,237,0,8,0,8,76,17,0,98,0,0,0,0,17,8,0,26,349,143,28,519,1047,669,0,2239
POA5713,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,0,0,22
POA5715,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,22,0,0,30
POA5717,0,0,0,0,21,7,0,36,0,0,0,0,7,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,48,21,0,87
POA5719,0,0,0,0,11,0,0,17,0,0,0,0,16,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,70,16,4,95
POA5720,5,9,0,12,99,23,0,128,0,4,0,4,31,3,0,36,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,140,24,3,173,497,162,0,835
POA5722,0,6,0,6,56,3,0,63,0,0,0,0,55,3,0,64,0,0,0,0,21,0,0,26,0,0,0,0,4,0,0,10,28,7,0,28,194,21,0,247
POA5723,18,25,0,38,338,107,8,498,0,13,0,13,310,113,0,441,0,0,0,3,165,77,0,245,0,0,0,0,15,16,0,32,272,75,3,353,1595,664,13,2631
POA5724,0,0,0,0,28,16,0,47,0,0,0,0,33,7,0,39,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,16,6,0,27,99,43,3,171
POA5725,17,60,0,83,495,174,0,748,0,9,0,17,74,25,0,113,0,0,0,0,12,4,0,20,0,0,0,0,5,0,0,3,1234,204,53,1494,2910,1338,11,5757
POA5730,0,6,0,8,36,14,0,53,0,0,0,0,23,5,0,33,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,14,18,0,29,102,44,0,175
POA5731,6,14,0,17,92,98,0,209,0,0,0,0,35,41,0,76,0,0,0,0,6,5,0,15,0,0,0,0,0,3,0,3,87,29,0,117,310,465,0,887
POA5732,0,21,0,18,77,8,0,111,0,0,0,0,51,16,0,73,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,42,29,3,77,262,58,8,399
POA5733,0,7,0,4,44,11,0,63,0,3,0,7,32,6,0,44,0,0,0,0,18,5,0,27,0,0,0,0,4,0,0,4,36,14,0,46,175,37,0,256
POA5734,0,0,0,0,30,0,0,35,0,5,0,5,27,0,0,32,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,15,4,22,96,8,0,136
POA5950,0,0,0,0,17,0,0,23,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,10,39,0,0,44
POA6000,52,92,0,145,984,282,46,1455,3,109,0,115,586,187,17,908,0,17,0,17,236,100,8,365,0,4,0,4,74,59,0,135,1221,470,31,1722,10159,2474,549,14903
POA6003,13,27,0,40,245,40,0,326,0,21,0,21,163,18,0,208,0,4,0,6,63,7,0,80,0,0,0,0,18,0,0,22,321,137,6,465,2494,393,31,3382
POA6004,42,117,0,156,1075,192,28,1453,13,127,5,141,747,116,12,1013,0,25,0,28,297,47,7,380,0,0,0,0,92,12,0,109,1090,448,30,1574,8515,1488,240,11809
POA6005,20,47,0,69,485,42,0,603,0,50,0,50,346,34,5,438,0,12,0,12,236,10,0,262,0,0,0,0,106,5,0,114,584,252,24,864,4473,376,45,5757
POA6006,68,107,5,180,902,36,6,1126,3,138,0,147,533,49,0,725,0,43,0,43,326,31,0,400,0,8,0,8,213,27,0,247,1570,496,79,2141,5417,316,24,7896
POA6007,65,74,0,134,600,18,0,754,3,126,0,132,487,29,0,646,0,33,0,33,230,39,0,300,0,0,0,0,178,47,0,230,1175,372,46,1593,4765,369,14,6738
POA6008,141,167,6,317,1529,87,4,1936,36,401,0,443,1270,121,6,1837,7,127,0,140,799,111,0,1047,0,4,0,4,265,75,0,344,2699,964,91,3754,9077,833,50,13709
POA6009,190,183,5,374,1550,100,13,2040,49,579,4,629,1289,132,10,2056,10,168,0,187,1029,146,0,1367,0,12,0,12,503,77,5,588,3109,1247,111,4473,11285,1014,80,16855
POA6010,177,232,7,410,1680,61,14,2167,30,530,4,566,1300,83,13,1957,16,224,0,241,1135,80,0,1460,0,8,0,6,625,106,0,735,3053,1240,140,4434,10038,689,55,15216
POA6011,126,135,3,264,926,30,7,1233,8,334,0,345,654,28,4,1030,3,113,0,113,465,45,0,619,0,3,0,3,196,44,0,247,1458,760,50,2270,4947,277,41,7540
POA6012,71,107,4,174,850,52,7,1088,9,234,0,242,647,36,4,931,3,73,0,76,451,37,4,574,0,5,0,5,179,34,0,218,1453,566,63,2073,4921,356,29,7379
POA6014,187,260,6,450,1876,40,6,2373,30,537,5,566,1172,46,13,1801,4,131,0,138,938,36,5,1118,0,14,0,9,645,38,3,696,4169,1295,167,5634,11159,413,54,17261
POA6015,96,108,3,204,738,16,7,967,4,192,0,193,392,18,0,610,6,70,0,81,458,17,3,558,4,8,0,6,290,12,0,303,1139,462,52,1649,3639,126,24,5430
POA6016,77,105,3,178,839,27,0,1049,8,146,0,150,499,31,9,690,0,28,0,33,256,17,0,307,0,0,0,0,161,8,0,168,2152,460,86,2698,5406,294,25,8420
POA6017,17,29,0,42,295,25,0,363,4,29,0,37,255,14,0,306,0,7,0,4,159,7,0,175,0,0,0,0,63,3,0,67,566,163,21,749,2871,276,9,3901
POA6018,242,563,9,810,3354,98,22,4287,51,885,4,935,2431,127,14,3513,15,279,0,290,2100,201,7,2605,4,15,0,12,1146,214,3,1376,7654,2395,286,10332,21862,1308,95,33592
POA6019,144,288,6,439,1907,66,15,2422,22,489,0,513,1191,71,6,1781,6,122,0,124,952,49,5,1130,3,6,0,8,418,16,0,442,4030,1371,151,5552,13115,845,73,19578
POA6020,134,480,6,628,2148,34,3,2814,42,1061,0,1106,1887,54,0,3049,4,190,3,195,1256,55,3,1515,0,0,0,3,453,27,0,487,3880,2051,175,6104,11026,412,32,17572
POA6021,118,358,3,480,1834,80,12,2397,21,483,0,510,1494,68,15,2087,9,116,0,123,1257,88,0,1475,0,12,0,11,594,38,0,643,3449,1287,98,4827,11843,682,34,17393
POA6022,28,77,0,109,392,8,0,507,3,161,0,162,460,14,0,640,0,35,0,37,300,5,3,347,0,0,0,0,69,4,0,78,957,354,44,1362,2599,109,3,4072
POA6023,92,291,9,391,1277,27,9,1702,31,573,7,609,1218,30,5,1857,0,119,0,121,815,41,0,983,0,0,0,0,293,20,0,318,3254,1209,153,4615,7277,244,23,12160
POA6024,71,222,0,297,1035,40,4,1374,17,462,3,482,1151,37,0,1668,5,84,0,89,722,29,0,838,0,4,0,8,166,5,0,180,2395,1056,130,3579,6846,308,16,10754
POA6025,172,641,11,825,2964,62,9,3861,55,922,7,983,2402,62,6,3455,7,173,0,182,1259,66,0,1503,0,4,0,4,403,34,0,443,5734,2285,249,8269,15766,644,30,24716
POA6026,136,650,4,793,2392,41,7,3233,30,735,3,766,1979,48,7,2798,7,91,4,104,1020,46,3,1174,0,14,0,14,704,29,0,741,3865,1813,197,5880,11900,332,30,18134
POA6027,218,969,13,1202,4346,213,7,5768,37,1001,0,1037,3155,156,9,4361,11,143,0,154,1546,188,3,1892,4,9,0,11,608,154,5,773,7085,2915,307,10314,22579,1611,56,34551
POA6028,136,659,5,801,2638,53,0,3498,14,462,0,479,1300,35,3,1820,6,75,0,78,600,19,5,700,0,0,0,0,193,5,0,201,4177,1644,151,5971,12089,415,29,18508
POA6029,25,31,0,57,275,9,4,346,0,116,0,119,187,4,0,310,0,26,0,23,156,11,0,193,0,0,0,0,68,0,0,72,513,212,21,748,1408,74,6,2240
POA6030,228,719,17,963,3417,151,10,4546,41,480,4,526,2160,94,11,2784,7,95,0,102,1643,119,3,1865,0,9,0,9,682,86,0,772,6792,2306,349,9446,20572,1444,60,31523
POA6031,74,301,5,376,1165,35,6,1584,7,178,0,186,628,31,5,845,0,28,0,32,261,10,0,300,0,0,0,0,49,0,0,56,3915,1007,176,5086,7995,425,25,13534
POA6032,0,8,0,9,26,8,0,45,0,6,0,6,11,3,0,18,0,5,0,5,0,5,0,6,0,0,0,0,0,0,0,0,22,16,9,44,98,18,0,162
POA6033,3,17,0,22,48,3,0,71,0,16,0,16,32,0,0,43,0,0,0,0,11,0,0,9,0,0,0,0,6,0,0,6,56,37,0,98,231,32,5,359
POA6034,14,41,0,51,147,11,0,208,0,35,0,36,101,3,0,143,0,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,888,171,31,1091,1323,114,3,2532
POA6035,53,146,0,201,792,54,4,1047,7,125,0,136,667,31,0,831,0,33,0,33,404,23,0,464,0,0,0,0,120,22,0,146,2092,552,100,2748,4657,410,38,7846
POA6036,71,276,3,357,1147,49,9,1560,8,178,0,185,735,29,0,951,0,28,0,28,344,24,0,391,0,0,0,0,76,4,0,78,3242,966,163,4367,8121,464,23,12980
POA6037,16,66,0,88,351,36,0,469,0,56,0,53,282,22,0,356,0,8,0,8,153,10,0,177,0,0,0,0,26,8,0,30,592,204,41,833,1713,204,11,2759
POA6038,44,115,0,164,490,17,6,668,5,88,3,91,297,6,4,400,0,9,0,8,123,12,0,146,0,0,0,0,35,0,0,39,2322,462,96,2890,4035,225,12,7157
POA6041,3,36,0,38,167,14,0,213,0,25,0,25,214,24,6,266,0,4,0,5,109,17,0,129,0,0,0,0,21,0,0,25,185,101,7,297,890,92,18,1302
POA6042,0,0,0,0,18,0,0,18,0,0,0,0,34,8,0,42,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,3,64,29,0,97
POA6043,0,8,0,8,38,3,0,55,0,5,0,3,52,4,0,63,0,0,0,0,26,3,0,28,0,0,0,0,3,0,0,3,11,20,0,33,166,13,0,212
POA6044,3,22,0,24,174,19,0,218,5,26,0,28,199,14,3,246,0,0,0,0,101,9,0,118,0,0,0,0,27,5,0,33,111,66,8,183,849,86,24,1142
POA6050,122,202,3,329,1437,36,5,1807,16,330,0,348,1088,63,3,1496,3,97,0,107,790,114,4,1016,0,9,0,9,604,103,0,708,2248,899,90,3243,9498,590,24,13345
POA6051,58,118,5,173,978,50,10,1213,18,154,0,167,825,40,3,1038,4,34,0,39,387,18,0,443,0,0,0,0,113,3,0,120,1795,567,51,2406,8097,554,34,11100
POA6052,79,161,3,241,1111,48,0,1398,11,212,0,222,721,47,0,988,0,54,0,55,391,47,0,491,0,0,0,0,204,31,0,236,2031,627,69,2724,6190,364,10,9289
POA6053,96,202,4,300,1373,50,0,1724,24,237,0,265,975,54,0,1301,6,55,0,64,632,47,0,736,0,7,0,7,386,41,0,431,2648,803,124,3570,8275,456,15,12317
POA6054,117,330,7,456,2006,114,10,2586,16,334,3,354,1566,85,12,2009,5,74,0,78,904,75,4,1060,0,6,0,9,373,23,0,404,3252,1190,159,4604,11355,863,37,16850
POA6055,133,439,9,578,1944,79,25,2633,29,343,0,371,1262,50,17,1710,4,71,0,73,628,44,3,753,0,3,0,3,201,29,0,238,6904,1622,231,8755,14236,993,83,24056
POA6056,218,748,16,981,3896,297,9,5192,56,678,7,741,3160,254,6,4161,5,133,0,142,2063,258,8,2466,0,4,0,4,738,248,0,992,6027,2567,311,8903,22394,2556,67,33924
POA6057,73,361,0,431,1551,68,7,2054,15,293,4,312,1155,42,5,1510,6,58,0,59,793,42,0,890,0,3,0,3,281,28,0,310,2812,1065,119,4000,8556,488,15,13063
POA6058,53,210,3,272,1122,66,0,1462,16,227,0,243,1052,50,0,1340,0,35,0,37,583,33,0,651,0,0,0,0,238,24,0,262,2152,766,110,3023,6887,550,7,10473
POA6059,138,358,4,504,2407,92,11,3014,35,488,0,532,1867,78,8,2483,11,150,0,157,1571,96,0,1827,0,9,0,9,751,33,0,793,3614,1379,109,5096,14249,729,40,20107
POA6060,114,252,8,374,2098,107,7,2580,22,375,6,402,1510,65,3,1978,12,108,0,123,1038,53,4,1218,4,12,0,19,684,53,0,757,3769,1191,146,5103,15279,975,46,21402
POA6061,185,431,14,632,2991,240,26,3882,53,407,0,455,2237,183,7,2882,10,73,0,78,1332,113,0,1524,0,7,0,7,489,36,0,534,6301,1674,209,8184,22240,2493,81,32996
POA6062,173,505,7,685,3090,125,13,3917,52,710,4,767,2684,87,12,3549,7,162,0,170,1964,84,4,2227,0,10,0,12,795,54,0,858,5149,1952,147,7245,19672,1089,56,28065
POA6063,92,226,9,330,1400,68,7,1799,14,161,4,175,982,40,7,1203,3,31,0,33,388,27,0,452,0,0,0,0,115,8,0,130,2350,739,112,3196,7840,552,27,11615
POA6064,197,511,10,716,2897,125,14,3753,43,474,3,528,2203,139,11,2878,0,85,0,88,1226,141,0,1455,0,5,0,5,356,135,0,491,4536,1803,168,6512,16852,1364,52,24771
POA6065,334,1156,12,1499,4723,149,19,6400,74,1004,12,1086,3420,126,23,4658,8,164,0,174,2191,130,10,2504,0,14,0,14,778,114,5,911,13754,3788,533,18085,31746,1562,94,51490
POA6066,127,410,0,541,2094,65,12,2708,21,286,0,306,1142,50,6,1502,3,51,0,55,571,26,0,652,0,5,0,3,177,10,0,192,2812,1167,86,4067,9951,528,22,14574
POA6067,0,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,50,3,0,65
POA6068,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
POA6069,189,612,13,811,2950,115,15,3898,35,450,0,486,1934,70,17,2509,3,84,0,91,1186,52,3,1332,0,7,0,3,416,19,4,441,9377,2345,385,12105,19939,1265,57,33373
POA6070,43,70,0,116,373,18,0,504,3,111,0,114,295,13,0,426,0,26,0,26,207,6,0,237,0,0,0,0,55,3,0,51,705,266,47,1021,1745,77,0,2844
POA6071,23,78,0,96,396,7,0,501,3,90,0,95,319,12,0,426,0,14,0,15,178,7,0,201,0,0,0,0,55,0,0,56,517,248,31,802,1818,75,0,2704
POA6072,8,25,0,30,92,0,0,132,0,31,0,31,64,0,0,95,4,0,0,6,36,0,0,43,0,0,0,0,14,0,0,14,117,84,7,205,439,18,0,662
POA6073,28,71,0,99,348,4,0,456,7,83,4,90,321,12,0,423,0,24,0,20,256,9,0,290,0,4,0,4,123,11,0,136,465,249,26,745,1760,81,0,2586
POA6074,6,23,0,31,106,4,0,143,0,21,0,20,120,3,0,141,0,4,0,4,50,3,0,58,0,0,0,0,11,0,0,17,161,60,5,232,533,27,0,785
POA6076,154,468,0,618,2156,71,0,2848,30,744,5,778,1947,95,0,2818,9,173,3,189,1587,104,4,1874,0,8,0,8,599,57,0,667,3465,1794,176,5436,11681,564,21,17692
POA6077,13,38,0,51,230,4,0,285,0,55,0,62,217,11,0,282,0,3,0,3,168,13,0,186,0,0,0,0,35,0,0,35,170,135,9,313,1044,34,5,1399
POA6078,4,24,0,28,107,7,3,151,0,26,0,24,98,3,0,130,0,3,0,3,41,0,0,43,0,0,0,0,5,0,0,5,116,74,7,195,518,39,4,757
POA6079,0,0,0,0,0,0,0,6,0,4,0,4,7,0,0,9,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,24,0,0,31
POA6081,30,109,5,138,565,15,5,725,5,100,0,110,380,13,0,501,0,8,0,7,210,5,0,225,0,0,0,0,45,3,0,53,856,344,43,1238,2483,96,6,3824
POA6082,13,72,3,86,380,15,5,484,3,45,0,52,271,16,0,337,0,10,0,17,134,5,0,156,0,0,0,0,29,0,0,30,551,193,33,780,1678,133,5,2597
POA6083,30,89,0,124,463,23,0,615,3,50,0,57,310,18,0,387,0,10,0,8,154,9,0,176,0,0,0,0,41,5,0,43,509,228,27,767,1919,145,0,2829
POA6084,43,184,0,226,918,78,5,1223,11,125,0,136,632,48,0,816,0,9,0,9,283,28,0,322,0,0,0,0,54,6,0,67,1452,525,78,2055,4422,458,58,6987
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,22
POA6100,68,226,6,292,1401,151,7,1858,15,245,4,263,937,93,4,1293,7,34,0,43,426,39,7,511,0,4,0,6,162,11,0,179,2344,834,79,3255,9621,1113,54,14054
POA6101,92,175,0,266,1297,88,6,1657,13,208,0,227,934,75,3,1238,5,43,0,46,464,56,3,563,0,0,0,0,205,27,0,234,2718,755,99,3563,9814,874,33,14282
POA6102,46,82,8,130,739,67,6,934,3,112,0,118,621,94,8,839,5,38,0,37,630,189,5,864,0,3,0,3,424,309,0,737,1486,447,57,1989,8795,1402,50,12243
POA6103,54,133,3,191,870,64,18,1140,13,108,0,123,581,46,3,759,0,11,0,13,337,31,4,387,0,0,0,0,119,12,0,129,1458,473,48,1982,6685,638,55,9353
POA6104,93,211,0,303,1339,115,12,1777,24,204,0,231,1016,70,7,1325,11,50,0,53,583,78,0,719,0,4,0,4,317,98,0,417,2176,733,75,2981,8759,1086,69,12905
POA6105,77,175,6,260,1197,78,5,1545,16,180,4,194,892,54,5,1147,0,42,0,38,625,35,3,701,0,0,0,0,307,15,0,322,2502,738,68,3309,8830,795,36,12969
POA6106,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,24
POA6107,187,568,10,764,3137,213,35,4148,52,523,7,573,2204,113,27,2920,3,101,0,107,1312,105,5,1530,0,8,0,8,530,27,0,570,8276,2028,231,10533,25256,2301,133,38222
