POA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
POA6108,123,466,10,597,2059,85,10,2746,32,458,5,488,1826,74,13,2398,3,84,4,92,1078,37,6,1209,0,0,0,0,306,23,0,335,3755,1594,165,5519,12359,795,42,18717
POA6109,77,154,3,240,969,86,10,1302,14,142,4,155,841,52,5,1056,3,36,0,37,492,46,0,578,0,0,0,5,171,34,0,213,2099,594,53,2743,6743,756,30,10272
POA6110,201,670,7,881,3331,151,20,4376,53,552,0,602,2583,181,26,3390,13,84,0,99,1578,165,9,1845,0,6,0,6,601,188,8,800,7961,2385,341,10686,21628,1833,97,34246
POA6111,113,465,8,587,2287,130,7,3007,21,471,0,491,2049,86,7,2634,6,83,0,87,1042,85,3,1221,0,6,0,7,302,64,0,374,3490,1584,205,5281,12388,1021,32,18718
POA6112,271,953,20,1240,4509,268,41,6063,74,722,9,804,3261,181,50,4297,12,112,0,123,1793,145,16,2077,0,12,0,17,546,92,0,650,14476,3453,596,18527,30461,2561,145,51690
POA6121,28,96,0,124,357,14,0,504,4,55,0,61,242,12,0,308,0,10,0,10,99,4,0,117,0,0,0,0,20,4,0,23,512,241,22,770,1587,90,3,2444
POA6122,81,345,8,431,1251,50,5,1742,8,232,0,242,820,43,9,1112,0,34,0,36,411,20,0,463,3,0,0,3,127,16,0,141,4672,1242,250,6157,8380,480,24,15047
POA6123,5,36,0,48,168,14,0,229,0,24,0,24,123,12,0,157,0,3,0,3,48,3,0,52,0,0,0,0,21,0,0,21,421,133,20,571,958,91,0,1619
POA6124,5,31,0,33,147,8,0,188,0,12,0,16,75,3,0,93,0,0,0,0,56,4,0,66,0,0,0,0,13,0,0,18,200,79,11,287,568,52,0,908
POA6125,17,89,0,110,351,63,0,523,8,52,0,58,255,50,0,366,3,9,0,12,179,23,3,214,0,0,0,0,39,7,0,50,484,242,30,755,1685,504,4,2949
POA6126,0,3,0,4,42,6,0,52,0,0,0,0,37,6,0,41,0,0,0,0,19,0,0,19,0,0,0,0,3,0,0,3,32,11,0,41,166,16,0,228
POA6147,93,249,0,344,1322,43,3,1713,29,304,0,328,1141,45,5,1515,8,67,0,74,658,34,4,770,0,3,0,4,197,7,0,211,2371,899,91,3365,8108,539,46,12054
POA6148,141,302,0,448,1604,56,14,2121,36,485,0,524,1359,58,17,1955,9,121,0,132,1091,87,0,1307,0,9,0,9,477,90,3,578,3339,1215,104,4660,9899,495,55,15114
POA6149,137,410,0,545,1740,37,8,2331,35,700,3,743,1767,52,10,2567,7,139,0,146,954,60,0,1157,3,3,0,9,443,56,0,505,3362,1550,121,5028,9673,338,25,15064
POA6150,88,253,8,348,1209,129,12,1696,30,483,0,513,1073,179,12,1782,8,103,0,108,811,188,0,1116,0,11,0,8,390,205,0,604,1952,1068,61,3085,7412,1230,35,11760
POA6151,144,251,8,399,1665,86,19,2166,18,467,0,485,1352,91,10,1938,5,95,0,102,749,69,4,919,0,0,0,0,236,49,0,293,2461,1111,100,3665,10095,692,82,14535
POA6152,172,361,7,536,2220,100,5,2863,41,648,4,692,1871,110,14,2685,5,125,3,132,1281,135,0,1553,0,8,0,10,739,195,0,942,3675,1594,157,5426,15444,1084,75,22024
POA6153,166,353,4,522,2092,85,16,2714,46,710,4,758,1618,49,15,2440,11,174,0,185,1078,28,6,1293,0,10,0,15,487,15,0,514,3632,1562,122,5316,11453,512,89,17378
POA6154,85,144,0,231,907,21,3,1165,12,237,0,253,681,27,5,970,5,65,0,69,656,33,5,765,4,5,0,10,516,44,0,567,1893,618,61,2576,5649,219,25,8481
POA6155,318,870,17,1206,4470,144,51,5873,90,1072,10,1170,3216,67,42,4492,12,168,0,181,1644,61,15,1900,0,10,0,15,603,30,11,652,10248,3110,280,13632,26105,2227,172,42140
POA6156,142,280,5,429,1584,64,4,2088,16,405,0,424,1025,59,0,1506,8,114,3,121,858,86,0,1067,7,3,0,12,526,105,0,638,3202,1119,162,4482,9255,631,27,14396
POA6157,105,227,0,331,1322,41,3,1698,11,337,7,357,1049,56,7,1465,10,88,0,92,703,67,4,864,3,0,0,4,395,38,0,433,2386,932,120,3433,7702,418,28,11586
POA6158,90,131,0,218,805,26,9,1053,12,237,0,250,540,25,0,817,0,55,0,54,384,31,0,468,0,0,0,0,212,41,0,259,1304,566,71,1936,4063,239,34,6275
POA6159,38,86,0,114,467,14,0,601,7,132,0,138,351,22,6,512,0,40,0,43,239,14,0,300,0,0,0,0,113,3,0,111,495,337,18,848,2294,138,15,3299
POA6160,65,123,0,195,977,154,16,1347,7,226,0,240,741,92,3,1073,0,43,0,50,410,75,0,532,0,0,0,0,161,42,0,203,1072,576,51,1706,5862,1033,107,8702
POA6161,0,11,0,11,67,6,0,81,0,22,0,20,29,12,0,60,0,4,0,8,28,4,0,35,0,0,0,0,3,0,0,3,32,44,3,76,268,45,4,391
POA6162,119,167,13,292,1282,60,5,1644,19,246,0,269,990,62,7,1322,3,70,3,75,564,29,3,667,0,4,0,5,306,8,0,318,1931,710,111,2752,6576,437,48,9816
POA6163,337,960,19,1320,5281,224,13,6836,56,1154,0,1217,4134,236,15,5602,12,221,0,237,2813,282,0,3328,5,12,0,16,1105,322,0,1451,8084,3407,395,11890,30697,2325,82,44993
POA6164,282,1021,12,1315,4434,145,34,5917,70,811,6,891,2791,121,35,3834,18,138,4,157,1331,124,3,1613,0,7,0,5,488,73,0,565,13456,3468,537,17464,30743,1617,121,49952
POA6165,0,3,0,3,6,3,0,9,0,0,0,0,6,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,3,0,6,50,14,0,69
POA6166,70,241,4,319,1085,61,0,1463,5,265,0,276,840,57,3,1180,4,46,0,48,505,61,0,610,0,0,0,0,162,16,0,181,1783,754,80,2616,5604,428,14,8671
POA6167,107,414,6,530,2072,162,7,2773,29,276,3,305,1553,119,14,1991,4,58,0,61,915,57,0,1038,0,0,0,0,337,27,0,366,4815,1420,235,6469,13164,2326,39,22000
POA6168,105,567,10,674,2610,171,16,3469,25,417,0,449,2492,180,10,3123,6,74,0,86,1716,194,8,2001,4,5,0,7,652,150,6,811,2899,1616,139,4656,14494,2012,63,21232
POA6169,175,827,13,1016,3573,162,5,4758,29,576,0,606,2642,130,9,3387,6,101,0,109,1727,185,10,2024,4,3,0,5,581,171,0,756,5374,2361,321,8058,17752,1418,42,27271
POA6170,56,193,3,251,919,49,9,1224,18,120,3,134,500,25,11,669,0,24,0,28,222,8,3,257,0,0,0,0,41,0,0,43,3754,818,150,4723,7085,526,28,12360
POA6171,126,562,6,687,1980,86,14,2764,19,323,3,345,1487,76,10,1919,6,57,0,62,914,58,0,1035,0,4,0,4,159,7,0,167,7992,1854,398,10242,14874,1052,40,26215
POA6172,57,294,10,351,1148,39,7,1549,7,133,0,140,713,34,3,893,0,15,0,14,437,40,0,498,0,5,0,5,171,39,0,213,2266,820,148,3234,6268,480,18,10004
POA6173,55,205,0,257,851,22,0,1136,11,105,0,114,383,13,0,507,3,19,0,21,190,5,0,222,0,0,0,0,45,3,0,53,2538,660,132,3334,5213,208,10,8770
POA6174,19,76,0,99,332,12,0,441,7,38,0,46,198,11,4,256,0,11,0,11,109,7,0,120,0,0,0,0,19,0,0,20,1120,262,70,1453,2401,183,9,4036
POA6175,22,84,0,108,286,12,0,402,0,62,0,62,165,7,3,237,0,9,0,9,94,3,0,103,0,3,0,3,31,4,0,31,766,257,46,1065,1694,80,7,2847
POA6176,11,31,0,44,134,6,0,185,0,20,0,23,97,8,0,130,0,9,0,9,36,3,0,43,0,0,0,0,9,0,0,15,442,118,22,585,826,63,0,1471
POA6180,31,106,0,137,356,12,0,500,0,93,0,94,377,12,0,488,0,18,0,12,291,13,0,317,0,0,0,0,35,5,0,43,1366,384,93,1843,2762,152,3,4765
POA6181,5,13,0,18,58,0,0,76,0,12,0,12,29,0,0,45,0,0,0,0,11,0,0,16,0,0,0,0,6,0,0,6,68,52,7,118,250,6,0,380
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,30,0,35,120,15,0,173,0,14,0,13,87,6,0,107,0,0,0,0,37,5,0,38,0,0,0,0,6,0,0,10,212,77,12,299,524,82,3,909
POA6208,46,260,0,307,1190,66,0,1569,3,167,0,172,1412,77,0,1659,4,40,0,39,929,86,0,1062,0,5,0,5,259,64,0,326,1740,727,107,2578,6687,594,10,9867
POA6209,10,42,0,47,235,17,0,306,3,40,0,41,251,34,0,334,0,5,0,3,163,19,0,180,0,0,0,0,39,3,0,40,223,126,9,358,1158,144,4,1661
POA6210,339,1491,13,1837,7342,330,13,9520,67,1193,8,1273,8154,406,17,9845,24,221,0,240,5787,480,0,6512,0,18,0,20,2147,391,5,2558,9892,4492,518,14904,40947,3244,74,59170
POA6211,34,165,4,204,813,30,0,1046,8,169,0,180,1008,24,0,1210,6,19,0,26,540,16,0,579,0,0,0,0,64,7,0,76,1265,530,49,1844,4253,211,5,6318
POA6213,4,13,0,18,82,10,0,112,0,6,0,6,91,11,0,103,0,0,0,0,35,6,0,38,0,0,0,0,17,0,0,18,95,28,3,129,378,52,0,555
POA6214,4,15,0,23,70,6,0,94,0,8,0,3,77,5,0,89,0,0,0,0,28,0,0,28,0,0,0,0,4,0,0,4,93,41,3,143,362,34,0,540
POA6215,15,95,0,111,488,40,0,638,4,60,0,68,464,39,0,565,0,14,0,14,241,36,0,293,0,0,0,0,76,27,0,98,556,260,30,850,2256,303,5,3415
POA6218,0,13,0,12,71,0,0,87,0,3,0,3,58,9,0,73,0,0,0,0,14,0,0,17,0,0,0,0,9,0,0,12,78,28,7,116,274,23,0,406
POA6219,3,13,0,15,87,6,0,106,0,9,0,9,49,5,0,66,0,0,0,0,23,3,0,28,0,0,0,0,9,0,0,12,98,32,0,127,331,33,0,490
POA6220,17,83,0,97,408,40,0,542,3,66,0,69,431,31,0,530,0,8,0,8,305,24,0,341,0,0,0,4,126,14,0,146,560,251,21,833,2475,231,10,3550
POA6221,0,3,0,3,48,3,0,58,0,0,0,0,24,0,0,30,0,0,0,0,14,0,0,14,0,0,0,0,6,0,0,6,31,10,0,45,291,39,3,375
POA6223,0,7,0,7,18,0,0,25,0,5,0,5,3,0,0,10,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,23,11,0,36,80,0,0,120
POA6224,4,25,0,29,124,13,0,162,0,20,0,21,113,15,0,151,0,4,0,4,76,3,0,78,0,0,0,0,18,0,0,18,169,72,9,255,661,85,0,1005
POA6225,34,219,0,258,987,68,0,1314,4,147,0,151,953,66,0,1170,0,23,0,23,483,61,0,570,0,0,0,0,123,52,0,181,1213,621,81,1912,4796,599,3,7312
POA6226,4,24,0,30,106,7,0,132,0,14,0,16,64,9,0,87,0,0,0,5,19,0,0,22,0,0,0,0,0,0,0,0,177,59,5,239,425,28,0,689
POA6227,9,16,0,24,67,6,0,93,0,12,0,13,46,4,0,68,0,4,0,4,29,0,0,35,0,0,0,0,3,0,0,4,177,45,7,220,325,28,0,570
POA6228,0,3,0,9,17,4,0,21,0,3,0,3,19,5,0,28,0,0,0,0,6,3,0,10,0,0,0,0,3,0,0,3,20,9,0,32,75,17,0,119
POA6229,0,0,0,3,30,5,0,39,0,3,0,3,43,5,0,51,0,0,0,0,20,5,0,21,0,0,0,0,0,3,0,4,13,3,0,16,122,29,0,163
POA6230,199,868,7,1080,4177,293,9,5561,45,695,3,744,3445,244,4,4429,19,112,0,132,2130,153,0,2418,4,7,0,11,845,162,0,1020,6974,2679,395,10054,23055,2610,56,35771
POA6232,42,215,6,260,864,40,4,1166,8,140,0,150,764,56,6,975,5,18,0,23,577,78,0,674,0,0,0,0,222,89,0,314,1995,637,114,2745,5321,474,17,8556
POA6233,89,389,0,479,1835,87,6,2404,19,279,0,293,1539,60,0,1894,3,49,0,59,793,38,0,886,0,4,0,0,183,8,0,202,3646,1134,224,5004,9412,546,16,14976
POA6236,10,49,0,58,281,14,0,355,0,49,0,47,193,22,0,265,0,9,0,9,104,7,0,117,0,0,0,0,30,7,0,33,310,147,26,476,1162,98,3,1741
POA6237,15,83,0,99,318,21,0,432,0,46,0,52,258,30,0,340,0,6,0,11,107,8,0,119,0,0,0,0,24,4,0,28,424,193,25,641,1253,126,4,2027
POA6239,20,80,0,97,542,28,0,674,4,71,0,76,492,39,0,610,0,3,0,3,296,25,0,323,0,0,0,0,103,6,0,105,664,231,33,927,2491,226,26,3670
POA6240,0,4,0,4,32,0,0,39,0,6,0,6,30,5,0,33,0,0,0,0,17,6,0,22,0,0,0,0,0,0,0,0,11,18,0,33,107,10,0,145
POA6243,0,0,0,0,12,0,0,13,0,3,0,3,12,0,0,18,0,0,0,0,9,0,0,9,0,0,0,0,4,0,0,4,11,3,0,17,54,5,0,73
POA6244,0,28,0,31,195,29,0,258,0,20,0,22,159,21,0,199,0,4,0,4,114,22,0,140,0,0,0,0,25,3,0,26,233,79,13,328,761,131,0,1225
POA6251,3,5,0,3,51,5,0,57,0,3,0,3,45,0,0,45,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,47,18,4,66,166,10,0,240
POA6252,0,0,0,0,29,3,0,32,0,0,0,0,15,0,0,21,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,18,4,0,22,90,10,0,120
POA6253,10,20,0,20,89,8,0,115,4,25,0,25,128,7,0,168,0,0,0,0,54,3,0,63,0,0,0,0,13,0,0,13,70,52,10,130,422,32,3,589
POA6254,8,12,0,16,96,13,0,128,0,3,0,3,62,3,0,68,0,0,0,0,41,0,0,41,0,0,0,0,10,0,0,10,85,32,5,126,350,57,3,536
POA6255,26,55,0,81,573,37,0,702,5,76,0,83,641,52,0,774,4,7,0,12,308,30,0,348,0,0,0,0,82,9,0,96,609,208,20,837,2460,248,5,3554
POA6256,3,4,0,7,61,5,0,78,0,12,0,12,47,0,0,52,0,0,0,0,26,0,0,31,0,0,0,0,4,0,0,4,72,28,0,97,204,33,0,339
POA6258,47,86,0,132,800,54,0,996,3,69,0,75,626,42,0,741,0,11,0,11,361,26,0,402,0,0,0,0,131,13,0,142,867,284,49,1206,3603,346,23,5179
POA6260,11,18,0,33,196,33,0,265,5,22,0,25,155,24,0,207,0,0,0,6,73,16,0,89,0,0,0,0,34,9,0,44,197,67,10,281,893,170,26,1371
POA6262,3,14,0,14,107,18,0,140,0,10,0,10,90,14,0,109,0,0,0,0,41,6,0,54,0,0,0,0,9,0,0,9,77,29,0,106,399,79,0,580
POA6271,13,63,0,77,370,25,0,468,3,45,0,47,331,22,0,398,0,7,0,7,161,16,0,183,0,0,0,0,36,8,0,43,521,184,39,746,1714,155,0,2618
POA6275,0,24,0,28,218,29,0,277,0,31,0,31,258,29,0,321,0,0,0,0,118,27,0,145,0,0,0,0,22,3,0,26,165,75,5,246,894,159,4,1303
POA6280,144,525,6,673,3026,228,8,3937,23,540,6,569,3162,215,0,3946,3,80,0,81,1994,165,0,2244,0,5,0,11,808,98,0,915,4710,1673,265,6650,16244,1459,38,24392
POA6281,47,143,0,189,772,67,0,1027,13,255,0,269,778,59,0,1104,0,42,0,40,425,49,4,507,0,3,0,3,96,7,0,108,1532,565,67,2162,3913,421,23,6512
POA6282,13,47,0,60,217,38,3,317,3,48,0,51,198,44,0,296,0,9,0,9,68,11,0,89,0,0,0,0,13,0,0,18,302,128,9,436,889,159,6,1488
POA6284,17,37,0,55,239,19,0,323,0,41,0,39,143,16,0,211,0,5,0,5,71,15,0,82,0,0,0,0,33,0,0,34,575,120,41,739,1071,197,6,2012
POA6285,67,155,3,227,1013,106,5,1348,16,180,0,200,768,67,0,1040,5,22,0,33,322,18,0,374,0,0,0,0,116,15,0,134,1976,540,128,2646,4925,690,70,8326
POA6286,3,20,0,25,108,16,0,148,0,11,0,11,71,10,0,88,0,0,0,0,36,0,0,37,0,0,0,0,9,0,0,7,150,34,5,201,412,51,3,667
POA6288,3,8,0,13,68,12,0,91,0,8,0,8,59,6,0,78,0,6,0,6,26,7,0,32,0,0,0,0,0,0,0,3,77,46,4,130,321,44,6,495
POA6290,7,36,0,43,290,10,0,343,4,34,3,40,375,22,4,438,0,6,0,6,201,12,0,220,0,0,0,0,92,14,0,104,173,92,12,277,1250,106,13,1644
POA6302,18,75,0,95,470,51,0,620,4,68,0,72,546,37,0,657,0,10,0,10,310,49,0,372,0,0,0,0,89,15,0,106,399,191,21,611,2066,274,0,2958
POA6304,3,22,0,29,215,33,0,281,0,28,0,29,265,36,0,332,0,0,0,0,138,26,0,163,0,0,0,0,47,5,0,50,167,79,17,260,960,169,4,1385
POA6306,3,11,0,17,102,15,0,135,0,18,0,20,103,5,0,124,0,3,0,3,81,3,0,92,0,0,0,0,41,3,0,41,139,45,7,184,524,66,0,777
POA6308,3,39,0,47,190,27,0,258,0,12,0,13,195,19,0,232,0,3,0,3,118,20,0,139,0,0,0,0,28,3,0,33,184,88,3,274,848,146,0,1258
POA6309,8,3,0,9,37,0,0,43,0,0,0,0,46,0,0,47,0,0,0,0,12,9,0,21,0,0,0,0,5,0,0,7,28,4,0,34,178,27,0,235
POA6311,3,13,0,16,88,8,0,114,0,11,0,11,81,6,0,91,0,0,0,3,33,5,0,44,0,0,0,0,10,0,0,10,86,31,0,116,332,43,3,487
POA6312,17,78,0,95,456,47,0,598,4,58,0,66,397,54,0,512,6,7,0,13,248,39,0,299,0,0,0,0,108,50,0,159,602,234,21,860,2497,432,8,3803
POA6313,0,7,0,7,30,0,0,41,0,3,0,3,26,0,0,25,0,0,0,0,16,0,0,20,0,0,0,0,0,0,0,0,36,19,0,52,119,12,0,184
POA6315,8,37,0,43,223,14,0,283,0,30,0,30,217,24,0,270,0,4,0,7,127,13,0,143,0,0,0,0,39,5,0,48,232,97,8,336,988,153,5,1476
POA6316,3,5,0,9,56,6,0,66,0,8,0,8,38,7,0,51,0,0,0,0,7,4,0,16,0,0,0,0,3,0,0,0,62,10,4,79,181,26,0,290
POA6317,18,44,0,68,428,30,0,528,3,47,0,50,342,38,0,428,0,3,0,3,198,25,0,226,0,0,0,0,80,22,0,94,518,176,25,718,2216,360,3,3302
POA6318,0,9,0,11,58,8,0,75,0,4,0,4,47,4,0,60,0,0,0,0,12,8,0,22,0,0,0,0,4,0,0,4,79,17,4,100,234,42,0,374
POA6320,5,6,0,9,73,8,0,100,0,4,0,4,35,0,0,41,0,0,0,0,27,0,0,31,0,0,0,0,11,0,0,11,73,25,3,98,257,58,0,416
POA6321,0,9,0,7,58,8,0,78,3,9,0,11,47,8,0,57,0,0,0,0,33,0,0,38,0,0,0,0,3,3,0,4,62,27,4,86,232,42,0,366
POA6322,0,4,0,7,23,3,0,32,0,5,0,5,31,4,0,42,0,0,0,0,17,6,0,23,0,0,0,0,0,0,0,0,34,12,3,51,115,24,0,184
POA6323,4,18,0,27,143,14,0,178,0,13,0,17,165,12,0,195,0,4,0,3,81,9,0,92,0,0,0,0,6,5,0,7,127,48,3,179,592,79,0,855
POA6324,18,60,0,78,438,58,0,576,5,45,0,50,397,49,0,497,0,5,0,14,163,32,0,208,0,0,0,0,70,36,0,101,456,182,39,682,1914,399,3,3003
POA6326,3,9,0,7,72,9,0,88,0,12,0,15,56,3,0,80,0,0,0,0,17,0,0,24,0,0,0,0,8,0,0,8,66,31,7,103,271,37,0,407
POA6327,0,0,0,0,23,4,0,31,0,9,0,9,29,0,0,33,0,0,0,0,15,0,0,13,0,0,0,0,3,3,0,5,52,16,3,64,106,25,0,202
POA6328,0,11,0,18,51,4,0,71,0,3,0,3,37,9,0,40,0,0,0,0,23,0,0,21,0,0,0,0,0,0,0,0,65,23,3,91,205,38,0,341
POA6330,201,615,16,835,4081,273,11,5192,31,501,6,532,3731,245,8,4521,8,87,0,96,2448,190,3,2747,0,9,0,9,1010,121,4,1142,5440,2087,328,7853,20724,2118,52,30747
POA6333,53,101,3,155,788,82,0,1025,16,112,0,127,788,92,7,1006,0,22,0,21,460,60,0,538,0,0,0,0,142,21,0,160,906,343,66,1314,3376,545,4,5235
POA6335,0,14,0,15,85,12,0,109,0,13,0,12,71,9,0,90,0,0,0,0,21,0,0,25,0,0,0,0,8,0,0,12,135,45,6,191,354,51,0,593
POA6336,3,8,0,12,35,8,0,54,0,0,0,0,27,5,0,35,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,65,17,0,81,143,26,0,252
POA6337,0,7,0,13,60,7,0,81,0,3,0,3,20,7,0,37,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,101,25,4,131,217,55,5,416
POA6338,5,9,0,15,92,5,0,116,0,6,0,10,106,6,0,124,0,0,0,0,34,3,0,40,0,0,0,0,5,3,0,4,128,22,5,156,397,33,0,585
POA6341,0,0,0,0,21,0,0,26,0,3,0,3,19,4,0,28,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,52,5,4,67,121,16,0,195
POA6343,0,0,0,0,18,3,0,26,0,0,0,0,14,3,0,18,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,42,3,4,48,89,35,0,173
POA6346,3,16,0,23,154,38,0,216,0,16,0,17,70,11,0,98,0,0,0,0,24,0,0,26,0,0,0,0,15,0,0,15,193,53,6,253,752,201,14,1224
POA6348,0,16,0,17,141,16,0,172,0,3,0,3,122,16,0,142,0,3,0,3,74,15,0,87,0,0,0,0,12,6,0,16,146,35,10,188,614,97,0,895
POA6350,0,3,0,3,42,3,0,51,0,9,0,6,33,13,0,51,0,3,0,3,24,5,0,34,0,0,0,0,6,0,0,6,48,17,5,62,153,47,0,270
POA6351,0,0,0,0,11,0,0,10,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,28,3,0,42
POA6352,0,5,0,5,8,17,0,30,0,6,0,3,9,8,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,35,11,0,44,54,57,0,154
POA6353,6,15,0,14,81,17,0,115,0,8,0,8,62,6,0,72,0,4,0,4,39,5,0,47,0,0,0,0,8,0,0,9,142,33,3,179,388,50,3,617
POA6355,3,12,0,14,53,7,0,75,0,9,0,9,33,5,0,52,0,0,0,0,13,0,0,13,0,0,0,0,4,0,0,0,72,30,3,107,210,31,0,348
POA6356,0,0,0,0,17,0,0,19,0,4,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,29,63,7,0,98
POA6357,0,0,0,0,3,0,0,3,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,16,28,10,0,49
POA6358,0,0,0,4,6,0,0,13,0,4,0,4,6,3,0,9,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,5,14,5,0,26,36,11,0,76
POA6359,4,12,0,17,79,17,0,116,0,10,0,10,51,6,0,65,0,0,0,0,27,0,0,25,0,0,0,0,9,5,0,12,118,31,8,154,390,70,3,623
POA6361,0,0,0,0,9,3,0,16,0,4,0,4,7,5,0,6,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,15,5,0,21,36,18,0,77
POA6363,0,3,0,3,3,0,0,7,0,0,0,0,7,0,0,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,19,5,0,23,41,4,0,66
POA6365,0,16,0,14,56,11,0,78,0,14,0,13,41,0,0,59,0,3,0,3,26,0,0,28,0,0,0,0,6,0,0,9,91,37,4,130,214,41,0,386
POA6367,0,13,0,13,54,5,0,70,0,0,0,0,48,0,0,52,0,0,0,0,16,4,0,21,0,0,0,0,9,3,0,9,39,20,0,62,199,21,0,282
POA6368,0,6,0,6,7,0,0,11,0,3,0,3,8,4,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,6,0,30,27,6,0,65
POA6369,3,17,0,20,60,13,0,94,0,3,0,3,54,8,0,71,0,0,0,0,48,5,0,53,0,0,0,0,28,10,0,34,100,35,4,135,295,93,0,520
POA6370,0,6,0,7,54,18,0,78,0,6,0,6,36,8,0,45,0,0,0,0,26,4,0,37,0,0,0,0,5,4,0,12,55,24,6,84,193,56,0,337
POA6372,0,0,0,0,18,8,0,21,0,0,0,0,14,7,0,24,0,0,0,0,9,5,0,9,0,0,0,0,7,0,0,7,11,0,0,13,65,20,0,103
POA6373,0,0,0,0,12,0,0,7,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,23,36,0,0,63
POA6375,3,14,0,18,91,3,0,112,0,7,0,11,116,14,0,138,0,0,0,0,56,7,0,63,0,0,0,0,32,5,0,38,109,47,3,160,486,57,4,703
POA6383,4,19,0,22,93,38,0,152,0,17,0,12,107,48,0,170,0,0,0,0,68,15,0,87,0,0,0,0,27,9,0,40,89,40,3,132,423,207,0,765
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,10,3,0,14
POA6385,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,16
POA6386,0,0,0,0,11,12,0,20,0,0,0,0,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,9,36,37,0,83
POA6390,15,21,0,44,261,24,0,324,6,11,0,18,166,8,0,191,0,4,0,4,65,11,0,85,0,0,0,0,14,3,0,20,388,75,20,484,1006,120,5,1608
POA6391,4,27,0,30,107,15,0,149,0,10,0,10,81,12,0,107,0,0,0,0,47,12,0,68,0,0,0,0,18,3,0,17,171,60,16,250,453,91,0,792
POA6392,0,7,0,3,63,10,0,81,0,10,0,10,39,0,0,52,0,0,0,0,31,0,0,31,0,0,0,0,11,4,0,15,49,21,4,69,238,39,0,341
POA6393,0,0,0,0,17,4,0,20,0,4,0,4,9,4,0,16,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,13,7,0,22,53,12,0,92
POA6394,0,9,0,4,61,14,0,80,0,3,0,10,46,9,0,61,0,0,0,0,37,7,0,43,0,0,0,0,9,0,0,9,58,27,5,86,252,42,0,377
POA6395,8,34,0,39,197,22,0,256,0,21,0,26,124,8,0,155,0,0,0,0,82,26,0,108,0,0,0,0,41,9,0,51,229,79,15,327,763,114,0,1208
POA6396,3,3,0,5,53,10,0,65,0,3,0,3,33,3,0,37,0,0,0,0,15,4,0,17,0,0,0,0,5,0,0,3,59,5,4,70,196,30,0,299
