POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3992,231,122,149,172,159,190,173,46,13,1265
POA3995,1698,1102,1130,1157,1358,1718,1820,1068,424,11483
POA3996,1037,494,474,675,695,987,1233,719,236,6551
POA4000,1479,4534,7255,4018,2777,2308,1292,530,120,24307
POA4005,1592,1572,4294,2960,2293,2127,1558,759,292,17438
POA4006,1422,4111,9552,4354,2483,1752,1051,675,282,25672
POA4007,1867,1950,2778,2216,2206,1969,1386,769,314,15456
POA4008,64,111,197,176,188,184,107,23,9,1047
POA4009,0,3,0,0,0,0,0,0,0,11
POA4010,309,460,1026,512,381,264,197,169,86,3394
POA4011,2648,2008,2384,2383,2215,1819,1219,663,244,15581
POA4012,3821,2771,4520,3892,3164,2289,1563,735,395,23145
POA4013,829,606,966,844,616,497,309,147,37,4842
POA4014,2614,1293,2046,2266,1722,1291,922,514,319,12983
POA4017,7195,4152,4024,5260,5595,4626,3635,2007,804,37295
POA4018,2635,1327,2235,2324,1466,1313,1198,996,473,13962
POA4019,3073,1877,1898,2490,3073,3081,2806,1471,472,20242
POA4020,3590,2428,1892,2832,3688,3920,4013,2265,831,25461
POA4021,1731,1130,988,1190,1274,1154,1160,748,372,9742
POA4022,1397,899,804,779,870,778,802,783,395,7513
POA4025,46,105,108,62,102,100,53,18,0,583
POA4030,2649,2796,4332,2839,2365,1609,969,505,271,18335
POA4031,2570,1843,2531,2309,2069,1374,829,373,206,14100
POA4032,2655,2419,3617,2631,2031,1807,1525,1442,927,19071
POA4034,8177,5430,6572,6598,5666,4952,4200,3049,1648,46296
POA4035,5357,3558,2683,3659,3950,3458,2426,1337,505,26928
POA4036,1452,768,1079,1047,890,729,570,290,103,6927
POA4037,1714,1096,713,1038,1440,927,541,207,43,7714
POA4051,5317,4622,4908,4425,4222,2711,1694,853,302,29041
POA4053,9089,5753,7383,7328,6231,4645,3545,2080,898,46953
POA4054,2722,1608,1861,2046,1923,1309,1227,780,323,13803
POA4055,4934,2608,2265,3446,3465,2212,1860,943,312,22047
POA4059,1896,3103,2933,1958,1647,944,591,294,110,13484
POA4060,2788,2067,1324,1788,2240,1509,937,456,183,13303
POA4061,3632,2165,1208,2357,2780,1929,1596,1029,329,17036
POA4064,1739,1930,2722,1750,1588,1128,696,289,94,11942
POA4065,2241,1337,957,1489,1651,1060,704,336,182,9955
POA4066,2263,4076,4150,2523,2030,1553,1266,726,222,18813
POA4067,1279,4750,1998,1261,864,705,718,450,118,12130
POA4068,4268,4637,3978,3788,3078,2153,1798,1071,455,25225
POA4069,7345,4472,2286,4741,5630,4096,3379,2175,1001,35119
POA4070,2638,1497,966,1716,1905,1385,1015,607,148,11878
POA4073,1742,1047,798,1263,1409,1187,876,559,329,9219
POA4074,4669,2728,2631,3524,3151,2912,2564,1201,382,23773
POA4075,5044,3140,3369,3857,3621,2543,1986,1185,559,25298
POA4076,898,1174,2041,1765,1149,725,457,200,63,8471
POA4077,8129,5060,5898,4691,3934,3547,2310,1398,617,35584
POA4078,5450,3606,3400,3595,3778,2985,1957,996,302,26087
POA4101,3935,6973,9416,5648,4435,3069,2001,960,380,36800
POA4102,972,2579,3308,1464,1070,879,607,440,217,11533
POA4103,1924,2451,3588,2358,1749,1318,842,358,144,14726
POA4104,945,1015,1061,975,882,775,584,460,240,6935
POA4105,2354,1637,2484,2187,1833,1444,1008,527,193,13665
POA4106,259,228,344,277,170,147,106,45,64,1636
POA4107,1342,785,1152,1134,827,639,378,265,178,6691
POA4108,917,832,1444,953,677,563,457,316,109,6270
POA4109,6103,5026,6598,5517,4043,3812,3490,2116,768,37473
POA4110,3932,1876,3277,2777,1793,1330,875,436,151,16443
POA4111,110,396,139,116,108,105,66,35,13,1091
POA4112,2056,1249,1168,1288,1107,894,597,290,69,8716
POA4113,5333,3736,5338,4685,3330,3020,2408,1135,446,29426
POA4114,6831,4440,4386,3697,3439,2803,2346,1211,361,29511
POA4115,4339,2416,2580,3311,2527,2157,1650,754,323,20052
POA4116,6141,3317,4059,4808,3221,2686,2012,806,280,27325
POA4117,921,413,426,567,260,187,123,42,3,2947
POA4118,6947,4214,4427,4401,4014,3791,2300,923,271,31288
POA4119,1563,866,1046,1129,864,617,457,190,45,6777
POA4120,1295,1493,2659,1702,1171,1001,689,402,184,10597
POA4121,5478,3147,3270,4174,3782,2573,1741,1005,551,25736
POA4122,8759,6731,6651,7100,6276,4451,3310,2412,1100,46791
POA4123,5181,2556,3277,4028,2734,2096,1745,912,207,22739
POA4124,5355,3053,3024,3328,3163,2510,1750,739,265,23193
POA4125,2641,1861,2341,1412,1364,1261,1084,692,159,12812
POA4127,5367,3351,3564,3886,3370,2854,2760,1325,456,26938
POA4128,3382,2026,2053,2541,2335,2072,1566,597,122,16696
POA4129,1560,834,1061,950,848,685,492,216,41,6684
POA4130,1763,1134,950,1188,1355,1163,1011,388,145,9078
POA4131,2593,1829,1973,1646,1392,1188,888,411,122,12046
POA4132,7432,4248,3977,3628,2963,2400,1509,564,126,26843
POA4133,5199,3081,3795,2864,2297,2039,1624,1003,354,22268
POA4151,2692,2462,3647,2848,2361,1703,1131,704,404,17959
POA4152,8849,5850,6284,7117,6571,5331,3982,2295,978,47247
POA4153,897,575,450,625,673,582,429,183,54,4468
POA4154,2956,1404,915,1989,1903,1079,715,294,69,11325
POA4155,275,225,80,151,242,200,181,81,19,1460
POA4156,700,537,228,445,607,429,290,112,32,3369
POA4157,3568,2266,2467,2634,2482,2587,2179,1037,332,19553
POA4158,747,349,468,532,493,513,477,202,54,3833
POA4159,2663,1683,1502,1817,1978,1840,1715,1016,422,14634
POA4160,3337,2418,1459,2252,2872,2684,2077,1209,476,18790
POA4161,3227,1917,2129,2255,2137,2036,1644,679,256,16280
POA4163,2105,1675,1167,1527,2100,2425,2422,1634,723,15777
POA4164,4138,2653,2317,2602,2643,2112,1525,805,328,19118
POA4165,7556,4550,3957,4957,5387,4814,3991,2601,1030,38843
POA4169,1313,2423,4129,2470,1899,1603,1196,627,261,15918
POA4170,5122,3630,5280,4830,3764,2420,1520,675,358,27584
POA4171,3178,1951,2171,2754,2685,2058,1150,510,196,16653
POA4172,902,614,948,853,708,456,296,108,31,4919
POA4173,1568,854,1305,1282,1024,1006,764,415,114,8338
POA4174,548,323,478,474,418,283,202,73,26,2815
POA4178,4948,2937,3066,3634,3891,3316,2572,1501,736,26594
POA4179,3975,2185,1840,2819,3164,2487,1792,1156,476,19894
POA4183,355,209,211,266,351,489,445,201,37,2562
POA4184,697,465,353,568,1066,1845,2127,960,166,8255
POA4205,956,642,740,610,620,652,851,802,429,6300
POA4207,15359,8622,10577,8762,8024,6942,5662,3115,835,67895
POA4208,6059,3079,3139,3862,3156,2308,1609,714,176,24108
POA4209,19146,10242,13232,11308,8605,5416,3791,1607,374,73724
POA4210,5147,2845,2633,3500,3376,2429,1573,724,138,22365
POA4211,12135,7265,7848,8802,8645,7327,5827,3355,1002,62207
POA4212,5325,3900,3264,3974,4941,4538,4052,2382,811,33194
POA4213,6561,3701,2891,4288,4709,3853,2817,1479,495,30778
POA4214,6641,5224,4686,5009,5276,4723,3728,2385,927,38596
POA4215,6590,7900,9704,6822,6746,6419,5926,4136,1806,56051
POA4216,4971,3765,3904,4162,5288,5713,6151,4107,1360,39416
POA4217,5279,5238,7737,6028,6252,6592,6435,3695,944,48198
POA4218,4859,3944,6013,4814,4744,4670,4070,2298,805,36220
POA4220,5218,3341,4826,4610,4347,3724,3648,2184,888,32782
POA4221,4998,3163,3777,4034,3808,3467,3146,1770,683,28857
POA4223,2830,1591,1484,1987,2123,2014,1622,937,389,14975
POA4224,1266,696,1095,990,922,886,766,460,260,7342
POA4225,744,737,1464,970,1023,1550,1669,801,373,9317
POA4226,6198,4906,4629,4998,4750,4213,3897,2602,1162,37358
POA4227,4691,3300,3224,3568,3473,2190,1797,1018,357,23618
POA4228,1138,589,439,711,829,793,589,268,152,5507
POA4270,879,506,396,599,725,626,398,172,25,4319
POA4272,1331,704,547,897,1191,1291,1274,705,196,8138
POA4275,759,430,479,611,669,609,443,181,33,4213
POA4280,4970,2834,2657,2920,3014,2296,1544,664,138,21030
POA4285,4377,2491,2185,2632,3088,2810,2394,1201,427,21598
POA4287,125,56,102,138,133,180,145,56,22,954
POA4300,17595,8929,10669,11590,8369,5683,3415,1503,300,68054
POA4301,10193,5514,6419,5021,3623,2885,1797,679,186,36309
POA4303,839,529,634,458,528,460,335,259,104,4137
POA4304,3514,2174,2625,2291,2244,2076,1604,879,325,17732
POA4305,13173,8316,8865,8131,7918,7367,5604,3502,1423,64300
POA4306,9740,5787,6426,6178,5867,4801,3180,1287,246,43507
POA4307,278,183,165,182,227,226,194,85,9,1559
POA4309,627,332,318,387,440,547,405,234,64,3347
POA4310,902,574,554,565,733,989,942,535,240,6027
POA4311,2032,1141,1067,1145,1451,1515,1268,580,120,10319
POA4312,290,201,144,212,359,518,553,277,48,2594
POA4313,364,193,176,220,259,386,391,259,64,2309
POA4314,455,214,221,231,396,600,751,343,44,3255
POA4340,1077,734,615,655,831,853,739,364,115,5981
POA4341,3249,1770,1662,1931,2087,2125,1772,934,263,15796
POA4342,470,415,272,282,373,393,286,135,44,2667
POA4343,2018,1815,2054,1448,1351,1308,1134,682,244,12051
POA4344,533,300,328,269,382,421,276,147,30,2687
POA4346,222,92,97,142,129,129,123,48,13,999
POA4347,229,158,181,156,158,200,144,74,23,1322
POA4350,21948,15690,15802,13712,13244,12700,11475,7618,3281,115478
POA4352,6884,3485,3044,3959,4163,3980,3055,1482,326,30394
POA4353,67,43,26,38,46,57,39,19,3,344
POA4354,247,126,136,115,142,206,166,84,18,1233
POA4355,397,209,211,227,314,431,470,368,144,2770
POA4356,1076,603,496,556,617,639,569,368,212,5129
POA4357,403,228,296,264,340,397,342,199,68,2541
POA4358,700,383,467,317,353,305,252,116,25,2916
POA4359,273,129,153,138,175,210,157,82,12,1335
POA4360,112,64,42,58,90,87,74,43,13,590
POA4361,470,241,228,245,328,372,395,252,90,2614
POA4362,467,224,199,250,339,370,424,230,86,2595
POA4363,142,77,54,61,73,103,64,34,0,617
POA4364,35,19,19,19,31,34,8,3,0,177
POA4365,78,57,41,59,78,117,107,42,3,589
POA4370,3525,2155,2032,1816,2287,2638,2569,1571,521,19118
POA4371,115,55,32,69,96,141,120,42,13,689
POA4372,23,5,6,17,19,42,17,8,7,140
POA4373,124,98,57,67,131,160,182,105,53,978
POA4374,55,30,29,40,63,73,69,29,3,396
POA4375,42,17,21,23,26,31,34,20,0,221
POA4376,50,44,40,24,41,64,58,23,12,345
POA4377,111,37,48,56,82,108,96,50,8,599
POA4378,101,43,82,59,75,71,78,46,14,570
POA4380,1298,751,715,829,1025,1221,1334,717,258,8149
POA4381,133,54,52,87,81,117,111,49,4,685
POA4382,61,48,47,48,89,98,104,33,9,532
POA4383,74,42,47,52,61,114,129,37,13,574
POA4384,10,0,3,9,6,4,6,4,0,51
POA4385,200,93,104,109,159,184,188,118,53,1204
POA4387,240,104,130,122,207,236,179,121,33,1369
POA4388,65,35,24,36,40,41,58,31,4,341
POA4390,1480,752,848,867,798,869,685,396,144,6838
POA4400,533,234,282,269,288,237,173,99,23,2133
POA4401,1177,756,618,634,779,723,586,358,144,5765
POA4402,30,23,19,21,34,60,51,39,4,277
POA4403,188,81,83,91,89,141,104,47,10,839
POA4404,93,39,66,53,68,76,49,19,3,467
POA4405,3237,1950,1873,1803,1953,1712,1318,687,290,14814
POA4406,329,163,165,212,240,262,198,96,16,1695
POA4407,82,49,64,42,78,98,60,30,3,507
POA4408,100,40,39,56,70,71,84,48,12,519
POA4410,205,83,89,101,158,183,174,125,43,1163
POA4411,69,27,31,36,39,38,40,15,3,290
POA4412,43,16,27,24,35,26,15,8,6,206
POA4413,1972,1018,1525,1256,1163,1048,779,426,140,9330
POA4415,412,267,304,244,304,342,310,160,68,2413
POA4416,85,45,60,68,66,50,53,21,0,444
POA4417,170,44,90,84,86,106,107,51,16,754
POA4418,9,8,11,7,17,18,4,12,0,87
POA4419,201,134,424,250,266,242,130,67,12,1726
POA4420,257,110,169,148,167,151,134,107,31,1269
POA4421,386,202,199,202,294,361,323,127,33,2134
POA4422,74,28,36,53,84,73,76,23,0,443
POA4423,44,14,32,28,30,22,26,11,3,203
POA4424,62,11,20,41,28,22,20,14,0,220
POA4425,41,11,7,21,22,24,23,9,0,154
POA4426,15,22,16,17,22,21,22,17,8,153
POA4427,48,28,17,32,39,47,46,37,8,304
POA4428,123,47,123,135,135,135,86,43,8,834
POA4454,126,78,170,170,194,184,115,34,16,1094
POA4455,1894,1150,1182,1221,1184,1137,797,404,141,9117
POA4461,7,0,0,3,8,9,15,6,0,41
POA4462,18,4,15,15,13,16,20,15,3,126
POA4465,230,127,128,127,140,202,246,104,29,1323
POA4467,17,22,15,15,31,35,19,12,0,165
POA4468,28,23,30,22,36,58,48,18,4,271
POA4470,568,319,468,333,406,609,483,185,98,3471
POA4472,208,131,154,159,170,255,279,145,57,1556
POA4474,12,6,14,4,10,25,19,5,0,89
POA4477,106,41,52,63,88,109,75,35,19,585
POA4478,94,63,58,59,72,98,111,40,4,606
POA4479,0,0,0,0,0,12,0,0,0,17
POA4480,129,46,90,76,103,159,126,41,11,774
POA4481,13,38,21,13,27,48,50,20,0,226
POA4482,16,17,36,20,41,38,35,8,0,208
POA4486,116,68,78,75,95,122,102,50,9,722
POA4487,670,409,429,355,442,465,366,176,56,3376
POA4488,54,20,21,45,40,41,64,17,0,296
POA4489,16,4,7,5,12,23,14,3,0,79
POA4490,346,137,186,160,212,297,315,143,37,1830
POA4491,10,4,13,8,13,32,36,12,0,123
POA4492,55,55,65,71,76,101,79,14,0,521
POA4493,6,0,6,0,0,5,5,3,0,23
POA4494,33,11,29,27,19,21,10,4,0,159
POA4496,47,23,30,36,33,27,28,8,0,218
POA4497,47,31,33,34,49,66,53,15,0,338
POA4498,57,12,34,34,21,27,5,6,0,191
POA4500,9696,5760,6287,6718,5920,4879,3691,1731,447,45123
POA4501,1118,776,891,787,731,606,505,299,131,5849
POA4502,1703,1206,1101,1144,1284,1075,738,301,62,8612
POA4503,11750,6618,8874,7598,6116,4748,3680,1905,661,51960
POA4504,5159,2976,2625,3057,2994,1830,1238,586,164,20630
POA4505,5140,3462,3514,3087,3260,2900,2503,1448,421,25737
POA4506,5416,3509,3881,3026,3026,2770,2095,1072,310,25104
POA4507,1893,1242,940,1336,2060,3537,5089,3271,955,20330
POA4508,3813,2459,2098,2414,2478,2400,2070,1138,432,19292
POA4509,9598,4907,5162,6554,5090,2769,1929,1103,419,37528
POA4510,11272,6627,7528,6666,6330,6178,6105,3598,1181,55492
POA4511,1588,949,726,990,1257,1267,1830,1041,200,9842
POA4512,661,427,364,437,528,560,410,174,57,3611
POA4514,1328,914,1400,1223,1146,1063,957,378,113,8531
POA4515,809,427,533,648,547,614,595,270,84,4540
POA4516,834,535,456,528,673,554,394,171,44,4192
POA4517,155,100,89,114,112,131,107,78,16,906
POA4518,1056,598,583,702,748,733,632,330,94,5475
POA4519,1805,1079,1073,1110,1186,1208,1080,609,199,9340
POA4520,2748,1602,831,1622,2550,2028,1502,697,143,13709
POA4521,1015,503,458,627,894,777,582,229,57,5149
POA4550,877,513,618,557,714,707,539,260,53,4832
POA4551,11976,7231,7208,8174,8669,8534,8703,5824,2155,68473
POA4552,1161,637,596,830,1188,1585,1822,1005,303,9121
POA4553,2365,1477,1569,1551,1394,1070,741,288,73,10537
POA4554,352,223,172,225,328,326,244,82,18,1977
POA4555,1418,863,748,930,1133,1020,834,452,187,7578
POA4556,8227,6164,4721,5422,6127,5271,5125,3656,1679,46407
POA4557,3781,2365,2565,2869,2912,2539,2142,1013,260,20451
POA4558,2780,2471,3538,2730,2627,3364,3842,2442,932,24729
POA4559,1387,872,707,930,1129,1029,851,432,116,7455
POA4560,6694,3605,4121,4580,4532,4746,4361,2772,1031,36450
POA4561,1745,845,968,1099,1188,1282,895,363,85,8477
POA4562,1625,875,594,1055,1476,1405,1092,459,80,8666
POA4563,1577,908,687,1073,1351,1508,1545,836,256,9746
POA4564,1730,1220,1184,1313,1550,1971,1857,984,298,12105
POA4565,2164,1402,1045,1530,2091,2320,2396,1506,577,15031
POA4566,1048,676,560,820,1153,1416,1992,1418,423,9514
POA4567,1875,1132,1223,1491,1943,2119,2211,1087,272,13349
POA4568,616,369,257,391,589,654,541,251,51,3722
POA4569,323,140,146,223,250,318,211,87,25,1715
POA4570,8085,4758,4492,4919,6023,7157,6324,3248,990,45990
POA4571,159,64,78,85,155,182,131,49,10,918
POA4572,485,476,682,444,612,724,636,359,123,4545
POA4573,6232,3119,2920,4517,4621,4088,3611,1853,661,31625
POA4574,243,117,128,163,184,273,229,94,21,1465
POA4575,4574,3127,3352,3398,3673,3664,3154,2104,899,27964
POA4580,448,302,241,324,505,992,1557,768,156,5298
POA4581,198,156,207,225,290,498,490,141,18,2217
POA4600,148,66,51,91,138,170,184,78,20,938
POA4601,188,113,103,120,160,220,179,109,20,1216
POA4605,1053,583,467,420,568,648,605,305,124,4779
POA4606,351,237,227,215,302,362,372,283,96,2445
POA4608,151,79,63,84,133,150,151,74,15,890
POA4610,2905,1827,1848,1625,1781,1971,1867,1012,366,15207
POA4611,16,19,13,10,18,16,29,11,0,128
POA4612,41,16,8,28,32,29,54,23,5,240
POA4613,148,68,64,71,104,153,165,89,21,883
POA4614,195,97,83,102,138,181,257,152,31,1241
POA4615,1075,627,542,666,931,1206,1367,671,154,7246
POA4620,45,36,44,23,71,95,85,45,11,460
POA4621,275,145,119,161,239,287,335,215,46,1823
POA4625,409,320,287,254,363,406,391,248,69,2746
POA4626,312,195,335,230,271,312,252,146,50,2108
POA4627,163,86,69,93,107,141,121,67,13,871
POA4630,368,206,188,238,298,386,416,212,99,2416
POA4650,5298,3631,3216,3488,4213,5378,5679,2866,928,34694
POA4655,10444,6053,5662,6457,7800,10145,12266,7395,2131,68354
POA4659,603,320,297,329,583,1155,1482,654,142,5573
POA4660,1007,675,634,650,1020,1577,1930,871,163,8528
POA4662,167,89,72,76,89,128,126,48,11,810
POA4670,14435,9115,9089,8838,10155,11649,12082,7630,2495,85484
POA4671,895,595,464,572,837,1221,1157,510,99,6353
POA4673,81,63,39,63,119,147,149,55,7,724
POA4674,187,111,89,134,258,379,366,139,15,1685
POA4676,23,13,0,13,27,47,29,12,4,177
POA4677,742,301,415,577,709,1115,1075,315,37,5290
POA4678,120,51,53,67,111,175,139,71,11,807
POA4680,12374,6549,7321,7503,7762,7087,4641,1985,599,55822
POA4694,17,17,3,6,24,27,12,5,0,116
POA4695,238,100,100,135,147,182,168,44,14,1131
POA4697,21,11,12,17,31,22,23,12,0,151
POA4699,107,56,22,60,56,59,67,32,10,453
POA4700,3110,2536,2403,2002,2348,2392,1745,1207,605,18344
POA4701,8813,5491,5982,5497,4946,4935,3945,2354,951,42912
POA4702,6281,3383,3856,3958,3692,4262,3437,1454,305,30619
POA4703,4757,2805,2468,2843,3157,3688,3475,1776,534,25506
POA4704,21,10,14,19,17,27,20,14,0,138
POA4705,74,38,71,52,79,113,77,20,3,528
POA4706,15,0,10,8,9,11,14,6,3,78
POA4707,34,24,22,23,43,72,51,27,5,296
POA4709,202,109,132,168,150,112,13,0,0,889
POA4710,946,405,487,528,549,790,884,524,154,5277
POA4711,344,224,144,191,276,278,216,75,13,1762
POA4712,59,17,35,24,45,47,56,18,9,305
POA4713,357,161,168,98,110,70,36,8,0,1007
POA4714,407,266,211,252,366,536,531,233,72,2865
POA4715,1521,869,998,998,973,917,568,346,140,7335
POA4716,169,74,76,103,109,116,104,63,8,833
POA4717,1080,746,1176,1204,1148,804,222,45,10,6443
POA4718,616,329,475,577,516,481,289,98,19,3394
POA4719,214,93,160,148,148,180,146,96,28,1199
POA4720,3806,2010,2362,2384,1942,1710,942,321,88,15559
POA4721,839,481,772,759,783,768,529,228,56,5204
POA4722,334,155,277,298,291,310,161,103,39,1959
POA4723,385,148,218,215,170,218,201,57,13,1633
POA4724,74,66,73,65,78,91,66,42,13,569
POA4725,290,150,186,169,212,311,321,166,47,1859
POA4726,67,36,43,40,55,87,95,42,7,470
POA4727,63,26,35,52,49,86,74,13,4,396
POA4728,53,12,34,28,29,38,73,18,4,293
POA4730,644,377,437,431,433,552,505,206,88,3659
POA4731,29,17,29,11,28,58,107,35,0,314
POA4732,28,11,11,18,30,51,76,27,0,251
POA4733,27,14,27,23,24,49,35,9,0,203
POA4735,168,88,129,123,206,315,375,112,20,1533
POA4736,21,15,14,19,19,36,45,15,0,180
POA4737,1617,930,851,990,1109,1185,997,470,132,8291
POA4738,206,85,94,141,145,238,275,89,7,1274
POA4739,60,20,30,33,44,103,68,30,7,400
POA4740,16940,10215,11155,11141,10946,10687,7809,4177,1608,84685
POA4741,1226,893,1134,1259,1438,1591,981,423,73,9013
POA4742,204,168,387,390,433,328,148,35,9,2097
POA4743,107,76,214,213,226,146,28,9,0,1020
POA4744,2292,1414,2681,2653,2273,1513,383,77,19,13298
POA4745,617,428,741,724,693,499,158,29,4,3898
POA4746,385,302,698,645,645,498,110,5,0,3285
POA4750,1368,683,729,833,750,766,467,184,28,5802
POA4751,997,545,618,508,598,612,400,176,51,4500
POA4753,1204,530,606,667,544,434,249,114,20,4373
POA4754,598,301,300,314,292,279,244,116,45,2482
POA4756,118,52,55,60,105,122,127,41,13,698
POA4757,69,40,20,38,57,78,59,17,3,383
POA4798,136,69,40,74,85,129,68,80,11,698
POA4799,137,72,61,89,128,197,217,84,9,997
POA4800,1934,925,922,1175,1422,1562,1564,666,189,10349
POA4802,2238,1846,3087,2245,2067,2473,1901,558,65,16472
POA4804,354,236,529,423,550,500,262,109,33,2994
POA4805,2131,1180,1583,1404,1502,1981,1991,1001,263,13023
POA4806,612,403,342,343,502,586,646,372,153,3958
POA4807,1795,1228,1279,1156,1369,1507,1385,846,311,10866
POA4808,208,96,110,124,139,174,161,69,19,1104
POA4809,178,103,85,105,136,180,157,73,10,1025
POA4810,2998,2887,3606,2934,3275,3428,2513,1118,374,23136
POA4811,2209,1958,2269,1948,1773,1529,1136,604,178,13606
POA4812,3268,2546,2692,2333,2444,2416,1823,1125,515,19158
POA4814,8438,8748,6277,5556,5596,4863,3785,2244,808,46312
POA4815,4751,3014,2696,2508,2654,2270,1844,1047,255,21036
POA4816,1783,955,1115,1145,1422,1721,1597,559,76,10374
POA4817,6349,4164,4015,3924,3965,3527,2707,1216,367,30228
POA4818,8062,3817,5254,4713,3577,3039,2227,785,172,31651
POA4819,272,176,268,276,340,749,775,284,56,3199
POA4820,2220,1391,1100,1179,1411,1584,1603,787,235,11516
POA4821,273,157,232,135,237,304,308,105,31,1779
POA4822,174,73,123,107,101,163,135,37,7,927
POA4823,173,222,380,375,305,301,218,54,8,2032
POA4824,729,540,751,725,658,728,743,163,23,5061
POA4825,4635,2928,3751,3069,2843,2641,1530,598,121,22113
POA4828,54,43,50,40,39,85,120,15,0,443
POA4829,101,74,84,67,74,139,109,33,0,694
POA4830,517,357,322,243,226,330,228,58,5,2280
POA4849,147,81,108,91,143,340,452,211,60,1637
POA4850,1673,1028,939,959,1377,1938,2019,1146,460,11541
POA4852,673,298,423,474,640,973,1070,429,65,5042
POA4854,983,580,676,609,725,821,767,412,128,5709
POA4855,141,73,66,98,93,148,120,50,15,802
POA4856,126,76,68,83,99,120,101,48,8,718
POA4858,349,128,162,190,198,271,238,94,35,1668
POA4859,81,53,64,50,76,107,56,28,9,519
POA4860,2161,1148,1437,1230,1361,1667,1420,812,378,11613
POA4861,266,140,151,176,179,281,240,114,44,1597
POA4865,1864,996,1001,1087,1127,1123,808,378,128,8520
POA4868,4698,2738,2861,3030,3087,2774,2388,1096,284,22959
POA4869,5106,2714,2977,2831,2604,1936,1347,650,171,20331
POA4870,13292,9155,11149,10746,11207,9820,7464,3784,1424,78042
POA4871,2123,1306,1319,1278,1596,2175,2115,720,137,12770
POA4872,720,403,444,459,657,853,806,371,80,4788
POA4873,1293,640,636,820,1061,1297,1100,487,112,7447
POA4874,1505,854,1274,965,994,816,308,64,9,6788
POA4875,2179,1024,1171,967,824,722,386,125,29,7427
POA4876,1014,485,486,397,349,406,255,29,5,3429
POA4877,760,510,1227,875,937,1453,1525,624,105,8029
POA4878,2570,1802,1853,1994,2175,2036,1688,726,215,15048
POA4879,3900,2019,2366,2895,3296,3469,2966,1367,271,22552
POA4880,2423,1623,2156,1690,1860,1811,1751,1091,358,14770
POA4881,890,409,382,620,703,880,697,306,66,4955
POA4882,593,320,399,392,381,447,488,243,58,3322
POA4883,1602,951,1007,915,1120,1244,1384,806,344,9366
POA4884,317,137,126,202,280,374,407,174,55,2078
POA4885,717,320,257,402,550,683,674,335,105,4039
POA4886,174,72,72,120,127,203,166,67,19,1015
POA4887,383,242,131,184,234,419,364,169,49,2181
POA4888,427,258,220,223,401,543,534,242,48,2892
POA4890,389,226,232,203,203,229,194,80,3,1762
POA4891,96,41,81,88,142,333,484,187,15,1469
POA4892,1292,968,1070,762,853,746,428,115,12,6260
POA4895,1011,513,609,595,719,1008,938,260,27,5671
POA5000,1178,4863,5506,2945,2209,2087,1688,800,299,21579
POA5006,580,1525,1203,817,688,798,924,575,298,7413
POA5007,905,1055,1956,1131,920,881,626,333,263,8060
POA5008,2243,1713,2639,2014,1787,1715,1215,652,326,14302
POA5009,839,696,868,726,749,641,450,298,120,5391
POA5010,1011,785,942,798,846,694,534,305,190,6109
POA5011,2357,1681,2583,2091,1753,1609,1110,580,318,14093
POA5012,2126,1740,1976,1737,1439,1236,860,413,187,11712
POA5013,1681,1312,1557,1373,1430,1466,978,476,274,10536
POA5014,1878,1387,1913,1672,1599,1700,1262,675,358,12441
POA5015,833,658,867,882,855,948,653,227,94,6016
POA5016,1468,952,1163,1127,1203,1341,946,538,380,9134
POA5017,915,565,693,726,675,659,529,318,82,5157
POA5018,723,529,494,616,674,1010,934,370,114,5469
POA5019,1309,854,1020,1163,1372,1562,1200,576,304,9348
POA5020,516,282,288,395,374,438,528,238,77,3128
POA5021,763,578,665,635,732,937,1153,817,402,6691
POA5022,2451,1757,1563,1869,2372,2344,1967,1086,522,15932
POA5023,2725,2001,3020,2307,2167,2072,1583,1199,639,17717
POA5024,2336,1667,1484,1764,2020,1885,1534,1235,594,14523
POA5025,1523,1076,1248,1213,1209,1116,872,742,240,9239
POA5031,1303,1308,2081,1399,1303,1199,742,434,256,10019
POA5032,2061,1506,2005,1925,1637,1637,1250,867,465,13340
POA5033,1195,1089,1745,1315,1027,904,655,450,368,8757
POA5034,1587,1207,1352,1336,1293,1263,1101,570,270,9972
POA5035,984,767,1191,969,754,692,585,340,218,6488
POA5037,1654,1544,2195,1556,1271,1149,935,683,553,11549
POA5038,2562,2159,3585,2511,1917,1779,1411,808,442,17175
POA5039,1604,1047,1469,1392,1071,1043,772,400,230,9032
POA5040,384,368,202,259,275,348,315,237,72,2452
POA5041,2400,1677,1454,1714,1969,1686,1327,761,521,13500
POA5042,1721,1825,2310,1677,1273,1225,1084,891,438,12439
POA5043,2855,2604,3609,2804,2121,2123,1944,1382,763,20204
POA5044,1697,1389,1085,1247,1500,1478,1412,916,627,11345
POA5045,1971,1543,2107,2056,1975,2313,2255,1259,561,16040
POA5046,1441,1073,1490,1329,1107,1050,1080,621,455,9644
POA5047,1411,1134,1481,1254,992,911,918,548,209,8857
POA5048,2294,1616,1498,1835,1932,2107,2079,1241,684,15289
POA5049,1756,1101,985,1285,1398,1402,1316,679,220,10150
POA5050,944,640,550,670,772,646,670,483,248,5626
