POA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA5660,0,0,0,5,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,12
POA5661,0,3,6,23,10,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,6,23,10,0,0,7,55
POA5670,3,12,33,89,43,6,0,19,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,8,0,0,0,11,38,0,0,0,0,0,0,0,0,9,14,20,36,89,40,9,0,28,247
POA5671,0,0,14,29,16,0,0,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,10,0,7,17,28,16,7,0,5,85
POA5680,4,47,148,392,163,27,12,63,845,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,12,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,12,18,43,16,9,0,0,0,24,116,5,0,0,0,0,0,0,9,21,29,94,180,405,166,24,12,95,1002
POA5690,15,51,181,738,273,43,8,97,1400,0,13,29,3,0,0,0,4,54,0,0,0,0,0,0,0,0,3,0,16,28,3,0,0,0,4,56,0,5,18,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,3,25,35,64,20,10,6,0,0,52,181,16,30,10,9,6,0,0,9,65,53,159,264,757,280,40,11,157,1734
POA5700,6,52,381,2211,640,87,8,209,3591,6,37,109,357,25,13,13,88,642,0,0,4,16,12,0,0,5,36,6,38,111,372,34,19,13,94,677,3,74,201,73,8,0,0,70,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,74,201,74,8,0,0,71,438,30,53,28,7,3,3,0,158,290,5,15,4,11,5,0,0,5,46,50,229,731,2672,686,110,24,539,5041
POA5701,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,4,6,6,0,0,8,3,0,12,29
POA5710,0,8,45,365,307,34,7,52,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,14,9,3,0,0,0,0,34,6,4,0,0,0,0,0,0,21,15,28,53,367,312,35,10,60,876
POA5713,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14
POA5715,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11
POA5717,0,0,3,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,9,5,4,3,0,0,4,31
POA5719,0,0,7,0,4,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,0,14,9,5,8,8,4,0,0,4,38
POA5720,5,8,10,60,16,5,0,15,119,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,3,0,0,0,0,9,0,3,10,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,4,23,5,0,0,0,0,0,0,0,5,4,16,0,0,0,0,0,0,27,8,32,18,70,17,5,0,25,177
POA5722,0,30,31,41,13,4,0,8,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,3,14,0,33,38,54,13,4,0,14,158
POA5723,20,80,175,244,81,26,6,146,776,0,4,8,5,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,3,17,0,8,14,9,4,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,4,0,0,10,52,31,61,11,14,8,0,0,45,165,6,10,5,3,6,0,0,0,33,63,161,206,275,98,26,11,212,1041
POA5724,0,0,0,9,7,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,3,0,0,0,3,33,3,10,0,0,3,0,0,0,22,17,31,4,10,9,0,0,10,77
POA5725,6,48,156,540,423,54,4,134,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,4,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,4,0,0,0,8,46,0,0,0,4,0,0,0,3,14,0,4,0,0,0,0,0,4,7,3,64,186,550,428,54,4,150,1433
POA5730,4,6,5,12,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,9,3,6,5,0,0,0,0,5,12,10,16,3,16,8,5,0,3,64
POA5731,0,9,6,26,14,0,5,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,9,28,3,0,0,0,0,7,59,12,36,9,28,14,0,5,24,134
POA5732,0,9,9,22,7,4,3,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,3,0,0,0,0,3,44,0,7,0,0,0,0,0,0,14,15,36,14,23,10,4,3,17,123
POA5733,0,3,6,14,9,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,3,0,0,0,20,3,0,3,4,0,0,0,3,19,10,9,11,27,6,3,3,14,85
POA5734,0,0,9,13,10,0,0,0,32,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,0,0,0,0,19,9,9,7,26,10,0,0,4,65
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,0,12,115,279,91,15,5,29,555,0,36,170,135,37,4,0,17,406,0,24,127,139,18,3,0,17,331,8,62,296,276,53,8,0,34,733,8,103,227,28,6,0,0,40,406,31,339,342,72,3,0,0,54,840,32,676,945,142,6,0,0,162,1960,37,613,1094,186,9,0,5,164,2109,0,0,0,4,0,0,0,0,0,98,1732,2606,434,16,0,5,419,5322,3,0,4,0,0,0,0,285,285,5,10,8,0,0,0,0,6,36,116,1818,3024,992,166,26,20,778,6935
POA6003,0,14,61,134,37,6,5,14,263,0,10,22,13,5,0,0,4,70,0,35,89,129,12,0,0,18,281,0,45,112,143,19,3,4,23,353,0,56,97,9,0,0,0,8,167,25,172,281,45,0,0,0,62,582,0,102,253,19,0,0,0,35,411,0,31,53,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,30,354,687,77,3,0,0,107,1247,0,7,0,0,0,0,0,57,69,0,0,0,0,0,0,4,3,9,29,417,861,345,56,12,9,201,1934
POA6004,0,7,21,101,70,12,4,7,223,0,0,3,0,0,0,0,5,13,0,11,77,158,63,10,4,14,339,0,17,82,158,63,10,4,17,356,0,27,68,4,0,0,0,15,117,0,126,286,137,7,0,0,49,606,48,396,813,347,11,0,0,102,1726,87,644,1481,561,14,0,7,249,3033,0,0,0,0,0,0,0,0,0,134,1187,2658,1051,34,0,10,418,5483,0,0,0,0,0,0,0,40,40,0,14,4,0,0,0,0,6,25,139,1222,2762,1317,165,26,13,490,6129
POA6005,0,11,99,99,49,6,0,9,276,0,7,83,30,8,0,0,4,131,0,23,70,123,20,0,0,10,252,0,34,159,154,26,0,0,16,385,3,31,46,19,0,0,0,7,113,5,197,241,127,0,0,0,43,603,33,304,603,176,13,0,3,54,1192,11,165,301,56,0,0,0,41,567,0,0,0,0,0,0,0,0,0,48,700,1190,375,13,0,6,144,2481,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,47,750,1443,632,87,10,6,172,3155
POA6006,0,24,409,1348,645,99,12,64,2602,0,49,94,131,14,0,0,15,296,0,19,101,276,42,0,0,8,451,0,61,195,407,55,0,0,20,744,3,105,70,63,0,0,0,24,261,0,53,126,3,0,0,0,12,199,4,113,63,0,0,0,0,8,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,270,272,65,0,0,0,41,661,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,9,6,358,877,1824,703,100,16,134,4017
POA6007,0,26,273,795,390,79,9,37,1613,0,18,119,66,13,0,0,7,214,0,53,191,385,35,0,0,22,680,0,70,313,452,43,0,0,30,899,4,53,117,9,5,0,0,13,200,0,64,159,27,0,0,0,14,263,15,227,162,28,4,0,0,62,500,0,29,112,0,0,0,0,6,155,0,0,0,0,0,0,0,0,0,19,371,560,63,6,0,0,100,1114,0,0,13,3,0,0,0,6,29,0,0,0,0,0,0,0,0,4,19,466,1155,1317,444,82,12,180,3664
POA6008,0,37,506,1534,987,217,25,59,3362,0,30,103,110,14,0,0,15,266,4,64,330,523,58,0,0,24,999,4,93,435,628,70,4,0,37,1272,0,195,281,75,0,0,0,28,583,44,321,280,50,8,3,0,36,740,15,436,509,105,0,0,0,96,1156,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,56,950,1103,236,9,3,0,156,2519,0,8,0,4,0,0,0,14,22,0,0,0,0,0,0,0,3,4,68,1087,2038,2401,1062,220,30,265,7177
POA6009,5,24,275,1102,1765,874,177,72,4304,0,24,165,167,20,0,0,9,381,3,32,162,311,28,0,0,14,553,7,55,323,479,44,4,6,23,937,5,127,273,81,7,0,0,20,515,18,133,140,40,3,0,0,24,361,0,12,72,111,0,0,0,7,204,0,7,36,68,5,0,0,7,118,0,0,0,0,5,0,0,0,10,30,278,512,295,19,0,3,62,1210,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,38,360,1114,1883,1831,880,187,159,6453
POA6010,4,8,273,1400,1800,501,101,86,4174,3,50,224,391,113,9,0,32,834,0,45,161,295,127,12,0,24,660,3,98,384,691,242,20,0,59,1496,0,62,209,40,3,0,0,23,332,0,136,98,43,0,0,0,24,298,0,159,440,138,0,0,0,62,799,0,12,186,39,7,0,0,10,259,0,0,0,0,0,0,0,3,4,0,362,938,257,6,0,0,118,1694,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,6,9,5,471,1601,2349,2048,524,103,270,7381
POA6011,0,22,208,854,893,352,73,66,2466,0,13,46,60,10,5,0,10,143,0,7,66,183,31,3,0,14,294,0,13,107,246,46,9,0,24,439,0,33,107,45,5,0,0,10,199,25,96,185,37,4,0,0,20,364,5,10,58,16,0,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,137,346,100,9,0,0,41,655,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,27,178,667,1200,942,359,73,120,3567
POA6012,3,10,160,758,895,315,39,61,2231,0,47,131,103,5,0,0,10,302,0,15,73,133,7,0,0,13,235,0,62,203,230,10,0,0,28,538,0,19,58,0,0,0,0,10,91,14,212,119,4,0,0,0,34,376,0,105,247,19,0,0,0,30,412,0,0,38,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,14,341,464,26,0,0,0,79,925,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,19,413,834,1014,906,312,39,167,3702
POA6014,5,20,343,1870,2206,541,89,60,5149,4,16,247,222,28,4,0,14,539,0,53,230,237,27,4,0,18,571,4,72,470,461,52,11,0,31,1101,0,98,344,32,0,0,0,22,495,9,323,864,172,8,0,0,81,1460,6,147,141,3,0,0,0,10,305,0,0,45,0,0,0,0,0,42,0,6,0,0,0,0,0,0,10,15,577,1391,206,9,0,5,115,2307,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,17,21,669,2216,2546,2274,552,94,209,8577
POA6015,0,5,46,402,1022,451,98,44,2065,0,0,4,23,4,0,0,0,32,0,29,15,37,9,0,0,4,92,0,29,18,61,17,0,0,7,128,0,16,109,32,3,0,0,6,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,32,3,0,0,6,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,178,491,1036,457,98,58,2359
POA6016,0,18,411,1137,710,113,14,41,2446,0,49,137,203,34,3,0,32,457,0,54,190,215,36,0,0,31,520,0,103,324,414,72,5,0,61,973,0,84,329,25,5,0,0,23,473,0,25,126,25,5,0,0,17,194,0,9,8,4,0,0,0,5,23,0,5,102,22,0,0,0,13,136,0,0,0,0,0,0,0,0,0,0,125,567,72,10,0,0,52,824,0,4,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,253,1309,1626,790,111,14,158,4265
POA6017,0,0,44,231,87,13,3,15,394,0,40,621,429,13,0,6,73,1177,0,10,42,63,12,0,0,8,135,0,50,656,495,20,0,4,85,1312,0,166,191,6,0,0,0,39,394,0,72,75,11,0,0,0,37,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,258,15,0,0,0,73,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,295,964,743,110,13,9,176,2302
POA6018,5,48,639,4413,4450,851,115,266,10788,5,204,726,1927,87,8,0,148,3104,0,84,287,827,235,15,0,59,1507,3,288,1014,2756,321,28,3,205,4616,5,114,515,49,0,0,0,65,747,0,3,83,11,0,0,0,0,103,0,106,125,21,0,0,0,15,267,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,11,219,730,82,0,0,0,88,1129,29,50,6,7,7,0,0,22,117,0,3,5,0,0,0,0,0,6,52,619,2386,7258,4770,875,121,576,16659
POA6019,4,20,335,2185,1615,275,36,126,4583,0,79,1158,1270,124,4,0,131,2773,0,29,305,939,247,18,0,66,1605,0,102,1464,2210,375,26,3,197,4379,3,117,444,42,0,0,0,76,681,0,54,158,16,0,0,0,20,257,0,59,151,103,0,0,0,32,346,0,30,43,80,6,0,0,10,176,0,0,0,0,0,0,0,0,0,3,259,807,242,6,0,0,141,1459,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,8,17,9,388,2596,4643,2001,302,34,474,10443
POA6020,4,15,162,1595,3595,831,106,109,6417,0,42,323,426,66,7,0,36,898,0,10,97,241,123,21,0,6,499,0,51,419,662,185,25,3,47,1396,21,42,41,52,0,0,0,53,205,0,6,70,23,0,0,0,3,105,0,8,98,11,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,28,59,206,84,0,0,0,62,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,124,793,2340,3781,857,110,213,8257
POA6021,7,13,139,2037,2837,459,58,146,5695,4,121,589,1480,90,8,0,135,2432,0,25,58,134,37,0,0,24,281,5,145,645,1614,125,8,0,164,2711,0,8,23,17,6,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,11,26,17,6,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,11,165,816,3670,2967,469,57,313,8467
POA6022,5,6,26,806,827,106,17,32,1833,0,0,31,127,17,0,0,12,183,0,0,0,0,7,0,0,0,6,0,0,32,130,20,0,0,12,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,57,940,844,106,18,52,2028
POA6023,0,4,43,1267,3149,533,80,64,5138,0,3,122,154,24,0,0,21,322,0,0,17,21,3,0,0,0,43,0,5,140,173,24,6,0,24,365,6,15,39,7,0,0,0,9,78,0,8,5,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,8,28,54,9,0,0,0,17,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,36,232,1447,3176,532,83,102,5621
POA6024,0,14,84,2031,2261,286,45,122,4845,0,7,70,254,28,6,0,16,372,0,0,16,17,7,0,0,0,40,0,12,87,266,29,6,0,15,415,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,0,0,0,0,0,25,0,0,0,0,0,0,0,9,9,0,0,0,4,0,0,0,0,3,0,25,194,2308,2291,292,45,140,5296
POA6025,6,34,153,3937,5295,943,136,189,10702,0,18,172,657,40,3,0,29,917,0,13,46,83,28,3,0,11,183,0,34,217,739,67,3,0,39,1097,0,8,53,24,0,0,0,5,86,0,0,4,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,3,0,19,0,12,68,33,5,0,3,11,123,0,0,0,0,0,0,0,27,25,0,0,3,0,0,0,0,0,5,3,77,443,4707,5370,949,140,262,11957
POA6026,3,20,58,1535,4792,715,78,86,7281,0,35,280,473,20,5,0,36,845,0,0,34,42,5,0,0,3,91,0,37,312,515,30,5,0,38,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,9,9,24,54,4,4,0,0,12,104,0,0,0,0,0,0,0,0,0,11,81,429,2056,4821,715,83,146,8341
