POA_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA5267,0,4,3,6,5,0,0,0,0,28,0,0,0,6,7,9,7,0,0,33,61,93,191,207,227,216,100,20,3,1114
POA5268,12,11,21,20,18,17,13,0,0,102,9,3,3,21,11,4,4,0,0,55,107,197,390,381,419,323,137,33,0,1979
POA5269,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,10,11,29,25,34,22,8,0,0,141
POA5270,0,0,3,0,0,3,0,0,0,15,0,5,0,0,4,0,0,0,0,10,20,26,62,47,72,86,37,0,0,348
POA5271,8,11,18,15,34,23,12,3,0,113,11,12,32,37,28,25,11,8,0,162,201,287,735,793,763,672,245,76,3,3779
POA5272,0,0,0,0,0,0,0,0,0,6,0,8,3,3,0,3,4,0,0,24,19,38,77,86,90,114,56,9,0,479
POA5273,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,16,8,13,17,4,0,0,64
POA5275,3,0,6,3,7,0,0,3,0,24,3,3,3,3,4,3,6,4,4,36,58,90,161,182,216,211,130,26,4,1064
POA5276,0,3,8,6,14,4,0,0,0,29,4,4,0,4,3,8,0,5,0,22,26,37,105,107,141,164,68,9,0,662
POA5277,0,5,7,5,11,5,0,0,0,37,4,4,4,9,15,6,5,7,0,58,73,76,211,241,314,265,113,35,3,1331
POA5278,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,0,0,13,9,15,27,35,56,53,30,6,0,222
POA5279,0,0,0,4,0,4,0,0,0,8,0,0,5,4,3,0,0,0,0,14,12,11,24,47,48,44,25,4,0,214
POA5280,5,14,23,23,16,17,6,0,0,117,8,10,13,17,29,30,12,4,0,118,210,225,459,557,694,661,238,39,5,3084
POA5290,24,40,123,100,103,69,22,5,0,482,19,41,108,70,82,72,23,12,0,427,911,1025,2457,2225,2401,2052,528,47,5,11659
POA5291,16,18,32,43,43,38,10,0,0,205,17,13,28,12,46,40,25,7,0,183,389,345,724,951,1142,970,338,66,7,4937
POA5301,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,9,7,11,26,44,47,71,36,6,0,248
POA5302,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,6,0,0,0,12,22,32,71,75,87,82,33,0,3,409
POA5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,20,15,19,10,7,0,0,83
POA5304,0,0,3,3,3,8,0,0,0,16,0,0,9,3,0,3,0,0,0,15,27,27,101,91,72,91,36,4,0,435
POA5306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,16,6,0,0,34
POA5307,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,41,32,35,49,27,4,0,203
POA5308,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,7,16,16,15,3,0,0,69
POA5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,19,5,11,0,0,62
POA5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8
POA5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,36,17,42,42,13,0,4,181
POA5320,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,11,7,19,35,36,48,69,22,0,0,236
POA5321,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,3,6,12,10,30,35,8,0,0,115
POA5322,4,8,8,0,6,0,0,0,0,26,0,6,0,3,5,6,0,0,0,20,26,34,73,78,121,95,39,7,0,470
POA5330,3,4,3,13,10,9,3,0,0,51,4,8,9,8,10,9,10,0,0,66,90,102,244,271,291,284,127,19,0,1431
POA5331,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,14,17,35,33,9,8,0,128
POA5332,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,9,8,8,23,26,36,44,12,0,0,160
POA5333,11,3,19,19,19,20,7,0,0,105,5,8,17,21,16,14,12,7,3,95,186,193,521,497,606,548,162,26,4,2749
POA5340,0,0,4,3,3,0,0,0,0,17,0,5,3,4,4,4,0,0,0,24,43,73,162,120,151,141,40,7,0,744
POA5341,0,18,31,19,29,22,5,0,0,128,8,18,45,21,36,28,16,0,0,187,234,307,769,686,746,683,211,36,3,3665
POA5342,0,0,3,5,5,6,0,0,0,19,0,6,9,0,7,5,0,0,0,23,36,59,85,86,155,150,38,3,0,610
POA5343,4,3,21,13,12,12,9,0,0,81,11,10,18,5,20,15,10,0,0,86,135,213,422,391,420,385,132,10,0,2116
POA5344,0,4,4,4,0,3,0,0,0,22,3,4,5,3,3,0,0,0,0,16,28,40,69,69,96,106,33,8,0,449
POA5345,6,0,13,12,4,12,4,0,0,50,0,4,11,12,10,12,4,0,0,58,64,97,282,277,295,302,98,19,0,1435
POA5346,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,4,13,20,22,36,58,19,4,0,179
POA5350,0,3,5,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,9,23,25,43,49,76,64,14,3,0,301
POA5351,3,12,13,18,23,7,4,0,0,83,11,7,16,17,33,32,4,0,0,126,195,248,484,659,741,638,143,19,0,3135
POA5352,4,4,14,13,12,20,10,5,0,76,8,9,9,19,19,11,0,6,0,82,150,141,389,533,614,525,164,29,0,2537
POA5353,8,4,11,3,11,3,11,0,0,39,0,4,8,11,8,6,4,0,0,46,108,119,255,356,437,407,162,24,0,1866
POA5354,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,5,4,14,10,23,39,15,3,0,112
POA5355,7,10,43,22,26,28,3,4,0,140,7,9,21,16,18,14,4,5,0,98,306,308,674,838,861,702,219,32,6,3948
POA5356,0,0,3,5,4,4,0,0,0,18,0,0,5,5,3,0,0,0,0,13,33,16,62,80,80,94,19,5,0,391
POA5357,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,6,0,23,25,38,41,16,0,0,159
POA5360,5,0,6,0,12,5,0,0,0,28,0,0,5,0,3,0,4,5,0,17,53,40,98,111,156,146,42,6,0,644
POA5371,4,0,10,9,9,8,0,0,0,37,0,4,4,8,4,8,0,5,0,26,74,61,100,137,178,141,28,3,0,722
POA5372,3,3,13,9,8,4,3,0,0,44,4,4,9,12,7,7,3,0,0,53,68,119,302,277,247,197,47,3,3,1264
POA5373,0,10,15,15,15,11,4,0,0,67,3,5,7,10,16,11,6,5,0,61,77,103,233,278,310,361,118,25,0,1515
POA5374,4,5,0,3,7,4,0,0,0,31,0,0,0,3,4,4,4,0,0,15,33,44,95,102,135,145,64,8,3,630
POA5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,8,13,24,30,28,19,3,0,120
POA5400,0,3,4,3,5,3,0,0,0,21,0,6,3,5,0,4,0,0,0,22,32,108,99,110,106,87,21,3,0,568
POA5401,0,0,0,0,3,0,4,0,0,12,0,3,0,3,0,4,0,0,0,19,13,23,47,63,67,70,24,9,0,317
POA5410,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,8,8,13,20,27,35,31,3,5,0,141
POA5411,0,0,0,0,0,0,0,0,0,5,3,0,0,4,3,0,0,0,0,11,13,14,12,26,28,30,15,5,0,143
POA5412,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,21,44,53,54,86,116,46,19,0,435
POA5413,0,0,3,4,3,3,0,0,0,14,0,0,3,0,4,3,4,0,0,17,13,17,60,63,73,91,33,7,0,357
POA5414,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,12,8,12,12,7,6,0,67
POA5415,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,16,20,34,28,14,3,0,128
POA5416,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,11,19,27,23,4,0,0,93
POA5417,0,0,0,5,0,3,0,0,0,8,5,3,0,6,6,12,5,0,0,34,34,32,84,100,136,189,56,8,3,650
POA5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,8,11,4,4,0,49
POA5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,23,25,18,9,3,0,92
POA5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,10,9,0,3,0,37
POA5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,13,5,0,0,0,33
POA5422,0,0,0,4,3,0,0,0,0,8,0,0,5,0,4,0,6,0,0,16,32,33,55,88,109,138,64,10,0,520
POA5431,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,7,0,0,0,11,29,14,57,61,70,116,52,12,0,408
POA5432,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,4,16,23,20,16,13,0,0,90
POA5433,0,0,0,3,0,0,0,0,0,8,0,0,0,5,4,7,4,0,0,17,38,28,83,68,109,136,58,7,0,525
POA5434,0,0,4,0,0,3,0,0,0,4,0,0,3,0,3,0,3,0,0,7,3,19,57,61,82,91,57,6,0,373
POA5440,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,5,10,21,19,30,35,14,0,3,135
POA5451,0,3,3,4,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,10,20,18,45,50,92,101,27,8,0,354
POA5452,0,0,5,4,3,0,0,0,0,14,0,0,0,0,0,3,3,0,0,11,15,8,37,52,54,61,19,3,0,251
POA5453,8,6,16,16,21,19,9,0,0,100,10,5,10,9,20,14,9,8,0,90,139,162,428,493,543,491,206,39,8,2505
POA5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,41,33,33,16,3,0,164
POA5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,0,0,0,25
POA5460,0,0,3,3,0,0,0,0,0,9,3,0,0,3,6,0,0,0,0,12,23,25,54,60,70,59,24,7,0,326
POA5461,0,0,9,0,7,0,7,0,0,27,4,11,10,3,9,4,0,0,0,44,68,84,191,183,250,203,96,9,0,1079
POA5462,0,0,0,3,3,3,0,0,0,21,0,5,0,0,0,3,0,0,0,10,20,25,39,54,44,52,13,7,0,252
POA5464,0,5,4,0,6,0,0,0,0,13,0,0,0,0,6,0,3,0,0,8,10,12,42,55,59,51,30,3,0,261
POA5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,5,5,8,12,19,5,0,3,58
POA5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,10,0,0,0,33
POA5472,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,10,25,22,10,0,0,73
POA5473,0,0,0,5,0,3,0,0,0,14,0,0,5,0,0,4,0,0,0,12,18,10,45,45,52,60,31,5,0,265
POA5480,0,0,0,3,4,8,5,3,0,18,0,0,0,0,0,0,0,0,0,0,16,21,51,70,79,72,41,9,0,356
POA5481,3,0,0,0,3,3,0,0,0,13,0,0,0,0,7,0,0,6,0,13,14,7,19,31,48,67,36,7,0,224
POA5482,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,15,27,40,39,60,26,0,4,223
POA5483,0,0,0,0,0,3,0,0,0,9,0,0,4,0,0,0,0,0,0,6,10,6,25,37,43,43,24,9,0,193
POA5485,6,3,4,0,0,4,0,0,0,10,0,0,3,3,0,0,0,0,0,10,19,15,50,50,50,81,27,0,0,284
POA5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,20,11,27,4,0,0,76
POA5491,3,0,11,10,7,11,0,0,0,35,0,0,9,5,4,11,3,0,3,35,41,77,149,153,166,198,81,26,3,888
POA5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,0,18
POA5495,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,9,8,7,35,24,49,72,21,7,0,219
POA5501,20,23,44,43,35,17,10,0,0,193,6,17,44,30,41,40,13,5,0,195,233,303,775,757,933,733,156,28,0,3925
POA5502,7,7,0,4,10,3,0,0,0,26,0,0,9,3,8,0,0,0,0,23,30,72,157,158,163,158,49,12,0,801
POA5510,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,7,3,11,10,3,0,0,50
POA5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,3,6,25,32,35,46,25,5,0,182
POA5521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,7,8,13,11,12,3,0,0,56
POA5522,0,0,3,0,3,0,0,0,0,17,0,0,0,0,0,8,0,0,0,11,17,34,70,72,105,148,48,0,0,495
POA5523,3,6,5,5,5,12,4,0,0,37,0,0,4,3,9,5,4,0,0,23,56,36,140,150,153,194,60,7,0,795
POA5540,9,27,56,57,45,47,14,0,0,257,9,21,25,29,38,31,11,4,0,171,444,613,1178,1042,1323,1158,233,22,0,6022
POA5550,0,0,0,0,7,0,0,0,0,12,0,0,10,0,0,0,0,0,0,16,22,28,77,84,105,79,30,3,0,432
POA5552,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,9,14,27,36,34,28,8,0,0,157
POA5554,3,11,23,29,26,15,3,0,0,108,10,7,16,13,6,8,4,7,0,81,172,170,420,434,473,397,131,15,6,2210
POA5555,0,0,0,0,0,7,0,0,0,7,4,0,0,4,4,3,0,0,0,12,10,8,31,30,43,52,17,6,0,190
POA5556,3,4,0,13,17,27,0,0,0,69,0,0,4,14,11,16,3,6,0,61,67,116,199,269,321,369,106,13,0,1464
POA5558,6,6,10,7,18,12,5,0,0,62,4,3,8,5,17,12,4,0,0,55,96,113,274,234,384,432,133,11,3,1676
POA5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,22,37,34,28,17,0,0,153
POA5570,0,5,0,0,0,4,0,0,0,4,0,0,0,4,3,0,0,0,0,6,4,8,21,28,39,56,7,3,0,174
POA5571,3,0,4,0,0,3,5,0,0,20,0,0,3,3,0,6,0,0,0,22,28,38,96,125,119,196,67,14,0,684
POA5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,15,9,17,3,0,0,70
POA5573,0,0,8,8,0,6,3,0,0,23,0,0,4,4,6,3,3,0,0,28,23,41,112,151,176,192,77,15,3,783
POA5575,0,7,10,3,7,9,3,0,0,35,0,5,4,9,4,7,4,0,0,35,37,61,146,162,186,247,91,22,3,955
POA5576,0,0,0,4,5,0,4,0,0,19,0,0,0,0,5,9,0,0,0,13,20,38,59,67,78,94,33,4,0,393
POA5577,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,7,13,16,41,43,47,53,26,4,0,241
POA5580,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,3,11,19,30,31,42,19,0,4,157
POA5581,0,0,0,0,0,6,0,0,0,8,0,0,3,0,0,0,0,0,0,9,7,0,23,23,44,76,37,3,0,222
POA5582,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,3,0,0,0,9,0,7,41,25,39,62,21,6,0,204
POA5583,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,18,14,33,43,55,59,21,4,0,257
POA5600,9,4,20,16,30,20,5,0,0,108,4,7,10,16,17,17,0,0,0,72,169,217,600,578,770,615,122,6,0,3086
POA5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,12,4,0,0,31
POA5602,0,0,3,3,3,3,0,0,0,22,0,4,6,0,4,3,3,0,0,19,30,31,125,108,130,133,45,6,0,598
POA5603,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,7,8,12,33,31,41,58,17,0,0,196
POA5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,9,23,31,9,0,0,87
POA5605,0,0,5,7,5,0,8,0,0,24,0,0,0,5,4,7,3,4,0,28,51,42,115,138,167,175,72,18,0,771
POA5606,19,41,63,45,70,36,18,0,0,287,7,20,41,44,38,39,12,8,0,211,447,565,1365,1275,1352,1167,303,48,6,6535
POA5607,3,8,14,19,25,18,7,0,0,93,9,0,13,5,18,16,5,6,0,78,147,100,355,537,566,526,192,39,0,2452
POA5608,3,17,29,24,25,26,14,0,0,143,13,19,37,32,41,49,8,7,0,194,283,463,1102,893,1101,947,166,25,0,4980
POA5609,0,6,5,6,4,6,0,0,0,32,0,3,4,7,10,3,0,0,0,18,65,112,271,238,227,118,17,0,0,1047
POA5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,8,4,0,0,35
POA5630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,5,12,17,26,18,6,0,0,81
POA5631,0,0,5,7,8,0,0,0,0,24,0,0,0,0,3,0,3,0,0,17,48,42,96,106,129,76,38,8,0,547
POA5632,5,3,0,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,7,8,20,19,28,22,4,7,0,111
POA5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,32,10,22,35,11,0,0,119
POA5640,3,0,8,5,3,0,5,0,0,25,5,0,0,0,7,6,3,7,0,16,29,29,88,86,101,102,44,9,0,489
POA5641,0,0,0,5,9,5,0,0,0,20,0,0,4,3,0,3,4,0,0,17,22,28,85,104,92,121,40,10,0,501
POA5642,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,8,12,15,19,29,28,10,0,0,121
POA5650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,15,21,20,8,4,0,0,80
POA5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,18,10,0,0,0,32
POA5652,0,0,0,4,0,3,3,0,0,10,3,0,8,0,3,4,0,0,0,13,18,14,62,83,62,71,37,4,0,351
POA5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,8,0,0,0,32
POA5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,27,33,24,9,4,0,113
POA5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,9,3,9,6,0,45
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,0,24
POA5661,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,3,9,9,15,8,3,0,0,52
POA5670,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,13,10,22,55,37,53,23,0,0,221
POA5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,4,18,17,14,25,17,8,0,99
POA5680,0,3,12,5,9,8,7,0,0,43,6,5,8,3,9,6,0,0,0,34,41,47,150,186,212,220,103,10,0,977
POA5690,5,8,24,22,17,17,10,0,0,97,0,8,18,16,9,16,10,0,0,77,77,140,408,344,453,395,123,15,0,1951
POA5700,17,24,50,35,36,27,10,0,0,191,9,17,32,30,15,35,4,6,0,153,278,370,1108,799,927,921,211,23,0,4624
POA5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,21
POA5710,4,3,16,9,7,9,0,0,0,47,5,4,3,4,5,5,4,0,0,31,91,86,233,221,217,194,49,5,0,1092
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,16
POA5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,9,0,0,0,28
POA5717,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,6,15,12,4,0,0,43
POA5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,11,8,11,4,0,0,63
POA5720,0,0,3,0,0,0,0,0,0,10,0,0,5,0,0,6,0,0,0,13,9,58,173,123,135,96,12,0,0,613
POA5722,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,7,18,18,29,19,0,0,106
POA5723,0,0,0,0,4,0,0,0,0,15,3,4,12,4,5,21,9,6,0,63,38,80,305,228,186,222,74,17,0,1151
POA5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,11,13,17,0,0,0,68
POA5725,0,10,22,18,11,0,0,0,0,58,7,0,26,24,20,17,0,0,0,93,103,302,1220,1029,779,539,56,4,0,4029
POA5730,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,6,7,11,14,28,13,0,0,81
POA5731,0,0,0,0,0,3,4,0,0,8,0,0,0,6,3,0,0,0,0,13,5,12,59,83,91,96,14,0,0,366
POA5732,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,18,31,33,59,68,12,0,0,223
POA5733,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,7,0,7,24,22,35,26,14,3,0,136
POA5734,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,6,11,10,9,21,9,0,0,71
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,18,0,0,0,39
POA6000,3,32,77,62,31,26,8,3,0,237,3,56,167,81,53,37,7,3,0,406,143,973,3604,2035,1095,758,210,23,0,8845
POA6003,0,3,24,24,7,10,5,0,0,70,0,14,40,18,12,10,0,0,0,93,30,242,984,502,259,185,54,5,0,2267
POA6004,3,25,71,38,26,19,9,0,0,194,7,37,120,81,42,42,11,4,0,334,126,674,2731,1628,1007,870,276,53,3,7359
POA6005,0,10,42,22,7,13,3,0,0,102,5,21,47,39,17,9,4,3,0,151,58,368,1593,925,476,379,121,15,0,3938
POA6006,4,14,50,41,33,29,4,0,0,180,4,17,53,36,26,17,14,0,0,166,190,480,1456,1297,1024,747,221,28,0,5441
POA6007,4,20,35,26,25,14,13,0,0,140,3,18,60,50,27,15,10,0,0,183,146,384,1491,1105,828,551,211,19,0,4736
POA6008,13,22,41,43,42,30,7,3,0,195,11,12,88,85,64,56,17,9,0,346,343,711,2053,1859,1659,1308,571,100,3,8606
POA6009,26,36,44,32,22,26,21,3,0,210,27,51,57,68,96,58,39,16,4,422,789,1354,1446,1625,1836,1387,685,175,13,9310
POA6010,16,21,32,38,36,39,25,0,0,216,22,40,41,58,76,52,24,16,4,329,564,829,1489,1622,2051,1471,659,159,11,8854
POA6011,17,20,20,22,12,10,3,0,0,102,8,17,46,27,57,39,14,8,3,209,297,435,795,718,1029,862,392,86,10,4622
POA6012,15,33,26,24,31,16,8,0,0,148,10,18,30,42,65,24,15,0,0,202,258,417,748,899,1038,682,294,56,0,4372
POA6014,12,45,47,57,48,50,18,0,3,281,24,30,69,97,78,54,18,6,3,378,656,934,2183,2697,2610,1749,513,67,12,11426
POA6015,6,9,0,10,14,11,7,4,0,70,9,8,13,28,60,33,9,0,3,170,242,297,297,473,891,681,210,58,17,3167
POA6016,7,7,48,50,29,23,14,0,0,179,6,17,66,68,59,15,9,0,0,235,268,468,1473,1680,1290,719,183,18,0,6095
POA6017,6,16,45,27,16,12,4,0,0,116,0,7,43,23,8,7,6,0,3,104,42,252,1114,647,298,210,67,6,3,2628
POA6018,33,60,169,145,138,98,35,11,0,689,30,58,196,199,191,112,37,20,3,845,1135,1773,4734,5269,4584,3015,844,135,6,21499
POA6019,20,43,163,101,84,58,14,8,0,486,19,55,147,149,109,52,21,8,0,565,566,1010,3739,3217,2601,1786,500,84,6,13498
POA6020,23,45,63,77,66,57,35,3,0,370,17,31,52,113,99,68,38,7,0,429,720,904,1320,2389,2665,2074,806,91,6,10960
POA6021,25,35,108,86,78,65,28,3,0,436,19,49,105,125,102,68,28,6,0,497,501,889,2408,2525,2156,1595,519,62,6,10657
POA6022,6,9,16,35,25,14,3,0,0,118,3,9,25,39,29,20,7,0,0,135,125,183,555,640,527,356,131,11,0,2529
POA6023,17,34,37,54,64,38,14,0,0,262,25,18,39,69,71,47,12,7,0,284,550,546,972,1911,2004,1250,448,63,3,7744
POA6024,9,32,57,61,62,40,31,4,0,289,18,15,58,65,46,42,19,3,0,260,423,504,1289,1640,1471,992,369,45,0,6734
POA6025,27,63,136,142,124,89,35,3,0,619,38,57,145,154,125,125,32,9,0,684,955,1299,3045,3610,3460,2788,827,72,3,16059
POA6026,28,36,58,87,75,86,40,3,0,420,13,31,60,73,93,102,32,0,0,396,795,963,1485,2533,2573,2429,693,45,7,11510
POA6027,41,100,211,201,183,169,50,3,0,959,49,90,198,198,213,151,55,10,0,960,1352,2109,4087,4683,4714,4104,1061,66,3,22189
POA6028,32,66,85,101,115,104,14,0,0,516,42,55,77,86,136,96,27,3,0,523,984,1274,1754,2306,3523,2642,423,24,0,12935
POA6029,0,3,7,6,9,3,3,0,0,35,5,3,4,10,14,15,0,0,0,54,125,138,163,283,355,248,102,13,0,1429
POA6030,56,104,225,173,171,118,20,5,0,876,66,96,182,188,219,140,26,14,0,933,1367,2006,3867,4051,4602,3127,629,60,0,19723
POA6031,30,65,142,100,91,57,9,0,0,486,38,56,124,131,103,42,14,0,0,511,663,892,2326,2462,2043,1148,210,5,0,9748
POA6032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,5,9,12,17,24,36,10,0,0,115
POA6033,0,0,3,3,0,3,4,0,0,15,0,0,0,0,4,0,0,0,0,11,18,16,32,37,57,51,24,0,6,242
POA6034,0,14,41,18,9,4,0,0,0,87,0,10,26,16,13,0,0,0,0,77,77,183,645,437,295,132,37,0,0,1805
POA6035,10,12,68,46,34,30,4,0,0,201,9,18,45,41,43,19,7,0,0,189,246,336,995,1119,1020,675,132,9,0,4535
POA6036,31,55,105,82,101,44,3,0,0,428,19,47,96,99,71,43,5,0,0,379,682,944,1770,1981,2066,1087,194,13,0,8739
POA6037,0,13,16,9,14,11,0,0,0,70,0,3,12,15,15,9,0,0,0,54,62,110,286,316,386,256,50,8,0,1480
POA6038,15,23,99,63,39,22,0,0,0,250,9,24,56,65,31,22,3,0,0,212,247,449,1558,1369,991,465,87,3,0,5166
