POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA5307,228,222,448,88,39,126,17,49,68,6,4,7,8,5,10,124,95,214,92,111,206,5.8,2.1,4.2,53.3,42.2,47.8,50.2,41.3,45.8,0,4,3,4,6,8,7,17,26,3,21,24,52,38,89,0,4,5,0,0,3,51,42,97,217,203,415,34,44,75,161,157,310,72,79,155
POA5308,64,44,109,34,14,47,3,11,16,0,3,7,0,4,0,42,31,68,15,10,32,2.5,6.9,4.3,62.5,63,62.7,60.9,58.7,60,0,0,0,0,4,4,0,7,4,0,0,9,10,19,19,0,0,0,0,0,0,6,16,26,63,46,106,4,9,10,60,42,104,9,7,13
POA5309,54,44,104,24,11,39,6,11,23,7,0,7,0,0,0,35,29,61,9,10,27,2.8,0,1.6,63.2,55.3,59.6,61.4,55.3,58.7,0,0,0,0,0,0,0,5,8,0,3,5,16,9,21,0,0,0,0,0,0,14,10,23,58,47,103,0,3,3,44,40,87,12,10,26
POA5310,10,8,21,4,5,5,0,0,0,0,0,0,0,0,0,6,4,16,4,7,8,28.6,0,16.7,58.3,45.5,52.2,41.7,45.5,43.5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,3,8,16,13,30,0,0,0,12,17,29,0,0,0
POA5311,181,154,338,90,35,122,11,42,56,6,6,6,7,4,10,112,81,192,47,49,99,7.1,5,6.2,61.4,53,57.6,57.1,50.3,54,0,0,0,4,6,7,0,15,15,6,13,18,39,24,67,7,0,5,5,0,6,50,27,74,169,144,311,12,11,23,133,108,244,39,35,75
POA5320,348,297,643,78,32,118,39,55,94,13,10,26,10,6,19,152,113,260,166,169,332,9.5,6.4,8.1,42.8,36.9,40.1,38.7,34.6,36.8,0,5,8,0,0,0,9,16,26,13,26,42,112,49,156,6,13,17,9,4,13,126,62,185,317,274,593,41,42,86,227,199,432,122,110,230
POA5321,382,156,533,41,18,64,13,23,37,4,8,12,10,5,17,75,54,127,284,75,354,12.2,11.3,11.8,19.6,34.6,23.9,17.2,30.7,21.1,0,0,0,0,0,4,19,9,31,16,11,21,50,18,72,3,0,4,5,0,5,58,24,78,148,127,275,24,12,42,127,104,224,41,39,80
POA5322,432,359,795,187,95,284,52,99,151,24,16,38,13,10,18,269,218,485,150,131,275,3.3,3.2,3.3,62.1,59.9,61.1,60,58,59.1,6,7,8,0,6,9,17,38,55,24,35,58,105,50,152,7,4,12,7,5,15,117,57,177,428,372,798,42,41,85,332,284,618,125,106,232
POA5330,1396,1434,2832,539,279,813,158,361,517,46,54,96,39,19,60,781,708,1492,491,621,1116,5.1,3.1,4.2,56,49.3,52.6,53.2,47.8,50.5,14,28,43,7,24,30,74,137,210,76,126,199,338,197,540,15,32,47,22,29,48,374,256,637,1343,1316,2658,181,212,393,957,970,1928,484,497,978
POA5331,136,123,258,43,28,74,16,24,45,3,7,9,0,0,5,66,64,132,64,56,120,4.5,1.5,3,47.8,53.7,50.6,45.7,52.8,49,0,5,4,4,3,5,6,11,22,15,21,32,42,15,62,4,0,4,4,3,5,47,19,66,126,109,236,27,23,53,104,90,195,47,46,88
POA5332,170,149,319,66,34,96,14,35,50,9,4,14,3,6,4,87,75,167,62,63,130,3.3,6.6,4.8,53.8,50,52,52.1,46.7,49.5,0,0,5,0,0,0,11,17,20,10,16,23,45,22,65,0,4,4,3,3,3,48,31,77,160,161,317,15,17,34,122,121,245,45,44,92
POA5333,2458,2501,4964,1070,547,1615,287,660,948,84,103,183,43,40,86,1483,1356,2836,814,1003,1814,3.1,3,3.1,60.3,54.1,57.1,58.4,52.4,55.4,27,34,61,18,48,65,139,285,422,137,231,370,622,423,1042,29,50,79,38,43,77,688,511,1199,2445,2500,4942,318,329,646,1726,1722,3451,893,976,1864
POA5340,707,544,1248,356,137,486,71,146,220,13,28,43,11,7,21,451,309,756,194,196,391,2.9,1.6,2.4,64,56.7,60.8,62.1,55.8,59.4,9,10,18,8,10,10,42,68,107,39,50,89,176,82,256,3,10,17,17,10,22,197,98,291,581,516,1097,154,77,225,418,362,782,288,206,495
POA5341,3328,3413,6740,1346,682,2027,416,937,1353,151,133,288,112,84,196,2022,1841,3862,1094,1373,2465,5.4,4.6,5,60.9,53.9,57.3,57.6,51.4,54.4,38,46,91,16,45,63,182,328,509,184,278,458,775,484,1258,37,55,95,51,67,111,861,609,1464,3192,3275,6467,481,466,944,2222,2200,4421,1255,1366,2619
POA5342,493,429,925,248,130,378,65,127,197,13,18,33,8,10,21,343,290,628,140,136,273,3.2,3.1,3.2,69.2,66.7,68,67,64.6,65.9,0,8,9,3,3,14,24,41,67,23,41,64,148,79,223,8,8,23,9,8,17,162,99,265,494,442,940,49,41,93,382,350,736,141,118,260
POA5343,2108,2170,4278,784,461,1240,249,513,760,59,52,112,91,56,146,1176,1084,2263,768,918,1687,7.6,5.4,6.5,55.8,50,52.8,51.5,47.3,49.4,46,41,89,19,38,53,136,224,355,94,165,260,496,310,807,28,50,75,31,47,81,551,403,958,1939,2013,3954,331,331,661,1380,1385,2764,802,845,1646
POA5344,387,352,742,165,97,265,55,96,155,7,18,30,15,5,26,253,215,472,114,119,230,6.7,2.3,4.7,65.2,61.1,63.3,60.8,59.7,60.3,4,4,4,0,6,6,24,37,52,6,34,41,104,55,155,3,3,10,3,7,8,113,67,180,397,351,751,37,31,68,343,289,632,82,72,155
POA5345,1496,1522,3019,538,297,832,175,349,527,40,35,79,35,46,86,789,729,1519,593,711,1305,4.9,6.3,5.6,52.8,48,50.3,50.2,44.9,47.5,19,25,46,12,13,21,80,153,230,77,128,204,371,255,625,23,27,56,23,35,58,419,314,732,1460,1488,2948,189,204,390,1038,1042,2085,535,582,1114
POA5346,154,162,318,60,27,87,21,51,73,9,3,15,3,4,10,96,84,187,43,66,110,5.1,4.7,4.9,64.5,52.4,58.2,61.2,50,55.4,0,0,0,3,0,0,3,13,17,8,10,19,29,28,62,0,3,3,0,0,4,36,33,66,156,156,310,13,19,35,119,121,238,51,49,94
POA5350,223,200,425,131,48,178,27,73,97,9,14,23,7,6,17,171,143,315,47,57,96,4.7,4.9,4.8,76.4,70,73.4,72.9,66.5,69.9,7,4,6,6,5,10,7,31,41,19,29,54,86,30,118,5,7,11,0,10,9,93,42,137,244,206,445,32,35,68,189,152,340,76,73,152
POA5351,2414,2476,4890,1184,627,1812,324,764,1084,97,138,235,58,52,110,1658,1582,3243,668,812,1478,3.3,3.5,3.4,68.9,63.9,66.4,66.6,61.7,64.1,56,68,126,33,78,113,196,383,577,196,315,508,793,407,1202,41,56,96,51,59,105,878,522,1405,2630,2592,5224,284,315,599,1894,1857,3750,883,919,1807
POA5352,2127,2308,4439,1013,521,1535,269,618,884,39,73,118,36,35,72,1359,1252,2609,694,981,1673,2.8,2.7,2.8,64,54,58.8,62.2,52.6,57.2,84,84,172,31,74,112,245,367,610,205,270,476,522,297,821,29,25,56,45,58,97,595,378,972,2216,2301,4519,258,293,556,1577,1618,3202,792,884,1673
POA5353,1602,1582,3187,694,360,1051,205,502,701,61,50,115,45,35,76,998,946,1943,514,568,1086,4.2,3.7,4,62.3,59.6,61,59.7,57.4,58.6,35,45,82,31,45,74,158,211,364,91,164,254,416,256,670,19,31,48,37,33,68,469,312,788,1654,1642,3293,160,182,340,1226,1188,2408,515,559,1075
POA5354,216,169,380,45,18,63,19,27,43,3,0,3,0,5,8,66,50,118,81,63,145,4.5,11.1,7.5,30.8,32,31.3,29.4,28.4,29,3,0,3,0,0,0,0,10,13,7,6,11,41,12,52,0,0,0,4,0,6,50,15,61,151,114,262,10,9,19,123,93,215,42,32,69
POA5355,3222,3540,6758,1474,796,2265,434,1006,1440,113,117,232,69,68,140,2086,1996,4087,1050,1427,2480,3.3,3.6,3.5,64.8,56.5,60.4,62.6,54.5,58.3,56,63,113,27,78,105,243,403,645,218,359,579,992,557,1546,43,76,123,49,98,148,1087,729,1823,3302,3547,6850,456,512,970,2289,2420,4711,1334,1465,2796
POA5356,334,309,647,163,72,238,35,92,127,15,9,23,4,8,18,220,186,407,91,98,185,3.6,4.3,3.9,65.4,60.4,63,63,57.8,60.5,4,5,6,3,0,5,14,21,41,14,34,51,112,54,161,5,10,17,11,7,13,120,72,193,339,313,649,27,27,56,266,254,523,84,72,154
POA5357,216,186,405,64,30,91,18,37,56,3,5,6,3,6,12,90,78,167,95,77,172,5.6,5.2,5.4,41.7,41.4,41.5,39.4,39.2,39.3,0,0,5,0,4,4,7,10,15,5,15,20,53,31,75,0,6,9,6,0,9,55,32,88,181,168,351,22,21,43,147,135,275,54,47,100
POA5360,469,510,977,233,118,342,84,182,266,17,24,40,12,5,22,342,324,668,86,138,223,3.8,2.5,3.1,72.9,64.2,68.4,70.1,62.6,66.2,7,12,19,5,16,22,48,81,131,38,70,110,143,83,222,4,0,9,9,10,16,156,96,250,499,505,999,46,43,82,376,383,758,129,144,275
POA5371,533,503,1033,277,124,400,74,214,286,22,18,41,13,7,21,388,355,745,123,120,243,3.4,1.4,2.4,72.1,71.5,71.8,69.7,70.5,70.1,4,7,11,0,13,15,25,59,83,39,52,92,198,107,302,9,10,19,10,5,16,212,120,336,615,535,1150,34,54,84,478,404,879,140,150,295
POA5372,975,1014,1988,500,249,747,107,321,432,31,48,86,23,17,41,667,637,1305,277,348,626,3.7,2.5,3.1,68.6,62.9,65.6,66,61.3,63.6,11,12,25,7,15,21,39,124,162,43,100,142,307,229,538,18,28,41,13,20,35,343,278,621,1118,1127,2245,134,148,282,723,701,1433,430,496,923
POA5373,1382,1439,2822,549,292,844,190,374,566,44,66,104,38,37,70,816,759,1577,509,624,1137,4.3,4.5,4.4,59.1,53,56,56.6,50.6,53.5,18,25,48,3,35,42,82,162,245,72,156,228,402,254,652,20,36,51,12,31,46,431,321,748,1423,1439,2860,162,162,323,1066,1068,2129,443,479,916
POA5374,632,623,1254,250,107,357,62,166,233,17,18,42,24,18,36,359,310,669,242,281,522,6.5,5.1,5.8,56.3,50.2,53.3,52.7,47.6,50.2,8,7,18,3,10,16,16,54,71,32,62,91,168,105,271,11,16,26,15,16,31,193,135,324,631,606,1233,63,77,142,463,444,907,198,212,404
POA5381,145,136,277,53,10,62,8,40,48,6,4,14,8,4,11,78,56,134,58,74,126,9.1,5.3,7.5,53.8,42.5,48.4,49,40.3,44.8,6,4,6,0,0,0,3,4,14,0,14,19,32,15,48,4,11,15,3,7,10,39,30,66,143,129,269,13,15,31,118,104,220,32,34,70
POA5400,408,474,878,189,100,291,62,164,228,22,25,45,10,11,18,277,298,583,105,149,257,2.8,3.3,3.1,69.2,63.8,66.3,67.2,61.7,64.2,5,5,11,3,5,4,38,121,159,21,43,59,109,91,199,5,11,18,5,5,14,121,105,225,431,452,880,55,84,143,302,258,555,164,250,418
POA5401,329,350,677,118,60,180,33,84,115,13,7,22,9,7,21,181,160,338,127,164,294,7.2,5,6.2,54.9,45.8,50.2,50.9,43.6,47.1,5,6,12,0,7,3,14,36,47,10,37,44,95,48,143,3,4,10,10,6,19,111,65,170,345,335,683,45,59,97,243,240,481,116,148,263
POA5410,113,125,238,52,30,83,11,35,49,9,0,8,0,4,9,78,70,152,32,54,84,5.1,6.9,6,69.6,56.3,62.5,66.1,52.3,58.8,0,0,4,0,0,0,4,7,9,3,7,16,44,20,60,0,3,3,0,5,5,43,33,70,128,133,258,13,17,32,86,98,178,52,49,97
POA5411,125,130,261,49,30,83,18,32,44,6,11,17,3,7,9,77,78,156,39,41,82,3.8,7.9,5.8,61.2,58,59.6,58.9,53.4,56.2,0,0,0,0,0,4,3,11,12,7,7,16,43,23,69,0,0,0,4,0,3,46,27,78,129,130,267,14,10,21,104,94,195,32,46,82
POA5412,480,531,1009,153,76,225,60,126,186,11,13,24,12,14,26,231,225,462,215,277,490,5.1,5.8,5.4,48.9,42.4,45.4,46.3,39.9,43,6,11,13,8,11,16,30,67,99,23,52,72,106,79,183,5,6,12,14,16,25,123,97,216,466,484,953,60,76,144,332,329,667,173,217,392
POA5413,346,334,678,129,67,195,40,93,131,10,16,28,8,5,14,189,179,370,133,138,271,4.2,2.8,3.5,55.2,52.8,54,52.9,51.3,52.1,3,10,11,3,7,8,22,34,53,13,35,41,84,48,135,6,18,24,3,7,12,95,71,165,345,353,702,31,23,48,277,258,534,80,97,181
POA5414,60,51,112,27,10,40,6,12,26,0,6,6,0,0,0,32,29,67,16,15,40,0,0,0,59.3,54.7,57.1,59.3,54.7,57.1,4,5,4,0,0,0,3,3,8,3,3,6,16,10,25,0,0,0,0,0,5,22,10,28,60,50,114,0,4,3,46,40,88,13,8,25
POA5415,106,100,207,40,30,72,24,39,60,0,3,0,0,0,0,66,67,129,36,31,61,1.5,3,2.3,62.3,67.7,64.9,61.3,65.7,63.4,3,3,9,0,0,0,12,23,35,9,14,20,28,14,41,0,0,3,0,0,5,31,15,49,112,102,209,8,14,22,77,65,137,43,45,87
POA5416,83,83,168,30,11,40,8,30,45,0,3,10,9,6,9,50,52,100,22,30,52,9.8,8,8.9,60.7,60.2,60.5,54.8,55.4,55.1,0,0,0,3,4,3,4,12,12,0,11,11,24,16,43,0,6,6,0,3,8,25,22,48,81,85,166,10,8,18,60,62,124,29,28,55
POA5417,671,642,1316,246,97,348,82,161,244,25,29,57,14,9,21,369,307,671,244,285,521,3.5,3.6,3.6,54.8,47,51,52.9,45.3,49.2,8,17,27,8,14,19,40,75,111,36,65,103,160,79,236,9,13,21,16,7,23,183,103,282,614,605,1221,93,87,178,437,448,882,239,220,458
POA5418,42,54,101,18,9,27,7,14,22,0,0,5,0,0,0,22,27,50,19,22,41,0,3.8,2,55.8,46.4,50.5,55.8,44.6,49.5,0,0,0,0,0,0,0,5,7,5,4,5,16,10,23,0,3,3,4,0,4,17,12,29,48,57,102,0,0,9,35,40,78,10,21,26
POA5419,95,94,185,41,17,53,7,19,34,0,0,5,0,0,4,57,43,96,25,35,60,3.6,4.7,4.1,58.5,46.2,52.4,56.4,44.1,50.3,0,0,0,0,3,3,0,20,19,9,9,10,22,15,32,0,0,0,4,6,7,26,19,40,92,83,176,21,15,36,75,60,133,29,35,61
POA5420,31,28,61,13,5,23,0,11,10,0,0,0,0,0,0,12,17,34,13,5,17,0,5.3,2.9,51.6,67.9,59.3,51.6,64.3,57.6,0,0,0,0,0,0,0,3,3,0,0,3,8,9,13,0,0,0,3,0,3,16,6,19,36,28,64,0,0,0,24,24,50,7,4,12
POA5421,57,47,110,5,0,14,4,10,17,0,0,0,5,0,5,23,17,37,30,24,58,20,0,11.4,33.9,30,32.1,27.1,30,28.4,3,0,3,0,4,4,0,4,4,0,5,6,7,4,13,0,0,0,0,0,0,8,4,18,44,39,86,6,9,12,39,30,70,10,13,20
POA5422,752,736,1484,165,88,249,81,133,215,31,29,59,46,16,61,312,277,585,349,371,714,13.8,7,10.6,41.4,37.1,39.3,35.6,34.6,35.1,9,8,17,4,10,18,21,47,65,24,55,84,142,85,229,23,19,35,12,16,27,174,116,291,679,654,1332,61,70,130,546,500,1045,171,195,365
POA5431,367,382,745,179,76,257,31,99,129,13,17,22,4,11,15,226,199,424,104,148,258,2.7,4.5,3.5,62.1,52.4,57.1,60.4,50,55.1,0,3,5,0,9,14,17,49,65,21,39,61,110,61,167,0,0,4,0,9,8,111,75,184,370,369,738,27,25,51,296,292,588,81,81,167
POA5432,82,76,154,37,13,57,10,7,13,8,6,19,0,0,0,53,39,90,26,33,53,0,0,0,65.1,48.6,57.4,65.1,48.6,57.4,0,3,3,0,5,5,3,5,9,7,16,24,17,5,26,0,0,0,3,0,8,23,9,34,80,74,153,11,10,18,63,54,113,24,16,40
POA5433,539,595,1142,170,118,287,65,126,187,17,24,46,12,13,24,268,286,553,221,258,478,4.8,3.9,4.4,49.7,47.2,48.4,47.3,45.3,46.3,3,17,18,5,12,18,28,68,101,24,63,91,148,69,222,3,10,16,12,13,19,169,86,254,515,557,1067,46,53,101,380,417,791,145,171,322
POA5434,385,410,795,119,83,199,39,75,115,16,30,51,3,9,12,186,194,380,139,137,281,3.3,2.5,2.9,48,48,48,46.5,46.8,46.7,11,10,21,6,15,24,38,70,109,27,57,84,99,43,142,3,3,8,12,10,19,113,54,168,310,316,620,49,51,101,236,235,471,106,122,231
POA5440,128,91,219,71,24,95,15,17,29,3,6,9,0,0,0,93,46,141,18,31,50,0,6.5,2.2,71.7,51.1,63.1,71.7,47.8,61.8,0,0,0,6,0,4,4,8,12,6,9,13,32,12,39,6,0,3,0,3,7,33,14,44,106,75,182,12,9,20,87,56,145,26,26,55
POA5451,299,309,613,109,74,185,56,96,150,15,10,26,0,3,12,185,180,364,101,122,225,2.2,2.2,2.2,61.9,57.4,59.6,60.5,56.1,58.3,9,15,19,3,17,24,37,54,82,19,42,61,85,40,125,4,5,11,6,9,13,92,55,143,297,290,584,40,42,76,216,213,435,98,105,202
POA5452,194,173,365,102,43,143,26,71,94,6,7,11,0,0,0,134,120,250,58,46,109,0,0.8,0.4,68.4,70.3,69.3,68.4,69.8,69,4,8,9,4,5,10,24,35,55,18,21,32,47,20,72,4,0,7,0,7,4,51,33,78,200,191,391,25,31,57,131,123,257,79,73,153
POA5453,2068,2208,4278,907,479,1392,257,686,941,82,92,175,48,25,76,1291,1284,2581,631,779,1409,3.6,2.3,2.9,62.5,58.2,60.3,60.3,56.9,58.6,57,77,135,29,63,90,220,342,561,150,229,379,521,312,834,24,38,60,52,42,89,598,388,990,2035,2135,4168,267,343,615,1420,1464,2882,774,898,1674
POA5454,144,139,288,70,27,98,16,45,58,6,4,9,5,5,13,96,79,176,43,55,95,9.5,4.9,7.3,65.1,58.6,61.9,58.9,55.7,57.3,0,0,4,0,0,0,8,15,21,8,21,30,39,28,65,0,7,7,0,0,6,42,41,79,168,147,314,17,15,34,121,112,235,50,45,96
POA5455,22,18,40,10,3,15,3,5,13,0,0,0,0,0,0,15,14,25,3,3,7,0,0,0,75,81.3,77.8,75,81.3,77.8,0,0,0,0,0,0,4,0,5,6,0,8,3,0,3,0,0,0,0,0,0,5,0,6,24,12,37,4,4,6,14,12,27,5,4,12
POA5460,287,288,576,122,50,176,36,85,128,7,16,21,8,3,13,177,161,343,99,118,218,6.1,2.5,4.4,62.3,56.1,59.2,58.5,54.7,56.6,3,0,4,0,4,4,3,22,23,9,25,36,75,53,132,10,7,12,3,0,11,90,64,150,319,326,650,29,25,54,231,237,471,104,94,199
POA5461,1000,1069,2072,411,166,576,125,297,418,44,41,90,21,24,41,595,523,1121,364,498,855,3.4,4,3.7,59.5,49.2,54.2,57.5,47.2,52.2,11,7,20,10,26,29,59,109,166,45,72,122,244,154,400,16,11,25,16,22,40,272,192,463,1027,1078,2102,164,156,316,698,727,1424,413,445,864
POA5462,209,201,406,91,35,131,27,76,100,8,14,22,9,3,10,139,127,264,57,55,120,5.9,3.1,4.6,65.1,64.5,64.8,61.2,62.4,61.8,0,6,5,0,4,3,5,22,28,10,26,30,51,27,79,0,3,8,3,0,5,56,36,89,205,186,394,36,30,71,158,143,301,71,60,134
POA5464,235,207,442,120,39,156,24,65,93,7,6,12,10,5,18,161,123,281,55,63,123,5.7,5.8,5.7,66.4,59,63,62.6,55.6,59.4,0,3,4,0,8,7,15,30,48,14,23,38,64,35,96,3,10,17,0,0,0,73,43,112,255,218,467,21,16,44,201,162,359,65,60,125
POA5470,67,60,128,26,11,38,10,15,22,3,4,4,0,0,0,38,29,67,34,27,62,0,3.6,1.6,51.5,46.7,49.2,51.5,45,48.4,4,0,3,0,0,0,4,10,9,5,7,10,24,8,29,0,0,0,0,0,4,21,11,33,73,60,133,4,7,5,53,47,104,12,18,34
POA5471,37,26,64,16,0,22,0,8,11,0,0,0,0,0,0,26,11,33,13,16,21,0,7.7,2.8,63.9,48.1,57.1,63.9,44.4,55.6,0,0,0,0,0,0,5,8,9,0,0,3,16,3,22,0,0,0,0,0,0,14,7,24,35,29,63,10,6,10,31,24,53,7,6,15
POA5472,87,70,156,30,23,46,9,16,26,0,0,3,3,0,11,46,39,81,39,26,61,13.3,5.4,9.8,51.1,51.4,51.2,44.3,48.6,46.3,0,0,0,0,0,0,5,14,17,10,12,19,13,9,24,3,3,8,0,0,4,19,16,35,80,63,147,3,3,8,66,45,112,18,23,44
POA5473,295,307,607,89,41,129,37,83,117,6,7,14,12,5,20,140,138,282,125,150,274,7.7,5.1,6.4,48.6,44.2,46.4,44.9,41.9,43.4,5,9,12,0,4,5,12,36,46,7,27,34,68,45,113,0,14,18,3,0,3,70,61,134,281,295,577,29,37,62,218,210,432,78,100,183
POA5480,364,346,711,142,61,203,33,95,130,14,13,25,3,5,11,195,172,365,141,157,298,3,2.3,2.7,54.3,49.3,51.8,52.6,48.1,50.4,4,7,9,7,12,15,14,51,62,14,43,59,108,44,149,3,6,8,3,8,12,117,52,171,371,342,711,41,62,98,266,244,508,115,131,252
POA5481,235,217,448,79,44,122,28,52,84,11,7,20,12,5,18,130,115,244,95,90,182,10.7,6.3,8.6,55.7,52.6,54.2,49.8,49.3,49.6,0,0,3,3,13,12,14,37,51,12,24,37,54,26,80,4,0,4,4,4,8,65,29,87,235,201,434,14,13,30,191,176,364,53,47,99
POA5482,196,212,407,96,45,137,20,53,76,0,7,7,4,0,8,120,107,226,72,93,164,2.5,1.9,2.2,61.1,51.2,56,59.6,50.2,54.8,5,3,8,0,4,11,12,33,48,4,20,25,60,27,86,0,0,0,0,0,4,64,31,92,211,206,415,20,26,44,164,162,325,52,64,122
POA5483,187,164,348,76,37,114,23,34,55,9,17,25,4,0,5,116,90,199,44,53,101,4.3,1.2,3,62.4,52.8,57.9,59.7,52.1,56.2,3,3,9,0,6,7,9,22,36,10,17,30,48,24,73,3,0,4,5,6,11,56,33,88,173,154,321,23,17,40,134,119,259,55,41,94
POA5485,295,330,619,95,66,163,32,67,100,11,8,18,4,8,12,143,153,293,95,110,201,2.1,5.2,3.7,48.3,46.8,47.5,47.3,44.4,45.7,4,0,5,0,11,12,16,46,57,14,24,36,76,33,106,4,11,12,3,3,10,80,46,126,242,292,535,28,35,62,199,226,426,59,77,134
POA5490,69,62,125,38,16,55,10,18,23,0,0,0,3,0,3,48,38,78,11,19,32,4.5,0,2.5,66.7,60.7,63.8,63.6,60.7,62.2,0,0,0,0,0,0,5,9,16,5,11,12,11,5,21,0,0,9,0,0,0,17,6,27,69,65,140,3,4,7,56,52,111,12,11,30
POA5491,714,753,1470,365,168,530,75,239,308,24,20,46,8,3,12,471,436,903,220,292,510,2.1,1.4,1.8,66.2,57.5,61.7,64.8,56.7,60.6,9,13,23,8,17,17,40,110,149,31,84,116,211,88,296,11,11,24,11,10,14,229,101,338,771,799,1567,82,76,160,559,587,1146,239,242,480
POA5493,33,26,57,3,4,10,0,3,3,0,0,0,0,0,0,9,6,18,18,18,42,25,0,12.5,26.7,28.6,27.6,20,28.6,24.1,0,0,0,0,0,0,0,3,3,0,0,3,7,3,10,0,0,0,0,0,0,7,3,10,25,24,56,0,3,4,23,25,53,5,6,10
POA5495,302,279,586,97,26,121,23,53,74,11,14,20,9,9,20,137,102,234,126,140,262,6.6,7.9,7.2,44.7,35.8,40.4,41.8,33,37.5,3,4,7,8,9,14,13,20,36,12,27,47,75,41,111,4,4,7,3,9,6,78,52,128,261,236,496,23,31,45,200,194,394,75,65,137
POA5501,3327,3143,6470,1530,858,2388,413,858,1275,137,121,259,114,78,188,2201,1914,4119,914,1075,1990,5.2,3.9,4.6,66.1,60.9,63.6,62.7,58.6,60.7,23,51,76,12,55,70,109,244,352,152,310,463,1018,596,1611,46,77,123,39,63,98,1102,735,1839,3450,3223,6665,402,414,818,2469,2270,4739,1165,1180,2345
POA5502,680,676,1363,312,150,465,82,200,292,28,26,49,15,13,24,444,381,831,179,230,407,3.6,2.6,3.1,64.9,56.6,60.8,62.5,55.2,58.9,3,14,18,7,11,13,28,61,87,28,49,77,171,114,284,5,11,17,8,12,25,187,136,322,701,666,1368,60,55,113,498,501,996,229,191,417
POA5510,46,46,96,16,12,24,6,17,16,3,0,7,0,0,0,28,23,55,18,21,36,10.3,0,5.6,60.4,54.3,57.4,54.2,54.3,54.3,0,0,0,0,0,0,0,4,9,5,0,4,15,10,24,0,0,0,0,0,0,15,14,29,47,39,90,5,8,9,32,34,66,15,11,21
POA5520,240,212,450,77,24,103,20,55,73,6,3,10,11,6,11,109,94,200,105,106,208,7.5,7.6,7.5,44.8,43.6,44.2,41.4,40.3,40.9,0,4,0,0,4,8,3,17,23,14,18,28,48,31,71,6,6,9,0,5,0,50,36,84,213,205,416,32,28,70,160,144,304,73,72,144
POA5521,59,54,116,26,0,26,0,18,20,0,4,7,0,0,0,34,26,58,27,27,50,6.3,0,3.6,52.5,43.6,48.3,49.2,43.6,46.6,0,0,0,0,0,0,0,11,11,5,0,10,12,7,17,5,0,5,7,0,7,20,10,28,64,62,122,4,0,6,47,41,90,19,11,34
