POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6370,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,15,8,4,4,60,11,14,54,38,42,78,45,37,12,329
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,7,5,0,20,6,0,7,15,18,21,24,9,7,103
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,17,7,10,0,0,63
POA6375,0,0,0,0,0,0,6,9,15,29,0,0,0,0,0,0,0,0,0,0,4,0,3,7,6,9,8,7,8,53,21,36,92,100,90,112,138,63,38,692
POA6383,0,0,0,0,0,0,13,16,7,42,0,0,0,0,0,0,0,0,0,0,8,9,27,20,40,42,53,16,11,217,19,16,93,80,110,152,170,87,40,759
POA6384,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,12,7,0,0,37,5,12,8,13,12,20,13,0,0,83
POA6390,0,0,0,0,3,4,10,9,9,31,0,0,0,4,0,0,0,0,0,4,9,0,20,18,28,29,18,16,3,143,37,71,247,293,318,324,191,85,20,1575
POA6391,0,0,0,0,0,0,4,5,3,14,0,0,0,0,0,0,0,0,0,4,0,4,13,15,13,12,12,12,4,85,14,33,110,151,118,149,107,68,17,769
POA6392,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,4,0,0,8,11,4,9,0,0,3,35,10,16,37,54,54,81,52,31,15,339
POA6393,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,12,0,3,8,13,22,20,16,6,0,86
POA6394,0,0,0,0,0,3,7,9,5,22,0,0,0,0,0,0,0,0,0,0,0,4,5,3,14,8,7,6,0,49,12,21,28,49,86,80,61,43,9,372
POA6395,0,3,0,0,3,8,8,9,4,36,0,0,0,0,0,0,0,0,0,0,3,0,14,18,18,31,8,24,16,131,32,57,154,211,167,256,155,107,51,1192
POA6396,0,0,0,0,0,0,3,9,0,12,0,0,0,4,0,5,0,0,0,10,0,0,3,0,5,10,6,4,0,37,5,16,34,55,61,65,37,17,3,299
POA6397,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,7,22,18,17,4,0,79
POA6398,0,0,0,0,0,0,3,9,0,18,0,0,0,0,0,0,0,0,0,4,0,0,4,6,8,18,3,4,0,44,0,11,45,46,87,135,108,66,10,507
POA6401,3,0,13,9,17,35,78,72,50,277,0,3,0,5,5,3,9,5,4,26,50,75,204,176,162,115,90,89,54,1021,261,423,919,934,1017,1153,980,514,205,6408
POA6403,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15,0,10,7,14,20,32,17,17,0,116
POA6405,0,0,0,0,0,3,9,0,5,16,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,9,0,0,21,12,11,33,43,30,47,47,14,5,229
POA6407,0,0,5,0,0,0,4,8,12,28,0,0,0,0,0,0,0,0,0,0,11,0,7,15,12,5,5,0,0,55,45,50,114,100,108,104,86,44,20,684
POA6409,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,12,3,4,0,47,9,13,42,36,61,70,34,27,9,294
POA6410,0,0,4,0,0,13,11,14,11,54,0,0,0,0,0,0,0,0,0,5,3,4,13,6,19,15,16,29,14,112,29,25,90,97,126,158,123,96,42,778
POA6411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,5,0,23,0,11,12,11,16,27,20,13,0,115
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,0,0,17,4,4,3,0,11,17,4,0,0,44
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,10,10,16,13,4,0,54
POA6414,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,4,0,13,0,0,11,4,9,14,14,3,0,59
POA6415,3,0,0,3,12,17,23,18,18,90,0,0,0,0,0,0,0,0,0,4,22,27,53,41,45,46,34,18,5,288,77,164,363,327,360,394,307,140,65,2198
POA6418,0,0,0,0,4,0,8,8,6,24,0,0,0,0,0,0,0,0,0,0,5,3,11,7,14,16,15,17,9,96,12,28,80,95,81,89,113,62,22,589
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,15,8,0,5,0,47
POA6420,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,8,12,10,9,6,0,60
POA6421,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,4,6,5,0,3,0,0,21,9,8,14,26,28,13,19,4,0,109
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,8,7,9,10,9,0,0,0,42
POA6423,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,12,14,20,16,3,0,0,74,0,15,37,47,61,70,29,15,8,276
POA6424,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,4,12,8,9,18,6,3,0,55
POA6425,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,6,23,5,3,4,60
POA6426,0,0,0,4,8,3,12,9,5,43,0,0,0,0,0,0,0,0,0,0,0,23,71,73,65,59,11,6,0,316,12,81,253,250,258,256,131,38,16,1297
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,30,41,31,8,0,0,147,3,16,71,68,92,58,12,0,0,319
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,3,3,6,6,15,12,9,0,0,42
POA6429,0,0,0,0,3,11,18,4,3,41,0,0,0,0,0,0,0,3,0,3,16,29,101,89,94,80,29,3,0,439,41,72,277,224,277,252,149,33,4,1326
POA6430,0,7,14,38,34,74,92,79,40,383,4,4,9,13,6,13,11,4,4,64,76,143,386,351,303,288,225,102,70,1950,618,1518,3793,3430,3007,2596,1357,535,168,17020
POA6431,5,6,15,14,7,10,0,5,0,62,0,0,0,0,5,3,3,0,0,14,4,46,102,93,85,56,18,6,0,403,44,168,359,328,308,203,61,17,0,1490
POA6432,10,6,12,20,27,22,39,27,7,163,0,0,3,11,14,4,0,0,0,44,67,81,196,190,149,221,128,21,0,1061,260,487,1140,1071,1000,1012,556,148,31,5704
POA6434,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,21,86,78,45,26,9,0,0,265,7,52,194,155,104,56,14,0,0,585
POA6436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,31,47,29,28,23,8,0,176,5,25,59,84,62,73,50,9,0,372
POA6437,0,0,0,3,3,8,0,3,0,16,0,0,0,0,0,0,0,0,0,0,10,74,177,142,101,69,7,0,0,586,21,177,458,395,287,204,53,5,0,1610
POA6438,0,5,0,0,8,4,7,8,0,35,0,0,0,0,0,0,0,0,0,6,14,96,273,246,205,144,45,11,0,1027,32,136,473,385,351,289,151,29,5,1848
POA6440,0,0,0,3,9,17,9,5,3,43,0,0,0,4,0,0,0,0,0,5,19,110,444,400,427,306,51,0,0,1754,46,246,920,833,874,681,140,19,0,3759
POA6442,0,0,5,4,3,15,16,3,0,47,0,0,0,0,0,0,0,0,0,9,37,56,160,153,152,93,40,15,5,717,95,180,462,438,463,365,176,52,12,2247
POA6443,0,0,0,0,0,11,4,4,0,34,0,0,0,0,0,0,0,0,0,0,9,25,61,33,82,47,31,5,0,291,23,69,184,132,257,210,173,49,10,1102
POA6445,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,15,15,31,26,18,7,0,112
POA6446,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,15,18,20,15,7,5,0,91
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,12,4,11,31,21,21,28,11,0,0,129
POA6448,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,3,3,4,48,56,18,52,43,55,50,46,12,6,335
POA6450,6,0,3,7,20,46,76,114,67,342,0,0,0,3,0,7,8,0,5,28,69,80,167,183,223,176,167,148,39,1249,370,644,1485,1577,1755,1786,1383,876,272,10149
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,0,0,6,14,4,3,28,0,0,0,0,0,0,0,0,0,0,4,5,3,10,9,17,19,8,4,79,18,32,48,75,76,113,127,51,20,561
POA6461,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,11,4,0,32,3,34,31,62,65,57,87,34,6,388
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,7,25,17,20,19,19,3,0,107
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,5,4,0,0,21
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,12,5,11,6,0,35
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,6,4,0,0,37
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,0,0,23
POA6468,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,6,4,0,0,28,9,8,18,31,31,41,15,9,0,153
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
POA6472,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,11,0,6,13,22,31,23,15,5,3,123
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,11,3,8,0,0,36
POA6475,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,18,11,7,27,35,55,52,61,24,3,274
POA6476,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,8,3,5,36
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,3,0,18,0,11,27,27,36,41,19,9,7,187
POA6479,0,0,3,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,6,0,7,9,11,12,9,4,0,53,17,11,56,60,80,93,79,48,9,459
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,11,4,8,0,0,31
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,11,11,11,5,0,36
POA6485,0,0,0,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,0,8,10,4,56,7,18,45,40,50,66,71,57,7,377
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,4,6,4,0,0,31
POA6488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,14,3,3,22,8,23,28,25,14,0,131
POA6489,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,15,0,6,5,3,13,20,27,11,0,80
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,11,10,11,3,0,55,8,23,14,20,42,43,52,10,4,212
POA6501,0,0,0,0,0,4,8,9,5,26,0,0,0,0,0,0,0,0,0,0,0,4,16,11,13,16,4,6,3,65,30,46,90,97,151,154,105,47,13,731
POA6502,0,0,0,0,0,4,5,5,3,23,0,0,4,0,0,0,0,0,0,5,4,7,3,11,13,18,18,14,4,95,22,29,84,119,153,192,181,98,29,898
POA6503,0,0,7,5,8,5,9,17,9,66,0,5,0,0,4,4,0,4,0,24,0,9,31,17,21,33,41,25,0,173,36,93,275,274,288,352,298,172,27,1814
POA6504,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,4,4,9,9,4,0,45,10,5,21,16,29,47,36,24,3,190
POA6505,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,3,14,17,6,19,15,8,0,88
POA6506,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,11,9,10,9,6,0,56
POA6507,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,7,17,58,40,37,37,7,0,0,208,22,42,123,114,125,141,63,30,6,669
POA6509,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,7,0,38,8,9,10,24,24,30,24,15,0,145
POA6510,0,0,5,0,4,6,15,19,3,50,0,0,0,0,0,0,0,0,0,0,9,19,37,30,39,42,41,16,13,250,48,112,221,204,239,306,240,121,43,1530
POA6511,0,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,5,0,3,0,3,4,3,9,4,14,5,0,36,8,11,58,42,53,102,118,46,17,454
POA6512,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,13,19,24,12,9,5,71
POA6513,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,15,6,3,16,17,36,26,16,7,0,126
POA6514,0,0,0,0,0,3,3,8,3,23,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,10,7,4,3,45,7,15,37,37,65,135,156,70,14,548
POA6515,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,14,7,10,0,55,6,12,37,44,41,68,50,18,6,282
POA6516,0,0,0,0,4,9,19,12,13,56,0,0,0,0,0,0,0,0,0,4,4,3,12,16,24,22,37,23,6,151,29,59,190,212,245,336,404,146,43,1654
POA6517,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,21,9,6,10,12,5,72,11,26,43,64,44,65,70,31,10,356
POA6518,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,7,0,6,5,34,4,12,18,32,32,50,29,23,5,207
POA6519,0,0,0,3,0,0,4,7,3,15,0,0,0,0,0,0,0,0,0,4,0,5,17,21,12,18,5,8,0,93,7,19,67,92,79,90,75,45,6,487
POA6521,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,5,3,3,0,13,10,0,33,9,20,52,49,45,56,58,30,3,321
POA6522,0,0,0,0,0,0,8,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,35,31,14,3,111,3,18,40,57,72,106,99,41,4,447
POA6525,0,0,3,7,5,9,37,47,16,126,0,0,0,0,0,0,0,3,0,3,14,12,49,55,56,94,89,68,10,449,82,122,269,387,479,673,741,388,81,3235
POA6528,0,0,3,0,0,0,7,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,5,0,0,17,11,7,41,34,51,67,67,18,10,310
POA6530,14,8,20,36,52,134,236,343,192,1037,0,6,11,21,22,24,28,36,25,181,196,176,406,449,379,344,290,266,145,2648,1081,1838,3894,4086,4312,4295,3458,1972,781,25709
POA6532,4,0,0,0,11,20,51,30,15,130,0,0,0,0,0,3,3,4,0,18,38,24,46,77,92,77,72,18,9,461,201,253,775,828,1045,974,778,243,58,5160
POA6535,0,0,0,0,3,5,30,34,9,95,0,0,0,0,0,0,0,3,0,11,4,13,24,17,26,38,45,17,6,195,24,44,118,171,191,317,348,161,60,1434
POA6536,0,0,0,0,0,11,31,23,6,65,0,0,0,0,0,0,0,3,0,7,12,16,20,34,37,77,75,28,7,309,39,84,167,230,276,509,608,224,38,2167
POA6537,0,0,0,0,0,11,30,26,4,73,0,0,0,0,0,0,0,0,0,3,6,17,39,52,52,101,112,48,6,423,25,82,313,277,278,548,614,208,14,2358
POA6556,0,0,0,0,5,5,3,6,4,25,0,0,3,0,3,6,0,0,0,7,3,3,13,7,5,20,12,7,0,65,62,81,173,223,297,333,196,73,23,1450
POA6558,0,0,12,15,6,7,5,4,0,51,0,0,0,23,38,27,5,8,0,100,3,18,73,69,51,27,12,4,0,251,48,208,660,618,409,278,132,48,6,2412
POA6560,0,0,4,3,0,10,12,12,4,44,0,0,0,0,0,0,0,0,0,3,4,7,13,17,21,15,20,16,3,110,30,74,130,127,201,221,160,93,15,1058
POA6562,0,0,0,0,5,3,13,5,3,36,0,0,0,0,0,0,0,0,0,0,7,0,7,30,13,9,23,5,0,104,35,44,115,170,202,165,208,82,12,1045
POA6564,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,10,0,0,22,7,15,31,31,44,60,56,16,4,260
POA6566,0,0,3,0,8,13,29,27,17,101,0,0,0,0,3,0,0,0,0,0,14,12,33,33,56,87,65,45,12,359,77,97,238,289,415,635,605,257,61,2665
POA6567,0,0,0,4,5,4,6,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,20,10,7,0,59,9,17,24,41,68,95,78,41,4,383
POA6568,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,14,0,6,14,17,22,45,32,15,3,150
POA6569,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,3,4,0,25,5,10,29,31,35,31,25,14,5,191
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,20,5,11,7,0,0,52
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,10,6,8,12,4,0,0,41
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,14,3,12,6,8,4,0,55
POA6575,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,11,6,3,15,9,26,16,14,7,0,87
POA6603,0,0,3,0,0,0,3,9,8,22,0,0,0,0,0,0,0,0,0,0,4,6,8,11,13,15,17,8,0,85,37,51,122,143,131,158,151,69,21,881
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,7,0,10,8,3,0,0,30
POA6606,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,18,15,23,26,12,3,114
POA6608,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,32,0,9,16,15,18,32,16,5,0,112
POA6609,0,0,0,0,0,8,3,9,3,19,0,0,0,0,0,0,0,0,0,0,0,6,16,27,19,16,11,15,5,111,15,48,125,133,92,116,79,51,25,679
POA6612,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,4,5,26,5,6,20,25,14,37,33,15,8,157
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,8,10,0,5,40
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,13
POA6616,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,15,0,0,0,12,5,10,10,0,0,43
POA6620,0,0,0,0,0,3,8,7,0,10,0,0,0,0,0,0,0,0,0,0,13,16,70,88,67,67,23,3,4,353,21,53,192,206,187,170,65,22,8,911
POA6623,0,0,0,0,0,3,7,9,0,17,0,0,0,0,0,0,0,0,0,0,21,6,7,11,6,21,45,16,3,142,29,25,56,68,63,95,118,42,23,508
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,4,4,3,0,38
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,9,13,12,3,9,0,57
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,11
POA6630,0,0,0,0,0,5,5,6,4,30,0,0,0,0,0,0,0,0,0,0,0,8,13,19,8,22,25,4,0,106,17,17,54,75,79,108,140,30,3,523
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
POA6632,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,12,3,5,8,0,58
POA6635,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,42,173,112,123,84,23,4,0,563,10,69,303,191,218,152,58,17,4,1025
POA6638,0,6,0,0,5,3,11,4,0,25,0,0,0,0,3,0,0,0,0,6,20,34,118,134,127,107,41,7,0,592,27,71,227,252,254,240,137,24,3,1231
POA6639,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,39,23,27,23,5,9,0,137,6,20,46,29,40,73,47,22,0,274
POA6640,0,0,0,0,0,0,7,9,0,18,0,0,0,0,0,0,0,0,0,0,0,4,8,3,9,11,16,0,0,58,8,34,102,74,97,113,89,29,0,554
POA6642,4,5,9,4,5,9,16,16,0,62,0,0,4,0,0,0,0,0,0,3,18,62,167,141,155,101,43,10,0,696,51,176,506,410,421,363,197,47,0,2180
POA6646,0,0,0,0,7,3,10,4,0,21,0,0,0,0,0,0,0,0,0,0,11,41,150,110,106,53,27,0,0,488,22,103,343,259,257,145,66,9,0,1205
POA6701,6,3,7,8,36,35,96,85,24,308,0,0,0,3,11,9,9,0,4,46,58,85,193,147,164,148,168,78,14,1059,176,356,932,870,1010,1370,1623,599,98,7033
POA6705,0,0,0,5,0,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,13,5,0,24,7,7,23,37,41,62,68,14,0,259
POA6707,0,0,0,5,4,10,27,45,0,92,0,3,7,0,0,0,0,0,0,13,17,22,60,49,49,64,78,30,7,379,111,282,879,750,698,995,1216,414,44,5386
POA6710,0,0,5,0,3,9,17,24,0,55,0,0,0,0,0,0,7,4,0,4,0,23,72,54,72,88,80,16,0,420,16,72,299,286,333,378,374,108,11,1874
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,49,56,24,6,0,0,186,0,3,64,80,92,45,6,0,0,295
POA6713,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,17,23,25,20,13,9,0,120,22,44,152,241,226,171,78,29,0,957
POA6714,3,3,12,16,37,33,49,28,7,176,5,6,6,10,5,6,3,8,0,41,147,275,1008,1093,925,657,202,37,8,4352,449,1089,4111,4392,3423,2326,978,232,20,17012
POA6716,0,0,5,0,0,3,4,3,0,14,0,0,0,3,3,0,0,0,0,13,4,47,136,136,137,109,22,3,0,590,23,151,546,520,439,363,117,15,0,2176
POA6718,5,4,11,9,12,11,22,13,4,78,0,0,0,5,6,3,0,3,0,24,6,4,10,7,9,15,13,7,0,66,55,95,187,158,146,119,72,29,0,863
POA6720,0,0,0,0,6,4,14,0,0,25,0,0,5,0,0,0,0,0,0,7,20,29,143,120,92,117,99,21,0,638,64,144,537,552,411,380,267,70,3,2428
POA6721,0,0,7,5,9,13,18,16,0,75,0,0,0,0,0,0,0,0,0,11,22,51,184,184,176,168,89,24,6,898,94,228,1074,1140,838,817,509,131,10,4847
POA6722,5,8,10,30,32,35,36,22,8,182,0,0,6,12,14,8,4,4,5,59,115,167,638,588,514,369,116,26,8,2532,370,722,2623,2349,1858,1449,524,115,33,10035
POA6725,13,9,13,20,29,36,97,65,19,307,8,0,11,11,10,12,9,10,8,73,93,105,365,285,280,290,178,76,22,1700,382,772,2273,2218,1918,2292,2125,582,85,12656
POA6726,0,0,4,5,10,14,56,43,8,139,0,0,0,4,6,0,0,4,0,10,43,79,250,190,219,276,224,105,12,1399,173,376,1277,1162,1162,1430,1511,534,49,7678
