POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA3068,660,1228,288,3,0,2188,430,1029,562,6,0,2028,197,1080,1231,25,8,2533,5,194,290,0,0,485,14,50,34,0,0,98,86,322,178,3,0,590,0,15,9,0,0,23,0,6,0,0,0,8,302,1671,1736,25,7,3739,28,95,57,0,0,174,38,116,158,9,6,326,1457,4137,2807,50,13,8460
POA3070,2233,626,223,9,5,3096,1689,809,589,6,0,3103,741,1000,1148,32,5,2925,21,86,195,0,0,304,15,35,5,0,0,59,211,188,126,12,0,537,18,5,7,0,0,28,0,5,4,0,0,11,1014,1315,1488,49,8,3872,62,53,25,0,0,133,146,102,108,18,3,374,5144,2902,2441,79,17,10582
POA3071,1726,304,148,0,0,2172,1403,516,381,7,0,2310,660,849,1153,36,4,2691,44,60,107,0,0,207,32,12,16,0,0,62,154,106,108,11,0,375,8,3,7,0,0,19,0,3,9,0,0,16,902,1027,1391,45,3,3370,45,15,24,0,0,90,117,60,94,6,0,281,4191,1928,2047,56,3,8228
POA3072,3033,493,180,22,0,3729,2410,976,719,23,0,4127,1392,1253,1274,63,4,3987,144,374,91,0,6,617,19,27,61,0,0,110,380,176,138,20,5,714,39,17,14,6,0,74,3,11,9,0,0,17,1983,1856,1587,90,7,5524,112,38,27,5,0,185,252,217,107,70,4,646,7791,3583,2608,210,14,14203
POA3073,5325,876,83,11,0,6300,3865,1864,162,13,0,5904,2181,2737,302,23,7,5246,391,409,162,0,0,956,34,47,11,0,0,93,557,331,31,14,0,937,81,50,6,3,0,144,17,27,4,0,0,45,3260,3596,516,48,3,7430,172,147,10,0,0,330,663,428,111,22,5,1232,13290,6917,882,95,18,21200
POA3074,3007,79,62,0,0,3154,1580,193,79,4,0,1850,940,343,218,0,4,1498,80,7,5,0,0,89,7,0,22,0,0,25,302,42,33,3,3,380,72,13,12,0,0,102,10,3,4,0,0,20,1408,410,290,8,9,2118,113,15,6,0,0,132,296,46,37,0,0,381,6404,745,473,8,10,7637
POA3075,2980,48,66,0,0,3097,2189,109,105,0,0,2403,1199,174,232,0,0,1613,46,9,28,0,0,82,18,14,0,0,0,35,306,18,28,0,0,353,74,4,10,0,0,94,11,0,0,0,0,14,1653,222,302,5,6,2179,89,6,11,0,0,102,412,28,43,0,0,487,7321,414,526,9,8,8274
POA3076,2406,341,23,0,0,2772,3880,562,53,0,3,4502,1671,687,100,0,5,2457,117,42,0,0,0,157,18,32,0,0,0,46,293,76,4,0,0,382,88,17,0,0,0,102,12,7,0,0,0,19,2193,857,106,0,7,3161,84,26,6,0,0,119,460,234,91,5,0,794,9024,2027,281,9,6,11352
POA3078,1112,228,169,0,0,1515,836,358,292,3,0,1494,281,454,811,8,0,1549,7,22,38,0,0,66,0,8,26,0,0,34,78,59,91,0,0,233,9,0,11,0,0,14,0,0,3,0,0,5,372,552,977,9,0,1905,34,7,14,0,0,65,62,34,89,0,0,184,2424,1180,1543,15,3,5167
POA3079,1835,327,308,0,3,2475,1368,336,345,0,0,2052,375,419,752,4,7,1559,43,14,15,0,0,71,3,20,26,0,0,48,117,69,110,6,0,296,14,0,9,0,0,24,5,0,5,0,0,10,559,526,921,10,8,2011,63,16,32,0,0,105,91,41,88,0,0,224,3914,1243,1695,12,15,6874
POA3081,907,242,13,0,0,1161,1034,607,23,0,0,1668,759,538,32,4,3,1338,419,410,66,0,0,895,26,19,14,0,0,59,181,99,4,0,0,290,11,10,0,0,0,24,8,5,0,0,0,14,1414,1082,123,4,3,2614,52,29,3,0,0,81,196,123,23,0,3,351,3602,2084,177,10,4,5874
POA3082,3600,286,20,0,0,3911,3257,322,49,0,0,3633,1296,285,159,0,0,1739,145,16,5,0,0,165,16,3,0,0,0,19,264,47,12,0,0,328,34,5,0,0,0,42,5,4,3,0,0,10,1765,359,179,0,0,2305,87,9,0,0,0,93,360,47,7,5,0,412,9068,1017,261,4,4,10352
POA3083,3677,283,116,0,0,4074,2812,516,216,0,0,3549,1184,664,662,0,4,2515,85,48,12,0,0,145,30,5,20,0,0,60,367,102,71,0,5,534,80,11,17,0,0,111,5,9,0,0,0,19,1750,837,785,0,12,3389,171,48,18,0,0,240,332,75,88,7,7,512,8736,1769,1226,8,19,11757
POA3084,3439,324,252,0,3,4015,2681,370,245,3,0,3300,772,488,796,4,5,2072,13,26,28,0,4,72,3,26,49,0,0,76,179,66,71,3,0,329,12,0,3,0,0,21,0,0,3,0,0,0,984,612,954,11,5,2566,85,26,61,0,0,175,157,37,80,7,0,273,7355,1369,1584,19,12,10338
POA3085,1607,257,20,0,0,1884,1649,239,13,0,0,1892,492,227,53,4,0,776,49,32,6,0,0,83,8,25,6,0,0,35,106,33,3,3,0,154,140,20,3,0,0,173,0,0,0,0,0,0,801,341,78,4,6,1225,46,62,19,0,0,127,101,34,3,0,0,138,4200,930,130,11,5,5276
POA3087,1253,62,0,0,0,1320,1222,78,7,0,0,1309,444,85,11,0,0,540,75,43,0,0,0,117,13,11,0,0,0,19,91,15,0,0,0,110,9,5,0,0,0,9,3,0,0,0,0,3,631,152,12,0,0,802,33,3,0,0,0,36,96,18,0,5,0,122,3239,316,24,5,0,3583
POA3088,3534,309,34,0,3,3882,3763,388,69,0,0,4217,802,374,72,0,0,1247,66,59,0,0,0,132,15,39,24,0,0,75,190,42,7,0,0,241,24,13,0,0,0,38,4,10,0,0,0,11,1101,536,104,0,0,1740,88,39,18,0,0,143,200,52,13,4,0,270,8680,1331,232,9,3,10254
POA3089,1428,49,0,0,0,1472,2118,91,0,0,0,2203,238,59,0,0,0,297,17,11,0,0,0,31,8,0,0,0,0,6,74,12,0,0,0,82,3,0,0,0,0,3,0,0,0,0,0,0,332,87,3,0,0,421,32,0,0,0,0,32,93,8,0,0,0,105,3996,230,5,3,0,4238
POA3090,332,0,0,0,0,336,372,0,0,0,0,372,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,30,5,0,0,0,0,5,20,0,0,0,0,20,754,0,3,0,0,760
POA3091,234,0,0,0,0,234,216,0,0,0,0,215,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21,10,0,0,0,0,10,24,0,0,0,0,24,498,0,0,0,0,499
POA3093,549,85,17,0,0,651,450,110,20,0,0,575,77,77,14,0,0,172,0,0,0,0,0,3,0,0,0,0,0,0,17,21,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,98,101,21,0,0,215,9,4,0,0,0,13,26,18,4,0,0,52,1125,317,57,0,0,1509
POA3094,1288,108,12,0,0,1401,1316,147,8,0,3,1470,344,124,11,0,0,481,21,14,0,0,0,34,0,0,0,0,0,0,79,21,3,0,0,103,0,0,0,0,0,0,0,0,0,0,0,4,448,157,15,0,5,622,30,9,0,0,0,34,66,15,0,0,0,80,3144,433,39,0,8,3618
POA3095,3829,114,207,0,0,4150,4057,141,163,0,0,4359,444,124,122,0,0,690,24,15,9,0,0,46,0,0,4,0,0,3,172,25,29,0,0,226,6,4,3,0,5,17,0,0,0,0,0,6,651,164,168,0,3,988,77,6,15,0,0,98,182,16,30,7,0,232,8792,442,579,9,6,9826
POA3096,250,0,0,0,0,251,310,0,0,0,0,312,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,30,7,0,0,0,0,9,18,0,0,0,0,18,614,0,5,0,0,617
POA3097,198,0,0,0,0,201,205,0,0,0,0,205,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,30,9,0,0,0,0,9,27,0,0,0,0,27,471,0,0,0,0,473
POA3099,667,0,5,0,0,678,829,3,0,0,0,829,86,3,0,0,0,90,3,15,0,0,0,23,0,0,0,0,0,0,51,0,0,0,0,49,7,0,0,0,0,3,0,0,0,0,0,0,138,28,0,0,0,165,18,0,0,0,0,18,59,0,0,0,0,53,1714,30,4,0,0,1755
POA3101,2234,816,550,0,6,3608,1580,552,500,0,0,2637,489,589,1050,14,0,2149,13,0,21,0,0,38,4,10,9,0,0,16,140,104,125,3,0,374,14,0,3,0,0,29,5,4,5,0,0,13,673,714,1209,18,0,2613,79,44,48,0,0,175,130,64,131,6,8,335,4695,2189,2440,31,14,9365
POA3102,758,179,30,0,0,969,587,140,52,0,0,779,138,148,147,0,0,430,0,0,9,0,0,9,0,0,4,0,0,7,45,39,26,0,0,101,4,0,0,0,0,4,0,0,0,0,0,3,188,188,182,0,0,550,22,10,12,0,0,45,43,19,9,0,0,68,1598,532,282,0,0,2422
POA3103,1738,602,199,4,0,2541,1153,324,124,0,0,1601,427,422,397,7,0,1257,11,5,15,0,0,27,0,25,0,0,0,27,86,69,42,0,0,197,11,13,10,0,0,25,0,3,0,0,0,6,531,537,462,7,0,1537,79,60,52,0,0,191,87,51,57,0,0,194,3586,1575,893,11,11,6070
POA3104,2842,388,41,6,0,3275,1990,239,61,7,0,2286,765,270,114,11,4,1159,0,0,0,0,0,0,0,0,0,0,0,0,145,50,16,3,0,210,14,0,0,0,0,14,3,0,0,0,0,4,939,320,128,11,4,1390,88,13,5,0,0,110,142,26,17,3,0,187,5992,979,248,24,4,7248
POA3105,1778,207,72,0,0,2054,908,188,126,0,0,1218,463,91,116,4,0,667,17,0,6,0,0,24,3,0,0,0,0,0,111,17,19,0,0,149,12,0,0,0,0,15,0,0,0,0,0,0,602,113,141,4,0,853,36,3,12,0,0,52,93,18,12,0,0,113,3423,517,356,4,5,4303
POA3106,2230,413,57,0,0,2698,1609,357,54,0,0,2024,399,175,65,0,0,634,3,7,0,0,0,10,3,4,0,0,0,3,89,28,21,0,0,140,6,7,3,0,0,18,0,0,3,0,0,3,504,215,85,0,0,809,62,70,6,0,0,142,144,38,15,0,0,191,4546,1090,217,0,0,5865
POA3107,2053,333,15,0,0,2402,1318,319,22,0,0,1662,488,205,18,0,0,709,0,0,0,0,0,0,5,5,0,0,0,7,126,41,6,0,0,178,7,0,0,0,0,6,4,0,0,0,0,4,632,252,19,0,0,909,69,4,0,0,0,76,111,27,0,0,0,134,4173,936,60,5,3,5178
POA3108,2601,571,585,0,0,3758,1445,620,634,0,0,2696,881,543,1037,3,5,2468,4,15,27,0,0,50,6,3,41,0,3,55,206,82,128,0,0,421,29,12,12,0,3,50,10,0,0,0,0,13,1138,662,1251,3,11,3061,82,80,223,0,0,381,155,63,154,0,0,374,5412,1997,2839,3,14,10265
POA3109,3377,791,386,0,0,4559,2210,816,463,0,0,3488,955,669,481,0,5,2113,8,15,23,0,0,50,0,3,14,0,0,19,173,110,67,0,0,352,11,11,6,0,0,31,6,5,0,0,0,11,1159,819,596,0,5,2572,112,76,63,0,0,252,184,95,57,0,0,333,7042,2593,1559,0,12,11213
POA3111,1708,132,46,0,0,1890,1434,114,38,0,0,1580,429,76,36,0,0,533,10,4,0,0,0,20,0,0,0,0,0,0,84,16,5,0,0,106,5,4,0,0,0,9,0,0,0,0,0,0,534,98,39,0,0,671,49,84,4,0,0,129,110,28,8,0,0,146,3830,454,138,0,0,4423
POA3113,1185,5,0,8,0,1199,1353,0,0,0,0,1358,105,0,0,0,0,105,3,9,0,0,0,14,0,0,0,0,0,0,60,0,0,0,0,63,0,0,0,9,0,10,0,0,0,0,0,0,175,9,6,9,0,197,24,0,0,0,0,29,62,0,0,5,0,72,2803,17,6,19,0,2845
POA3114,574,0,0,0,0,574,533,0,0,0,0,540,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,38,0,0,0,0,38,7,0,0,0,0,14,19,0,0,0,0,19,1179,0,0,0,0,1184
POA3115,541,0,0,0,0,545,597,0,0,0,0,602,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,0,0,66,16,0,0,0,0,16,26,0,0,0,0,26,1250,0,3,0,3,1253
POA3116,1464,20,4,0,0,1493,1892,21,0,0,3,1908,438,19,10,0,0,462,10,0,0,0,0,17,0,0,0,0,0,0,106,4,3,0,0,120,5,0,0,0,0,5,5,0,0,0,0,5,577,21,8,0,0,611,34,0,0,0,0,34,128,9,0,0,0,139,4094,76,15,0,6,4191
POA3121,832,1276,653,3,0,2766,714,1283,1652,9,0,3652,540,1540,3749,43,3,5882,6,150,940,0,0,1096,0,14,64,0,0,81,123,329,435,17,3,903,5,11,17,4,3,47,5,5,14,0,0,18,687,2048,5227,59,4,8025,24,76,77,0,0,172,67,147,512,3,0,724,2321,4834,8115,76,9,15348
POA3122,1194,609,817,6,0,2625,803,441,1192,0,0,2430,229,390,3115,27,9,3766,4,0,39,0,0,38,0,0,36,0,0,34,72,85,406,3,0,570,11,4,30,5,0,49,4,5,11,0,0,17,322,486,3626,36,9,4473,36,31,122,4,0,194,69,48,302,15,0,435,2426,1616,6056,49,14,10162
POA3123,1024,385,454,0,3,1867,724,346,697,0,0,1772,234,325,1537,4,4,2103,0,0,87,0,0,92,0,0,18,0,0,16,62,56,168,0,0,287,0,0,18,0,0,20,0,0,0,0,0,0,293,386,1829,4,5,2522,25,11,50,0,0,90,62,31,145,0,0,235,2131,1163,3174,5,10,6484
POA3124,2423,639,293,12,11,3374,1629,436,246,5,3,2319,486,477,656,25,7,1649,5,0,4,0,0,14,0,13,8,0,3,22,114,104,75,10,0,307,3,11,10,0,0,24,5,5,9,0,0,8,619,610,757,34,4,2023,62,28,68,0,0,157,114,42,82,6,0,240,4837,1754,1445,60,22,8115
POA3125,1204,344,119,0,0,1657,998,358,124,0,0,1484,597,371,448,0,0,1417,75,104,41,0,0,226,9,27,10,0,0,38,178,78,39,0,0,288,32,12,25,0,0,66,8,3,3,0,0,10,896,590,569,0,0,2055,41,147,33,0,0,221,130,70,57,0,0,251,3273,1507,897,0,5,5679
POA3126,964,250,125,0,0,1341,629,153,55,5,0,840,146,166,75,9,0,393,0,0,0,0,0,8,0,25,10,0,0,37,31,35,19,6,0,88,5,7,5,0,0,11,0,0,0,0,0,0,180,234,106,14,0,539,22,12,20,0,0,55,37,20,18,3,0,77,1830,679,321,27,4,2859
POA3127,2125,533,213,5,0,2870,1659,455,193,3,0,2312,446,572,313,0,0,1335,3,4,3,0,0,7,4,13,3,0,0,21,93,87,57,0,0,240,7,4,3,0,0,18,0,0,0,0,0,4,556,681,380,3,0,1620,45,28,37,0,0,108,83,62,26,0,0,165,4460,1754,845,10,9,7086
POA3128,1275,483,450,0,3,2213,1161,480,536,0,0,2180,533,791,1986,0,11,3320,34,83,81,0,0,203,14,20,36,0,0,73,174,138,285,4,0,599,38,40,77,0,0,149,0,6,13,0,0,19,797,1073,2474,8,9,4367,123,136,76,0,0,330,95,96,364,0,4,567,3459,2268,3900,8,26,9655
POA3129,1749,625,59,0,0,2430,1417,608,67,0,0,2089,626,627,215,0,0,1461,18,36,10,0,0,61,14,9,0,0,0,28,171,121,35,0,0,335,16,16,6,0,0,38,0,3,0,0,0,4,850,817,262,0,0,1938,65,44,6,0,0,108,117,81,13,0,0,208,4197,2172,401,3,6,6778
POA3130,3871,774,127,0,0,4778,3359,610,284,0,0,4256,1160,609,380,3,0,2151,94,57,17,0,0,177,16,10,56,0,0,83,282,121,64,0,0,474,33,12,49,0,0,89,4,12,11,0,0,23,1599,820,569,4,4,3003,101,40,36,0,0,181,190,85,61,0,0,336,9128,2339,1081,9,4,12558
POA3131,2459,514,55,0,0,3028,2263,590,76,0,0,2926,870,643,100,0,0,1610,88,229,0,0,0,320,18,26,0,0,0,50,215,100,13,0,0,334,25,22,3,0,0,52,4,11,3,0,0,17,1234,1016,116,3,3,2379,108,73,29,0,0,211,211,239,25,0,0,470,6267,2432,295,3,6,9014
POA3132,1658,559,49,0,0,2272,1583,639,93,0,0,2327,588,681,141,0,0,1410,25,43,0,0,0,76,6,14,0,0,0,21,123,98,20,0,0,251,13,6,3,0,0,26,9,5,0,0,0,9,773,852,172,0,0,1791,42,17,4,0,0,69,88,59,4,0,0,154,4154,2131,323,0,3,6607
POA3133,3110,322,37,0,0,3472,2517,312,36,0,0,2867,711,256,20,0,0,991,20,0,0,0,0,24,4,26,0,0,0,33,142,46,7,0,0,194,23,4,4,0,0,26,7,0,0,0,0,13,906,334,28,6,0,1283,65,141,4,0,0,209,134,44,13,4,0,197,6736,1161,121,12,3,8027
POA3134,3842,142,150,0,0,4140,4320,171,302,0,5,4802,1987,282,461,3,0,2732,110,108,14,0,0,231,26,64,24,0,4,123,370,37,46,4,5,459,22,6,0,0,0,32,6,5,3,0,0,18,2519,505,553,3,7,3592,111,21,11,0,0,138,301,82,48,16,0,441,11098,920,1065,19,17,13111
POA3135,2595,77,0,0,0,2674,2869,159,15,0,0,3041,1209,168,18,3,0,1395,73,25,4,0,0,104,23,0,4,0,0,26,260,29,4,0,0,290,22,4,0,0,0,18,3,4,0,0,0,9,1583,223,29,3,3,1842,54,8,0,0,0,61,201,21,4,0,0,226,7297,486,49,3,6,7847
POA3136,5427,350,88,0,4,5869,6517,525,203,0,5,7251,2267,466,179,0,3,2924,208,67,63,0,0,345,44,41,14,0,0,96,496,72,26,5,0,601,40,5,8,0,0,53,10,3,0,0,0,13,3067,654,287,9,9,4025,315,33,3,0,0,348,466,57,36,6,0,566,15783,1616,628,12,21,18061
POA3137,1657,198,20,0,0,1879,2274,190,13,0,0,2480,573,123,8,0,0,702,51,13,0,0,0,70,3,3,0,0,0,9,146,31,0,0,0,173,15,3,0,0,0,18,3,0,0,0,0,3,793,169,7,0,0,972,31,95,20,0,0,141,131,35,0,0,0,174,4885,696,56,0,3,5647
POA3138,2492,71,3,0,0,2562,3598,122,4,0,0,3725,1128,127,5,0,3,1260,69,4,0,0,0,81,31,0,0,0,0,31,235,14,0,0,0,248,21,3,0,0,0,22,4,0,0,0,0,4,1489,154,5,0,0,1646,71,0,0,0,0,70,234,16,0,0,0,251,7878,361,17,0,12,8262
POA3139,1673,0,5,0,0,1681,2677,0,0,0,0,2678,239,0,0,0,4,242,12,0,0,0,0,12,7,0,0,0,0,11,182,4,0,0,0,184,14,0,0,0,0,13,0,0,0,0,0,0,458,4,0,0,4,463,53,0,4,0,0,59,217,0,0,0,0,221,5077,7,8,3,9,5103
POA3140,1771,382,0,24,0,2183,2614,294,4,3,3,2921,520,319,6,0,3,841,45,59,0,0,0,103,9,21,0,0,0,33,163,51,0,0,0,209,15,4,0,36,0,54,0,0,0,0,0,9,753,461,3,35,5,1255,48,103,0,0,0,157,154,68,4,7,0,231,5345,1301,13,76,15,6741
POA3141,484,551,1323,10,4,2369,254,407,1679,0,6,2342,167,526,5950,4,0,6648,4,10,524,0,0,538,0,0,20,0,0,17,53,137,739,4,0,928,5,8,33,0,0,52,0,0,13,0,0,10,220,677,7277,9,9,8195,16,46,181,0,0,248,43,88,784,0,4,921,1018,1775,11244,18,19,14073
POA3142,970,558,852,0,0,2377,514,231,498,0,0,1242,115,209,1097,0,3,1426,0,0,3,0,0,3,0,0,4,0,0,4,41,49,192,0,0,278,7,4,12,0,0,20,0,0,4,0,0,4,155,263,1306,0,4,1733,21,35,80,0,0,142,113,61,160,3,0,334,1769,1146,2908,5,4,5823
POA3143,611,277,406,5,0,1299,321,188,496,0,3,1014,126,175,1296,10,0,1606,0,37,22,0,0,57,0,4,90,0,0,89,33,32,139,0,0,201,3,0,8,0,0,8,0,0,8,0,0,8,160,249,1557,10,0,1975,16,16,47,0,0,77,32,23,98,0,0,154,1143,748,2612,8,3,4519
POA3144,1052,391,330,50,4,1827,701,219,292,17,0,1232,157,168,624,29,0,985,0,0,14,0,0,14,0,0,3,0,0,4,34,34,76,7,0,148,0,0,0,3,0,11,0,0,3,0,0,3,194,194,729,38,3,1162,13,11,28,41,0,89,41,17,69,23,0,151,2005,840,1439,169,10,4461
POA3145,2197,673,245,10,0,3128,1777,624,336,16,3,2757,451,619,1142,92,3,2301,10,38,30,0,0,69,3,23,23,0,0,45,131,111,137,15,0,399,10,6,23,0,0,48,3,6,5,0,0,5,609,799,1352,108,3,2869,44,36,26,0,0,108,120,72,96,4,0,298,4747,2206,2055,143,17,9161
POA3146,2597,637,442,0,0,3677,2053,529,680,0,0,3266,543,475,1199,3,0,2221,5,0,42,0,0,52,0,3,60,0,0,64,112,93,182,0,4,391,9,11,6,0,0,26,0,3,8,0,0,13,672,582,1495,3,7,2762,67,36,38,0,0,144,106,48,172,3,0,325,5494,1831,2830,3,6,10173
POA3147,1490,202,122,3,5,1823,1330,255,198,6,0,1786,486,244,177,23,0,932,135,94,155,0,0,388,6,12,138,0,0,153,107,44,32,3,0,195,3,3,0,0,0,8,0,4,0,0,0,6,749,399,505,28,3,1679,42,10,14,0,0,70,96,31,58,0,5,189,3709,900,900,44,11,5557
POA3148,722,130,50,0,0,899,608,362,227,0,0,1203,394,333,267,0,0,991,119,41,90,0,0,249,4,10,0,0,0,20,85,42,27,0,0,156,6,5,9,0,0,20,6,0,0,0,0,7,621,430,390,0,0,1443,30,14,4,0,0,52,93,54,34,0,0,172,2066,991,716,0,4,3773
POA3149,4076,312,875,0,0,5266,2769,448,720,0,0,3940,1194,362,815,0,0,2375,44,8,37,0,0,96,3,0,13,0,0,19,311,65,131,0,0,509,25,5,9,0,0,34,8,0,4,0,0,12,1585,444,1008,3,0,3045,89,19,49,0,0,164,258,45,106,5,0,413,8780,1268,2766,13,0,12826
POA3150,8306,663,468,0,0,9438,5443,501,359,0,0,6304,2729,436,725,0,4,3896,64,6,15,0,0,86,25,6,13,0,0,46,594,78,109,0,0,785,83,10,20,0,0,110,8,3,9,0,0,17,3503,539,893,0,3,4944,249,213,432,0,0,900,519,85,218,0,5,823,18020,2004,2370,3,12,22406
POA3151,1390,265,34,0,0,1690,828,184,107,0,0,1116,509,141,125,0,0,783,9,4,0,0,0,9,5,4,0,0,0,14,146,29,17,0,0,190,26,3,0,0,0,35,0,0,0,0,0,0,690,185,148,0,0,1023,32,86,26,0,0,151,89,25,26,0,0,134,3025,746,345,0,5,4119
POA3152,4070,426,72,0,4,4577,3907,444,76,0,0,4428,1534,288,132,0,6,1953,98,63,11,0,0,175,8,12,0,0,0,18,247,39,26,0,0,314,25,21,0,0,0,43,5,0,0,0,0,7,1917,424,168,0,3,2515,124,385,17,0,0,519,248,125,31,0,0,404,10265,1797,362,0,10,12434
POA3153,1756,448,87,0,7,2295,2420,695,175,0,0,3297,1023,570,163,0,5,1756,122,65,82,0,0,267,19,12,28,0,0,64,232,89,21,0,0,346,21,9,0,0,0,26,3,5,3,0,0,10,1421,752,302,3,6,2480,54,37,10,0,0,97,239,87,40,0,0,371,5888,2016,616,0,8,8537
POA3154,535,22,0,0,0,556,784,19,0,0,0,799,62,13,3,3,0,83,20,0,0,0,0,20,0,4,0,0,0,5,41,0,0,0,0,40,3,3,0,0,0,3,0,3,0,0,0,6,129,21,3,4,0,164,9,17,0,0,0,27,48,9,0,0,0,60,1505,87,4,4,0,1594
POA3155,2292,498,42,0,0,2834,2802,823,88,0,5,3720,1087,768,89,3,0,1942,97,71,51,0,0,218,12,25,18,0,0,54,262,108,18,0,0,391,20,6,0,0,0,28,5,4,0,0,0,10,1485,986,175,5,0,2649,60,17,4,0,0,74,260,110,35,0,0,410,6900,2423,348,4,4,9691
POA3156,4558,219,45,10,0,4839,5794,348,76,8,0,6227,1439,261,33,10,0,1745,142,67,12,0,0,229,23,33,43,0,0,102,359,39,7,0,3,411,19,9,0,0,4,34,5,6,0,0,0,6,1995,413,102,7,7,2529,130,43,6,0,0,184,405,55,22,4,0,492,12887,1077,251,29,11,14261
POA3158,846,0,6,0,0,852,1283,3,3,0,0,1292,135,4,5,0,0,152,5,0,7,0,0,8,6,0,0,0,0,5,66,0,0,0,0,67,6,0,0,0,0,6,0,0,0,0,0,0,214,8,14,0,0,239,18,0,0,0,0,18,66,0,0,0,0,65,2427,12,24,0,0,2462
POA3159,291,0,0,0,0,291,496,0,0,0,0,498,27,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,58,9,0,0,0,0,9,42,0,0,0,0,42,890,0,0,0,0,893
POA3160,1079,8,0,4,0,1095,1761,9,0,0,0,1775,162,5,0,0,0,170,5,29,0,0,0,31,4,0,0,0,0,3,89,4,3,0,0,101,10,0,0,0,0,10,0,0,0,0,0,0,267,37,6,0,0,308,28,0,0,0,0,29,82,3,0,0,4,91,3223,52,15,7,3,3301
POA3161,1267,531,327,0,0,2133,797,456,509,0,0,1762,238,457,1513,0,3,2221,0,32,9,0,0,47,0,3,34,0,0,35,81,105,187,3,0,370,6,0,14,0,0,25,4,5,14,0,0,19,323,603,1779,5,3,2718,36,29,40,0,6,113,83,73,148,0,0,305,2509,1697,2803,8,7,7029
