SOS_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SOS71,4845,2593,3352,2754,1903,1499,750,163,20,17870,382,330,454,576,586,675,485,153,22,3661,15,16,58,86,136,216,211,84,10,837,0,9,13,11,38,95,136,59,19,384,397,352,532,674,763,985,830,299,53,4884,658,383,618,509,448,452,291,69,8,3432,5897,3323,4505,3936,3110,2933,1875,528,81,26189,4518,2421,3692,2692,1925,1456,680,150,25,17561,256,442,743,689,746,787,483,150,42,4337,15,56,134,132,223,267,212,88,43,1164,0,5,12,45,80,139,120,73,38,513,265,507,889,866,1049,1187,814,306,121,6014,599,350,559,443,412,437,243,67,16,3128,5386,3277,5141,4003,3387,3088,1733,520,158,26697,9367,5014,7040,5445,3830,2954,1432,309,42,35431,631,773,1203,1269,1334,1455,966,300,65,7999,26,73,200,214,362,481,425,173,49,2000,0,11,26,60,122,239,252,133,56,896,665,858,1422,1541,1815,2178,1647,606,173,10896,1259,733,1180,955,857,883,532,135,26,6561
SOS72,2729,1735,1732,1306,997,780,453,92,10,9842,163,137,207,261,325,326,314,79,11,1828,10,9,10,30,67,107,122,31,4,395,0,0,0,7,22,48,45,16,4,140,172,144,218,299,417,477,481,130,18,2358,314,138,232,171,186,229,176,43,0,1506,3216,2021,2182,1783,1598,1492,1114,271,31,13709,2468,1677,1834,1277,984,819,408,65,8,9540,119,180,293,343,403,443,284,58,15,2134,4,14,38,59,119,160,107,27,4,538,0,0,0,16,33,48,62,17,3,191,126,197,333,419,556,654,455,106,20,2862,270,156,221,143,185,233,167,20,4,1398,2865,2028,2381,1844,1723,1711,1030,194,31,13804,5198,3412,3564,2585,1977,1597,861,167,17,19379,287,315,496,607,733,772,598,139,22,3961,13,19,53,95,194,267,229,62,13,935,0,0,3,24,53,103,105,31,7,325,298,335,552,721,972,1139,933,236,40,5223,586,302,452,315,372,461,347,68,7,2903
SOS73,3027,1902,2166,1882,1971,1799,1218,276,26,14266,249,221,277,364,522,802,889,225,13,3570,10,21,28,40,106,238,316,103,12,881,0,0,6,9,37,103,180,81,7,422,261,241,307,419,669,1138,1387,413,36,4876,540,622,1017,908,917,771,568,150,9,5513,3833,2770,3494,3209,3556,3708,3175,835,67,24652,2933,1655,1959,1786,1735,1674,1091,175,12,13028,141,247,371,439,559,761,673,151,26,3374,8,31,61,79,163,243,257,70,11,929,0,4,6,26,44,123,98,52,16,375,150,285,442,544,761,1135,1030,273,50,4678,502,378,528,461,488,542,440,86,5,3434,3585,2308,2932,2797,2989,3350,2568,539,75,21136,5961,3555,4125,3669,3704,3473,2312,455,39,27291,394,469,647,803,1083,1566,1566,377,42,6945,16,46,92,120,269,489,574,176,23,1814,0,3,14,35,86,220,281,135,23,798,414,520,752,964,1430,2269,2422,686,88,9551,1040,1000,1547,1364,1411,1316,1010,237,18,8944
SOS77,0,15,33,53,61,40,8,0,0,219,0,4,4,9,10,16,9,0,0,48,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,3,4,5,15,19,6,0,0,58,0,6,14,40,39,34,7,0,0,140,0,26,51,101,111,97,19,4,0,414,0,4,6,0,6,4,11,0,0,42,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,8,0,0,5,0,0,0,5,0,0,16,0,12,12,3,7,12,21,5,0,65,0,22,42,54,67,51,17,3,0,256,0,9,4,6,10,17,6,0,0,57,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,7,4,10,14,18,14,4,0,69,0,11,15,38,39,36,11,3,0,156
SOS80,35698,22661,29051,24922,18433,11981,6721,2523,580,152570,4125,4793,5853,5926,5824,5652,4996,2808,887,40864,247,617,922,1113,1419,1852,2350,1587,631,10723,11,37,91,192,398,788,1274,1200,548,4540,4380,5446,6867,7234,7640,8290,8617,5590,2062,56131,2401,2430,2625,2002,1665,1224,804,459,211,13822,42476,30538,38545,34158,27736,21494,16146,8571,2856,222519,34377,19999,26837,23678,17215,11979,7585,2929,790,145388,3068,6718,7786,7191,6687,6403,5804,3479,1390,48526,176,1240,1863,1820,2051,2440,2780,2000,1019,15391,10,101,260,412,765,1170,1493,1469,819,6503,3257,8060,9915,9423,9498,10011,10078,6952,3223,70417,2275,2181,2134,1752,1432,1121,952,553,323,12718,39911,30235,38891,34854,28151,23111,18615,10430,4333,228522,70075,42655,55891,48605,35646,23956,14310,5455,1367,297958,7190,11512,13643,13116,12504,12056,10800,6285,2277,89385,425,1852,2780,2941,3469,4293,5127,3585,1643,26117,19,140,354,600,1166,1959,2766,2669,1370,11050,7638,13498,16784,16658,17143,18308,18694,12536,5284,126547,4672,4612,4764,3752,3100,2341,1755,1007,537,26534
SOS82,60,33,21,40,32,19,8,0,0,211,7,6,9,4,11,4,9,8,0,57,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,11,11,9,5,8,15,6,11,14,0,79,3,0,0,0,0,3,9,0,0,20,73,40,30,47,47,25,30,15,0,307,57,27,15,30,34,16,12,0,0,189,5,9,6,14,11,11,12,6,0,68,0,4,0,0,7,4,0,4,0,12,0,0,0,3,0,3,0,4,0,11,5,10,6,16,19,20,12,13,3,92,0,3,4,3,0,3,4,0,0,13,60,39,23,46,52,41,25,16,3,299,112,61,37,66,63,35,22,6,0,401,11,14,10,17,27,16,21,13,0,128,0,3,0,3,8,3,3,4,0,26,0,0,0,3,0,6,3,12,0,24,11,14,12,21,34,29,27,22,6,175,3,4,0,4,5,8,8,0,0,34
SOS83,42,64,54,16,22,11,8,0,3,230,3,4,5,7,8,6,5,0,0,49,0,0,0,4,0,0,9,0,0,14,0,0,0,0,0,6,0,0,0,4,3,6,5,6,3,11,16,0,0,67,6,20,10,0,9,7,7,0,0,62,58,85,70,30,38,30,33,6,3,360,34,30,39,20,18,17,6,0,0,167,0,11,6,5,9,10,10,5,0,53,0,5,3,3,4,3,4,0,0,26,0,0,0,0,0,0,0,0,0,4,4,10,11,6,12,12,15,5,5,85,0,9,5,4,9,12,7,0,0,45,39,51,58,30,32,45,21,3,5,292,82,91,95,42,41,36,18,3,3,396,8,13,19,11,9,18,20,6,0,103,0,4,3,5,8,3,10,0,0,38,0,0,0,0,0,3,3,0,0,12,8,21,24,15,17,23,32,3,5,144,7,28,18,4,17,19,16,3,0,104
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS91,118,40,81,59,76,76,60,11,5,527,10,7,14,12,3,14,22,6,0,92,0,0,0,0,4,8,8,4,0,23,0,0,0,0,0,3,0,0,0,5,10,7,19,17,13,21,27,11,0,119,16,20,58,37,41,21,26,5,0,222,145,66,159,110,125,117,113,24,4,867,105,37,58,75,69,57,34,3,0,439,7,11,8,20,22,17,13,0,0,99,0,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,7,11,8,22,27,19,14,4,0,120,17,12,32,36,37,26,12,4,0,175,131,59,106,131,127,111,57,11,0,735,222,71,140,134,139,130,95,17,5,965,21,18,24,29,32,31,31,10,0,189,0,0,5,4,7,12,11,4,0,36,0,0,0,0,5,3,0,0,0,9,21,18,26,36,40,42,44,17,6,240,27,33,95,66,70,53,40,6,0,401
SOS92,174,115,114,97,111,151,69,34,11,880,11,10,11,26,23,52,43,25,3,212,0,0,0,10,9,17,16,8,4,57,0,0,0,0,0,6,10,5,0,26,11,10,11,37,30,69,71,40,9,291,38,14,19,23,23,49,29,25,0,227,225,147,143,154,168,273,177,91,21,1398,163,89,95,116,122,164,100,30,11,891,5,22,23,23,26,57,47,31,6,236,0,7,3,6,9,18,18,9,0,61,0,0,0,0,0,0,6,11,0,26,5,30,24,25,28,71,68,46,17,320,34,18,26,24,26,37,29,20,6,213,210,134,147,170,181,268,202,89,29,1423,338,209,214,214,232,316,168,62,23,1763,21,39,32,46,45,105,92,55,11,445,0,7,3,9,19,28,37,14,4,118,0,0,0,0,0,5,19,15,3,50,21,39,37,57,63,143,145,84,22,614,69,36,48,50,54,83,59,41,5,439
SOS93,52,19,27,31,36,27,29,10,0,238,7,0,0,7,10,12,14,10,0,50,0,0,0,0,4,0,4,3,0,20,0,0,0,0,0,4,7,0,0,18,7,0,0,5,16,14,31,14,7,82,13,30,118,57,42,17,11,8,0,298,67,50,139,99,95,58,70,26,9,617,29,22,27,22,30,40,21,17,0,216,0,4,6,0,17,10,9,8,6,60,0,4,0,0,5,5,3,3,0,20,0,0,0,0,9,0,6,5,0,13,0,7,6,0,24,18,20,14,0,89,12,8,11,4,15,10,4,7,0,77,43,37,44,33,70,60,49,41,4,382,81,44,53,55,71,69,50,25,0,455,9,3,5,5,23,20,27,16,6,111,0,4,0,0,9,5,10,7,0,32,0,0,0,0,7,7,12,4,0,28,9,7,5,8,39,27,50,26,3,178,28,36,124,63,49,28,22,18,0,370
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
