SA2_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
308031205,2351,5823,205,328,253,386,465,720,148,250,0,0,0,0,0,0,0,4,149,249,51,96,3,7,8,15,5,5,65,115,8,11,3038,6917,396,..,3439,6917
308031206,727,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,58,0,0,0,0,3,12,34,71,3,8,761,1906,57,..,823,1906
308031207,2089,5039,92,131,13,36,102,166,160,237,3,7,0,0,0,0,0,3,164,250,214,447,0,0,6,14,4,4,222,460,70,135,2648,6054,412,..,3059,6054
308031208,3124,8093,73,112,37,70,108,184,299,443,0,0,0,0,0,0,3,10,306,451,0,0,0,0,4,7,0,0,4,7,0,4,3544,8741,312,..,3863,8741
308031209,1465,4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,4,4,0,0,11,16,14,20,1487,4346,85,..,1578,4346
308031210,4170,11703,63,88,17,41,81,125,51,97,0,0,0,0,0,0,0,0,55,95,70,124,5,10,3,0,0,8,86,143,13,13,4393,12087,404,..,4801,12087
308031211,1682,4342,79,166,35,49,116,221,109,207,0,0,0,0,0,0,0,0,109,207,0,0,0,0,0,0,0,0,0,0,5,4,1910,4776,169,..,2077,4776
308031212,1288,2721,12,20,4,4,16,21,9,8,0,0,0,0,0,0,0,0,9,8,8,22,3,8,0,0,9,13,20,48,10,28,1346,2828,338,..,1678,2828
308031213,3431,9195,424,755,16,34,437,787,77,140,0,0,0,0,0,0,4,9,82,153,9,15,0,0,0,0,0,0,5,16,43,84,4006,10235,266,..,4264,10235
308031214,1854,4584,211,334,10,21,222,356,53,80,0,0,0,0,5,3,7,20,64,100,7,11,0,0,5,4,0,0,13,17,7,12,2164,5076,214,..,2373,5076
308031215,2418,6498,212,370,16,40,228,408,27,55,0,0,0,0,0,0,0,0,27,55,24,47,24,35,0,0,0,0,49,81,19,37,2747,7082,195,..,2941,7082
308031216,2207,5135,116,193,36,79,153,269,136,205,0,0,0,0,0,0,6,15,145,219,0,0,0,0,3,0,0,0,3,0,0,8,2501,5626,310,..,2813,5626
308031217,1080,2486,18,27,73,100,90,126,116,188,12,18,26,36,113,193,0,5,272,444,0,0,0,0,20,23,7,8,25,29,18,34,1482,3116,290,..,1768,3116
308031218,1289,3342,3,3,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,40,72,0,0,4,11,0,0,49,84,3,5,1341,3444,206,..,1545,3444
308031219,1607,4307,9,20,3,3,6,22,5,3,0,0,0,0,0,0,0,0,5,3,47,97,50,65,23,41,7,17,127,228,34,67,1783,4625,317,..,2100,4625
308031220,1058,2745,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,8,9,13,0,0,29,46,3,3,1089,2795,172,..,1258,2795
308031221,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,20,..,33,24
308031222,2430,5925,181,269,128,201,309,468,310,503,11,25,0,0,0,0,4,12,323,535,24,47,45,65,0,0,0,0,76,111,15,30,3148,7071,462,..,3615,7071
308031223,6500,16715,439,640,138,230,582,872,457,743,90,160,141,250,12,21,4,7,703,1179,370,714,70,120,14,18,4,9,454,857,88,180,8327,19808,1167,..,9491,19808
308041528,3368,8303,39,57,4,17,45,70,52,68,0,0,0,0,0,0,0,4,54,72,134,229,30,31,3,3,3,11,177,282,55,85,3692,8813,782,..,4470,8813
308041529,1999,5060,82,132,20,44,99,174,146,232,0,0,0,0,0,0,26,50,173,283,57,90,21,16,3,0,0,0,78,112,40,40,2384,5671,346,..,2730,5671
308051530,2764,6310,50,111,36,65,88,172,66,120,21,40,11,20,0,0,0,3,105,186,297,600,60,96,9,21,4,18,370,733,87,158,3417,7558,1159,..,4577,7558
308051531,3233,8652,131,316,49,63,173,384,235,383,29,36,33,58,0,0,6,3,294,478,183,331,8,14,40,71,0,0,233,415,23,47,3956,9972,445,..,4401,9972
308051532,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,3,6,0,0,32,60,3,8,38,73,0,..,38,73
308051533,4675,12878,224,352,163,296,389,647,115,180,0,0,0,0,0,0,0,0,115,180,28,45,7,5,4,3,0,0,33,49,6,8,5224,13762,572,..,5794,13762
308051534,1633,3914,131,180,338,576,468,759,448,702,88,107,200,297,45,73,0,0,789,1185,14,18,121,155,15,12,0,3,152,196,19,31,3062,6080,689,..,3750,6080
308051535,3731,10531,89,234,44,90,128,326,15,34,0,0,0,0,0,0,0,11,15,42,168,267,6,28,14,22,0,0,190,324,35,58,4100,11284,494,..,4596,11284
308051536,1273,3309,32,45,34,62,63,103,20,33,0,0,0,0,0,0,0,0,20,33,0,0,0,0,0,0,0,0,0,0,0,0,1360,3445,189,..,1545,3445
308051537,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
308051538,2145,5792,17,39,90,181,107,212,88,167,0,0,0,0,0,0,0,0,88,167,0,0,0,0,0,0,0,0,0,0,4,9,2345,6182,205,..,2548,6182
308051539,1607,3831,27,57,92,166,126,220,290,429,93,141,21,43,57,82,0,0,467,699,0,0,0,0,4,5,0,0,4,5,6,3,2200,4753,332,..,2535,4753
309011224,2454,6794,37,99,173,357,216,456,195,382,107,169,0,0,191,323,0,5,496,883,0,0,0,0,0,0,0,0,0,0,4,5,3167,8135,433,..,3598,8135
309011225,1338,3415,105,208,505,1137,607,1348,337,564,1007,1832,334,614,578,1037,4,7,2259,4056,57,109,0,0,3,5,5,15,66,135,14,23,4289,8977,1021,..,5308,8977
309011226,3888,10945,656,1152,813,1750,1469,2902,0,0,0,0,150,318,0,0,11,14,163,333,0,0,0,0,0,0,0,0,0,0,3,10,5525,14183,274,..,5801,14183
309011227,652,1796,105,214,505,1120,607,1341,1008,1863,2090,3752,852,1587,1885,3302,0,0,5832,10502,0,0,0,0,10,15,0,0,15,15,64,103,7168,13752,3032,..,10207,13752
309011228,3051,8861,318,574,1408,2708,1730,3286,132,313,26,54,0,0,212,405,6,7,373,776,113,161,0,0,0,0,0,3,117,166,0,7,5270,13087,427,..,5697,13087
309011229,1002,2824,628,1273,379,870,1006,2148,341,584,490,899,357,658,48,109,0,0,1240,2254,35,74,0,0,5,4,0,8,46,87,14,30,3312,7342,543,..,3851,7342
309021230,404,1046,28,59,201,422,227,480,575,982,936,1652,435,747,583,1140,0,0,2533,4528,90,183,37,64,23,25,3,11,164,284,30,50,3355,6390,1205,..,4564,6390
309021231,2107,5851,214,405,862,1991,1079,2396,584,1032,696,1296,595,1139,78,133,8,20,1956,3618,0,0,0,0,7,11,10,18,20,31,11,23,5178,11915,1007,..,6181,11915
309021232,2588,7454,507,902,505,1115,1015,2016,36,60,0,0,0,0,0,0,11,22,42,84,0,0,0,0,0,0,0,0,0,0,9,4,3652,9559,163,..,3812,9559
309021233,3544,10296,154,298,627,1427,782,1726,177,215,19,28,0,0,0,0,15,13,201,255,0,0,0,0,0,0,0,0,0,0,3,7,4532,12288,227,..,4753,12288
309021234,2819,8038,501,982,886,2000,1385,2979,812,1443,1066,1824,621,1122,260,469,15,31,2775,4898,176,345,5,10,14,12,6,14,201,384,19,36,7201,16331,1147,..,8353,16331
309031235,3367,9195,72,99,633,1555,695,1655,32,57,0,0,0,0,0,0,3,6,34,63,0,0,0,0,0,0,0,0,0,0,4,22,4108,10933,170,..,4281,10933
309031236,912,2405,147,289,694,1623,843,1914,226,383,980,1674,462,811,1112,2323,3,3,2776,5188,36,79,11,19,0,0,0,0,53,100,17,37,4599,9635,459,..,5058,9635
309031237,2340,5347,1317,2635,676,1477,1995,4110,208,278,0,0,0,0,0,0,0,3,213,280,228,304,0,0,0,0,0,0,228,304,4,5,4779,10052,244,..,5023,10052
309031238,1619,4277,2208,4307,1978,4171,4185,8478,506,815,1082,1812,445,723,737,1338,10,26,2773,4712,4,9,13,22,5,9,29,53,51,82,50,67,8675,17616,771,..,9451,17616
309031239,2436,6324,477,830,711,1456,1183,2281,120,170,80,141,407,772,63,121,8,4,675,1209,0,0,3,8,0,0,0,0,3,8,21,47,4324,9871,546,..,4864,9871
309031240,1872,4956,334,554,765,1595,1099,2146,160,247,500,839,387,672,158,269,3,17,1200,2045,0,0,0,0,3,3,0,0,3,3,4,3,4180,9164,471,..,4650,9164
309041241,1547,4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,13,44,51,4,5,7,10,3,13,54,75,6,24,1619,4238,191,..,1805,4238
309041242,5447,14741,132,192,34,68,160,255,18,37,9,13,0,0,0,3,6,7,32,66,21,33,7,11,15,24,29,64,70,132,34,58,5744,15258,570,..,6312,15258
309051243,2271,7152,29,52,22,67,58,115,3,4,0,0,0,3,0,0,27,58,32,63,0,0,0,0,3,11,0,3,3,18,3,15,2365,7362,109,..,2467,7362
309051244,5337,16376,133,278,944,2425,1075,2707,0,0,0,0,0,0,0,0,40,76,40,79,10,19,47,63,0,0,0,0,61,82,9,22,6527,19257,211,..,6739,19257
309051245,2085,6857,284,622,484,1165,763,1784,0,0,35,73,0,0,0,0,0,4,38,73,0,0,0,0,0,0,0,0,0,0,8,21,2896,8740,84,..,2974,8740
309061246,2771,7722,239,478,1567,3475,1807,3950,65,141,261,466,165,321,0,0,0,5,497,940,301,390,0,0,0,0,5,8,304,402,7,8,5379,13018,271,..,5648,13018
309061247,2710,7562,5,13,116,239,123,250,233,489,0,0,0,0,0,0,3,12,236,499,0,0,0,0,0,0,0,0,0,0,3,10,3067,8315,111,..,3184,8315
309061248,5395,15725,387,618,1218,2827,1605,3439,797,1320,122,135,53,61,0,0,24,53,994,1563,8,12,143,179,8,8,0,0,162,197,4,19,8162,20954,368,..,8534,20954
309061249,4551,14750,291,676,1006,2692,1296,3374,0,0,0,0,0,0,0,0,12,16,10,20,0,0,0,0,0,0,0,0,0,0,3,8,5858,18152,214,..,6070,18152
309061250,2490,7999,86,132,47,65,135,208,0,0,0,0,0,0,0,0,29,68,29,68,0,0,0,0,0,5,0,0,0,5,3,17,2651,8292,84,..,2740,8292
309071251,4803,15482,636,1626,1138,2792,1773,4421,7,15,28,71,0,0,0,0,7,10,45,100,0,0,22,29,0,0,0,4,20,29,22,57,6664,20096,294,..,6957,20096
309071252,5336,16179,646,1162,317,756,965,1914,22,52,174,255,61,109,3,13,8,24,273,444,24,62,3,4,7,19,0,0,34,84,7,18,6610,18642,297,..,6912,18642
309071253,3501,9110,74,170,1098,2349,1167,2517,56,93,387,796,506,975,146,263,4,9,1093,2139,0,0,147,224,0,0,0,0,143,229,99,197,6014,14192,867,..,6876,14192
309071254,1645,4410,10,18,0,0,10,18,8,8,0,0,0,0,0,0,4,4,9,10,22,51,33,57,4,6,4,3,65,117,7,11,1735,4573,96,..,1824,4573
309071256,4780,15273,965,1874,247,494,1209,2368,28,64,0,0,0,0,0,0,9,26,38,95,0,0,0,0,3,0,0,0,3,0,7,12,6032,17747,257,..,6292,17747
309071552,3257,9920,182,401,74,183,259,583,14,31,0,0,0,0,0,0,10,14,23,44,0,0,0,0,0,0,3,15,3,15,4,5,3545,10569,111,..,3657,10569
309071553,3528,11236,89,177,70,168,154,340,51,115,0,0,0,0,0,0,13,32,62,146,0,0,0,0,4,3,0,0,5,7,16,55,3771,11777,119,..,3888,11777
309071554,2640,7985,172,380,403,986,578,1364,88,249,0,0,0,0,0,0,8,15,97,262,0,0,0,0,0,0,0,0,0,0,6,19,3318,9635,136,..,3448,9635
309071555,2885,9323,198,478,269,630,467,1106,11,30,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,4,7,3370,10464,142,..,3511,10464
309071556,3446,11156,83,135,10,13,92,152,0,0,0,0,0,0,0,0,5,15,5,15,0,0,0,0,0,0,0,5,0,6,4,6,3554,11337,116,..,3673,11337
309071557,4945,16084,577,1357,940,2444,1508,3798,20,47,0,0,0,0,0,0,4,6,24,56,63,104,4,6,0,0,0,0,75,113,8,5,6556,20059,247,..,6804,20059
309071558,1853,5841,280,608,185,450,468,1060,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,43,0,0,0,0,22,39,0,5,2346,6951,133,..,2479,6951
309081259,1052,3039,25,33,426,924,446,953,75,85,0,0,0,0,112,147,0,0,190,237,0,0,0,0,0,0,0,0,0,0,3,0,1696,4233,115,..,1810,4233
309081260,1274,3632,356,902,764,1776,1121,2682,87,97,104,173,45,77,61,118,0,4,296,466,0,0,0,0,0,0,0,0,0,0,5,12,2699,6792,111,..,2805,6792
309081262,2782,8016,476,980,1662,4128,2135,5105,35,70,538,997,437,874,596,1119,0,3,1606,3057,0,0,0,0,0,0,0,0,0,0,8,11,6534,16194,314,..,6848,16194
309081559,4136,12001,317,638,1014,2570,1331,3207,0,0,237,509,24,46,274,396,3,9,540,950,0,0,0,0,0,0,0,0,0,0,10,12,6020,16174,242,..,6262,16174
309081560,1102,2933,20,54,1713,4020,1734,4078,29,36,231,427,205,367,376,660,5,7,842,1496,0,0,0,0,0,0,0,0,0,0,7,9,3679,8512,239,..,3916,8512
309091263,3160,8986,751,1149,273,603,1031,1756,363,745,40,72,68,109,0,0,11,31,484,959,0,0,4,5,0,0,0,0,4,5,39,86,4720,11788,339,..,5058,11788
309091264,1825,5638,152,360,194,410,351,773,5,4,0,0,0,0,0,0,6,24,12,27,0,0,0,0,0,0,0,0,0,0,7,3,2191,6444,70,..,2263,6444
309091265,2571,7819,57,153,164,418,222,574,10,29,27,46,0,0,39,74,14,42,91,191,0,0,0,0,0,0,0,0,0,0,4,9,2892,8592,88,..,2976,8592
309091540,1121,3044,539,1042,746,1603,1284,2644,724,1218,1484,2603,1811,3214,2026,3719,9,11,6044,10759,114,224,31,77,31,27,11,26,190,357,24,47,8665,16852,957,..,9621,16852
309091541,2777,7463,690,1318,1476,3486,2165,4805,335,664,707,1217,734,1333,1335,2465,3,9,3116,5696,0,0,0,5,7,3,5,13,7,26,51,81,8121,18062,708,..,8830,18062
309101267,2176,6557,448,955,588,1418,1037,2376,15,51,0,0,259,514,104,189,0,5,381,757,0,0,0,0,0,0,0,0,0,0,23,47,3607,9738,298,..,3903,9738
309101268,1360,3872,3,6,333,695,337,703,3,3,0,0,171,319,0,0,0,3,179,321,0,0,0,0,0,0,0,0,0,0,0,8,1882,4902,141,..,2027,4902
309101269,64,176,6,23,86,207,91,230,84,154,264,500,135,234,1398,2534,0,0,1877,3419,43,86,26,47,3,6,0,0,75,137,29,58,2136,4014,924,..,3056,4014
309101561,459,1224,24,49,317,679,344,730,403,712,934,1515,639,1134,3376,6114,0,0,5349,9488,0,4,0,0,24,23,64,137,85,161,60,106,6299,11704,2857,..,9156,11704
309101562,767,2109,129,261,446,1009,569,1267,639,1178,1184,2305,694,1300,3055,5404,0,0,5574,10186,0,0,0,0,8,11,0,0,8,11,83,132,7003,13701,2787,..,9791,13701
310011271,1532,4233,32,71,136,320,170,387,13,19,0,0,0,0,0,0,10,24,23,47,0,0,0,0,0,0,0,0,0,0,4,4,1725,4667,124,..,1846,4667
310011272,2087,6256,316,421,584,1260,897,1672,6,3,49,58,0,0,0,0,7,17,62,78,4,8,35,52,0,0,0,0,38,59,7,7,3085,8073,228,..,3314,8073
310011274,5028,15742,132,292,1349,3306,1481,3595,116,151,12,12,0,0,4,0,55,141,182,311,99,116,0,0,0,0,0,0,99,116,31,82,6818,19839,348,..,7164,19839
310011275,2525,7159,68,101,425,948,492,1047,8,13,74,120,0,0,0,0,0,0,79,131,0,0,0,0,0,0,0,0,0,0,22,37,3125,8377,142,..,3267,8377
310011276,832,2429,13,26,112,278,126,303,5,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,4,959,2743,67,..,1029,2743
310011563,2122,6934,10,31,612,1523,624,1556,4,20,0,0,0,0,0,0,7,15,13,35,0,0,0,0,0,0,0,0,0,0,10,26,2770,8549,145,..,2914,8549
310011564,6821,19819,97,146,836,1974,938,2121,84,122,75,142,0,0,0,0,3,17,158,277,0,0,0,0,0,0,0,0,0,0,0,0,7924,22215,296,..,8217,22215
310021277,4724,11970,94,136,6,16,96,153,10,14,0,0,0,0,0,0,3,7,9,16,85,127,14,30,15,24,4,12,122,193,16,28,4965,12356,552,..,5520,12356
310021278,2121,4771,41,57,0,0,41,57,3,10,0,0,0,0,0,0,0,0,3,10,24,40,46,80,5,5,0,4,79,127,3,7,2250,4974,459,..,2710,4974
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
310021280,7491,20057,149,220,27,73,177,296,6,8,0,0,0,0,0,0,4,10,13,21,14,27,0,7,4,18,0,4,26,56,64,77,7770,20508,605,..,8374,20508
310021281,4990,13651,96,194,7,11,105,201,9,19,0,0,0,0,0,0,0,0,13,21,34,57,0,0,4,5,0,0,39,63,15,30,5162,13972,470,..,5630,13972
310021282,4466,12100,112,195,6,23,122,212,8,12,0,0,0,0,0,0,8,11,12,21,70,114,60,87,3,8,0,0,132,211,44,64,4778,12612,366,..,5141,12612
310031283,3772,10336,697,1113,245,453,939,1571,32,53,0,0,0,0,0,0,7,5,36,55,0,0,0,0,0,0,0,0,4,4,0,3,4753,11970,305,..,5057,11970
310031284,3125,8102,100,214,404,775,505,989,89,153,0,0,0,0,0,0,0,0,89,153,0,0,0,0,0,0,4,12,4,12,3,3,3726,9261,254,..,3979,9261
310031285,2293,6314,150,278,17,46,169,326,3,21,0,0,0,0,0,0,6,9,7,23,0,0,0,0,0,3,0,0,0,3,0,0,2465,6666,135,..,2600,6666
310031286,2128,5308,87,116,174,308,268,422,170,243,6,10,0,0,51,64,8,13,238,329,0,0,0,0,53,54,3,9,59,62,18,32,2705,6158,239,..,2947,6158
310031287,6296,15521,251,397,467,875,715,1273,454,613,69,102,12,13,0,0,9,7,549,740,0,3,0,0,0,0,9,37,18,36,13,16,7586,17586,607,..,8188,17586
310031288,1500,4316,46,94,0,0,46,94,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,3,4,4,15,3,19,0,3,1566,4450,76,..,1640,4450
310031289,2169,6516,17,26,0,6,19,33,8,16,0,0,0,0,0,0,3,3,7,21,0,0,0,0,0,0,3,16,3,16,4,18,2209,6592,78,..,2294,6592
310031290,1996,5720,0,0,54,113,54,113,20,63,0,0,0,0,0,0,5,3,26,70,0,0,0,0,0,0,6,25,6,25,3,6,2089,5935,98,..,2188,5935
310031291,2807,7461,236,439,86,191,320,625,60,111,0,0,0,0,0,0,5,11,65,120,0,0,0,0,6,9,0,0,10,8,0,3,3206,8221,250,..,3456,8221
310031292,2413,5767,112,140,52,79,166,224,37,60,23,45,0,0,0,0,0,0,62,101,36,45,0,0,5,8,0,3,41,55,8,9,2692,6158,193,..,2888,6158
310031293,4877,13648,702,1061,43,82,746,1149,21,30,0,0,0,0,0,0,0,9,26,37,0,0,0,0,0,0,0,0,0,0,6,8,5651,14847,323,..,5970,14847
310031294,4285,12229,142,306,26,66,166,367,25,52,0,0,0,0,0,0,0,5,28,58,0,0,0,0,0,0,0,0,0,0,8,7,4486,12664,227,..,4716,12664
310031295,1058,2813,27,43,14,27,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,2885,66,..,1178,2885
310041297,3049,8584,43,99,106,278,153,373,3,6,0,0,0,0,0,0,10,22,14,29,65,83,32,40,3,0,0,0,96,126,3,3,3311,9117,140,..,3450,9117
310041298,5,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,..,4,9
310041299,3388,10497,314,600,221,417,533,1017,38,73,8,16,0,0,0,0,0,7,46,94,0,0,0,0,5,6,0,3,3,3,0,0,3972,11620,193,..,4167,11620
310041300,3100,9428,410,757,229,583,638,1335,20,28,10,21,0,0,0,0,0,5,32,57,0,0,0,0,9,10,5,3,15,16,7,7,3789,10837,256,..,4045,10837
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
310041302,6707,21562,571,1114,515,1357,1084,2470,116,160,0,0,0,0,0,0,24,48,139,209,0,0,0,0,0,0,0,0,0,0,4,12,7933,24251,535,..,8464,24251
310041303,2062,6476,0,0,307,798,307,798,0,0,12,23,0,0,0,0,3,4,15,30,0,0,0,0,0,0,0,0,0,0,3,8,2390,7309,104,..,2494,7309
310041304,7251,22354,58,151,204,523,262,678,0,10,16,14,85,115,0,0,0,0,95,140,0,0,0,0,0,0,0,0,0,0,7,13,7615,23183,633,..,8249,23183
310041565,2692,8648,81,157,57,126,133,281,0,3,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2829,8941,160,..,2989,8941
310041566,2659,8020,370,701,146,322,514,1021,25,40,0,0,0,0,0,0,4,3,23,42,0,0,0,0,0,0,0,0,0,0,9,14,3203,9101,205,..,3406,9101
311011305,4862,12616,525,873,236,412,758,1290,10,9,0,0,0,0,0,0,4,5,13,18,57,101,32,44,22,37,0,3,115,188,20,40,5771,14146,796,..,6561,14146
311021306,2242,6103,187,295,510,843,700,1139,401,595,194,275,96,176,0,0,6,20,691,1067,28,46,0,0,44,48,0,0,72,86,5,11,3705,8404,228,..,3932,8404
311021307,4169,10480,131,260,842,1946,975,2203,452,747,0,0,0,0,0,0,7,13,463,764,0,0,0,0,18,17,0,0,18,17,7,14,5630,13477,315,..,5944,13477
311021308,2865,8403,296,554,213,415,506,967,0,8,0,0,0,0,0,0,7,12,6,11,0,0,0,0,0,4,0,0,0,4,0,0,3374,9385,172,..,3551,9385
311021309,1760,4832,271,373,200,361,472,734,4,11,0,0,0,0,0,0,3,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,2239,5580,123,..,2365,5580
311021310,2958,8626,89,171,33,70,122,240,8,19,0,0,0,0,0,0,11,19,17,37,0,0,0,0,0,4,0,0,4,5,7,7,3103,8917,145,..,3238,8917
311031311,5905,16611,751,1518,221,575,975,2087,0,3,0,0,0,0,0,0,6,20,6,21,0,6,34,37,0,0,0,0,33,46,20,50,6953,18820,419,..,7370,18820
311031312,2244,6753,33,68,419,976,447,1044,53,102,35,71,0,0,0,0,9,19,95,195,0,6,0,0,0,0,0,0,0,6,7,21,2799,8013,128,..,2934,8013
311031313,2653,8121,173,413,21,44,192,460,10,18,0,0,0,0,0,0,9,20,19,37,0,0,113,128,0,0,0,0,119,126,8,19,2985,8766,159,..,3145,8766
311031314,3701,11670,108,229,39,133,143,362,5,24,0,0,0,0,0,0,5,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3865,12060,220,..,4080,12060
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
311031316,2636,7769,81,176,303,649,386,823,24,49,14,21,0,0,0,0,8,18,52,88,0,0,0,0,0,0,0,0,0,0,14,19,3084,8704,106,..,3182,8704
311031317,3806,12986,285,795,790,2077,1072,2869,8,13,0,0,0,0,0,0,6,15,9,27,0,0,0,0,0,0,5,3,5,3,8,11,4897,15899,262,..,5158,15899
311031318,1403,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,8,17,0,0,0,0,0,0,0,4,0,4,3,10,1411,4372,45,..,1462,4372
311031319,5152,15793,11,34,11,20,19,60,15,35,0,0,0,0,0,0,8,17,21,50,0,0,0,0,0,0,0,0,0,0,4,4,5196,15908,185,..,5378,15908
311041322,2599,8208,102,159,0,9,106,166,0,6,0,0,0,0,0,0,14,40,18,46,0,0,0,0,4,9,0,0,4,6,11,24,2732,8449,122,..,2847,8449
311041567,1963,6528,3,9,0,0,3,9,0,0,0,0,0,0,0,0,9,16,9,16,0,0,0,0,0,0,0,0,0,0,4,0,1974,6557,72,..,2045,6557
311041568,2917,9883,6,10,8,24,16,37,9,13,0,0,0,0,0,0,15,32,26,49,0,0,0,0,0,0,0,0,0,0,4,4,2961,9973,97,..,3061,9973
311041569,2419,7490,0,3,0,0,0,3,0,0,0,0,0,0,0,0,17,50,17,50,0,0,0,0,0,0,0,0,0,0,4,15,2440,7552,115,..,2554,7552
311041570,5565,17463,25,49,15,27,43,73,3,6,0,0,0,0,0,0,40,80,42,90,0,0,0,0,7,30,0,0,7,30,3,14,5664,17670,222,..,5884,17670
311041571,3162,9991,163,403,87,220,249,618,0,0,0,0,7,17,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,3426,10633,190,..,3615,10633
311051323,3448,9258,668,1023,436,896,1101,1924,99,252,0,0,0,0,0,6,0,10,103,268,0,0,0,0,9,4,0,0,9,4,9,19,4669,11474,281,..,4953,11474
311051324,2763,8364,20,53,146,302,169,353,7,10,0,0,0,0,0,0,13,32,21,44,11,19,64,96,0,0,5,7,85,118,10,20,3045,8903,129,..,3174,8903
311051325,3593,10566,144,295,219,422,367,719,23,43,0,0,18,25,0,0,13,24,47,87,62,81,0,0,0,0,0,4,64,86,4,4,4071,11467,223,..,4293,11467
311051326,3145,9419,318,683,304,805,619,1488,299,613,63,101,0,0,0,3,8,23,375,748,0,0,0,0,3,0,0,0,3,0,17,28,4154,11679,232,..,4385,11679
311051327,3732,11056,53,140,79,168,140,309,287,488,0,0,0,0,0,0,16,33,308,521,0,0,0,0,0,0,0,0,0,0,0,6,4178,11897,151,..,4330,11897
311051328,2176,6317,175,346,391,865,571,1206,150,184,0,0,0,0,0,0,3,6,155,190,0,0,0,0,3,8,0,0,3,8,9,19,2911,7740,187,..,3095,7740
311061329,2116,6181,15,26,202,421,214,447,22,53,0,0,0,0,0,0,5,6,25,52,62,91,37,52,0,0,0,0,103,143,0,0,2463,6831,102,..,2563,6831
311061330,2937,8869,274,532,323,785,594,1311,30,86,0,0,0,0,0,0,7,23,37,112,0,0,0,0,0,3,0,0,0,3,7,18,3580,10320,260,..,3838,10320
311061331,1510,4947,89,160,102,201,190,366,455,864,51,113,0,0,0,0,5,5,510,985,0,0,0,0,12,9,0,0,13,12,8,11,2220,6318,176,..,2401,6318
