SA2_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
120011672,96,80,0,177,1174,115,11,1474,12,109,0,128,838,168,9,1147,0,18,0,26,528,153,0,704,0,3,0,3,193,110,0,307,2362,313,23,2690,7212,1077,31,11010
120011673,37,70,0,109,590,38,20,759,12,57,8,84,400,25,6,515,0,7,0,3,136,19,0,161,0,0,0,0,35,32,0,64,1756,190,8,1954,7566,537,63,10127
120021387,184,80,0,268,1699,88,3,2056,21,222,0,246,1343,54,10,1654,4,49,0,55,731,45,4,830,0,0,0,0,180,49,0,233,2904,465,38,3413,8744,552,33,12744
120021389,118,66,0,187,1353,53,6,1592,13,143,0,153,986,45,3,1189,5,27,0,28,477,58,0,564,0,0,0,0,131,61,0,191,2684,331,18,3037,7685,491,22,11239
120021674,82,41,0,124,843,67,0,1039,5,79,0,86,657,52,0,796,0,16,0,16,306,16,0,343,0,0,0,0,118,8,0,128,1701,200,19,1929,5414,441,15,7790
120021675,176,61,0,234,1421,50,3,1706,17,132,4,154,1066,46,8,1275,0,32,0,35,549,31,0,616,0,0,0,0,255,35,0,290,3696,354,39,4084,9329,551,21,13985
120031392,116,57,5,178,1161,44,3,1394,9,73,0,86,861,34,8,983,3,21,0,27,547,12,0,586,4,5,0,3,211,4,0,223,2008,236,28,2278,7364,435,35,10107
120031393,144,101,0,247,1815,73,4,2144,25,171,3,199,1411,56,3,1668,4,44,0,48,947,101,6,1093,0,4,0,4,433,111,0,550,2899,451,37,3386,10304,770,28,14487
120031394,156,64,4,223,1598,88,9,1909,10,100,0,111,1025,64,7,1206,8,28,0,38,647,56,0,739,0,0,0,0,243,63,0,314,2865,366,45,3275,11090,890,25,15279
120031395,126,65,0,192,1404,39,3,1644,14,122,0,141,1013,30,4,1185,7,23,0,26,605,33,0,662,5,0,0,8,380,16,0,402,2266,318,12,2599,8356,359,24,11328
120031396,100,89,0,187,1140,72,20,1422,18,58,0,77,691,40,19,827,5,8,0,13,327,18,4,368,0,0,0,4,119,10,0,128,3416,314,18,3744,12481,1240,72,17542
120031576,23,30,0,50,385,11,0,453,3,42,0,42,260,5,4,307,0,5,0,9,153,7,0,170,0,0,0,0,70,0,0,69,651,95,10,750,2090,113,5,2963
120031676,69,54,0,130,951,63,14,1152,17,56,0,75,782,46,10,906,6,7,0,11,474,25,0,514,0,0,0,0,230,10,0,241,1623,227,11,1862,7628,490,34,10024
120031677,98,51,0,155,1126,52,5,1331,8,87,4,96,852,46,6,1005,4,27,0,33,701,37,0,766,0,0,0,0,575,19,0,594,1602,267,13,1874,8456,452,32,10822
120031678,95,80,0,183,1092,70,12,1356,36,76,3,117,740,67,6,935,7,18,0,22,434,43,5,506,0,0,0,0,261,44,0,306,1819,257,15,2088,11288,1061,83,14522
120031679,102,92,0,196,1219,55,3,1474,35,107,4,147,861,31,4,1040,4,36,0,41,546,62,0,646,0,5,0,6,301,88,0,391,1798,305,23,2127,6757,425,33,9340
120031680,89,74,4,162,1147,68,21,1401,16,96,0,120,771,39,16,941,4,24,0,31,596,40,11,683,0,0,0,3,356,23,3,386,1566,306,16,1887,12082,1072,99,15132
120031681,93,89,0,186,1047,29,4,1270,19,129,5,160,739,36,0,934,7,42,0,42,493,16,0,552,3,0,0,5,282,16,0,298,1407,369,15,1786,5699,304,14,7809
121011399,186,91,3,277,1676,81,26,2066,36,220,0,260,1334,48,13,1659,7,46,0,51,775,26,6,860,0,0,0,0,380,21,0,412,4271,469,34,4775,11831,677,83,17359
121011401,68,48,3,117,940,155,10,1216,21,101,0,123,675,168,16,978,0,12,0,12,304,159,4,477,0,4,0,4,84,141,0,226,2120,232,24,2378,7297,1235,49,10959
121011682,75,37,0,114,707,15,3,847,14,74,3,93,561,25,8,683,3,12,0,14,315,12,3,341,0,0,0,0,142,8,0,150,2040,192,19,2239,4900,272,24,7438
121011683,222,73,0,295,1513,37,5,1850,23,222,0,246,1116,22,5,1396,13,48,4,58,768,34,5,860,0,0,0,0,439,31,0,469,2730,448,32,3213,7149,256,35,10656
121011684,153,105,3,265,1440,65,40,1812,49,168,4,221,1248,62,30,1557,9,35,0,47,822,36,0,905,0,0,0,0,507,18,0,527,3726,443,44,4213,11378,734,179,16507
121011685,161,112,4,276,1314,35,11,1637,21,229,0,249,957,42,4,1251,4,45,0,48,672,48,4,772,0,4,0,4,261,52,0,322,2398,519,30,2946,7299,341,52,10637
121011686,143,76,0,224,1236,24,6,1487,13,163,0,180,1009,37,12,1234,0,35,0,38,683,42,5,765,0,0,0,0,274,84,0,356,3428,389,32,3847,8263,399,35,12549
121011687,123,60,0,186,1241,29,4,1456,20,136,0,150,875,23,6,1056,0,41,0,42,563,34,3,646,0,5,0,5,290,54,0,352,2806,324,24,3150,6543,325,29,10046
121021403,152,207,6,363,2254,41,16,2676,34,262,0,292,1491,32,23,1834,7,46,0,58,836,22,10,919,0,0,0,0,243,6,0,252,4773,707,48,5532,11479,354,66,17431
121021404,134,120,0,250,1324,12,0,1591,10,151,0,164,955,19,0,1143,0,43,0,45,579,17,0,642,0,0,0,0,129,14,0,139,2477,420,33,2934,6203,150,7,9286
121021406,174,148,4,329,1901,31,11,2267,26,253,0,284,1354,37,16,1688,4,51,0,55,1059,54,5,1175,0,4,0,3,418,77,0,500,4091,589,42,4718,10014,380,52,15163
121021577,69,54,0,131,1014,55,16,1215,26,85,3,111,731,74,12,932,0,11,0,15,398,58,3,470,0,0,0,0,161,58,0,216,2262,261,21,2544,7000,624,47,10215
121021578,91,81,6,173,1053,17,8,1251,18,143,0,167,839,36,11,1052,3,20,0,25,493,39,3,557,0,4,0,4,195,68,0,268,2261,340,30,2627,5584,322,30,8566
121021579,78,72,0,148,775,34,3,963,39,93,7,138,710,40,21,901,3,32,0,37,599,43,10,683,0,0,0,0,461,43,0,501,2684,262,25,2971,6013,423,48,9456
121031407,297,174,6,481,2191,62,25,2752,63,315,4,386,1582,50,12,2025,6,78,0,84,1127,45,4,1254,3,8,0,7,529,79,0,613,4496,723,33,5250,12499,574,92,18414
121031408,291,181,4,475,2312,68,23,2874,67,371,9,448,1742,56,10,2246,12,91,0,98,1203,58,4,1366,0,5,0,9,562,54,0,623,5339,813,33,6181,12634,511,83,19401
121031409,216,117,5,338,1823,47,14,2226,34,288,0,315,1209,38,7,1570,9,45,0,50,763,26,0,839,0,3,0,3,342,9,0,352,3726,557,21,4308,8911,327,37,13591
121031410,266,184,6,458,2080,53,13,2604,71,334,3,411,1672,56,22,2152,5,88,0,97,1535,35,9,1674,0,3,0,3,702,30,0,732,4835,749,46,5631,11042,335,66,17062
121031411,234,185,6,424,1932,42,10,2415,33,292,5,333,1550,43,12,1936,15,95,0,108,1545,68,10,1735,0,4,0,4,976,128,0,1108,4018,729,38,4782,11134,420,48,16382
121031412,246,156,4,398,1857,68,16,2332,36,305,4,341,1354,43,19,1758,10,81,0,91,1143,68,4,1315,0,3,0,3,643,69,0,719,3738,703,31,4469,9985,476,59,14986
121041413,190,90,0,278,1790,55,0,2125,31,270,0,306,1602,59,6,1976,3,54,0,61,1008,39,9,1115,0,0,0,0,294,28,0,322,3345,559,30,3935,11120,487,38,15583
121041414,124,71,4,201,1441,60,7,1709,15,175,0,193,1267,54,8,1514,8,62,0,66,720,35,0,821,0,0,0,0,229,15,0,252,2944,441,26,3408,11438,533,39,15423
121041416,106,76,0,184,1592,82,5,1868,18,195,0,213,1290,89,9,1603,0,42,0,43,978,93,4,1118,0,0,0,0,368,103,0,477,2157,449,31,2636,11406,794,47,14883
121041417,84,71,3,157,1159,90,5,1412,10,147,0,160,859,57,20,1090,0,41,0,38,569,53,9,669,0,0,0,5,102,21,3,125,1448,366,20,1828,8454,699,76,11057
121041688,167,89,8,264,1424,46,11,1751,30,231,3,262,1216,47,0,1526,5,74,0,81,1015,53,0,1151,0,0,0,0,494,33,0,525,2259,493,26,2778,8211,397,41,11421
121041689,205,92,0,294,1495,36,7,1837,28,214,0,247,1164,30,0,1442,3,81,0,78,884,26,5,992,0,3,0,3,367,12,0,381,2649,501,24,3173,8225,326,33,11753
122011418,300,131,3,430,2095,65,6,2596,31,280,0,313,1352,49,3,1713,0,69,0,72,990,42,0,1105,0,0,0,3,410,19,0,438,4571,657,61,5298,10233,425,39,15990
122011419,230,180,7,408,2072,81,19,2584,24,271,0,301,1411,47,3,1767,5,84,0,88,1018,35,5,1151,0,4,0,4,434,25,0,459,3668,771,52,4489,13494,801,109,18900
122021420,178,164,0,348,1694,50,4,2097,15,335,5,353,1408,36,4,1801,5,78,0,80,876,47,0,1007,0,0,0,4,290,68,3,364,2285,696,46,3024,7323,419,39,10801
122021421,138,131,0,275,1315,61,4,1647,17,233,0,250,1086,57,0,1387,4,49,0,52,960,54,0,1071,5,0,0,3,376,40,0,417,1961,513,25,2503,6336,385,16,9243
122021422,190,160,3,355,1759,64,3,2179,16,245,5,264,1335,31,3,1630,5,46,0,50,798,36,0,883,0,0,0,5,217,9,0,232,2483,595,51,3125,7732,325,14,11197
122021690,128,153,0,280,1445,60,3,1792,14,260,0,283,1287,80,5,1654,5,59,0,62,1059,170,0,1292,0,0,0,0,437,256,0,695,2614,631,41,3280,7785,849,24,11937
122021691,94,142,4,244,1059,39,4,1337,4,169,0,173,734,31,0,939,6,30,0,30,437,22,0,498,0,0,0,0,131,17,0,148,2347,454,38,2841,5260,332,10,8440
122031424,131,148,0,285,1503,49,3,1841,26,193,4,217,976,50,3,1243,0,42,0,49,816,54,4,922,0,4,0,4,357,53,6,414,2841,533,44,3416,7679,429,16,11541
122031425,82,74,5,162,671,29,0,867,14,110,0,125,607,17,0,744,0,15,0,23,590,27,0,637,0,0,0,0,227,22,0,251,1649,273,28,1950,4146,231,10,6334
122031427,171,83,7,258,1271,42,0,1574,17,141,3,159,843,21,0,1029,0,44,0,47,886,44,9,980,3,5,0,9,387,64,0,457,2847,377,41,3264,6715,304,18,10302
122031429,189,155,7,352,1906,62,0,2324,14,274,4,294,1161,49,3,1508,3,52,0,56,687,42,0,787,0,0,0,3,310,32,0,340,4202,679,64,4942,12032,618,32,17622
122031430,172,106,0,277,1504,39,3,1834,23,215,0,233,1061,42,6,1346,0,54,0,54,775,47,0,877,0,7,0,6,401,110,0,514,3929,533,42,4506,8582,458,26,13568
122031432,48,51,4,97,427,13,0,537,11,62,3,69,332,9,5,419,0,17,0,16,276,0,0,301,0,0,0,0,130,11,0,142,677,162,11,851,2171,75,8,3107
122031692,85,68,0,152,755,22,0,930,12,130,0,139,711,7,4,866,4,41,0,48,853,28,0,928,0,0,0,0,427,21,0,458,1664,310,26,1995,4878,140,9,7014
122031693,134,118,5,256,1424,58,4,1737,21,206,0,234,948,34,4,1225,0,47,0,51,670,24,0,740,0,4,0,4,351,16,0,374,2603,508,45,3150,7779,383,28,11339
122031694,106,69,3,172,929,27,0,1134,13,107,0,124,483,22,5,637,3,22,0,24,292,9,0,328,0,0,0,0,124,12,0,139,1818,298,24,2137,4908,280,22,7347
122031695,92,103,4,197,1551,68,6,1817,16,111,0,125,993,43,0,1167,0,23,0,23,600,23,0,652,0,5,0,5,233,10,0,245,3018,428,31,3474,10936,618,36,15062
122031696,196,119,3,318,1579,68,3,1967,23,240,3,266,1191,69,3,1526,7,61,0,63,998,79,0,1140,0,0,0,0,276,62,0,339,3861,542,34,4436,8655,518,16,13623
122031697,62,114,0,176,1051,38,0,1272,13,182,3,198,889,48,0,1144,4,34,0,36,923,57,0,1016,0,4,0,5,712,92,0,812,1859,427,20,2304,6709,442,13,9468
123011433,76,216,5,297,1133,39,4,1473,9,173,0,180,1201,69,0,1449,0,23,0,22,858,111,0,997,0,0,0,0,503,114,0,609,2359,589,47,2992,7132,560,11,10700
123011698,26,61,0,85,472,11,0,566,4,39,4,50,233,9,0,295,0,8,0,8,103,7,0,118,0,0,0,0,29,0,0,30,1555,231,20,1804,2787,154,3,4753
123011699,54,180,0,241,1126,43,0,1414,6,121,3,129,877,42,0,1048,0,18,0,21,481,32,0,536,0,0,0,0,132,7,0,147,2957,525,66,3546,6679,416,6,10649
123011700,42,145,4,193,909,25,4,1129,6,110,0,115,555,12,0,682,0,11,0,16,298,7,0,317,0,0,0,0,58,9,0,66,2442,448,58,2947,5423,226,13,8603
123011701,89,217,8,307,1707,57,4,2073,14,157,0,167,1029,26,4,1229,0,21,0,21,450,15,6,487,0,0,0,0,93,8,0,105,3939,711,87,4736,9390,414,17,14560
123011702,23,91,0,110,446,8,6,577,0,57,0,62,314,9,3,384,0,9,0,11,89,6,0,110,0,0,0,0,28,0,0,28,2511,299,62,2873,3684,198,12,6766
123021436,81,205,6,297,1599,101,9,1999,10,157,5,175,1334,74,9,1587,0,25,0,25,674,66,0,763,0,0,0,0,139,11,0,146,3640,774,67,4480,9759,977,30,15249
123021437,95,166,10,266,1734,164,10,2175,11,138,0,157,1522,155,11,1845,5,17,0,21,960,140,0,1120,0,0,0,0,343,68,0,410,3653,649,63,4359,12098,1671,56,18187
123021438,133,262,5,399,2104,97,4,2598,18,150,0,166,1421,68,8,1657,8,26,0,29,464,23,0,519,0,0,0,0,126,3,0,134,3524,741,62,4330,10429,852,18,15632
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,79,154,5,239,1520,95,10,1864,11,168,0,184,1600,60,7,1850,0,19,0,22,759,43,0,819,0,0,0,0,158,19,6,183,2875,572,69,3521,9007,726,36,13285
123021443,115,211,4,336,1968,103,19,2421,13,137,0,158,1518,81,12,1769,6,10,3,25,518,84,8,629,0,0,0,0,115,36,3,149,3902,698,80,4679,10591,1061,63,16389
123021444,112,283,3,397,2221,105,4,2737,27,201,5,231,1867,141,9,2246,0,31,0,30,810,115,0,957,0,0,0,0,146,83,0,235,3280,848,82,4211,11363,1053,22,16647
123021703,60,106,0,175,728,51,9,961,25,70,3,93,503,24,11,639,3,11,0,12,290,9,0,319,0,0,0,0,82,6,0,89,3622,371,47,4044,6383,458,31,10915
123021704,43,86,0,135,881,46,6,1058,11,60,0,74,579,56,9,715,0,11,0,17,258,142,0,415,0,0,0,0,122,201,0,319,2081,278,21,2380,5146,712,19,8254
123021705,114,166,4,290,1811,85,11,2191,10,135,3,151,1262,51,11,1474,0,14,0,16,549,39,6,607,0,0,0,0,182,15,0,195,2861,567,65,3492,9026,748,34,13299
123021706,87,127,4,213,1288,86,0,1591,19,75,4,97,1011,60,9,1181,7,8,0,18,537,53,0,602,0,0,0,0,103,22,0,117,2357,450,45,2851,7247,823,12,10938
123031445,18,110,0,129,571,27,0,730,4,61,0,67,528,21,0,623,0,7,0,5,328,20,0,354,0,0,0,0,80,5,0,90,995,280,44,1318,3197,199,0,4713
123031446,53,176,0,230,930,63,0,1230,11,135,0,141,768,50,3,961,0,18,0,23,415,54,0,495,0,0,0,0,118,70,0,195,2326,493,60,2877,5007,500,8,8396
123031447,95,274,5,377,1741,67,4,2180,10,176,5,181,1465,83,5,1734,4,24,0,31,793,87,0,913,0,0,0,0,242,94,0,341,3464,796,104,4359,9699,801,22,14887
123031448,53,154,0,210,900,46,0,1158,7,102,0,116,851,60,3,1028,0,23,0,25,366,40,0,431,0,0,0,0,83,7,0,87,1830,414,41,2291,5016,424,20,7748
124011449,65,55,5,120,873,47,4,1041,15,52,0,65,877,46,0,987,4,11,0,13,501,26,6,536,0,0,0,0,114,7,0,122,852,203,19,1074,3647,270,8,4995
124011450,94,306,0,402,1974,27,0,2401,19,327,0,344,1810,36,0,2190,0,42,0,42,1023,38,0,1103,0,4,0,4,255,11,0,268,3608,915,53,4574,10147,307,10,15044
124011451,0,0,0,0,4,0,0,11,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,13
124011452,141,111,6,254,1779,86,6,2123,38,131,5,167,1994,95,4,2260,0,33,0,33,985,64,0,1085,0,0,0,0,312,53,0,366,1823,469,69,2359,8821,573,26,11786
124011453,116,157,3,282,1407,41,0,1728,19,128,0,142,1169,29,6,1349,0,27,0,24,514,19,3,563,0,0,0,3,122,3,0,129,2103,477,47,2627,6380,247,14,9268
124011454,120,311,6,435,2372,54,0,2870,15,326,0,345,2147,54,3,2553,5,49,0,59,1231,69,0,1355,4,0,0,4,552,81,0,638,4067,1005,88,5153,12059,462,8,17691
124011455,58,70,0,130,783,32,0,947,10,112,0,124,931,41,0,1100,6,16,0,21,518,31,0,569,0,0,0,4,208,12,0,224,1011,300,18,1330,3771,279,3,5389
124021456,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
124031457,50,228,0,281,1394,91,0,1768,13,173,0,182,1353,53,3,1591,6,19,0,18,528,30,0,579,0,0,0,0,143,17,0,162,2839,707,66,3613,8163,715,17,12509
124031459,66,180,5,249,1301,38,0,1588,4,203,0,206,1275,52,0,1529,0,34,0,31,766,47,0,851,0,3,0,3,247,18,0,272,2538,609,46,3200,7524,423,8,11153
124031460,101,250,0,356,1975,44,4,2373,12,172,0,185,1206,30,4,1430,3,15,0,21,479,18,0,515,0,0,0,0,124,7,0,133,4278,762,102,5148,10721,424,15,16303
124031461,72,202,3,275,1498,55,4,1829,11,177,0,183,1535,71,0,1795,3,24,0,26,775,84,0,884,0,0,0,4,195,57,0,254,3074,690,72,3831,9266,722,6,13829
124031462,101,164,3,273,1686,186,5,2157,26,151,6,182,1273,161,9,1626,4,21,0,22,759,177,0,960,0,0,0,0,263,83,0,348,4750,733,94,5572,12094,1889,40,19593
124031463,62,167,3,237,1015,39,0,1287,15,126,0,138,724,20,4,891,0,16,0,21,403,16,0,438,0,5,0,5,103,0,0,110,2545,509,48,3107,5777,294,10,9187
124031464,63,115,0,180,1417,139,5,1745,16,77,4,103,1213,135,11,1466,0,11,0,21,827,173,0,1025,0,0,0,0,331,219,0,548,2388,450,47,2889,10807,1624,63,15384
124031465,24,79,0,104,590,29,0,723,4,53,0,58,372,13,0,437,0,10,0,10,157,10,0,180,0,5,0,5,44,0,0,46,1232,246,17,1498,2953,189,0,4640
124031707,68,259,7,336,1570,83,0,1984,9,165,3,180,985,40,7,1217,0,11,0,16,422,18,0,455,0,0,0,0,106,5,0,116,3310,754,87,4151,8296,596,13,13057
124031708,28,107,0,134,596,27,8,756,8,63,0,71,438,15,14,541,4,24,0,20,215,9,0,250,0,0,0,0,53,0,0,53,3402,411,69,3886,5333,325,29,9570
124041466,54,158,5,218,1315,73,0,1607,16,151,0,175,1318,71,0,1561,0,22,0,25,1079,85,0,1192,0,0,0,0,493,84,0,576,2404,572,58,3035,8818,775,21,12642
124041467,60,205,0,267,1569,107,3,1947,8,107,0,117,1022,58,0,1193,5,18,0,25,547,66,0,634,0,0,0,0,165,42,0,203,2642,586,79,3305,8163,748,12,12236
124041468,33,95,6,130,712,101,0,945,6,72,0,78,498,66,0,636,0,8,0,8,240,27,0,275,0,0,0,0,53,6,0,59,974,289,24,1298,3556,1467,8,6325
124051469,27,121,0,148,837,19,0,1010,9,57,0,59,427,14,3,503,5,4,0,9,127,9,0,141,0,0,0,0,32,0,0,35,1070,298,17,1386,3622,187,11,5209
124051470,91,323,9,420,2185,92,5,2704,15,211,3,229,1528,78,8,1837,0,24,0,25,495,20,3,546,0,0,0,0,131,9,4,141,3540,932,76,4540,10392,757,20,15717
124051580,47,105,0,149,1084,68,11,1319,14,78,6,96,863,63,6,1027,0,15,0,14,476,25,0,523,0,0,0,0,108,8,0,117,2232,400,51,2687,6560,771,20,10036
124051581,64,95,4,161,1488,159,11,1818,8,76,0,82,1081,156,7,1329,3,10,0,14,591,137,4,742,0,0,0,0,194,142,0,339,2639,445,55,3143,8830,1688,32,13685
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6
125011582,100,77,3,182,1368,191,3,1742,15,61,0,76,918,134,0,1132,0,10,0,17,508,81,0,601,0,0,0,0,179,54,0,227,2459,368,26,2857,11408,1896,62,16221
125011583,47,31,3,82,694,53,6,839,18,32,0,50,395,52,7,499,4,4,0,7,262,43,0,312,0,0,0,0,69,63,0,130,1312,165,12,1493,6721,790,55,9055
125011584,68,61,4,135,805,93,0,1031,15,40,0,51,544,37,0,637,5,10,0,12,244,19,5,276,0,4,0,4,160,4,0,171,1364,208,19,1591,4668,677,17,6950
125011585,70,52,0,120,939,57,6,1124,6,57,0,62,648,30,4,746,0,17,0,17,308,25,0,352,0,0,0,4,146,9,0,160,1099,198,19,1322,5386,517,18,7248
125011586,137,138,5,284,2109,131,13,2533,43,115,3,157,1330,71,14,1574,6,16,0,26,645,51,3,728,0,5,0,5,225,54,0,284,2904,496,21,3416,13500,1267,53,18233
125011587,33,37,0,67,565,37,3,668,9,27,0,34,407,16,3,468,0,4,0,7,175,11,0,191,0,0,0,0,64,8,0,71,741,128,3,867,3066,244,10,4189
125011709,52,46,5,102,651,85,3,837,13,64,0,79,464,33,8,584,0,11,0,16,187,10,0,213,0,0,0,0,39,0,0,41,1765,201,20,1984,3949,1610,22,7562
125011710,76,92,3,174,967,51,18,1210,31,84,0,113,526,35,13,684,7,13,0,15,150,12,6,184,0,0,0,0,27,0,0,32,3342,335,31,3708,12897,1044,86,17737
125021477,180,183,0,363,2405,125,6,2903,46,169,0,212,1591,98,16,1919,3,34,0,41,851,62,5,953,0,0,0,0,367,36,4,405,4551,601,29,5183,13513,1020,55,19772
125021478,156,153,0,308,2033,109,6,2466,43,169,3,207,1338,68,4,1621,4,28,0,34,788,37,4,859,0,10,0,10,363,23,0,396,3384,516,23,3927,10192,776,37,14933
125021711,139,94,6,238,1173,27,7,1447,39,158,0,197,842,23,13,1069,4,19,0,25,651,21,5,708,0,0,0,0,370,24,0,391,2319,339,13,2673,6400,266,41,9379
125021712,163,168,0,334,1736,67,20,2155,59,234,5,295,1345,47,15,1701,9,56,0,70,911,27,5,1001,0,0,0,0,240,12,0,256,4170,567,25,4763,9810,517,60,15147
125031479,129,103,0,238,1918,188,0,2346,19,105,0,125,1309,119,4,1557,5,16,0,19,631,84,4,741,0,0,0,4,357,108,0,465,2931,445,26,3401,10881,1954,24,16253
125031480,112,96,5,205,1434,147,3,1789,25,64,0,92,1133,168,0,1400,4,11,0,16,538,143,0,697,0,0,0,0,238,220,0,462,2076,352,23,2455,8597,1495,16,12565
125031481,144,112,6,261,1709,169,15,2153,34,103,0,141,1217,101,11,1476,4,18,4,24,605,57,0,679,0,0,0,0,196,23,0,226,3171,461,46,3679,13384,1856,56,18979
125031483,132,128,6,270,1726,228,0,2228,21,81,0,102,1243,132,0,1478,6,18,0,19,702,77,3,798,0,0,0,0,275,21,0,296,3222,493,57,3774,11146,2004,28,16951
125031484,114,124,4,248,1870,141,3,2258,21,82,6,103,1341,102,0,1552,3,15,0,21,762,69,3,855,0,3,0,5,365,30,6,402,3427,456,42,3928,12373,1496,31,17831
125031486,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13
125031487,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,10
125031713,76,129,0,209,1458,64,6,1733,8,162,0,169,1464,78,5,1715,5,35,5,40,994,69,4,1106,0,3,0,3,241,51,0,290,2886,483,38,3400,8980,659,16,13056
125031714,128,137,0,269,1899,212,9,2387,24,111,0,132,1294,128,26,1578,10,28,0,33,745,67,3,847,0,0,0,0,268,32,0,305,3627,509,27,4167,12734,2031,57,18990
125031715,49,68,0,125,881,44,3,1045,5,76,0,87,729,51,0,870,6,15,0,19,509,57,0,575,0,0,0,5,147,73,0,224,2233,287,24,2543,5441,474,12,8469
125031716,33,42,0,79,640,52,0,769,9,41,0,47,437,23,6,509,0,6,0,11,247,35,4,289,0,0,0,0,125,10,0,139,1189,153,25,1366,3931,485,14,5797
125041489,113,89,0,203,1815,141,19,2174,27,96,3,122,1223,93,19,1460,3,12,0,17,620,104,4,741,0,0,0,0,290,104,0,397,4007,377,41,4421,12992,1497,65,18976
125041490,60,78,0,137,857,19,6,1022,26,126,0,153,712,9,0,874,9,27,0,34,508,27,0,571,0,0,0,0,147,0,0,154,1734,302,15,2052,4490,195,15,6753
125041491,77,74,0,150,1295,179,19,1649,18,98,3,116,1047,221,16,1403,0,17,0,21,661,219,0,911,0,0,0,0,238,183,4,432,4224,325,30,4579,10753,1777,72,17181
125041493,135,173,0,308,2097,112,9,2527,20,151,0,177,1695,76,14,1951,6,37,0,50,1237,86,5,1379,0,0,0,0,545,76,0,623,3992,587,28,4609,12787,1107,39,18542
125041494,71,92,0,163,973,31,4,1173,19,130,0,150,883,18,3,1051,0,24,0,28,764,10,0,802,0,0,0,0,250,6,0,256,2346,338,32,2713,5879,167,14,8769
125041588,72,56,3,131,1003,59,17,1210,20,70,0,89,753,81,14,935,0,15,0,15,499,72,4,585,0,0,0,0,197,93,0,289,2920,228,20,3163,6662,922,40,10790
125041589,104,69,5,175,1313,134,15,1641,17,76,0,94,882,63,14,1055,0,27,0,32,510,32,8,575,0,0,0,0,235,17,4,256,4554,323,25,4903,10627,1480,61,17073
125041717,24,31,0,59,409,42,16,527,10,23,0,30,295,27,12,364,6,3,0,4,129,8,0,147,0,0,0,0,35,0,0,37,2132,96,6,2233,7083,834,67,10222
125041718,33,26,3,64,522,48,5,635,5,26,0,39,362,19,6,429,4,8,0,9,204,4,0,220,0,0,0,0,66,3,0,64,1650,123,16,1781,5813,612,36,8247
125041719,36,30,0,65,473,54,10,596,11,20,0,32,344,23,9,412,0,4,0,4,158,12,0,171,0,0,0,0,92,11,0,108,1601,98,17,1708,5252,593,28,7578
126011496,215,194,8,420,2313,63,17,2809,48,332,4,386,1776,37,25,2225,4,73,0,81,1233,63,8,1383,0,0,0,7,498,59,0,561,4305,773,52,5128,11695,482,57,17359
126011720,122,81,0,203,1309,21,9,1546,49,159,0,209,851,24,3,1091,3,31,0,32,566,9,0,611,0,0,0,3,281,16,0,305,2918,371,28,3316,7981,345,36,11675
126011721,154,138,4,298,1706,32,22,2063,62,261,11,336,1241,43,23,1642,12,39,0,50,627,11,6,704,0,0,0,0,299,12,0,313,3880,535,31,4453,10089,451,76,15069
