SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
119011572,1007,1269,2274,105,112,216,0,0,0,69,88,150,0,0,0,1490,1580,3071,0,0,0,557,590,1147,7,6,19,25,33,60,3,3,12,92,77,166,40,50,91,34,46,77,56,70,124,0,0,0,20,22,36,60,85,140,227,228,452,3,8,9,2777,2993,5764,128,111,241,2698,2426,5120,0,0,0,0,0,0,8,11,22,41,28,69,47,43,88,1537,1401,2939,13,9,20,4,10,9,1557,1416,2974,1088,1066,2160,22,18,38,9321,9344,18666
119011655,148,168,312,160,184,348,0,0,0,54,49,103,0,0,0,1475,1651,3125,12,10,18,355,376,728,17,23,42,7,5,9,5,3,6,42,37,81,26,25,48,53,58,113,98,130,218,3,0,3,9,19,22,52,62,116,137,146,282,0,4,4,2506,2775,5280,95,90,190,3311,3105,6416,3,7,13,0,0,0,8,5,13,17,22,43,29,32,52,583,504,1087,6,0,10,0,3,10,593,515,1105,610,611,1219,10,6,21,7302,7306,14613
119011656,167,192,356,87,117,206,0,0,0,26,31,59,0,0,0,1352,1445,2806,0,4,4,434,454,888,8,7,20,5,0,5,0,0,4,26,25,54,20,20,37,32,32,67,25,33,63,5,0,4,0,4,12,33,38,72,114,118,229,0,5,6,2178,2339,4515,26,39,73,3156,3173,6329,0,0,0,0,0,0,11,11,17,41,34,70,47,44,91,484,414,903,4,6,6,5,3,9,493,421,916,525,514,1036,10,14,27,6611,6740,13352
119011657,144,216,360,651,779,1423,3,0,3,87,103,196,0,0,0,1532,1606,3142,0,0,3,374,366,744,6,9,17,11,11,21,9,10,17,95,97,194,23,13,37,43,62,103,85,90,172,9,15,17,5,11,16,68,112,183,136,137,274,9,10,14,3149,3423,6572,128,144,272,521,421,938,6,7,16,0,0,0,17,14,34,20,28,48,39,39,78,1352,1167,2514,5,6,10,4,4,3,1362,1179,2534,246,235,485,9,9,12,5604,5668,11273
119011658,213,313,523,905,1068,1972,0,0,0,118,173,287,0,0,0,2124,2328,4450,0,3,4,706,770,1474,11,20,31,3,11,20,10,9,18,101,90,196,41,41,75,43,50,89,107,103,209,12,10,22,0,0,3,117,176,292,221,250,469,26,20,45,4548,5116,9658,126,152,274,494,578,1070,0,0,0,0,0,0,23,28,50,11,19,30,39,46,82,1873,1624,3504,20,11,30,6,8,9,1897,1643,3537,324,326,649,11,7,17,7642,8179,15823
119021362,424,551,980,223,254,476,0,5,5,67,58,124,0,0,5,2815,3062,5881,4,3,6,1451,1532,2977,21,28,45,14,11,26,4,10,14,65,73,142,30,33,64,80,67,146,150,164,320,7,8,19,11,11,25,112,137,246,280,320,597,0,3,5,5338,5798,11138,281,260,540,1280,984,2261,7,6,13,0,0,5,23,14,38,38,32,71,64,50,116,1758,1574,3337,20,12,35,12,16,23,1789,1601,3395,878,823,1700,22,23,44,10084,10100,20187
119021366,482,584,1059,153,172,324,3,0,0,83,80,166,0,0,0,2424,2468,4896,13,13,22,802,796,1605,16,16,32,10,19,31,4,11,15,90,87,182,34,43,75,77,87,168,44,45,97,9,8,13,10,15,30,60,64,128,199,204,405,5,0,3,4044,4141,8186,163,124,285,4344,3728,8076,6,0,7,0,0,0,10,8,19,7,18,27,22,27,52,1067,932,1995,15,5,24,10,7,12,1085,944,2030,917,867,1780,12,14,25,11067,10430,21497
119021367,212,288,497,236,316,553,0,0,0,52,69,125,0,0,0,1638,1737,3376,0,7,8,1308,1312,2618,20,31,49,7,8,16,3,15,14,53,65,121,30,32,60,59,72,123,71,59,136,0,3,9,17,13,23,50,78,126,149,178,331,0,0,0,3698,3981,7684,98,84,177,1590,1472,3067,3,3,6,0,0,0,12,11,25,26,33,59,42,40,85,1093,993,2093,14,10,21,11,11,23,1121,1014,2133,438,422,861,16,10,29,7220,7323,14537
119021573,185,246,438,95,82,172,0,0,0,35,35,69,0,0,0,686,803,1486,4,0,3,286,297,583,10,10,20,15,9,20,9,5,14,24,27,48,15,27,44,15,24,36,27,33,65,0,0,0,8,9,13,49,41,95,72,82,157,4,4,9,1340,1494,2840,171,175,345,5972,4468,10441,4,6,3,0,0,0,21,11,27,14,15,28,30,25,54,630,498,1122,10,3,16,4,7,12,646,505,1151,921,750,1673,18,17,34,9292,7691,16979
119021574,153,223,377,52,59,107,0,0,0,21,14,40,0,0,0,480,563,1040,5,5,7,207,217,426,7,16,16,3,0,6,0,0,0,32,32,65,14,21,29,24,27,57,24,21,47,4,4,4,4,8,12,21,22,41,84,95,176,7,0,8,982,1107,2089,135,125,263,3091,2462,5550,0,0,0,0,0,0,11,4,12,11,8,17,20,13,30,454,374,833,6,0,11,0,4,5,464,383,839,494,414,908,10,12,22,5348,4734,10085
119021659,664,657,1326,113,129,243,0,0,0,49,59,102,0,0,0,858,929,1786,0,0,3,224,231,459,6,13,20,3,4,9,5,5,6,20,25,40,31,40,69,34,38,76,99,137,241,6,12,17,6,5,15,60,62,128,144,173,317,4,5,9,1658,1879,3541,717,570,1282,229,195,418,4,0,7,0,0,0,32,22,53,13,16,29,43,39,79,2314,1845,4159,12,10,27,6,5,16,2338,1861,4202,488,405,888,21,21,38,6153,5626,11781
119021660,534,547,1086,73,95,163,0,0,0,48,57,98,0,0,0,673,743,1411,0,5,8,135,162,294,14,11,26,5,0,5,3,0,3,0,11,12,15,19,34,21,25,47,47,61,108,7,4,9,14,15,28,55,70,124,120,129,245,0,0,0,1221,1399,2619,753,574,1327,176,140,316,0,7,3,0,0,0,29,30,59,16,20,34,48,46,99,1386,1069,2459,7,0,9,6,6,17,1404,1078,2483,610,561,1170,15,16,38,4764,4384,9147
119021661,379,456,837,153,165,318,0,0,0,33,49,86,0,0,0,1314,1439,2750,0,0,0,707,788,1499,21,11,33,9,19,23,8,6,10,32,16,49,36,37,72,32,32,65,73,80,150,0,12,9,6,7,15,50,45,95,165,178,342,0,5,5,2642,2882,5518,234,178,407,319,334,652,7,10,17,0,0,0,15,14,33,19,17,34,35,33,64,1834,1680,3510,5,16,26,5,18,20,1846,1710,3553,504,565,1073,19,14,34,5979,6190,12166
119021662,230,317,554,367,371,742,6,0,11,45,46,94,0,0,0,2499,2664,5165,0,0,0,2142,2207,4352,38,44,79,4,3,9,6,15,19,53,49,100,18,32,49,32,42,68,56,53,112,6,8,19,12,13,26,56,71,121,114,138,252,6,4,9,5461,5765,11229,44,46,91,274,245,521,21,18,45,0,3,3,15,10,21,18,17,33,30,28,60,2253,2129,4375,37,19,55,7,22,27,2288,2169,4456,445,473,914,6,17,29,8806,9084,17894
119021663,90,160,254,95,113,209,0,0,0,37,36,76,0,0,0,831,865,1692,0,0,0,799,780,1580,10,9,16,0,3,6,0,3,3,34,39,73,4,8,6,11,12,26,20,23,40,5,5,5,0,0,0,25,28,53,62,64,124,0,0,0,1915,2005,3915,23,19,43,273,265,534,4,9,16,0,0,0,13,6,19,3,4,10,7,11,27,605,489,1091,9,5,17,0,5,3,617,503,1112,152,155,306,5,4,9,3092,3128,6218
119031370,364,491,855,319,370,687,0,0,0,159,180,334,0,0,0,1452,1591,3041,0,3,8,646,712,1361,27,28,60,13,18,33,0,11,14,86,72,155,52,67,117,46,60,108,108,148,257,6,14,19,11,3,18,90,92,184,182,221,403,16,7,24,3216,3598,6814,136,136,274,565,523,1093,3,7,13,0,0,0,9,3,16,15,18,40,27,27,54,1993,1788,3784,14,12,20,8,16,23,2018,1806,3823,382,418,797,14,23,38,6726,7033,13762
119031371,126,206,328,615,756,1370,0,0,0,107,137,245,0,0,0,1593,1732,3323,4,4,7,613,626,1235,7,23,29,11,8,20,12,8,15,36,33,75,28,21,46,17,22,41,81,102,182,0,8,7,0,5,4,107,137,244,148,154,306,15,10,23,3391,3771,7167,95,81,177,137,130,269,15,7,20,0,0,0,5,4,14,10,11,18,18,15,31,2073,1840,3918,23,18,44,6,3,12,2109,1863,3967,232,244,473,13,6,20,6131,6323,12453
119031372,190,254,445,1009,1157,2168,4,6,3,246,306,557,0,0,3,2367,2726,5094,7,12,22,1148,1238,2389,33,40,73,19,24,52,12,15,23,183,164,351,39,52,93,57,77,138,157,161,314,20,29,56,9,11,20,173,225,401,308,304,609,24,30,51,5832,6588,12415,131,133,266,479,467,947,15,17,23,0,0,0,10,5,16,14,14,36,25,25,50,2525,2188,4710,21,10,33,9,19,22,2550,2214,4767,557,570,1123,22,22,39,9786,10288,20071
119031373,315,520,832,267,308,573,0,3,3,87,111,198,0,0,0,1082,1116,2199,8,10,15,264,242,503,9,13,25,22,25,44,3,9,9,39,55,94,38,39,75,40,61,97,90,74,168,4,6,10,12,22,28,63,82,147,153,163,327,0,3,3,2193,2338,4536,219,169,386,647,577,1215,6,4,14,0,0,0,17,14,29,21,19,40,41,34,66,1856,1702,3564,17,8,24,4,7,17,1877,1717,3598,444,427,871,23,19,43,5758,5805,11563
119031374,628,859,1487,712,861,1572,4,0,3,162,178,339,5,3,12,2086,2455,4545,5,0,11,1622,1718,3343,13,26,46,5,8,14,12,15,22,125,127,245,47,72,121,65,67,133,109,151,256,0,4,10,4,5,5,110,150,261,301,319,622,4,12,14,5396,6172,11573,1223,951,2172,554,517,1072,17,22,42,3,3,10,13,10,23,17,22,37,34,35,64,3824,3461,7289,19,16,39,15,28,44,3857,3507,7366,685,666,1349,31,29,62,12443,12748,25194
119031664,444,591,1035,167,193,361,0,0,0,46,73,123,0,0,0,505,560,1064,4,3,4,175,178,362,4,5,11,0,0,3,0,4,3,11,24,41,22,33,49,29,27,55,51,64,116,0,7,7,4,14,20,33,31,62,110,139,250,0,0,3,1166,1361,2526,1384,990,2372,207,162,364,0,4,4,0,0,0,7,11,18,11,13,18,22,17,39,2451,2512,4958,5,0,8,10,16,17,2462,2522,4988,351,339,686,26,20,43,6065,5995,12063
119031665,360,510,873,231,262,494,0,0,0,48,66,108,0,0,0,870,994,1870,0,0,0,520,496,1019,14,10,28,13,13,25,3,5,6,41,43,84,21,24,42,31,29,59,82,94,177,6,5,18,9,10,17,48,48,94,202,214,409,4,8,6,2130,2317,4450,332,258,598,386,347,731,7,3,14,0,0,0,3,4,7,10,16,31,15,24,36,2370,2206,4578,20,6,26,7,11,16,2397,2222,4614,393,445,839,26,20,47,6045,6156,12195
119031666,159,245,403,716,826,1545,0,0,3,175,181,354,0,0,0,1542,1803,3346,4,3,6,587,632,1215,13,15,29,22,18,42,6,9,22,48,51,89,36,39,77,41,49,89,88,98,188,12,13,19,5,3,11,82,112,195,200,220,419,9,10,19,3582,4078,7665,313,274,589,155,148,304,16,9,21,0,0,0,3,8,16,23,40,61,26,51,75,2455,2267,4722,25,16,42,7,12,23,2493,2293,4787,344,349,697,13,24,37,7103,7473,14580
119031667,185,249,445,233,312,541,0,0,0,52,75,130,0,0,0,841,997,1844,0,4,7,298,295,595,6,5,19,3,0,8,3,0,3,66,65,136,27,27,62,33,42,79,45,64,109,3,3,3,5,7,4,39,69,107,143,165,306,6,9,16,1816,2152,3966,636,529,1161,208,211,417,3,7,13,0,0,0,13,14,24,20,17,34,31,27,59,1342,1247,2591,21,14,37,7,13,19,1370,1280,2645,337,395,736,13,11,25,4603,4858,9459
119041377,245,329,577,271,348,618,0,0,0,53,72,128,0,0,6,1462,1582,3047,5,3,11,1362,1410,2769,19,28,46,10,9,19,7,5,8,84,80,165,45,49,92,28,29,61,66,76,144,19,21,38,10,11,18,53,79,134,129,174,302,3,0,12,3630,3970,7601,76,79,153,393,384,773,5,8,15,0,0,0,0,6,7,13,16,32,14,18,34,1601,1460,3060,13,10,30,4,8,9,1619,1476,3098,316,308,621,13,13,25,6314,6586,12901
119041378,250,368,614,244,239,482,0,0,0,46,44,90,0,0,0,1211,1327,2544,4,9,13,672,680,1357,15,16,31,3,3,6,3,5,8,77,68,147,17,28,50,42,66,107,69,82,150,5,0,3,7,6,10,58,58,114,187,230,411,0,3,7,2660,2874,5537,1050,852,1906,382,336,717,19,7,29,0,0,0,20,19,37,28,31,56,49,50,96,1511,1481,2992,19,5,28,9,14,20,1537,1501,3042,729,849,1583,18,16,33,6695,6860,13560
119041379,251,413,662,405,474,880,0,3,0,68,76,139,0,0,0,1523,1687,3208,0,9,12,1176,1223,2392,13,19,32,8,3,15,4,3,7,116,109,224,18,35,59,43,68,112,70,88,159,8,9,16,0,0,3,64,86,153,284,295,576,0,3,5,3808,4198,8002,686,548,1227,552,477,1032,17,17,36,0,0,0,20,18,39,23,27,49,41,45,89,2139,1933,4072,14,17,30,5,14,24,2156,1963,4118,498,507,1007,15,23,41,8023,8184,16212
119041380,80,163,249,309,382,684,7,3,14,22,17,41,0,0,0,1563,1754,3319,6,0,10,1657,1744,3403,19,23,37,3,3,6,5,4,5,229,258,489,23,22,42,27,36,61,57,67,122,8,8,11,9,11,17,51,56,115,171,196,369,5,7,9,4159,4597,8756,96,97,193,566,534,1099,32,27,55,0,0,0,10,6,18,24,22,48,32,26,61,1275,1157,2434,16,10,29,3,10,19,1298,1181,2479,502,516,1017,11,18,29,6773,7170,13940
119041381,459,570,1032,284,289,574,10,11,19,55,69,122,0,0,0,1700,1798,3495,11,17,24,1054,1107,2161,11,21,31,5,8,18,7,11,20,48,52,100,48,53,102,34,43,78,81,95,175,4,3,7,13,6,23,78,85,153,333,390,726,5,4,6,3770,4053,7828,1672,1273,2951,1164,986,2147,13,21,34,0,0,0,26,17,38,36,34,75,59,55,111,2238,2015,4251,22,16,39,14,9,24,2277,2041,4313,673,614,1287,29,27,61,10129,9635,19764
119041382,78,172,249,658,791,1446,3,9,9,47,66,117,0,0,0,1889,2296,4180,0,5,5,1792,1997,3792,26,25,57,13,4,15,11,13,24,213,215,426,22,23,45,57,80,137,81,77,168,11,7,12,3,0,4,67,91,161,225,246,470,5,0,8,5121,5951,11071,69,74,140,321,311,639,31,27,58,4,0,4,9,8,12,17,27,50,31,32,61,1656,1535,3191,19,10,32,6,22,27,1681,1569,3253,507,566,1072,5,18,23,7851,8713,16564
119041668,341,388,731,268,270,538,0,0,0,44,62,97,0,0,0,1406,1474,2884,10,9,16,663,718,1377,4,18,22,17,28,39,11,3,18,39,36,72,19,35,55,42,39,80,56,47,111,10,19,32,3,3,4,46,55,102,222,278,501,0,5,8,2861,3107,5966,158,157,319,1654,1584,3236,13,16,32,0,0,0,7,6,12,27,23,51,35,33,68,2378,2180,4564,26,14,44,6,9,18,2416,2206,4630,880,657,1537,21,25,49,8382,8175,16556
119041669,100,147,247,199,233,431,6,3,11,41,29,73,0,0,0,959,1139,2096,4,3,9,789,860,1649,13,10,15,6,10,21,3,3,10,101,87,181,25,17,41,20,28,48,52,73,122,6,9,17,6,8,10,31,32,66,122,148,271,4,7,10,2385,2696,5077,54,45,97,987,949,1943,9,8,18,0,0,0,0,0,8,7,6,15,7,18,25,991,890,1878,7,9,13,3,7,10,1008,902,1906,398,402,802,5,8,14,4955,5169,10131
119041670,250,390,644,320,373,701,3,0,6,71,65,131,0,0,0,1369,1481,2846,16,8,28,1055,1102,2158,7,7,24,10,9,13,4,8,10,67,69,134,31,33,56,36,42,73,66,60,124,4,3,9,4,15,19,42,66,104,260,338,595,0,0,3,3363,3676,7038,789,685,1474,1041,860,1895,14,7,20,0,0,0,15,14,35,14,18,32,31,36,62,1864,1740,3605,15,14,30,7,10,22,1890,1765,3654,494,444,940,14,20,34,7880,7886,15770
119041671,464,607,1069,113,91,198,0,0,0,41,45,83,0,0,0,840,802,1644,4,0,7,84,80,165,0,4,4,3,0,4,7,8,12,10,13,22,15,31,46,40,48,82,39,44,79,4,0,4,3,8,9,35,34,69,167,177,341,0,0,0,1406,1376,2786,236,201,441,231,160,387,10,3,18,0,0,0,13,11,24,19,10,39,33,25,56,2606,2452,5063,22,15,35,4,5,9,2630,2475,5107,441,416,860,39,39,81,5490,5307,10799
120011383,219,390,610,760,925,1679,9,10,19,78,89,162,0,4,5,4482,4929,9404,0,4,4,579,618,1193,32,28,62,11,10,16,14,21,37,68,78,150,39,56,91,62,85,146,237,278,515,10,4,14,15,13,32,140,177,318,178,224,405,9,9,14,6713,7569,14274,241,254,493,212,222,431,19,10,31,0,0,0,18,18,39,36,38,70,51,58,109,3016,2991,6006,26,28,52,10,15,24,3056,3023,6078,478,492,967,27,25,53,11003,12040,23048
120011385,103,225,330,689,845,1532,4,4,13,40,58,99,0,0,0,3024,3402,6422,0,5,5,539,584,1120,11,29,37,3,8,11,17,20,37,55,55,116,17,24,44,40,52,85,169,208,376,0,3,5,4,4,9,95,140,239,104,131,235,4,5,11,4820,5562,10386,96,114,208,116,114,228,21,31,54,0,0,0,6,12,21,28,36,62,38,49,84,2957,2849,5803,34,51,91,12,24,33,3002,2923,5926,418,485,897,4,17,17,8611,9515,18130
120011386,201,309,508,632,818,1445,8,16,21,56,51,109,0,4,4,3847,4495,8340,6,3,6,471,526,1002,20,36,57,10,12,20,11,13,27,56,69,124,18,25,42,41,51,93,143,196,334,0,4,4,7,8,13,99,127,225,161,196,351,3,8,9,5587,6653,12237,102,127,230,124,155,284,28,38,66,0,0,0,7,6,14,33,40,72,37,46,83,3149,3005,6155,31,31,62,17,34,47,3197,3066,6264,512,626,1135,22,22,37,9809,11042,20854
120011672,178,264,440,304,349,652,0,0,0,68,85,155,0,0,0,2027,2155,4181,7,3,9,248,272,523,9,16,27,4,7,10,4,10,19,26,32,62,21,20,45,30,48,81,188,200,390,3,6,6,4,4,11,74,107,179,153,168,321,3,0,4,3175,3488,6663,438,379,819,157,157,319,11,5,18,0,0,0,19,15,32,25,24,49,42,36,78,1839,1696,3533,9,14,22,3,3,9,1853,1716,3570,740,609,1351,15,17,32,6609,6680,13285
120011673,304,449,752,113,128,245,0,0,0,60,73,132,0,0,0,689,711,1402,0,0,0,37,39,76,3,5,6,0,0,0,6,4,8,34,28,59,25,28,58,33,41,76,172,208,377,3,3,4,3,0,3,43,73,115,127,142,263,0,6,4,1361,1478,2846,402,370,773,262,237,499,5,8,8,0,0,0,30,24,54,9,15,28,40,43,78,2780,2964,5745,19,11,32,0,6,6,2801,2983,5789,354,356,712,23,38,66,5559,5969,11522
120021387,56,138,192,751,842,1586,0,0,0,16,23,44,0,0,0,1452,1713,3171,0,0,0,155,149,303,0,5,4,0,5,4,17,35,52,16,18,34,19,14,32,13,31,46,104,157,262,10,7,16,0,0,0,92,102,189,58,81,141,0,0,6,2710,3188,5893,49,44,93,27,26,56,52,49,105,0,0,0,0,6,6,21,20,44,21,20,45,3942,3984,7929,47,44,94,12,21,30,3998,4046,8048,440,420,857,20,23,40,7372,7961,15336
120021389,99,149,245,496,663,1159,0,0,0,26,36,65,0,0,0,1436,1661,3096,3,3,4,194,194,385,4,9,9,0,0,0,13,18,28,14,5,18,13,27,39,26,26,49,87,89,179,0,0,0,7,3,10,61,89,149,57,88,147,3,3,7,2445,2905,5347,60,37,102,47,37,87,33,38,70,0,0,0,8,13,20,20,24,38,22,37,61,3420,3478,6901,51,39,83,13,26,36,3477,3542,7021,345,384,723,7,10,23,6536,7141,13682
120021674,70,89,161,316,365,685,0,0,0,10,13,19,0,0,0,794,947,1738,0,0,3,105,125,232,4,8,13,0,0,0,7,18,23,10,10,21,10,10,21,15,16,23,52,50,101,5,7,9,3,0,0,42,63,104,47,53,100,3,4,8,1433,1681,3112,23,27,53,43,35,78,34,36,71,0,0,4,8,0,12,23,23,44,28,26,57,2411,2538,4943,30,40,67,9,28,32,2446,2600,5046,371,323,694,3,9,15,4458,4837,9290
120021675,127,219,349,513,628,1135,3,0,3,34,43,85,0,0,0,1860,2250,4113,0,0,0,216,270,485,27,20,44,3,10,9,14,18,28,15,11,24,17,34,50,26,31,59,73,104,177,4,0,0,3,8,14,82,116,195,97,104,206,4,4,11,2995,3657,6656,64,66,125,72,57,134,42,51,91,0,3,0,4,5,9,34,35,70,32,44,82,4402,4456,8862,63,57,118,13,21,35,4478,4541,9017,421,406,829,12,15,23,8248,9063,17306
120031392,266,371,640,291,317,613,0,0,0,45,52,97,0,0,0,1580,1682,3259,0,0,0,520,537,1060,3,13,14,9,6,10,3,10,12,24,13,31,17,13,31,16,21,43,30,52,82,0,4,5,0,0,0,38,66,99,97,104,201,0,5,4,2678,2883,5560,167,144,308,158,136,296,5,13,22,0,0,0,0,3,3,19,17,34,20,16,40,2235,2119,4352,30,14,45,5,14,17,2268,2151,4416,314,279,588,17,21,35,5883,6010,11896
120031393,218,336,556,459,600,1059,0,0,0,90,107,205,0,0,0,3083,3340,6424,3,8,14,525,621,1145,43,58,103,3,7,13,8,11,16,72,64,140,33,36,74,36,61,102,162,206,365,12,9,27,6,17,26,72,97,168,207,222,427,7,0,11,4835,5475,10309,236,233,474,228,199,419,14,8,21,0,0,0,12,9,20,27,26,52,32,32,64,2242,2166,4401,24,25,42,14,20,30,2272,2207,4474,470,550,1018,12,8,28,8318,9053,17371
120031394,242,330,570,369,484,846,0,0,0,59,61,123,0,0,0,1618,1895,3511,0,0,6,495,574,1066,15,28,41,7,0,7,19,10,30,23,33,52,24,37,60,33,40,70,53,63,115,0,3,11,5,6,17,72,92,163,105,152,263,3,3,6,2898,3492,6391,85,97,180,196,173,369,24,34,64,0,5,9,5,3,8,33,52,84,39,59,96,4312,4453,8770,88,74,156,14,24,39,4412,4553,8963,571,554,1120,10,13,25,8480,9302,17779
120031395,104,173,274,392,413,803,0,0,0,31,29,63,0,0,0,1955,2179,4128,0,3,3,203,245,443,13,21,36,0,0,3,4,18,16,4,8,12,5,17,23,16,12,27,64,82,142,0,3,5,0,9,5,71,99,169,96,116,208,4,0,8,2853,3242,6092,111,96,213,76,58,135,30,27,58,0,0,0,3,6,8,29,26,53,26,28,59,2858,2933,5791,43,46,90,10,16,33,2912,2996,5911,322,264,581,7,8,24,6441,6892,13338
120031396,590,738,1327,229,232,461,0,0,4,110,118,234,0,0,0,1365,1346,2706,0,7,8,100,120,220,6,29,36,3,0,3,0,4,10,32,23,57,36,37,72,49,64,112,171,198,366,7,11,12,15,16,35,101,100,196,214,282,500,0,4,4,2450,2573,5028,3160,2450,5611,600,435,1037,9,5,13,0,0,0,90,78,169,33,40,72,123,125,242,3050,2825,5875,32,26,62,9,11,25,3094,2867,5957,786,628,1417,30,47,82,10844,9863,20704
120031576,65,99,161,79,101,178,0,0,0,6,11,16,0,0,0,544,572,1114,0,0,0,115,104,214,0,3,4,0,0,0,0,0,4,19,22,45,4,0,7,12,16,30,63,78,139,0,0,0,6,8,10,23,30,54,42,45,86,0,3,3,916,997,1911,185,192,381,119,98,216,0,5,6,0,0,0,7,4,10,4,6,8,8,11,20,417,348,764,4,0,5,0,5,9,417,360,775,69,76,143,6,4,7,1796,1837,3634
120031676,294,415,708,242,291,532,0,0,0,46,61,104,0,0,0,1071,1183,2253,0,0,0,87,116,209,13,6,12,0,3,6,5,10,13,6,6,13,15,19,38,22,37,59,59,91,151,0,6,3,5,3,12,47,60,106,101,119,225,6,0,5,1727,2016,3743,843,596,1435,150,135,280,16,11,29,0,3,4,7,7,16,27,27,52,39,37,72,2197,2110,4306,36,30,69,12,17,30,2248,2156,4404,355,330,684,22,12,34,5690,5707,11395
120031677,342,464,808,260,332,591,0,3,3,57,60,124,0,0,0,1224,1467,2692,5,0,6,246,247,491,24,32,58,9,8,12,9,0,10,18,16,33,11,13,23,34,33,70,60,81,139,3,3,5,4,6,9,49,70,117,107,130,236,5,0,7,2117,2513,4635,407,328,735,119,107,226,9,13,22,0,0,0,6,5,14,23,23,48,33,27,61,2476,2487,4963,27,26,56,6,19,26,2512,2531,5051,342,340,683,17,17,32,5905,6349,12250
120031678,786,1006,1798,185,174,358,0,0,0,53,76,126,0,0,0,847,1007,1852,0,4,5,141,160,301,3,11,9,0,0,0,4,4,12,14,7,26,26,28,59,21,33,54,118,185,299,6,10,20,0,0,3,83,99,187,138,182,318,9,0,8,1652,1988,3634,965,731,1700,143,126,270,0,9,9,0,0,0,10,11,20,32,34,65,37,42,82,3514,3630,7140,18,20,38,8,17,20,3530,3662,7195,651,583,1234,48,43,86,7824,8177,16004
120031679,289,421,709,278,265,537,0,3,8,38,47,83,0,0,0,1415,1499,2909,0,0,0,241,289,526,3,5,15,4,3,5,7,7,16,12,13,24,20,19,37,15,18,34,120,151,275,3,0,5,9,13,20,56,69,131,111,131,240,0,0,0,2332,2533,4862,213,173,379,78,76,154,9,7,16,0,0,0,4,6,6,20,24,41,27,30,48,2005,2092,4104,18,13,24,7,13,19,2026,2120,4147,296,294,585,18,17,33,5273,5656,10934
