SA3_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
20804,922,1781,780,424,662,142,16,4721,626,1256,661,322,726,164,9,3775,348,642,385,255,760,177,6,2569,153,192,103,63,674,176,3,1357,8545,10950,4339,2460,7595,1499,81,35467
20901,2561,5373,2316,1338,2665,472,21,14745,1646,3564,2305,1491,2966,506,34,12522,971,1764,1225,854,2430,420,17,7685,412,510,268,179,1770,328,15,3479,22132,31793,13889,8568,23005,4124,178,103693
20902,1562,2758,1292,884,2724,489,24,9730,855,1569,938,713,2341,461,25,6901,582,953,594,453,2029,416,11,5041,362,379,185,107,1289,415,0,2737,16281,22454,8459,5757,22874,4915,156,80890
20903,1492,3770,1905,973,1258,286,7,9681,815,2047,1522,969,1193,242,8,6798,348,672,538,441,812,148,9,2960,111,114,78,53,483,67,0,902,11736,16909,8475,5256,9597,1782,49,53797
20904,3751,6474,3111,2443,7976,1155,105,25008,2322,3951,2411,2046,6745,935,110,18509,1214,1705,1032,846,3893,743,29,9458,365,382,183,142,1850,516,5,3434,35733,46031,20456,17517,66504,10832,411,197481
21001,1158,2252,1132,757,1619,205,11,7137,759,1546,1008,764,1941,213,20,6242,574,958,669,563,1734,247,5,4750,267,303,146,104,1110,112,3,2043,10306,13647,6213,4529,14074,1925,74,50774
21002,689,1473,872,522,578,201,3,4338,395,892,684,569,633,167,0,3340,180,373,283,267,443,109,5,1665,48,64,33,33,164,78,0,417,5281,7652,4149,2974,4272,1307,21,25656
21003,1142,2007,1015,687,2214,335,28,7438,623,1047,654,496,1789,278,20,4905,457,734,461,367,1595,311,13,3944,338,359,179,141,1404,338,4,2759,12001,16735,6744,5237,20463,4243,127,65546
21004,906,1829,848,525,1146,179,11,5447,484,953,688,515,1071,151,10,3881,192,332,262,225,667,114,3,1803,76,99,55,36,361,50,4,678,7615,10320,4533,3368,8591,1635,48,36102
21005,2626,4136,2119,1849,7832,1116,85,19759,1425,2368,1410,1186,5488,680,56,12616,715,979,512,451,2976,475,24,6132,202,178,81,59,1075,196,3,1790,24393,30116,13295,13293,64921,10824,415,157261
21101,3502,6878,3208,1946,4247,577,68,20423,2028,4238,2705,1879,4310,520,63,15742,1082,1790,1213,897,3265,564,31,8840,421,461,228,137,1882,452,8,3584,28031,36804,16181,11034,34203,5047,265,131564
21102,584,1382,761,417,522,75,10,3741,335,826,568,425,537,69,8,2772,201,388,285,228,512,69,0,1685,67,78,62,37,435,56,0,732,4726,6257,3225,2167,4637,602,29,21640
21103,2475,4866,2108,1059,2477,383,37,13403,1362,2952,1954,1225,2618,346,37,10491,766,1418,978,750,2010,433,12,6371,312,422,220,154,1244,525,5,2883,20137,27915,12203,7492,21172,3733,159,92802
21104,1166,2389,1141,630,1376,202,41,6950,744,1724,1144,725,1455,240,49,6089,540,1047,697,473,1288,271,15,4331,209,299,150,94,883,340,7,1981,10729,14906,6841,4226,12760,2148,149,51760
21105,3288,7157,3413,1952,3195,715,22,19745,1865,4384,3099,2266,3457,537,21,15638,949,1852,1269,1116,2632,466,12,8298,335,433,195,162,1321,173,0,2630,25955,37979,17755,12112,25451,5085,126,124477
21201,1945,3748,1726,1107,2438,514,35,11507,990,2109,1453,1127,2329,430,40,8478,550,871,585,522,1603,361,21,4518,155,164,109,68,744,219,8,1466,18431,24937,11038,8585,22535,5086,149,90765
21202,2678,4769,2259,1575,4405,699,69,16437,1381,2709,1703,1191,3632,541,61,11222,731,1110,712,534,2478,447,20,6025,266,302,144,91,1351,269,7,2430,21536,26961,11927,9340,34001,6247,247,110259
21203,3109,5246,2447,1636,6180,904,146,19665,1523,2717,1634,1180,4415,563,122,12156,721,1000,570,485,2464,321,37,5603,166,190,92,75,1064,143,4,1739,31254,39872,17462,14534,58606,8945,426,171097
21204,3025,4786,2377,1760,7637,1171,92,20851,2088,3495,2173,1721,6619,932,94,17120,1289,1852,1047,833,4661,758,24,10461,493,514,228,191,2638,355,11,4425,27058,31505,14006,11248,66063,10629,454,160973
21205,2934,6099,3168,2043,4149,676,124,19190,1929,4149,2768,1891,4240,602,139,15723,1493,2546,1779,1253,4052,729,48,11893,703,847,439,314,2938,750,14,6006,31054,39432,18178,12140,45551,8047,716,155126
21301,2936,4951,2625,2233,7960,1244,78,22034,2018,3366,2069,1870,6810,992,67,17192,1127,1468,887,701,3963,755,18,8928,332,394,179,134,1922,432,3,3388,25346,30086,13383,11725,61178,11615,355,153691
21302,1812,3553,1574,893,2262,377,27,10490,944,1939,1188,820,2417,304,26,7643,530,950,539,422,1698,270,0,4416,257,274,139,108,1105,169,0,2059,14195,20523,8593,5576,17503,3347,107,69846
21303,1354,2449,1048,665,2169,461,29,8183,639,1235,693,453,1854,334,24,5229,366,474,246,202,1125,239,14,2669,170,173,68,49,674,199,0,1332,14928,21088,7410,4351,19110,4473,154,71519
21304,2498,4484,2247,1691,5276,965,92,17257,1548,2693,1664,1447,4600,613,97,12659,646,905,562,508,2316,410,16,5367,161,169,83,56,937,158,7,1571,26944,34739,15560,13806,48178,10900,311,150435
21305,3433,5991,2962,2224,6559,1149,273,22592,1810,3136,2045,1586,5141,785,280,14791,736,1121,678,507,2620,449,51,6161,201,182,95,59,1103,256,0,1904,37479,51786,23802,20127,72482,15605,870,222153
21401,2884,5540,2307,1279,3893,827,12,16746,1630,3225,2073,1316,3789,633,24,12686,806,1361,991,704,2683,655,14,7211,328,349,165,152,1485,567,7,3059,23135,31872,13325,9032,28546,6861,126,112888
21402,3957,8179,3889,2015,3666,1077,24,22810,2813,6398,4560,2909,5043,1208,32,22962,1582,3343,2564,1871,4656,1238,7,15261,635,817,461,365,2713,959,8,5966,27289,40139,20175,13379,30351,8584,131,140054
21501,1494,2707,1361,956,1877,617,9,9017,911,1732,1305,1201,2048,636,6,7837,480,837,656,685,1511,552,3,4717,256,255,179,113,954,341,0,2095,8862,12800,6472,5392,12097,4554,48,50226
21502,1196,2158,1072,676,1774,597,15,7480,674,1366,924,800,1826,510,7,6109,329,589,417,444,1346,371,0,3500,148,183,85,88,819,198,0,1526,8156,11351,5468,4308,13048,4162,119,46613
21503,902,1575,848,561,1236,466,4,5590,546,1067,795,720,1352,427,4,4907,308,496,350,412,998,334,0,2903,118,181,91,81,602,200,0,1275,5511,7617,3872,3224,8344,3103,80,31749
21601,940,1723,943,605,1129,356,7,5698,587,1159,812,685,1348,368,5,4961,290,530,381,415,1130,356,0,3108,118,157,90,63,600,232,3,1268,5764,8302,4167,3280,7889,2613,35,32040
21602,721,1297,687,447,956,290,0,4392,500,976,703,595,1229,336,0,4339,263,469,318,347,992,285,0,2662,80,125,57,74,560,145,0,1031,4485,6289,3194,2512,6561,2178,18,25239
21603,1385,2466,1112,756,2018,619,7,8361,823,1574,1061,847,2102,484,12,6895,483,715,469,449,1523,453,3,4100,172,202,114,97,839,213,3,1641,9751,13358,6112,4963,15616,4797,81,54675
21701,906,1743,959,656,1102,323,0,5693,590,1203,894,820,1348,325,0,5183,284,519,366,414,950,263,0,2803,122,128,91,63,637,118,0,1162,5494,8169,4252,3417,7153,2091,13,30588
21703,963,1731,940,636,1100,343,4,5721,635,1177,893,806,1167,342,5,5030,311,507,409,421,947,243,0,2840,110,144,93,72,579,141,0,1149,5995,8280,4380,3527,7304,2380,40,31903
21704,1220,2374,1215,690,1285,356,11,7164,749,1594,1161,841,1445,405,4,6191,349,721,462,457,1035,312,0,3351,171,199,111,83,648,275,0,1481,8461,11974,5909,4138,9482,3006,75,43053
29797,14,5,0,3,25,111,0,158,0,0,0,0,4,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,15,3,89,389,0,565
30101,1727,3421,1635,836,1669,247,12,9550,984,2181,1497,1086,1860,260,13,7872,486,804,582,471,1168,268,7,3779,150,161,90,55,551,336,0,1353,12802,17854,8087,5138,12579,2334,61,58848
30102,2320,4510,2114,1171,2278,429,14,12833,1369,3098,2225,1547,2793,480,30,11541,783,1471,1160,833,2168,475,10,6904,269,359,190,132,1128,479,3,2567,15868,22414,10881,7028,16781,3519,106,76598
30103,1651,3089,1255,689,1497,221,15,8410,830,1707,1109,728,1565,212,25,6179,411,810,501,398,1114,231,10,3478,170,226,104,66,651,213,0,1436,12880,18348,7684,4663,11835,2140,94,57646
30201,929,1803,823,453,814,110,20,4951,481,1145,783,516,872,83,16,3896,271,583,401,315,736,99,0,2412,142,178,64,61,573,81,0,1105,8165,11734,5009,3180,7686,1031,65,36866
30202,1447,2697,1140,584,1399,314,23,7602,756,1605,1045,664,1352,332,17,5769,460,902,580,460,1241,399,10,4048,273,332,171,120,992,457,3,2354,13474,19273,7699,4568,12992,3254,142,61401
30203,920,1514,631,315,946,205,26,4554,451,912,505,272,909,154,17,3214,254,369,241,147,612,78,3,1712,95,92,52,48,411,83,3,783,8291,11231,4102,2351,8251,1934,117,36281
30204,1219,2320,1038,567,1474,194,23,6833,679,1473,934,627,1586,224,24,5551,376,757,449,327,1254,225,4,3402,161,202,99,69,721,226,0,1474,10083,14652,6257,3876,12142,2134,82,49230
30301,1122,2326,938,470,911,141,17,5923,591,1298,862,506,975,110,22,4361,317,580,400,267,818,83,4,2470,135,197,82,53,536,67,0,1069,10405,14304,5858,3376,8592,1272,65,43873
30302,1408,2775,1088,464,1284,445,15,7471,756,1492,892,422,1245,380,12,5194,366,678,415,283,999,359,7,3107,166,221,86,61,802,246,0,1576,16842,22099,7443,3821,14402,3585,162,68355
30303,1296,2493,1172,754,1608,252,54,7623,749,1548,1079,721,1514,181,69,5851,457,813,585,406,1222,186,7,3672,174,226,127,75,767,121,0,1488,13578,17465,7757,5152,17292,2741,259,64240
30304,689,1398,645,315,721,124,20,3918,374,742,486,336,645,106,13,2706,211,412,279,212,521,82,5,1720,104,116,65,43,385,66,0,781,7037,9972,4120,2408,7313,1406,102,32359
30305,1022,1947,970,656,1725,216,75,6609,596,1141,819,558,1488,162,51,4822,232,402,271,196,894,113,9,2117,77,84,42,32,488,98,0,827,10158,13263,6010,4512,16014,2454,203,52614
30306,830,1473,790,558,1336,193,35,5211,528,1024,758,557,1209,146,27,4253,249,446,346,254,815,108,12,2236,74,105,44,35,538,41,0,842,7902,9434,4410,3399,13431,2043,173,40799
30401,670,1647,725,376,591,65,11,4082,427,1133,735,419,658,77,9,3451,242,404,285,213,570,44,3,1769,76,87,51,29,457,17,0,714,5764,8685,3923,2289,5146,522,53,26382
30402,852,2281,1125,574,576,82,16,5510,571,1456,1025,643,633,74,27,4425,330,732,551,397,666,113,5,2789,136,168,95,62,571,122,0,1152,8080,12370,6154,3713,6021,790,108,37237
30403,902,1817,840,385,541,106,33,4625,612,1293,827,421,637,129,28,3944,305,651,427,264,522,120,3,2290,144,168,86,55,338,110,5,906,11558,13791,5476,3119,9313,1523,202,44983
30404,951,2079,899,410,685,125,16,5168,545,1304,909,550,835,79,18,4234,318,637,462,341,754,67,0,2576,148,176,99,55,610,66,0,1152,9461,14238,6288,3510,7632,1210,65,42398
30501,1787,2827,963,438,1513,968,121,8622,893,1641,778,365,1327,625,60,5687,335,618,359,192,838,369,15,2729,101,135,63,28,501,223,4,1054,20517,23892,6323,3426,21683,9454,1047,86345
30502,898,1798,691,301,614,141,13,4455,391,849,444,251,595,110,12,2649,153,274,177,89,389,86,3,1183,76,81,41,23,248,42,0,506,9138,12421,4154,2336,6422,1519,82,36065
30503,2089,3543,1387,614,1549,494,53,9732,976,1924,1013,559,1461,332,28,6285,428,809,502,315,1134,258,10,3451,185,184,98,53,738,142,5,1406,22461,27495,8914,4650,18092,4949,342,86906
30504,1161,2425,974,432,611,165,24,5793,570,1337,760,394,682,171,27,3948,281,515,324,208,487,150,7,1964,89,125,62,41,303,103,5,726,13279,17059,6066,3140,8577,1770,163,50047
30601,1453,2874,1198,583,1494,402,28,8030,854,1776,1025,656,1555,387,39,6295,322,605,367,287,943,290,14,2820,70,107,49,35,327,134,5,725,9978,14457,6020,3697,10072,2840,175,47240
30602,2224,3817,1635,938,3014,1594,61,13281,1244,2405,1430,1039,2922,1409,43,10494,574,875,536,523,1930,787,20,5245,184,220,85,83,892,320,8,1794,16645,21942,8778,6175,23681,12196,726,90146
30603,1022,1730,909,626,1250,494,20,6047,783,1341,831,737,1508,512,7,5720,259,465,359,393,867,284,0,2626,90,93,69,52,421,102,0,829,6190,7407,3680,3174,7541,3211,395,31604
30604,507,803,344,204,516,387,16,2772,413,613,368,242,560,426,8,2642,143,212,128,102,356,177,7,1123,35,25,15,13,99,39,0,217,2449,3406,1523,1059,2972,2034,149,13584
30605,1042,2086,1086,791,1235,627,21,6892,831,1571,1151,1062,1606,634,21,6875,336,667,578,572,1048,379,3,3583,100,148,90,82,501,215,0,1135,6387,9515,4977,4212,8053,4104,500,37753
30701,1061,1641,785,577,1582,752,7,6407,627,1096,702,635,1476,561,0,5097,294,390,302,361,887,358,0,2590,91,104,53,44,334,173,0,797,6885,9084,4051,3529,9446,5088,147,38233
30702,991,1676,859,609,1212,512,10,5862,564,1053,758,798,1350,399,0,4925,329,520,388,393,935,296,0,2865,94,115,81,58,529,172,0,1047,6268,8472,4211,3755,8405,3323,73,34505
30703,957,1852,1002,708,1165,430,4,6111,692,1410,1074,988,1480,471,4,6125,375,632,472,500,1117,333,0,3424,130,141,80,78,560,124,0,1114,6052,8819,4757,3984,7625,2840,49,34117
30801,685,1108,496,346,874,770,13,4292,349,546,341,279,685,382,11,2587,95,160,99,118,321,138,3,935,23,20,11,15,86,47,0,209,4822,6252,2592,2234,5558,4533,431,26420
30803,2487,4738,2331,1495,3604,1098,12,15764,1510,3040,2179,1817,3653,1031,26,13257,790,1314,885,890,2582,714,9,7180,286,305,165,151,1230,413,5,2558,18025,25556,11827,9030,24651,8550,144,97769
30804,327,526,278,211,462,401,0,2200,209,304,183,196,383,232,3,1513,102,142,82,106,272,147,0,849,25,31,17,20,113,52,0,263,2247,3026,1350,1246,2797,2309,17,12996
30805,1379,2669,1301,963,1990,737,15,9056,696,1465,1007,900,1806,587,21,6489,271,444,345,352,891,278,8,2583,71,87,44,44,322,116,0,684,9281,14052,6267,5297,12175,4388,90,51554
30901,1631,2714,1153,519,1640,605,52,8304,1043,2055,1217,680,2134,497,36,7659,555,926,589,414,1571,387,24,4460,218,237,114,100,807,211,8,1687,12965,16046,6404,3777,14224,4327,286,58033
30902,1441,2541,1105,567,1556,399,11,7620,980,1834,1162,681,1877,423,26,6984,433,792,513,382,1329,417,9,3872,184,248,122,87,678,372,0,1683,10543,14072,6008,3657,11363,3391,123,49161
30903,1759,2982,1239,736,2290,501,36,9539,1184,2500,1506,921,2925,558,32,9629,682,1227,820,588,2571,496,10,6393,236,240,132,105,1222,235,6,2179,11454,15686,6785,4497,17270,3975,158,59825
30904,480,1123,608,430,415,188,0,3242,271,721,488,467,557,136,9,2649,160,300,212,170,352,87,0,1279,42,53,35,23,109,25,0,290,3085,5074,2655,1971,2904,1248,39,16972
30905,663,1414,723,436,757,164,7,4170,389,832,617,452,718,112,7,3129,208,310,224,204,555,75,6,1583,57,63,30,19,266,61,0,497,5805,8175,3915,2684,5754,1291,57,27680
30906,1392,2676,1238,732,1817,284,25,8170,815,1654,1099,765,1801,276,25,6437,457,752,502,385,1336,275,10,3712,135,151,88,62,576,202,8,1213,11550,15691,7004,4728,13789,2826,115,55699
30907,2695,4971,2311,1412,3249,612,44,15289,1511,2951,1984,1352,3107,504,61,11459,721,1163,809,640,1923,353,37,5644,174,138,99,68,783,273,5,1533,25275,34039,14785,10639,28842,6956,244,120766
30908,1050,1878,875,461,1241,218,25,5753,668,1373,841,538,1416,305,24,5162,354,661,449,299,1194,385,4,3350,137,138,71,57,622,442,0,1467,9582,12130,5139,3253,11656,2820,119,44694
30909,1328,2214,884,553,1798,533,33,7339,835,1465,904,595,1883,487,24,6202,461,723,497,344,1653,558,6,4250,177,195,75,68,936,472,0,1918,11502,13580,5389,3748,16778,5033,198,56228
30910,1283,1851,750,385,1476,844,66,6663,936,1558,894,458,1791,796,58,6488,456,772,449,262,1267,494,19,3713,107,129,81,54,369,194,4,949,8435,10092,3975,2435,12138,5846,421,43346
31001,1254,2193,968,633,2354,568,35,8008,637,1187,766,536,1794,319,34,5269,354,557,395,279,1187,219,14,3009,147,145,71,49,668,108,0,1192,11117,14491,5928,4461,19442,6899,147,62489
31002,1452,2737,1590,1182,1974,578,11,9520,862,1712,1383,1469,2153,520,5,8107,406,674,554,607,1399,423,0,4066,130,124,73,79,463,222,0,1091,9425,13971,7282,6360,12240,5268,85,54629
31003,2159,4105,1900,1246,3025,562,25,13011,1053,2275,1562,1304,2700,486,17,9385,586,992,736,641,1933,469,8,5362,211,283,146,91,929,340,3,1997,17481,25547,11242,8330,22714,5492,99,90905
31004,1463,2574,1142,742,2275,369,54,8621,700,1216,790,628,1624,255,46,5261,290,426,252,211,872,134,9,2191,76,74,33,20,241,40,3,487,14961,20737,8556,6664,21272,4381,185,76762
31101,336,580,308,227,457,147,0,2043,196,447,310,271,572,137,0,1933,115,161,131,128,387,108,0,1032,39,30,17,21,178,90,0,379,2026,2895,1503,1290,3109,1153,3,11984
31102,820,1421,645,387,1235,314,4,4829,473,954,648,454,1322,239,10,4101,267,460,302,228,974,189,0,2428,72,99,37,39,416,60,0,724,6727,9327,4014,3065,10321,3025,45,36519
31103,1575,2767,1293,917,2619,496,25,9687,786,1432,981,758,2185,349,31,6516,314,509,361,284,1262,210,8,2949,89,90,40,33,521,75,3,840,13035,16911,7348,6042,22232,5184,122,70875
31104,969,1922,1063,714,1325,265,9,6265,490,1044,739,644,1163,185,13,4290,211,353,239,193,602,104,8,1718,57,40,15,15,195,24,0,347,8804,12844,6014,4644,10792,2503,69,45675
31105,1194,2183,1008,622,1542,350,17,6924,676,1304,936,726,1821,350,9,5826,343,566,394,271,1265,308,0,3141,97,111,46,48,608,224,0,1144,9858,13469,5839,4274,13761,3569,92,50867
31106,1279,2213,1010,674,2159,475,25,7833,880,1604,1050,861,2173,400,9,6974,408,614,468,368,1378,256,3,3496,105,90,66,35,601,135,0,1026,11458,15052,6581,5182,18378,4761,92,61504
31201,918,1469,574,427,1494,2164,14,7060,476,757,490,384,1225,704,14,4043,184,280,185,160,601,243,4,1655,48,38,25,15,209,58,0,391,5877,8185,3166,2582,8905,12892,306,41916
31202,2606,4654,2257,1552,3413,1229,31,15743,1344,2495,1862,1699,3245,960,30,11645,641,956,706,806,2080,680,8,5884,217,242,123,124,989,309,7,2011,18328,25354,11143,9061,23247,8544,157,95830
31203,650,1124,510,290,867,586,14,4039,427,798,477,358,872,519,18,3460,124,233,146,138,411,164,8,1224,20,32,22,18,132,23,0,253,4295,5622,2432,1693,5400,3138,209,22788
31301,929,1911,955,650,1217,216,12,5887,847,2158,1659,1199,2045,351,13,8271,532,1107,813,708,1620,351,6,5139,146,220,103,102,585,195,0,1354,5160,8705,4954,3717,8075,1738,224,32577
31302,1290,2502,1190,831,2068,398,19,8294,798,1608,1177,990,2225,398,14,7204,424,715,477,442,1658,309,6,4043,145,129,62,57,839,190,7,1434,11701,15583,7152,5870,17496,4186,271,62260
31303,270,574,332,255,356,183,0,1976,208,392,312,354,457,150,0,1861,78,136,108,118,255,87,0,787,26,23,17,13,130,24,0,229,1861,2805,1501,1328,2523,2422,18,12464
31304,1310,2519,1211,773,1710,282,5,7811,703,1485,1101,879,1830,268,5,6265,412,602,468,375,1225,221,4,3311,118,110,56,48,517,127,0,977,11101,14983,6982,5062,13061,2720,42,53951
31305,1668,2969,1299,697,1970,425,19,9048,1125,2357,1518,1004,2428,405,17,8850,605,1099,695,515,1989,375,13,5299,230,260,143,93,1081,263,0,2070,10507,14997,6702,4457,13794,3251,76,53788
31401,1841,4279,2026,1090,1318,210,11,10782,929,2217,1665,1275,1453,179,25,7752,461,866,701,526,1097,139,0,3790,137,149,75,49,446,53,0,912,15684,23135,10781,6750,11864,1674,90,69985
31402,1347,2451,1030,642,1538,220,43,7270,652,1386,891,627,1564,191,22,5336,355,554,362,305,1060,206,9,2859,119,122,48,37,519,213,0,1068,14247,19478,7840,5754,15964,2979,131,66393
31403,742,1389,626,413,965,126,3,4262,431,919,651,482,999,104,0,3575,218,361,238,211,627,82,4,1736,65,68,27,20,327,31,0,537,6752,9062,3849,2770,7731,1395,24,31578
31501,971,1243,482,394,1222,768,3,5083,571,738,392,359,1067,517,0,3640,125,166,108,118,383,180,4,1080,28,13,13,12,76,16,0,157,5838,6301,2521,2398,7095,5340,380,29864
31502,828,1254,508,316,1316,954,19,5194,523,825,370,315,1192,764,14,3995,157,199,125,118,482,259,0,1335,20,24,21,11,98,43,6,222,5556,7116,2638,2042,8210,5734,129,31436
31503,639,1001,381,296,904,465,0,3692,478,748,426,339,1133,439,4,3566,175,233,110,126,548,199,3,1400,56,60,17,25,209,58,0,414,3301,4374,1676,1422,4712,2233,46,17763
31601,1210,2343,1128,594,1038,182,10,6504,690,1711,1286,791,1281,191,12,5957,475,954,601,511,1228,238,6,4015,183,259,130,135,800,250,0,1764,10038,14063,6635,4224,9901,2234,69,47167
31602,2166,4224,1937,1033,2287,556,18,12224,1495,3414,2258,1368,2761,554,30,11883,886,1704,1286,881,2579,594,15,7954,352,375,230,192,1479,434,9,3061,16394,22920,10835,6916,18344,4470,140,80024
31603,1878,3394,1372,655,1756,687,31,9762,1343,2790,1597,935,2286,766,47,9753,596,1187,726,473,1844,624,35,5490,201,223,125,84,954,347,0,1932,11868,16690,6948,4101,13416,4773,373,58166
31605,1251,2483,1133,516,1104,317,34,6833,986,2305,1496,814,1544,376,50,7572,588,1062,699,524,1313,364,25,4577,159,204,116,90,693,211,6,1484,7859,12252,5959,3580,8755,2470,236,41109
31606,1210,2831,1579,1025,1306,376,19,8345,840,2034,1570,1291,1382,389,13,7516,409,833,725,626,1012,231,0,3835,164,166,98,89,512,96,0,1125,8827,14149,7531,5643,8986,2772,113,48025
31607,1001,2205,1094,664,1248,296,4,6511,610,1477,1036,817,1223,221,7,5382,370,650,511,407,1046,192,11,3187,92,156,75,72,576,144,0,1119,7438,11837,5786,4164,8641,2113,43,40015
31608,555,1324,820,557,530,212,10,4016,390,940,763,612,677,152,3,3537,192,380,283,276,463,114,4,1700,54,42,41,37,165,86,0,428,3515,5822,3353,2551,3489,1253,45,20026
31701,3153,6117,2742,1695,3672,892,23,18293,1823,4012,2839,2270,4005,860,15,15826,1093,1938,1448,1333,3327,737,15,9884,422,512,277,240,2019,416,0,3888,25768,36028,16084,11789,32361,7547,213,129790
31801,1043,1709,891,698,1522,614,17,6483,722,1286,956,964,1815,591,9,6334,336,577,432,465,1227,384,0,3418,120,147,78,76,608,175,0,1210,6290,8378,4212,3616,9628,4169,241,36525
31802,3814,7338,3259,1972,5016,1495,40,22942,2091,4438,2853,2240,5016,1272,47,17961,1029,1612,1204,1065,3133,776,22,8834,330,332,212,116,1385,404,8,2782,31138,43351,17675,12338,39096,13439,396,157430
31901,2118,3956,2105,1446,3018,801,17,13458,1471,3338,2456,2141,3900,907,14,14221,866,1518,1195,1170,3136,694,16,8590,299,317,179,172,1404,297,4,2666,13719,20089,10334,8266,21616,5465,286,79773
31902,1132,2004,1166,965,1683,694,11,7657,817,1612,1182,1275,2172,748,6,7808,402,683,504,630,1440,448,0,4098,113,146,98,93,590,160,0,1194,6697,9875,5200,4992,10447,4376,380,41968
31903,1267,2514,1410,1053,1669,536,19,8470,905,1865,1469,1406,2090,490,12,8236,487,718,619,619,1397,360,3,4202,120,160,97,57,630,123,0,1192,7918,11448,6210,5353,10242,3332,52,44558
31904,1452,2901,1500,1091,2130,521,26,9630,1270,2803,2035,1561,3280,686,24,11662,739,1295,955,817,2630,704,11,7150,238,214,130,115,1065,331,4,2098,9344,14348,7359,5646,14727,3786,114,55327
31905,1199,2245,1252,1013,1770,524,4,8003,825,1825,1550,1489,2378,545,6,8625,381,686,570,614,1453,346,4,4061,126,126,78,85,611,121,0,1144,6517,9841,5490,4949,10415,3639,36,40890
39797,0,5,0,6,9,16,0,34,0,3,0,0,3,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,6,5,81,220,24,380
40101,549,937,304,144,497,457,44,2929,388,777,356,172,583,341,21,2633,204,313,195,103,370,191,3,1379,38,75,40,21,270,149,0,597,5797,6664,2015,1019,7871,3864,401,27628
40102,1827,4086,1930,967,1186,367,7,10371,1049,2639,1948,1448,1376,314,10,8774,466,1029,768,721,1090,221,4,4298,166,231,138,124,708,118,0,1487,13698,20880,9957,6507,9523,2542,63,63176
40103,1098,2172,1016,503,732,83,24,5639,771,1895,1154,566,928,94,19,5427,491,1001,657,438,864,117,10,3570,237,312,154,94,701,66,3,1571,8737,11839,5676,3133,7640,848,110,37978
40104,1113,2154,1044,550,1285,149,21,6313,631,1446,935,701,1278,126,19,5136,489,961,630,469,1290,203,13,4052,229,306,148,111,953,163,3,1912,9594,13043,5880,3811,11899,1494,93,45800
40105,838,1694,743,322,739,124,18,4482,550,1219,738,378,830,119,13,3833,357,669,423,252,769,114,7,2585,165,225,109,71,674,102,0,1353,7294,9945,4041,2166,7257,1155,76,31933
40106,659,1460,621,272,613,94,5,3722,424,904,600,291,570,93,6,2891,207,354,272,155,446,68,3,1509,98,141,64,34,412,52,3,807,5675,7807,3390,1739,5564,863,61,25096
40107,916,1843,798,316,620,87,9,4577,625,1439,925,406,763,108,10,4285,333,660,415,266,780,114,3,2578,150,205,107,58,943,111,0,1576,7466,10419,4535,2262,6667,819,62,32226
40201,839,1730,828,462,1053,165,0,5087,416,903,615,552,984,144,11,3630,239,418,360,276,822,153,0,2271,121,141,56,54,436,127,0,933,6093,8813,4063,2854,7195,1329,25,30374
40202,1745,3080,1432,999,3106,552,11,10922,803,1615,1022,818,2499,480,12,7256,387,646,469,410,1759,396,7,4068,162,180,94,89,893,277,0,1695,14498,18907,8252,6867,23107,5099,70,76806
40203,1228,2234,968,553,1855,321,45,7201,720,1482,891,628,1760,230,46,5764,400,684,498,362,1339,163,14,3463,186,210,112,91,856,103,0,1558,12169,16328,6839,4920,18738,3559,149,62706
40204,2782,4707,2216,1406,4522,592,54,16275,1547,2912,1896,1509,4055,559,55,12532,720,1246,891,701,2794,464,15,6833,254,325,151,140,1296,298,6,2467,22190,28421,12349,9498,37254,5432,277,115417
40205,2094,4314,1925,1043,2177,232,22,11806,1318,2965,2050,1406,2504,288,33,10570,788,1461,1039,771,2129,306,9,6499,294,331,174,159,1281,193,0,2433,16843,23818,10691,6841,18348,2265,102,78911
