SA3_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
12002,21561,24109,45668,11023,9533,20560,2836,4854,7691,1041,1457,2503,618,592,1210,15517,16447,31971,5063,6672,11737,4,3.6,3.8,72,68.2,70,69.1,65.8,67.3,3228,4127,7353,670,1197,1869,6692,8074,14768,1865,2373,4236,2265,1093,3355,129,189,313,314,439,756,2707,1721,4427,20477,22312,42791,4645,5139,9782,12523,14029,26554,11178,12113,23289
12003,68542,70332,138874,25804,20785,46580,11330,14303,25636,4838,4718,9562,2934,2174,5106,44911,41973,86884,20007,24897,44899,6.5,5.2,5.9,65.5,59.7,62.6,61.2,56.6,58.9,8731,9188,17913,1329,2243,3571,18130,19910,38039,6657,7428,14089,6539,3687,10231,342,566,909,914,1250,2162,7793,5502,13297,58683,60917,119599,16443,16016,32455,34943,37507,72451,36932,36349,73284
12101,45631,50049,95678,22307,16720,39026,6354,10043,16395,2112,2897,5012,1320,1254,2573,32097,30914,63010,11691,16968,28657,4.1,4.1,4.1,70.3,61.8,65.9,67.4,59.3,63.2,8092,8238,16327,1313,1936,3247,15308,16992,32294,3610,5078,8690,3311,1814,5124,183,350,538,634,992,1622,4124,3158,7282,43742,46872,90616,10236,10718,20950,26615,28861,55471,24614,26130,50741
12102,33857,36013,69869,15882,10867,26748,4850,8512,13363,1781,2243,4032,1011,857,1872,23524,22481,46007,9372,12458,21832,4.3,3.8,4.1,69.5,62.4,65.8,66.5,60,63.2,4699,4639,9343,848,1408,2259,8847,10302,19148,3246,4198,7445,4857,2489,7344,240,371,605,577,990,1578,5674,3850,9528,35382,36571,71955,5918,6029,11945,23295,24221,47516,15814,16325,32135
12103,47042,52417,99459,20967,14145,35113,6770,11520,18286,2091,2960,5046,1434,1126,2561,31257,29741,61005,14764,21334,36098,4.6,3.8,4.2,66.4,56.7,61.3,63.4,54.6,58.8,9231,8204,17437,1373,2173,3554,15413,17032,32442,3648,5676,9326,2977,1664,4639,203,356,557,682,1231,1918,3862,3253,7113,49878,53654,103533,7907,8571,16474,33851,36592,70444,21431,23212,44648
12104,36827,43020,79845,19369,16796,36161,4908,7729,12640,1545,2284,3822,966,951,1917,26782,27761,54542,8617,13652,22265,3.6,3.4,3.5,72.7,64.5,68.3,70.1,62.3,65.9,6834,7155,13986,1165,1985,3150,13381,15600,28982,3028,4702,7724,2556,1528,4085,150,251,397,499,906,1405,3207,2684,5889,32088,36567,68660,9125,10489,19614,18130,21350,39482,21285,23987,45271
12201,16701,18038,34742,8496,6018,14511,2427,4068,6499,713,1080,1795,423,380,800,12051,11544,23601,4053,5880,9933,3.5,3.3,3.4,72.2,64,67.9,69.7,61.9,65.6,2469,2334,4801,433,688,1124,5784,6231,12014,1416,2030,3445,1577,756,2332,77,165,238,277,468,742,1930,1384,3318,15872,16906,32777,3737,3967,7702,9686,10547,20233,9026,9381,18406
12202,24830,26686,51511,10482,6246,16726,4216,7093,11312,1298,1840,3135,560,445,1005,16553,15630,32182,7289,9851,17145,3.4,2.9,3.1,66.7,58.6,62.5,64.4,56.9,60.5,1994,1872,3872,433,915,1350,5408,6589,11998,2530,4004,6529,5191,1991,7183,131,332,457,605,927,1526,5919,3249,9169,25499,26809,52310,3741,3910,7646,17793,18835,36628,10167,10598,20771
12203,61004,65102,126102,28197,19099,47295,9760,16212,25966,3344,4692,8041,1470,1189,2659,42765,41195,83967,16331,21675,38004,3.4,2.9,3.2,70.1,63.3,66.6,67.7,61.5,64.5,5173,5238,10411,1215,2281,3496,13990,17133,31119,6048,8592,14637,11580,4798,16377,418,789,1210,1205,2032,3236,13200,7622,20818,62929,65349,128276,10177,10643,20825,42422,44286,86709,27037,28197,55230
12301,26873,29085,55962,13098,8527,21625,3879,7099,10983,2171,2696,4867,600,574,1177,19749,18902,38644,6336,9282,15621,3,3,3,73.5,65,69.1,71.2,63,67,995,1342,2336,316,735,1052,2753,4573,7331,2429,3647,6072,8195,4053,12247,205,489,694,513,820,1333,8912,5371,14276,29723,31399,61128,4463,4656,9121,18761,19596,38354,13026,14070,27095
12302,67273,71211,138485,24053,16837,40890,8052,12607,20661,6461,4984,11449,2607,2371,4978,41177,36799,77975,22098,29986,52084,6.3,6.4,6.4,61.2,51.7,56.3,57.3,48.3,52.7,3978,3889,7866,656,1154,1811,8274,10853,19123,5290,7103,12394,13805,8354,22163,591,1215,1807,1059,1733,2790,15458,11300,26756,70486,73064,143555,10499,10682,21180,44893,46287,91179,30670,32222,62895
12303,17632,18063,35697,7919,4583,12502,2367,4536,6903,1311,1417,2730,351,329,679,11952,10861,22813,4805,6294,11096,2.9,3,3,67.8,60.1,63.9,65.8,58.3,62,396,648,1040,145,371,521,1192,2304,3495,1250,2169,3414,6428,2790,9218,131,348,481,313,561,869,6869,3701,10570,18889,18797,37688,2511,2612,5117,12984,12788,25777,7012,7317,14328
12401,30682,33431,64111,11561,7636,19201,4767,8012,12781,1903,2366,4271,857,602,1455,19090,18617,37699,10647,13778,24435,4.5,3.2,3.9,62.2,55.7,58.8,59.4,53.9,56.5,2556,3274,5830,845,1588,2434,5366,7470,12839,3082,4333,7415,7235,3645,10876,282,471,750,625,966,1587,8139,5081,13216,31955,34180,66133,4136,4320,8450,22937,24639,47576,11498,12204,23706
12402,8,7,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,4,0,0,0,75,25,50,75,25,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,6,0,3,0,0,0,5,0,3,3,0,0
12403,60504,64520,125028,27204,18809,46009,8245,13483,21727,4533,5251,9787,1776,1605,3383,41757,39141,80898,15510,21876,37390,4.3,4.1,4.2,69,60.7,64.7,66.1,58.2,62,2553,3136,5688,627,1282,1913,6130,9468,15596,4683,6991,11673,16465,9215,25683,565,1136,1701,988,1503,2492,18017,11855,29875,62939,65015,127955,10126,10893,21022,39612,40885,80498,28493,30442,58935
12404,15282,15883,31165,5985,3869,9854,2045,3322,5368,1070,1158,2224,384,322,706,9481,8669,18148,4928,6335,11262,4,3.7,3.9,62,54.6,58.2,59.5,52.6,56,450,577,1024,135,327,457,1022,1815,2832,1048,1707,2752,4338,2320,6657,122,326,454,234,407,637,4700,3051,7747,14411,15043,29454,2406,2509,4916,9498,9876,19374,6275,6728,13004
12405,22019,22545,44561,8508,5785,14297,2767,4141,6910,1767,1526,3294,794,691,1478,13833,12145,25986,6617,8735,15351,5.7,5.7,5.7,62.8,53.9,58.3,59.2,50.8,55,671,718,1384,128,292,417,1916,2729,4652,1440,2136,3579,5176,3074,8252,211,394,603,343,600,941,5725,4064,9790,22795,22827,45620,3104,3159,6264,15587,15541,31125,8614,8866,17480
12501,46105,40777,86882,13231,9610,22841,6389,6847,13230,4043,2945,6994,2321,1557,3879,25986,20956,46939,16727,17216,33945,8.9,7.4,8.3,56.4,51.4,54,51.3,47.6,49.6,4550,4266,8811,471,771,1242,9135,9308,18440,4118,4248,8363,3702,2085,5788,225,335,566,488,625,1112,4410,3047,7461,38227,35515,73737,11231,9913,21139,20847,20518,41362,25701,22424,48124
12502,28940,30108,59046,10713,7904,18616,3731,5721,9449,2575,2041,4612,951,813,1764,17961,16473,34436,9800,12461,22261,5.3,4.9,5.1,62.1,54.7,58.3,58.8,52,55.3,3431,3239,6672,470,812,1282,6981,7711,14691,2573,3311,5884,3806,1882,5684,205,329,540,467,707,1170,4478,2912,7392,29717,30251,59972,5125,5165,10297,19211,19754,38958,13703,13836,27538
12503,65160,63495,128656,15856,11859,27713,7171,8966,16137,5832,3917,9753,2936,1870,4801,31793,26606,58407,27434,31483,58910,9.2,7,8.2,48.8,41.9,45.4,44.3,39,41.7,3294,3082,6371,480,912,1395,8433,9598,18037,4980,6352,11335,8971,4784,13759,442,787,1231,949,1371,2327,10367,6945,17311,64826,64105,128936,9777,8988,18762,42941,43577,86519,26568,24861,51427
12504,62625,61069,123687,26624,18265,44888,8335,10532,18866,4557,3890,8446,2389,2451,4843,41897,35144,77044,16309,21909,38221,5.7,7,6.3,66.9,57.5,62.3,63.1,53.5,58.4,10065,8982,19045,1153,1540,2696,15917,16451,32367,5315,5681,10993,6816,3633,10449,339,578,915,730,1182,1915,7888,5401,13280,56470,56152,112618,15037,13708,28746,30723,31829,62550,36423,33879,70297
12601,21030,22903,43936,9474,6846,16313,2936,4753,7686,1215,1357,2566,701,692,1394,14323,13642,27965,6167,8663,14837,4.9,5.1,5,68.1,59.6,63.6,64.8,56.5,60.5,4319,3893,8208,576,859,1434,6588,7345,13932,1753,2285,4038,1655,964,2622,93,176,273,259,490,755,2012,1629,3646,21286,22886,44168,4150,4394,8542,13367,14424,27792,10941,11712,22654
12602,59264,63450,122717,25752,19400,45150,8418,12316,20739,3636,4125,7761,2006,1806,3817,39807,37653,77459,16745,22832,39574,5,4.8,4.9,67.2,59.3,63.1,63.8,56.5,60,9094,9220,18313,1118,2014,3136,16803,18627,35431,5120,6523,11633,6538,3254,9794,307,557,860,836,1464,2301,7683,5275,12955,55213,58093,113304,12703,12982,25691,33320,35374,68696,31240,32432,63673
12701,52873,55169,108043,19318,13556,32868,6483,9991,16472,5130,4343,9477,1899,1606,3502,32834,29495,62321,17311,22963,40274,5.8,5.4,5.6,62.1,53.5,57.7,58.5,50.5,54.4,2014,2540,4556,393,876,1268,6412,8783,15194,4354,6121,10481,10484,5696,16180,344,771,1116,811,1314,2131,11635,7786,19423,57472,58133,115608,8951,9494,18440,33856,34232,68084,27390,28737,56126
12702,77938,81839,159769,17982,12942,30927,7495,10015,17508,6836,5084,11919,3240,2380,5624,35555,30419,65977,37467,46472,83941,9.1,7.8,8.5,45.6,37.2,41.3,41.5,34.3,37.8,1470,1657,3127,338,693,1032,7860,9312,17171,4975,6586,11565,10287,5883,16170,569,1050,1615,1020,1531,2550,11874,8467,20335,80837,83563,164402,8752,9017,17769,57852,59951,117800,27417,28406,55818
12703,52719,54136,106850,17651,12910,30563,5838,8581,14414,5006,3642,8650,2116,1719,3831,30608,26849,57460,18097,23316,41411,6.9,6.4,6.7,58.1,49.6,53.8,54,46.4,50.2,2953,3041,5998,471,870,1343,7373,9420,16791,4619,5870,10488,9065,4853,13919,404,761,1165,789,1216,2004,10258,6831,17089,54069,54940,109011,8261,8288,16555,33733,34535,68268,24398,24779,49180
12801,46260,50197,96455,20073,13598,33672,6901,11969,18867,2959,3785,6745,1125,834,1960,31057,30188,61242,13467,18073,31542,3.6,2.8,3.2,67.1,60.1,63.5,64.7,58.5,61.5,2904,2996,5900,791,1475,2268,8162,10817,18984,4672,6801,11473,11869,4575,16449,324,679,1005,1032,1759,2797,13225,7022,20251,46298,48793,95092,7870,8317,16189,30808,32838,63644,20592,21748,42337
12802,43005,45987,88998,20328,13092,33417,5910,11729,17638,2653,3501,6154,969,790,1764,29863,29110,58979,12057,15488,27552,3.3,2.7,3,69.4,63.3,66.3,67.2,61.6,64.3,2671,2961,5628,769,1564,2334,7393,9789,17182,4474,6079,10549,11674,4775,16448,314,689,1005,945,1697,2637,12930,7162,20089,46652,48686,95334,5576,5840,11417,34223,35529,69745,15312,16208,31513
19797,31,4,32,26,0,27,0,0,0,0,0,0,0,0,0,33,3,35,0,0,0,0,0,0,96.9,66.7,94.3,96.9,66.7,94.3,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,0,0,0,0,0,0,11,0,11,29,3,33,6,0,6,20,0,19,12,3,17
20101,44363,49285,93649,19342,11131,30475,6372,13808,20179,1480,2138,3618,1468,1231,2703,28665,28313,56976,13355,18423,31778,5.1,4.3,4.7,64.6,57.4,60.8,61.3,54.9,58,2125,2552,4672,1004,2024,3029,5660,8227,13884,3480,5076,8558,10881,6532,17410,456,729,1184,505,760,1267,11837,8023,19858,43386,46986,90373,8701,9345,18047,26887,29063,55950,22325,24390,46711
20102,12685,12876,25562,5051,2688,7737,1848,3458,5305,497,621,1117,314,224,535,7703,6993,14700,4059,4945,9001,4,3.2,3.7,60.7,54.3,57.5,58.3,52.6,55.4,567,721,1289,262,595,856,1340,2147,3482,1064,1536,2601,3339,1574,4913,116,158,269,173,212,387,3627,1940,5574,12595,12621,25213,1409,1461,2871,8801,8806,17606,4622,4712,9333
20103,11309,11059,22373,3564,1905,5468,1215,2547,3759,431,446,877,291,215,509,5507,5104,10608,4876,5112,9986,5.3,4.2,4.8,48.7,46.2,47.4,46.1,44.2,45.2,167,221,384,126,290,415,590,1117,1707,591,1123,1711,3102,1531,4624,108,225,330,143,186,330,3347,1945,5289,10692,10636,21323,1132,1240,2376,7834,7603,15437,3537,3831,7365
20201,39290,43902,83193,16907,9905,26806,5550,12180,17730,1289,1903,3193,1219,949,2162,24954,24939,49900,12204,16741,28948,4.9,3.8,4.3,63.5,56.8,60,60.4,54.6,57.4,1376,1739,3120,775,1751,2530,4361,6925,11288,3061,4496,7557,10167,6110,16271,398,716,1108,476,748,1221,11035,7569,18603,39200,42268,81475,6747,7595,14341,24687,26247,50938,18621,20968,39597
20202,21390,22004,43396,7945,4431,12373,3200,6262,9459,828,1032,1860,472,389,854,12444,12111,24558,7570,8436,15999,3.8,3.2,3.5,58.2,55,56.6,56,53.3,54.6,1160,1572,2724,591,1246,1840,2901,4091,7000,1826,2515,4341,4960,2259,7219,166,271,434,296,347,645,5425,2872,8297,20748,21226,41971,2744,2907,5645,14178,14530,28706,8214,8668,16884
20203,5125,5027,10152,1935,931,2866,533,1196,1734,191,275,467,123,111,231,2784,2513,5294,1767,1972,3739,4.4,4.4,4.4,54.3,50,52.2,52,47.7,49.9,55,99,157,54,137,186,258,569,832,278,474,749,1413,629,2038,36,97,137,68,90,161,1520,813,2335,4858,4764,9623,503,555,1056,3684,3496,7176,1442,1607,3051
20301,8604,8710,17318,4340,2002,6339,1136,2856,3997,379,521,896,163,136,302,6023,5514,11536,2149,2748,4900,2.8,2.5,2.6,70,63.3,66.6,68.1,61.7,64.9,236,298,535,128,356,483,787,1453,2235,766,1135,1898,2838,1301,4146,67,153,219,111,143,257,3016,1597,4616,9256,9087,18346,1160,1207,2368,6264,5982,12254,3560,3724,7280
20302,83661,89704,173361,36692,20917,57608,12268,25544,37809,2824,4062,6884,2780,2236,5011,54560,52752,107318,24914,32676,57591,5.1,4.2,4.7,65.2,58.8,61.9,61.9,56.3,59,4537,4554,9096,1493,3339,4834,11525,16050,27575,7126,9948,17073,19617,11563,31172,719,1124,1842,935,1474,2413,21270,14156,35427,80217,85125,165341,15049,16265,31313,50190,53655,103851,39707,42668,82375
20303,35577,39433,75006,14894,8427,23325,5495,11566,17065,1432,2020,3446,788,710,1496,22615,22724,45334,11413,14950,26357,3.5,3.1,3.3,63.6,57.6,60.4,61.3,55.8,58.4,2109,2534,4639,964,2078,3042,6356,8622,14979,3672,5187,8862,8737,4189,12920,236,419,658,504,732,1233,9475,5338,14812,35055,37393,72449,6966,7719,14690,20574,21824,42395,19246,21131,40378
20401,25683,25853,51534,10242,5481,15723,3303,6485,9788,1059,1276,2334,583,470,1056,15186,13716,28902,8271,9972,18242,3.9,3.4,3.7,59.1,53.1,56.1,56.8,51.2,54,593,814,1407,329,808,1135,2060,3382,5441,1820,3015,4841,7216,3282,10498,221,415,634,339,481,822,7771,4177,11950,24067,23992,48062,3729,3836,7569,15944,15741,31681,10669,10971,21639
20402,19209,20907,40119,7943,4628,12568,2519,5432,7953,728,972,1691,391,302,695,11581,11334,22915,6343,8177,14526,3.4,2.7,3,60.3,54.2,57.1,58.2,52.7,55.4,424,652,1077,319,740,1059,1584,2781,4370,1417,2425,3846,5397,2882,8280,177,353,533,279,342,616,5855,3577,9431,18847,20004,38853,2564,2879,5441,13110,13750,26860,7269,8057,15326
20403,31059,32463,63517,13735,7861,21595,4332,9179,13513,1315,1624,2941,733,582,1315,20115,19253,39366,9030,11305,20339,3.6,3,3.3,64.8,59.3,62,62.4,57.5,59.9,890,1209,2101,565,1324,1893,3078,4936,8016,2626,3795,6418,8830,4909,13742,318,543,863,423,631,1055,9574,6082,15654,29957,31214,61168,5424,5566,10989,19406,20104,39509,14197,14866,29063
20501,21998,23891,45891,9837,5149,14984,2855,6707,9561,826,1137,1962,556,503,1062,14073,13493,27568,6700,9140,15838,4,3.7,3.8,64,56.5,60.1,61.5,54.4,57.8,564,818,1381,344,809,1152,1941,3345,5287,1649,2794,4440,6767,3602,10360,184,412,598,323,455,776,7270,4466,11736,22028,23132,45159,3654,4078,7735,13576,14156,27732,10647,11643,22290
20502,20079,21053,41135,6391,3563,9955,2572,5194,7763,760,864,1624,532,361,895,10255,9978,20232,8238,9438,17672,5.2,3.6,4.4,51.1,47.4,49.2,48.4,45.7,47,391,560,955,281,635,921,1439,2484,3924,1538,2353,3893,5634,2844,8471,183,350,530,338,371,706,6150,3560,9709,18722,19343,38059,2913,3106,6022,12621,12876,25498,8043,8624,16669
20503,28720,30744,59462,10029,5349,15376,4193,8081,12269,1228,1514,2743,638,477,1116,16086,15415,31504,10685,13296,23982,4,3.1,3.5,56,50.1,53,53.8,48.6,51.1,829,1117,1946,501,1133,1627,2735,4380,7118,2192,3538,5739,8200,3829,12026,254,527,782,412,582,993,8861,4940,13801,27377,28460,55834,4487,4913,9397,17514,18053,35564,12916,13961,26875
20504,30629,32741,63373,11721,6308,18024,3406,8219,11618,1050,1402,2452,1346,915,2266,17516,16841,34364,10611,13273,23881,7.7,5.4,6.6,57.2,51.4,54.2,52.8,48.7,50.7,579,815,1395,296,786,1076,2061,3409,5469,1896,3109,5005,9505,4962,14465,290,538,828,322,502,823,10115,6003,16117,29822,31010,60830,4252,4633,8887,20498,20863,41355,11757,12974,24733
20505,18666,18665,37332,7295,3810,11110,1958,4779,6739,682,808,1491,550,400,953,10478,9805,20286,6952,7548,14502,5.2,4.1,4.7,56.1,52.5,54.3,53.2,50.4,51.8,360,492,858,225,550,773,1345,2344,3694,1173,1979,3150,5414,2682,8094,201,294,498,214,310,525,5834,3287,9118,17127,17600,34730,2920,2932,5857,11515,11726,23240,7470,7801,15272
20601,36855,40294,77152,17756,14442,32190,6749,10892,17640,1365,1881,3247,1467,1087,2558,27344,28295,55639,8114,10646,18763,5.4,3.8,4.6,74.2,70.2,72.1,70.2,67.5,68.8,4813,6413,11231,1268,2516,3787,10271,12122,22389,3044,3373,6414,4289,2188,6478,197,256,454,410,471,881,4893,2916,7810,32417,34638,67057,8402,9529,17926,19945,21774,41718,19147,20756,39909
20602,20827,23472,44299,10186,8261,18444,3690,6637,10324,725,1060,1784,732,601,1335,15329,16558,31887,4781,6120,10907,4.8,3.6,4.2,73.6,70.6,72,70.1,68,69,2718,3873,6591,917,1742,2662,6094,7257,13349,1545,1968,3515,2228,1094,3325,110,126,238,207,247,458,2548,1475,4020,19583,21416,41000,4225,4928,9146,12772,14067,26838,9950,11165,21118
20603,27576,29911,57491,13634,10019,23651,4365,7701,12067,972,1328,2296,1020,816,1833,19984,19860,39850,6389,8818,15204,5.1,4.1,4.6,72.5,66.4,69.3,68.8,63.7,66.1,3074,3496,6563,935,1678,2616,7204,8260,15467,2463,2922,5389,3549,1773,5325,157,229,389,333,513,848,4039,2520,6562,25734,27351,53082,5435,5817,11252,16564,17760,34319,13243,14075,27321
20604,71346,71453,142798,30161,23181,53342,13681,17654,31345,2969,3404,6370,3803,3778,7582,50617,48017,98632,14344,17586,31936,7.5,7.9,7.7,70.9,67.2,69.1,65.6,61.9,63.8,12464,13371,25833,1680,2514,4188,22390,23186,45582,5826,5999,11830,4387,2875,7261,368,349,715,520,685,1202,5273,3907,9182,40182,40152,80330,29130,29684,58810,16726,17154,33872,50628,50907,101532
20605,43552,45637,89185,21999,18153,40156,6596,10170,16765,1455,1964,3420,1533,1288,2815,31586,31579,63160,8645,11028,19672,4.8,4.1,4.5,72.5,69.2,70.8,69,66.4,67.7,5777,6650,12421,1314,2407,3724,12604,14548,27151,4026,4813,8835,4590,2533,7117,233,301,535,516,727,1244,5339,3559,8903,34179,35582,69767,11287,12071,23363,18819,19982,38798,24909,25967,50883
20606,26399,29391,55790,14186,11723,25912,3934,6050,9983,850,1197,2045,803,724,1523,19771,19697,39465,5125,8024,13152,4,3.7,3.9,74.9,67,70.7,71.9,64.5,68,3989,4269,8257,778,1401,2176,9461,10405,19865,2155,2838,4997,1939,1195,3132,115,164,278,245,422,668,2303,1783,4084,19909,21814,41724,7314,8232,15553,10620,12052,22670,15793,17159,32952
20607,39194,41237,80429,20907,17353,38259,6018,9202,15222,1255,1778,3036,1206,1052,2255,29383,29384,58772,7362,9611,16969,4.1,3.6,3.8,75,71.3,73.1,71.9,68.7,70.3,5927,6905,12836,1509,2373,3880,13376,14378,27751,2883,3254,6134,3302,1853,5154,204,262,465,334,454,792,3841,2573,6410,29959,31516,61473,10895,11571,22469,16671,17958,34631,22690,23716,46404
20701,65753,73111,138866,30252,20947,51194,11047,19081,30127,2033,2684,4718,2092,1820,3920,45424,44534,89959,18445,26397,44844,4.6,4.1,4.4,69.1,60.9,64.8,65.9,58.4,62,10719,10283,21002,2374,4129,6507,21260,23786,45041,5175,7083,12253,4768,2644,7414,271,397,669,653,1105,1757,5692,4147,9838,64665,70581,135243,11953,12595,24548,42913,47282,90198,30864,33071,63933
20702,39024,43015,82036,16054,10072,26127,5970,10287,16255,1259,1484,2742,1397,1229,2623,24671,23071,47744,13171,18577,31748,5.7,5.3,5.5,63.2,53.6,58.2,59.6,50.8,55,4595,4294,8888,905,1482,2382,9778,10943,20721,3691,4582,8277,4536,2294,6831,195,312,506,486,887,1379,5215,3497,8715,39557,42524,82086,5915,6314,12232,26544,28793,55340,16962,18103,35070
20703,43533,47215,90748,17869,11950,29824,7669,12325,19985,1341,1794,3139,1727,1458,3184,28606,27528,56134,12992,17716,30712,6,5.3,5.7,65.7,58.3,61.9,61.7,55.2,58.3,5838,5770,11604,1279,2162,3441,11130,12637,23772,4054,4933,8988,4520,2359,6877,231,330,565,461,724,1192,5215,3422,8636,40640,44072,84715,8708,8663,17370,26178,29154,55333,21099,21581,42679
20801,38631,43456,82086,18086,11364,29452,6065,11545,17617,1139,1773,2911,1102,943,2054,26396,25634,52024,11046,16320,27369,4.2,3.7,3.9,68.3,59,63.4,65.5,56.8,60.9,4557,4415,8965,1268,2246,3513,11222,12528,23755,3618,5025,8635,4169,2043,6207,153,294,450,530,929,1457,4852,3265,8122,39226,42988,82209,6456,6888,13345,26505,29284,55790,17308,18658,35967
20802,61261,66581,127845,29977,20401,50382,9996,18108,28109,1955,2739,4695,2009,1684,3689,43941,42934,86874,15215,21247,36463,4.6,3.9,4.2,71.7,64.5,68,68.5,62,65.1,7977,8359,16341,1838,3352,5194,17498,20142,37645,5406,6923,12333,6803,3616,10416,277,451,730,729,1159,1894,7813,5223,13038,59712,63461,123168,12407,12965,25367,37746,41083,78833,30895,32031,62921
20803,47326,52705,100032,23974,15231,39200,6420,14549,20972,1541,2225,3766,1431,1245,2677,33361,33254,66611,12255,17621,29881,4.3,3.7,4,70.5,63.1,66.6,67.5,60.7,63.9,3167,3948,7115,1096,2280,3374,9266,12017,21278,4901,6408,11311,9638,4588,14224,308,561,867,701,1111,1814,10648,6259,16904,48787,52913,101706,7009,7690,14697,32990,35958,68943,19965,21911,41875
20804,16684,18706,35386,8135,5660,13793,2699,4807,7514,501,755,1255,574,514,1085,11912,11743,23653,4120,6293,10414,4.8,4.4,4.6,71.4,62.8,66.8,68,60,63.8,2483,2422,4904,545,1049,1593,5446,6044,11489,1406,1831,3240,1215,715,1931,72,111,178,208,325,527,1491,1148,2639,15662,17200,32859,3441,3673,7107,10237,11379,21616,8067,8747,16816
20901,49806,53708,103513,23535,14472,38009,7155,14671,21829,1596,2368,3956,1582,1282,2864,33869,32794,66662,14126,19104,33228,4.7,3.9,4.3,68,61.1,64.4,64.8,58.7,61.6,4996,5346,10344,1464,2945,4413,10890,13383,24280,4672,5554,10229,8716,3968,12678,304,465,773,635,1038,1674,9656,5471,15125,51330,54307,105640,7131,7586,14719,35553,37995,73545,19917,21087,41003
20902,39399,41336,80733,16543,11308,27847,6419,10239,16661,1508,1795,3297,1705,1366,3073,26174,24701,50874,10911,14461,25369,6.5,5.5,6,66.4,59.8,63,62.1,56.5,59.2,3437,3805,7249,833,1757,2592,7751,9126,16878,3506,4010,7516,5720,3070,8788,275,378,652,443,638,1085,6437,4081,10517,36777,38201,74974,7061,7205,14268,23865,25530,49397,17696,17766,35471
20903,26428,27321,53754,13428,7002,20428,3854,8870,12723,998,1334,2330,663,628,1288,18935,17827,36761,6705,8686,15389,3.5,3.5,3.5,71.6,65.2,68.4,69.2,62.9,66,1794,1999,3798,721,1474,2192,4536,6227,10757,2682,3361,6045,6669,2509,9176,169,297,467,394,572,968,7229,3382,10612,28991,29529,58525,2484,2587,5071,21858,22137,43994,8132,8477,16614
