SED_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED30029,286,3184,3467,6141,813,6952,2585,210,2799,2375,139,2520,1148,75,1231,756,39,793,13299,4465,17755
SED30030,305,6429,6734,5952,1373,7321,3017,453,3469,3016,188,3203,1057,58,1114,329,19,352,13673,8521,22196
SED30031,384,4775,5160,3987,2235,6228,1803,360,2163,1741,229,1973,913,119,1029,520,71,591,9350,7786,17138
SED30032,376,6111,6489,7507,1506,9015,2675,290,2963,2123,185,2314,1054,67,1123,740,44,782,14479,8213,22693
SED30033,355,6660,7012,8407,2087,10487,2668,255,2923,1978,136,2119,947,56,1009,595,32,626,14952,9231,24179
SED30034,441,6868,7315,7196,2607,9803,2614,460,3070,2133,332,2471,1049,177,1225,770,94,862,14203,10539,24742
SED30035,486,4132,4611,5999,1628,7629,2921,248,3169,2668,158,2826,1170,93,1262,635,51,688,13877,6307,20187
SED30036,254,4642,4896,5175,888,6062,3616,344,3962,3313,214,3527,1608,110,1718,1395,61,1457,15357,6264,21620
SED30037,320,5421,5744,5413,912,6328,2888,241,3132,2594,108,2705,1151,67,1217,637,31,664,13010,6781,19794
SED30038,294,4600,4891,5647,800,6456,3037,235,3268,2717,117,2839,1348,78,1429,787,32,813,13841,5868,19706
SED30039,325,2724,3053,5517,643,6154,4257,228,4488,4824,159,4982,2122,75,2194,1268,32,1297,18312,3855,22167
SED30040,359,4811,5172,6530,990,7518,2830,292,3130,2897,170,3075,1077,68,1141,476,17,493,14165,6350,20517
SED30041,556,4766,5327,6461,1553,8014,2815,284,3098,2635,178,2815,1126,91,1217,629,41,664,14217,6914,21126
SED30042,307,3428,3735,5633,704,6338,3508,219,3725,3508,143,3655,1543,69,1605,911,22,934,15413,4592,19998
SED30043,302,3995,4299,5873,923,6797,2717,256,2977,2553,197,2754,1230,113,1341,945,70,1017,13615,5557,19172
SED30044,290,3702,3988,5957,876,6833,3637,300,3941,3501,238,3742,1801,131,1929,1489,73,1570,16680,5324,22003
SED30045,348,5149,5494,6180,742,6924,3396,206,3603,3325,92,3411,1134,48,1175,495,22,514,14874,6262,21129
SED30046,289,5444,5739,6278,1074,7356,3445,374,3817,3051,215,3268,1416,115,1533,1009,66,1070,15482,7290,22776
SED30047,570,6711,7284,6353,1339,7687,2982,348,3328,2409,200,2616,1111,100,1210,599,40,634,14022,8739,22758
SED30048,346,6607,6954,6630,2162,8797,3135,887,4024,3074,311,3388,1067,136,1210,296,36,333,14558,10143,24700
SED30049,218,3931,4148,5218,883,6099,3437,340,3783,3851,142,3991,1526,53,1581,745,27,768,14995,5374,20369
SED30050,403,6714,7117,7391,2315,9704,2484,463,2947,1989,197,2185,739,64,804,282,28,307,13282,9780,23061
SED30051,346,5521,5869,7825,1348,9174,2517,278,2797,2104,126,2230,953,65,1011,664,36,696,14402,7380,21784
SED30052,451,14641,15093,9538,4040,13574,2706,951,3659,1426,346,1774,361,96,457,126,35,158,14611,20103,34715
SED30053,306,5455,5761,6261,1604,7868,3038,467,3503,2891,221,3116,969,68,1034,383,22,410,13848,7838,21690
SED30054,280,5012,5293,5271,1034,6303,2781,397,3176,3073,156,3233,1140,65,1204,386,17,407,12931,6683,19618
SED30055,537,3945,4486,5553,1339,6887,2531,340,2876,2426,237,2659,1183,124,1306,621,48,674,12849,6038,18879
SED30056,229,2308,2539,5081,362,5449,3071,104,3178,3788,66,3851,1481,25,1503,555,9,561,14207,2876,17086
SED30057,304,5130,5434,6014,1097,7104,3252,318,3569,2805,242,3045,1381,131,1512,1066,94,1162,14819,7005,21815
SED30058,277,3461,3741,5555,630,6183,3244,179,3424,3431,87,3516,1260,19,1279,555,19,575,14330,4396,18725
SED30059,318,3582,3903,5961,829,6791,3551,277,3832,3671,160,3837,1452,58,1516,790,29,813,15745,4941,20682
SED30060,360,4125,4487,5543,1174,6720,2986,329,3312,2761,219,2984,1286,111,1387,1077,92,1170,14014,6049,20058
SED30061,378,4931,5308,5186,1143,6327,2601,393,2988,2224,203,2429,972,81,1052,576,56,629,11936,6800,18735
SED30062,384,5407,5791,7038,1043,8080,4231,273,4507,4124,139,4267,1663,63,1722,972,31,1008,18412,6963,25375
SED30063,356,6279,6632,7122,1583,8702,2399,338,2735,1871,203,2067,1042,110,1152,751,71,818,13537,8580,22118
SED30064,318,4588,4911,6102,876,6973,2685,227,2909,2467,160,2630,1104,70,1174,657,31,690,13338,5953,19285
SED30065,368,3919,4288,6766,1081,7853,3115,250,3368,3379,158,3536,1366,46,1413,632,21,649,15629,5472,21099
SED30066,385,4931,5322,7191,1641,8837,2563,314,2882,2303,178,2480,871,65,933,381,34,417,13707,7164,20870
SED30067,349,6785,7132,6371,1348,7718,3367,329,3696,3050,151,3201,1041,55,1095,429,21,453,14601,8691,23295
SED30068,288,4076,4368,5745,610,6357,2518,134,2650,2599,64,2658,1029,34,1064,432,21,452,12611,4931,17545
SED30069,298,3284,3583,5798,619,6418,3245,175,3419,3590,108,3697,1476,58,1531,831,17,848,15238,4259,19496
SED30070,324,5705,6036,8635,1150,9782,2458,157,2619,1953,98,2050,968,55,1021,640,39,680,14980,7206,22187
SED30071,384,7782,8168,7393,1207,8600,2806,234,3038,2238,117,2358,884,47,929,457,24,480,14160,9409,23576
SED30072,314,4675,4993,6941,881,7818,3056,166,3222,2942,99,3047,1195,42,1241,620,14,631,15075,5877,20952
SED30073,475,6374,6848,5651,1219,6871,2862,313,3174,2478,186,2663,1116,87,1203,670,42,708,13252,8220,21471
SED30074,297,5081,5377,6014,752,6764,3312,169,3482,3292,73,3367,1228,35,1263,584,20,597,14728,6125,20855
SED30075,292,4204,4497,6738,945,7687,2801,231,3033,2689,167,2855,1292,78,1371,868,48,913,14687,5675,20363
SED30076,415,10481,10897,8163,3294,11459,2840,943,3780,1989,386,2374,678,120,799,266,59,329,14348,15280,29632
SED30077,336,5964,6300,6724,1216,7939,2333,317,2650,1937,177,2111,1020,100,1126,611,53,661,12967,7824,20788
SED30078,300,6865,7166,6511,1720,8230,3162,557,3718,2534,268,2807,954,104,1055,466,45,510,13925,9560,23485
SED30079,227,3214,3444,5548,518,6065,3327,135,3464,3440,95,3537,1372,30,1402,735,20,758,14662,4015,18676
SED30080,325,6884,7211,6461,1379,7846,3138,400,3540,3144,173,3312,1141,60,1202,378,26,404,14587,8924,23508
SED30081,176,2731,2909,4730,687,5410,3650,324,3974,3702,210,3915,1724,106,1830,1231,49,1277,15214,4101,19318
SED30082,318,8620,8938,7762,2756,10522,2507,671,3177,2023,316,2334,641,97,738,291,43,336,13553,12494,26040
SED30083,303,2962,3260,5415,722,6135,3630,249,3877,4002,166,4168,1614,71,1680,940,29,973,15900,4198,20098
SED30084,455,4157,4616,5700,941,6636,3036,307,3344,2504,187,2685,1154,99,1252,819,73,890,13663,5757,19422
SED30085,217,4667,4883,5288,1107,6398,3234,521,3754,3043,315,3352,1284,133,1420,918,95,1019,13989,6840,20823
SED30086,347,6831,7179,6758,1064,7819,2705,280,2992,2294,126,2418,1118,51,1161,710,17,729,13933,8366,22295
SED30087,370,6928,7302,6877,1054,7929,3006,292,3301,2486,131,2617,1158,75,1232,705,23,727,14600,8506,23112
SED30088,479,7848,8326,5891,1881,7773,2541,402,2940,1948,192,2138,769,59,831,484,29,508,12110,10409,22515
SED30089,373,5422,5789,3952,3355,7304,1844,421,2266,1682,302,1979,897,141,1043,810,98,906,9553,9729,19288
SED30090,368,5212,5578,4846,1701,6548,2071,293,2363,1800,194,1994,889,105,995,598,55,652,10579,7551,18130
SED30091,246,5298,5544,5551,1111,6663,3308,436,3739,2836,234,3069,1471,144,1615,1287,92,1379,14695,7318,22015
SED30092,596,4257,4854,5743,2106,7855,2748,380,3128,2700,230,2930,1178,120,1298,565,48,618,13528,7149,20677
SED30093,269,4947,5216,4983,1218,6198,3537,520,4058,3239,385,3627,1881,169,2054,2160,147,2305,16062,7385,23446
SED39797,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
SED40001,246,7768,8012,5473,1800,7271,1875,503,2378,1540,178,1719,526,42,570,142,26,171,9806,10321,20127
SED40002,238,5542,5784,4612,931,5540,2405,350,2757,2083,149,2236,683,46,731,259,20,275,10283,7050,17333
SED40003,231,2663,2895,4578,386,4963,2290,91,2384,2279,42,2321,730,18,745,244,8,250,10354,3213,13562
SED40004,197,3763,3963,4396,375,4778,1997,86,2081,2593,63,2657,876,22,902,293,8,302,10358,4329,14689
SED40005,245,5058,5307,5192,1024,6212,1745,194,1938,1473,125,1592,709,56,770,311,40,355,9679,6501,16182
SED40006,204,4924,5128,4174,764,4940,2379,225,2604,2099,97,2196,769,44,809,392,18,401,10021,6064,16077
SED40007,206,4177,4376,4629,488,5117,2123,121,2243,2310,65,2375,748,23,766,240,4,241,10251,4868,15115
SED40008,200,5032,5229,4126,1005,5129,2423,390,2819,2099,187,2282,808,78,886,600,43,646,10252,6733,16985
SED40009,217,2707,2924,4608,357,4961,2230,89,2320,2268,66,2332,746,36,784,286,14,294,10357,3272,13629
SED40010,242,5767,6011,4721,847,5568,2065,246,2304,2035,122,2156,634,44,675,173,14,186,9864,7030,16898
SED40011,228,4799,5030,4363,663,5029,2202,254,2455,2320,107,2427,792,26,818,283,22,306,10188,5881,16068
SED40012,240,4107,4347,3935,659,4589,2335,227,2566,1912,129,2037,927,59,986,730,35,764,10081,5211,15288
SED40013,226,4316,4545,4107,747,4853,2523,311,2831,2545,161,2706,920,58,979,559,54,609,10879,5640,16516
SED40014,263,4880,5146,6216,771,6984,1474,101,1574,1118,64,1186,493,25,512,215,13,221,9780,5852,15628
SED40015,350,4564,4912,4680,1202,5886,1598,205,1800,1554,132,1680,728,72,804,326,31,353,9233,6208,15445
SED40016,200,4006,4199,4228,594,4827,2243,199,2445,2034,112,2148,827,61,889,528,26,551,10069,4988,15053
SED40017,257,4080,4339,4946,764,5716,1854,165,2015,1727,103,1829,891,38,926,463,19,479,10136,5170,15304
SED40018,224,5224,5453,4965,663,5628,2104,224,2333,1858,91,1952,662,27,693,234,12,247,10052,6252,16306
SED40019,283,5778,6060,4143,1230,5374,1725,240,1960,1476,151,1629,689,63,750,437,36,469,8750,7495,16246
SED40020,274,4453,4721,5011,721,5734,1774,162,1934,1634,116,1748,715,40,745,406,21,426,9802,5505,15312
SED40021,222,4732,4952,4589,646,5236,2329,206,2536,2277,113,2392,777,40,816,265,24,292,10467,5763,16231
SED40022,231,2344,2573,4437,426,4862,1978,116,2102,2227,81,2306,827,25,856,306,15,319,10005,3008,13016
SED40023,205,3653,3863,4334,477,4814,2164,125,2281,1866,68,1932,720,29,750,325,13,337,9614,4364,13981
SED40024,298,4456,4756,4888,719,5604,2426,177,2608,2121,98,2216,798,36,834,317,14,329,10839,5502,16338
SED40025,342,3317,3657,4631,490,5121,2248,138,2384,2184,77,2263,885,32,921,343,18,359,10626,4074,14705
SED40026,190,2928,3120,4282,323,4605,2243,69,2312,2299,39,2341,874,23,896,401,6,406,10297,3388,13682
SED40027,203,4491,4697,4594,551,5147,2000,134,2132,1649,61,1711,541,32,565,221,13,234,9203,5287,14491
SED40028,283,3811,4090,4306,558,4863,2177,113,2295,1861,73,1936,798,34,837,399,13,411,9825,4606,14425
SED40029,259,4963,5223,5445,907,6354,1750,230,1977,1554,152,1710,793,74,868,310,39,347,10118,6363,16471
SED40030,308,4129,4438,5147,786,5936,1964,144,2105,1774,103,1879,747,39,783,320,18,334,10261,5223,15482
SED40031,177,3041,3223,4370,359,4732,2356,111,2462,2454,51,2505,846,23,869,335,10,345,10539,3594,14135
SED40032,241,5489,5730,4676,726,5403,1881,208,2093,1644,74,1720,496,20,514,148,7,156,9100,6523,15622
SED40033,235,4467,4700,4530,641,5170,1731,166,1901,1657,77,1730,692,33,725,329,20,346,9170,5401,14572
SED40034,276,4826,5109,5390,1042,6432,1311,142,1452,1042,85,1126,535,42,577,278,15,300,8840,6157,15000
SED40035,188,3858,4045,4687,460,5148,2155,89,2248,1990,61,2043,707,21,726,308,9,322,10036,4490,14523
SED40036,166,3094,3257,3573,516,4087,2401,182,2579,2346,108,2453,1121,58,1180,851,33,880,10463,3989,14445
SED40037,268,5054,5321,4714,685,5407,2128,138,2269,1751,47,1808,611,18,631,257,16,265,9733,5967,15698
SED40038,182,4565,4749,3928,712,4640,2343,236,2579,1993,106,2103,1072,67,1135,894,34,929,10414,5720,16137
SED40039,231,4634,4870,4665,638,5305,2181,166,2343,1710,75,1784,613,32,642,249,13,263,9656,5557,15211
SED40040,268,3323,3589,5064,482,5545,1973,128,2102,2056,91,2147,830,29,851,376,15,390,10563,4057,14624
SED40041,308,5385,5693,4499,1151,5653,1677,212,1884,1260,124,1378,644,54,700,343,32,377,8726,6956,15682
SED40042,235,3970,4204,3878,774,4652,2295,246,2537,2033,135,2165,1026,63,1085,830,44,873,10287,5226,15517
SED40043,208,4487,4697,4671,722,5391,2665,254,2917,2465,133,2600,870,59,930,407,34,441,11282,5692,16973
SED40044,233,4302,4536,4628,583,5211,2009,199,2207,2211,75,2279,792,21,811,173,11,180,10038,5189,15230
SED40045,225,2827,3053,4484,372,4853,2159,80,2240,2570,48,2619,842,21,868,245,11,259,10525,3359,13888
SED40046,212,4557,4774,4184,803,4984,2096,347,2446,2045,150,2194,619,56,679,249,27,275,9403,5955,15351
SED40047,211,3132,3344,4458,391,4848,2247,96,2345,2186,49,2236,802,21,819,361,8,374,10268,3692,13963
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,313,4570,4882,4993,718,5707,1910,189,2101,1697,74,1772,737,38,777,408,19,425,10060,5605,15664
SED50202,382,5376,5757,5205,873,6082,2960,260,3218,2383,152,2536,1144,88,1233,819,53,863,12892,6800,19689
SED50304,392,6835,7224,5504,994,6494,2710,281,2986,2173,121,2299,716,41,753,302,6,312,11795,8273,20067
SED50405,586,3549,4144,5146,639,5787,3523,202,3726,3572,142,3713,1559,67,1627,784,41,818,15167,4644,19814
SED50502,354,4199,4551,4526,651,5179,2580,208,2789,2330,126,2458,911,51,961,603,36,639,11305,5272,16578
SED50605,296,3480,3774,5142,477,5613,2570,190,2758,2816,101,2915,1078,27,1103,404,19,423,12299,4294,16592
SED50702,492,6521,7014,5511,1212,6726,2697,390,3089,2105,195,2301,815,72,885,459,24,483,12085,8420,20502
SED50805,299,4610,4908,4459,607,5065,2210,139,2346,2344,60,2403,813,33,843,210,0,213,10334,5452,15784
SED50906,423,5490,5915,5331,861,6195,2318,221,2535,2067,90,2164,859,41,897,380,27,405,11380,6735,18108
SED51004,415,2762,3175,4757,448,5209,3021,131,3153,2975,78,3055,1111,37,1149,459,10,472,12736,3479,16219
SED51104,602,4138,4739,5583,607,6186,3551,173,3730,3285,127,3406,1429,63,1497,681,28,712,15135,5136,20275
SED51205,365,5072,5438,5059,912,5966,3138,424,3563,2767,234,3004,1177,95,1271,744,50,794,13253,6784,20034
SED51304,267,2664,2930,4871,330,5204,2354,73,2434,3151,47,3201,1080,15,1096,302,9,311,12033,3140,15169
SED51401,403,4900,5302,4865,1043,5908,1627,235,1860,1324,177,1499,634,99,727,369,35,405,9223,6474,15701
SED51504,294,4122,4416,4531,578,5106,2398,173,2577,3129,71,3201,1121,21,1145,268,3,272,11738,4968,16706
SED51605,407,3546,3950,4741,588,5325,3021,150,3172,3292,81,3372,1193,55,1249,479,14,497,13135,4429,17565
SED51706,465,4135,4598,5594,699,6296,2341,149,2489,2262,109,2374,966,47,1009,438,24,462,12062,5165,17227
SED51804,369,4931,5297,4995,758,5749,2198,217,2409,2420,116,2529,1049,50,1099,277,8,287,11303,6074,17376
SED51902,397,2527,2923,4881,437,5314,2719,109,2833,2838,65,2904,1276,55,1327,797,18,815,12909,3210,16125
SED52006,529,4164,4687,6463,592,7057,2172,95,2270,1946,71,2017,770,31,793,309,15,317,12189,4959,17142
SED52102,367,3788,4163,4473,570,5047,2525,146,2674,2327,100,2430,1038,39,1077,538,31,573,11273,4678,15954
SED52205,482,6452,6930,5489,1170,6655,2440,330,2771,1946,148,2091,601,45,644,235,24,254,11192,8156,19350
SED52301,455,4335,4791,4416,929,5348,2036,265,2301,1700,154,1858,757,87,850,437,60,494,9810,5836,15645
SED52404,429,3016,3447,5062,387,5447,2607,124,2735,2798,54,2855,924,19,939,284,12,296,12110,3619,15729
SED52505,344,2190,2536,4830,362,5195,3702,115,3822,4361,80,4444,1576,35,1611,706,16,723,15522,2804,18324
SED52604,360,3019,3379,4873,495,5371,2538,164,2701,2498,78,2577,910,36,945,329,17,344,11501,3812,15318
SED52702,329,2764,3088,4973,337,5313,2174,63,2243,2310,45,2352,1018,13,1031,398,12,410,11202,3240,14440
SED52803,297,4417,4712,3275,1135,4411,1741,286,2023,1610,208,1816,760,97,851,440,37,472,8117,6175,14293
SED52903,279,4015,4291,2265,4265,6532,1433,575,2007,1362,505,1864,824,259,1089,913,138,1054,7075,9760,16832
SED53004,330,3136,3473,5069,388,5459,2574,80,2659,2760,40,2799,950,17,970,302,8,311,11987,3681,15662
SED53105,424,3890,4315,4424,662,5082,2951,199,3147,3055,107,3166,1208,59,1261,624,25,653,12689,4941,17626
SED53204,289,2354,2643,4058,314,4375,3049,84,3135,3694,71,3759,1379,24,1401,688,19,712,13163,2869,16033
SED53306,480,5896,6374,5663,818,6479,2522,198,2720,2048,105,2153,874,47,917,438,32,469,12018,7093,19118
SED53402,423,6383,6806,5237,1039,6275,2544,273,2825,2209,122,2336,595,40,642,211,14,230,11228,7874,19103
SED53502,426,5657,6084,5312,835,6146,2704,218,2918,2319,111,2431,925,44,977,485,34,523,12170,6904,19079
SED53602,255,4710,4963,4262,786,5050,2664,304,2968,2318,171,2491,1192,79,1276,960,47,1010,11652,6094,17753
SED53701,470,4450,4922,5113,1417,6530,1684,251,1935,1388,216,1608,705,85,789,385,47,431,9749,6469,16212
SED53802,323,4876,5198,5331,800,6137,2777,235,3012,2371,124,2495,920,53,971,480,25,511,12207,6109,18316
SED53902,305,6328,6634,5189,913,6109,2323,244,2568,2093,120,2213,659,36,699,228,17,235,10799,7659,18455
SED54006,485,3833,4315,5558,652,6213,2197,161,2357,2079,104,2185,941,57,1001,518,29,547,11784,4834,16616
SED54104,355,6046,6408,5343,1006,6347,2206,304,2514,2367,144,2510,923,42,971,232,10,240,11430,7553,18986
SED54203,206,3263,3466,1822,4019,5842,782,395,1178,762,424,1181,400,171,575,309,124,436,4282,8395,12678
SED54304,566,9950,10516,7006,2009,9018,2441,615,3053,1916,201,2117,496,36,533,124,16,138,12544,12828,25374
SED54403,416,4624,5047,3045,2049,5093,1932,464,2396,2133,376,2516,1093,182,1269,681,102,784,9305,7799,17106
SED54505,231,2756,2986,4201,335,4537,2710,102,2815,3433,60,3490,1330,35,1363,539,8,549,12448,3300,15743
SED54605,436,5896,6329,5369,778,6155,2166,154,2323,1646,76,1727,660,39,700,319,13,336,10605,6962,17568
SED54701,363,4803,5158,4561,1049,5608,1691,247,1942,1520,167,1689,715,108,822,376,51,418,9228,6417,15647
SED54804,541,6043,6587,5466,1148,6605,2498,349,2845,2457,118,2573,639,28,669,174,18,192,11771,7699,19473
SED54905,339,5845,6187,5465,998,6461,2259,330,2587,2108,100,2209,667,45,708,217,23,235,11052,7343,18389
SED55005,273,2751,3028,4073,445,4513,3021,163,3186,3574,94,3665,1501,56,1566,887,25,910,13334,3529,16865
SED55102,445,2861,3303,4686,468,5157,2776,158,2933,2912,97,3011,1259,44,1305,753,25,778,12839,3649,16487
SED55202,315,4686,4997,4788,766,5550,2717,251,2973,2425,150,2575,1174,68,1246,836,46,884,12257,5974,18230
SED55306,482,4224,4699,5603,1019,6621,2267,210,2474,2215,169,2378,869,66,940,348,30,378,11779,5720,17495
SED55405,381,6892,7275,5151,1394,6542,2529,632,3164,2120,331,2454,651,140,794,323,85,408,11159,9477,20633
SED55504,459,3261,3725,4655,456,5117,3133,133,3267,3194,88,3280,1294,38,1325,657,23,678,13390,3995,17385
SED55605,530,2875,3406,4732,485,5214,3028,148,3181,3020,105,3125,1310,53,1369,644,21,668,13271,3687,16959
SED55706,514,5128,5641,5767,1269,7034,2089,260,2354,1722,192,1915,790,92,882,331,46,378,11211,6993,18209
SED55802,366,3138,3501,4844,563,5412,3354,164,3520,3322,77,3406,1335,48,1383,844,23,870,14065,4028,18092
SED55905,324,4474,4799,4839,675,5516,2407,197,2605,2126,110,2240,729,48,777,291,23,317,10720,5534,16254
SED59797,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SED60105,162,3308,3470,3065,479,3546,1296,140,1434,1166,69,1235,447,19,462,157,9,170,6303,4018,10319
SED60106,59,1090,1149,1174,210,1379,350,43,385,288,26,316,138,18,152,59,7,65,2064,1395,3451
SED60113,266,4298,4562,5182,652,5828,1997,150,2145,1868,79,1947,714,32,742,326,14,344,10344,5225,15572
SED60115,225,4879,5105,4783,841,5621,2179,241,2422,1694,138,1835,762,82,839,483,28,513,10126,6214,16340
SED60207,269,4881,5148,5441,716,6150,2109,131,2243,1671,73,1750,661,31,689,342,16,358,10493,5850,16339
SED60208,273,3997,4268,4645,525,5175,1756,130,1887,1464,63,1528,589,46,634,286,16,300,9010,4778,13787
SED60209,322,5532,5853,5230,882,6109,1867,181,2050,1606,122,1729,681,52,736,367,19,384,10076,6785,16857
SED60301,91,1987,2076,1855,273,2123,1005,85,1090,806,43,851,347,23,373,185,9,195,4288,2418,6709
SED60302,230,4777,5002,4087,664,4749,2098,253,2355,1635,139,1773,772,73,840,481,26,510,9301,5932,15228
SED60303,250,4700,4951,4183,934,5117,1850,481,2329,1673,201,1872,577,71,646,216,33,253,8750,6417,15164
SED60304,5,15,18,46,6,51,23,0,23,23,0,23,10,0,10,3,0,3,108,22,129
SED60310,120,2100,2221,2486,402,2892,1075,161,1237,1042,113,1155,408,59,474,197,29,227,5333,2864,8200
SED60404,295,3332,3628,4808,636,5445,1916,113,2036,1820,93,1912,781,30,815,433,24,455,10056,4231,14283
SED60410,113,1747,1864,1935,236,2172,908,102,1009,844,38,881,324,13,340,131,10,144,4264,2147,6406
SED60411,214,3790,4003,4263,504,4777,1851,139,1996,1571,73,1645,596,36,627,245,22,265,8740,4568,13306
SED60414,198,2276,2473,3210,381,3585,1648,102,1750,1496,68,1563,623,27,656,301,15,314,7474,2867,10333
SED60501,138,2395,2538,2505,417,2921,1273,149,1419,1031,80,1111,470,41,513,321,12,335,5743,3100,8845
SED60505,80,1087,1167,1416,154,1565,643,28,676,550,13,567,183,5,191,84,0,88,2962,1290,4257
SED60506,239,3945,4180,4569,683,5255,1553,140,1689,1235,62,1292,567,26,589,286,11,297,8443,4864,13307
SED60508,41,509,551,729,120,848,254,20,276,213,11,222,98,5,104,48,5,53,1386,669,2060
SED60512,272,4001,4275,4900,774,5676,1869,160,2030,1553,108,1660,595,40,631,310,30,334,9491,5113,14598
SED60514,62,842,902,1383,136,1523,630,34,663,546,15,563,191,3,191,81,5,88,2898,1041,3931
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,21,499,513,298,398,694,214,53,275,198,48,246,164,21,181,550,6,557,1443,1024,2468
SED70002,77,911,987,853,237,1089,580,91,674,468,36,501,234,13,247,147,7,160,2361,1300,3665
SED70003,27,499,525,291,606,898,215,53,267,248,75,326,191,35,227,521,11,532,1500,1274,2780
SED70004,26,860,890,424,852,1274,225,77,301,214,67,280,162,23,183,392,12,411,1444,1897,3343
SED70005,95,696,791,710,164,870,511,91,601,440,51,497,221,31,257,129,12,138,2103,1048,3149
SED70006,72,1013,1088,751,271,1025,483,81,566,400,37,438,172,17,187,137,6,148,2023,1429,3447
SED70007,100,565,665,745,145,896,552,68,622,532,35,570,232,20,250,126,3,134,2289,840,3129
SED70008,71,630,706,687,298,982,536,71,606,525,57,582,213,32,253,162,17,185,2203,1108,3306
SED70009,70,997,1067,693,953,1648,279,153,438,264,130,395,186,54,239,354,39,393,1856,2328,4181
SED70010,82,935,1022,717,212,928,466,102,568,398,60,456,196,24,220,127,19,145,1981,1360,3345
SED70011,91,1003,1094,817,275,1088,476,95,568,358,40,394,152,14,168,82,7,90,1969,1432,3403
SED70012,90,978,1065,823,578,1400,512,131,647,328,74,404,128,17,152,72,18,86,1963,1798,3755
SED70013,83,739,826,816,447,1262,469,126,589,475,98,575,250,32,278,222,20,242,2312,1461,3769
SED70014,9,893,898,280,474,757,141,41,182,153,40,187,138,12,145,473,5,474,1184,1468,2652
SED70015,62,806,871,772,225,1001,545,73,620,409,37,447,217,26,240,127,13,139,2135,1183,3317
SED70016,51,651,700,653,172,826,469,64,537,416,36,448,218,20,240,185,19,209,1994,965,2957
SED70017,70,914,986,665,638,1303,366,107,471,326,110,433,195,46,241,200,31,227,1818,1849,3664
SED70018,33,416,445,279,160,436,222,53,276,262,49,307,152,26,178,505,9,516,1452,714,2164
SED70019,59,1172,1227,698,835,1536,404,94,492,380,72,449,234,52,283,288,18,304,2055,2245,4297
SED70020,91,577,668,748,533,1274,388,71,459,441,99,546,252,41,292,175,21,197,2094,1349,3436
SED70021,79,1122,1203,838,327,1166,551,82,627,385,48,435,156,19,179,97,7,106,2102,1611,3713
SED70022,134,1803,1936,1198,562,1765,510,210,718,402,84,484,119,21,144,59,8,61,2417,2689,5106
SED70023,59,526,588,731,265,992,518,77,596,429,57,484,197,23,223,138,9,147,2082,953,3034
SED70024,147,599,750,894,246,1142,727,70,797,713,34,750,316,21,339,178,8,183,2980,984,3963
SED70025,95,504,602,761,173,932,606,77,683,591,48,635,263,27,288,172,18,191,2484,840,3327
SED79797,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SED80001,481,6903,7378,9193,961,10153,5083,263,5348,5182,156,5334,2003,65,2071,949,19,969,22893,8371,31260
SED80002,485,9110,9593,10606,1697,12305,5426,678,6098,5350,317,5656,1989,125,2114,970,64,1032,24809,11993,36800
SED80003,622,13191,13812,10172,2872,13044,3899,1081,4981,3468,430,3897,1170,154,1329,397,53,450,19732,17786,37521
SED80004,539,9011,9554,10058,1315,11370,4966,453,5425,5388,218,5607,2003,78,2084,773,46,819,23727,11127,34855
SED80005,512,6219,6732,8627,1226,9845,6007,494,6501,6929,349,7274,2697,140,2835,1286,67,1357,26046,8491,34537
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,33,580,614,467,122,592,195,45,239,173,26,201,88,12,99,65,4,68,1008,794,1805
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
