SED_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SED40008,10100,27630,3696,7866,1259,2715,4956,10577,1099,2102,89,170,472,761,115,192,60,128,1835,3347,12,37,0,0,0,0,46,125,59,161,43,91,16985,41816,1245,..,18236,41816
SED40009,12597,33259,553,889,241,425,794,1308,87,178,0,0,0,0,0,0,7,29,96,214,86,112,22,38,0,0,0,0,103,158,38,61,13629,34997,585,..,14217,34997
SED40010,8605,22615,3050,5291,1953,3859,5003,9149,2576,4256,253,407,227,387,92,146,10,18,3157,5201,14,31,23,39,0,0,44,92,82,158,48,96,16898,37228,1603,..,18495,37228
SED40011,10658,28275,2826,5343,645,1398,3478,6741,1721,2847,101,176,42,75,0,0,4,4,1871,3102,3,4,0,0,0,0,16,35,21,44,50,80,16068,38239,996,..,17059,38239
SED40012,12276,33535,2669,5478,198,321,2869,5800,54,85,63,82,0,0,0,0,6,10,115,178,0,0,0,0,7,3,0,0,7,3,27,46,15288,39559,1028,..,16315,39559
SED40013,12047,33248,2156,4200,1269,3049,3422,7245,699,1369,96,152,165,252,0,0,15,45,975,1820,0,0,0,0,0,0,10,29,10,29,64,131,16516,42472,1130,..,17642,42472
SED40014,13997,30179,925,1319,181,356,1113,1679,215,284,31,49,18,31,0,0,0,5,268,369,89,147,70,105,5,6,10,21,174,277,79,139,15628,32643,6247,..,21877,32643
SED40015,13055,30953,892,1541,118,254,1009,1801,471,630,7,11,0,0,0,4,15,35,495,684,458,918,142,287,40,68,39,92,684,1367,201,363,15445,35169,3918,..,19362,35169
SED40016,12351,32686,1114,2008,689,1557,1801,3563,306,510,306,558,222,410,0,0,12,43,847,1515,0,0,0,0,0,0,3,12,3,12,44,77,15053,37858,881,..,15927,37858
SED40017,14556,35560,483,758,6,15,490,774,29,32,0,0,0,5,0,0,7,20,33,56,112,225,27,39,0,17,25,53,164,331,61,112,15304,36837,2233,..,17531,36837
SED40018,10200,25524,4093,7216,1272,2698,5359,9910,529,788,120,179,25,37,0,0,10,18,679,1020,0,0,0,3,5,3,20,47,31,56,34,66,16306,36578,1404,..,17706,36578
SED40019,10447,25530,4164,8073,39,66,4200,8136,645,890,52,65,0,0,0,0,28,66,726,1021,445,823,113,151,25,63,21,60,607,1095,267,451,16246,36233,3719,..,19968,36233
SED40020,13829,33055,1093,1795,18,33,1111,1829,48,76,0,0,0,0,0,3,4,8,51,85,87,140,115,195,20,24,19,45,241,404,75,150,15312,35518,2099,..,17408,35518
SED40021,11530,29526,1843,3747,621,1490,2462,5236,2177,3693,3,7,0,0,0,0,12,20,2192,3720,0,0,0,0,0,0,3,13,3,13,40,85,16231,38584,1204,..,17435,38584
SED40022,12649,33575,168,223,20,39,185,265,60,86,20,24,0,0,0,0,7,16,84,129,53,101,3,12,0,0,13,21,76,128,28,49,13016,34152,953,..,13968,34152
SED40023,12398,31595,1165,1766,64,163,1236,1933,167,216,0,0,0,0,0,0,10,20,176,236,17,21,142,196,0,5,0,4,161,224,8,17,13981,34005,636,..,14619,34005
SED40024,13834,34688,997,1564,409,886,1404,2452,861,1365,54,71,47,76,0,0,15,25,974,1545,57,95,28,52,9,17,3,5,102,167,30,58,16338,38908,1058,..,17397,38908
SED40025,13721,35427,734,1122,95,194,827,1316,79,140,0,0,0,0,0,0,3,11,88,147,31,49,6,8,0,0,0,5,40,64,27,41,14705,36999,1065,..,15765,36999
SED40026,12585,33911,772,1228,251,491,1026,1713,70,112,0,0,0,0,0,0,0,3,73,115,0,0,0,0,0,0,0,13,0,13,4,6,13682,35761,489,..,14173,35761
SED40027,9338,23017,2606,4892,1467,2958,4074,7848,678,1081,47,77,71,105,108,199,20,45,927,1510,64,101,40,42,0,3,13,34,118,184,26,46,14491,32600,1113,..,15607,32600
SED40028,12092,31452,1817,2901,233,504,2054,3406,143,172,0,0,0,0,0,0,0,4,144,177,56,90,10,9,6,9,0,0,76,103,65,126,14425,35265,860,..,15291,35265
SED40029,15372,35529,617,982,16,29,629,1011,176,217,0,0,0,0,0,0,3,4,180,225,110,191,38,63,15,36,26,49,186,335,112,202,16471,37296,4403,..,20876,37296
SED40030,14175,34154,666,1036,119,230,789,1269,133,204,51,62,0,0,0,0,10,21,196,278,145,208,64,94,7,6,21,43,231,351,83,159,15482,36215,4550,..,20027,36215
SED40031,11529,31138,1543,3318,417,1050,1955,4367,567,992,0,0,43,64,0,0,6,25,621,1077,0,0,0,0,0,0,0,0,0,0,24,43,14135,36629,684,..,14819,36629
SED40032,7735,19538,3668,6368,1224,2603,4888,8973,1482,2283,530,847,591,1000,303,479,6,10,2912,4618,0,0,0,0,3,3,45,72,45,73,42,81,15622,33284,1742,..,17363,33284
SED40033,11637,28742,1667,2936,48,82,1718,3016,982,1396,0,0,20,32,0,0,0,0,1006,1422,18,26,4,4,27,30,70,194,116,251,98,143,14572,33576,1914,..,16489,33576
SED40034,13734,29581,623,974,72,138,699,1116,69,90,0,0,0,0,0,0,0,0,67,92,252,437,137,242,6,15,34,68,437,762,64,113,15000,31664,8182,..,23178,31664
SED40035,12134,31064,1327,2081,174,390,1504,2468,845,1271,0,0,0,0,0,0,10,21,857,1293,11,32,0,0,0,0,0,0,11,32,27,57,14523,34914,737,..,15256,34914
SED40036,12494,37065,915,1765,369,838,1279,2603,411,632,99,180,115,166,0,0,11,26,628,1007,0,0,0,0,0,0,11,24,11,24,33,53,14445,40748,599,..,15043,40748
SED40037,10906,26689,2073,3671,1071,2175,3148,5854,1111,1682,140,224,265,372,0,0,9,21,1518,2299,5,4,30,37,10,9,43,85,84,137,44,71,15698,35048,1300,..,16999,35048
SED40038,12358,34897,2782,5362,230,559,3008,5918,718,1252,0,0,0,0,0,0,11,19,723,1270,0,0,0,0,6,7,0,0,7,8,32,80,16137,42174,880,..,17019,42174
SED40039,12969,31099,1943,2903,243,471,2185,3371,30,49,0,0,0,0,0,0,9,33,35,79,0,0,0,0,0,0,0,0,0,10,16,34,15211,34588,889,..,16098,34588
SED40040,13777,35011,535,817,16,40,552,862,102,124,0,0,0,0,0,4,0,0,104,134,93,151,39,58,8,7,10,25,147,237,42,94,14624,36328,1289,..,15911,36328
SED40041,12875,29190,1457,2707,33,72,1487,2782,460,627,0,0,0,0,0,0,9,19,472,649,316,586,68,132,172,269,31,64,587,1042,268,460,15682,34114,2874,..,18555,34114
SED40042,12903,36020,1830,3783,238,480,2069,4263,166,254,0,0,0,0,0,0,0,3,164,256,231,340,97,120,0,5,0,0,333,466,46,92,15517,41087,1056,..,16576,41087
SED40043,13408,35072,1833,3766,423,954,2258,4724,1171,2143,0,0,0,0,0,9,13,32,1186,2175,62,84,7,12,0,0,0,0,74,103,57,87,16973,42163,1008,..,17979,42163
SED40044,9068,24812,2094,3969,763,1539,2853,5509,2656,4488,238,391,322,513,48,92,0,4,3264,5486,0,0,0,0,0,4,17,34,21,34,29,63,15230,35904,1350,..,16579,35904
SED40045,12047,32743,924,1616,113,280,1037,1897,711,1099,7,8,0,0,0,0,5,8,723,1117,30,41,9,20,4,8,7,25,54,91,28,58,13888,35901,730,..,14613,35901
SED40046,10315,26515,2145,4113,688,1558,2833,5677,1771,3213,249,372,63,100,0,0,8,28,2095,3710,0,0,0,0,0,0,18,40,18,40,84,164,15351,36105,1218,..,16576,36105
SED40047,12690,33474,999,1587,136,268,1136,1853,121,190,0,0,0,0,0,0,12,27,138,213,0,0,0,0,0,0,0,0,0,0,9,11,13963,35550,582,..,14546,35550
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED50106,13967,33814,1052,1575,125,188,1175,1766,52,75,0,0,0,0,0,0,25,48,74,122,145,229,156,217,92,97,7,13,401,547,53,92,15664,36346,2295,..,17961,36346
SED50202,16323,43654,2766,5068,42,74,2807,5140,156,238,59,90,0,0,0,0,20,42,235,370,115,144,139,186,36,35,10,18,298,385,34,46,19689,49596,1651,..,21342,49596
SED50304,10097,25711,7377,13745,1116,2252,8495,16003,1118,1848,322,519,8,6,0,0,5,12,1457,2385,0,0,0,0,0,0,0,0,0,0,20,33,20067,44135,1603,..,21674,44135
SED50405,18839,53595,545,956,105,174,654,1134,49,70,116,170,11,8,0,0,5,17,184,260,36,63,26,30,9,9,53,75,119,182,15,33,19814,55207,1240,..,21057,55207
SED50502,14121,37797,1741,3140,264,547,2012,3688,276,407,65,91,58,90,0,0,30,50,423,626,0,0,0,5,4,15,5,9,10,19,16,37,16578,42166,1164,..,17748,42166
SED50605,12749,35541,2026,4054,754,1785,2782,5835,262,435,131,204,448,797,182,297,12,33,1035,1758,0,0,0,0,0,3,3,6,6,10,18,30,16592,43187,1565,..,18157,43187
SED50702,13314,33285,2224,4314,1595,3295,3820,7610,650,1069,628,1005,639,1012,1334,2338,21,39,3263,5467,27,38,4,12,12,12,9,6,47,65,58,100,20502,46525,2675,..,23174,46525
SED50805,10423,27821,3214,5663,984,2052,4194,7715,389,545,442,624,223,361,35,65,15,35,1106,1632,0,0,0,0,9,12,15,25,26,35,31,68,15784,37266,1365,..,17146,37266
SED50906,14329,35729,2424,3745,483,876,2904,4622,445,668,123,194,24,35,36,60,7,14,639,971,91,131,42,59,43,45,9,23,190,258,44,76,18108,41661,1950,..,20060,41661
SED51004,14748,41427,943,1717,196,339,1139,2055,77,123,216,362,3,7,0,0,13,20,306,512,5,3,0,0,11,14,3,7,13,20,9,20,16219,44046,1016,..,17230,44046
SED51104,19232,52402,796,1257,145,241,946,1499,50,82,4,14,0,0,0,0,11,34,71,126,0,0,6,7,8,7,0,0,12,12,18,29,20275,54075,1656,..,21932,54075
SED51205,15292,41582,3089,6789,572,1229,3665,8020,473,938,200,364,154,308,111,179,32,84,981,1874,22,35,0,0,12,9,21,63,58,111,46,87,20034,51674,1765,..,21796,51674
SED51304,12952,36774,1238,2295,529,1143,1766,3441,276,354,35,57,115,184,0,0,16,32,445,628,0,0,0,0,0,0,0,0,0,0,6,21,15169,40867,932,..,16102,40867
SED51401,14722,33390,490,768,26,45,519,810,52,78,0,0,0,0,0,0,8,8,61,93,167,263,50,69,26,39,31,46,266,407,131,234,15701,34935,3567,..,19267,34935
SED51504,10735,30935,1682,3381,1296,2876,2977,6261,1219,2202,1214,2251,352,533,180,316,16,27,2971,5333,0,3,0,0,4,0,0,6,11,14,9,14,16706,42556,1288,..,17991,42556
SED51605,14849,42495,898,1615,171,335,1069,1948,298,431,371,573,503,829,163,242,11,24,1349,2105,9,11,272,402,10,7,3,3,286,428,10,28,17565,47003,1047,..,18613,47003
SED51706,15858,40075,749,1207,13,28,759,1233,182,277,0,0,0,0,0,0,5,9,187,284,144,246,153,217,74,91,17,25,388,578,41,75,17227,42244,1784,..,19013,42244
SED51804,10286,29004,1367,2787,1630,3230,2992,6013,776,1183,1134,1601,1845,3093,304,487,9,18,4057,6374,0,0,0,0,14,18,9,12,22,32,15,23,17376,41448,2194,..,19568,41448
SED51902,15732,44974,175,301,3,9,176,307,15,20,0,0,0,0,0,0,35,74,53,92,14,24,95,152,8,10,14,33,131,224,30,64,16125,45661,979,..,17104,45661
