SED_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SED30034,318,3,0,6,0,328,179,4,0,0,0,187,184,7,0,0,0,191,336,0,3,3,0,344,483,4,4,9,0,496,1250,17,3,9,0,1279,973,4,6,10,3,996,732,4,5,3,0,752,231,0,0,0,0,232,158,0,0,0,0,166,135,0,0,8,0,143,344,0,6,0,6,356,5328,53,29,45,20,5475
SED30035,253,0,0,0,3,262,120,0,0,5,0,128,101,0,0,0,0,106,268,4,3,6,0,280,368,6,0,11,0,377,1313,6,0,3,0,1334,1689,3,0,3,6,1697,1670,4,0,0,0,1682,530,0,0,0,0,530,299,0,4,0,0,301,151,0,0,0,0,158,408,4,0,9,0,418,7171,31,21,42,14,7274
SED30036,345,13,3,0,0,364,127,0,0,0,0,129,88,5,0,0,0,97,171,7,0,0,0,184,261,50,3,0,0,314,1173,121,7,0,5,1303,1462,105,3,0,0,1574,1413,37,4,0,0,1451,451,8,0,0,0,458,288,8,0,0,0,296,165,12,0,0,0,170,381,29,0,0,0,402,6330,394,26,0,5,6750
SED30037,213,9,0,0,0,221,101,10,0,0,0,104,86,3,4,0,0,92,230,12,3,0,0,249,424,27,4,0,0,451,1643,67,19,0,0,1729,1700,18,15,6,0,1737,1179,7,3,0,0,1187,289,0,0,0,0,292,186,0,0,0,0,187,95,0,0,0,0,95,332,6,0,0,0,338,6478,156,45,8,0,6688
SED30038,230,4,0,0,0,235,108,3,0,0,0,111,122,6,0,0,0,125,253,7,3,0,0,256,429,17,0,0,0,446,1582,21,3,0,0,1599,1503,11,0,0,0,1515,1318,9,0,0,0,1331,525,0,0,0,5,529,345,0,0,0,0,345,158,0,0,0,0,158,369,3,0,0,0,373,6933,82,13,4,10,7039
SED30039,260,0,0,0,0,263,109,4,0,0,0,115,101,0,0,0,0,101,189,0,0,0,0,196,299,3,0,0,0,302,1209,31,0,0,0,1248,2322,37,5,0,3,2365,3463,23,3,0,0,3495,1428,3,0,0,0,1431,856,5,0,0,0,862,380,0,0,0,0,382,612,7,7,0,0,621,11236,130,18,3,4,11390
SED30040,234,28,14,0,0,275,91,23,3,0,0,116,77,19,9,0,0,101,126,24,14,0,0,163,195,25,5,0,0,223,546,90,40,0,0,672,783,114,56,0,0,954,1561,63,61,0,0,1682,786,28,15,0,0,830,557,13,17,0,0,592,355,6,7,0,0,367,368,27,20,0,0,408,5674,458,256,0,4,6390
SED30041,271,4,12,18,4,300,122,9,0,0,0,128,110,3,0,0,0,116,203,9,8,4,0,223,301,9,12,0,0,330,1273,22,29,7,0,1330,1588,29,13,0,0,1638,1510,9,15,0,4,1542,564,3,4,0,0,570,357,4,0,0,0,366,223,7,0,0,0,229,403,3,4,0,0,409,6920,114,107,37,9,7187
SED30042,274,15,0,0,0,286,98,9,0,0,0,103,102,11,5,0,0,113,203,10,0,0,0,218,309,49,7,0,0,363,1073,103,10,0,0,1177,2037,59,3,0,0,2103,2512,19,4,0,0,2530,816,3,0,0,0,825,453,5,0,0,0,453,202,3,0,0,0,211,438,15,3,0,0,454,8513,299,27,0,0,8840
SED30043,276,4,0,0,0,290,148,0,0,0,0,153,160,0,0,0,0,162,311,3,0,4,0,318,502,4,0,0,0,511,1650,9,6,3,0,1668,1679,17,3,0,0,1704,1404,12,0,5,0,1420,401,3,0,0,0,401,236,0,0,4,0,245,121,0,0,0,0,126,444,8,0,0,0,455,7332,67,8,20,4,7429
SED30044,286,0,4,0,0,290,119,0,0,0,0,119,87,6,0,0,0,92,185,8,0,0,0,189,293,7,0,0,0,301,1072,25,8,0,0,1109,1925,24,3,0,0,1956,2407,14,0,0,3,2436,976,0,0,0,0,980,557,3,0,0,0,562,244,3,0,0,0,248,584,8,0,3,0,592,8733,98,23,7,6,8872
SED30045,254,30,7,0,0,287,100,20,5,0,0,126,76,18,4,0,0,105,121,23,7,0,0,144,180,50,11,0,0,239,558,157,41,3,0,760,958,213,40,0,0,1218,1978,126,47,4,0,2147,1173,44,8,0,0,1226,837,21,10,0,0,868,391,11,4,0,0,415,364,36,11,0,0,411,7000,736,194,8,0,7942
SED30046,278,12,3,0,0,295,119,10,0,0,0,128,105,17,3,0,0,120,208,31,5,0,0,246,286,74,22,0,0,387,1236,117,30,0,0,1380,1870,64,17,0,0,1954,1739,25,7,0,3,1771,570,6,4,0,0,585,402,0,4,0,0,405,211,0,0,0,0,214,450,20,9,0,0,476,7468,386,101,0,3,7960
SED30047,245,11,3,0,0,263,92,13,4,0,0,111,76,19,5,0,0,105,182,27,22,0,0,224,342,34,17,4,0,393,1299,75,34,0,3,1413,1552,61,21,0,0,1635,1421,29,26,3,0,1470,533,9,12,0,0,552,274,7,0,0,0,281,157,3,11,0,0,166,405,17,6,0,0,435,6581,300,152,14,5,7050
SED30048,235,19,104,0,0,363,45,9,24,0,0,75,41,0,32,0,0,70,50,13,61,0,0,123,78,12,95,0,0,178,200,26,413,0,0,636,217,59,472,0,0,748,456,106,431,0,0,996,444,46,145,0,0,641,730,41,117,0,0,883,995,16,75,0,0,1089,242,20,92,0,0,357,3736,356,2061,0,9,6154
SED30049,330,14,19,0,0,362,78,0,7,0,0,92,76,15,9,0,0,99,117,8,9,0,0,139,151,20,22,0,0,193,473,107,100,0,0,681,649,180,130,0,0,964,1450,161,76,0,0,1694,1122,29,18,0,5,1171,974,29,13,0,0,1016,544,18,7,0,0,571,350,33,13,0,0,395,6320,620,427,0,3,7371
SED30050,184,46,56,0,0,284,60,24,27,0,0,111,44,25,21,0,0,91,97,38,47,3,0,190,117,58,74,0,0,252,350,194,202,3,0,754,486,210,244,0,0,934,869,184,197,0,4,1253,474,60,70,0,5,611,393,24,72,0,4,493,277,24,39,0,0,335,249,60,86,0,0,399,3595,942,1147,13,19,5707
SED30051,307,3,4,9,0,319,219,0,0,0,0,224,184,3,5,0,0,186,460,3,3,0,3,468,626,8,9,0,0,641,1473,11,9,5,4,1496,1097,3,0,3,3,1105,859,0,0,3,0,864,254,0,0,0,0,254,147,0,0,0,0,147,101,0,0,0,3,107,362,3,0,0,5,370,6088,27,28,24,12,6181
SED30052,61,3,190,0,0,256,12,0,36,0,0,49,7,5,50,0,0,63,19,0,111,0,0,127,16,4,178,0,0,200,51,15,646,0,5,715,55,17,862,0,6,943,99,49,949,0,4,1099,104,35,429,0,0,567,155,32,376,0,0,563,367,31,330,0,0,736,62,10,184,0,0,260,1004,207,4347,7,13,5576
SED30053,201,70,61,0,0,334,60,32,20,0,0,118,46,33,13,0,0,87,69,32,26,0,0,128,103,79,68,0,0,250,304,268,200,0,0,763,365,351,249,0,0,968,868,424,262,4,3,1552,612,140,64,0,0,815,638,78,50,0,0,768,418,62,34,0,0,510,325,87,75,0,0,487,4010,1644,1119,3,5,6780
SED30054,250,27,30,0,0,310,81,15,6,0,0,102,50,6,13,0,0,72,98,20,26,0,0,142,124,29,53,0,0,208,373,94,174,0,0,639,410,141,208,0,0,760,959,190,119,0,0,1272,898,81,54,0,0,1035,1061,43,24,5,0,1131,874,21,19,0,0,914,286,23,34,0,0,348,5461,689,773,3,5,6933
SED30055,282,9,0,3,3,292,118,4,0,0,0,119,126,6,0,0,0,130,211,0,0,0,0,218,315,4,0,3,0,318,1053,20,6,3,0,1078,1206,20,0,5,0,1222,1618,23,0,9,3,1649,672,6,0,0,0,681,446,8,0,0,0,452,223,4,0,0,0,225,469,10,0,3,0,486,6727,117,5,23,11,6886
SED30056,358,5,3,0,0,365,104,7,0,0,0,113,85,0,0,0,0,89,141,4,0,0,0,151,193,6,4,0,0,203,651,16,8,0,0,675,935,39,0,4,0,981,1731,32,9,0,0,1767,1227,12,3,0,0,1242,1192,21,8,0,0,1210,851,5,6,0,0,864,441,9,3,3,0,459,7909,158,36,7,3,8109
SED30057,251,17,0,0,0,269,137,12,0,0,0,152,88,10,3,0,0,101,201,32,3,0,0,236,339,24,0,0,0,367,1398,59,6,0,0,1462,1712,25,0,0,0,1740,1258,11,6,0,0,1272,442,5,0,0,0,453,269,0,0,0,0,271,100,4,0,0,0,99,380,10,0,0,0,395,6569,215,22,0,0,6813
SED30058,323,15,0,0,0,344,92,10,3,0,0,97,93,9,3,0,0,105,140,8,10,0,0,159,196,19,9,0,0,219,670,88,51,0,0,810,1013,129,39,0,0,1188,1850,119,33,0,0,1997,998,30,4,0,0,1036,763,24,4,0,0,791,444,11,5,0,0,464,340,18,3,0,0,363,6936,465,177,0,6,7577
SED30059,286,67,14,0,0,364,119,23,4,0,0,140,78,23,0,0,0,100,149,60,7,0,0,217,193,88,9,0,0,285,605,340,46,0,0,993,858,416,74,0,3,1358,1756,364,52,0,0,2174,1153,83,17,0,0,1255,978,67,13,0,4,1060,497,29,9,0,0,533,523,98,16,0,0,634,7200,1646,250,3,11,9114
SED30060,264,0,0,0,0,268,107,3,6,0,0,118,102,7,7,0,0,119,224,15,22,0,0,256,387,14,17,0,0,419,1541,25,46,0,0,1612,1918,15,15,0,0,1951,1404,9,6,0,0,1424,419,0,5,0,0,426,249,0,3,0,0,255,134,0,0,0,0,139,417,11,3,0,0,428,7182,92,126,9,3,7412
SED30061,265,12,4,0,0,278,91,12,0,0,0,100,86,13,0,0,0,94,220,19,6,0,0,240,403,19,9,0,0,431,1277,34,23,0,0,1330,1223,14,7,0,0,1250,969,4,3,3,3,989,319,3,0,0,0,319,250,0,0,0,0,257,156,0,0,0,0,156,297,6,6,4,0,309,5556,133,53,8,3,5757
SED30062,233,29,0,0,0,265,100,16,0,0,0,113,79,23,0,0,0,107,172,26,0,0,0,194,249,57,0,0,0,309,986,262,0,0,0,1253,1929,138,7,0,0,2074,2636,71,4,0,0,2718,800,22,0,0,0,829,432,14,0,0,0,444,195,8,0,0,0,204,411,27,0,0,0,441,8234,683,14,0,5,8944
SED30063,343,5,0,0,0,353,216,0,0,4,3,222,281,4,0,0,0,288,513,3,4,3,0,521,670,8,0,0,0,686,1239,8,7,7,0,1258,917,0,0,0,3,926,581,0,0,4,0,584,200,0,0,0,0,207,142,0,0,5,0,144,136,0,0,0,0,136,356,0,0,0,0,359,5613,22,22,21,14,5691
SED30064,263,14,10,0,0,286,121,19,3,0,0,145,102,3,9,0,0,118,212,7,7,0,0,225,276,24,27,0,0,325,953,77,25,4,0,1055,1425,59,20,0,0,1507,1780,37,5,0,0,1824,617,7,0,0,0,629,386,0,0,0,0,395,231,0,0,3,0,239,444,9,9,0,0,463,6809,256,122,7,11,7206
SED30065,279,13,7,0,0,297,126,13,4,0,0,137,91,10,0,0,0,102,165,14,9,3,0,192,252,22,12,0,0,289,698,58,20,0,0,770,1024,96,23,3,0,1152,1929,72,34,3,5,2043,1056,26,14,0,3,1101,744,15,14,0,4,770,415,8,7,0,0,433,478,12,25,0,0,524,7259,358,167,14,18,7817
SED30066,306,35,21,0,0,370,131,13,5,0,0,150,84,18,7,0,0,112,159,14,10,0,0,185,199,15,17,3,0,235,569,62,52,4,0,682,698,65,40,0,6,806,1139,83,44,0,3,1274,647,40,18,0,0,699,503,21,21,4,0,546,441,25,18,0,6,495,363,34,16,0,0,415,5245,421,273,14,20,5967
SED30067,228,19,26,0,0,273,79,7,15,0,0,109,69,12,22,0,0,101,129,22,43,0,0,190,159,34,88,0,0,279,490,151,307,0,0,945,813,202,276,0,0,1291,1554,177,154,0,0,1885,976,62,34,0,0,1076,790,29,26,3,0,841,427,17,21,0,0,463,302,36,43,0,0,381,6014,768,1055,0,5,7843
SED30068,234,24,24,0,0,283,80,11,13,0,0,101,76,16,10,0,0,98,125,22,14,0,0,158,147,16,11,0,0,178,473,81,56,8,0,609,628,78,47,0,0,759,1325,73,50,0,0,1451,793,14,14,0,0,826,690,18,12,0,0,724,445,13,17,0,0,480,301,19,10,0,0,327,5324,383,278,9,5,5991
SED30069,322,14,0,0,0,337,120,16,0,0,0,136,103,12,0,0,0,118,178,31,5,0,0,212,265,56,5,0,0,326,816,162,5,0,0,984,1495,89,5,0,5,1597,2056,19,5,0,4,2091,983,5,0,0,0,999,881,10,0,0,0,885,560,0,3,0,0,574,438,21,3,0,0,466,8240,440,30,0,7,8716
SED30070,273,15,4,0,0,300,113,6,3,0,0,116,91,5,4,0,0,104,179,10,8,6,0,199,230,17,11,4,0,253,827,42,23,0,3,895,1255,29,17,0,4,1309,1315,31,7,3,3,1359,540,10,5,4,0,555,322,4,0,0,0,331,161,5,3,0,0,170,362,13,12,0,0,381,5677,180,94,21,14,5974
SED30071,254,12,38,4,0,301,93,9,22,0,0,116,84,7,20,0,0,114,141,24,20,0,0,187,223,26,42,0,0,295,675,73,129,0,0,871,1043,53,107,3,0,1205,1328,35,114,3,0,1480,561,9,38,0,0,611,394,3,22,0,0,425,260,6,28,0,0,293,310,18,39,0,0,368,5367,270,614,13,5,6265
SED30072,306,9,4,0,0,314,170,9,0,0,0,174,145,3,0,0,0,153,196,12,0,0,0,210,306,4,0,0,0,308,734,37,7,0,0,779,1013,54,11,0,0,1084,2103,40,6,0,0,2156,1016,11,0,0,0,1023,606,8,0,0,0,616,281,0,0,0,0,283,434,9,0,0,0,447,7303,199,41,0,4,7546
SED30073,238,5,3,0,3,257,149,6,9,0,0,161,170,5,5,0,0,173,415,7,8,0,0,433,609,15,16,0,0,639,1734,24,24,3,0,1792,1368,17,20,4,0,1408,925,0,11,0,0,940,254,3,9,0,0,261,190,3,6,0,0,200,110,3,0,0,0,113,361,9,6,0,0,376,6521,96,108,11,10,6750
SED30074,313,19,3,0,0,339,104,16,5,0,0,122,92,14,0,0,0,111,164,25,0,0,0,186,247,30,10,0,0,285,846,202,33,0,0,1082,1418,188,32,0,0,1634,2187,75,14,0,0,2279,839,14,10,0,0,860,549,3,3,0,0,556,293,9,0,0,0,302,395,38,4,0,0,439,7441,639,120,0,0,8201
SED30075,321,9,6,0,3,336,116,4,0,0,0,124,120,8,0,0,0,129,239,11,0,0,0,245,359,3,0,5,0,367,1083,14,0,10,0,1101,1404,11,0,0,0,1416,1905,3,0,3,4,1920,853,6,0,9,0,858,484,0,0,0,0,484,296,0,0,4,5,301,503,7,0,0,0,511,7689,67,11,28,16,7801
SED30076,104,6,144,0,0,252,26,6,28,0,0,63,19,0,40,0,0,58,28,8,61,0,0,103,51,5,101,0,0,162,114,17,443,0,3,587,130,29,647,0,3,807,302,28,730,4,4,1071,286,35,313,0,0,632,358,34,246,0,6,636,397,18,255,0,0,667,125,10,145,0,0,277,1943,197,3162,8,10,5313
SED30077,338,5,0,3,4,352,149,4,0,0,0,163,166,7,0,0,0,171,377,0,0,5,0,388,544,11,0,5,0,563,1274,11,0,0,0,1293,879,7,0,4,6,894,661,5,0,0,0,662,194,0,0,0,0,193,163,0,0,0,0,164,106,0,0,3,3,112,319,0,0,0,4,328,5180,57,4,30,13,5289
SED30078,192,49,57,0,0,301,70,41,21,0,0,129,46,20,8,0,0,80,88,51,45,0,0,184,120,69,68,0,0,264,352,240,221,0,3,817,534,267,214,0,3,1016,995,216,154,0,0,1356,540,55,60,0,3,659,374,64,32,0,0,470,246,43,24,0,0,323,258,76,60,0,5,394,3814,1192,964,0,17,5991
SED30079,308,20,3,0,0,330,124,10,0,0,0,131,84,17,3,0,0,100,167,31,4,0,0,206,247,52,16,0,0,314,752,150,47,0,0,949,1497,83,23,0,0,1608,2590,55,16,0,3,2660,1050,11,4,0,0,1065,638,14,3,0,0,650,339,14,3,0,0,352,440,17,7,0,0,465,8223,479,134,0,4,8833
SED30080,268,11,32,0,0,313,74,7,9,0,0,87,50,6,18,0,0,72,104,12,37,0,0,149,139,24,57,0,0,220,406,99,217,0,0,719,546,154,202,0,0,907,1254,154,193,0,0,1607,949,47,34,0,0,1020,886,28,20,0,0,933,714,14,11,0,0,744,267,11,30,0,0,310,5646,574,849,0,0,7074
SED30081,388,28,0,0,0,423,95,13,0,0,0,108,82,16,0,0,0,101,132,30,0,0,0,160,188,63,0,0,0,247,567,281,0,0,0,855,821,238,0,0,0,1056,1553,127,0,0,0,1675,739,30,0,0,0,769,562,14,0,0,0,574,345,16,0,0,0,367,414,62,0,0,0,475,5884,912,10,0,0,6803
SED30082,173,25,160,0,0,366,41,13,45,0,0,97,30,0,50,0,0,85,36,10,104,0,0,154,58,19,170,0,0,246,135,44,478,3,3,658,143,63,441,0,0,655,308,91,434,5,0,838,308,33,162,4,0,501,465,39,157,0,5,665,657,42,143,0,0,838,217,49,183,0,0,448,2580,416,2515,16,14,5541
SED30083,242,31,0,0,0,273,85,23,0,0,0,112,69,21,0,0,0,94,136,52,0,0,0,185,186,106,3,0,0,296,647,395,7,0,3,1051,1287,369,10,0,0,1666,2603,175,7,0,0,2784,1145,37,6,0,0,1187,744,20,0,0,0,771,401,10,0,0,0,407,544,73,4,0,0,618,8088,1315,39,0,6,9450
SED30084,255,5,0,0,0,258,102,10,0,0,0,109,127,6,3,0,0,138,285,16,0,0,0,298,504,18,0,0,0,528,1639,19,0,0,0,1663,1562,20,0,4,0,1590,1151,8,0,0,0,1159,319,0,0,0,0,319,228,7,0,0,0,237,130,3,0,0,0,136,388,3,6,0,0,396,6694,120,6,9,3,6834
SED30085,278,30,5,0,0,312,72,5,4,0,0,86,71,7,0,0,0,82,111,23,14,0,0,149,161,38,18,0,0,215,514,217,62,0,0,797,640,218,77,0,0,938,1178,153,39,0,0,1372,703,35,5,0,0,745,541,33,9,0,0,580,303,10,0,0,0,317,329,42,18,0,0,390,4893,808,258,7,0,5968
SED30086,230,9,12,0,3,256,101,15,4,0,0,123,99,7,8,0,0,115,248,20,9,0,0,284,393,42,11,0,0,450,1304,91,31,0,0,1431,1212,52,8,0,0,1279,1096,34,5,3,0,1132,419,5,4,0,0,435,276,7,0,0,0,285,203,6,0,0,0,208,279,18,4,0,0,296,5866,309,107,10,8,6307
SED30087,246,19,9,0,0,268,91,14,0,0,0,110,108,24,6,0,0,139,215,38,7,0,0,258,347,54,15,0,0,417,1360,147,25,0,0,1539,1423,67,9,0,0,1498,962,20,7,0,0,994,305,7,3,0,0,315,208,3,0,0,0,215,134,5,0,0,0,138,262,26,0,0,0,287,5666,419,91,0,0,6172
SED30088,219,28,29,0,0,274,78,20,16,0,0,119,68,23,12,0,0,107,157,55,36,3,0,249,271,70,46,0,0,384,954,118,97,5,0,1176,1091,55,77,5,5,1233,913,37,68,0,0,1019,344,9,27,0,0,380,281,12,21,0,0,317,211,10,15,0,0,239,254,15,24,0,0,296,4838,451,477,15,4,5792
SED30089,166,11,0,15,20,207,91,5,0,8,0,100,113,7,0,3,0,127,218,5,7,8,0,243,303,7,4,6,4,321,683,38,3,13,4,744,615,22,0,14,3,649,559,20,0,17,0,593,180,0,0,8,0,190,122,4,0,3,0,128,90,0,0,3,3,108,270,9,0,3,4,291,3407,127,14,115,48,3710
SED30090,376,10,0,8,4,409,141,3,0,0,0,147,187,0,0,0,0,189,331,3,0,8,0,345,411,5,0,0,0,417,807,4,4,5,0,828,622,0,0,9,0,632,475,0,0,4,5,483,144,0,0,3,0,149,120,0,0,0,0,124,150,0,0,5,4,157,292,0,0,4,0,300,4059,37,5,45,19,4167
SED30091,206,9,0,0,6,224,97,8,0,0,0,105,75,16,0,0,0,84,166,55,8,0,0,227,282,64,14,0,0,360,1158,149,17,0,4,1331,1812,63,7,0,5,1889,1428,35,5,0,0,1468,411,6,5,0,0,418,310,7,0,0,0,319,177,0,0,0,0,175,365,25,5,0,0,398,6486,445,62,0,6,7001
SED30092,252,6,8,0,4,273,100,5,7,0,0,107,79,9,7,0,3,96,160,14,21,3,0,195,258,11,23,4,3,296,1006,32,33,8,0,1085,1344,31,33,11,0,1417,1686,19,18,7,8,1735,676,4,4,4,0,691,488,4,5,5,6,503,304,6,5,9,0,320,443,13,12,0,3,471,6801,150,158,53,26,7189
SED30093,243,10,3,0,0,261,127,9,0,0,0,137,118,18,4,0,0,137,206,41,9,0,0,250,344,56,0,0,0,407,1554,81,5,0,0,1650,1801,43,7,0,0,1850,1173,12,0,0,0,1192,255,3,0,0,0,256,147,3,0,0,0,155,71,0,0,0,0,71,437,12,3,0,0,451,6487,291,26,0,3,6811
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,145,56,51,0,0,256,42,22,16,0,0,76,24,19,19,0,0,61,53,30,45,0,0,130,68,59,63,0,0,189,174,127,203,3,6,507,188,161,220,0,0,575,352,194,178,0,0,724,243,119,57,0,0,420,273,76,45,0,0,394,363,79,57,0,0,503,132,49,58,0,0,239,2056,983,1009,15,10,4063
SED40002,198,54,19,0,0,272,81,24,18,0,0,125,52,19,15,0,0,92,110,34,41,0,0,182,151,64,83,0,0,296,415,168,169,0,6,760,675,240,82,0,0,999,1014,230,40,0,0,1285,407,73,18,0,0,498,300,31,5,0,0,334,152,25,4,0,0,183,190,32,18,0,0,246,3752,992,517,0,9,5260
SED40003,259,19,4,0,0,285,127,0,0,0,0,133,113,10,0,0,0,122,212,17,0,0,0,220,298,15,3,0,0,321,859,61,14,0,0,940,1232,48,9,0,0,1278,1391,36,5,0,0,1436,435,11,3,0,0,455,383,3,0,0,0,387,207,6,0,0,0,216,294,18,3,0,0,321,5803,261,42,0,3,6112
SED40004,221,43,16,0,0,290,54,19,6,0,0,69,35,9,8,0,0,52,72,12,14,0,0,103,88,24,15,0,0,128,240,94,59,0,0,389,285,138,36,0,5,464,514,147,29,0,0,692,463,92,6,0,0,561,648,72,3,0,0,726,816,40,4,0,3,867,198,49,4,0,0,251,3640,741,207,0,8,4595
SED40005,244,12,0,3,0,265,188,18,0,0,0,208,240,19,0,0,0,263,523,21,0,3,0,549,669,13,4,3,3,688,1060,18,0,0,3,1085,551,8,0,0,0,564,297,0,0,4,0,308,105,0,0,4,0,109,82,0,0,0,0,82,79,0,0,0,0,80,217,10,0,0,0,226,4261,126,5,24,11,4424
SED40006,208,43,9,0,0,261,73,28,9,0,0,110,75,25,4,0,0,98,163,40,13,0,0,215,195,72,28,0,0,302,607,245,66,0,7,921,955,300,63,0,6,1325,1063,200,23,0,4,1288,408,44,0,0,5,454,258,48,5,0,0,312,134,22,0,0,0,154,219,52,14,0,0,288,4348,1124,225,7,20,5717
SED40007,223,48,15,0,0,287,66,11,17,0,0,93,62,11,12,0,0,84,95,29,22,0,0,143,143,36,24,0,0,191,357,93,83,0,0,537,398,119,51,0,0,566,749,149,29,0,0,928,484,69,9,0,0,563,483,76,8,0,0,570,332,61,0,0,0,395,201,38,10,0,0,252,3586,731,278,3,4,4610
SED40008,188,51,12,0,0,245,76,26,6,0,0,114,72,22,16,0,0,110,124,59,14,0,0,194,174,67,35,0,3,277,512,243,86,0,0,847,747,263,62,0,4,1076,851,185,43,0,0,1084,318,51,8,0,0,381,210,36,6,0,0,258,110,15,0,0,0,129,193,41,8,0,0,241,3579,1046,303,9,12,4950
SED40009,275,4,0,0,0,280,131,7,0,0,0,139,132,13,0,0,0,140,217,5,0,0,0,220,307,8,3,0,0,314,1058,44,0,0,4,1103,1569,18,0,0,4,1595,1415,19,0,0,0,1440,385,0,0,0,0,386,294,4,0,0,0,298,152,3,0,0,0,159,263,9,0,0,0,274,6196,136,3,0,8,6348
SED40010,205,56,22,0,0,283,48,19,12,0,0,80,47,25,13,0,0,80,72,38,17,0,0,133,85,54,38,0,0,179,246,149,114,0,0,510,275,139,73,0,0,488,484,213,67,0,0,764,337,99,23,0,0,461,423,90,9,0,4,531,516,45,6,0,0,575,160,66,25,0,0,255,2903,992,424,4,9,4327
SED40011,208,38,20,0,0,267,68,32,12,0,0,111,69,22,11,0,0,96,107,33,23,0,0,165,169,65,50,0,0,284,497,161,121,0,3,779,692,187,64,0,0,944,1067,177,25,0,0,1280,516,46,9,3,0,576,452,34,0,0,0,490,229,14,0,0,0,246,199,33,14,0,0,254,4274,846,352,5,10,5484
SED40012,194,18,0,0,0,218,151,28,0,0,0,178,151,24,0,0,0,179,377,66,0,0,0,443,655,62,3,0,0,718,1678,65,0,0,0,1745,1138,18,0,0,0,1156,526,4,0,0,0,527,127,0,0,0,0,128,69,0,0,0,0,70,66,0,0,0,0,66,255,18,0,0,0,279,5388,309,6,0,5,5702
SED40013,222,36,7,0,0,261,72,10,5,0,0,86,80,12,3,0,0,93,137,30,16,0,0,182,207,53,15,0,0,276,719,223,66,0,0,1005,1105,280,41,0,3,1433,1105,228,10,0,4,1351,440,61,4,0,0,506,336,44,3,0,3,384,175,19,0,0,0,195,249,43,14,0,3,304,4848,1045,180,0,14,6081
SED40014,295,13,3,0,3,307,175,11,0,0,0,190,133,18,0,0,4,157,261,5,0,0,0,276,325,12,0,0,0,336,854,12,3,3,0,878,697,10,0,0,0,706,507,7,0,0,4,516,150,6,0,0,0,157,130,0,0,0,0,130,80,0,0,0,0,84,191,5,0,0,3,202,3802,92,15,4,16,3936
SED40015,219,5,0,4,0,230,148,10,3,0,0,157,138,10,0,0,0,150,307,18,0,5,0,333,432,22,0,4,3,462,909,24,3,0,4,941,664,12,0,4,0,687,444,12,0,0,0,457,132,3,0,3,0,141,91,0,0,0,0,98,64,4,0,0,0,74,206,10,0,6,0,223,3768,128,18,28,11,3942
SED40016,224,22,0,0,0,252,118,20,5,0,0,145,125,21,5,0,0,145,224,19,13,0,0,260,305,46,34,0,0,378,1323,130,38,0,3,1487,1213,97,20,0,0,1333,718,47,10,0,0,776,215,10,0,0,0,227,157,4,0,0,0,165,76,8,0,0,0,80,268,15,4,0,0,286,4961,428,129,0,8,5527
