SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SED21203,0,0,3,22,254,180,183,125,13,25,38,64,17,11,8,935,7,4,15,9,41,17,8,0,0,0,0,0,0,0,5,111,0,0,0,5,10,12,39,14,0,10,0,0,4,0,0,95,0,0,5,0,11,6,11,3,3,3,0,0,0,0,4,47,0,5,17,12,65,129,166,101,30,28,47,46,17,4,16,692,0,0,0,0,0,0,4,9,0,0,9,0,0,0,0,29,0,0,0,4,14,16,46,29,25,6,7,9,0,0,14,172,13,68,196,68,50,26,77,50,3,0,5,4,0,0,38,593,0,0,0,4,11,11,19,15,10,10,0,3,3,0,0,94,0,0,5,87,378,203,142,98,23,14,18,25,11,0,66,1062,34,243,925,1595,1471,1324,1363,1016,797,406,316,283,64,23,381,10249,145,1230,2705,2812,3456,3966,6384,4965,1746,1562,1606,1709,565,118,1108,34072
SED21303,0,0,7,17,76,51,82,68,27,15,38,40,4,3,7,441,3,5,12,11,39,14,11,9,0,0,4,3,0,0,0,121,0,0,0,13,27,46,70,43,7,10,13,11,8,6,5,251,0,0,6,19,32,49,89,30,6,3,5,8,6,0,0,252,0,5,8,20,48,32,48,26,12,8,13,14,9,0,4,248,0,0,0,0,15,8,35,32,7,8,14,10,8,0,0,142,0,0,0,5,18,33,51,22,5,11,5,12,0,0,4,165,14,104,233,224,281,309,604,411,97,112,102,104,50,20,53,2703,0,0,15,37,70,90,151,150,29,51,34,70,34,9,13,760,0,0,4,76,151,78,51,45,26,8,21,32,6,0,13,518,33,115,284,391,390,427,589,586,192,225,237,296,79,18,57,3903,136,1443,2725,1792,2028,2179,3640,2984,879,985,1133,1230,429,134,403,22133
SED21401,0,0,8,33,84,37,64,57,20,7,17,22,13,0,12,374,15,8,14,17,43,5,0,4,0,0,5,0,0,0,0,103,0,0,14,24,70,81,185,44,16,10,13,8,4,6,3,475,0,0,4,39,79,87,169,76,15,8,17,13,16,0,6,517,0,8,16,15,145,95,102,50,25,21,17,21,10,0,9,526,0,0,0,3,111,137,101,56,23,5,16,12,0,3,5,470,0,0,0,7,14,24,44,32,0,4,7,14,4,0,5,160,60,142,262,143,120,91,205,105,11,7,12,29,8,0,37,1226,0,5,9,18,17,31,60,45,7,9,13,11,9,3,10,241,0,0,3,242,250,69,51,32,8,13,4,15,8,3,23,717,95,271,277,378,340,290,358,254,81,78,64,83,35,7,62,2670,424,2374,2835,2096,3957,3643,6340,4201,924,896,884,1026,483,157,604,30849
SED21503,0,0,0,40,143,55,89,104,13,12,18,28,12,0,8,540,9,8,12,7,54,15,13,4,0,0,5,0,0,0,4,124,0,4,8,5,17,22,66,23,6,4,13,9,3,0,0,173,0,0,0,19,26,29,52,44,7,0,8,12,4,0,0,198,0,7,8,30,163,198,179,130,28,54,54,84,47,5,14,996,0,0,0,0,8,31,24,23,4,3,4,8,0,4,0,110,0,0,0,7,23,24,47,29,5,3,11,11,8,0,0,168,38,122,312,182,161,124,186,106,16,16,10,15,3,4,34,1316,0,5,6,11,10,24,36,33,8,6,6,14,10,0,3,168,0,0,0,73,196,90,114,178,38,46,21,52,17,0,6,831,30,136,233,263,286,415,426,308,106,93,80,130,32,7,49,2606,164,1053,2098,1331,2117,2062,3834,2646,629,768,913,1065,348,52,396,19480
SED21608,0,0,0,13,26,23,54,88,20,11,10,32,9,0,5,295,8,5,4,0,18,3,3,5,0,0,0,0,0,0,0,44,0,4,0,11,4,5,15,0,11,0,0,0,0,0,6,54,0,3,3,21,17,23,47,20,0,0,0,6,0,0,5,145,0,0,0,4,9,11,16,32,7,5,6,8,3,0,0,103,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,20,0,0,0,0,3,7,32,18,3,0,0,3,0,0,3,74,55,248,637,388,252,127,273,125,13,19,17,20,11,9,71,2258,4,3,5,31,16,27,43,30,0,4,3,4,0,0,14,179,0,0,0,4,3,0,9,15,5,8,3,8,0,0,5,69,17,88,158,138,111,68,167,124,26,36,25,20,12,3,22,1019,140,752,1028,848,736,538,1253,960,215,199,247,331,115,21,251,7634
SED21706,0,0,0,20,78,57,71,60,17,34,42,58,18,4,9,477,7,11,20,29,79,18,22,5,0,3,0,0,0,0,0,186,0,0,10,32,67,54,110,61,10,21,20,11,5,4,5,403,0,4,10,41,78,56,118,58,20,16,3,15,0,0,0,408,5,17,34,72,186,135,261,159,62,62,118,119,48,7,24,1285,0,0,0,4,35,56,51,42,8,14,13,12,6,0,3,238,0,0,5,14,19,48,54,26,4,12,10,5,5,0,11,208,53,186,354,258,228,192,406,203,20,26,21,39,13,5,44,2052,0,7,10,23,29,44,82,49,20,13,13,21,12,6,6,319,0,0,7,256,235,74,94,83,29,41,30,53,15,0,17,931,47,133,179,292,311,329,460,287,91,74,117,120,54,9,48,2545,191,842,1534,1684,2904,2911,5632,3530,935,1093,1195,1484,588,107,468,25109
SED21805,0,0,0,19,165,142,199,112,52,36,38,38,16,0,9,826,3,8,12,13,87,39,21,6,4,0,0,0,0,0,4,210,0,0,5,9,20,6,16,9,0,5,3,0,0,9,0,84,0,0,0,38,86,85,227,132,21,18,20,14,9,0,10,667,0,3,40,47,108,93,82,37,9,8,7,13,0,0,6,441,0,0,0,0,3,16,10,11,0,0,3,0,3,0,0,52,0,0,0,4,25,16,68,51,23,13,22,15,0,0,3,247,74,311,929,684,478,251,620,360,55,55,40,20,22,8,106,4012,0,0,13,18,33,39,64,37,9,10,12,4,3,0,0,234,0,0,0,29,55,46,49,31,0,3,5,0,0,0,0,224,24,113,252,371,462,483,663,340,86,48,43,50,27,3,57,3017,179,847,1863,1745,2404,2035,3693,1999,382,294,339,274,142,45,339,16593
SED21906,0,0,4,13,66,28,70,77,37,27,28,59,14,0,4,437,163,206,106,48,84,34,14,9,3,5,0,7,0,0,37,723,0,5,9,19,23,17,47,36,6,8,6,7,11,3,3,197,0,9,18,122,570,670,535,99,22,27,38,31,25,5,22,2191,0,0,21,44,47,38,58,24,3,11,12,22,3,9,8,286,0,0,0,0,6,25,15,34,8,3,15,3,3,8,0,126,0,0,0,4,7,11,30,44,7,15,14,13,5,5,3,170,62,154,308,279,227,227,497,340,61,90,92,85,39,15,56,2546,4,7,28,62,70,102,181,154,31,38,33,29,16,26,25,806,0,0,0,34,52,26,48,47,9,20,29,31,13,5,5,313,259,538,346,816,896,1075,897,605,161,195,219,261,116,46,129,6562,698,1332,1427,1909,2796,3003,3999,3040,891,1047,1291,1497,549,202,489,24161
SED22005,0,0,0,62,237,126,189,166,49,63,94,130,34,15,18,1189,3,6,27,23,104,28,28,11,0,0,0,4,0,0,12,253,0,0,0,7,27,31,83,41,15,11,18,14,6,0,0,266,0,0,11,34,54,61,128,52,7,14,12,23,10,4,4,405,0,5,51,137,243,167,245,151,68,96,82,132,54,11,40,1476,0,0,0,0,4,29,41,52,12,21,33,34,5,0,14,244,0,0,0,5,77,50,148,140,53,19,36,30,7,6,15,584,26,109,230,152,137,89,206,133,37,23,28,15,7,4,66,1264,0,0,3,9,16,12,49,41,14,16,4,20,6,0,3,184,0,0,4,545,1454,771,637,511,120,121,113,120,60,17,178,4646,31,129,402,940,1372,1246,1182,829,217,192,227,265,76,43,216,7353,122,1045,2854,2962,5010,4243,7471,5513,1780,2006,2545,2797,865,191,1291,40700
SED22105,0,0,0,24,235,276,1198,786,131,131,126,170,52,11,35,3172,4,7,3,7,96,38,40,19,0,0,0,0,0,0,3,217,0,3,5,11,25,13,104,55,5,9,9,11,0,0,0,253,0,0,5,41,95,55,264,101,20,10,10,22,4,5,9,641,0,5,36,69,278,527,1833,955,138,138,149,144,67,13,33,4385,0,0,0,0,0,18,8,16,12,6,13,11,3,0,0,90,0,0,0,3,48,67,130,75,15,16,25,12,5,0,10,407,63,259,767,624,472,176,551,214,39,28,12,14,6,0,90,3312,0,4,5,18,10,26,72,47,13,18,9,4,0,3,6,237,0,0,0,33,89,98,138,79,21,22,21,15,6,0,13,537,25,93,317,539,1138,1314,2805,1117,208,249,204,205,76,39,137,8479,149,774,1646,1903,3583,4801,19539,10832,1979,2022,2049,2202,796,314,827,53414
SED22201,0,0,0,17,48,36,92,69,4,10,8,8,7,3,7,318,0,5,10,9,29,19,7,6,0,0,0,0,0,0,0,80,0,0,4,13,13,26,45,19,3,8,0,6,0,0,0,152,0,0,13,43,86,78,125,38,9,14,15,14,9,4,0,458,0,5,26,23,32,28,105,45,9,16,8,10,0,4,4,310,0,0,0,0,7,9,24,22,3,0,0,4,0,0,0,76,0,0,0,3,10,23,54,45,7,14,21,9,0,0,3,184,101,345,902,526,335,167,329,135,9,13,11,12,7,0,70,2961,0,0,10,25,22,32,47,26,0,0,3,6,6,4,3,201,0,0,0,43,35,25,38,22,4,4,3,9,5,0,7,188,45,116,144,157,224,201,740,642,121,107,205,143,27,4,55,2930,228,979,1513,1219,1397,1148,3501,2366,452,428,478,434,138,48,259,14572
SED22305,0,0,0,29,174,172,258,209,67,71,97,111,26,3,28,1248,13,8,32,48,213,88,25,8,6,0,0,0,0,0,13,454,0,0,0,4,31,18,45,22,6,4,15,5,8,0,5,159,0,4,5,50,93,26,39,14,9,7,0,0,4,0,4,247,3,9,54,125,369,528,1036,886,156,206,284,336,75,6,103,4178,0,0,0,0,14,6,12,14,5,6,10,0,3,0,0,79,0,0,0,0,52,27,66,63,11,15,12,3,9,0,15,266,29,184,373,238,124,38,66,26,4,5,4,0,0,0,81,1163,0,0,3,3,3,8,22,18,3,0,0,7,5,0,6,81,0,0,0,127,466,331,371,242,50,36,43,28,12,11,66,1780,29,102,504,791,1321,1953,1859,765,192,197,205,187,58,26,228,8421,143,929,2108,2322,4261,5236,9544,8113,1535,1746,1933,2279,730,336,1077,42298
SED22404,0,0,4,4,24,16,21,24,4,9,10,8,9,4,13,138,3,8,9,3,18,9,13,6,0,0,0,0,0,0,0,70,0,0,3,6,3,3,0,10,4,7,0,5,0,0,0,43,0,0,12,39,33,32,65,16,8,4,0,0,0,0,12,217,0,0,15,13,0,11,11,0,3,0,3,0,0,0,0,57,0,0,0,0,3,7,0,4,0,0,6,15,3,0,0,34,0,0,0,0,0,16,21,25,4,0,9,3,3,0,0,85,85,405,942,498,353,219,348,107,14,11,11,12,12,7,154,3179,3,5,17,28,16,32,50,12,3,3,0,11,10,0,0,206,0,0,0,4,3,3,4,0,0,0,3,4,5,0,7,37,47,105,152,109,111,103,104,80,16,15,15,20,11,6,31,923,248,968,1543,1063,977,699,973,504,97,83,87,130,81,27,323,7817
SED22501,0,0,0,16,44,19,27,11,7,0,9,0,0,0,0,137,3,3,3,9,32,14,8,6,0,0,0,0,0,0,0,73,0,0,3,7,21,14,37,30,8,4,3,3,0,0,5,133,0,0,9,32,36,58,129,32,17,13,13,3,0,4,0,343,0,10,16,21,46,20,47,33,0,4,0,8,3,0,0,207,0,0,0,0,3,4,9,12,0,4,0,3,0,0,0,35,0,0,0,5,7,8,32,19,3,0,4,6,9,0,5,102,56,239,499,361,335,234,617,206,34,26,37,9,15,0,57,2727,0,3,15,32,29,35,88,51,7,4,0,19,3,3,4,289,0,0,0,21,24,10,27,13,4,4,0,0,3,0,0,103,49,131,244,214,196,186,283,149,36,27,16,23,11,0,24,1606,214,985,1478,1134,1292,1088,2463,1232,222,219,170,168,76,18,189,10961
SED22607,0,0,3,32,68,39,69,80,31,26,51,61,13,6,4,484,6,8,24,3,43,14,17,17,0,0,6,3,0,0,0,140,0,0,3,12,21,26,47,34,5,6,10,15,3,0,0,190,0,4,3,9,23,23,51,23,3,3,15,15,4,5,3,179,0,3,19,32,50,52,67,35,10,17,23,23,6,0,7,353,0,0,0,0,8,6,25,22,8,0,4,0,0,0,0,73,0,0,0,7,12,17,55,39,14,8,15,16,4,0,9,196,47,137,285,208,194,160,312,219,37,41,38,37,21,4,22,1752,0,3,6,26,31,32,63,48,12,13,36,19,21,0,10,333,0,0,0,169,405,220,124,123,31,25,24,35,15,4,19,1184,54,149,302,354,389,607,810,603,160,216,226,241,83,13,81,4289,217,1269,1903,1442,1995,2021,3248,2550,733,789,1019,972,346,91,359,18954
SED22704,0,0,0,9,42,37,48,93,24,15,11,26,10,0,20,344,13,4,8,0,9,7,3,0,0,0,0,0,0,0,0,37,0,0,8,7,5,0,5,3,0,0,0,0,0,0,0,22,0,0,5,17,15,8,46,19,12,6,3,3,0,0,0,131,0,3,14,9,3,0,11,19,5,4,0,0,0,0,0,70,0,0,0,3,0,6,6,0,5,0,4,0,0,0,0,23,0,0,0,0,6,15,35,37,5,0,7,10,3,0,11,137,87,326,733,306,172,99,179,98,13,12,19,25,15,3,90,2190,0,3,7,28,11,18,25,15,0,5,3,0,3,4,0,119,0,0,0,3,3,9,5,9,0,4,4,4,0,0,13,57,31,135,141,130,95,67,127,64,20,6,33,30,6,9,46,932,223,895,1274,764,631,503,949,628,156,131,179,277,88,32,315,7045
SED22802,0,0,0,10,47,57,79,47,22,11,20,8,0,0,0,307,0,12,16,10,35,20,17,8,0,0,0,0,0,0,0,114,0,0,3,10,12,13,32,16,0,0,0,0,0,0,0,89,0,3,3,37,63,75,108,47,20,3,7,10,4,0,4,370,0,5,17,23,22,24,51,32,6,5,10,12,0,0,4,220,0,0,0,6,9,5,3,4,0,0,3,0,0,0,0,28,0,0,0,4,7,14,70,19,13,5,0,9,0,0,8,146,62,292,967,566,412,206,362,136,21,5,14,16,5,5,55,3120,0,0,8,20,15,22,41,34,11,8,7,5,0,3,3,168,0,0,0,4,8,10,13,9,4,5,6,5,0,0,4,67,25,101,115,117,152,142,375,316,31,29,56,66,16,0,20,1564,179,1063,1603,1097,1186,928,2075,1261,234,159,218,230,87,43,169,10537
SED22901,0,0,6,42,125,47,158,88,24,21,29,19,12,0,3,564,4,9,15,7,57,19,15,3,0,0,0,0,0,0,0,129,6,0,3,32,59,48,252,86,14,16,3,3,3,0,3,524,3,3,9,54,111,46,113,36,6,7,6,10,4,5,0,412,0,3,40,72,204,247,499,200,17,34,30,47,13,5,15,1431,0,0,0,5,27,40,40,24,4,6,7,0,0,0,0,155,0,0,0,4,22,17,41,28,6,0,9,3,3,3,5,145,68,273,696,342,316,108,203,88,10,19,8,21,5,0,59,2213,0,0,3,17,15,36,58,19,11,4,8,10,4,0,6,189,0,0,4,140,157,67,76,35,16,3,8,10,6,0,16,529,93,127,179,345,382,266,310,176,38,24,47,43,17,7,28,2084,245,952,1571,1628,2868,2460,6170,3106,528,510,519,617,192,61,330,21755
SED23007,0,0,11,75,375,246,285,232,82,84,89,115,23,4,31,1651,16,19,30,42,113,36,15,25,8,3,0,0,0,0,11,305,0,0,0,7,27,33,98,42,7,11,14,8,0,0,6,255,0,0,0,13,19,18,61,23,6,3,3,10,4,0,0,161,0,0,14,13,29,31,78,118,16,24,45,24,7,0,17,422,0,0,0,0,15,12,20,34,19,13,12,24,3,3,0,143,0,0,0,10,42,40,98,50,14,22,9,22,8,0,9,324,15,76,256,162,166,140,260,240,25,43,31,32,6,0,37,1492,0,0,6,10,24,23,53,55,16,3,18,22,6,0,7,237,0,0,13,892,3428,1947,1328,1014,235,214,201,252,95,30,370,10012,51,303,603,757,803,979,1429,937,263,302,336,465,134,37,178,7581,171,1018,2264,2722,6079,4760,6529,5299,1316,1509,1924,2105,597,173,1012,37488
SED23101,0,0,3,27,122,54,81,73,11,26,26,20,12,0,13,461,9,16,7,16,69,20,4,11,0,0,0,0,0,0,11,158,0,4,7,39,71,53,182,99,29,10,18,23,5,0,9,542,0,0,9,36,56,35,119,18,0,0,8,4,10,0,3,306,0,9,45,62,254,222,324,210,92,76,104,109,45,10,19,1579,0,0,0,8,47,68,80,60,13,6,8,10,0,0,8,303,0,0,0,12,31,31,58,34,7,7,5,9,4,0,7,197,62,212,371,238,176,117,184,89,4,16,10,6,4,4,54,1550,0,0,8,19,14,37,50,25,4,10,7,9,9,7,3,203,0,0,3,309,418,94,87,65,11,22,17,19,3,0,20,1077,53,168,201,335,370,245,343,143,81,42,59,50,20,3,50,2163,241,1143,1694,1761,3532,3098,6749,4179,907,932,981,1110,404,114,547,27386
SED23205,0,0,0,14,71,64,91,75,26,26,17,46,10,3,18,467,0,9,13,14,83,37,8,13,0,0,0,0,0,0,4,182,0,0,0,3,11,12,21,9,0,0,0,0,0,0,0,59,0,0,5,32,39,55,116,35,16,8,0,12,0,0,5,324,5,10,27,20,25,17,36,18,0,7,4,9,0,0,3,185,0,0,0,0,0,6,7,17,3,0,0,3,0,0,0,47,0,0,0,3,7,9,48,41,13,12,14,12,5,4,6,164,125,399,1126,697,571,246,595,360,33,34,20,32,8,0,161,4419,5,3,10,17,32,34,70,31,7,8,12,12,4,3,0,249,0,0,0,8,12,17,22,21,7,5,9,7,0,0,0,112,36,97,240,252,290,367,515,266,54,50,52,53,26,7,44,2356,247,961,1884,1485,1771,1384,2671,1515,331,293,300,371,119,45,416,13802
SED23308,0,0,0,13,55,29,74,54,22,17,38,47,8,0,8,370,7,4,10,8,12,3,5,0,0,0,0,0,0,0,4,58,0,0,0,11,11,10,22,8,0,0,0,9,11,0,0,77,0,4,10,26,30,27,40,21,6,7,10,5,0,3,3,193,0,4,9,5,14,11,31,52,12,20,20,17,22,6,4,224,0,0,0,0,0,0,6,10,7,3,3,4,0,0,0,35,0,0,0,0,12,11,35,32,3,8,8,0,3,0,3,115,65,269,666,307,231,147,322,168,31,32,15,33,22,6,83,2395,0,0,10,19,23,29,50,36,6,16,3,4,6,6,5,222,0,0,0,10,22,18,14,29,3,13,13,9,4,0,8,141,36,131,149,143,97,115,217,234,46,55,48,65,32,11,39,1417,209,1015,1299,787,795,714,1660,1477,395,497,535,710,309,66,313,10793
SED23402,0,0,0,22,88,63,188,186,27,17,47,45,14,0,14,714,3,7,5,21,77,29,10,6,0,0,0,0,0,0,3,165,0,0,0,8,18,11,60,40,4,3,0,5,0,5,0,158,0,0,18,54,81,57,207,85,17,17,20,22,0,0,5,603,0,6,35,52,113,191,639,473,76,69,65,66,25,5,19,1820,0,0,0,0,8,6,11,17,0,0,0,0,0,0,0,48,0,0,0,0,11,15,33,31,11,8,5,16,8,0,6,132,91,337,949,671,608,263,704,324,34,29,29,25,9,4,103,4170,0,3,5,17,24,41,56,47,0,8,12,8,3,3,3,240,0,0,0,15,16,16,23,21,11,7,0,7,4,0,10,137,29,101,314,350,518,391,857,388,71,68,51,58,12,5,77,3306,218,994,1822,1613,2213,1791,5405,3480,661,609,534,616,197,74,410,20642
SED23502,0,0,3,5,42,38,47,82,38,42,20,34,19,11,18,398,0,6,0,9,17,6,0,3,0,0,0,0,0,0,0,39,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,24,0,4,7,24,17,27,48,12,8,0,8,8,3,4,0,168,0,6,9,0,4,3,3,14,3,7,0,5,0,0,0,55,0,0,0,0,0,0,8,10,0,5,3,4,0,0,0,30,0,0,0,0,8,7,19,32,10,6,11,13,4,0,3,110,112,419,864,430,250,87,219,76,13,13,10,17,3,0,118,2631,4,3,18,20,18,19,30,15,3,0,10,0,0,0,5,140,0,0,0,11,5,19,28,21,8,5,4,14,5,0,7,122,34,105,127,113,84,57,70,66,15,14,19,42,15,10,33,801,253,1038,1318,868,703,460,775,585,157,157,134,181,70,28,299,7033
SED23602,0,0,0,11,49,29,46,63,17,12,18,20,27,14,11,320,6,0,3,8,16,12,4,0,0,0,0,0,0,0,0,55,0,0,0,3,4,0,9,3,0,0,0,0,0,0,0,27,0,3,9,14,17,22,60,15,4,3,15,0,17,0,5,181,0,3,8,10,8,3,29,32,5,7,0,11,0,0,3,110,0,0,0,0,0,0,3,8,0,0,4,3,0,0,7,36,0,0,0,0,11,0,14,21,0,4,5,9,0,0,4,74,116,343,769,375,277,111,220,71,11,19,17,5,5,0,117,2467,0,0,19,29,18,12,40,18,8,3,5,3,3,0,3,167,0,0,0,3,17,12,27,10,4,0,0,4,4,0,68,163,28,76,135,98,104,82,102,63,6,17,12,29,15,3,79,844,242,951,1274,840,813,500,987,529,102,122,141,149,92,32,517,7293
SED23702,0,0,0,10,38,36,81,74,28,13,25,33,14,8,5,367,8,12,12,9,35,10,8,3,0,0,0,0,0,0,3,86,0,0,7,11,5,5,10,0,0,0,0,0,0,0,0,37,0,7,5,34,42,31,101,29,4,8,0,11,0,3,4,276,0,4,19,22,19,12,12,6,0,0,0,6,0,0,3,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,4,8,14,46,39,3,4,11,12,5,0,6,155,93,456,1431,929,715,297,689,256,25,36,9,18,9,0,118,5082,3,4,14,19,17,29,29,20,4,3,0,0,0,0,3,148,0,0,0,5,16,3,14,12,0,5,0,0,0,0,7,61,31,92,203,199,181,144,191,89,19,15,17,11,6,5,30,1228,221,1022,2137,1615,1536,889,1683,791,131,126,103,133,45,28,271,10737
SED23806,0,0,0,18,58,22,30,38,17,18,7,12,11,5,3,228,13,12,10,11,30,5,8,4,3,0,0,0,0,0,0,103,0,6,8,45,55,48,94,54,12,23,9,11,7,5,4,380,0,3,6,56,58,57,125,33,11,21,5,9,4,0,0,395,0,4,18,52,119,60,80,56,20,30,46,34,15,0,3,546,0,0,0,4,59,49,28,36,10,4,18,11,3,0,6,226,0,0,3,3,18,21,61,45,14,18,13,16,5,4,5,228,79,190,330,318,256,239,434,235,47,41,65,40,32,16,52,2365,0,0,28,42,36,62,112,104,16,39,28,17,15,10,14,536,0,0,3,128,104,41,77,92,45,34,45,44,34,0,10,663,59,120,114,179,197,258,393,305,80,119,131,142,62,13,33,2215,280,835,1204,1432,2203,2070,3647,2719,777,849,946,998,457,145,285,18852
SED23901,0,0,6,21,70,47,85,49,19,26,29,49,26,10,4,441,13,5,17,19,43,31,10,3,0,5,0,0,0,0,3,146,0,0,0,21,27,37,65,25,15,9,9,7,3,0,3,216,0,0,10,32,37,47,93,34,10,10,8,12,3,4,6,297,0,5,23,32,134,81,84,68,26,19,26,28,11,0,5,536,0,0,0,0,17,37,34,24,5,5,4,0,0,0,0,133,0,0,0,8,23,23,67,32,10,7,8,4,3,0,0,194,55,168,412,269,255,217,413,203,31,33,43,33,14,10,38,2204,0,3,19,23,29,51,65,60,6,19,9,8,13,4,17,325,0,0,0,68,123,62,103,71,13,13,16,20,10,0,14,507,56,141,231,272,261,566,564,386,91,86,101,72,23,10,59,2920,282,1256,1825,1407,2107,2351,3796,2474,538,608,632,598,262,91,364,18585
SED24006,0,0,0,16,47,23,28,39,11,6,6,15,8,0,5,206,28,15,21,13,34,10,9,8,0,0,0,5,0,0,7,138,0,5,13,52,69,67,131,72,12,19,8,17,4,11,9,484,0,0,13,35,63,70,96,32,9,3,11,12,0,0,5,344,0,4,19,58,118,101,111,73,10,5,5,14,8,9,6,532,0,0,0,11,120,117,78,43,12,16,3,10,3,3,0,416,0,0,0,9,13,23,41,26,10,4,5,4,3,0,7,135,64,123,316,197,193,183,321,179,30,20,28,31,17,3,36,1747,0,3,13,51,31,46,97,43,12,22,20,26,10,3,8,381,0,0,7,258,341,90,81,58,28,16,21,52,18,5,29,1007,94,136,187,212,264,223,293,194,41,53,56,86,31,6,52,1926,333,1105,1603,1814,3329,2891,4800,3201,814,768,811,968,541,130,431,23532
