SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL40652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,4,0,0,18
SAL40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,17
SAL40654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12
SAL40655,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,12,4,3,4,0,0,0,40
SAL40656,0,0,0,3,3,3,0,0,0,15,0,5,0,3,5,0,0,0,0,18,28,34,65,81,110,123,46,11,0,488
SAL40657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,10,8,5,12,6,0,0,52
SAL40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,11
SAL40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40660,0,0,3,11,0,0,3,0,0,17,0,0,4,4,9,4,0,0,0,13,27,20,56,92,82,67,16,0,0,357
SAL40661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,5,0,21
SAL40662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9
SAL40663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL40664,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,4,8,5,3,0,0,0,27
SAL40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SAL40666,0,10,15,12,15,9,4,0,0,65,3,5,3,8,9,7,6,6,0,50,66,91,204,225,256,300,83,19,0,1246
SAL40667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,5,0,0,26
SAL40668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,13
SAL40669,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,9,3,9,0,0,4,0,23
SAL40670,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,41,24,27,46,23,5,0,190
SAL40671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,19
SAL40672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,7,12,4,0,0,34
SAL40674,0,4,3,9,7,0,0,0,0,22,0,0,0,3,7,8,4,0,0,29,50,64,130,138,150,151,59,11,0,757
SAL40675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL40676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,6,0,0,31
SAL40677,0,7,10,8,3,0,0,0,0,40,0,0,5,3,5,4,5,0,0,24,36,77,232,184,166,128,61,6,0,892
SAL40678,0,4,11,0,15,3,0,0,0,40,0,0,4,0,4,0,0,0,0,19,57,113,249,264,222,209,75,12,4,1192
SAL40679,0,6,6,12,9,4,0,0,0,37,3,3,0,9,9,6,4,0,0,33,81,131,216,239,295,244,66,13,0,1286
SAL40680,0,3,7,0,7,4,0,0,0,19,0,0,7,9,3,4,3,0,0,32,34,75,261,148,120,116,49,10,0,808
SAL40681,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,16,18,22,34,35,8,0,0,148
SAL40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,7,6,0,0,0,32
SAL40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,12,3,0,0,35
SAL40684,4,3,4,5,0,3,0,0,0,26,0,0,0,6,6,3,0,0,0,17,31,47,99,84,149,147,28,3,0,586
SAL40685,0,4,3,3,4,0,0,0,0,18,0,0,3,4,3,0,0,0,0,14,15,48,134,112,86,28,8,0,0,434
SAL40686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40687,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,10,10,16,27,50,37,20,0,0,169
SAL40688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,9,0,0,0,24
SAL40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
SAL40690,4,8,20,13,12,14,5,0,0,70,0,3,11,19,16,4,4,0,0,58,103,167,410,376,374,334,101,11,0,1873
SAL40691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,6,0,0,0,32
SAL40692,0,13,27,24,21,11,0,0,0,102,0,19,39,19,19,9,3,0,0,107,65,264,781,494,365,220,46,3,0,2239
SAL40693,0,4,10,4,0,7,0,0,0,37,0,6,9,9,7,5,0,0,0,35,39,105,216,190,168,111,23,0,0,852
SAL40694,0,0,0,4,9,5,0,0,0,16,0,0,4,3,0,3,5,0,0,12,13,19,55,51,50,77,29,9,0,298
SAL40695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL40696,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,10,23,43,37,48,60,21,5,0,244
SAL40697,0,4,5,7,9,13,0,0,0,38,0,0,9,5,9,8,0,0,0,35,50,59,178,147,172,224,64,21,0,923
SAL40698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,8,5,4,0,0,26
SAL40699,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,14,17,35,33,9,8,0,128
SAL40700,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,0,7,11,39,34,47,75,77,31,0,0,316
SAL40701,0,0,0,3,0,0,0,0,0,15,3,0,3,0,0,0,3,0,0,12,34,49,89,87,109,103,66,11,0,556
SAL40702,4,4,3,7,13,3,4,0,0,33,3,0,3,10,6,0,0,0,0,21,71,106,163,227,265,218,65,13,0,1139
SAL40703,3,15,42,28,19,20,0,5,0,134,0,21,51,27,13,12,0,0,0,124,110,315,1070,848,534,352,75,9,0,3313
SAL40704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,3,3,3,0,0,24
SAL40705,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SAL40706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,8
SAL40707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,21,22,22,9,3,0,104
SAL40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40709,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,17,20,12,13,0,0,78
SAL40710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,13,11,11,3,0,0,56
SAL40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL40712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,6,0,0,0,0,22
SAL40713,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,15,3,0,0,0,0,33
SAL40714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,6,0,0,23
SAL40716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,0,21
SAL40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL40718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,3,0,0,38
SAL40719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,10,4,0,0,35
SAL40720,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,14,11,17,20,19,17,0,0,108
SAL40721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL40722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,17,3,0,0,0,29
SAL40723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40724,0,0,4,0,3,0,0,0,0,12,0,0,3,4,0,0,0,0,0,8,11,25,50,46,54,54,8,0,0,243
SAL40725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,11,25,32,10,0,0,101
SAL40726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,4,4,0,0,0,17
SAL40727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,17
SAL40728,0,8,27,19,7,10,0,0,0,68,0,6,13,7,6,3,0,0,0,48,69,288,707,369,239,169,42,3,0,1886
SAL40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,18,10,0,0,0,32
SAL40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,8,0,0,0,28
SAL40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,14,14,3,0,0,49
SAL40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,9
SAL40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,5,4,0,0,25
SAL40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL40737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7
SAL40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,22
SAL40744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL40746,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,6,0,0,0,12,22,32,71,75,87,81,33,0,3,405
SAL40747,0,0,0,3,0,0,0,0,0,9,4,0,6,0,7,0,0,0,0,16,22,17,26,41,57,55,33,7,0,262
SAL40748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40749,3,10,12,15,15,13,4,0,0,73,5,9,13,18,14,6,5,0,0,61,105,176,323,400,508,449,91,3,0,2052
SAL40750,4,11,19,15,19,19,3,3,0,95,4,9,11,13,11,6,3,3,0,53,113,177,482,412,393,323,61,10,0,1980
SAL40751,0,0,0,3,4,6,5,3,0,19,0,0,0,0,0,0,0,0,0,0,11,21,49,64,68,64,41,8,0,311
SAL40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL40753,0,0,0,4,0,3,4,0,0,13,0,0,0,0,4,3,4,0,0,21,32,48,114,138,127,124,61,14,0,658
SAL40754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,11,17,11,6,0,0,69
SAL40755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,0,0,0,25
SAL40756,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,4,5,21,3,0,0,55
SAL40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,0,20
SAL40759,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,14,21,48,66,53,59,27,4,0,288
SAL40760,9,8,19,15,14,14,4,0,0,85,0,11,13,15,26,17,0,0,0,91,113,138,265,294,474,340,52,11,0,1694
SAL40761,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,6,17,11,11,24,37,34,17,0,0,143
SAL40762,5,15,68,30,8,9,6,0,0,141,4,14,35,30,16,8,4,0,0,104,113,358,1346,974,445,238,46,4,0,3531
SAL40763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40764,0,0,4,9,3,0,0,0,0,22,4,6,4,14,7,4,0,0,0,37,47,60,163,302,219,129,34,14,0,977
SAL40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,9
SAL40767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,0,9,0,0,0,18
SAL40768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,16,14,29,12,3,0,87
SAL40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL40770,6,12,13,18,15,13,0,0,0,84,4,3,3,5,4,7,3,0,0,39,121,137,259,371,420,282,79,12,0,1677
SAL40771,0,3,15,14,3,9,0,0,0,49,3,0,0,12,8,11,0,3,0,36,80,80,231,242,258,249,65,12,3,1199
SAL40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,5,13,11,12,3,4,0,65
SAL40773,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,7,3,11,10,3,0,0,50
SAL40774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,28,11,22,32,9,0,0,105
SAL40775,8,14,32,29,32,31,15,0,0,153,7,14,25,21,26,11,0,0,0,100,171,279,559,638,684,516,142,22,5,3015
SAL40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,7,10,13,9,0,0,48
SAL40777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,11,0,0,0,28
SAL40778,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,25,7,14,28,55,32,11,0,0,171
SAL40779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,16
SAL40780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,8,19,4,0,0,53
SAL40781,0,0,0,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,9,10,19,56,72,68,58,21,5,0,309
SAL40782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,8,3,0,0,0,24
SAL40783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SAL40784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,16
SAL40785,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,10,14,6,21,27,28,9,0,0,109
SAL40786,0,0,0,0,3,7,0,0,0,17,0,0,0,0,0,4,0,0,0,3,29,11,24,41,75,58,17,4,0,259
SAL40787,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,4,14,14,15,17,15,3,0,82
SAL40788,7,0,4,11,5,3,0,0,0,35,0,3,0,5,10,7,0,0,0,29,65,74,156,240,256,227,58,8,0,1084
SAL40789,3,6,18,15,15,20,3,0,0,80,0,9,15,12,13,15,6,7,3,76,124,152,404,362,427,413,116,19,3,2027
SAL40790,4,0,3,3,4,0,0,0,0,19,0,0,0,4,0,0,3,0,0,12,35,27,75,82,101,84,27,0,0,435
SAL40791,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,3,0,0,0,14,11,21,52,45,72,77,31,4,0,320
SAL40792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL40794,0,3,4,7,5,0,0,0,0,24,3,0,5,0,5,8,0,5,0,32,58,79,172,211,232,203,64,12,0,1043
SAL40795,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,8,16,23,25,27,15,5,0,113
SAL40796,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,9,24,14,22,34,12,0,0,133
SAL40797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,11,5,7,0,0,48
SAL40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40799,0,0,4,5,0,8,3,0,0,21,3,0,3,6,11,10,0,3,0,33,22,52,125,119,172,167,47,10,0,723
SAL40800,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,5,0,0,0,12,17,15,41,39,48,63,19,0,0,238
SAL40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,14,17,13,0,0,0,59
SAL40802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,6,0,0,19
SAL40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,11
SAL40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,4,7,12,11,0,0,54
SAL40805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL40806,0,16,34,32,36,26,4,4,0,146,7,23,29,31,30,18,8,0,0,148,254,458,959,1167,1005,660,185,34,4,4718
SAL40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40808,0,0,4,0,0,0,3,0,0,11,0,0,3,4,7,0,3,0,0,17,16,26,78,83,101,113,39,11,3,469
SAL40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,11
SAL40810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,27
SAL40811,0,3,0,5,7,0,0,0,0,16,0,0,0,5,0,0,0,0,0,18,21,37,118,102,80,89,22,5,0,474
SAL40812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SAL40813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,13
SAL40814,0,0,8,8,12,12,6,4,0,46,0,0,8,11,4,4,0,0,0,39,88,120,164,255,344,258,123,16,0,1365
SAL40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,18
SAL40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,5,0,0,0,26
SAL40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,10,14,8,0,0,37
SAL40819,0,0,8,8,7,3,7,0,0,34,0,0,5,3,5,3,0,0,0,17,51,69,155,165,148,140,37,3,0,762
SAL40820,0,6,6,5,20,7,4,0,0,48,7,0,6,8,10,11,0,0,0,41,61,71,135,142,224,220,79,10,0,933
SAL40821,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,12,8,12,12,7,6,0,67
SAL40822,0,12,25,29,27,9,0,0,0,110,6,15,24,29,26,12,3,0,0,120,104,233,497,563,395,170,29,0,0,1996
SAL40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,20
SAL40825,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,10,4,0,0,57
SAL40826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,7,0,0,0,32
SAL40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,10,8,12,0,0,50
SAL40828,0,3,21,9,6,10,0,0,0,44,0,0,9,12,7,3,0,0,0,37,43,135,476,320,219,196,33,3,0,1429
SAL40829,0,3,7,7,4,6,5,0,0,39,0,7,6,8,8,9,0,0,0,33,49,90,133,233,272,243,77,17,0,1109
SAL40830,0,3,11,11,10,8,3,0,0,49,3,10,19,12,3,3,0,0,0,63,90,187,483,378,331,251,62,10,0,1798
SAL40831,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,8,25,21,24,34,8,0,0,118
SAL40832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,13,0,0,0,18
SAL40833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5
SAL40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,12,12,3,0,0,41
SAL40835,0,12,14,16,6,4,0,0,0,51,0,6,11,12,6,0,0,0,0,32,51,141,330,269,153,101,14,0,0,1048
SAL40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL40837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,14,12,10,5,0,0,46
SAL40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,3,8,0,0,39
SAL40839,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,24,39,83,74,42,13,0,0,298
SAL40840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL40841,0,0,4,3,9,3,0,0,0,21,0,0,0,6,5,0,0,0,0,17,43,45,84,106,157,128,26,0,0,589
SAL40842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,17,10,6,0,0,0,38
SAL40843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40844,9,35,67,62,33,22,6,0,0,241,8,25,66,66,41,21,11,0,0,236,323,910,2118,1933,1430,831,175,14,0,7740
SAL40845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL40846,0,4,3,4,0,8,0,0,0,24,0,0,9,0,4,3,0,0,0,20,32,70,158,182,173,139,27,0,0,781
SAL40847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL40848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,17
SAL40849,0,4,0,6,6,3,3,0,0,30,0,0,3,0,0,0,5,0,0,15,36,46,70,122,126,139,60,3,0,611
SAL40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,9,0,0,0,30
SAL40851,0,4,4,13,9,5,0,0,0,35,3,3,0,4,0,7,0,0,0,18,70,62,102,221,232,139,30,11,0,865
SAL40852,0,4,5,12,17,8,11,0,0,63,0,0,8,12,6,14,3,0,0,52,96,127,228,327,419,401,127,23,3,1757
SAL40853,0,6,3,20,8,11,0,0,0,45,0,0,0,4,5,4,0,5,0,22,35,48,184,207,172,173,30,12,0,857
SAL40854,0,0,5,0,7,4,0,0,0,12,0,4,0,6,0,3,0,0,0,16,38,46,59,89,138,135,51,15,0,581
SAL40855,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,22,36,33,49,23,4,0,189
