SAL_CODE_2021,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL12013,27,26,15,3,154
SAL12014,14,6,3,0,39
SAL12015,7,0,0,0,38
SAL12016,11,9,4,0,35
SAL12017,13,17,9,4,72
SAL12018,0,3,3,0,24
SAL12019,10,0,0,0,22
SAL12020,11,7,4,0,35
SAL12021,30,14,11,0,101
SAL12022,0,0,0,0,0
SAL12023,81,72,27,13,419
SAL12024,3,0,0,0,10
SAL12025,897,354,107,22,4982
SAL12026,11,14,4,0,72
SAL12027,16,7,4,0,46
SAL12028,4,4,5,0,20
SAL12029,0,3,0,0,7
SAL12030,44,13,11,0,240
SAL12031,7,13,3,0,50
SAL12032,141,87,61,64,1591
SAL12033,155,225,109,39,1247
SAL12034,0,0,0,0,0
SAL12035,46,27,7,0,196
SAL12036,154,122,30,7,850
SAL12037,0,0,0,0,21
SAL12038,6,0,0,3,5
SAL12039,382,211,70,11,2793
SAL12040,0,5,4,0,9
SAL12041,233,129,34,8,1269
SAL12042,12,6,4,0,37
SAL12043,0,4,3,0,20
SAL12044,21,15,4,0,76
SAL12045,0,0,0,4,19
SAL12046,35,30,11,6,175
SAL12047,0,0,0,0,0
SAL12048,4,0,0,0,9
SAL12049,13,8,4,0,42
SAL12050,310,192,76,18,5455
SAL12051,0,0,0,0,12
SAL12052,29,14,11,0,133
SAL12053,131,136,57,19,727
SAL12054,366,240,113,37,2656
SAL12055,7,4,0,0,41
SAL12056,190,136,89,23,1405
SAL12057,20,19,3,0,105
SAL12058,44,35,5,0,177
SAL12059,103,66,27,4,441
SAL12060,21,20,16,0,179
SAL12061,5,4,3,0,32
SAL12062,19,12,4,0,103
SAL12063,392,415,288,89,2700
SAL12064,0,0,0,0,0
SAL12065,106,92,73,23,511
SAL12066,27,24,15,0,132
SAL12067,14,8,7,0,49
SAL12068,52,55,30,7,329
SAL12069,165,117,38,6,562
SAL12070,10,6,3,0,36
SAL12071,13,5,3,0,35
SAL12072,30,27,14,3,159
SAL12073,32,20,17,0,134
SAL12074,20,4,5,0,67
SAL12075,257,266,208,193,2024
SAL12076,0,3,0,0,352
SAL12077,0,0,0,0,8
SAL12078,6,0,6,0,19
SAL12079,638,343,147,30,3875
SAL12080,61,30,22,5,287
SAL12081,268,253,173,27,1879
SAL12082,543,261,91,30,3156
SAL12083,5,8,0,0,26
SAL12084,141,138,71,5,685
SAL12085,962,871,327,87,4931
SAL12086,9,7,0,0,19
SAL12087,212,90,19,3,1215
SAL12088,71,43,11,3,367
SAL12089,0,0,0,0,11
SAL12090,7,0,0,0,23
SAL12091,16,0,0,0,76
SAL12092,12,4,0,0,54
SAL12093,258,184,142,53,2228
SAL12094,19,11,4,0,75
SAL12095,29,12,3,0,89
SAL12096,2100,1275,572,178,14697
SAL12097,576,287,94,8,5565
SAL12098,639,475,267,127,4607
SAL12099,21,10,6,0,90
SAL12100,51,36,12,3,729
SAL12101,7,4,0,0,43
SAL12102,129,98,30,17,859
SAL12103,43,26,15,4,226
SAL12104,117,78,35,9,553
SAL12105,3,3,0,0,10
SAL12106,0,3,0,0,3
SAL12107,759,487,304,141,7293
SAL12108,544,427,191,40,2845
SAL12109,58,59,44,3,356
SAL12110,23,18,6,0,93
SAL12111,15,8,4,0,68
SAL12112,5,0,0,0,10
SAL12113,0,0,0,0,5
SAL12114,3,0,0,0,8
SAL12115,0,0,0,0,0
SAL12116,4,10,0,0,25
SAL12117,136,270,147,27,900
SAL12118,0,0,0,0,0
SAL12119,32,19,19,0,182
SAL12120,0,0,0,0,0
SAL12121,7,3,0,0,29
SAL12122,6,0,3,0,34
SAL12123,13,13,4,0,49
SAL12124,929,896,513,231,4816
SAL12125,543,482,146,47,2826
SAL12126,111,120,35,7,531
SAL12127,83,108,57,12,411
SAL12128,0,0,0,0,0
SAL12129,5,5,0,0,32
SAL12130,23,22,7,0,131
SAL12131,0,7,4,0,41
SAL12132,9,4,0,0,29
SAL12133,157,167,46,17,837
SAL12134,6,4,0,0,25
SAL12135,3,8,0,0,27
SAL12136,31,32,7,0,132
SAL12137,1112,767,484,258,6509
SAL12138,495,239,172,74,2432
SAL12139,507,422,213,154,3522
SAL12140,16,21,10,3,84
SAL12141,91,79,27,0,331
SAL12142,91,119,58,8,501
SAL12143,0,0,0,0,0
SAL12144,8,3,0,0,26
SAL12145,67,54,6,0,338
SAL12146,3,0,0,0,16
SAL12147,12,7,0,0,68
SAL12148,29,29,14,0,149
SAL12149,556,563,459,303,3771
SAL12150,59,139,68,11,375
SAL12151,12,15,0,0,43
SAL12152,0,0,0,0,8
SAL12153,202,155,57,15,991
SAL12154,19,12,3,3,93
SAL12155,0,0,0,0,0
SAL12156,11,6,0,0,22
SAL12157,731,647,235,49,4770
SAL12158,220,187,58,13,1769
SAL12159,16,13,7,0,57
SAL12160,4,4,0,0,13
SAL12161,69,61,17,3,326
SAL12162,949,771,351,144,4742
SAL12163,19,15,0,0,104
SAL12164,917,551,249,94,8047
SAL12165,0,0,0,0,4
SAL12166,888,576,265,97,6034
SAL12167,3,4,0,0,18
SAL12168,6,5,0,0,30
SAL12169,27,11,3,0,112
SAL12170,0,0,0,0,4
SAL12171,601,434,267,109,5622
SAL12172,108,92,28,0,543
SAL12173,26,23,7,3,112
SAL12174,51,40,15,0,169
SAL12175,3,5,3,0,28
SAL12176,0,0,0,0,0
SAL12177,0,7,4,0,22
SAL12178,4,8,0,0,16
SAL12179,32,18,6,0,208
SAL12180,76,48,14,3,348
SAL12181,761,577,397,212,6042
SAL12182,391,307,229,67,2714
SAL12183,31,34,12,10,264
SAL12184,0,0,0,0,5
SAL12185,5,6,0,0,28
SAL12186,10,4,8,0,28
SAL12187,29,23,5,0,124
SAL12188,4,3,0,0,23
SAL12189,0,0,0,0,0
SAL12190,1029,629,422,314,10341
SAL12191,226,96,59,17,1073
SAL12192,9,0,3,0,21
SAL12193,0,0,0,0,7
SAL12194,106,82,58,9,543
SAL12195,0,0,0,3,12
SAL12196,218,132,73,21,1501
SAL12197,47,19,10,0,173
SAL12198,0,0,0,0,10
SAL12199,3,0,0,0,5
SAL12200,22,8,24,3,105
SAL12201,42,35,8,0,191
SAL12202,498,378,189,67,3415
SAL12203,152,134,46,9,1021
SAL12204,23,12,4,0,113
SAL12205,12,11,0,0,38
SAL12206,278,288,98,16,1555
SAL12207,0,0,0,0,0
SAL12208,281,180,148,52,2133
SAL12209,75,45,42,18,646
SAL12210,43,43,6,0,194
SAL12211,12,10,5,0,50
SAL12212,28,15,4,0,88
SAL12213,7,0,0,0,13
SAL12214,57,59,23,4,300
SAL12215,0,0,0,0,3
SAL12216,7,4,0,0,25
SAL12217,71,45,23,0,319
SAL12218,23,10,3,0,56
SAL12219,14,20,3,0,81
SAL12220,17,10,5,0,95
SAL12221,18,12,0,0,66
SAL12222,9,8,0,0,30
SAL12223,85,50,26,5,436
SAL12224,193,109,57,17,1198
SAL12225,164,116,69,15,964
SAL12226,348,260,105,26,1714
SAL12227,135,82,36,0,715
SAL12228,79,67,14,5,392
SAL12229,355,277,130,50,2536
SAL12230,4,0,0,0,33
SAL12231,0,0,0,0,12
SAL12232,5,0,0,0,9
SAL12233,0,3,0,6,34
SAL12234,72,48,25,12,426
SAL12235,121,73,25,9,564
SAL12236,13,14,0,0,68
SAL12237,185,157,84,68,994
SAL12238,33,25,15,7,187
SAL12239,32,9,0,5,84
SAL12240,19,21,13,3,98
SAL12241,25,23,12,0,149
SAL12242,16,8,0,0,57
SAL12243,65,51,18,4,235
SAL12244,10,0,0,0,22
SAL12245,46,75,19,4,231
SAL12246,557,458,239,68,3105
SAL12247,24,16,11,0,118
SAL12248,0,0,0,0,4
SAL12249,0,0,0,0,0
SAL12250,92,60,32,6,543
SAL12251,434,445,249,44,2194
SAL12252,83,147,53,9,401
SAL12253,0,4,0,0,15
SAL12254,15,16,4,0,76
SAL12255,257,228,172,79,1504
SAL12256,243,126,70,28,1701
SAL12257,0,0,0,0,0
SAL12258,9,3,0,0,42
SAL12259,273,172,79,30,1513
SAL12260,61,39,15,12,263
SAL12261,0,0,0,0,0
SAL12262,449,380,256,50,2346
SAL12263,96,60,25,14,368
SAL12264,75,44,11,4,390
SAL12265,181,91,44,13,792
SAL12266,704,372,214,143,7601
SAL12267,40,28,9,0,262
SAL12268,118,138,97,17,620
SAL12269,3,0,0,0,36
SAL12270,545,289,121,38,3590
SAL12271,10,8,0,0,46
SAL12272,34,27,6,0,186
SAL12273,470,285,117,51,2731
SAL12274,0,0,0,0,4
SAL12275,951,677,419,200,7760
SAL12276,774,560,261,109,7639
SAL12277,233,193,81,26,1881
SAL12278,9,8,0,0,36
SAL12279,39,22,5,0,147
SAL12280,9,12,3,0,30
SAL12281,0,0,0,0,3
SAL12282,59,46,19,3,268
SAL12283,0,7,0,0,21
SAL12284,143,103,43,10,942
SAL12285,99,83,53,15,556
SAL12286,6,4,0,0,14
SAL12287,140,122,47,22,944
SAL12288,69,54,3,4,238
SAL12289,5,4,0,0,30
SAL12290,14,0,3,0,48
SAL12291,0,4,0,0,9
SAL12292,208,238,172,92,943
SAL12293,5,7,0,0,16
SAL12294,92,87,50,15,628
SAL12295,10,0,0,0,18
SAL12296,844,728,374,132,5824
SAL12297,117,128,77,8,566
SAL12298,352,214,81,12,1500
SAL12299,18,10,4,0,72
SAL12300,17,5,3,0,73
SAL12301,0,0,0,0,0
SAL12302,615,381,217,85,3828
SAL12303,4,9,3,0,33
SAL12304,27,22,11,0,124
SAL12305,12,18,9,6,78
SAL12306,1104,709,275,101,9215
SAL12307,3,0,0,0,6
SAL12308,16,3,3,0,36
SAL12309,306,270,126,23,1321
SAL12310,0,0,0,0,0
SAL12311,3,0,0,0,37
SAL12312,857,635,191,51,4538
SAL12313,197,180,99,17,1320
SAL12314,355,275,126,23,4297
SAL12315,8,7,0,0,24
SAL12316,177,132,81,14,1466
SAL12317,634,437,214,39,4423
SAL12318,603,672,356,137,2984
SAL12319,3,3,0,0,29
SAL12320,4,3,4,0,27
SAL12321,10,11,0,0,59
SAL12322,283,180,73,54,2739
SAL12323,17,12,3,0,63
SAL12324,155,94,23,9,1238
SAL12325,1331,712,270,105,12915
SAL12326,0,0,0,0,0
SAL12327,19,22,12,0,192
SAL12328,44,24,17,0,182
SAL12329,273,239,126,27,1190
SAL12330,103,99,37,15,385
SAL12331,151,133,43,18,783
SAL12332,43,32,8,0,122
SAL12333,5,6,0,3,20
SAL12334,719,396,159,75,4450
SAL12335,0,3,0,0,9
SAL12336,11,11,3,0,60
SAL12337,39,19,7,7,147
SAL12338,4,0,4,0,27
SAL12339,13,17,5,0,68
SAL12340,5,3,0,0,10
SAL12341,4,3,0,0,11
SAL12342,40,30,9,3,137
SAL12343,7,6,0,0,34
SAL12344,67,54,16,7,291
SAL12345,29,31,12,4,153
SAL12346,0,6,0,0,22
SAL12347,4,3,0,0,13
SAL12348,1062,739,450,137,6519
SAL12349,0,5,0,0,20
SAL12350,60,33,15,3,219
SAL12351,4,0,0,0,7
SAL12352,523,287,130,71,2692
SAL12353,389,296,152,101,2284
SAL12354,211,171,71,23,1166
SAL12355,20,20,4,0,63
SAL12356,433,377,229,70,2354
SAL12357,7,0,6,0,13
SAL12358,384,325,232,97,2837
SAL12359,15,10,0,0,70
SAL12360,32,37,6,4,120
SAL12361,97,65,25,11,407
SAL12362,0,0,0,0,9
SAL12363,5,9,7,0,52
SAL12364,0,0,0,0,3
SAL12365,18,9,0,0,84
SAL12366,7,0,4,0,21
SAL12367,5,3,0,0,20
SAL12368,0,7,3,0,13
SAL12369,68,52,23,6,329
SAL12370,1615,1047,555,208,14705
SAL12371,228,138,43,15,1182
SAL12372,77,50,25,8,619
SAL12373,11,8,6,3,48
SAL12374,85,56,20,5,723
SAL12375,3,0,0,0,13
SAL12376,52,35,6,0,214
SAL12377,77,68,33,6,547
SAL12378,96,72,45,17,446
SAL12379,4,4,0,0,21
SAL12380,325,217,151,40,2200
SAL12381,36,30,6,0,119
SAL12382,18,19,7,4,91
SAL12383,6,4,0,0,22
SAL12384,267,145,55,13,1687
SAL12385,220,206,76,11,938
SAL12386,4,5,3,0,36
SAL12387,502,456,238,74,3326
SAL12388,0,4,0,0,20
SAL12389,0,0,0,0,0
SAL12390,19,17,14,0,103
SAL12391,10,3,0,0,32
SAL12392,10,0,0,0,15
SAL12393,8,15,3,0,41
SAL12394,305,197,101,24,1270
SAL12395,59,32,8,0,268
SAL12396,54,38,22,4,282
SAL12397,6,0,0,0,21
SAL12398,172,102,46,19,822
SAL12399,43,30,9,6,153
SAL12400,11,6,0,0,37
SAL12401,4,3,0,0,21
SAL12402,3,0,0,0,9
SAL12403,11,6,3,0,43
SAL12404,83,31,10,0,456
SAL12405,64,56,17,0,292
SAL12406,34,15,10,0,93
SAL12407,41,42,5,0,179
SAL12408,6,7,3,0,21
SAL12409,0,0,0,0,0
SAL12410,38,27,8,0,202
SAL12411,37,22,7,0,136
SAL12412,8,5,0,0,22
SAL12413,9,10,0,0,31
SAL12414,6,4,0,0,14
SAL12415,0,3,3,0,21
SAL12416,4,3,0,0,20
SAL12417,35,20,15,0,131
SAL12418,9,11,0,0,37
SAL12419,11,15,8,0,71
SAL12420,0,0,0,0,5
SAL12421,89,61,19,0,387
SAL12422,17,12,0,0,68
SAL12423,15,3,3,0,55
SAL12424,16,15,12,0,54
SAL12425,4,0,0,0,12
SAL12426,4,0,0,0,4
SAL12427,34,26,0,0,142
SAL12428,151,55,31,0,830
SAL12429,21,10,11,0,105
SAL12430,630,410,232,92,3233
SAL12431,438,284,145,36,3499
SAL12432,15,7,7,0,109
SAL12433,13,4,3,0,47
SAL12434,6,4,0,0,25
SAL12435,32,24,15,6,163
SAL12436,23,24,17,5,127
SAL12437,0,0,0,0,0
SAL12438,3,0,0,0,3
SAL12439,230,149,96,49,1175
SAL12440,246,263,166,71,1349
SAL12441,230,178,68,16,933
SAL12442,855,499,205,54,5957
SAL12443,206,202,69,8,1816
SAL12444,191,79,19,0,796
SAL12445,0,0,0,0,0
SAL12446,432,317,185,120,7990
SAL12447,0,0,0,0,0
SAL12448,0,0,0,0,4
SAL12449,4,8,0,0,14
SAL12450,58,78,17,0,230
SAL12451,6,0,0,0,17
SAL12452,83,47,25,6,330
SAL12453,17,8,0,0,60
SAL12454,79,67,9,0,391
SAL12455,15,4,3,0,51
SAL12456,3,4,0,0,24
SAL12457,10,3,0,0,72
SAL12458,176,129,93,81,1159
SAL12459,3,3,0,0,17
SAL12460,34,11,0,4,153
SAL12461,34,30,8,0,151
SAL12462,540,341,213,90,3045
SAL12463,7,0,0,0,13
SAL12464,0,3,4,0,12
SAL12465,107,89,26,7,449
SAL12466,6,0,0,0,27
SAL12467,21,8,3,0,66
SAL12468,3,0,0,0,0
SAL12469,7,0,4,0,59
SAL12470,35,44,18,8,195
SAL12471,260,249,123,15,1189
SAL12472,14,7,0,0,63
SAL12473,4,7,4,0,21
SAL12474,10,6,0,0,48
SAL12475,51,25,14,3,229
SAL12476,5,7,4,0,44
SAL12477,43,15,16,3,167
SAL12478,286,191,59,14,1648
SAL12479,7,4,3,0,24
SAL12480,23,21,6,3,152
SAL12481,3,0,0,0,33
SAL12482,72,35,27,5,348
SAL12483,54,49,15,8,362
SAL12484,162,162,78,20,995
SAL12485,1494,912,559,202,11111
SAL12486,495,307,138,84,3794
SAL12487,167,132,76,8,1063
SAL12488,23,31,15,6,109
SAL12489,18,4,0,0,187
SAL12490,18,4,5,0,42
SAL12491,39,33,5,0,191
SAL12492,103,88,29,5,415
SAL12493,16,17,0,0,54
SAL12494,112,62,32,6,634
SAL12495,443,337,153,55,3605
SAL12496,14,12,5,0,57
SAL12497,19,19,8,0,147
SAL12498,256,153,82,20,1731
SAL12499,0,0,0,0,9
SAL12500,0,0,0,0,0
SAL12501,8,0,0,0,23
SAL12502,193,158,65,19,924
SAL12503,18,3,0,0,54
SAL12504,35,19,3,0,110
SAL12505,9,3,0,0,25
SAL12506,13,5,0,0,33
SAL12507,0,3,0,0,6
SAL12508,91,50,31,4,405
SAL12509,14,14,5,0,83
SAL12510,45,37,16,8,294
SAL12511,2472,1626,867,372,17974
SAL12512,77,46,17,0,554
SAL12513,31,22,8,0,158
SAL12514,1710,933,374,97,15636
SAL12515,441,279,93,7,7502
SAL12516,1010,701,395,216,7660
SAL12517,16,19,5,0,92
SAL12518,3,5,0,0,21
SAL12519,5,0,0,0,28
SAL12520,6,10,0,0,84
SAL12521,40,19,9,0,176
SAL12522,60,49,16,11,239
SAL12523,79,83,35,11,629
SAL12524,559,327,117,28,3525
SAL12525,9,4,0,0,48
SAL12526,4,10,0,0,48
SAL12527,20,12,5,0,89
SAL12528,161,111,32,8,993
SAL12529,980,445,193,48,14768
SAL12530,123,96,26,9,556
SAL12531,9,3,0,0,29
SAL12532,68,67,31,8,415
SAL12533,15,4,0,3,62
SAL12534,843,492,267,68,4999
SAL12535,7,6,0,0,51
SAL12536,6,0,0,0,35
SAL12537,12,8,0,0,48
SAL12538,6,3,0,0,26
SAL12539,8,4,9,0,36
SAL12540,677,434,186,100,5240
SAL12541,0,0,0,0,3
SAL12542,5,3,6,0,35
SAL12543,5,3,0,0,27
SAL12544,132,77,24,13,990
SAL12545,0,0,0,0,0
SAL12546,114,95,35,6,1041
SAL12547,25,9,0,0,88
SAL12548,61,29,15,10,1146
SAL12549,5,0,4,0,5
SAL12550,29,16,7,0,129
SAL12551,16,6,3,0,67
SAL12552,149,63,39,11,1147
SAL12553,29,12,4,0,138
SAL12554,11,15,11,0,98
SAL12555,103,82,21,8,480
SAL12556,4,12,0,0,67
SAL12557,298,235,141,22,1769
SAL12558,6,3,0,0,30
SAL12559,45,27,10,0,193
SAL12560,273,168,73,15,3584
SAL12561,0,0,0,0,0
SAL12562,3,3,5,0,31
SAL12563,87,74,35,6,392
SAL12564,839,562,242,31,5142
SAL12565,10,7,3,0,72
SAL12566,50,33,6,0,228
SAL12567,24,13,4,0,84
SAL12568,32,18,10,0,94
SAL12569,0,0,0,0,11
SAL12570,16,3,3,0,58
SAL12571,0,0,0,0,0
SAL12572,4,8,3,0,22
SAL12573,40,12,0,0,812
SAL12574,168,109,43,8,1194
SAL12575,10,13,0,0,34
SAL12576,7,3,3,0,43
SAL12577,24,12,5,0,95
SAL12578,1073,529,186,28,5367
SAL12579,95,112,115,93,735
SAL12580,17,7,3,0,87
SAL12581,48,53,21,0,256
SAL12582,59,55,16,3,276
SAL12583,14,5,4,0,53
SAL12584,1213,825,309,123,6963
SAL12585,107,73,82,58,830
SAL12586,471,447,244,92,2408
SAL12587,34,18,6,0,95
SAL12588,0,0,0,0,0
SAL12589,5,6,0,0,26
SAL12590,49,52,26,0,271
SAL12591,6,0,0,0,13
SAL12592,0,0,0,0,3
SAL12593,0,3,0,0,8
SAL12594,0,0,0,0,9
SAL12595,0,3,0,0,15
SAL12596,140,142,48,22,775
SAL12597,12,10,6,0,57
SAL12598,12,0,0,0,38
SAL12599,1654,858,382,120,14299
SAL12600,375,227,119,74,3006
SAL12601,18,13,6,0,108
SAL12602,5,0,0,0,5
SAL12603,324,195,60,22,2025
SAL12604,3,7,0,0,30
SAL12605,21,9,8,0,80
SAL12606,0,0,0,0,5
SAL12607,0,0,0,0,14
SAL12608,5,4,0,0,22
SAL12609,76,37,8,0,340
SAL12610,46,37,9,3,199
SAL12611,19,14,11,3,122
SAL12612,12,4,7,0,35
SAL12613,184,102,55,21,773
SAL12614,105,84,31,15,542
SAL12615,0,7,0,0,36
SAL12616,4,4,0,0,12
SAL12617,11,13,0,0,68
SAL12618,229,113,40,4,2819
SAL12619,3,0,0,0,11
SAL12620,7,13,0,0,45
SAL12621,8,0,0,0,20
SAL12622,8,7,6,0,30
SAL12623,9,15,0,0,82
SAL12624,17,8,6,0,53
SAL12625,4,0,4,0,4
SAL12626,3,0,0,0,10
SAL12627,20,14,3,0,55
SAL12628,182,81,50,19,1053
SAL12629,35,30,9,0,175
SAL12630,206,148,74,16,1274
SAL12631,99,78,19,7,593
SAL12632,0,5,0,0,8
SAL12633,53,71,30,9,281
SAL12634,112,108,47,8,724
SAL12635,0,3,0,0,25
SAL12636,281,207,119,16,1843
SAL12637,14,4,0,0,34
SAL12638,0,4,0,0,30
SAL12639,4,10,3,0,31
SAL12640,307,273,125,13,1928
SAL12641,200,207,94,59,965
SAL12642,10,10,3,3,49
SAL12643,0,4,3,0,25
SAL12644,463,217,60,3,2617
SAL12645,23,6,3,0,65
SAL12646,0,0,0,0,6
SAL12647,26,15,11,0,103
SAL12648,5,5,0,0,19
SAL12649,40,29,15,0,300
SAL12650,91,80,48,12,462
SAL12651,31,44,7,0,129
SAL12652,18,5,0,0,94
SAL12653,763,462,189,48,6064
SAL12654,24,29,25,0,170
SAL12655,55,74,21,0,279
SAL12656,1162,889,622,402,9706
SAL12657,10,5,0,0,24
SAL12658,79,57,30,10,429
SAL12659,3,0,5,0,31
SAL12660,38,23,11,0,131
SAL12661,31,11,7,0,953
SAL12662,19,14,5,0,130
SAL12663,50,54,20,3,240
SAL12664,597,585,387,136,3475
SAL12665,513,493,285,89,3229
SAL12666,65,61,20,0,322
SAL12667,9,7,9,4,47
SAL12668,30,29,12,8,138
SAL12669,0,0,0,0,4
SAL12670,15,25,0,0,49
SAL12671,31,37,6,3,157
SAL12672,0,0,0,0,9
SAL12673,0,0,0,0,0
SAL12674,4,8,0,0,17
SAL12675,5,6,0,0,17
SAL12676,20,7,0,0,56
SAL12677,16,21,3,0,54
SAL12678,5,3,0,0,12
SAL12679,5,9,3,0,26
SAL12680,161,140,68,18,685
SAL12681,298,368,172,39,1518
SAL12682,233,157,91,44,1228
SAL12683,1100,916,582,271,6250
SAL12684,6,0,0,0,23
SAL12685,13,17,4,0,100
SAL12686,0,0,0,0,8
SAL12687,16,26,8,0,88
SAL12688,4,5,0,0,22
SAL12689,27,21,3,0,83
SAL12690,17,3,0,0,40
SAL12691,0,0,0,0,14
SAL12692,0,0,0,0,17
SAL12693,14,9,10,0,58
SAL12694,21,12,3,0,91
SAL12695,11,13,0,0,42
SAL12696,47,43,21,7,299
SAL12697,387,211,148,52,2434
SAL12698,19,11,6,0,108
SAL12699,19,10,0,0,85
SAL12700,0,0,0,0,0
SAL12701,7,4,0,0,20
SAL12702,0,4,0,0,24
SAL12703,0,0,0,0,4
SAL12704,0,0,0,0,0
SAL12705,0,0,0,0,4
SAL12706,0,0,0,0,10
SAL12707,3,5,6,0,10
SAL12708,9,16,4,0,78
SAL12709,69,45,11,0,317
SAL12710,106,76,37,20,554
SAL12711,3,0,0,0,6
SAL12712,9,3,3,0,39
SAL12713,0,0,0,0,0
SAL12714,200,177,57,9,1094
SAL12715,56,35,13,3,222
SAL12716,3,0,0,0,16
SAL12717,5,0,4,0,15
SAL12718,16,15,0,0,58
SAL12719,0,0,0,0,0
SAL12720,26,10,11,0,118
SAL12721,188,141,53,10,1380
SAL12722,4,0,0,0,13
SAL12723,563,366,198,30,5122
SAL12724,9,5,0,0,20
SAL12725,49,50,18,0,245
SAL12726,13,6,0,0,82
SAL12727,17,4,7,0,37
SAL12728,14,8,0,5,50
SAL12729,3,0,3,0,7
SAL12730,8,0,3,0,33
SAL12731,14,4,4,0,28
SAL12732,3,5,0,0,25
SAL12733,728,530,248,69,4611
SAL12734,260,289,285,153,1885
SAL12735,77,80,42,7,528
SAL12736,10,3,0,0,26
SAL12737,17,10,0,0,70
SAL12738,141,188,140,28,876
SAL12739,782,485,203,119,5845
SAL12740,126,82,33,4,1256
SAL12741,31,28,0,0,120
SAL12742,31,34,18,0,153
SAL12743,47,40,21,5,258
SAL12744,9,4,0,0,38
SAL12745,509,409,204,82,2263
SAL12746,153,160,48,18,688
SAL12747,0,0,0,0,0
SAL12748,7,10,4,0,58
SAL12749,3044,2341,1555,576,17862
SAL12750,821,773,469,160,4913
SAL12751,3,4,0,0,16
SAL12752,107,89,31,3,397
SAL12753,18,12,0,0,61
SAL12754,41,32,17,10,224
SAL12755,3,5,4,0,37
SAL12756,771,343,109,21,5309
SAL12757,0,0,0,0,3
SAL12758,6,9,9,0,51
SAL12759,244,209,123,84,1673
SAL12760,61,31,4,0,169
SAL12761,808,420,185,39,4383
SAL12762,0,0,0,0,4
SAL12763,4,0,0,0,6
SAL12764,10,6,3,0,24
SAL12765,0,3,5,0,34
SAL12766,5,0,0,0,8
SAL12767,876,510,182,61,7175
SAL12768,20,17,3,0,90
SAL12769,32,21,5,0,136
SAL12770,4,0,0,0,7
SAL12771,22,10,0,0,66
SAL12772,34,31,6,0,173
SAL12773,6,0,0,0,16
SAL12774,0,4,0,0,8
SAL12775,0,6,0,0,6
SAL12776,59,46,20,0,357
SAL12777,274,169,128,88,1788
SAL12778,7,11,0,0,19
SAL12779,165,122,47,15,939
SAL12780,124,75,28,3,575
SAL12781,0,0,0,0,9
SAL12782,9,6,4,0,28
SAL12783,186,109,63,8,977
SAL12784,7,3,0,0,26
SAL12785,80,43,16,9,523
SAL12786,0,0,0,0,0
SAL12787,7,9,4,0,38
SAL12788,0,0,0,0,4
SAL12789,17,10,0,0,55
SAL12790,16,7,4,4,44
SAL12791,11,8,0,0,26
SAL12792,14,11,3,0,73
SAL12793,176,95,47,37,883
SAL12794,12,15,0,0,87
SAL12795,138,86,59,16,786
SAL12796,515,305,147,45,3677
SAL12797,41,33,16,3,237
SAL12798,3,3,0,0,23
SAL12799,274,237,140,4,1667
SAL12800,6,3,0,0,16
SAL12801,10,4,0,0,51
SAL12802,128,67,17,3,745
SAL12803,7,6,0,0,23
SAL12804,0,6,0,0,14
SAL12805,4,4,3,0,41
SAL12806,11,11,4,0,53
SAL12807,106,48,23,9,567
SAL12808,115,119,45,7,588
SAL12809,20,17,7,0,71
SAL12810,50,30,12,0,214
SAL12811,29,19,10,0,107
SAL12812,335,281,177,51,2147
SAL12813,0,0,0,0,3
SAL12814,22,27,9,0,106
SAL12815,24,15,16,0,86
SAL12816,7,3,0,0,31
SAL12817,14,6,3,4,51
SAL12818,8,6,0,0,28
SAL12819,26,6,4,0,92
SAL12820,3,3,4,0,31
SAL12821,11,0,0,0,48
SAL12822,6,7,0,0,28
SAL12823,774,550,350,127,5616
SAL12824,79,67,23,3,379
SAL12825,165,115,64,12,978
SAL12826,7,3,0,0,28
SAL12827,0,0,0,0,6
SAL12828,13,0,0,0,42
SAL12829,0,0,0,0,9
SAL12830,11,4,3,6,42
SAL12831,7,14,5,0,80
SAL12832,5,9,3,0,40
SAL12833,72,63,5,5,343
SAL12834,16,3,0,0,61
SAL12835,10,0,0,0,19
SAL12836,22,12,4,0,52
SAL12837,50,39,15,0,280
SAL12838,17,5,4,0,67
SAL12839,429,368,129,35,2302
SAL12840,70,70,18,0,316
SAL12841,179,229,143,28,1186
SAL12842,6,11,4,0,20
SAL12843,25,22,6,5,125
SAL12844,0,0,5,0,7
SAL12845,0,0,0,0,0
SAL12846,9,12,4,0,69
SAL12847,7,8,3,0,38
SAL12848,5,9,0,0,44
SAL12849,4,3,0,0,19
SAL12850,7,6,0,0,29
SAL12851,30,10,3,0,118
SAL12852,21,6,0,0,56
SAL12853,0,0,0,0,0
SAL12854,38,19,14,4,243
SAL12855,0,0,0,0,3
SAL12856,0,0,0,0,0
SAL12857,6,6,0,0,24
SAL12858,3,3,0,0,30
SAL12859,4,4,0,4,33
SAL12860,15,13,4,0,56
SAL12861,26,15,6,0,155
SAL12862,0,0,0,0,9
SAL12863,29,9,12,6,134
SAL12864,0,0,0,0,0
SAL12865,92,107,27,3,522
SAL12866,32,26,6,0,101
SAL12867,0,0,0,0,0
SAL12868,0,0,0,0,10
SAL12869,40,28,9,0,186
SAL12870,3,0,3,0,30
SAL12871,369,217,72,11,1996
