SAL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL11268,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,11,22,55,57,83,100,101,59,34,11,517
SAL11269,0,0,0,0,9,4,15,20,9,52,0,0,0,0,0,0,0,0,0,8,14,6,16,16,17,10,10,14,3,115,39,64,254,219,247,217,179,118,31,1375
SAL11270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,15,11,3,0,55
SAL11271,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,4,0,17,5,21,36,46,34,54,54,25,9,276
SAL11272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,7,7,15,10,33,26,6,0,108
SAL11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,0,0,8,10,6,9,0,4,0,29
SAL11274,0,0,0,0,0,8,4,3,4,32,0,0,0,0,0,0,0,0,0,5,4,0,0,4,6,12,9,9,3,46,16,43,61,49,98,152,100,43,12,576
SAL11275,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,10,3,0,8,9,11,12,22,8,4,76
SAL11276,0,0,0,0,0,0,4,15,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,8,20,0,7,7,15,34,37,91,50,17,259
SAL11277,9,3,21,34,48,117,175,100,41,546,0,3,19,31,39,31,50,35,11,219,73,70,180,151,159,118,101,59,21,936,401,949,1985,1888,1732,1608,1236,526,168,10487
SAL11278,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,17,15,26,35,50,70,58,33,15,0,300
SAL11279,0,0,0,0,0,12,12,17,9,56,0,0,0,0,0,0,4,0,0,8,6,5,7,9,6,11,13,16,4,83,48,96,183,164,189,293,248,170,44,1435
SAL11280,3,0,0,0,0,8,19,19,18,66,0,0,0,0,0,0,0,4,0,8,9,0,3,12,10,16,11,13,3,65,25,34,93,100,132,213,201,152,57,1005
SAL11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,6,0,3,6,26,24,10,3,84
SAL11282,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,4,0,0,14,4,3,17,18,26,38,30,0,4,143
SAL11283,0,0,0,0,0,4,3,7,12,28,0,0,5,0,0,0,0,0,0,12,0,15,49,29,13,20,19,22,17,187,42,256,964,662,486,475,520,364,138,3904
SAL11284,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,4,8,17,28,16,16,33,10,3,125
SAL11285,0,0,0,0,3,9,12,3,0,34,0,0,0,0,0,0,0,0,0,0,4,0,5,13,8,6,12,7,0,52,47,90,123,166,185,196,182,55,18,1053
SAL11286,0,0,0,0,6,0,3,5,8,24,0,0,0,0,0,0,0,0,5,6,0,4,13,12,13,13,15,13,3,91,98,241,379,454,637,504,396,186,67,2962
SAL11287,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,5,10,12,20,21,12,0,3,89
SAL11288,0,0,0,0,4,7,3,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,13,9,22,49,26,47,50,20,7,7,235
SAL11289,0,0,0,0,0,0,14,17,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,10,20,15,56,3,9,7,9,16,41,117,118,41,358
SAL11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,8,5,0,30
SAL11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11292,0,0,0,0,0,8,9,0,4,21,0,0,0,0,0,0,0,0,0,4,0,4,5,5,9,4,6,7,0,46,10,4,14,20,44,59,53,16,4,224
SAL11293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,10,6,0,0,20,5,4,0,13,11,30,18,3,0,90
SAL11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,16
SAL11295,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,8,16,3,0,51
SAL11296,0,0,0,0,9,19,38,81,60,205,0,0,0,0,4,3,10,16,18,50,14,20,81,63,52,38,46,79,109,505,187,543,1682,1762,1685,1480,1163,748,398,9644
SAL11297,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,9,0,10,0,0,30
SAL11298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,5,10,4,8,0,35
SAL11299,11,14,45,51,111,216,397,314,193,1348,0,4,16,15,12,31,30,17,5,127,239,229,613,466,417,366,329,301,187,3146,1257,2562,6908,5366,4920,4837,3842,2463,936,33100
SAL11300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,10,14,5,4,0,37
SAL11301,0,0,0,0,0,0,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,9,10,12,13,0,71
SAL11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,3,4,13,11,0,0,37
SAL11303,0,0,0,0,4,4,8,15,4,34,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,7,4,4,0,38,61,110,227,337,333,288,260,126,47,1789
SAL11304,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,12,39,33,52,85,73,52,26,10,383
SAL11305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,3,17,3,5,12,12,28,32,20,3,3,121
SAL11306,0,0,3,11,17,49,112,213,102,515,0,0,7,4,14,19,36,75,57,210,17,63,164,104,74,71,62,40,27,619,215,756,2679,2388,2039,1567,965,639,284,11536
SAL11307,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,14,3,12,0,6,23,31,24,13,4,117
SAL11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,7,10,8,17,0,10,0,55
SAL11309,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,6,10,14,7,0,55
SAL11310,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,5,4,0,0,28
SAL11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11312,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,3,0,22,3,15,37,45,51,59,59,17,12,296
SAL11313,0,0,0,0,0,5,17,10,0,38,0,0,0,0,0,0,0,0,0,0,3,0,6,4,3,7,7,13,3,49,14,23,44,59,95,223,272,144,31,902
SAL11314,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,4,6,9,5,16,9,10,3,0,55
SAL11315,3,0,3,9,9,10,15,27,12,90,0,0,3,5,0,22,7,3,6,46,7,5,16,22,16,13,21,8,6,116,130,322,685,783,660,590,366,176,68,3789
SAL11316,4,0,5,12,12,32,40,35,15,152,0,3,7,9,0,10,18,11,7,57,20,21,37,64,46,35,36,15,10,283,146,345,764,901,777,764,483,227,74,4490
SAL11317,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,15,15,28,36,10,0,121
SAL11318,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,10,3,0,11,18,15,23,20,3,0,92
SAL11319,0,0,0,0,4,16,22,22,4,70,0,0,0,0,0,0,0,0,0,5,8,9,10,13,10,9,17,26,3,107,37,47,114,92,121,153,164,139,46,910
SAL11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,11,0,0,0,40
SAL11321,0,0,0,0,0,0,4,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,16,6,14,13,22,33,36,30,21,0,178
SAL11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL11323,7,0,0,0,0,14,31,27,32,102,0,0,0,0,0,0,0,0,0,4,8,3,4,13,8,14,9,25,3,92,63,88,149,176,223,303,295,251,88,1630
SAL11324,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,4,0,0,18,8,13,36,43,56,46,44,19,3,258
SAL11325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,3,13,3,0,6,32
SAL11326,0,0,0,0,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,6,18,0,16,37,42,32,51,38,14,9,232
SAL11327,0,4,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,3,0,0,0,18,14,5,16,20,25,22,8,6,0,129
SAL11328,0,0,0,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,14,17,12,10,8,11,0,68,12,27,82,117,123,113,89,45,3,606
SAL11329,0,0,0,0,0,6,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,3,0,0,0,25,24,38,51,68,76,105,60,23,0,448
SAL11330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,14
SAL11331,0,0,0,0,6,11,36,37,22,117,0,3,6,6,15,8,0,13,15,64,13,16,19,26,30,41,35,60,59,303,206,486,634,807,1212,1085,802,625,279,6139
SAL11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,0,3,13,4,9,18,24,30,49,48,8,5,196
SAL11334,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,10,4,0,30,46,24,49,25,12,4,189
SAL11335,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,14,14,25,32,51,67,80,63,27,10,364
SAL11336,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,5,0,3,7,8,20,12,0,3,64
SAL11337,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,6,9,19,14,14,11,3,78
SAL11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,6,7,0,3,0,3,30,3,0,0,46
SAL11339,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,7,3,6,8,10,17,16,3,0,72
SAL11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11341,0,0,0,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,3,0,3,21,7,12,23,35,47,66,61,26,8,281
SAL11342,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,6,8,25,23,22,0,0,92
SAL11343,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,3,0,7,19,17,11,4,5,0,61
SAL11344,0,3,11,17,24,49,66,30,8,218,0,0,6,3,8,13,15,10,3,61,16,24,45,52,37,30,22,12,0,248,141,413,829,796,718,788,487,168,35,4372
SAL11345,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,15,7,6,18,17,30,32,44,7,4,163
SAL11346,0,0,3,17,27,108,326,506,215,1209,0,0,8,10,17,44,105,117,80,374,33,27,99,73,96,90,83,102,80,687,419,961,1794,2249,2838,2276,1708,1367,609,14236
SAL11347,4,0,3,8,16,20,31,60,50,195,0,3,6,0,0,0,4,4,3,16,7,14,45,40,18,41,32,31,22,247,131,365,823,816,771,760,625,438,238,4961
SAL11348,0,0,0,4,3,19,32,30,8,107,0,0,0,3,0,0,0,0,0,6,7,19,36,38,30,25,49,37,16,254,117,201,558,710,763,845,1033,462,145,4829
SAL11349,0,0,0,4,0,10,16,7,3,42,0,0,5,0,0,0,0,0,0,6,5,7,18,13,14,12,16,6,0,77,52,114,305,296,217,132,141,47,14,1320
SAL11350,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,15,26,30,33,30,11,3,179
SAL11351,0,0,0,5,4,11,24,25,17,90,0,0,0,0,0,0,3,4,3,8,13,11,19,19,22,16,23,11,4,142,74,230,457,472,455,462,339,143,81,2709
SAL11352,0,3,7,3,3,23,22,25,20,106,0,0,0,0,0,4,0,0,0,7,10,7,21,24,28,26,39,32,21,208,91,229,493,564,515,570,521,371,166,3519
SAL11353,0,0,0,0,0,7,5,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,19,11,12,31,47,44,53,38,28,6,272
SAL11354,0,0,6,10,10,27,33,30,16,126,0,0,5,0,5,7,9,6,0,39,9,8,16,19,14,25,16,20,4,122,98,233,388,419,475,469,335,177,72,2662
SAL11355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,12,21,6,9,9,4,0,0,83,49,150,200,164,211,147,102,25,10,1070
SAL11356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,14,7,11,21,14,5,0,80
SAL11357,0,0,3,0,6,9,7,4,11,45,0,0,0,0,0,0,0,0,0,0,10,4,14,17,8,20,13,9,4,88,34,70,168,149,146,172,161,95,36,1030
SAL11358,0,0,0,0,3,6,6,8,0,32,0,0,0,0,0,5,6,0,3,13,4,5,4,3,15,12,11,8,0,55,64,203,228,303,452,420,279,171,62,2180
SAL11359,0,0,3,3,0,6,9,8,5,35,0,0,3,0,0,0,8,0,0,7,3,5,5,3,5,4,0,0,0,26,92,146,240,261,353,289,183,87,17,1664
SAL11360,0,0,0,0,4,5,5,6,9,27,0,0,0,0,0,0,3,5,3,9,5,4,7,9,15,5,5,7,8,64,88,211,185,446,572,452,366,239,147,2701
SAL11361,0,3,9,6,6,15,28,50,43,161,0,0,0,6,3,0,0,4,3,18,33,56,56,39,25,47,31,45,56,387,176,368,657,539,574,653,498,343,188,4000
SAL11362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,15,0,7,4,0,18,22,19,4,0,82
SAL11363,7,6,18,10,31,55,111,89,57,389,0,0,0,4,7,7,3,5,4,35,18,37,83,69,60,74,72,61,65,540,336,716,1545,1470,1513,1355,1258,763,339,9299
SAL11364,0,0,0,0,0,0,4,8,8,24,0,0,0,0,0,0,0,0,0,3,0,0,7,15,8,0,4,0,3,41,66,133,159,324,411,340,202,141,86,1856
SAL11365,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,4,3,3,0,17,9,27,21,48,46,59,40,10,6,276
SAL11366,0,0,4,5,5,7,29,28,26,120,0,0,3,5,4,3,3,0,0,20,15,12,25,26,21,28,27,32,23,201,130,265,777,646,658,615,562,402,167,4211
SAL11367,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,4,4,0,13,0,5,0,34,13,27,29,38,29,62,33,12,4,242
SAL11368,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,3,5,23,8,20,32,31,48,57,37,14,4,248
SAL11369,0,0,0,4,0,6,15,3,3,28,0,0,0,0,5,5,3,4,0,11,9,6,6,19,8,5,7,3,0,62,49,62,116,136,109,80,57,25,13,644
SAL11370,0,0,0,4,3,6,16,15,12,59,0,3,9,0,4,4,3,3,0,29,14,32,82,38,22,27,14,8,4,239,80,455,1225,639,330,260,203,92,38,3330
SAL11371,0,0,4,10,15,46,98,103,44,319,0,0,9,10,10,20,39,42,18,146,10,8,51,70,51,53,54,42,17,355,126,361,919,911,850,714,625,447,147,5100
SAL11372,0,0,16,24,33,62,104,101,67,408,0,10,38,19,21,38,31,43,33,223,21,49,163,122,83,93,54,60,25,669,316,1211,2932,2875,2180,2358,1876,934,392,15075
SAL11373,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,12,8,17,21,33,29,26,13,4,166
SAL11374,0,0,0,0,0,0,8,4,3,26,0,0,0,0,0,0,0,0,0,3,8,0,0,4,5,0,6,7,0,40,45,78,109,131,163,115,90,66,10,809
SAL11375,0,0,0,0,0,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,17,0,0,13,18,24,37,27,6,3,120
SAL11376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,12,5,3,0,29
SAL11377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL11378,4,0,5,12,7,27,47,49,18,169,0,0,0,0,0,0,3,0,5,11,17,11,32,32,32,40,49,43,40,291,80,122,258,290,413,529,603,330,136,2769
SAL11379,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,4,0,11,0,6,3,12,24,34,34,6,0,112
SAL11380,0,11,31,81,84,160,200,121,49,737,0,5,50,41,70,151,123,65,43,559,27,22,72,41,38,53,70,56,38,417,286,754,1333,1143,1279,1517,1094,432,160,8001
SAL11381,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,12,4,4,15,17,3,0,61
SAL11382,0,0,0,0,0,0,3,3,3,9,0,0,3,0,3,0,0,0,0,8,3,10,28,20,10,13,19,11,35,162,18,131,525,409,266,240,232,196,125,2142
SAL11383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,14,0,3,10,11,10,17,11,0,6,67
SAL11384,4,3,5,10,13,41,67,54,34,219,0,0,4,0,0,4,7,4,7,25,10,10,42,22,31,26,32,66,60,309,165,381,979,725,730,693,712,403,208,5009
SAL11385,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,3,5,10,14,6,28,25,6,5,100
SAL11386,0,0,9,17,23,39,61,18,16,182,0,5,9,15,12,43,29,14,15,144,34,38,120,136,86,44,13,8,0,479,325,834,2201,2435,1345,726,378,108,38,8383
SAL11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,10,3,0,0,0,19
SAL11389,0,0,5,0,5,6,12,11,7,50,0,0,0,0,0,0,0,0,0,5,8,4,20,5,3,10,10,9,0,64,73,140,445,415,346,280,267,90,30,2088
SAL11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SAL11391,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,19,0,5,9,14,19,45,39,23,0,148
SAL11392,0,4,0,0,7,3,3,11,10,44,0,0,0,0,3,0,0,3,0,9,8,6,5,8,16,6,11,12,8,70,103,229,316,616,715,556,392,282,90,3309
SAL11393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,14
SAL11394,6,0,3,10,12,28,32,39,20,145,0,0,0,0,0,5,3,5,0,13,14,12,21,35,19,24,20,23,7,175,218,430,1110,1157,919,740,600,334,90,5604
SAL11395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,9,16,18,20,19,11,4,0,106
SAL11396,0,0,0,3,3,11,14,24,11,69,0,0,0,0,0,3,0,0,5,6,5,11,4,3,12,13,9,13,8,80,167,290,394,786,860,833,822,528,166,4849
SAL11397,3,0,3,3,9,23,37,67,61,216,0,0,0,4,5,3,6,9,7,31,8,7,9,19,16,19,46,59,66,245,149,330,746,737,679,645,687,510,275,4752
SAL11398,0,0,0,0,3,3,4,3,5,20,0,0,10,0,0,3,0,0,0,15,4,6,76,47,37,38,24,45,36,308,15,171,1185,878,656,632,507,287,207,4537
SAL11399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,7,0,0,17,4,11,19,34,39,50,70,22,0,250
SAL11400,0,0,0,13,11,14,13,10,0,65,0,0,3,4,17,16,10,7,5,59,6,0,12,16,13,9,3,0,0,65,87,175,403,586,405,255,125,36,16,2091
SAL11401,0,0,4,0,0,4,9,7,4,39,0,0,0,0,0,0,0,0,0,6,8,4,14,16,8,10,5,3,0,58,62,69,169,164,173,180,109,54,15,986
SAL11402,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,19,7,10,20,28,53,63,60,18,5,271
SAL11403,0,0,0,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,14,12,0,0,46,17,14,38,26,48,67,40,12,4,259
SAL11404,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,24,4,6,15,14,14,40,28,9,4,130
SAL11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,5,0,0,22
SAL11406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,3,0,0,0,15,6,4,9,8,13,16,8,0,0,57
SAL11407,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,4,13,19,16,19,27,9,5,0,111
SAL11408,0,0,0,0,0,3,6,8,5,15,0,0,0,5,0,0,0,0,0,8,0,0,3,8,0,3,3,4,0,25,32,43,55,91,127,123,105,59,11,643
SAL11409,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,11,5,12,12,20,9,29,12,7,7,114
SAL11410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,11,21,21,38,24,5,0,127
SAL11411,0,0,0,0,0,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,7,0,0,0,15,8,20,52,33,43,51,26,8,0,248
SAL11412,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,15,5,15,26,34,58,49,37,14,5,252
SAL11413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,19,8,22,13,5,0,74
SAL11414,0,0,0,0,5,7,16,15,9,54,0,0,0,0,0,0,0,0,0,0,3,10,15,11,15,11,14,6,5,92,55,103,264,372,370,354,303,122,33,1970
SAL11415,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,11,0,6,19,21,8,24,19,6,0,108
SAL11416,0,0,3,8,17,25,30,28,12,130,0,0,4,3,6,3,14,5,0,34,8,23,53,26,29,28,19,19,0,200,82,169,326,234,268,245,183,112,19,1631
SAL11417,0,0,0,0,5,4,5,8,3,32,0,0,0,0,0,0,4,0,0,4,0,4,9,7,4,14,3,8,12,62,3,15,45,37,67,115,76,65,25,445
SAL11418,0,0,0,3,5,8,21,9,8,55,0,0,0,0,0,0,4,0,0,5,10,5,3,14,20,8,15,22,3,96,82,128,219,324,347,334,307,147,42,1921
SAL11419,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,11,8,17,12,32,33,32,12,4,157
SAL11420,0,0,0,0,5,11,22,22,7,69,0,0,0,0,0,0,0,3,3,8,0,0,0,13,0,3,15,8,0,54,92,209,394,440,445,397,279,139,24,2432
