SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL10154,96,54,0,150,750,23,0,921,16,111,0,130,516,19,0,665,0,30,0,29,448,19,0,493,0,0,0,0,156,5,0,154,1765,257,28,2052,4133,179,12,6367
SAL10155,68,23,0,90,353,9,0,457,6,60,0,64,233,9,0,311,0,10,0,8,117,0,0,131,0,0,0,3,81,0,0,80,817,118,6,945,1616,43,0,2605
SAL10156,34,88,0,125,603,18,0,737,6,107,0,111,513,20,0,641,0,25,0,33,405,14,0,451,0,0,0,0,113,10,0,120,1014,307,12,1335,3142,149,5,4638
SAL10157,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,12,0,0,19
SAL10158,0,5,0,3,16,3,0,23,0,4,0,4,19,4,0,24,0,0,0,0,3,3,0,4,0,0,0,0,5,0,0,5,18,12,0,27,68,21,0,110
SAL10159,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,17,0,0,23
SAL10160,0,3,0,3,6,4,0,23,0,4,0,4,20,6,0,38,0,0,0,0,10,0,0,12,0,0,0,0,5,0,0,5,21,8,0,31,64,32,0,134
SAL10161,0,0,0,3,15,0,0,24,0,4,0,4,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,15,55,8,0,79
SAL10162,0,5,0,5,23,5,0,33,0,9,0,9,25,0,0,33,0,0,0,0,12,0,0,12,0,0,0,0,4,0,0,4,27,11,0,43,120,24,0,185
SAL10163,41,137,3,178,1017,67,0,1260,15,152,0,161,1313,104,0,1577,12,33,0,38,1104,115,0,1255,0,0,0,4,740,161,0,903,1062,448,35,1544,6367,718,3,8633
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10165,120,55,0,179,1106,53,3,1341,10,130,0,138,843,44,4,1034,0,31,0,31,463,38,0,526,0,0,0,0,118,45,0,165,1975,303,23,2302,5885,399,26,8610
SAL10166,24,7,0,40,203,16,0,254,5,25,0,29,184,7,0,216,0,11,0,11,103,6,0,117,0,0,0,0,24,0,0,30,287,55,3,343,1125,73,3,1545
SAL10167,4,19,0,32,84,0,0,116,0,9,0,9,71,0,0,82,0,0,0,0,39,0,0,38,0,0,0,0,12,0,0,11,119,49,3,172,405,19,0,596
SAL10168,3,12,0,15,70,4,0,97,0,3,0,3,34,6,0,42,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,77,26,3,106,253,30,0,387
SAL10169,8,30,0,33,155,26,0,217,6,14,0,17,142,27,0,180,0,0,0,0,67,13,0,84,0,0,0,0,31,7,0,44,152,61,6,216,693,143,0,1055
SAL10170,0,3,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,5,0,10,22,0,0,29
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,3,0,6,11,0,0,23,0,4,0,4,17,0,0,24,0,0,0,0,11,0,0,12,0,0,0,0,4,0,0,4,24,20,0,48,67,0,0,115
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3
SAL10174,4,28,0,27,106,3,0,136,3,18,0,21,88,3,0,111,0,0,0,0,42,0,0,42,0,0,0,0,19,0,0,17,128,56,3,190,446,21,0,649
SAL10175,20,30,3,50,249,31,0,334,3,41,0,42,212,21,0,276,0,9,0,9,79,12,5,106,0,0,0,0,54,5,0,66,521,113,12,648,1305,197,4,2153
SAL10176,3,0,0,5,3,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,11,24,0,0,36
SAL10177,0,3,0,3,13,0,0,15,0,6,0,6,10,0,0,10,0,0,0,0,4,0,0,5,0,0,0,0,7,0,0,7,21,5,0,30,66,0,0,96
SAL10178,31,82,0,117,566,11,4,693,3,150,0,150,626,13,0,796,0,12,0,16,240,17,3,274,0,0,0,0,113,42,0,160,1062,305,14,1386,2948,112,9,4452
SAL10179,14,23,0,35,317,15,0,374,3,21,0,26,275,11,0,317,0,3,0,3,208,9,0,217,0,0,0,0,67,4,0,75,531,78,8,615,1962,111,4,2696
SAL10180,6,5,0,5,17,0,0,22,0,3,0,6,12,9,0,22,0,0,0,0,8,3,0,7,0,0,0,0,0,0,0,0,71,9,0,80,284,78,0,445
SAL10181,262,174,14,454,3018,302,18,3793,29,130,0,165,2073,225,21,2475,10,28,0,36,1080,201,5,1319,0,0,0,0,488,205,0,692,5465,642,50,6155,18993,2797,87,28034
SAL10182,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
SAL10183,0,4,0,4,11,0,0,17,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,43,0,0,53
SAL10184,0,5,0,5,25,4,0,29,0,3,0,3,16,4,0,20,0,5,0,5,18,0,0,20,0,0,0,0,4,0,0,4,19,9,0,36,79,14,0,124
SAL10185,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,17
SAL10186,98,248,4,351,1627,53,3,2041,15,278,0,291,1918,46,5,2265,8,69,0,69,1758,103,0,1930,0,3,0,3,828,84,0,919,2269,841,105,3216,9897,627,14,13755
SAL10187,0,0,0,0,3,0,0,9,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,7,0,0,0,4,29,0,0,34
SAL10188,12,19,3,30,144,8,0,179,0,24,0,33,76,6,0,110,0,0,0,0,58,3,0,63,0,0,0,0,14,0,0,16,164,70,6,238,782,53,0,1080
SAL10189,0,0,0,0,19,4,0,22,0,0,0,0,11,4,0,21,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,4,15,3,0,18,61,24,0,107
SAL10190,0,0,0,0,5,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,11,0,0,17
SAL10191,0,9,0,13,95,14,0,122,0,5,0,13,89,21,0,121,0,0,0,0,63,13,0,70,0,0,0,0,24,5,0,36,99,35,5,137,414,101,5,656
SAL10192,0,0,0,7,26,3,0,32,0,0,0,0,7,3,0,13,0,0,0,0,10,7,0,10,0,0,0,0,0,0,0,0,23,5,0,28,142,37,10,218
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6
SAL10194,24,88,0,111,551,5,0,671,3,71,0,73,301,6,0,376,0,11,0,11,112,3,0,126,0,0,0,0,63,0,0,61,743,224,5,969,2346,46,3,3367
SAL10195,26,43,0,69,217,18,5,304,7,21,3,28,97,7,8,140,0,0,0,0,22,0,0,33,0,0,0,0,8,0,0,8,1586,156,27,1771,2003,214,9,3999
SAL10196,24,24,0,41,253,9,0,310,5,26,0,27,181,7,0,219,0,5,0,5,132,3,0,140,0,0,0,0,63,0,0,64,397,76,9,485,1393,55,0,1940
SAL10197,23,21,0,41,247,11,0,307,7,35,0,41,209,6,0,257,0,0,0,0,136,9,0,147,0,0,0,0,42,5,0,50,408,74,5,484,1325,91,0,1901
SAL10198,4,14,0,18,52,0,0,72,0,12,0,9,50,7,0,67,0,0,0,0,23,5,0,26,0,0,0,0,16,0,0,16,56,33,0,88,252,32,0,374
SAL10199,7,85,0,97,443,20,0,564,3,50,0,52,416,16,0,485,0,6,0,7,272,16,0,295,0,0,0,0,69,5,0,75,755,219,32,1004,2420,138,0,3566
SAL10200,8,29,0,40,222,21,4,284,0,26,0,25,248,15,0,286,0,4,0,0,161,17,0,181,0,0,0,0,85,19,0,104,149,77,13,232,1017,100,4,1350
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,8,0,8,28,8,0,38,0,3,0,3,33,0,0,35,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,30,13,0,41,107,13,0,157
SAL10203,3,3,0,10,53,7,0,67,0,0,0,0,44,4,0,55,0,0,0,0,20,0,0,25,0,0,0,0,4,0,0,7,57,14,0,71,224,30,0,319
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,8,56,0,62,181,0,0,240,0,46,0,46,139,5,0,182,0,3,0,3,46,5,0,54,0,0,0,0,14,0,0,14,296,152,11,454,908,17,0,1382
SAL10206,10,41,0,47,190,17,0,263,0,31,0,33,234,22,0,291,0,5,0,5,125,6,0,137,0,0,0,0,40,6,0,39,282,123,7,412,1026,102,0,1540
SAL10207,4,27,5,36,178,17,0,234,0,16,0,22,210,11,0,245,0,7,0,7,168,17,0,192,0,0,0,0,49,8,0,61,146,69,8,222,834,95,0,1152
SAL10208,28,90,6,122,607,30,0,758,7,102,0,108,555,18,0,687,5,15,0,20,370,34,0,423,0,0,0,0,122,13,0,135,929,304,43,1270,3367,242,9,4883
SAL10209,8,15,0,13,85,9,0,112,0,18,0,18,78,11,0,108,0,0,0,0,32,3,0,40,0,0,0,0,11,5,0,14,106,36,3,155,413,33,0,598
SAL10210,0,0,0,0,12,0,0,21,0,0,0,0,27,0,0,28,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,21,13,0,34,68,8,0,112
SAL10211,0,0,0,0,13,0,0,14,0,4,0,3,21,0,0,28,0,0,0,0,12,0,0,12,0,0,0,0,4,0,0,4,14,10,0,18,65,0,0,85
SAL10212,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,9,0,9,29,0,0,38,0,4,0,4,23,3,0,35,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,26,16,0,46,137,15,3,200
SAL10215,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,0,0,12
SAL10216,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,3,0,8,12,4,5,31
SAL10217,0,9,0,9,53,0,0,66,0,9,0,12,69,6,0,82,5,5,0,4,53,3,0,62,0,0,0,0,6,0,0,8,58,28,0,90,252,18,0,359
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,29,0,0,34,0,0,0,0,10,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,24,3,0,30,85,7,0,118
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10221,0,0,0,0,20,3,0,23,0,0,0,0,15,0,0,15,0,0,0,0,3,0,0,7,0,0,0,0,6,0,0,6,22,0,0,21,79,10,0,108
SAL10222,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,16
SAL10223,14,32,0,48,182,16,0,246,4,22,0,23,175,7,0,200,0,4,0,4,116,17,0,135,0,0,0,0,47,4,0,56,238,89,12,345,886,77,0,1309
SAL10224,68,70,0,144,882,91,3,1122,15,40,0,54,657,91,3,810,4,11,0,10,410,65,0,486,0,0,0,0,176,47,0,221,1529,223,25,1782,5181,813,17,7796
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
SAL10226,0,0,0,4,8,0,0,7,0,3,0,3,11,5,0,19,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,15,9,0,28,41,8,0,76
SAL10227,55,211,0,265,1193,54,0,1519,12,171,0,185,1232,57,0,1472,0,20,0,23,844,107,0,973,0,3,0,3,447,147,0,606,2116,565,48,2724,6671,636,8,10035
SAL10228,11,27,0,38,263,18,0,318,9,25,0,33,272,22,0,327,0,8,0,8,175,14,0,203,0,0,0,0,90,3,0,95,168,94,12,275,1317,145,0,1736
SAL10229,8,21,0,28,201,19,0,242,0,26,0,26,224,15,0,261,0,3,0,4,171,28,0,206,0,0,0,0,68,3,0,69,148,73,3,223,1099,143,0,1469
SAL10230,0,0,0,0,7,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,19,8,0,39
SAL10231,27,72,3,101,722,66,5,890,5,103,0,108,623,40,0,774,0,26,0,27,511,34,0,574,0,3,0,3,269,26,0,299,812,321,31,1164,4654,422,20,6260
SAL10232,3,17,0,26,159,14,0,192,0,17,0,23,165,9,0,195,0,7,0,7,84,9,0,99,0,0,0,0,44,0,0,48,148,62,5,213,751,87,0,1049
SAL10233,244,300,3,542,3205,99,24,3875,75,522,10,602,2680,81,40,3395,5,104,0,111,1832,65,6,2015,5,0,0,3,677,34,3,713,8293,1215,75,9585,18929,759,98,29376
SAL10234,0,10,0,10,34,0,0,43,0,7,0,12,30,4,0,38,0,5,0,5,15,0,0,13,0,0,0,0,4,0,0,6,42,25,0,68,143,12,0,221
SAL10235,5,24,0,30,163,13,0,201,0,17,0,15,140,7,0,163,0,7,0,7,73,6,0,83,0,0,0,0,11,0,0,10,102,57,4,162,534,48,4,746
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,33,58,0,93,422,25,0,540,3,101,0,104,493,19,0,610,3,18,0,18,559,38,0,622,0,0,0,0,260,31,0,298,456,203,10,671,2456,164,3,3298
SAL10238,76,76,0,152,862,16,3,1039,8,108,4,122,501,22,3,645,0,20,0,20,381,18,0,422,0,0,0,0,141,16,0,161,1570,289,22,1877,4109,178,13,6175
SAL10239,8,6,0,12,82,0,0,94,0,3,0,4,47,0,0,51,0,0,0,0,13,0,0,14,0,0,0,0,3,0,0,3,188,17,9,210,751,32,6,997
SAL10240,0,0,0,0,9,9,0,16,0,0,0,0,10,0,0,10,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,4,6,40,10,0,54
SAL10241,0,4,0,5,4,0,0,6,0,0,0,0,8,0,0,8,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,16,8,0,20,28,0,0,50
SAL10242,0,6,0,6,28,0,0,35,0,7,0,7,30,3,0,41,0,0,0,0,10,0,0,14,0,0,0,0,4,0,0,4,10,14,0,26,86,7,0,119
SAL10243,73,54,0,137,859,14,4,1007,19,66,8,91,443,9,9,551,0,15,0,15,232,14,3,266,0,0,0,0,38,3,0,45,2027,235,22,2287,4586,118,16,7007
SAL10244,5,3,0,5,7,0,0,19,0,3,0,3,22,0,0,24,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,25,4,0,39,51,3,0,94
SAL10245,0,8,0,11,28,0,0,43,0,6,0,6,4,4,0,14,0,0,0,0,10,0,0,13,0,0,0,0,6,0,0,4,26,14,3,45,106,4,0,161
SAL10246,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,15,21,0,0,34
SAL10247,0,3,0,3,12,8,0,22,0,0,0,0,7,0,0,13,0,0,0,0,5,0,0,7,0,0,0,0,7,0,0,4,23,3,3,30,61,10,0,98
SAL10248,3,18,0,23,77,3,0,108,0,9,0,9,80,6,0,96,0,0,0,0,36,6,0,49,0,0,0,0,17,0,0,17,165,55,12,229,426,34,0,691
SAL10249,102,93,6,201,1015,27,9,1251,17,194,5,214,827,25,12,1075,3,39,0,44,669,38,5,752,0,3,0,3,231,50,0,287,2084,410,14,2508,5387,266,29,8188
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,9,0,9,39,0,0,43,0,8,0,6,39,0,0,47,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,54,23,0,79,182,19,0,285
SAL10252,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,0,0,11,11,0,0,19
SAL10253,23,114,0,136,508,44,0,696,3,69,0,80,456,43,0,577,0,19,0,19,364,50,0,434,0,0,0,0,124,75,0,198,725,329,47,1096,2688,383,3,4178
SAL10254,0,4,0,4,0,0,0,10,0,6,0,7,3,0,0,9,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,3,27,13,0,42,40,5,0,90
SAL10255,0,0,0,0,5,4,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,14,5,0,26
SAL10256,3,0,0,5,23,0,0,28,0,0,0,5,15,0,0,22,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,17,5,0,15,83,0,0,101
SAL10257,57,27,0,86,683,40,0,808,10,56,0,63,509,16,4,586,0,13,0,13,371,18,0,395,0,0,0,0,146,7,0,151,1089,167,8,1272,3760,236,7,5267
SAL10258,0,9,0,7,16,0,0,27,0,5,0,5,14,3,0,21,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,33,21,0,49,77,6,0,137
SAL10259,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11
SAL10260,0,4,0,4,15,3,0,24,0,4,0,4,9,0,0,13,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,27,11,0,35,50,12,0,93
SAL10261,7,13,0,18,56,3,0,80,0,12,0,12,48,7,0,64,0,0,0,0,21,0,0,25,0,0,0,0,0,0,0,0,94,34,3,133,293,28,0,444
SAL10262,0,0,0,0,5,0,0,9,0,0,0,0,3,0,0,8,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,10,0,0,14,20,3,0,38
SAL10263,67,115,4,183,1035,50,3,1275,27,145,3,175,661,44,4,888,7,16,0,22,271,30,6,322,0,0,0,3,75,14,0,84,1636,340,18,2000,4724,304,24,7049
SAL10264,16,60,0,77,409,28,0,518,0,37,0,45,347,23,0,408,0,6,0,6,196,22,0,229,0,0,0,0,58,3,0,58,587,180,17,786,2250,251,4,3291
SAL10265,0,0,0,7,19,5,0,21,0,0,0,0,13,3,0,14,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,5,3,0,14,72,12,0,95
SAL10266,0,0,0,0,36,0,0,36,0,5,0,5,31,9,0,40,0,0,0,0,10,3,0,12,0,0,0,0,3,0,0,3,33,5,0,42,134,29,0,206
SAL10267,0,0,0,0,30,0,0,34,0,5,0,5,33,0,0,30,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,14,7,0,19,100,3,0,123
SAL10268,8,57,0,66,205,4,0,277,0,42,0,42,170,10,0,223,0,3,0,3,67,3,0,76,0,0,0,0,22,0,0,22,429,171,14,617,1083,83,0,1779
SAL10269,3,15,0,23,87,0,0,104,0,11,0,12,70,0,0,79,0,4,0,4,45,4,0,53,0,0,0,0,11,4,0,15,151,46,7,196,422,13,0,627
SAL10270,6,6,0,12,46,8,0,68,0,5,0,5,40,3,0,50,0,0,0,0,15,4,0,21,0,0,0,0,9,0,0,5,25,27,9,60,179,28,0,268
SAL10271,120,112,9,239,959,29,5,1236,22,198,5,220,793,35,3,1051,3,42,0,41,491,25,0,554,0,0,0,0,162,9,0,174,1815,439,24,2277,5875,369,37,8555
SAL10272,0,0,0,0,10,0,0,11,0,0,0,0,7,0,0,7,0,0,0,0,9,3,0,11,0,0,0,0,0,0,0,0,17,0,0,14,47,7,0,69
SAL10273,33,60,0,95,433,31,0,555,3,53,0,61,377,42,0,485,0,21,0,21,236,37,0,291,0,0,0,0,83,33,0,116,651,202,55,909,1989,264,9,3171
SAL10274,0,0,0,0,16,0,0,17,0,0,0,0,10,0,0,16,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,18,0,0,21,66,12,0,97
SAL10275,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,13,6,5,0,25
SAL10276,38,167,0,205,818,35,0,1064,8,194,0,201,750,58,0,1010,0,36,0,35,528,67,0,627,0,0,0,0,256,71,0,325,994,498,31,1527,4300,383,8,6223
SAL10277,24,137,0,155,565,27,0,748,11,135,0,144,426,12,0,582,0,30,0,25,414,21,0,460,0,0,0,0,185,15,0,203,1082,423,21,1526,3385,172,0,5083
SAL10278,5,34,0,36,134,3,0,173,5,22,0,21,110,12,0,148,0,7,0,7,61,5,0,66,0,0,0,0,22,4,0,23,135,86,11,233,676,36,0,948
SAL10279,85,58,0,145,1336,135,10,1615,15,65,5,83,977,107,0,1165,3,17,0,21,661,82,6,774,0,0,0,3,248,84,0,333,1969,276,14,2258,8070,1112,33,11470
SAL10280,0,9,0,9,37,8,0,51,0,0,0,0,43,4,0,51,0,0,0,5,13,4,0,23,0,0,0,0,0,0,0,0,40,14,4,58,137,28,0,216
SAL10281,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,13
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3
SAL10283,80,68,0,153,774,22,0,947,14,128,0,140,723,7,4,874,4,48,0,48,875,28,0,950,0,0,0,0,430,21,0,460,1678,313,26,2008,4932,138,9,7087
SAL10284,3,8,0,9,88,5,0,110,0,13,0,9,88,9,0,101,0,0,0,0,30,5,0,39,0,0,0,0,11,4,0,9,74,29,0,108,341,48,0,492
SAL10285,0,0,0,0,16,0,0,22,0,0,0,0,7,0,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,4,0,10,54,0,0,65
SAL10286,0,0,0,4,20,0,0,22,0,4,0,6,18,4,0,27,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,27,4,0,26,61,7,0,99
SAL10287,0,0,0,0,22,8,0,27,0,4,0,4,32,3,0,36,0,3,0,3,6,5,0,14,0,0,0,0,0,0,0,0,14,10,0,21,103,20,0,147
SAL10288,0,0,0,0,22,0,0,28,0,0,0,0,31,0,0,31,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,26,5,0,27,91,10,0,127
SAL10289,0,13,0,15,60,14,0,93,0,7,0,7,69,9,0,88,0,0,0,0,23,4,0,30,0,0,0,0,15,5,0,21,66,41,0,103,262,44,0,411
SAL10290,0,0,0,0,24,3,0,28,0,0,0,0,13,0,0,22,0,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,16,10,0,20,95,19,0,132
SAL10291,0,4,0,4,24,0,0,27,0,0,0,4,29,0,0,32,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,6,42,7,0,56,125,11,0,192
SAL10292,0,4,0,4,13,0,0,19,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,35,38,6,0,79
SAL10293,0,0,0,0,0,5,0,9,3,0,0,0,8,0,0,10,0,4,0,4,4,4,0,8,0,0,0,0,0,0,0,0,18,4,0,26,41,35,0,100
SAL10294,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,7
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,3,0,0,7,0,0,0,0,5,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,17,4,0,22,28,4,0,56
SAL10297,18,32,0,48,298,5,0,354,5,42,0,46,230,6,0,282,0,3,0,3,102,0,0,109,0,0,0,0,20,0,0,20,546,108,13,670,1226,40,0,1938
SAL10298,0,3,0,5,33,0,0,40,0,6,0,9,32,3,0,45,0,0,0,0,23,0,0,23,0,0,0,0,4,0,0,4,32,15,3,48,131,9,0,192
SAL10299,74,50,0,123,954,58,6,1142,11,58,0,71,657,31,4,765,0,17,0,17,308,23,0,347,0,0,0,4,149,15,0,167,1127,209,19,1352,5476,527,18,7375
SAL10300,0,0,0,0,19,4,0,22,0,5,0,5,8,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,22,5,0,28,65,3,0,99
SAL10301,6,52,0,63,283,7,0,353,0,43,0,47,284,10,0,339,6,14,0,13,262,12,0,289,0,0,0,0,62,9,0,71,511,182,31,726,1808,131,0,2669
SAL10302,0,4,0,9,29,0,0,38,0,4,0,4,30,0,0,37,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,23,10,4,34,103,10,0,153
SAL10303,23,142,0,168,841,56,0,1061,5,74,0,83,658,29,0,764,0,15,0,16,381,29,0,424,0,3,0,3,181,26,0,210,1094,384,36,1523,4368,406,0,6296
SAL10304,30,143,0,172,857,52,3,1085,5,66,0,74,704,47,0,826,0,21,0,18,370,77,0,470,0,0,0,0,123,84,0,215,1743,385,59,2184,4415,433,7,7038
SAL10305,6,20,0,30,135,65,0,223,3,15,0,13,100,28,0,144,0,0,0,0,47,10,0,60,0,0,0,0,9,0,0,9,146,61,8,215,607,1196,5,2027
