SAL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL10050,12,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,18,27,43
SAL10051,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL10052,25,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,25,16,42
SAL10053,27,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,0,0,0,29,30,62
SAL10054,26,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,49
SAL10055,23,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,35,33,66
SAL10056,69,73,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,81,82,164
SAL10057,19,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,21,14,37
SAL10058,38,34,72,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,6,3,11,13,0,0,0,58,49,100
SAL10059,86,87,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,91,103,196
SAL10060,170,116,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,3,0,0,0,15,10,27,22,17,41,0,0,0,224,164,384
SAL10061,1641,1703,3345,0,0,0,0,0,0,4,4,11,0,0,0,0,0,4,0,0,0,0,5,3,21,11,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,7,13,19,0,0,0,0,0,0,0,0,0,3,7,8,3,3,12,9,11,19,33,41,81,0,0,0,0,13,13,0,3,5,0,4,4,5,5,14,0,0,0,0,0,0,0,6,7,119,145,269,6,6,13,0,0,4,24,36,66,107,105,210,0,5,4,2012,2150,4160
SAL10062,3085,3335,6422,0,0,3,4,4,4,22,29,48,30,59,90,11,4,15,6,3,8,9,12,17,27,21,48,22,16,36,10,24,38,38,21,67,12,30,39,18,10,28,5,4,5,34,32,66,44,33,80,4,19,20,5,19,24,12,7,20,14,33,43,0,6,7,8,9,20,112,122,233,5,0,3,20,33,58,7,18,21,18,21,41,38,42,81,8,3,13,8,10,14,15,26,41,304,253,564,64,66,132,16,35,50,194,251,448,233,218,454,3,9,15,4466,4851,9317
SAL10063,617,564,1177,0,0,0,0,0,0,0,0,0,5,5,12,7,4,11,0,0,0,0,0,0,0,4,8,0,0,0,4,9,8,4,5,10,0,3,3,0,0,3,0,0,0,8,0,7,11,6,12,0,0,0,0,4,4,3,8,12,0,6,5,0,0,0,6,4,7,11,10,20,0,0,0,0,3,3,0,0,0,0,0,0,5,4,15,3,3,4,0,0,0,0,4,4,26,17,45,0,0,0,0,0,0,25,15,42,12,12,26,0,0,0,743,704,1447
SAL10064,1427,1347,2778,0,0,0,0,0,0,4,0,3,0,0,0,3,0,6,3,6,3,5,4,11,6,7,11,3,0,4,0,0,0,3,0,0,0,3,0,0,0,0,4,9,9,7,0,10,0,4,6,0,0,0,0,0,0,0,4,3,0,0,4,0,0,5,0,3,4,22,10,34,0,0,0,6,7,15,0,0,4,0,0,0,3,3,4,0,5,4,0,0,0,3,0,3,59,58,113,0,0,0,0,4,5,39,40,74,46,51,98,0,0,5,1649,1577,3228
SAL10065,20,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,19,44
SAL10066,23,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,35
SAL10067,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16
SAL10068,38,52,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,52,57,117
SAL10069,14,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,10,21
SAL10070,214,195,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,26,0,3,3,0,0,0,4,8,12,17,14,26,0,0,0,257,242,498
SAL10071,100,86,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,3,10,6,6,9,0,0,0,108,101,210
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,591,571,1162,0,0,0,0,0,0,0,0,0,7,3,13,0,0,6,0,0,0,0,0,0,5,4,12,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,13,4,12,0,0,0,0,4,5,3,7,11,0,0,7,0,0,0,0,4,3,16,18,26,0,0,0,0,4,6,0,3,4,0,0,0,11,3,15,6,3,3,0,0,0,0,0,0,35,46,81,0,0,0,0,0,0,15,16,22,22,26,49,0,0,6,728,731,1451
SAL10074,614,585,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,5,8,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,10,20,0,0,0,0,7,7,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,9,25,25,46,0,0,0,0,0,0,9,7,16,18,21,43,0,0,0,695,685,1382
SAL10075,19,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,19,0,0,0,27,37,58
SAL10076,82,73,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,20,0,0,0,91,90,184
SAL10077,197,185,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,3,4,24,21,46,0,0,0,232,215,452
SAL10078,7,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19
SAL10079,590,553,1141,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,0,4,9,4,8,5,6,12,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,9,0,0,0,0,3,3,0,0,0,0,0,0,5,5,6,4,0,3,0,10,11,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,11,13,21,32,0,0,0,0,3,3,8,6,23,28,21,50,0,0,0,673,664,1337
SAL10080,85,77,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,15,4,20,0,0,0,113,92,205
SAL10081,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,9
SAL10082,186,195,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,0,0,0,0,0,0,0,0,0,19,18,38,0,0,0,211,226,440
SAL10083,17,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAL10084,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,15,12,27
SAL10085,74,61,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,40,0,0,0,93,80,173
SAL10086,8314,9078,17396,0,3,3,57,42,98,30,36,62,54,84,133,0,4,5,9,0,10,16,10,29,35,39,76,3,7,7,8,13,20,129,132,260,4,19,24,19,19,41,268,310,581,17,8,23,6,12,18,6,25,26,9,13,18,3,4,3,21,20,38,124,138,259,15,25,48,122,112,232,23,14,33,60,104,158,4,5,14,5,9,11,49,49,98,42,54,95,5,12,17,8,16,26,294,298,596,63,72,135,26,40,67,318,331,646,1139,1343,2484,23,18,40,11339,12512,23854
SAL10087,2797,2572,5366,0,3,6,69,37,105,14,11,22,290,413,704,12,16,25,21,23,40,34,36,72,22,18,40,62,69,132,35,44,80,68,56,129,66,80,142,21,15,39,6,4,15,34,15,46,51,60,110,13,31,43,15,33,44,340,339,685,57,50,110,68,60,126,7,0,7,91,79,174,37,13,48,101,158,255,11,16,28,17,23,37,11,12,23,7,10,15,17,15,36,42,65,108,123,73,194,35,22,61,94,95,193,914,874,1794,498,425,925,16,25,41,6138,5871,12009
SAL10088,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,3,22
SAL10089,241,242,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,5,4,5,9,16,19,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,22,50,0,3,4,0,0,0,36,73,107,24,29,53,13,11,26,365,399,766
SAL10090,249,242,493,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,6,0,0,0,5,6,14,0,0,0,0,0,0,0,8,8,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,6,17,0,3,4,0,4,4,10,3,10,5,3,8,0,5,7,298,312,611
SAL10091,2276,2059,4334,3,3,6,8,3,15,9,11,24,416,552,967,8,9,9,6,12,18,3,12,19,13,13,26,6,3,6,133,169,298,347,332,682,40,50,92,28,40,64,0,0,0,13,18,28,29,15,43,60,118,186,62,70,133,7,7,15,48,95,140,78,66,146,0,4,7,77,62,141,22,20,38,74,105,176,10,10,21,29,34,62,38,27,65,12,20,31,30,38,68,54,99,151,196,106,301,42,41,76,24,33,62,238,255,499,154,166,315,10,14,27,4620,4679,9301
SAL10092,19,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,27,47
SAL10093,22,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,24,32,57
SAL10094,1106,1087,2189,0,0,0,0,0,0,0,0,0,60,52,111,0,12,9,12,7,14,4,9,12,3,0,0,35,33,73,4,5,10,18,17,33,0,4,7,4,0,6,0,0,0,13,15,29,95,90,182,0,4,9,4,3,6,50,50,101,4,7,7,0,0,0,0,0,0,19,11,29,4,0,4,5,13,24,3,9,17,0,8,3,7,10,16,0,0,3,0,0,0,0,3,3,48,31,85,3,6,11,7,14,23,85,111,199,41,37,77,0,0,10,1659,1656,3313
SAL10095,122,105,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,23,0,0,0,0,0,0,0,5,4,15,12,25,0,0,0,157,142,294
SAL10096,117,120,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,3,0,0,0,0,5,3,14,14,29,0,0,0,152,143,300
SAL10097,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,19
SAL10098,919,955,1872,0,3,6,3,5,5,0,0,0,5,14,17,9,4,15,6,3,16,29,37,69,0,0,3,9,4,7,0,0,0,16,7,29,8,11,12,9,4,16,82,92,175,0,0,0,7,0,7,0,0,3,0,5,5,99,77,174,7,6,16,0,0,0,0,0,4,42,45,82,4,7,9,13,19,33,3,3,6,0,4,4,0,0,0,0,0,0,0,0,0,0,7,6,6,15,18,4,0,4,144,154,298,167,190,358,197,183,385,3,3,4,1793,1866,3659
SAL10099,5096,5279,10375,7,4,10,64,41,106,21,21,42,1248,1533,2778,29,30,58,25,13,37,39,42,81,39,43,84,76,107,183,152,157,310,425,326,744,72,103,173,21,24,45,9,0,12,55,34,92,178,196,372,26,72,102,93,137,228,78,77,151,146,134,282,922,618,1537,11,13,20,197,163,358,31,20,51,274,396,669,59,61,121,41,44,79,34,39,68,34,35,66,44,57,99,128,250,375,312,259,570,49,55,98,134,210,340,672,659,1326,428,437,860,34,33,66,11281,11716,22996
SAL10100,277,285,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,0,0,0,0,0,0,0,42,39,78,0,0,0,338,335,673
SAL10101,135,138,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,5,25,26,52,0,0,0,170,174,342
SAL10102,1499,1609,3103,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,6,6,4,0,4,0,0,0,11,9,23,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,5,10,12,15,26,9,4,12,9,14,15,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,7,7,26,12,39,0,0,3,0,0,0,29,31,66,172,218,385,7,0,7,1803,1940,3736
