SAL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL32471,724,736,1456,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,33,23,60,0,0,0,0,4,4,3,3,3,0,0,4,8,14,16,0,0,0,0,0,0,0,4,4,57,72,128,3,0,5,0,0,0,16,22,36,30,31,69,0,0,3,894,943,1837
SAL32472,61,49,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,0,0,74,58,134
SAL32473,1064,1127,2193,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,9,0,0,0,0,0,0,0,0,0,3,0,3,15,14,22,0,0,0,13,22,34,0,0,0,0,0,0,5,3,8,0,0,0,4,3,9,0,3,4,30,19,49,4,3,9,0,0,5,19,16,36,111,118,227,0,0,0,1276,1347,2626
SAL32474,90,78,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,5,3,10,11,15,0,0,0,96,96,202
SAL32475,1265,1444,2710,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,6,6,30,40,72,0,0,0,0,7,7,0,0,0,0,0,0,9,12,14,0,0,0,0,0,0,0,0,0,51,59,110,0,0,3,0,0,0,23,16,40,117,127,241,0,0,0,1508,1732,3237
SAL32476,30,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,64
SAL32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32478,672,754,1431,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,5,9,4,3,9,3,0,3,5,0,0,14,12,22,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,3,3,0,4,8,0,0,0,3,3,8,0,0,3,4,0,4,22,28,48,0,0,0,8,27,30,0,0,0,0,0,5,3,4,12,0,3,4,0,0,0,0,4,10,32,26,55,7,0,3,3,3,11,29,50,79,77,92,169,0,0,0,896,1035,1935
SAL32479,260,252,520,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,23,0,0,0,0,4,3,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,6,6,14,21,37,0,0,0,0,0,0,3,10,9,17,10,24,0,0,0,320,323,643
SAL32480,23,26,45,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,3,0,0,0,32,34,65
SAL32481,30,34,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,0,0,0,40,42,79
SAL32482,116,89,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,10,13,0,0,0,0,3,3,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,14,23,0,0,0,0,0,0,4,7,10,43,29,81,0,7,4,195,170,361
SAL32483,2534,3053,5581,0,0,0,0,0,0,9,9,16,5,10,21,0,3,4,0,3,0,15,21,35,13,13,21,0,3,3,0,5,0,41,30,68,0,6,6,4,0,5,0,0,0,8,12,19,5,10,10,0,6,4,3,3,8,0,0,0,6,15,18,4,0,0,16,11,29,204,245,450,0,0,0,38,78,115,0,4,4,9,5,8,32,28,59,5,9,12,0,7,7,4,5,8,219,254,472,10,14,27,9,4,14,108,114,219,124,143,265,4,5,12,3409,4115,7525
SAL32484,111,103,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7,8,14,0,3,6,0,0,0,3,9,6,31,19,52,0,0,0,170,144,317
SAL32485,26,38,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,32,43,76
SAL32486,172,227,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,23,40,0,5,4,0,0,0,4,0,3,87,37,124,0,0,0,298,312,611
SAL32487,133,137,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,21,0,0,0,0,0,0,0,3,3,18,17,30,0,0,0,168,179,346
SAL32488,120,116,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,129,134,262
SAL32489,31,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,43,30,73
SAL32490,2912,3099,6006,0,0,0,0,0,0,14,21,35,53,71,128,13,5,23,3,9,10,6,9,17,27,38,62,11,9,20,8,14,21,22,23,42,5,16,20,9,7,13,0,0,4,10,12,26,21,15,31,27,41,64,0,10,12,0,6,6,10,12,21,3,4,5,22,22,42,299,340,642,0,0,3,15,70,91,8,14,24,8,9,19,63,57,121,3,0,5,6,14,20,9,28,36,355,370,723,16,26,38,12,13,26,205,217,420,224,240,460,32,9,44,4440,4850,9292
SAL32491,3087,2957,6047,25,17,43,11,9,24,4,10,21,628,778,1405,12,17,31,6,9,9,49,60,106,13,9,23,11,7,21,156,147,305,746,559,1304,40,55,101,20,11,31,34,29,63,13,0,17,9,3,10,27,56,82,330,305,639,7,12,24,125,145,272,12,6,21,12,10,15,211,250,458,68,54,121,76,115,192,4,10,13,34,34,70,34,56,88,38,33,68,259,292,550,16,49,65,135,101,231,18,11,30,115,131,246,429,469,898,244,264,507,26,22,47,7075,7119,14187
SAL32492,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAL32493,60,52,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,74,67,136
SAL32494,76,60,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,17,15,40,0,0,0,104,91,195
SAL32495,2121,2267,4386,0,0,0,3,4,7,3,3,9,5,5,11,0,0,0,0,0,0,8,5,13,9,3,8,0,0,0,0,0,0,13,17,34,0,0,0,0,0,0,0,0,0,3,4,8,6,0,5,0,7,7,3,0,3,0,0,0,4,0,5,0,0,0,7,0,12,79,73,155,0,0,3,20,35,62,0,4,4,0,0,3,65,67,136,6,9,14,0,0,6,7,8,14,67,57,120,6,6,7,0,0,0,49,70,124,108,118,223,4,5,7,2593,2781,5369
SAL32496,66,56,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,11,0,0,0,80,72,151
SAL32497,1233,1146,2375,0,0,0,0,0,0,7,0,8,0,4,4,3,0,4,0,0,0,4,0,4,17,11,27,0,0,0,0,0,0,0,5,5,4,5,6,6,0,6,0,0,0,0,0,8,9,0,12,0,0,0,0,0,3,0,0,0,5,3,9,0,0,0,7,8,16,144,131,275,0,0,0,6,40,51,0,4,9,0,3,3,13,13,26,0,0,0,0,0,0,0,9,9,133,129,259,13,3,18,0,6,6,60,45,105,193,176,371,0,3,3,1843,1771,3614
SAL32498,49,32,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,14,0,0,0,67,41,109
SAL32499,21,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,51
SAL32500,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15
SAL32501,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7
SAL32502,581,566,1143,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,22,23,42,0,0,0,0,7,7,0,0,0,0,0,0,4,6,9,0,0,0,0,3,3,0,6,6,16,26,40,0,0,0,0,0,0,12,15,28,23,22,46,3,0,5,678,677,1353
SAL32503,146,131,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,40,6,7,14,0,0,0,170,153,330
SAL32504,2434,2390,4822,0,0,0,0,0,0,10,7,18,25,37,69,4,4,7,0,0,0,10,3,11,8,5,11,5,3,10,23,22,46,157,114,274,7,8,9,17,14,34,11,6,16,13,11,27,9,8,11,15,21,36,21,17,43,0,3,3,17,22,42,4,8,9,8,0,11,109,82,197,9,0,17,21,36,56,5,11,19,5,17,17,24,22,39,12,14,28,18,21,35,7,15,22,98,104,207,14,22,34,26,36,62,137,151,286,90,84,171,6,3,8,3369,3335,6705
SAL32505,1242,1217,2456,0,0,0,0,0,0,10,3,13,5,4,8,0,0,0,0,0,0,0,3,5,15,16,27,0,0,0,0,0,0,8,12,25,0,3,8,0,4,3,0,0,0,5,8,16,5,3,6,0,0,0,4,0,4,0,0,0,0,6,8,0,0,0,0,7,8,40,35,71,0,0,3,0,8,13,0,0,0,3,6,9,30,43,74,4,0,4,0,0,5,0,6,7,136,124,260,9,8,18,3,0,4,37,47,88,17,29,46,0,0,0,1586,1602,3183
SAL32506,288,323,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,13,7,22,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,3,41,46,88,5,0,6,0,0,0,16,13,26,12,16,28,0,0,0,391,425,820
SAL32507,272,247,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,22,20,44,0,3,3,0,0,0,7,7,11,26,20,47,0,0,0,345,318,661
SAL32508,1806,2028,3834,0,0,0,0,0,0,6,12,18,4,0,4,0,0,4,5,0,5,3,9,8,18,17,29,0,0,0,7,5,13,9,8,17,0,0,3,0,0,0,0,0,0,22,10,27,5,4,18,0,6,6,0,4,4,0,0,0,3,3,13,0,0,0,4,6,14,92,86,180,0,0,6,7,26,32,5,5,11,5,4,6,16,6,25,0,0,9,0,0,0,0,4,4,166,164,332,10,4,13,0,6,6,61,71,133,65,73,144,0,3,3,2339,2578,4916
SAL32509,83,83,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,88,170
SAL32510,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,23,27,45
SAL32511,1479,1606,3083,0,0,0,0,0,0,3,0,9,0,0,5,5,0,3,0,0,3,0,3,4,16,23,34,0,0,0,0,0,0,5,3,9,0,0,4,0,0,0,0,0,0,7,11,16,3,4,9,0,0,0,4,4,3,0,0,0,0,0,4,4,0,5,12,7,19,95,100,195,3,0,3,6,16,24,4,3,5,0,0,0,8,21,28,0,0,5,0,0,0,0,0,4,198,192,388,0,13,13,0,3,9,39,42,89,85,81,164,0,0,0,1992,2134,4129
SAL32512,49,47,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,54,51,107
SAL32513,225,248,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,27,0,0,0,0,0,0,0,3,5,25,18,41,0,0,0,276,287,567
SAL32514,16,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,34
SAL32515,37,44,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,52,56,108
SAL32516,590,510,1101,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,34,30,65,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,101,0,6,7,0,0,0,25,14,39,126,90,210,3,3,7,864,728,1591
SAL32517,23,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,40,41,81
SAL32518,2349,2296,4655,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,5,3,11,0,0,0,0,0,0,10,4,11,0,0,0,0,0,4,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,4,50,62,115,0,0,0,5,39,51,0,0,0,0,5,5,13,15,25,0,0,0,0,0,0,0,8,8,39,39,80,0,3,9,0,0,0,24,20,46,282,282,557,0,0,0,2796,2792,5586
SAL32519,287,267,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,3,8,13,0,0,0,0,0,0,4,8,3,65,37,101,0,0,0,377,325,703
SAL32520,121,99,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,5,15,10,26,0,0,0,136,118,251
SAL32521,157,139,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,30,0,0,0,0,0,0,0,7,10,11,7,18,0,0,0,200,190,386
SAL32522,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL32523,19,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,39
