SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL51625,31,508,541,370,74,446,152,28,177,123,4,127,46,3,48,28,4,28,743,625,1370
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51628,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SAL51629,3,8,14,25,18,42,9,4,14,16,0,16,11,3,10,0,0,0,57,27,89
SAL51630,0,5,5,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17
SAL51631,0,4,8,3,0,7,5,0,5,0,0,0,0,0,0,0,0,0,12,4,19
SAL51632,13,143,154,129,29,154,31,5,32,32,3,32,21,0,18,6,0,6,224,179,410
SAL51633,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,9,0,9
SAL51634,0,12,12,40,0,41,9,3,8,5,0,5,3,0,3,0,0,0,55,17,72
SAL51635,14,324,337,216,42,254,84,13,96,59,7,71,26,0,25,17,3,17,411,388,801
SAL51636,0,34,36,28,3,33,0,0,6,9,0,9,3,0,0,3,0,3,49,47,97
SAL51637,19,157,178,163,20,185,74,5,80,57,0,59,11,0,13,9,0,9,337,187,521
SAL51638,32,457,481,443,45,491,237,12,246,308,8,316,130,4,128,34,0,34,1177,520,1694
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,10,37,48,78,14,91,30,5,40,31,3,31,14,0,12,13,0,13,168,57,228
SAL51641,63,521,585,1141,43,1190,615,15,631,736,4,745,232,0,232,57,0,57,2843,583,3428
SAL51642,0,7,14,15,3,16,3,0,3,5,0,5,0,0,0,0,0,0,32,12,47
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,4,9,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,3,14
SAL51645,0,19,19,9,48,56,0,0,0,0,0,0,0,3,6,0,0,0,11,78,82
SAL51646,10,61,67,108,12,120,41,3,50,38,0,41,18,0,14,4,0,4,217,72,294
SAL51647,29,76,98,158,16,172,80,4,79,67,3,74,27,3,32,17,0,18,373,99,475
SAL51648,0,3,11,6,3,11,3,0,3,10,0,10,0,0,0,0,0,0,16,3,30
SAL51649,0,5,3,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,6,18
SAL51650,4,13,14,7,0,8,3,0,3,0,0,0,3,0,3,0,0,0,18,19,35
SAL51651,11,144,154,180,33,212,65,4,68,59,3,62,30,5,39,16,0,21,363,195,553
SAL51652,0,19,19,29,8,36,17,0,22,12,0,12,6,0,6,17,0,20,87,27,110
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,4,99,95,43,19,65,16,3,26,12,0,12,0,0,0,0,0,0,76,122,193
SAL51655,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,9
SAL51656,5,135,136,66,90,156,32,16,47,35,3,42,17,6,25,24,0,24,182,251,428
SAL51657,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3
SAL51658,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL51659,3,8,14,24,3,26,8,4,8,10,0,10,4,0,4,0,0,0,45,18,62
SAL51660,20,409,429,376,36,414,153,13,167,126,6,131,61,5,63,32,0,32,767,463,1231
SAL51661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51662,0,33,36,8,16,23,6,3,9,0,0,0,0,0,0,9,0,9,24,54,75
SAL51663,0,12,12,17,4,24,3,0,6,5,0,3,0,0,0,0,0,0,19,17,43
SAL51664,15,84,100,144,68,211,66,22,80,53,10,57,38,3,41,7,5,12,320,186,503
SAL51665,6,14,19,43,8,51,14,0,14,20,3,19,4,0,4,6,0,4,88,28,114
SAL51666,37,174,209,340,22,362,206,8,213,179,8,182,60,0,65,25,0,25,837,211,1052
SAL51667,119,745,864,1120,125,1249,668,42,718,585,26,613,290,17,306,148,3,149,2926,965,3896
SAL51668,0,6,6,6,0,4,5,0,5,0,0,0,0,0,0,0,0,0,8,4,13
SAL51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51670,71,639,704,818,98,917,475,29,504,500,5,512,159,15,171,73,5,82,2102,785,2887
SAL51671,0,17,20,23,5,28,6,0,9,7,0,7,0,0,0,0,0,0,40,23,61
SAL51672,0,3,3,6,23,26,0,0,0,0,0,0,0,0,0,0,0,0,6,30,37
SAL51673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8
SAL51674,0,3,3,7,0,11,4,0,3,4,0,0,0,0,0,0,0,0,16,10,23
SAL51675,5,54,58,76,11,89,26,0,29,24,0,19,6,0,6,5,0,12,148,67,212
SAL51676,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10
SAL51677,0,3,9,13,0,13,3,0,3,4,0,4,0,0,0,0,0,0,25,9,29
SAL51678,0,12,21,9,0,12,5,0,5,0,0,0,4,0,4,0,0,0,23,17,46
SAL51679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51680,0,15,18,12,4,18,3,0,3,6,0,6,0,0,0,0,0,0,25,18,42
SAL51681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51682,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL51683,0,5,5,10,0,10,5,0,0,5,0,5,5,0,5,0,0,0,17,9,26
SAL51684,0,8,13,8,0,12,4,0,4,0,0,0,0,0,0,0,0,0,15,16,33
SAL51685,0,5,5,6,6,10,3,0,3,0,0,0,0,0,0,0,0,0,4,10,18
SAL51686,0,3,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,3,13
SAL51687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51688,104,1974,2082,1645,271,1918,749,90,837,598,30,624,161,14,169,73,3,74,3325,2380,5702
SAL51689,4,3,6,17,0,17,4,0,4,4,0,4,0,0,0,0,0,0,28,4,36
SAL51690,27,394,417,375,75,448,114,15,124,68,7,73,36,0,35,19,0,19,633,488,1120
SAL51691,0,9,9,8,0,13,0,0,0,6,0,6,0,0,0,0,0,0,13,11,23
SAL51692,0,9,11,13,0,12,4,0,4,5,0,5,0,0,3,0,0,0,23,11,36
SAL51693,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,5
SAL51694,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SAL51695,3,29,29,44,4,50,17,0,23,11,0,18,3,0,3,8,0,7,88,42,130
SAL51696,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL51697,0,3,3,7,0,7,0,0,0,0,0,0,0,0,6,0,0,0,4,7,16
SAL51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL59797,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SAL60001,0,3,3,18,0,20,5,0,5,0,0,3,0,0,0,0,0,0,28,8,37
SAL60002,4,26,26,23,8,35,4,0,4,6,0,6,0,0,0,0,0,0,33,31,66
SAL60003,0,15,21,41,3,49,8,0,8,18,0,18,5,0,5,3,0,3,87,17,102
SAL60004,5,45,45,95,11,104,45,0,49,33,0,38,16,0,16,11,0,10,210,52,259
SAL60005,10,198,203,171,21,191,101,3,104,56,0,58,30,5,30,12,0,12,372,226,602
SAL60006,4,68,76,237,14,247,143,4,143,171,0,172,71,0,68,31,0,31,652,84,738
SAL60007,5,47,49,44,17,57,3,0,7,5,0,3,0,4,5,4,0,4,55,65,123
SAL60008,0,15,15,25,5,32,11,0,11,0,0,0,7,0,7,0,0,0,42,15,60
SAL60009,0,5,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5
SAL60010,0,3,3,3,0,3,8,0,8,5,0,5,3,0,3,0,0,0,20,3,18
SAL60011,6,24,27,61,0,59,30,0,27,34,0,40,10,0,12,4,0,4,148,30,177
SAL60012,3,41,42,27,5,33,4,0,4,8,0,9,0,0,0,0,0,0,36,47,90
SAL60013,0,71,75,111,9,123,39,0,41,29,4,29,16,0,16,7,0,7,202,91,293
SAL60014,0,0,0,11,0,11,5,0,5,6,0,6,0,0,0,0,0,0,15,0,16
SAL60015,0,15,15,19,4,20,0,0,0,0,0,0,0,0,0,0,0,0,19,17,37
SAL60016,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL60017,0,3,5,3,0,9,3,0,3,0,0,0,0,0,0,0,0,0,10,6,14
SAL60018,0,3,3,4,4,3,0,0,0,0,0,0,4,0,4,0,0,0,6,4,10
SAL60019,0,6,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,3,13
SAL60020,0,8,8,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16
SAL60021,0,7,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
SAL60022,11,208,217,288,24,317,166,9,179,134,8,134,46,4,47,33,0,33,680,252,927
SAL60023,0,29,29,32,9,41,7,0,7,7,0,7,6,6,10,0,0,0,48,38,89
SAL60024,0,0,0,8,0,4,4,0,4,0,0,0,0,0,0,0,0,0,13,0,18
SAL60025,0,8,8,8,0,12,5,0,3,3,0,3,0,0,0,0,0,0,15,10,26
SAL60026,8,88,93,175,12,187,84,6,96,80,0,81,38,0,36,32,0,32,416,110,525
SAL60027,0,6,6,16,3,23,0,0,0,0,0,0,0,0,0,0,0,0,20,16,37
SAL60028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60029,0,8,8,7,3,10,3,0,5,4,0,4,6,0,6,0,0,0,18,12,32
SAL60030,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAL60031,0,14,14,9,5,13,0,0,3,3,0,3,0,0,0,0,0,0,12,19,33
SAL60032,0,11,9,34,8,44,19,0,21,11,0,11,5,0,6,0,0,0,69,17,85
SAL60033,12,408,423,306,87,393,80,42,123,60,14,70,20,6,26,11,4,14,497,554,1052
SAL60034,10,208,222,186,40,231,69,3,75,49,3,53,20,0,21,25,0,21,357,264,618
SAL60035,3,49,51,58,9,71,9,0,9,16,0,11,6,0,6,3,0,3,103,57,163
SAL60036,8,210,220,244,29,273,65,3,68,43,0,45,17,0,17,7,0,10,379,253,624
SAL60037,0,20,23,24,5,33,4,0,4,0,0,0,0,0,0,0,0,0,35,23,61
SAL60038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL60039,43,758,802,687,88,772,248,25,275,214,14,224,94,5,97,40,4,40,1320,888,2211
SAL60040,0,11,11,19,3,24,0,0,4,0,0,0,0,0,0,0,0,0,23,16,35
SAL60041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60042,21,355,370,342,50,398,164,16,180,133,8,146,61,4,68,36,0,36,753,440,1193
SAL60043,0,10,5,10,0,8,5,4,10,0,0,0,0,0,0,0,0,0,18,11,30
SAL60044,17,162,181,183,38,222,54,3,57,36,5,39,7,0,5,3,0,7,301,211,514
SAL60045,11,71,79,65,32,100,11,8,22,10,0,10,4,0,4,0,0,0,98,105,207
SAL60046,0,9,9,29,6,24,6,0,6,5,0,5,0,0,0,3,0,3,37,11,45
SAL60047,5,16,19,22,9,29,3,0,3,6,0,6,8,0,8,4,0,4,51,25,77
SAL60048,0,13,13,18,0,17,4,0,3,11,0,9,3,0,3,3,0,3,39,19,53
SAL60049,0,11,11,20,0,27,11,0,11,4,0,7,6,0,3,4,0,4,51,21,70
SAL60050,0,8,8,11,0,8,6,0,6,0,0,0,0,0,0,0,0,0,14,8,19
SAL60051,55,633,691,1007,94,1108,432,30,461,454,6,456,169,0,173,76,4,78,2194,768,2963
SAL60052,10,53,70,145,11,159,94,3,98,92,0,92,30,0,30,3,0,3,379,76,454
SAL60053,0,37,33,51,4,50,11,4,17,7,0,11,6,0,6,5,0,4,86,41,128
SAL60054,0,15,15,12,3,14,6,0,6,3,0,3,0,0,0,3,0,3,31,20,46
SAL60055,0,6,6,13,0,12,7,0,7,6,0,6,3,0,3,0,0,0,22,5,31
SAL60056,0,4,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,4,3,14
SAL60057,0,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9
SAL60058,0,30,33,54,6,61,13,0,16,22,0,23,7,0,6,3,0,3,103,41,139
SAL60059,0,21,21,10,4,18,4,0,4,0,0,0,0,0,0,3,0,3,24,27,52
SAL60060,5,35,40,56,5,58,22,0,27,39,0,39,17,0,15,3,0,3,137,46,182
SAL60061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60062,0,18,18,16,8,22,9,0,11,5,0,5,0,0,0,0,0,0,35,27,55
SAL60063,3,75,74,65,6,76,32,0,35,17,0,16,11,0,11,4,0,4,137,82,218
SAL60064,0,0,0,4,0,4,3,0,3,0,0,0,6,0,6,0,0,0,12,0,16
SAL60065,3,39,45,73,8,79,17,5,26,24,3,22,14,0,14,9,0,9,135,58,193
SAL60066,0,16,19,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,23,28
SAL60067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL60068,3,36,37,35,11,49,8,0,8,7,0,9,3,0,10,0,0,0,60,52,110
SAL60069,4,8,12,10,4,12,7,0,7,4,0,4,4,0,4,0,0,0,29,11,39
SAL60070,0,18,18,19,0,27,4,0,4,4,0,7,5,0,5,0,0,0,29,23,54
SAL60071,0,5,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7
SAL60072,4,24,23,56,0,59,14,5,20,25,0,25,15,0,15,0,0,0,120,27,143
SAL60073,18,498,514,461,90,552,292,34,322,208,25,233,101,5,104,76,4,81,1149,656,1804
SAL60074,11,260,277,258,56,315,58,13,76,70,7,75,32,6,29,11,4,12,441,342,785
SAL60075,30,408,441,597,65,663,366,17,382,270,11,282,112,0,112,52,0,49,1422,503,1930
SAL60076,0,5,5,3,0,9,0,4,3,0,0,0,0,0,0,0,0,0,8,8,12
SAL60077,4,7,11,25,0,25,6,0,6,12,0,12,6,0,6,3,0,3,50,7,59
SAL60078,0,4,6,5,0,7,3,0,9,3,0,5,5,0,5,0,0,0,18,4,24
SAL60079,0,9,9,5,5,16,0,0,0,0,0,0,0,0,0,0,0,0,8,15,24
SAL60080,4,86,90,74,16,88,36,3,40,22,0,24,4,5,8,4,0,4,153,104,254
SAL60081,0,4,4,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,10,25
SAL60082,4,22,24,25,0,30,7,0,7,13,0,13,6,0,6,0,0,0,55,27,75
SAL60083,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SAL60084,10,214,218,99,18,117,27,4,26,22,5,20,7,4,9,8,0,8,161,238,399
SAL60085,0,5,0,4,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,3,12
SAL60086,0,21,21,19,5,22,5,0,5,7,0,7,0,0,5,0,0,3,35,22,62
SAL60087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60088,0,5,5,6,0,6,3,0,3,0,0,3,0,0,0,0,0,0,15,4,15
SAL60089,0,16,19,32,4,33,7,5,11,16,0,16,4,0,4,0,0,0,69,17,93
SAL60090,11,135,147,164,22,187,82,7,88,66,0,78,41,3,39,23,0,23,393,166,559
SAL60091,0,5,5,6,0,6,0,0,0,13,0,13,0,0,0,0,0,0,19,5,29
SAL60092,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14
SAL60093,10,85,94,144,18,156,62,6,72,59,7,71,29,5,36,15,0,15,312,122,433
SAL60094,9,163,173,155,23,176,43,4,46,41,5,42,14,0,13,7,0,7,269,197,466
SAL60095,0,14,13,9,3,13,0,0,0,4,0,4,0,0,0,0,0,0,15,18,33
SAL60096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL60098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60099,15,160,174,149,30,180,82,12,99,49,4,56,23,0,31,20,3,23,346,217,558
SAL60100,0,37,34,54,6,60,10,5,17,14,3,23,5,0,5,0,0,0,92,47,141
SAL60101,4,61,67,85,0,87,43,0,43,51,0,51,17,0,17,8,0,8,207,68,278
SAL60102,0,9,15,25,3,33,14,0,14,3,0,6,4,0,4,0,0,0,55,17,72
SAL60103,0,8,8,3,0,5,0,0,0,7,0,10,0,0,0,0,0,0,10,4,18
SAL60104,0,15,15,25,0,22,4,0,9,7,0,8,4,0,4,3,0,3,38,20,60
SAL60105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60107,0,9,9,7,0,7,0,0,6,0,0,0,0,0,0,0,0,0,8,6,15
SAL60108,0,9,9,5,4,8,0,0,5,4,0,4,0,0,0,0,0,0,12,13,20
SAL60109,0,12,12,11,4,12,0,0,0,0,0,0,0,0,0,0,0,0,17,10,26
SAL60110,17,266,274,196,48,239,132,17,151,116,8,119,38,3,43,20,5,25,517,340,857
SAL60111,0,13,13,14,7,18,4,3,7,4,0,4,8,0,8,3,0,3,31,20,52
SAL60112,0,21,23,21,0,24,10,0,11,9,0,9,0,0,0,7,0,7,49,26,77
SAL60113,44,1162,1210,959,141,1094,493,44,533,373,25,398,186,8,198,91,4,99,2146,1387,3537
SAL60114,3,34,40,52,12,62,7,0,7,6,0,4,6,0,3,5,0,5,79,46,121
SAL60115,9,152,162,142,33,174,93,13,109,76,16,94,34,4,42,36,3,34,387,227,609
SAL60116,8,27,31,43,3,48,11,0,13,14,0,14,3,0,3,7,0,7,79,36,117
SAL60117,0,4,3,10,0,8,0,0,0,0,0,0,4,0,4,0,0,0,14,4,19
SAL60118,8,24,33,51,10,60,35,0,35,52,0,59,17,0,17,4,0,4,170,34,203
SAL60119,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
SAL60120,0,60,55,41,11,58,4,3,13,16,4,21,0,0,8,3,4,7,75,87,161
SAL60121,0,70,69,61,46,106,17,5,29,4,5,6,5,0,5,3,6,5,93,121,215
SAL60122,5,42,47,79,6,83,37,3,41,33,0,33,14,0,14,12,0,12,181,58,237
SAL60123,0,10,10,16,4,20,6,0,6,3,0,3,7,0,8,3,0,3,36,16,49
SAL60124,0,22,25,30,8,40,22,0,22,22,0,21,10,0,10,5,0,5,88,27,119
SAL60125,0,7,7,11,0,11,0,0,0,4,0,4,0,0,0,0,0,0,17,7,22
SAL60126,3,85,87,65,13,82,35,3,41,22,3,22,15,0,15,6,0,6,149,109,255
SAL60127,0,14,17,29,0,29,10,0,10,14,0,14,3,0,4,5,0,5,60,17,76
SAL60128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60129,0,17,17,11,0,11,7,0,6,4,0,4,4,0,4,0,0,0,20,14,34
SAL60130,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL60131,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9
SAL60132,0,23,27,46,0,50,19,0,19,14,0,15,6,0,6,7,0,11,90,27,117
SAL60133,0,6,6,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12
SAL60134,3,36,45,77,4,88,18,0,26,13,0,13,10,0,16,0,0,0,138,47,183
SAL60135,0,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12
SAL60136,4,5,9,12,0,12,10,0,10,0,0,0,0,0,0,0,0,0,21,5,24
SAL60137,0,14,14,15,0,21,4,0,4,0,0,0,0,0,0,0,0,0,21,16,39
SAL60138,0,40,42,74,3,77,24,0,31,42,0,44,10,0,14,4,0,6,161,54,213
SAL60139,12,117,127,130,23,148,57,8,68,67,0,74,21,0,21,11,0,11,297,153,449
SAL60140,0,0,0,5,0,5,0,0,0,3,0,3,4,0,4,0,0,0,16,0,16
SAL60141,3,14,16,22,0,22,13,0,13,8,0,8,3,0,3,0,0,0,45,14,57
SAL60142,11,139,151,106,26,132,39,5,38,24,5,27,4,3,10,0,0,0,186,173,355
SAL60143,8,226,237,232,22,251,89,3,92,72,4,75,35,4,38,26,0,27,456,261,723
SAL60144,0,7,7,5,0,10,0,0,0,4,0,4,0,0,0,0,0,0,15,6,23
SAL60145,0,6,5,14,0,14,3,0,5,6,0,6,3,0,3,0,0,0,24,10,37
SAL60146,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4
SAL60147,4,46,51,44,6,53,13,0,13,5,0,7,3,0,3,4,0,4,73,62,129
SAL60148,17,421,441,416,58,476,173,11,181,126,6,131,51,6,53,22,0,25,805,507,1316
SAL60149,0,12,12,9,3,12,0,0,0,3,0,3,0,0,0,0,0,0,10,21,31
SAL60150,0,18,15,21,5,19,0,0,0,0,4,3,0,0,0,0,0,0,25,25,51
SAL60151,0,11,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
SAL60152,5,97,100,67,21,86,42,6,51,40,0,36,18,0,23,11,3,16,184,133,312
SAL60153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL60154,0,44,50,68,9,77,15,5,13,13,0,19,0,0,0,0,0,0,99,61,161
SAL60155,5,20,24,62,4,67,31,0,31,18,0,18,16,0,16,3,0,3,136,18,161
SAL60156,100,2239,2343,1909,281,2184,798,54,853,635,35,668,231,9,243,111,9,126,3784,2625,6410
SAL60157,3,49,54,70,9,82,29,0,33,37,0,38,11,0,11,4,0,4,159,63,223
SAL60158,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL60159,0,6,6,19,8,23,0,0,3,4,0,4,0,0,0,0,0,0,32,13,41
SAL60160,32,297,327,357,44,401,150,12,163,133,10,135,47,9,53,21,0,16,728,374,1099
SAL60161,3,36,39,40,16,51,0,0,3,5,0,5,0,0,0,0,0,0,46,51,99
SAL60162,6,43,43,85,10,98,34,0,34,27,3,33,17,0,17,7,0,7,183,47,236
SAL60163,0,4,4,8,4,8,3,0,3,4,0,4,0,0,0,6,0,6,14,7,26
SAL60164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60165,13,144,158,148,29,174,41,8,47,25,0,28,15,0,15,3,0,3,249,184,432
SAL60166,7,18,20,30,3,34,10,0,10,11,0,10,4,0,4,9,0,9,65,23,91
SAL60167,0,13,13,12,0,13,9,3,9,0,0,0,0,0,0,0,0,0,20,15,36
SAL60168,8,51,56,100,12,112,43,6,56,47,0,52,25,0,27,9,0,15,233,73,307
SAL60169,0,13,13,34,5,40,14,0,16,15,0,15,9,0,9,4,0,4,77,17,89
SAL60170,4,44,45,43,7,52,14,0,15,14,0,12,5,0,5,10,0,10,86,50,137
SAL60171,0,10,14,19,4,17,3,0,11,6,0,6,0,0,0,3,0,3,35,21,53
SAL60172,3,139,147,149,33,183,66,27,95,64,16,85,24,5,28,17,5,22,322,226,548
SAL60173,0,21,21,33,5,40,10,0,12,9,0,13,9,0,9,7,0,9,70,33,101
SAL60174,6,75,76,82,10,94,23,0,23,11,0,17,5,0,5,0,0,0,123,90,214
SAL60175,0,6,9,19,0,22,7,0,7,6,0,6,5,0,5,0,0,0,42,9,53
SAL60176,27,659,684,579,132,709,256,16,270,134,10,147,69,4,75,50,0,56,1116,823,1936
SAL60177,14,267,279,278,46,328,124,8,134,109,7,115,53,4,59,19,0,19,596,332,934
SAL60178,0,7,5,17,0,21,3,0,3,8,0,8,0,0,0,0,0,0,31,8,38
SAL60179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60180,0,13,16,8,0,3,6,0,6,0,0,0,0,0,0,0,0,0,16,12,28
SAL60181,0,6,8,19,3,17,4,0,5,10,0,12,0,0,0,0,0,0,35,16,47
SAL60182,0,10,10,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12
SAL60183,0,21,21,23,5,26,3,0,6,0,0,3,0,0,0,0,0,0,30,32,61
SAL60184,3,12,11,25,3,26,12,0,12,10,0,10,4,0,4,5,0,5,48,12,66
SAL60185,3,17,23,35,6,40,33,0,34,22,0,22,12,0,12,4,0,4,108,24,135
SAL60186,6,37,40,43,3,49,18,0,16,9,0,9,9,0,13,0,0,0,85,46,128
SAL60187,0,42,44,39,8,41,14,0,19,9,0,9,4,0,3,5,0,5,72,51,124
SAL60188,0,31,31,38,6,48,15,0,15,23,0,23,6,0,6,6,0,6,95,34,134
SAL60189,0,10,10,8,0,8,3,0,3,5,0,5,0,0,0,0,0,0,18,12,25
SAL60190,6,24,24,29,4,26,9,0,10,7,0,10,3,0,3,3,0,3,52,27,80
SAL60191,0,14,8,13,3,18,3,0,3,0,0,4,0,0,0,0,0,0,23,14,37
SAL60192,0,5,5,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19
SAL60193,4,13,19,35,0,35,8,0,8,9,0,9,5,0,5,0,0,0,59,13,73
SAL60194,11,147,157,223,16,237,64,6,70,59,0,58,16,0,16,9,0,9,381,170,553
SAL60195,0,91,92,105,14,115,33,0,36,33,0,35,17,0,17,10,0,15,202,110,305
SAL60196,0,21,21,28,0,31,4,3,4,6,0,3,5,0,5,3,0,3,41,27,64
SAL60197,0,26,29,28,4,30,4,4,3,4,0,6,0,0,0,0,0,0,35,33,66
SAL60198,0,3,10,8,0,14,4,0,3,5,0,5,0,0,0,3,0,3,24,9,31
SAL60199,9,56,62,105,17,120,40,5,42,47,0,46,12,0,12,7,0,7,216,73,286
SAL60200,3,74,81,57,4,63,25,0,25,23,0,23,0,0,5,5,0,5,115,83,200
SAL60201,0,4,4,5,0,8,0,0,0,0,0,0,0,0,0,5,0,5,9,10,16
SAL60202,0,12,12,0,7,14,0,3,6,0,0,0,0,0,0,0,0,0,6,32,35
SAL60203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
