SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL60204,0,16,16,39,3,46,9,3,14,21,0,20,3,0,3,8,0,8,78,22,100
SAL60205,0,8,8,21,7,22,3,0,3,7,0,7,4,0,4,4,0,4,32,11,41
SAL60206,0,3,5,13,0,14,6,0,6,5,0,4,0,0,0,0,0,0,30,4,32
SAL60207,8,57,64,119,8,135,73,0,78,77,3,80,28,5,34,10,0,10,317,71,386
SAL60208,0,47,47,50,14,66,16,0,22,15,0,15,17,0,17,7,0,12,117,62,178
SAL60209,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL60210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL60211,10,55,62,112,19,131,38,4,43,24,0,33,10,5,15,4,3,7,205,82,288
SAL60212,0,6,6,10,0,10,3,0,3,3,0,3,4,0,5,0,0,0,15,7,25
SAL60213,0,10,11,23,7,30,4,0,4,0,3,7,0,0,0,0,0,0,34,18,49
SAL60214,3,18,27,27,0,29,13,0,13,4,0,4,4,0,4,4,0,4,49,17,74
SAL60215,9,113,121,171,21,196,68,0,63,45,9,54,21,5,25,9,0,16,328,149,478
SAL60216,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL60217,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL60218,7,155,162,141,28,172,97,14,110,67,7,76,34,3,43,28,0,33,385,210,600
SAL60219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60220,3,40,43,31,6,38,10,0,8,15,0,15,3,0,4,6,0,11,64,49,112
SAL60221,4,37,41,61,6,63,24,0,26,13,0,13,6,0,4,4,0,4,104,45,149
SAL60222,9,44,53,98,9,111,35,0,35,51,0,53,13,0,13,7,0,7,213,54,268
SAL60223,8,175,179,185,29,219,67,8,81,55,0,55,28,0,30,26,4,30,376,217,589
SAL60224,23,421,443,479,47,525,196,10,214,202,0,204,68,0,70,16,0,22,987,482,1473
SAL60225,21,666,685,653,66,723,222,19,234,172,7,185,92,11,96,56,0,59,1217,774,1990
SAL60226,0,14,14,26,10,34,3,0,3,3,0,3,0,0,0,0,0,0,37,19,58
SAL60227,0,3,3,25,0,27,9,0,9,0,0,0,0,0,0,0,0,0,40,7,47
SAL60228,3,64,67,71,23,90,40,8,48,18,5,23,8,3,9,0,0,0,138,101,240
SAL60229,3,54,61,79,14,91,44,3,48,41,3,43,16,0,16,14,0,16,200,76,271
SAL60230,0,14,14,9,3,13,3,0,8,3,0,9,0,0,0,0,0,0,21,20,36
SAL60231,0,10,10,18,3,21,12,0,11,12,0,6,3,0,3,6,0,3,43,13,62
SAL60232,0,29,29,74,10,80,24,4,29,31,0,32,13,4,11,0,0,0,154,42,196
SAL60233,4,8,15,35,0,29,15,0,15,10,0,15,0,0,0,4,0,4,62,15,75
SAL60234,0,10,11,7,5,14,7,0,7,3,0,3,0,0,0,4,0,4,27,12,40
SAL60235,66,1791,1864,1258,230,1490,686,74,764,459,46,506,253,28,281,166,10,177,2897,2179,5077
SAL60236,0,7,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13
SAL60237,0,35,33,23,3,31,12,0,8,10,0,11,9,0,9,0,0,0,55,41,97
SAL60238,4,141,146,124,25,146,61,6,71,55,12,61,24,0,27,14,0,15,279,179,465
SAL60239,0,20,22,43,5,51,12,0,11,4,0,4,3,0,3,0,0,6,65,30,96
SAL60240,0,3,3,3,4,5,4,0,4,0,0,0,0,0,0,0,0,0,8,3,16
SAL60241,3,9,6,11,0,9,3,0,4,0,0,0,4,0,4,3,0,3,23,9,36
SAL60242,0,14,10,9,4,12,4,0,4,4,0,4,0,0,0,0,0,0,22,14,38
SAL60243,0,8,8,7,3,9,5,0,5,0,0,0,0,0,0,0,0,0,6,9,21
SAL60244,12,96,107,218,17,232,128,5,131,126,3,127,40,0,40,25,0,25,552,120,671
SAL60245,0,5,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15
SAL60246,3,11,16,16,3,19,9,0,9,10,0,10,0,0,0,0,0,0,32,10,45
SAL60247,0,31,30,16,0,14,4,0,9,4,0,3,0,0,0,0,0,0,25,31,62
SAL60248,0,79,81,81,15,91,29,3,31,31,3,36,10,0,14,9,0,10,161,102,263
SAL60249,0,17,15,6,0,13,5,0,0,0,0,0,0,0,3,0,0,0,16,18,34
SAL60250,0,16,11,8,3,8,0,0,0,3,0,3,0,0,0,0,0,0,18,14,34
SAL60251,3,41,46,57,13,68,8,0,7,4,0,5,0,0,0,0,0,0,72,59,131
SAL60252,3,24,28,24,3,32,13,0,13,9,3,17,7,0,3,7,0,7,62,32,95
SAL60253,5,67,66,144,17,166,49,6,51,63,0,62,22,0,22,15,0,11,293,91,385
SAL60254,3,38,45,63,4,74,34,3,35,24,0,24,13,0,13,6,0,6,149,45,193
SAL60255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60256,0,24,27,34,4,34,11,0,10,3,0,10,5,0,5,0,0,0,55,29,88
SAL60257,22,244,271,311,44,354,138,7,142,143,0,146,43,0,49,27,3,28,689,302,988
SAL60258,0,23,29,53,5,55,12,0,12,16,6,19,16,0,16,5,0,5,91,34,127
SAL60259,0,36,37,35,6,35,9,0,11,9,0,9,4,0,4,9,0,9,58,42,101
SAL60260,0,8,8,5,0,10,4,0,4,3,0,3,0,0,0,0,0,0,12,7,19
SAL60261,0,8,7,11,4,18,3,0,7,5,0,4,0,0,0,0,0,0,25,13,43
SAL60262,0,15,12,4,0,6,3,0,3,0,0,0,0,0,0,0,0,0,9,13,29
SAL60263,7,92,89,89,14,102,44,3,46,39,0,39,8,0,8,10,0,12,197,107,300
SAL60264,5,61,71,99,13,112,24,3,25,18,4,18,9,0,9,3,0,3,168,81,246
SAL60265,3,7,7,9,3,13,8,0,8,5,0,5,0,0,0,0,0,0,29,7,36
SAL60266,0,19,25,27,5,31,13,0,13,12,0,12,7,0,7,0,0,0,50,27,81
SAL60267,0,9,9,11,0,16,10,4,16,4,3,3,3,0,3,7,0,7,32,20,51
SAL60268,9,100,106,91,20,109,86,13,98,52,8,59,32,6,35,26,0,31,298,136,440
SAL60269,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL60270,0,8,8,8,0,9,5,0,3,0,0,0,0,0,0,0,0,0,12,11,23
SAL60271,7,45,59,69,8,80,20,0,22,20,0,21,10,0,10,0,0,0,129,67,189
SAL60272,0,9,12,15,0,18,4,0,4,10,0,11,0,0,0,0,0,0,38,13,48
SAL60273,0,3,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,9,22
SAL60274,5,156,160,141,29,176,77,3,79,48,0,45,16,0,14,9,0,9,288,191,480
SAL60275,4,38,36,108,8,117,44,0,47,34,0,33,4,0,3,0,0,0,197,48,249
SAL60276,6,540,551,294,116,406,87,66,154,52,31,88,14,11,24,4,7,11,463,770,1234
SAL60277,0,0,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11
SAL60278,0,7,7,9,0,12,0,0,0,6,0,6,0,0,0,0,0,0,26,8,34
SAL60279,6,17,20,47,0,45,37,0,37,38,0,38,21,0,21,7,0,7,153,24,169
SAL60280,3,35,40,83,5,87,40,0,40,54,0,49,20,0,20,9,0,9,213,38,254
SAL60281,67,967,1045,1332,135,1462,568,33,599,526,11,539,185,10,195,70,0,75,2756,1157,3918
SAL60282,0,5,5,9,0,12,4,0,4,0,0,0,3,0,3,0,0,0,19,9,19
SAL60283,11,27,38,66,5,71,41,0,41,39,0,41,11,0,11,0,0,0,167,43,203
SAL60284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL60285,26,306,331,393,48,446,160,13,170,137,14,149,61,5,63,41,6,43,810,386,1196
SAL60286,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL60287,0,5,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14
SAL60288,24,531,555,348,111,459,181,34,212,122,20,138,44,5,50,31,4,29,743,703,1449
SAL60289,6,24,29,45,8,47,12,0,13,18,0,18,9,0,8,5,0,5,91,27,121
SAL60290,0,8,8,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,9,23
SAL60291,0,6,6,13,0,13,0,0,0,0,0,0,3,0,3,0,0,0,19,6,23
SAL60292,0,4,7,32,0,33,11,0,11,8,0,8,0,0,0,0,0,0,45,8,53
SAL60293,3,31,36,49,12,62,16,0,19,18,4,19,17,0,17,4,0,4,109,48,155
SAL60294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL60295,3,23,18,27,0,29,7,0,12,24,0,23,6,0,6,0,0,0,65,23,87
SAL60296,0,4,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15
SAL60297,0,24,27,60,0,64,22,0,23,13,3,19,4,0,7,3,0,3,107,27,136
SAL60298,4,15,18,51,4,53,12,0,12,7,0,7,0,0,0,0,0,0,78,17,96
SAL60299,0,12,12,16,3,19,9,0,13,13,0,13,4,0,4,0,0,0,42,21,61
SAL60300,0,24,24,30,6,40,3,0,3,4,0,4,5,0,5,0,0,0,42,32,74
SAL60301,3,35,38,59,4,68,17,4,25,22,0,22,16,0,16,6,0,6,121,50,169
SAL60302,10,79,89,159,13,175,43,3,51,46,0,47,19,0,19,4,0,4,283,107,385
SAL60303,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11
SAL60304,0,16,18,19,0,21,8,0,6,4,0,4,7,0,7,0,0,0,33,25,55
SAL60305,0,20,25,58,9,64,11,3,11,7,0,6,0,0,0,0,0,0,75,32,104
SAL60306,27,566,594,529,86,613,240,13,252,235,9,237,88,3,90,33,0,31,1145,677,1822
SAL60307,87,1300,1384,1404,180,1586,735,78,813,653,31,687,265,18,277,119,14,134,3267,1608,4877
SAL60308,25,306,334,314,39,351,111,14,125,111,7,123,38,0,44,12,0,18,617,370,987
SAL60309,0,35,35,23,8,29,7,0,12,4,0,4,0,0,0,0,0,0,34,40,76
SAL60310,6,63,68,122,7,131,50,7,61,50,4,54,16,0,15,15,0,15,269,83,348
SAL60311,0,4,9,3,0,4,3,0,5,5,0,6,0,0,0,0,0,0,12,12,25
SAL60312,0,37,41,28,3,43,9,0,9,3,0,3,0,0,0,0,0,0,49,41,95
SAL60313,0,14,14,6,3,12,0,0,4,0,0,5,0,0,0,0,0,0,12,18,28
SAL60314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60316,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10
SAL60317,0,10,10,12,7,15,4,0,6,3,0,3,0,0,0,4,0,4,24,18,39
SAL60318,4,22,27,70,3,72,15,3,17,19,0,19,6,0,8,0,0,0,115,31,144
SAL60319,5,10,13,22,4,22,10,0,10,6,0,7,0,0,0,0,0,0,39,19,54
SAL60320,33,603,630,720,87,814,264,19,281,234,5,242,97,8,100,41,0,41,1379,724,2108
SAL60321,18,176,199,323,37,364,164,3,170,134,4,139,79,6,86,21,6,20,742,235,975
SAL60322,25,643,665,412,104,523,136,46,176,79,12,96,28,0,29,13,5,21,696,802,1508
SAL60323,0,21,21,27,3,29,11,0,11,15,0,15,5,0,5,4,0,4,61,25,85
SAL60324,0,19,18,23,4,31,9,0,13,11,0,11,5,0,5,10,0,10,55,22,76
SAL60325,0,0,0,0,5,7,3,0,3,0,0,0,0,0,0,0,0,0,0,4,8
SAL60326,0,13,8,8,0,13,4,0,4,4,0,4,0,0,0,3,0,3,23,13,34
SAL60327,21,369,388,610,49,657,278,11,290,281,12,289,95,0,95,46,0,46,1328,436,1767
SAL60328,0,23,23,25,5,32,8,0,10,16,0,15,3,0,3,3,0,3,53,31,87
SAL60329,0,31,30,72,5,79,26,0,26,26,0,28,8,0,13,5,0,5,145,37,176
SAL60330,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,0,8
SAL60331,46,673,718,727,90,811,440,38,483,377,17,397,127,5,126,49,4,55,1765,827,2593
SAL60332,8,15,21,31,0,38,20,3,22,26,0,26,10,0,10,9,0,9,104,18,126
SAL60333,4,16,17,12,0,12,10,0,9,0,0,0,0,0,0,3,0,3,34,13,53
SAL60334,5,69,76,118,21,133,50,8,57,49,0,49,11,0,11,4,0,4,233,92,328
SAL60335,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL60336,0,3,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16
SAL60337,0,4,4,15,0,15,3,0,3,0,0,0,0,0,0,0,0,0,23,0,20
SAL60338,0,14,13,32,0,34,0,0,5,9,0,10,3,0,3,0,0,0,46,24,70
SAL60339,0,12,12,3,6,8,8,0,8,3,0,3,0,0,0,0,0,0,16,13,33
SAL60340,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SAL60341,0,77,81,76,19,88,33,0,39,25,4,29,17,3,17,8,0,8,162,103,266
SAL60342,35,817,855,892,93,983,334,39,366,302,13,319,105,3,113,45,4,48,1716,968,2684
SAL60343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60345,0,20,19,24,3,27,7,0,7,9,0,9,0,0,0,0,0,0,38,25,62
SAL60346,0,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13
SAL60347,0,17,16,26,5,28,3,0,5,4,0,4,0,0,0,0,0,0,46,17,63
SAL60348,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10
SAL60349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60350,23,525,554,614,85,699,254,17,268,160,10,172,82,7,89,33,5,39,1168,652,1819
SAL60351,0,13,13,32,4,36,18,0,18,13,0,13,6,0,6,3,0,3,70,14,91
SAL60352,0,12,12,17,0,20,11,0,11,7,0,7,0,0,0,0,0,0,31,16,47
SAL60353,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL60354,0,12,12,22,3,25,7,0,8,7,0,7,0,0,6,0,0,0,39,18,57
SAL60355,0,19,14,7,0,12,0,0,0,4,0,5,3,0,3,0,0,0,12,17,30
SAL60356,0,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
SAL60357,8,123,131,97,19,118,22,0,28,16,6,19,3,0,3,0,0,0,148,155,300
SAL60358,0,22,17,38,3,44,13,4,12,9,0,9,7,0,7,8,0,8,71,28,98
SAL60359,0,5,5,5,0,9,3,0,3,0,0,0,0,0,0,0,0,0,10,9,21
SAL60360,0,20,20,40,8,52,17,0,21,15,4,13,4,0,4,0,0,0,75,30,105
SAL60361,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,7,0,12
SAL60362,0,25,32,60,4,66,29,0,29,26,3,30,12,0,12,3,0,3,135,37,166
SAL60363,0,0,0,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,12,3,13
SAL60364,0,3,8,16,0,16,5,0,5,4,0,4,4,0,4,0,0,0,34,3,37
SAL60365,0,13,13,20,4,24,8,0,5,5,0,5,3,0,3,3,0,3,39,16,53
SAL60366,0,9,9,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,6,13
SAL60367,4,20,24,56,7,65,24,0,24,22,3,22,12,0,13,3,0,3,122,35,157
SAL60368,0,4,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8
SAL60369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60370,0,19,18,35,8,42,0,0,0,0,0,0,0,0,3,0,0,0,44,26,71
SAL60371,0,26,26,20,6,29,3,0,3,3,0,4,0,0,0,0,0,0,33,37,65
SAL60372,0,6,6,7,3,9,0,0,0,0,0,3,0,0,0,0,0,0,12,7,18
SAL60373,23,342,363,321,48,371,123,19,140,110,14,124,52,7,58,34,4,38,660,433,1100
SAL60374,7,39,44,42,9,56,15,0,16,15,0,15,7,0,7,8,0,8,85,51,137
SAL60375,0,16,17,18,3,16,3,0,4,4,0,4,0,0,0,0,0,0,22,25,44
SAL60376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60377,0,5,5,7,4,14,0,0,0,3,0,3,0,0,0,0,0,0,15,9,22
SAL60378,5,41,41,91,9,103,43,8,52,52,4,58,13,0,13,11,0,11,218,55,276
SAL60379,0,5,5,10,0,13,7,0,7,8,0,8,0,0,0,0,0,0,22,3,26
SAL60380,6,25,34,54,3,58,22,0,22,26,0,26,5,0,5,10,0,10,124,34,154
SAL60381,0,11,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,19,24
SAL60382,31,264,297,467,34,506,237,7,245,260,5,270,134,0,134,56,0,61,1191,312,1508
SAL60383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60384,0,15,19,6,5,8,3,0,3,0,0,0,0,0,0,0,0,0,14,19,30
SAL60385,0,16,16,28,7,34,3,0,3,6,4,3,5,0,5,0,0,0,39,28,64
SAL60386,3,26,30,20,0,22,7,0,9,5,0,5,0,0,0,4,0,4,37,33,69
SAL60387,0,9,7,16,4,16,0,4,4,4,0,4,0,0,0,0,0,0,25,8,32
SAL60388,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SAL60389,0,36,40,14,6,20,6,8,16,12,0,12,4,0,4,0,0,0,35,49,91
SAL60390,6,215,217,168,39,212,78,9,89,60,7,66,39,6,43,12,3,15,376,274,651
SAL60391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL60392,0,39,38,63,14,76,11,0,11,12,0,12,5,0,5,3,0,3,97,55,149
SAL60393,0,0,0,9,0,7,5,0,11,6,0,8,0,0,0,0,0,0,22,7,30
SAL60394,0,13,15,5,0,9,6,0,6,11,0,11,0,0,0,0,0,0,26,14,36
SAL60395,0,5,5,5,0,9,8,0,8,0,0,0,0,0,0,0,0,0,18,7,26
SAL60396,0,3,3,21,0,20,4,0,0,5,0,5,3,0,4,0,0,0,26,11,38
SAL60397,0,13,11,17,5,28,10,0,10,7,0,9,0,0,0,4,0,4,40,21,60
SAL60398,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60399,0,4,4,9,3,17,6,0,7,0,0,0,0,0,0,0,0,0,20,10,30
SAL60400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60401,15,179,190,272,30,301,96,8,105,91,4,97,36,0,36,14,0,16,528,217,741
SAL60402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60403,3,24,28,37,11,49,13,0,13,8,3,9,3,0,5,6,0,6,73,44,118
SAL60404,23,345,373,455,53,512,212,19,235,171,6,180,66,3,65,29,3,27,960,434,1390
SAL60405,0,42,42,16,11,22,3,0,3,0,0,0,0,0,0,0,0,0,19,50,77
SAL60406,5,5,10,13,0,19,0,0,0,4,0,4,4,0,4,0,0,0,25,7,33
SAL60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60408,0,4,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
SAL60409,5,58,60,78,16,92,28,0,29,26,3,24,8,0,8,7,0,7,146,78,219
SAL60410,11,60,66,81,9,93,37,0,41,41,0,38,10,0,10,14,0,14,189,75,262
SAL60411,0,19,19,7,0,10,7,0,8,9,0,9,0,0,0,0,0,0,19,18,39
SAL60412,0,13,13,9,3,12,5,0,5,0,0,0,0,0,0,0,0,0,20,16,33
SAL60413,9,107,114,82,8,90,53,9,55,35,0,32,12,0,12,4,0,7,185,127,314
SAL60414,0,3,6,6,0,4,9,0,9,0,0,0,0,0,0,0,0,0,15,4,22
SAL60415,17,185,198,166,33,198,82,3,86,41,0,44,25,0,25,10,0,13,337,222,559
SAL60416,5,306,305,289,45,327,132,16,144,114,3,118,44,5,52,25,0,25,605,374,974
SAL60417,0,11,11,10,3,12,4,0,4,0,0,0,0,0,0,0,0,0,10,14,23
SAL60418,0,10,10,9,0,11,3,0,3,0,0,0,3,0,0,0,0,0,19,15,29
SAL60419,37,790,829,608,122,726,317,48,366,273,25,298,126,15,135,72,4,77,1432,1004,2440
SAL60420,6,22,24,49,3,47,25,9,27,22,0,25,5,0,8,0,0,0,109,30,140
SAL60421,0,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,4,6
SAL60422,3,17,20,19,0,21,10,0,10,3,0,3,0,0,0,7,0,7,42,17,61
SAL60423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6
SAL60424,0,16,16,34,0,37,11,0,11,6,0,4,10,6,10,0,0,0,69,18,90
SAL60425,20,275,290,264,50,318,175,18,190,116,5,119,52,5,54,17,0,22,641,350,987
SAL60426,0,16,16,32,4,31,18,0,18,15,0,14,8,0,8,4,0,4,69,23,93
SAL60427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60428,3,20,29,56,7,63,25,0,22,20,3,22,5,0,5,3,0,3,109,36,141
SAL60429,0,8,8,4,0,9,0,8,3,9,0,9,3,0,3,0,0,0,20,11,29
SAL60430,18,282,302,332,48,381,157,14,177,135,17,149,53,8,56,31,4,34,726,372,1101
SAL60431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60432,0,9,14,50,0,49,20,0,17,15,0,15,12,0,12,3,0,3,97,15,112
SAL60433,0,6,6,15,0,14,6,0,3,5,0,5,0,0,0,0,0,0,24,11,37
SAL60434,18,278,294,291,38,326,144,21,169,129,3,135,59,8,62,12,4,17,652,355,1010
SAL60435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60436,7,38,49,87,5,87,29,0,27,38,0,38,17,0,17,10,4,9,175,47,224
SAL60437,16,497,514,366,108,477,215,51,265,147,31,181,90,15,103,71,3,73,908,708,1614
SAL60438,8,55,67,52,9,60,13,0,12,7,0,9,3,0,3,9,0,4,82,69,156
SAL60439,0,6,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
SAL60440,0,3,3,7,3,8,4,0,4,3,0,3,4,0,4,0,0,0,14,4,24
SAL60441,0,3,3,4,3,5,0,0,0,3,0,3,0,0,0,0,0,0,8,7,16
SAL60442,0,3,3,4,0,7,4,0,4,0,0,0,0,0,0,0,0,0,10,3,14
SAL60443,0,19,20,13,4,17,8,0,8,5,0,7,0,0,0,0,0,0,30,27,56
SAL60444,0,13,13,10,0,11,5,0,5,6,0,6,3,0,3,0,0,0,20,12,35
SAL60445,0,14,17,8,5,18,4,0,9,0,0,4,0,0,0,0,0,0,16,21,41
SAL60446,3,17,20,42,5,43,17,0,13,23,0,23,6,0,6,0,0,0,89,19,110
SAL60447,0,3,3,5,0,8,0,0,0,4,0,4,3,0,3,0,0,0,15,3,18
SAL60448,0,14,19,32,4,39,11,0,11,8,0,10,3,0,3,0,0,0,65,18,79
SAL60449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL60450,49,745,797,757,95,850,340,37,374,277,17,287,117,14,138,63,0,64,1605,903,2508
SAL60451,46,961,1007,737,142,884,365,59,430,306,26,331,108,18,125,42,6,48,1610,1215,2824
SAL60452,35,741,770,730,124,845,384,44,429,309,21,332,125,18,140,115,6,125,1692,947,2638
SAL60453,43,774,813,670,83,752,306,33,340,281,18,303,99,10,104,28,7,33,1422,922,2348
SAL60454,5,25,28,56,4,61,26,3,27,16,0,16,8,0,9,4,0,4,117,35,148
SAL60455,0,8,8,15,6,14,0,0,0,0,0,0,0,0,0,0,0,0,21,10,29
SAL60456,0,15,15,22,0,25,9,0,7,7,0,4,0,0,0,0,0,0,38,20,55
SAL60457,0,16,20,28,0,30,5,0,11,11,0,13,5,0,3,4,0,4,52,24,75
SAL60458,0,22,22,23,6,34,3,0,3,5,0,4,0,0,0,0,0,0,31,28,64
SAL60459,14,416,428,322,100,421,125,60,186,91,17,117,27,9,33,10,3,14,593,603,1193
SAL60460,0,6,11,17,4,22,4,0,4,4,0,4,0,0,0,0,0,0,25,12,35
SAL60461,0,37,37,56,4,61,29,6,29,20,0,22,19,0,19,5,0,5,126,40,169
SAL60462,3,13,15,21,0,26,5,0,5,6,0,6,0,0,0,0,0,0,42,19,60
SAL60463,0,13,15,41,8,45,18,0,18,10,0,10,3,0,3,4,0,4,78,22,99
SAL60464,18,450,467,508,43,550,205,18,223,176,7,188,78,3,78,34,3,31,1020,526,1539
SAL60465,5,4,5,5,0,10,0,0,0,3,0,3,0,0,0,0,0,0,19,5,22
SAL60466,0,4,10,7,0,9,3,0,3,0,0,0,0,0,0,0,0,0,15,5,23
SAL60467,6,104,111,79,19,99,28,0,28,14,3,18,6,3,7,6,0,6,139,128,270
SAL60468,0,11,11,21,5,26,3,3,7,4,0,4,0,0,0,0,0,0,26,22,45
SAL60469,0,14,12,13,0,15,5,0,9,6,0,7,0,0,0,0,0,0,31,17,47
SAL60470,6,22,29,40,4,46,13,0,17,15,3,18,5,0,5,4,0,4,85,31,117
SAL60471,20,188,211,255,27,279,113,4,126,108,4,115,36,0,36,12,0,13,551,229,782
SAL60472,0,3,5,0,4,3,0,0,0,6,0,6,0,0,0,0,0,0,9,3,11
SAL60473,6,126,130,114,17,129,43,0,43,23,0,25,3,0,3,3,0,9,191,151,344
SAL60474,3,46,50,54,10,58,9,0,9,17,0,17,5,0,5,4,0,4,91,46,143
SAL60475,25,300,325,575,55,626,302,16,314,277,4,274,82,0,87,28,3,34,1289,374,1663
SAL60476,0,10,10,22,3,25,3,0,7,6,0,7,5,0,5,3,0,3,37,17,53
SAL60477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL60478,0,64,67,70,7,75,19,0,19,15,0,15,3,0,3,0,0,0,107,70,182
SAL60479,12,118,125,145,32,173,25,0,26,18,0,18,6,0,6,0,0,4,197,153,350
SAL60480,0,19,19,51,5,54,26,0,28,21,0,27,6,0,6,10,0,9,122,34,151
SAL60481,0,9,13,16,0,17,0,0,3,0,0,0,0,0,0,4,0,5,26,13,38
SAL60482,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
