SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,19,16,33
SAL10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,35,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,4,0,0,0,43,36,80
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,8,0,0,0,10,10,16
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,18,11,34
SAL10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,32,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,8,4,13,0,0,0,37,50,86
SAL10060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,61,8,3,6,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,56,31,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,35,18,11,27,0,0,0,93,67,164
SAL10061,0,0,0,8,7,12,0,0,0,0,0,0,0,0,0,501,390,893,39,32,69,17,0,15,0,0,0,3,0,7,5,0,4,18,15,35,583,451,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,11,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,108,159,271,109,186,296,0,5,4,806,807,1615
SAL10062,15,4,22,56,62,119,0,0,0,8,7,19,8,12,19,593,432,1025,31,55,85,10,0,11,39,4,45,42,15,58,8,8,20,101,136,230,905,743,1648,23,25,49,0,0,0,0,5,5,4,0,3,0,0,0,0,0,0,21,26,50,0,0,0,5,0,4,0,5,3,0,0,0,3,6,0,7,5,17,7,3,14,38,41,75,5,0,5,0,0,0,0,0,0,6,0,8,1381,1602,2975,238,343,580,6,4,10,2578,2731,5305
SAL10063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,135,329,11,6,18,32,0,32,0,0,3,0,0,0,0,4,5,8,0,9,243,149,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,97,141,237,52,50,103,0,0,0,405,342,743
SAL10064,0,5,6,6,0,4,0,0,0,0,0,0,0,0,0,484,323,805,27,20,40,31,0,31,5,0,5,0,0,0,6,0,8,5,12,16,562,356,919,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,14,6,22,0,0,0,0,0,0,0,0,0,0,0,0,149,255,399,113,125,233,0,4,6,841,747,1582
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,13,5,26
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,8,21
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,4,0,0,0,5,8,11
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,3,3,0,0,0,20,27,50
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11
SAL10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,97,4,3,7,4,0,4,0,0,0,0,0,5,0,0,0,3,3,3,59,60,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,40,8,23,31,0,0,0,87,101,192
SAL10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,4,3,14,0,0,0,53,46,93
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,120,275,6,13,16,8,0,8,0,0,0,5,0,5,0,8,3,4,6,17,189,138,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,149,171,322,30,49,82,0,3,0,370,368,736
SAL10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,151,379,12,7,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,248,159,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,80,126,37,74,108,3,0,4,335,320,650
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,7,20
SAL10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,45,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,30,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,7,3,12,4,0,3,47,42,88
SAL10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,32,81,3,4,6,4,0,4,0,0,0,0,0,0,0,0,0,11,15,22,67,46,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,25,6,14,17,6,0,9,87,68,155
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11
SAL10079,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,210,143,357,16,19,40,11,0,11,3,0,8,0,0,0,0,0,3,5,0,12,255,169,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,26,39,64,32,49,79,3,0,3,320,264,582
SAL10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,41,0,4,0,5,0,5,0,0,0,0,0,0,4,0,4,0,0,0,26,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,6,3,9,3,0,3,42,36,80
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,9,26,64,55,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,24,48,0,8,15,0,0,0,90,88,175
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,3,12,11,27
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,12
SAL10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,5,9,29,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,3,0,8,0,0,0,44,33,74
SAL10086,0,3,3,20,10,27,0,0,0,0,0,0,12,16,25,2837,2491,5324,214,268,478,64,0,64,35,4,40,42,18,60,23,24,43,179,185,359,3416,3018,6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,5,0,6,31,22,49,33,26,62,0,0,0,0,0,0,0,0,3,0,4,8,978,1261,2242,678,876,1552,25,27,49,5130,5214,10348
SAL10087,189,207,397,17,10,28,0,0,0,0,0,0,11,6,10,1132,614,1747,53,129,181,34,0,34,35,0,37,16,5,17,22,12,35,30,39,72,1539,1025,2562,43,48,86,0,0,0,0,0,0,17,9,25,3,6,7,6,0,6,68,60,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,74,67,144,10,12,26,0,0,0,0,0,0,14,12,24,906,1091,1998,330,377,710,14,16,30,2871,2592,5456
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10
SAL10089,0,0,0,27,49,68,0,0,0,0,0,0,0,0,0,40,39,73,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,12,5,11,76,89,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,3,12,17,3,4,0,95,116,211
SAL10090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,95,186,6,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,95,115,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,19,39,14,20,38,0,0,0,130,161,293
SAL10091,118,158,272,3,23,28,0,0,0,0,0,0,5,8,13,567,349,913,22,73,100,5,0,5,21,3,23,14,0,17,9,4,15,82,95,177,854,714,1567,19,35,57,0,0,0,3,0,4,3,4,7,0,5,6,6,3,12,37,45,85,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,7,0,12,45,50,94,3,7,13,3,0,3,0,0,0,3,7,11,1379,1280,2662,187,301,485,3,9,11,2466,2365,4829
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,19,9,23
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,12,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,23,12,36
SAL10094,10,11,22,3,4,8,0,0,0,5,0,0,0,0,0,201,163,365,16,11,26,0,0,0,7,0,7,3,0,3,4,5,9,7,8,11,253,204,457,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,7,10,6,16,4,5,10,0,0,0,0,0,0,4,5,10,383,433,819,145,131,272,13,0,9,800,779,1577
SAL10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,8,4,7,0,0,0,47,42,89
SAL10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,77,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,46,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,3,4,10,0,0,0,59,52,107
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,14
SAL10098,3,0,7,7,4,10,0,0,0,0,0,0,0,0,0,288,182,471,19,25,39,13,0,13,4,4,5,0,0,0,5,0,4,0,0,0,336,222,556,5,10,13,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,12,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,4,0,4,15,15,27,0,3,5,0,0,0,0,0,0,3,4,9,46,60,101,76,66,139,8,0,11,477,367,848
SAL10099,533,507,1044,56,90,151,0,0,3,0,0,0,17,19,36,1734,1005,2740,68,160,230,28,0,29,80,8,88,62,29,87,25,25,46,104,219,327,2717,2063,4785,135,179,315,0,0,0,5,5,16,16,6,23,3,17,23,10,6,21,179,218,399,0,0,0,0,5,6,0,3,3,3,7,9,0,7,9,4,20,27,16,11,25,198,246,442,31,30,60,0,0,0,0,0,0,28,30,60,2366,2575,4940,690,875,1568,23,17,49,6039,5804,11845
SAL10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,68,117,6,4,4,0,0,0,0,0,3,0,0,0,8,0,4,11,12,20,70,79,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,34,14,7,22,5,5,5,103,107,216
SAL10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,56,126,0,6,7,4,0,4,0,0,0,0,0,0,0,0,0,0,4,3,79,65,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,7,12,16,0,0,4,86,82,174
SAL10102,0,0,0,3,6,7,0,0,0,0,0,0,0,10,10,505,425,934,62,45,108,10,0,10,12,5,15,4,0,4,0,0,0,14,11,24,616,500,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,47,54,74,124,4,0,6,695,605,1301
SAL10103,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,813,572,1391,47,45,88,3,0,3,0,0,5,0,0,0,5,7,16,7,14,20,885,644,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,190,284,478,151,238,391,0,0,0,1232,1169,2403
SAL10104,86,79,162,7,7,10,0,0,0,0,0,0,3,5,11,567,465,1027,18,55,68,11,0,11,4,3,5,0,0,0,4,4,5,18,33,52,724,637,1366,13,21,31,0,0,0,0,0,0,6,9,15,6,5,11,0,0,0,23,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,31,34,69,3,6,10,0,0,0,0,0,0,3,6,11,762,689,1448,121,221,346,3,4,12,1648,1595,3238
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,3,0,4,0,0,0,13,10,30
SAL10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,72,166,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,103,85,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,51,10,23,36,4,0,4,143,132,277
SAL10107,946,876,1820,41,45,92,0,0,0,0,0,3,34,18,53,3279,1293,4572,179,324,506,66,0,71,90,0,94,40,7,51,58,41,98,188,190,384,4928,2804,7739,285,381,669,0,0,0,12,11,23,36,22,61,25,28,56,15,8,24,371,449,826,0,0,0,0,0,0,7,0,7,0,4,3,6,0,3,7,5,11,41,24,63,427,478,902,76,64,138,0,0,0,0,0,0,77,64,142,1143,1102,2241,1204,886,2089,100,43,141,7881,5375,13258
SAL10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,4,3,3,0,0,0,32,31,66
