SAL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
SAL12098,91,20,16,18,8,13,0,10,384,6,0,0,0,0,0,0,0,0,0,6,520,122,116,22,25,21,14,14,0,25,883
SAL12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
SAL12100,51,4,0,0,3,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,92,35,68,4,0,0,7,0,0,4,208
SAL12101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
SAL12102,34,9,9,3,9,0,0,13,498,0,0,0,0,0,0,0,0,0,0,0,485,47,40,11,10,3,12,0,0,18,626
SAL12103,7,4,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,20,7,8,5,3,0,0,0,0,4,45
SAL12104,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,69,6,5,0,7,0,0,0,0,0,90
SAL12105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12107,493,191,261,305,415,198,29,66,3562,0,0,0,0,0,4,0,0,0,8,14,2057,609,729,263,327,388,525,252,47,100,5293
SAL12108,40,5,0,5,9,3,0,10,495,0,0,0,0,0,0,0,0,0,0,0,845,86,59,15,17,6,11,3,0,17,1057
SAL12109,16,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,153,12,14,0,0,0,0,0,0,0,191
SAL12110,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,15
SAL12111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,12
SAL12112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL12115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12117,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,191,9,11,0,0,0,0,0,0,7,222
SAL12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12119,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,3,0,0,0,0,45
SAL12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SAL12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12123,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,19
SAL12124,57,6,8,8,8,9,5,8,293,0,0,0,0,0,0,0,0,0,29,27,953,187,139,33,29,22,36,17,5,49,1464
SAL12125,11,5,3,0,7,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,466,71,59,7,12,4,7,3,0,7,636
SAL12126,7,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,132,11,11,0,0,0,0,8,0,3,161
SAL12127,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,78,4,0,0,0,0,0,0,0,3,89
SAL12128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14
SAL12131,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SAL12132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12133,5,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,96,36,9,0,5,3,5,0,0,0,157
SAL12134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18
SAL12137,497,124,128,132,130,78,46,41,3365,0,4,0,0,0,0,0,0,0,7,12,2661,769,635,175,164,149,168,85,53,74,4934
SAL12138,129,19,21,9,28,11,7,9,802,0,0,0,0,0,0,0,0,0,0,0,993,220,218,23,33,15,39,13,7,15,1581
SAL12139,21,10,5,15,6,0,0,5,196,11,0,0,0,0,0,0,0,0,23,39,535,65,50,21,9,15,5,3,0,43,747
SAL12140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
SAL12141,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,89,14,12,0,0,0,0,0,0,0,116
SAL12142,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,115,19,11,0,7,0,0,0,0,5,149
SAL12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,24
SAL12146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13
SAL12148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14
SAL12149,34,9,0,0,10,0,0,9,260,0,0,0,0,0,0,0,0,0,0,0,812,170,131,23,13,16,24,0,4,45,1248
SAL12150,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,136,3,4,0,0,0,0,0,0,7,151
SAL12151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL12152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12153,0,5,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,140,21,19,3,0,4,0,4,0,5,192
SAL12154,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16
SAL12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12157,224,48,46,34,31,11,0,30,1634,3,0,0,0,0,0,0,0,0,0,4,1724,360,302,67,61,43,47,15,0,46,2656
SAL12158,116,24,23,15,27,7,4,12,668,0,0,0,0,0,0,0,0,0,0,0,591,154,136,32,29,16,30,8,6,17,1028
SAL12159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
SAL12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12161,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,0,0,0,0,3,51
SAL12162,36,7,5,21,18,10,0,9,206,3,0,0,0,0,0,0,0,0,7,15,808,147,114,17,7,41,34,20,8,67,1262
SAL12163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
SAL12164,540,217,283,428,639,239,39,70,4751,5,0,0,0,0,0,0,0,0,3,9,2819,687,768,276,355,523,745,289,52,106,6628
SAL12165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12166,353,75,58,93,73,39,13,85,4246,0,0,0,0,0,0,0,0,0,3,5,3708,483,425,91,70,103,76,49,13,105,5129
SAL12167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SAL12168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12169,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13
SAL12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12171,461,81,97,132,108,57,16,32,2160,0,0,0,0,0,0,0,0,0,20,23,1317,622,536,100,112,161,128,67,17,72,3132
SAL12172,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,43,5,4,0,0,0,0,0,0,0,56
SAL12173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,0,0,0,0,0,4,25
SAL12174,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,34
SAL12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL12176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,4,0,0,36,39
SAL12180,4,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,85,11,7,0,3,0,0,0,0,5,109
SAL12181,212,38,54,47,49,15,7,16,1243,15,0,0,0,0,0,0,0,0,30,44,1356,406,347,60,66,58,55,20,16,57,2440
SAL12182,79,15,27,31,47,23,8,11,584,0,0,0,0,0,0,0,0,0,0,0,699,146,181,38,53,65,71,51,11,17,1338
SAL12183,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,5,0,0,0,0,0,26
SAL12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12185,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
SAL12187,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,4,0,0,3,46
SAL12188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12190,1280,484,565,733,699,205,37,137,8111,3,0,3,0,0,3,0,0,0,293,305,3441,1459,1474,533,616,796,765,234,41,454,9805
SAL12191,31,10,9,5,3,0,0,13,530,0,0,0,0,0,0,0,0,0,0,0,538,61,41,14,8,3,6,7,4,24,694
SAL12192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL12193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12194,4,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,136,19,21,4,7,0,0,0,0,0,188
SAL12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
SAL12196,8,0,0,8,3,4,0,5,150,0,0,0,0,0,0,0,0,0,0,0,465,39,25,0,0,15,7,4,0,11,572
SAL12197,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,7,3,0,0,0,0,0,0,0,30
SAL12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4,18
SAL12201,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,36
SAL12202,127,44,63,77,93,17,4,8,568,0,0,0,0,0,0,0,0,0,0,0,299,83,156,53,68,83,93,23,4,14,879
SAL12203,4,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,66,5,13,0,0,0,7,0,0,3,91
SAL12204,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16
SAL12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
SAL12206,25,8,23,23,16,6,0,7,208,0,0,0,0,0,0,0,0,0,0,0,308,65,49,14,25,23,23,10,4,17,538
SAL12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12208,38,16,13,8,22,9,0,0,195,0,0,0,0,0,0,0,0,0,0,0,248,72,77,22,15,10,22,17,0,5,482
SAL12209,4,3,0,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,71,25,13,3,0,4,0,0,0,0,123
SAL12210,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,4,35
SAL12211,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14
SAL12212,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20
SAL12213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
SAL12214,0,0,0,0,4,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,64,8,9,0,4,0,5,0,0,4,83
SAL12215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL12217,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,7,0,0,0,0,3,53
SAL12218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10
SAL12219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9
SAL12220,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,13
SAL12221,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,14
SAL12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12223,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,107,7,4,0,0,5,0,0,0,0,125
SAL12224,3,6,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,216,27,17,6,0,4,6,6,0,13,290
SAL12225,25,4,16,0,8,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,272,48,83,19,27,9,28,4,7,0,494
SAL12226,0,6,6,4,3,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,381,34,11,10,6,7,4,0,4,6,453
SAL12227,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,150,11,12,0,0,0,0,0,0,3,179
SAL12228,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,85,14,5,0,3,0,0,0,0,0,110
SAL12229,21,0,3,0,3,0,0,5,93,0,0,0,0,0,0,0,0,0,0,0,238,26,38,8,3,7,4,0,0,11,340
SAL12230,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12234,11,0,4,3,5,0,0,8,239,0,0,0,0,0,0,0,0,0,0,0,254,12,20,0,4,8,5,0,0,14,316
SAL12235,8,4,0,0,0,0,0,6,209,0,0,0,0,0,0,0,0,0,0,0,244,18,8,9,0,0,0,0,0,4,286
SAL12236,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,13
SAL12237,15,7,3,0,6,0,7,4,62,6,0,0,0,0,0,0,0,0,6,10,114,21,20,6,3,0,6,0,8,10,189
SAL12238,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,53,3,5,0,0,0,0,0,0,4,68
SAL12239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,13
SAL12240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14
SAL12241,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,16
SAL12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10
SAL12243,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,36
SAL12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12245,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,63,7,0,0,0,0,0,0,0,0,77
SAL12246,24,6,8,14,13,0,0,0,131,0,0,0,0,0,0,0,0,0,3,3,250,50,44,12,7,18,20,3,0,6,406
SAL12247,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,4,0,0,0,0,0,35
SAL12248,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,11,5,11,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,28,9,16,5,16,4,4,0,0,7,90
SAL12251,0,0,4,0,5,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,367,31,13,3,5,8,6,0,0,18,455
SAL12252,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,79,4,0,0,0,0,0,0,0,7,92
SAL12253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,11
SAL12255,31,12,9,0,4,8,3,0,200,0,0,0,0,0,0,0,0,0,15,13,388,40,40,12,4,4,9,8,3,23,529
SAL12256,77,17,11,41,17,3,0,14,861,0,0,0,0,0,0,0,0,0,0,0,894,95,88,25,15,36,16,9,0,22,1213
SAL12257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12258,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,10
SAL12259,27,3,15,8,7,3,5,5,222,0,0,0,0,0,0,0,0,0,0,0,438,39,47,8,13,12,7,4,5,22,592
SAL12260,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,9,3,0,0,0,0,0,0,0,45
SAL12261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12262,13,0,0,0,5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,484,39,33,0,0,4,3,0,0,13,582
SAL12263,3,4,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,74,5,0,4,0,0,0,0,0,8,93
SAL12264,5,0,0,4,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,73,12,5,0,0,4,8,0,0,4,108
SAL12265,22,0,0,0,3,0,0,3,93,0,0,0,0,0,0,0,0,0,0,0,118,32,37,3,0,0,4,0,0,3,191
SAL12266,1923,390,495,623,623,189,91,191,9202,5,0,0,4,3,3,0,0,3,150,166,3535,1627,2048,424,545,660,659,211,99,367,10182
SAL12267,5,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,50,8,5,0,0,0,0,0,0,7,60
SAL12268,6,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,99,8,7,0,0,0,0,0,3,3,118
SAL12269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL12270,256,78,59,51,90,20,3,15,1621,0,0,0,0,0,0,0,0,0,0,7,1164,414,316,92,73,56,103,26,8,31,2270
SAL12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12272,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,35
SAL12273,65,14,32,30,23,4,11,9,407,0,0,0,0,0,0,0,0,0,0,0,376,90,90,26,40,33,30,9,11,7,713
SAL12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12275,527,172,124,137,129,59,42,25,2728,0,0,0,0,0,0,0,0,0,4,4,2255,772,805,227,177,196,168,77,60,56,4793
SAL12276,600,139,167,152,168,56,15,26,3191,3,0,0,0,0,0,0,0,0,7,10,2370,859,844,194,229,196,198,86,21,40,5037
SAL12277,129,33,32,33,43,12,11,11,738,0,0,0,0,0,0,0,0,0,0,0,623,173,198,49,37,51,57,18,9,15,1228
SAL12278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6
SAL12279,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,3,5,0,0,0,0,0,0,0,36
SAL12280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
SAL12281,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
SAL12282,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,37
SAL12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
SAL12284,87,30,15,15,15,14,10,26,1024,0,0,0,0,0,0,0,0,0,0,0,828,107,105,30,15,15,18,14,10,37,1169
SAL12285,8,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,108,8,18,0,0,3,0,0,0,3,147
SAL12286,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
SAL12287,5,0,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,77,7,13,0,0,0,4,0,0,4,112
SAL12288,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,52,6,3,0,0,0,0,0,0,3,68
SAL12289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12292,4,0,7,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,176,5,11,0,5,3,5,0,0,14,216
SAL12293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12294,18,8,8,7,13,3,9,5,124,0,0,0,0,0,0,0,0,0,0,0,161,43,38,13,9,12,13,3,5,0,300
