SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL11235,132,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,136,284,63,..,199,284
SAL11236,241,618,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,250,623,36,..,288,623
SAL11237,2397,8105,17,42,78,229,95,265,0,0,0,0,220,329,0,0,9,31,229,360,0,5,0,0,0,0,0,0,0,5,15,32,2738,8764,96,..,2834,8764
SAL11238,171,400,11,27,29,60,42,88,34,57,0,0,0,0,0,0,0,0,34,57,0,0,0,0,0,0,0,0,0,0,0,0,246,552,153,..,399,552
SAL11239,2882,6600,324,449,8,13,335,459,21,40,0,0,0,0,0,0,0,0,22,42,30,27,0,4,3,3,8,12,35,48,42,63,3313,7215,412,..,3727,7215
SAL11240,1009,3057,166,400,74,202,241,597,5,16,0,9,0,0,0,0,8,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,1262,3690,62,..,1322,3690
SAL11241,557,1750,119,297,64,208,180,507,6,12,0,0,0,0,0,0,0,12,11,18,0,0,0,0,0,0,0,0,0,0,0,0,739,2273,35,..,774,2273
SAL11242,295,916,0,0,6,21,6,21,0,7,0,0,0,0,0,0,4,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,302,949,8,..,318,949
SAL11243,641,1600,79,132,0,0,79,132,29,41,0,0,0,0,0,0,0,0,29,41,4,5,0,0,0,0,7,11,12,14,4,9,765,1793,93,..,860,1793
SAL11244,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,34,..,48,35
SAL11245,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,40,0,..,16,40
SAL11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11247,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,10,..,29,46
SAL11248,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,..,11,10
SAL11249,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,..,14,15
SAL11250,902,2739,6,10,7,14,11,30,0,0,0,0,0,0,0,0,7,31,10,30,0,0,0,0,0,0,0,0,0,0,0,0,922,2808,34,..,955,2808
SAL11251,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,45,5,..,17,45
SAL11252,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,4,..,16,33
SAL11253,353,861,5,14,37,86,43,97,3,13,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,4,3,4,6,0,0,409,976,100,..,509,976
SAL11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,4,5,0,0,5,11,0,0,5,11,0,..,5,11
SAL11255,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,3,0,0,0,10,13,6,9,43,64,19,..,59,64
SAL11256,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,15,24,32,..,47,24
SAL11257,42,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,93,0,..,42,93
SAL11258,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,..,17,36
SAL11259,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,..,11,35
SAL11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11261,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,7,..,26,48
SAL11262,28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,93,7,..,38,93
SAL11263,33,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,33,110,5,..,43,110
SAL11264,42,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,113,3,..,43,113
SAL11265,27,55,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,61,11,..,35,61
SAL11266,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,..,19,25
SAL11267,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,..,5,7
SAL11268,199,638,4,19,10,22,18,40,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,217,690,11,..,225,690
SAL11269,120,372,55,116,52,149,112,268,20,33,252,444,288,503,0,0,0,0,552,983,0,0,0,0,0,0,0,0,0,0,0,0,785,1631,79,..,868,1631
SAL11270,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,67,4,..,36,67
SAL11271,135,329,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,340,51,..,197,340
SAL11272,46,127,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,129,0,..,46,129
SAL11273,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,38,0,..,15,38
SAL11274,271,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,274,709,21,..,299,709
SAL11275,33,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,89,4,..,42,89
SAL11276,146,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,145,286,15,..,161,286
SAL11277,4134,12271,127,236,265,804,388,1041,70,133,0,0,0,0,0,0,39,88,106,219,0,0,0,0,0,0,6,9,6,9,0,5,4636,13545,213,..,4851,13545
SAL11278,105,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,319,7,..,113,319
SAL11279,719,1678,4,4,3,3,3,14,12,18,0,0,0,0,0,0,7,7,17,25,0,0,0,0,0,0,0,0,5,4,0,0,741,1714,96,..,836,1714
SAL11280,540,1116,11,25,0,0,16,25,6,10,0,0,0,0,0,0,0,4,8,11,4,0,8,6,0,0,4,8,9,19,3,3,581,1178,77,..,657,1178
SAL11281,49,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,95,4,..,54,95
SAL11282,71,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,170,0,..,71,170
SAL11283,303,828,13,40,179,464,195,504,179,362,669,1246,809,1483,45,77,0,0,1699,3173,0,0,0,0,0,0,21,27,21,27,3,9,2220,4535,399,..,2622,4535
SAL11284,63,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,165,9,..,68,165
SAL11285,425,1312,10,32,0,3,15,34,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,443,1352,19,..,461,1352
SAL11286,884,2881,14,37,135,419,147,459,69,171,48,101,192,368,0,0,0,11,320,655,0,0,0,0,0,0,0,0,0,0,3,5,1350,3995,118,..,1474,3995
SAL11287,44,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,114,5,..,46,114
SAL11288,106,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,106,294,13,..,122,294
SAL11289,211,354,10,17,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,231,380,14,..,249,380
SAL11290,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,8,..,23,44
SAL11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11292,122,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,9,4,12,130,244,21,..,152,244
SAL11293,46,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,98,12,..,57,98
SAL11294,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,..,7,18
SAL11295,26,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,66,5,..,32,66
SAL11296,1529,4464,387,970,163,383,547,1361,1030,2036,894,1671,768,1461,245,482,7,22,2943,5669,0,0,0,0,0,0,76,126,76,126,13,22,5103,11634,599,..,5708,11634
SAL11297,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,3,..,19,50
SAL11298,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,10,..,31,42
SAL11299,13797,37302,1481,2572,77,145,1558,2721,1241,1994,21,26,0,5,0,0,21,50,1282,2076,62,123,8,7,0,0,33,72,107,205,75,121,16824,42421,1070,..,17893,42421
SAL11300,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,5,..,29,49
SAL11301,34,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,40,92,3,..,38,92
SAL11302,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,6,..,27,42
SAL11303,815,2285,37,63,38,87,70,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,2434,48,..,938,2434
SAL11304,154,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,156,508,9,..,166,508
SAL11305,48,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,133,12,..,58,133
SAL11306,1776,5021,479,1210,194,497,669,1705,1070,1814,1114,1900,1166,2306,229,405,33,73,3611,6496,0,0,0,0,0,0,200,370,200,370,12,29,6269,13619,625,..,6893,13619
SAL11307,49,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,129,6,..,57,129
SAL11308,27,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,83,4,..,39,83
SAL11309,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,3,..,25,65
SAL11310,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,..,16,32
SAL11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11312,134,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,133,388,5,..,142,388
SAL11313,462,947,0,0,0,7,0,7,17,19,6,4,0,0,0,0,0,4,19,27,9,18,8,8,0,0,0,4,15,28,0,0,500,1012,99,..,596,1012
SAL11314,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,70,6,..,30,70
SAL11315,867,2600,70,151,624,1687,694,1837,0,0,8,7,94,223,0,0,4,9,103,240,0,0,0,0,0,0,4,3,4,3,3,11,1671,4696,101,..,1774,4696
SAL11316,1349,4069,155,255,460,1305,618,1559,26,43,5,14,52,96,0,4,15,50,101,209,0,0,0,0,0,0,0,0,0,0,6,12,2071,5843,159,..,2237,5843
SAL11317,59,136,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,143,22,..,83,143
SAL11318,48,100,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,8,13,0,0,66,120,17,..,77,120
SAL11319,477,1029,15,20,0,0,15,20,0,3,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,8,13,11,23,6,15,504,1088,99,..,602,1088
SAL11320,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,3,..,22,50
SAL11321,79,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,83,222,4,..,90,222
SAL11322,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
SAL11323,828,1823,42,57,0,0,42,57,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,11,5,11,5,6,885,1906,86,..,975,1906
SAL11324,130,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,355,9,..,143,355
SAL11325,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0,..,13,35
SAL11326,109,287,0,0,6,25,5,23,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,313,5,..,123,313
SAL11327,34,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,25,49,0,4,0,8,38,67,0,0,73,148,0,..,73,148
SAL11328,314,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,821,27,..,343,821
SAL11329,193,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,579,7,..,204,579
SAL11330,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,..,13,14
SAL11331,2063,6647,52,90,174,499,230,595,109,130,14,20,66,93,0,0,13,45,200,300,14,21,54,86,0,0,12,26,82,137,5,18,2586,7694,149,..,2736,7694
SAL11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11333,96,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,95,252,4,..,100,252
SAL11334,82,215,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,7,0,3,88,228,13,..,101,228
SAL11335,179,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,462,20,..,197,462
SAL11336,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,0,..,32,72
SAL11337,42,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,113,15,..,63,113
SAL11338,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,15,20,0,0,30,55,31,..,57,55
SAL11339,26,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,95,3,..,31,95
SAL11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11341,138,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,357,12,..,149,357
SAL11342,40,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,108,6,..,48,108
SAL11343,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,101,0,..,35,101
SAL11344,1683,5237,102,242,74,209,179,450,3,11,0,0,0,0,0,0,7,24,12,27,0,0,0,0,0,0,0,0,0,0,0,0,1875,5716,69,..,1946,5716
SAL11345,76,192,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,190,4,..,83,190
SAL11346,5045,14899,107,283,414,1118,524,1408,242,508,174,341,279,558,30,67,20,56,744,1529,0,0,0,0,0,0,5,12,8,13,3,3,6321,17853,413,..,6726,17853
SAL11347,2056,5002,582,891,53,95,641,985,40,51,0,0,0,0,0,0,0,0,40,51,0,0,0,0,0,0,4,3,0,9,4,0,2745,6045,229,..,2974,6045
SAL11348,1529,3833,259,540,521,1081,781,1614,30,53,117,223,0,0,18,27,6,11,169,306,100,126,42,59,0,0,4,3,150,188,7,11,2634,5949,203,..,2840,5949
SAL11349,582,1630,104,202,12,25,116,230,3,8,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,704,1869,44,..,747,1869
SAL11350,77,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,223,9,..,91,223
SAL11351,712,1971,303,519,283,587,579,1108,100,156,50,83,12,17,0,0,9,19,165,273,31,51,0,0,0,0,3,5,34,59,0,3,1497,3415,93,..,1588,3415
SAL11352,774,2067,104,169,543,1053,649,1221,523,858,37,55,67,121,0,0,9,8,635,1047,0,0,0,0,0,0,3,3,3,3,3,4,2061,4338,154,..,2215,4338
SAL11353,133,318,0,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,3,9,9,12,0,0,0,0,0,0,9,12,0,0,138,348,17,..,159,348
SAL11354,796,2297,103,230,181,543,281,771,141,180,13,27,19,34,0,0,0,6,177,257,0,0,0,0,0,0,4,12,4,12,0,0,1267,3341,80,..,1347,3341
SAL11355,365,1105,8,19,13,33,16,51,39,120,3,8,0,0,0,0,7,13,55,145,0,0,0,0,0,0,0,0,0,0,5,8,442,1303,128,..,571,1303
SAL11356,33,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,84,8,..,45,84
SAL11357,489,1195,9,15,26,50,31,66,56,80,0,0,0,0,0,0,0,0,56,80,0,0,0,0,0,0,0,0,0,0,0,0,583,1340,49,..,628,1340
SAL11358,892,2868,0,0,3,17,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,10,900,2897,79,..,979,2897
SAL11359,651,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,5,654,2205,15,..,670,2205
SAL11360,1043,3505,0,7,3,6,3,13,137,174,0,0,0,0,0,0,9,7,141,184,0,0,0,0,0,0,0,0,0,0,0,3,1187,3708,106,..,1290,3708
SAL11361,1600,4028,237,348,91,152,328,498,101,136,23,28,0,0,0,0,0,0,127,168,0,0,0,0,0,0,0,0,0,0,8,17,2066,4710,130,..,2195,4710
SAL11362,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,88,13,..,60,88
SAL11363,3762,9575,633,1045,271,450,904,1495,410,543,0,0,0,0,0,0,9,14,415,557,0,0,0,0,0,0,0,0,3,4,0,0,5086,11623,315,..,5398,11623
SAL11364,778,2341,24,63,28,85,54,149,0,9,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,3,0,0,834,2504,39,..,869,2504
SAL11365,116,357,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,358,14,..,134,358
SAL11366,1838,4494,190,313,70,119,258,425,111,219,12,18,21,37,0,0,0,6,145,282,19,16,25,42,0,0,0,0,39,56,10,15,2288,5272,235,..,2526,5272
SAL11367,82,197,5,6,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,33,0,0,0,0,20,38,0,3,111,245,11,..,130,245
SAL11368,113,292,6,17,0,0,6,17,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,122,310,14,..,137,310
SAL11369,254,825,5,9,8,28,12,38,0,0,0,0,0,0,0,0,3,18,3,18,0,0,0,0,0,3,0,0,0,3,0,5,274,890,16,..,292,890
SAL11370,246,768,31,81,4,14,31,95,0,0,46,98,643,1460,712,1592,0,0,1397,3149,0,0,0,0,0,0,0,0,0,0,5,24,1690,4041,274,..,1965,4041
SAL11371,724,2144,40,113,11,48,50,166,1091,2674,538,962,136,196,99,159,0,0,1856,3989,0,0,0,0,0,0,7,15,4,12,0,8,2646,6321,292,..,2941,6321
SAL11372,3506,11021,728,1830,496,1430,1224,3259,87,205,960,2015,714,1544,147,353,40,88,1950,4206,0,0,0,0,0,3,46,116,48,123,13,26,6742,18636,538,..,7283,18636
SAL11373,77,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,210,11,..,90,210
SAL11374,313,1063,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,314,1073,18,..,339,1073
SAL11375,64,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,150,36,..,102,150
SAL11376,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,6,..,22,29
SAL11377,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL11378,1154,2692,135,190,48,82,185,277,47,79,7,12,0,0,0,0,0,0,58,92,16,23,53,84,0,0,0,0,60,109,13,28,1473,3200,240,..,1710,3200
SAL11379,63,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,66,129,13,..,79,129
SAL11380,2673,9217,82,216,177,553,255,768,0,0,0,0,0,0,0,0,58,151,58,151,0,0,0,0,0,0,0,0,0,0,9,21,2988,10158,78,..,3066,10158
SAL11381,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,74,4,..,37,74
SAL11382,73,180,24,54,271,592,298,646,47,94,267,436,358,608,229,390,0,0,902,1520,0,0,0,0,0,0,0,0,0,0,18,28,1290,2373,247,..,1536,2373
SAL11383,36,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,95,4,..,40,95
SAL11384,2262,5789,82,146,27,43,113,192,171,208,19,23,0,0,0,0,4,4,189,237,0,0,0,0,0,0,0,4,0,4,6,5,2571,6222,130,..,2703,6222
SAL11385,56,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,123,14,..,68,123
SAL11386,2903,10618,69,222,164,444,227,666,11,25,0,0,99,207,238,444,28,81,371,758,0,0,0,0,0,0,0,0,0,0,19,67,3526,12113,268,..,3797,12113
SAL11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL11388,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,..,7,12
SAL11389,1035,2927,9,30,5,10,15,39,3,5,0,0,0,0,0,0,0,4,3,9,0,3,0,0,0,0,0,0,0,3,3,3,1055,2980,42,..,1093,2980
SAL11390,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,3,3
SAL11391,95,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,175,23,..,115,175
SAL11392,1343,4349,0,0,0,0,0,5,70,165,8,10,0,9,0,0,7,11,85,195,0,0,0,0,0,0,0,0,0,0,4,8,1433,4560,46,..,1478,4560
