SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL30174,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,6,..,32,60
SAL30175,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,3,17,0,4,16,34,0,..,22,34
SAL30176,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,69,3,..,32,69
SAL30177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30178,64,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,165,12,..,82,165
SAL30179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30180,89,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,73,3,3,5,3,0,0,48,84,12,19,147,309,36,..,183,309
SAL30181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30182,366,886,9,10,6,8,18,25,14,16,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,5,397,929,30,..,428,929
SAL30183,753,2012,155,233,77,155,238,388,10,14,84,127,0,0,0,0,4,0,94,145,0,0,0,0,0,0,0,0,0,0,0,7,1086,2547,95,..,1175,2547
SAL30184,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,7,..,29,36
SAL30185,354,712,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,3,0,0,357,718,56,..,413,718
SAL30186,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,0,9
SAL30187,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,..,10,13
SAL30188,1582,4123,6,14,0,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,4137,79,..,1670,4137
SAL30189,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,12,..,37,43
SAL30190,1706,4072,41,75,10,24,45,100,238,359,0,0,0,0,0,0,3,8,243,367,34,60,30,32,3,6,0,0,66,93,0,0,2067,4637,181,..,2246,4637
SAL30191,1894,5098,271,380,20,60,291,438,7,14,0,0,0,0,0,0,0,0,7,14,8,20,0,0,0,0,0,0,8,20,6,6,2205,5573,180,..,2385,5573
SAL30192,52,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,120,5,..,64,120
SAL30193,2191,5500,378,611,141,277,517,888,5,9,0,0,0,0,0,0,4,4,9,11,34,52,32,31,0,0,0,3,60,94,9,14,2790,6510,290,..,3081,6510
SAL30194,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,22,50,0,..,22,50
SAL30195,64,119,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,8,14,3,9,76,149,27,..,102,149
SAL30196,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,53,5,..,31,53
SAL30197,294,852,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,862,14,..,313,862
SAL30198,340,835,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,344,849,56,..,399,849
SAL30199,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,..,7,18
SAL30200,48,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,47,147,0,..,47,147
SAL30201,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,58,7,..,27,58
SAL30202,2242,6103,187,295,510,843,700,1139,401,595,194,275,96,176,0,0,6,20,691,1067,28,46,0,0,44,48,0,0,72,86,5,11,3705,8404,228,..,3932,8404
SAL30203,367,891,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,375,904,26,..,405,904
SAL30204,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,12,..,16,20
SAL30205,2426,6679,110,219,24,56,131,273,236,428,0,0,0,0,0,0,9,17,245,445,54,81,4,3,0,0,0,0,54,88,4,14,2862,7493,160,..,3022,7493
SAL30206,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,0,..,20,51
SAL30207,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,35,10,..,19,35
SAL30208,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,0,..,12,32
SAL30209,467,1296,64,103,72,126,131,231,108,154,78,121,112,207,0,0,3,8,298,489,58,119,0,0,0,0,0,0,58,118,61,121,1015,2252,110,..,1131,2252
SAL30210,164,488,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,4,6,5,177,505,10,..,182,505
SAL30211,175,382,15,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,0,0,0,9,10,3,4,194,409,34,..,230,409
SAL30212,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,8,..,29,51
SAL30213,1097,2415,67,89,104,163,175,252,155,203,105,159,33,65,0,0,0,3,296,430,87,110,7,3,0,0,0,0,93,113,4,7,1668,3222,230,..,1898,3222
SAL30214,2659,8020,370,701,146,322,514,1021,25,40,0,0,0,0,0,0,4,3,23,42,0,0,0,0,0,0,0,0,0,0,9,14,3203,9101,205,..,3406,9101
SAL30215,1822,5301,26,59,22,56,53,113,0,0,0,0,0,0,0,0,5,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1876,5422,56,..,1933,5422
SAL30216,90,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,88,232,8,..,100,232
SAL30217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30218,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,..,3,3
SAL30219,247,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,10,9,6,4,259,712,21,..,279,712
SAL30220,1970,5726,148,291,117,354,258,644,0,0,0,0,0,0,0,0,9,27,9,27,0,0,6,6,0,0,0,0,6,6,6,7,2251,6416,127,..,2381,6416
SAL30221,76,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,220,8,..,82,220
SAL30222,134,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,141,331,3,..,144,331
SAL30223,58,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,113,27,..,79,113
SAL30224,1383,4086,13,26,141,346,160,379,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,1541,4466,55,..,1596,4466
SAL30225,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,9,13,0,..,9,13
SAL30226,303,842,25,41,12,28,38,68,5,15,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,6,14,356,937,24,..,376,937
SAL30227,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,8,17,4,7,35,80,16,..,51,80
SAL30228,97,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,253,16,..,115,253
SAL30229,53,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,147,11,..,58,147
SAL30230,322,990,34,96,0,5,30,102,3,14,0,0,0,0,0,0,0,0,3,14,14,25,0,3,0,0,0,0,16,30,9,5,386,1143,61,..,448,1143
SAL30231,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,0,0,31,64,12,..,39,64
SAL30232,152,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,323,37,..,185,323
SAL30233,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,80,0,..,27,80
SAL30234,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,..,13,36
SAL30235,2176,6557,448,955,588,1418,1037,2376,15,51,0,0,259,514,104,189,0,5,381,757,0,0,0,0,0,0,0,0,0,0,23,47,3607,9738,298,..,3903,9738
SAL30236,2688,8023,15,44,10,32,29,73,55,98,3,16,0,0,0,0,7,20,72,129,0,0,0,0,0,0,0,0,0,0,0,0,2790,8230,162,..,2948,8230
SAL30237,47,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,106,10,..,58,106
SAL30238,46,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,125,3,..,58,125
SAL30239,31,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,78,0,..,32,78
SAL30240,666,2387,5,4,93,217,93,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,2613,31,..,786,2613
SAL30241,2350,5822,205,328,253,386,465,720,145,249,0,0,0,0,0,0,0,4,148,253,51,96,3,7,9,12,5,5,65,114,8,11,3036,6914,396,..,3432,6914
SAL30242,1965,4564,347,535,337,700,686,1243,0,4,0,0,0,0,0,6,0,5,5,10,0,0,0,0,6,6,0,0,6,6,8,14,2657,5828,170,..,2827,5828
SAL30243,113,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,117,272,16,..,141,272
SAL30244,205,529,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,3,4,208,547,25,..,236,547
SAL30245,76,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,179,29,..,100,179
SAL30246,93,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,255,4,..,99,255
SAL30247,193,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,503,12,..,205,503
SAL30248,368,738,7,6,4,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,22,34,7,7,0,0,3,8,32,48,4,3,408,802,49,..,455,802
SAL30249,912,2405,147,289,694,1623,843,1914,226,383,980,1674,462,811,1112,2323,3,3,2776,5188,36,79,11,19,0,0,0,0,53,100,17,37,4599,9635,459,..,5058,9635
SAL30250,207,558,10,12,31,68,36,80,225,371,213,381,215,412,16,30,0,0,676,1197,0,0,0,0,6,8,0,0,6,8,5,5,926,1837,292,..,1219,1837
SAL30251,37,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,113,14,..,52,113
SAL30252,2000,5057,82,132,20,44,99,174,146,232,0,0,0,0,0,0,26,50,173,283,57,90,21,16,3,0,0,0,78,112,40,40,2382,5666,346,..,2724,5666
SAL30253,76,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,0,0,4,3,0,0,26,45,0,4,106,228,40,..,143,228
SAL30254,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,5,..,16,38
SAL30255,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,..,9,10
SAL30256,186,430,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,0,0,3,3,5,0,197,449,41,..,245,449
SAL30257,40,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,87,10,..,51,87
SAL30258,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,..,11,8
SAL30259,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,0,0,0,0,0,0,25,50,0,14,78,165,35,..,109,165
SAL30260,60,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,166,6,..,67,166
SAL30261,4558,12904,443,667,172,345,614,1015,206,297,39,72,17,45,0,0,10,21,270,432,0,0,0,0,0,0,0,0,0,0,11,17,5450,14365,218,..,5670,14365
SAL30262,39,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,108,0,..,39,108
SAL30263,20,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,68,3,..,23,68
SAL30264,733,2200,32,85,142,333,178,414,0,5,64,101,760,1283,60,79,0,0,883,1471,0,0,0,0,0,0,0,0,0,0,5,11,1795,4089,189,..,1983,4089
SAL30265,6,11,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,..,9,11
SAL30266,60,163,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,169,4,..,64,169
SAL30267,580,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,584,1510,43,..,629,1510
SAL30268,539,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,84,0,0,0,0,0,0,43,84,3,8,588,1525,30,..,619,1525
SAL30269,36,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,89,4,..,39,89
SAL30270,583,1256,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,8,43,86,0,0,7,11,0,0,48,99,15,33,655,1396,202,..,855,1396
SAL30271,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,..,13,17
SAL30272,364,728,9,11,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,7,22,18,40,0,0,389,779,70,..,461,779
SAL30273,214,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,460,43,..,258,460
SAL30274,73,148,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,78,155,17,..,90,155
SAL30275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,7,14,0,3,8,15,0,..,8,15
SAL30276,120,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,315,5,..,125,315
SAL30277,1222,3490,149,294,39,67,183,364,12,9,0,0,0,0,0,0,0,0,12,9,68,153,4,4,5,9,0,0,77,159,6,16,1498,4041,115,..,1611,4041
SAL30278,26,62,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,29,68,7,..,32,68
SAL30279,420,1114,3,8,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,0,0,429,1126,23,..,452,1126
SAL30280,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,7,..,23,54
SAL30281,1605,4149,21,31,21,33,42,59,105,143,0,0,0,0,0,0,0,0,105,143,12,19,0,0,9,10,4,8,28,38,11,11,1790,4410,697,..,2489,4410
SAL30282,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,3,8
SAL30283,62,191,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,194,11,..,74,194
SAL30284,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,3,..,27,54
SAL30285,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58,0,..,28,58
SAL30286,100,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,100,250,17,..,116,250
SAL30287,3077,8459,343,672,278,568,627,1248,10,16,0,0,0,0,0,0,8,18,14,35,42,58,4,16,0,0,0,5,51,80,5,19,3775,9836,177,..,3948,9836
SAL30288,114,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,10,8,9,0,5,17,25,0,7,127,263,29,..,156,263
SAL30289,204,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,5,0,4,0,0,9,27,0,0,220,532,45,..,270,532
SAL30290,27,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,79,6,..,33,79
SAL30291,337,958,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,961,16,..,363,961
SAL30292,372,1034,5,17,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,6,13,0,0,19,44,0,7,399,1092,51,..,450,1092
SAL30293,353,1025,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1029,24,..,379,1029
SAL30294,130,275,11,20,4,14,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,145,309,82,..,229,309
SAL30295,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,6,..,17,49
SAL30296,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3,..,15,19
SAL30297,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,4,..,18,25
SAL30298,59,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,9,60,169,11,..,76,169
SAL30299,18,42,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,55,88,9,20,0,0,0,0,64,109,0,0,86,156,0,..,89,156
SAL30300,1318,3744,16,27,0,0,16,27,0,0,0,0,0,0,0,0,0,0,0,0,56,103,31,57,0,0,0,3,91,167,17,32,1442,3963,71,..,1506,3963
SAL30301,45,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,193,19,..,65,193
SAL30302,641,1857,0,3,3,16,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,654,1886,49,..,707,1886
SAL30303,89,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,89,232,15,..,106,232
SAL30304,82,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,7,5,0,0,22,30,7,12,111,215,43,..,151,215
SAL30305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30306,58,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,158,4,..,60,158
SAL30307,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,..,16,29
SAL30308,185,531,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,4,7,193,554,15,..,204,554
SAL30309,2663,5460,528,755,667,982,1190,1738,103,156,67,98,68,118,0,0,4,9,240,376,40,55,85,138,0,0,3,9,134,199,9,20,4236,7799,546,..,4783,7799
SAL30310,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,3,..,25,71
SAL30311,199,540,7,9,0,0,7,9,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,209,550,15,..,229,550
SAL30312,1439,4751,4,23,0,0,4,23,0,0,0,0,0,0,0,0,13,28,13,28,0,0,0,3,0,0,0,0,4,6,6,20,1474,4820,37,..,1508,4820
SAL30313,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,..,12,26
SAL30314,35,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,90,4,..,42,90
SAL30315,28,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,95,6,..,31,95
SAL30316,57,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,144,3,..,63,144
SAL30317,411,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,4,416,1072,56,..,469,1072
SAL30318,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,60,3,..,30,60
SAL30319,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,13,..,21,28
SAL30320,28,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,33,85,4,..,37,85
SAL30321,924,2217,84,106,7,9,86,112,5,4,0,0,0,0,0,0,0,4,4,6,34,53,0,0,0,3,0,0,35,54,0,0,1052,2390,89,..,1143,2390
SAL30322,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,60,3,..,29,60
SAL30323,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,0,..,17,42
SAL30324,2979,7980,98,152,369,845,472,1000,28,53,0,0,0,0,110,137,8,6,145,198,0,0,0,0,0,0,0,0,0,0,4,12,3598,9190,159,..,3760,9190
SAL30325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30326,31,60,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,33,67,12,..,47,67
SAL30327,166,346,4,10,0,0,4,10,0,7,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,9,0,0,178,370,68,..,240,370
SAL30328,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,..,5,6
SAL30329,566,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,0,7,12,0,0,4,11,0,0,573,1603,50,..,621,1603
SAL30330,109,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,5,9,0,4,110,262,24,..,133,262
SAL30331,33,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,97,4,..,37,97
