SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL41512,11,29,13,4,10,0,0,73,4,18,14,14,5,4,0,56,4,10,3,9,4,8,0,40,0,3,0,0,0,0,0,4,48,100,59,51,38,19,0,314
SAL41513,4,10,7,3,9,0,0,26,0,12,4,3,3,0,0,30,0,0,0,3,9,0,0,11,0,0,0,0,0,0,0,3,11,30,22,10,20,3,0,88
SAL41514,70,111,52,16,45,7,0,301,52,106,66,42,72,22,0,367,32,57,49,23,99,16,0,286,11,18,13,7,134,5,0,193,550,657,344,167,616,96,3,2427
SAL41515,62,118,67,33,67,5,0,354,47,94,52,25,75,8,0,305,23,56,57,29,107,12,0,288,15,24,8,4,95,16,0,158,613,788,374,216,763,83,4,2846
SAL41516,0,7,3,0,0,0,0,15,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,16,22,8,5,5,5,0,54
SAL41517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,10
SAL41518,90,197,89,65,165,47,0,651,83,166,136,119,205,47,0,753,34,70,58,67,148,49,0,428,7,13,7,5,78,8,0,118,499,819,437,361,868,263,0,3239
SAL41519,11,23,12,14,17,3,0,65,14,11,10,4,8,5,0,59,3,3,5,3,13,0,0,18,0,4,0,0,8,0,0,9,69,94,39,45,87,16,0,340
SAL41520,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,5,0,3,0,32
SAL41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL41522,0,4,0,0,0,0,0,9,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,9,7,5,0,0,33
SAL41523,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,0,16
SAL41524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,16
SAL41525,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,21
SAL41526,5,3,3,0,5,0,0,25,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,13,15,13,3,0,77
SAL41527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14
SAL41528,9,11,7,0,0,0,0,32,0,11,10,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,36,52,23,13,11,0,0,147
SAL41529,8,20,5,0,9,7,0,51,3,7,6,3,8,5,0,35,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,32,51,19,18,43,17,0,180
SAL41530,0,0,0,0,0,0,0,7,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,3,12,4,0,57
SAL41531,0,10,6,8,0,0,0,18,0,0,5,3,6,4,0,20,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,21,13,13,14,4,0,71
SAL41532,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,15
SAL41533,4,3,0,0,0,6,0,14,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,17,3,7,6,10,0,49
SAL41534,3,6,5,5,3,3,0,23,6,5,3,0,3,0,0,23,0,3,0,5,3,0,0,12,0,0,0,0,0,0,0,0,23,33,15,18,35,3,0,126
SAL41535,0,5,5,4,4,0,0,15,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,7,6,7,0,0,46
SAL41536,7,19,5,0,11,0,0,38,4,7,5,6,4,0,0,19,0,0,0,3,10,0,0,17,0,0,0,0,0,0,0,4,31,50,27,20,43,0,0,170
SAL41537,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,0,0,21
SAL41538,4,18,16,8,18,0,0,64,7,11,9,9,10,8,0,58,0,6,3,4,12,0,0,30,0,0,0,3,0,0,0,11,59,78,57,42,67,21,0,323
SAL41539,120,280,121,48,101,13,0,674,90,200,128,73,161,12,4,663,45,82,61,47,132,19,0,383,31,29,20,14,65,12,0,175,1047,1591,667,369,952,122,10,4760
SAL41540,6,0,0,3,0,5,0,18,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,12,14,14,12,15,0,82
SAL41541,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,4,3,0,0,23
SAL41542,20,26,17,17,20,11,0,110,10,7,13,12,16,3,0,52,0,5,6,0,5,0,0,22,0,0,0,0,0,0,0,4,199,193,85,62,150,39,4,734
SAL41543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41544,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,4,4,0,25
SAL41545,0,7,4,4,0,0,0,20,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,30,37,20,12,10,0,0,118
SAL41546,0,6,3,0,0,0,0,8,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,9,6,6,6,0,66
SAL41547,27,41,26,12,44,17,0,163,24,48,41,15,77,25,0,228,6,25,15,19,59,14,0,141,7,5,0,4,22,5,0,50,139,207,121,90,297,106,0,969
SAL41548,10,23,13,5,8,4,0,57,5,11,9,11,5,0,0,41,0,12,0,0,6,0,0,20,0,0,0,0,0,0,0,3,55,81,49,27,46,6,0,265
SAL41549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41550,4,9,0,11,4,0,0,29,0,7,0,3,3,4,0,21,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,32,33,17,16,25,4,0,126
SAL41551,54,110,46,24,27,4,0,266,22,67,34,25,44,0,0,195,21,44,31,21,34,3,0,151,5,21,5,6,17,0,0,58,361,494,230,135,277,22,3,1527
SAL41552,6,3,3,0,3,4,0,14,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,15,8,8,6,10,7,0,56
SAL41553,0,0,5,0,0,0,0,7,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,6,6,0,34
SAL41554,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,3,13,5,0,0,52
SAL41555,41,82,34,19,40,4,0,223,15,56,36,17,40,3,0,163,5,14,13,6,50,14,0,98,3,0,0,0,71,15,0,91,381,518,185,102,395,53,4,1649
SAL41556,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,8,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,9,21,3,3,6,0,0,42
SAL41557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41558,0,7,8,8,12,0,0,31,4,18,4,6,3,0,0,39,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,8,34,23,21,20,3,0,109
SAL41559,0,0,0,0,5,0,0,8,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,15,10,3,4,0,0,49
SAL41560,25,36,17,9,36,6,0,120,6,27,12,8,34,7,0,102,6,13,14,0,26,0,0,50,0,0,0,4,14,0,0,20,165,207,89,53,208,25,0,757
SAL41561,6,18,6,3,14,3,0,57,3,5,8,9,10,0,0,32,0,0,5,6,3,6,0,17,0,0,0,0,4,0,0,6,29,41,28,15,46,16,0,168
SAL41562,11,26,12,6,8,3,0,57,0,10,14,10,10,0,0,53,0,3,12,7,9,0,0,39,0,0,0,0,0,0,0,3,39,65,45,37,45,9,0,242
SAL41563,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,11,3,0,6,0,0,38
SAL41564,124,274,97,56,118,30,0,694,68,187,102,66,119,17,3,564,47,103,80,55,127,22,0,437,20,22,25,8,109,4,0,190,958,1367,605,344,971,132,3,4380
SAL41565,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,12
SAL41566,85,181,90,40,110,22,0,523,52,103,48,33,109,10,0,351,28,46,29,29,67,11,0,204,20,13,5,7,41,3,0,85,755,1049,440,276,855,105,8,3483
SAL41567,36,56,34,14,37,0,0,171,9,28,22,19,19,3,0,99,10,15,4,7,24,3,0,74,4,9,3,0,17,0,0,38,310,418,153,93,291,43,0,1299
SAL41568,182,329,141,100,169,21,5,936,173,330,262,149,229,17,8,1159,105,197,150,96,234,33,0,821,50,66,25,32,207,26,0,405,1225,1709,839,548,1441,165,18,5941
SAL41569,87,160,74,33,66,13,0,438,65,156,106,60,121,12,0,531,33,60,46,21,79,7,0,240,8,14,7,3,35,8,0,83,536,819,399,226,576,64,9,2621
SAL41570,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,0,3,0,20
SAL41571,18,30,25,8,38,4,0,131,7,19,10,8,20,0,0,69,5,4,8,7,13,0,0,45,4,8,0,0,14,0,0,24,170,248,107,66,278,30,0,902
SAL41572,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,14
SAL41573,55,139,50,18,28,4,0,298,35,92,50,36,46,0,0,262,11,29,21,18,72,4,0,155,6,9,8,6,152,7,0,184,451,665,306,154,516,36,0,2122
SAL41574,0,10,5,0,5,4,0,17,3,9,0,5,5,0,0,18,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,3,18,27,11,11,12,12,0,105
SAL41575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,24
SAL41576,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,0,13
SAL41577,5,0,7,0,0,0,0,15,0,0,0,4,7,0,0,10,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,9,16,21,14,16,14,3,0,91
SAL41578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL41579,10,16,3,0,3,4,0,40,3,7,6,3,6,6,0,39,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,27,56,26,17,28,16,0,159
SAL41580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL41581,0,3,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,11,3,3,0,34
SAL41582,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6
SAL41583,10,16,14,3,11,0,0,53,9,3,6,8,9,0,0,44,5,6,3,6,0,0,0,16,0,0,0,0,9,0,0,9,73,65,46,30,40,8,0,267
SAL41584,0,3,0,0,7,0,0,9,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,7,10,0,0,34
SAL41585,97,201,95,55,131,40,0,615,42,92,76,56,116,22,0,404,9,56,28,28,109,15,0,248,7,9,3,4,78,15,0,126,531,922,447,279,821,183,0,3187
SAL41586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41587,31,62,20,22,37,0,0,174,11,27,15,19,34,0,5,113,11,18,5,16,40,0,0,86,0,0,3,0,9,3,0,17,331,448,184,161,313,42,4,1485
SAL41588,125,243,124,79,257,67,0,890,58,124,79,74,201,39,0,574,37,63,52,57,149,50,0,403,18,13,8,9,49,18,0,109,886,1331,574,448,1600,435,4,5280
SAL41589,57,142,63,34,76,16,0,383,36,65,42,44,84,9,0,277,20,45,31,25,51,9,0,184,5,11,7,8,23,3,0,61,384,659,283,211,488,89,0,2105
SAL41590,109,212,133,86,287,76,0,898,72,124,85,94,263,53,0,691,28,71,61,49,210,51,0,462,13,10,5,14,72,18,0,128,763,1120,580,507,1775,528,3,5282
SAL41591,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,12,0,3,4,5,0,32
SAL41592,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,5,0,8,0,0,35
SAL41593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL41594,3,5,0,3,4,3,0,21,4,8,9,0,3,0,0,20,0,6,5,0,3,0,0,19,0,0,0,0,0,0,0,0,26,39,20,15,14,5,0,118
SAL41595,0,4,0,0,4,0,0,10,3,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,4,12,13,4,0,67
SAL41596,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,11,3,0,41
SAL41597,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,4,0,0,4,11,11,3,10,7,3,0,45
SAL41598,3,6,3,5,0,0,0,17,0,0,0,0,3,0,0,8,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,29,32,12,10,15,7,0,109
SAL41599,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,17,11,5,9,3,0,50
SAL41600,85,173,56,41,91,16,0,462,55,103,65,57,99,13,0,398,22,50,40,29,84,14,0,235,14,24,8,7,38,13,0,104,544,856,360,260,618,136,9,2777
SAL41601,5,3,0,0,4,4,0,16,3,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,3,12,19,0,46
SAL41602,65,180,83,31,51,10,0,424,32,83,75,44,53,15,0,301,9,17,24,28,37,4,0,122,0,6,0,3,38,6,0,60,472,775,367,241,412,80,0,2341
SAL41603,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
SAL41604,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,12
SAL41605,3,4,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,4,0,0,17
SAL41606,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,12,9,0,5,3,0,41
SAL41607,11,17,3,0,4,20,0,60,6,26,9,11,13,18,0,96,5,0,3,6,0,10,0,24,0,0,0,0,0,0,0,0,45,90,23,20,35,87,0,304
SAL41608,5,0,6,5,3,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,3,3,0,27
SAL41609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL41610,64,132,78,28,36,7,4,348,38,104,103,39,47,23,0,338,22,47,37,34,28,3,0,167,9,9,6,4,20,0,0,49,416,653,388,176,238,63,4,1933
SAL41611,8,7,5,0,6,5,0,24,8,8,0,3,0,0,0,14,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,6,30,38,13,14,15,11,0,128
SAL41612,13,35,16,9,12,6,0,79,11,11,10,5,8,5,0,48,3,4,5,5,7,0,0,23,0,0,0,0,0,0,0,0,79,109,51,41,61,23,0,368
SAL41613,11,18,3,10,13,0,0,50,7,19,7,10,9,0,0,58,0,0,9,0,7,0,0,23,0,0,0,0,0,0,0,0,59,84,52,37,63,12,0,308
SAL41614,18,38,18,18,27,23,0,142,15,27,28,23,20,33,0,134,0,6,5,8,19,16,0,60,0,0,0,6,4,3,0,16,81,146,76,87,106,127,0,619
SAL41615,7,5,5,6,0,0,0,26,0,3,0,0,7,5,0,17,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,28,27,12,13,24,6,0,108
SAL41616,102,197,84,33,128,18,6,572,58,113,93,60,129,17,5,478,40,60,54,35,73,11,0,279,12,12,19,5,33,6,0,83,941,1376,588,378,1294,170,4,4761
SAL41617,9,16,9,7,24,7,0,71,8,15,5,4,15,3,0,47,3,5,0,3,8,4,0,23,0,3,0,0,4,0,0,9,81,95,42,28,135,16,4,411
SAL41618,12,25,8,16,11,0,0,65,8,16,6,10,13,5,0,62,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,9,60,75,46,36,51,9,0,279
SAL41619,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL41620,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,11,0,0,28
SAL41621,20,29,23,12,8,4,0,94,11,15,15,13,29,5,0,89,7,0,3,10,13,4,0,35,0,0,0,0,6,0,0,10,56,99,47,46,62,17,0,329
SAL41622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL41623,4,0,4,0,0,5,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,13,5,0,26
SAL41624,7,15,3,0,11,0,0,49,0,15,11,5,19,0,0,50,0,7,5,0,3,9,0,21,0,0,0,0,0,0,0,0,35,52,22,14,50,10,0,179
SAL41625,0,3,0,0,4,4,0,12,0,0,0,0,9,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,16,4,6,22,15,0,76
SAL41626,0,4,4,5,5,0,0,21,4,8,5,0,3,0,0,20,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,19,32,15,18,16,4,0,105
SAL41627,6,14,10,8,0,3,0,41,0,14,9,16,0,0,0,49,6,0,0,5,5,4,0,18,0,0,0,0,0,0,0,0,39,76,40,43,24,12,0,237
SAL41628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
SAL41629,0,4,0,5,3,4,0,10,0,3,0,3,0,0,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,13,6,3,8,7,0,53
SAL41630,4,5,4,4,7,6,0,32,3,5,4,0,3,0,0,26,3,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,36,44,21,20,27,25,0,165
SAL41631,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10
SAL41632,7,6,4,0,3,0,0,17,0,3,4,10,4,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,8,18,11,0,58
SAL41633,0,0,0,0,5,4,0,13,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,15,9,5,9,5,0,40
SAL41634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41635,5,3,0,0,0,0,0,14,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,13,0,6,8,11,11,57
SAL41636,8,12,7,3,9,0,0,37,0,7,5,3,12,4,0,28,0,4,0,0,4,0,0,12,0,0,0,0,4,0,0,0,37,53,36,26,39,18,0,202
SAL41637,300,527,228,104,275,33,0,1471,157,334,187,126,287,20,0,1121,84,184,94,67,274,26,0,732,26,36,28,24,149,23,0,284,2170,2844,1192,743,2046,198,10,9195
SAL41638,18,42,16,7,8,4,0,96,6,22,16,12,12,0,0,72,3,7,9,4,8,0,0,27,0,6,0,0,3,0,0,3,197,271,98,75,177,16,8,834
SAL41639,3,3,5,0,4,0,0,15,4,7,0,3,3,0,0,15,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,16,24,15,7,11,0,0,77
SAL41640,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,6,5,3,17,11,0,58
SAL41641,4,13,3,6,10,0,0,29,7,6,4,3,4,0,0,30,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,26,52,24,19,24,9,0,151
SAL41642,66,146,81,36,40,11,0,377,37,73,63,68,51,10,0,306,24,59,26,29,74,11,0,221,7,20,7,0,61,5,0,90,446,685,298,232,409,144,0,2213
SAL41643,59,87,38,30,69,5,0,290,18,56,48,23,77,4,0,235,16,17,17,8,76,7,0,140,0,3,3,5,93,7,0,109,387,507,220,127,583,60,0,1885
SAL41644,36,61,37,27,95,20,0,270,24,43,20,17,65,11,0,188,16,13,14,8,38,12,0,105,8,7,0,3,23,4,0,50,336,409,176,143,780,124,9,1988
SAL41645,60,96,40,22,107,15,3,343,28,38,30,32,77,5,0,220,7,29,13,10,41,6,0,100,9,5,3,0,23,0,0,45,412,533,203,141,865,110,13,2272
SAL41646,34,64,46,28,53,7,0,229,19,49,26,18,31,5,0,148,12,15,9,7,21,5,0,73,13,0,3,3,12,0,0,31,322,420,196,125,393,59,3,1516
SAL41647,100,159,46,33,115,20,0,467,43,78,70,27,85,18,0,321,15,34,20,17,78,35,0,205,10,5,3,0,51,23,0,102,602,832,331,211,853,198,7,3033
SAL41648,78,141,59,30,93,21,0,430,33,63,52,40,87,10,0,287,18,30,20,4,46,10,0,128,11,8,10,0,30,7,0,68,685,935,374,231,786,126,7,3151
SAL41649,8,9,13,10,4,0,0,40,0,10,8,7,3,3,0,38,6,9,3,0,6,0,0,25,0,0,0,0,0,0,0,3,19,36,24,23,11,8,0,128
SAL41650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10
SAL41651,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,4,5,0,0,27
SAL41652,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4,5,4,7,0,4,0,22
SAL41653,7,9,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,3,7,6,0,0,51
SAL41654,0,4,3,3,0,5,0,16,0,0,0,0,3,3,0,14,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,8,17,10,10,13,13,0,61
SAL41655,11,16,6,0,17,11,0,53,9,4,3,0,7,0,0,21,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,47,58,17,17,38,21,0,197
SAL41656,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14
SAL41657,32,60,33,13,17,12,0,164,8,32,31,19,22,4,0,105,6,8,3,4,7,3,0,29,0,0,0,0,4,0,0,5,217,313,157,87,127,55,0,966
SAL41658,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,4,8,0,0,30
SAL41659,20,28,17,9,19,10,0,98,8,27,16,11,13,3,0,83,3,10,3,12,12,5,0,38,4,0,0,0,17,10,0,35,100,134,66,65,97,44,4,504
SAL41660,0,3,0,0,0,0,0,9,3,5,0,4,3,0,0,14,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,9,15,3,5,9,0,0,44
SAL41661,0,4,0,0,3,3,0,12,6,0,0,3,0,4,0,15,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,0,12,25,10,7,19,5,0,84
SAL41662,8,6,6,4,0,7,0,22,0,4,3,0,5,0,0,11,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,15,18,10,10,7,9,0,60
SAL41663,243,476,210,103,192,21,0,1248,115,278,175,125,238,20,5,955,46,73,71,41,125,14,0,366,13,21,15,17,41,5,0,105,1451,2044,910,530,1344,147,6,6435
SAL41664,0,4,3,0,0,0,0,9,0,6,8,9,0,0,0,22,0,3,0,6,7,3,0,16,0,0,0,0,5,0,0,7,11,27,19,9,14,4,0,79
SAL41665,8,14,12,0,3,0,0,38,7,0,7,5,4,0,0,18,0,3,8,7,0,0,0,19,0,0,0,0,0,0,0,3,15,30,30,19,18,9,0,128
