SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL13438,56,3734,1062,243,1874,0.8,1583,2.1
SAL13439,47,2817,754,300,2536,0.8,1624,2.8
SAL13440,49,2167,661,338,1874,0.8,1416,2.6
SAL13441,70,2061,350,0,687,1.2,700,2.1
SAL13442,47,2500,772,440,1715,0.8,1712,2.8
SAL13443,47,2492,795,410,2150,0.8,1562,2.7
SAL13444,34,2730,1087,500,2935,0.9,2636,3
SAL13445,40,1650,1196,350,2625,0.8,2333,3.2
SAL13446,32,0,930,50,2071,0.9,1660,2.6
SAL13447,59,1192,673,231,1625,0.8,788,1.8
SAL13448,23,0,825,370,1625,1.1,1874,3.3
SAL13449,41,2840,1290,530,3580,0.8,3658,3.4
SAL13450,40,3500,1642,650,4372,1,3193,2.3
SAL13451,56,1083,545,340,1458,0.8,1187,2.4
SAL13452,46,0,824,30,1874,0.7,1187,2.3
SAL13453,54,1387,771,105,1531,0.7,1416,2.3
SAL13454,52,2000,900,350,2124,0.8,1625,2
SAL13455,46,2167,870,475,2358,0.7,2229,2.9
SAL13456,61,1300,593,200,1292,0.7,949,1.9
SAL13457,48,2275,974,0,2625,0.7,1687,2
SAL13458,38,2000,760,410,2002,0.8,1793,2.8
SAL13459,39,2600,1470,450,3413,1.1,1877,1.5
SAL13460,48,2039,669,190,2083,0.6,1281,2.3
SAL13461,48,1515,625,420,1649,0.7,1487,2.7
SAL13462,43,3290,1127,520,3256,0.9,2655,2.6
SAL13463,39,2167,772,400,2201,0.8,1711,2.7
SAL13464,35,1733,710,360,1774,0.8,1473,2.6
SAL13465,39,2192,871,313,2200,0.9,2214,2.9
SAL13466,43,2500,706,69,1875,0.9,1625,3.2
SAL13467,54,1300,697,200,2049,0.6,1350,2.1
SAL13468,37,2500,790,430,2199,0.9,1866,2.8
SAL13469,36,2500,984,462,2445,1.1,2022,2.4
SAL13470,50,1400,597,170,1687,0.8,1275,2.5
SAL13471,49,2817,574,0,2124,0.6,1375,2.8
SAL13472,54,1300,571,280,1674,0.7,1100,2.1
SAL13473,46,2550,960,415,2428,0.8,2214,2.8
SAL13474,41,3000,1029,400,2643,0.9,2888,3.3
SAL13475,58,5117,749,800,1937,0.8,1958,2.5
SAL13476,33,1878,446,250,1154,0.9,941,3
SAL13477,45,2054,780,500,2006,0.7,1826,2.7
SAL13478,56,1733,598,380,1466,0.7,1105,2.1
SAL13479,54,3250,819,0,2166,0.7,1875,2.5
SAL13480,55,559,860,42,2124,0.7,1958,2.5
SAL13481,53,0,649,0,850,0.8,1125,2
SAL13482,45,1950,609,310,1705,0.8,1458,2.7
SAL13483,58,0,575,0,1875,0.7,1875,3
SAL13484,41,2107,914,350,2343,0.7,2178,2.9
SAL13485,34,1625,657,380,1487,0.8,1375,2.7
SAL13486,45,1828,740,388,2107,0.8,2008,2.9
SAL13487,46,1547,556,360,1325,0.7,1078,2.3
SAL13488,0,0,0,0,0,0,0,0
SAL13489,69,1684,559,295,1208,0.8,743,2
SAL13490,43,1400,1100,100,2214,0.7,1625,2.6
SAL13491,47,0,725,200,900,0.9,1374,3
SAL13492,65,867,424,0,1125,1,1024,1.8
SAL13493,47,2981,980,550,2808,0.8,2122,2.5
SAL13494,35,1809,764,420,1716,0.8,1569,2.7
SAL13495,42,0,450,160,1249,0.9,2250,3.5
SAL13496,48,2000,825,260,2374,0.7,1937,2.6
SAL13497,33,1690,374,0,1374,1.1,1624,3.8
SAL13498,44,800,624,285,1562,0.8,1333,2.5
SAL13499,60,1200,850,0,1437,0.5,1437,1.9
SAL13500,59,759,662,0,1333,0.8,1281,1.9
SAL13501,40,1509,712,250,2437,0.7,1333,2.4
SAL13502,41,2754,1252,510,3166,0.8,3016,2.9
SAL13503,59,0,774,0,1249,0.4,1249,2
SAL13504,44,2700,860,500,2421,0.8,1860,2.5
SAL13505,46,6500,589,330,2249,0.9,1375,2.8
SAL13506,45,2174,939,475,2357,0.7,2047,2.6
SAL13507,43,2167,873,485,2304,0.8,1989,2.7
SAL13508,61,3337,491,0,1874,0.8,900,1.5
SAL13509,60,1820,668,303,1687,0.6,1468,2.2
SAL13510,46,1733,868,425,2261,0.7,2045,2.7
SAL13511,41,1000,1045,0,1875,0.9,1666,2.7
SAL13512,60,1365,450,200,1399,0.6,1374,1.6
SAL13513,48,1733,736,380,1866,0.8,1404,2.3
SAL13514,42,2167,709,405,1887,0.9,1847,3.2
SAL13515,40,2500,963,575,2528,1,2594,3.1
SAL13516,35,0,1625,310,5250,1.3,6999,5
SAL13517,32,2600,1160,540,2771,0.9,2690,3.2
SAL13518,39,1603,809,290,2056,0.7,1505,2.4
SAL13519,60,0,624,176,2249,0.3,1324,1.4
SAL13520,48,2600,1085,490,2912,0.8,2407,2.5
SAL13521,46,2513,599,200,2624,0.8,1149,2.4
SAL13522,32,3467,866,233,1666,0.6,1312,2.1
SAL13523,55,1300,582,340,1453,0.7,1212,2.2
SAL13524,42,4333,1262,875,4620,0.8,4153,3.1
SAL13525,40,2167,845,360,2454,0.8,2312,3.1
SAL13526,36,1647,804,403,1774,0.8,1625,2.7
SAL13527,52,3300,790,312,2499,0.7,1474,2.1
SAL13528,42,564,900,150,2874,0.7,2250,2.6
SAL13529,37,2557,900,600,2555,0.8,2656,3.3
SAL13530,53,1438,617,340,1640,0.7,1468,2.6
SAL13531,35,2000,556,420,1674,1,1526,3.3
SAL13532,39,1500,994,240,1724,0.7,1481,2.4
SAL13533,37,2200,782,400,2133,0.9,1887,2.8
SAL13534,45,2000,687,340,1718,0.7,1874,2.6
SAL13535,51,1300,575,200,1624,0.7,1124,2.5
SAL13536,48,1733,1031,255,2625,0.8,2333,2.6
SAL13537,54,1450,479,350,1374,0.8,1125,2.4
SAL13538,32,1950,551,300,1345,0.9,1180,3
SAL13539,39,1909,756,430,1968,0.8,1562,2.9
SAL13540,39,1344,738,270,2035,0.8,1575,2.8
SAL13541,46,1421,769,300,1562,0.7,1542,2.5
SAL13542,36,1300,762,380,1781,0.9,1375,3.2
SAL13543,54,1817,833,0,2062,0.8,1875,2
SAL13544,56,1668,612,100,1624,0.9,933,1.8
SAL13545,42,0,1125,0,2250,0.9,2250,4.5
SAL13546,45,2178,725,340,2031,0.8,1625,2.5
SAL13547,40,2386,921,600,2657,0.8,2448,3
SAL13548,46,2167,750,420,2066,0.8,1593,2.5
SAL13549,71,1798,498,400,1305,0.8,949,1.6
SAL13550,48,2200,803,420,2146,0.7,1645,2.5
SAL13551,44,0,450,0,1375,0.9,900,2.4
SAL13552,56,1820,597,300,1428,0.8,1303,2.5
SAL13553,54,1717,450,200,1125,0.8,774,2.3
SAL13554,58,1700,626,340,1441,0.7,1022,2
SAL13555,55,1950,619,370,1524,0.7,1081,2.1
SAL13556,45,1720,1187,200,2750,0.7,2374,2.6
SAL13557,33,1679,678,375,1629,0.8,1341,2.3
SAL13558,67,0,450,0,1249,0.8,1249,2.3
SAL13559,35,2600,1021,500,2677,0.8,2649,3.3
SAL13560,59,1300,687,118,1875,0.7,1281,2
SAL13561,50,1625,586,380,1593,0.7,1387,2.4
SAL13562,35,2167,859,450,2055,1.1,1876,2.7
SAL13563,38,1278,833,300,1625,0.9,1625,3
SAL13564,40,1733,752,300,2076,0.8,1530,2.3
SAL13565,33,1733,797,320,2220,0.8,1924,2.6
SAL13566,21,0,950,0,3374,1,1625,3.3
SAL13567,60,0,725,190,0,1,725,1
SAL13568,0,0,0,0,0,0,0,0
SAL13569,47,2297,776,560,2175,0.8,1633,2.5
SAL13570,48,1300,710,450,1687,0.9,1625,2.7
SAL13571,39,3033,746,460,2083,1.2,1874,2.8
SAL13572,42,2650,695,325,1437,0.9,1375,2.5
SAL13573,52,2917,900,150,1399,0.9,1249,1.3
SAL13574,35,0,894,0,0,0,725,0
SAL13575,37,2167,479,400,1476,1,1299,3.1
SAL13576,45,3142,350,0,949,1.6,450,3.3
SAL13577,57,1083,866,0,1624,0.9,1343,1.9
SAL13578,47,1850,496,345,1728,0.8,1171,2.5
SAL13579,49,1473,625,380,1377,0.7,1238,2.3
SAL13580,43,1245,664,320,1406,0.8,1181,2.4
SAL13581,45,0,1875,160,3750,0.6,1875,1.8
SAL13582,73,0,612,0,1625,0.5,1199,1.5
SAL13583,50,0,1274,0,1125,1.3,1625,2
SAL13584,55,2160,710,365,2600,0.7,1916,2.3
SAL13585,60,1300,467,194,1107,0.7,687,1.8
SAL13586,55,2167,724,400,1684,0.7,1373,2.2
SAL13587,47,2800,868,380,2316,0.8,2198,3
SAL13588,37,1387,828,285,2028,0.8,1455,2.6
SAL13589,39,1408,795,200,1797,0.8,1145,1.8
SAL13590,57,1441,570,263,1593,0.8,1421,2.5
SAL13591,49,921,444,178,1028,0.8,888,2.5
SAL13592,61,1242,725,385,1625,0.6,1062,1.7
SAL13593,38,1387,731,310,1581,0.7,1219,2.2
SAL13594,47,2167,742,370,2187,0.7,1621,2.4
SAL13595,41,4000,946,209,3625,0.9,2102,2.6
SAL13596,58,1599,797,320,1476,0.7,1416,2.1
SAL13597,40,2037,765,510,1864,0.8,1637,2.5
SAL13598,39,1144,531,280,1206,0.8,982,2.4
SAL13599,32,2167,444,260,1326,1.1,1105,3.3
SAL13600,44,1300,709,225,1733,0.8,1312,2.5
SAL13601,45,1733,772,300,1660,0.7,1388,2.4
SAL13602,40,1040,639,230,1339,0.8,809,2.1
SAL13603,40,2383,721,500,2059,1,1862,2.8
SAL13604,42,1300,528,270,1301,0.8,1077,2.6
SAL13605,39,1300,635,300,1522,0.8,1252,2.4
SAL13606,39,1733,715,270,2178,0.8,1317,2.3
SAL13607,45,1300,562,275,1446,0.8,987,2.1
SAL13608,42,2600,912,385,2607,0.9,2399,3.1
SAL13609,48,1712,588,390,1496,0.8,1267,2.4
SAL13610,33,2000,824,400,2029,0.8,1780,2.8
SAL13611,42,1625,768,350,1759,0.8,1609,2.7
SAL13612,37,2167,831,420,2116,0.8,1868,2.7
SAL13613,37,1170,625,260,1322,0.8,1028,2.2
SAL13614,42,3500,1045,795,3781,0.8,3431,3.1
SAL13615,35,2257,722,450,2017,1,1789,3
SAL13616,58,1517,546,330,1230,0.7,1011,2.1
SAL13617,34,2000,760,360,1896,0.8,1464,2.5
SAL13618,45,1717,631,350,1625,0.8,1471,2.6
SAL13619,46,1777,774,0,1875,1,1999,2.6
SAL13620,53,1777,620,300,1354,0.7,1321,2.4
SAL13621,45,2167,849,395,2321,0.8,1752,2.4
SAL13622,44,1156,616,220,1452,0.9,1375,2.9
SAL13623,52,1400,530,295,1350,0.8,913,2
SAL13624,51,2167,883,150,1499,0.6,1125,2.8
SAL13625,61,1268,464,580,1375,0.8,1375,2.2
SAL13626,47,2084,1166,168,3020,0.7,2968,2.9
SAL13627,54,2817,991,250,2437,0.7,2083,2.6
SAL13628,30,2500,1112,510,2501,0.8,2401,3
SAL13629,36,2579,969,375,3156,0.8,2974,3
SAL13630,43,2059,822,350,2088,0.8,1837,2.9
SAL13631,38,1656,904,348,2222,0.8,1971,2.8
SAL13632,38,2167,900,500,2187,0.9,1937,2.9
SAL13633,50,0,466,274,1375,1,1562,3.2
SAL13634,35,0,1050,100,1937,0.7,1666,2.6
SAL13635,40,836,719,231,1875,0.7,1337,2.2
SAL13636,49,1943,714,238,2083,0.7,1812,2.5
SAL13637,49,1000,734,200,1800,0.8,1531,2.5
SAL13638,36,1517,657,250,1555,0.8,1205,2.4
SAL13639,37,2120,809,390,2267,0.8,2006,2.8
SAL13640,48,1600,875,168,2750,0.8,1749,2.5
SAL13641,42,2958,955,550,2949,0.8,2750,3.2
SAL13642,43,2862,1005,300,2805,0.7,2250,2.7
SAL13643,41,2232,1127,420,3215,0.8,3195,3.4
SAL13644,47,2143,852,400,2333,0.7,1775,2.4
SAL13645,55,1972,624,275,1521,0.7,1062,2.1
SAL13646,36,2000,743,400,1963,0.8,1833,3
SAL13647,36,2167,847,440,2183,0.8,2064,3
SAL13648,37,1857,1042,250,2125,1.8,2125,3
SAL13649,43,1790,680,330,2222,0.8,1774,2.7
SAL13650,0,0,0,0,0,0,0,0
SAL13651,53,1690,545,350,1399,0.7,1117,2.3
SAL13652,33,1967,793,400,1988,0.8,1851,3
SAL13653,57,2800,750,560,2038,0.6,1612,2.3
SAL13654,43,3467,1076,691,3306,0.8,2885,2.9
SAL13655,42,4223,1027,950,3355,0.8,3306,3.2
SAL13656,43,2089,482,450,1570,0.9,1563,3.3
SAL13657,35,2600,1606,600,3415,1.2,2470,1.9
SAL13658,35,1847,753,365,1747,0.9,1435,2.5
SAL13659,35,2860,1468,650,3397,1,2911,2.3
SAL13660,49,1352,619,260,1593,0.8,1531,2.7
SAL13661,38,867,738,200,1562,0.7,1125,2.5
SAL13662,41,1539,627,310,1476,0.7,1337,2.5
SAL13663,42,2167,771,385,2187,0.8,2250,3
SAL13664,37,2700,1050,580,3068,0.8,2866,3.2
SAL13665,36,3000,1283,490,3373,1,2393,2.3
SAL13666,50,867,458,138,1292,0.8,840,2.2
SAL13667,54,1170,492,250,1812,0.9,1312,2.5
SAL13668,45,2700,1116,460,3137,0.8,2819,2.9
SAL13669,38,2625,961,650,2769,0.9,2674,3
SAL13670,58,0,899,0,1374,0.6,1374,1.8
SAL13671,63,0,0,0,0,0,0,0
SAL13672,52,2550,450,0,1375,0.7,1312,2.4
SAL13673,63,759,519,300,1874,1.3,1375,2.5
SAL13674,47,1777,691,320,1656,0.8,1468,2.5
SAL13675,52,1013,534,155,1199,0.7,979,2.2
SAL13676,36,2817,900,520,2624,0.8,1958,3.2
SAL13677,47,2000,751,368,2089,0.8,1525,2.3
SAL13678,55,1300,425,350,875,0.9,900,2.3
SAL13679,48,1800,646,350,1601,0.8,1470,2.6
SAL13680,55,1300,624,200,1531,0.7,1375,2.4
SAL13681,47,2000,1107,0,2583,0.9,2250,2.6
SAL13682,51,1300,465,200,1428,0.9,979,2.2
SAL13683,47,1517,809,330,1812,0.8,1542,2.7
SAL13684,32,2383,1149,250,2625,0.9,2249,3.1
SAL13685,55,0,574,0,1624,0.9,1624,3.1
SAL13686,48,0,833,100,1375,1.1,1749,2.8
SAL13687,47,980,580,250,1468,0.7,939,2.1
SAL13688,42,1842,486,410,1392,1,1375,2.9
SAL13689,48,1406,575,300,1575,0.7,1235,2.4
SAL13690,32,2764,816,480,2423,1.1,2255,2.8
SAL13691,38,2400,866,460,2341,1,2043,2.8
SAL13692,48,1573,593,320,1768,0.8,1306,2.5
SAL13693,52,2167,634,400,1625,0.7,780,2.4
SAL13694,48,1500,646,223,1775,0.8,1520,2.5
SAL13695,49,835,528,200,1166,0.8,919,2.3
SAL13696,55,1083,468,280,1056,0.7,775,2
SAL13697,45,1647,634,325,1875,0.8,1305,2.6
SAL13698,39,2000,814,195,1792,0.7,1625,2.8
SAL13699,39,2383,887,700,2164,0.8,2020,2.6
SAL13700,57,1517,900,335,2200,0.7,1375,2.2
SAL13701,43,2600,850,300,1968,0.9,1937,3
SAL13702,36,2708,1317,460,3076,1,2254,2.1
SAL13703,40,2400,979,360,2874,0.8,2562,3
SAL13704,41,2752,900,450,2150,0.8,2100,3.1
SAL13705,47,1716,638,400,1570,0.7,1310,2.5
SAL13706,47,3000,991,400,2583,0.8,2374,2.9
SAL13707,57,1083,608,163,1812,0.6,1281,1.8
SAL13708,63,585,437,95,762,0.6,537,1.5
SAL13709,50,1733,725,400,1687,0.8,1556,2.5
SAL13710,56,1668,611,375,1355,0.6,1139,2.1
SAL13711,47,1775,900,270,2333,0.7,2250,2.7
SAL13712,52,1517,620,335,1395,0.7,1126,2.1
SAL13713,46,1509,617,360,1419,0.7,1184,2.4
SAL13714,36,2840,1428,550,3551,1.1,2303,1.8
SAL13715,60,1500,496,310,1218,0.7,898,2
SAL13716,37,2167,1106,450,2432,0.9,1944,2.1
SAL13717,44,2668,1173,430,3204,0.9,3022,2.9
SAL13718,51,2859,1017,300,2374,0.7,2111,2.5
SAL13719,52,1400,489,350,1333,0.9,1140,2.5
SAL13720,42,1916,641,310,2047,0.8,1791,2.9
SAL13721,39,752,541,320,1416,1,1124,2.8
SAL13722,42,1300,849,237,2125,0.9,2125,3.2
SAL13723,52,867,462,0,2124,0.7,1687,2.8
SAL13724,63,1539,448,280,1023,0.7,809,1.8
SAL13725,0,0,0,0,0,0,0,0
SAL13726,52,1924,570,330,1423,0.8,1045,2.2
SAL13727,45,1993,812,380,2274,0.8,2083,2.7
SAL13728,58,1517,514,305,1312,0.9,1083,2.3
SAL13729,36,2859,949,590,2545,1,2250,2.5
SAL13730,33,2621,983,600,2342,1.3,2225,2.1
SAL13731,31,2399,1128,520,2258,1.2,1968,2
SAL13732,45,2730,837,530,2358,0.8,1959,2.6
SAL13733,43,3000,917,600,2643,0.8,2370,2.9
SAL13734,39,2000,1016,405,1687,1,1718,3.6
SAL13735,56,1729,455,0,899,0.8,599,1.7
SAL13736,35,1975,1050,200,2583,0.8,2624,3.3
SAL13737,41,2167,1061,380,2589,0.8,2468,3
SAL13738,51,1040,412,140,878,0.9,698,2.2
SAL13739,40,1733,713,390,1788,0.8,1687,3
SAL13740,43,2000,870,440,2094,0.8,1781,2.6
SAL13741,28,0,359,210,1124,1.1,966,2.4
SAL13742,34,2167,790,410,2030,0.8,1736,2.7
SAL13743,49,1300,605,275,1518,0.8,1305,2.5
SAL13744,60,1275,575,0,1625,0.5,1312,1.9
SAL13745,57,1365,590,200,1224,0.7,1104,1.9
SAL13746,37,1842,718,400,1833,0.8,1416,2.8
SAL13747,30,3000,1135,575,2785,0.8,2756,3.2
SAL13748,41,542,814,100,2083,0.8,1202,2.7
SAL13749,48,2000,690,385,1788,0.8,1559,2.7
SAL13750,0,0,0,0,0,0,0,0
SAL13751,51,2762,474,125,1312,0.6,524,1.6
SAL13752,61,1300,959,200,1875,0.6,2062,2.2
SAL13753,59,1993,659,400,1409,0.6,1320,2.2
SAL13754,56,1096,956,210,1937,0.6,1375,1.9
SAL13755,47,4100,785,300,3312,0.9,3062,2.6
SAL13756,45,1338,478,325,1562,1.1,1291,2.7
SAL13757,35,4109,1766,850,4771,1,4514,2.5
SAL13758,54,1212,560,270,1174,0.8,982,2.2
SAL13759,49,80,570,180,1437,0.7,1028,2.1
SAL13760,60,1416,419,50,1125,0.8,687,1.8
SAL13761,33,1944,743,290,1542,0.9,1375,2.2
SAL13762,43,1950,716,263,1406,1,769,1.7
SAL13763,42,1345,811,463,2299,0.8,1875,2.2
SAL13764,48,1517,584,380,1388,0.7,1131,2.4
SAL13765,59,1500,590,203,1399,0.8,1050,2
SAL13766,38,2454,737,250,2125,0.7,1437,2.7
SAL13767,0,0,0,0,0,0,0,0
SAL13768,52,1395,602,340,1575,0.8,1354,2.4
SAL13769,61,0,687,1731,1249,0.5,1375,1.9
SAL13770,49,2167,762,510,2210,0.7,2083,2.7
SAL13771,40,350,669,265,1437,1,1437,3.3
SAL13772,56,820,1021,0,1874,0.6,1312,2.2
SAL13773,40,1983,947,400,2206,0.8,2008,2.6
SAL13774,53,1365,742,231,1821,0.7,1156,2.1
SAL13775,49,1733,978,280,2449,0.7,1899,2.5
SAL13776,64,2167,743,0,1999,0.6,1149,1.9
SAL13777,48,1300,528,430,1291,0.7,1062,2.4
SAL13778,43,1083,727,205,1762,0.7,1266,2.4
SAL13779,45,1300,545,285,1290,0.7,968,2.2
SAL13780,53,1929,502,345,1361,0.7,1038,2.2
SAL13781,58,3000,757,650,2057,0.7,1458,2.3
SAL13782,55,2167,854,260,2071,0.7,1625,2.6
SAL13783,50,1742,796,270,2053,0.7,1591,2.4
SAL13784,48,2167,678,338,1982,0.8,1442,2.4
SAL13785,46,924,900,275,2125,0.8,2125,2.8
SAL13786,45,1517,621,339,1472,0.8,1163,2.3
SAL13787,43,2000,819,450,2327,0.7,1882,2.5
SAL13788,40,1993,690,245,1649,0.8,1575,2.6
SAL13789,56,1618,746,325,1562,0.7,1261,2
SAL13790,39,1939,1011,385,2694,0.7,2330,2.8
SAL13791,55,867,455,225,1062,0.8,871,2.2
SAL13792,50,1600,749,370,2062,0.7,1562,2.3
SAL13793,58,1354,525,220,900,0.7,1062,2.1
SAL13794,69,1425,529,370,1181,0.6,1002,1.9
SAL13795,36,1500,691,300,1583,0.8,1311,2.3
SAL13796,47,1560,667,350,1639,0.8,1489,2.7
SAL13797,40,2300,702,370,1875,0.9,1467,2.5
SAL13798,53,1144,519,255,1410,0.8,1087,2.3
SAL13799,48,1183,658,240,1588,0.7,1173,2.3
SAL13800,39,3000,1055,600,2846,1,2432,2.7
SAL13801,50,0,0,0,0,0,0,0
SAL13802,41,1625,638,345,1610,0.7,1248,2.4
SAL13803,34,1578,843,320,2125,0.8,1875,3.5
SAL13804,47,2500,872,485,2319,0.7,2140,2.8
SAL13805,42,4000,1157,700,3616,0.8,3224,3.1
SAL13806,42,1878,850,0,1833,0.8,1499,2.4
SAL13807,54,1192,528,250,1260,0.7,944,2.1
SAL13808,37,2167,847,360,2346,0.8,2051,2.6
SAL13809,49,1213,498,260,1416,1,937,2.2
SAL13810,58,1800,566,210,1281,0.9,792,1.8
SAL13811,10,2600,1062,150,1875,1.1,1375,4
SAL13812,54,1858,612,250,1520,0.8,1359,2.5
SAL13813,62,8750,1666,0,3250,0.7,3250,2.7
SAL13814,53,2530,364,250,762,0.5,825,2.1
SAL13815,44,2167,671,300,2100,1.1,1937,3
SAL13816,38,1950,914,216,2365,0.8,2156,2.8
SAL13817,42,2167,825,540,2230,0.7,2114,3
SAL13818,68,0,450,240,0,0.6,450,1
SAL13819,47,3033,987,600,3097,0.8,2758,3
SAL13820,43,2459,914,525,2445,0.8,2060,2.6
SAL13821,52,5394,725,55,1875,0.9,1749,2.4
SAL13822,47,2379,737,370,1906,0.8,1775,2.8
SAL13823,56,1977,534,350,1375,0.7,933,2.3
SAL13824,50,4167,550,100,1312,0.8,1062,2.5
SAL13825,38,1517,737,150,1575,0.8,1354,2.8
SAL13826,43,1083,803,231,2125,0.8,1912,2.9
SAL13827,46,2084,866,231,2125,0.7,1875,2.8
SAL13828,0,0,0,0,0,0,0,0
SAL13829,57,700,512,320,1375,0.7,1062,2.2
SAL13830,46,2232,739,495,1875,0.9,1375,2.9
SAL13831,44,2350,939,200,2250,0.7,2250,2.8
SAL13832,48,1668,644,265,1708,0.8,1287,2.4
SAL13833,62,0,0,0,0,0.2,0,1
SAL13834,50,1733,600,360,1327,0.8,976,1.9
SAL13835,45,2167,696,380,1835,0.8,1308,2.3
SAL13836,63,1993,699,0,1749,0.6,1749,2
SAL13837,0,0,0,0,0,0,0,0
SAL13838,36,853,880,240,2062,0.8,2125,3.1
SAL13839,58,1517,612,0,1375,0.7,1374,2
SAL13840,0,0,0,0,0,0,0,0
SAL13841,60,2643,479,0,1625,0.8,1375,2.5
SAL13842,34,2167,1156,390,2774,0.9,1850,2
SAL13843,43,2383,983,470,2410,0.8,1932,2.4
SAL13844,39,2167,1050,350,2399,0.7,2267,2.8
SAL13845,47,2384,982,150,2416,0.8,2083,2.9
SAL13846,42,3300,575,0,3749,0.8,1899,2.4
SAL13847,37,2383,916,400,2386,0.8,2265,3.1
SAL13848,0,0,0,0,0,0,0,0
SAL13849,57,2110,439,300,1625,0.8,1437,2.4
SAL13850,44,1950,675,470,1791,0.9,1812,2.9
SAL13851,35,3000,1208,640,3281,0.9,3283,3.5
SAL13852,52,2245,1187,625,2805,0.6,2791,2.6
SAL13853,54,433,624,0,1875,0.8,1791,2.6
SAL13854,42,1300,634,250,1754,0.8,1355,2.6
SAL13855,43,2084,1020,200,3374,0.7,3416,3.2
SAL13856,43,4667,1846,850,4764,1,4218,1.7
SAL13857,62,1083,725,170,725,1.5,1125,1.5
SAL13858,43,2383,895,480,2225,0.8,2272,3.1
SAL13859,43,1855,702,415,1916,0.8,1771,2.7
SAL13860,51,867,485,250,1062,0.8,787,2.3
SAL13861,40,3000,865,610,2462,0.8,2444,3.4
SAL13862,25,1474,450,125,1625,1.4,1583,3.7
SAL13863,38,2300,785,420,2054,0.8,1703,2.7
SAL13864,43,2600,973,540,2751,0.8,2280,2.7
SAL13865,50,1344,588,260,1553,1,1208,2.7
SAL13866,39,2800,1022,530,3016,0.9,2680,2.9
SAL13867,32,1800,887,400,2223,0.8,2048,2.8
SAL13868,41,2383,1392,1720,2388,1.1,2833,2
SAL13869,32,2080,885,460,2118,0.8,1991,2.9
SAL13870,50,1051,725,245,1718,0.7,1524,2.6
SAL13871,61,1408,725,0,1416,0.4,1416,2
SAL13872,54,1834,454,95,1812,1.1,725,2.1
SAL13873,34,1625,900,360,2169,0.8,1949,2.8
SAL13874,35,650,725,200,1625,0.9,1625,3.2
SAL13875,47,3250,1024,0,1749,1.7,900,2.7
SAL13876,47,2140,749,130,1375,0.8,949,2.6
SAL13877,54,476,836,140,2166,0.9,1766,2.5
SAL13878,39,1447,706,0,2062,0.8,1542,2.7
SAL13879,73,0,150,0,75,0.5,75,2
SAL13880,36,1799,907,403,2433,0.9,2083,2.4
SAL13881,51,622,638,200,1333,0.9,1125,2.4
SAL13882,51,2600,599,550,2625,0.6,2562,2.8
SAL13883,0,0,0,0,0,0,0,0
SAL13884,49,609,725,0,1624,0.7,1312,2.5
SAL13885,34,975,560,0,2083,1,1833,3.1
SAL13886,46,1300,450,0,749,2,900,3
SAL13887,47,2156,939,513,2457,0.7,2291,2.7
SAL13888,45,1717,619,270,1437,0.8,1531,2.7
SAL13889,38,5000,966,0,2250,0.8,2250,3.4
SAL13890,55,1500,959,200,2249,0.8,1916,2.2
SAL13891,46,867,457,180,1016,0.8,894,2.4
SAL13892,40,1887,814,400,2194,0.8,1950,2.7
SAL13893,45,1509,659,350,1487,0.7,1294,2.5
SAL13894,60,0,450,0,900,1.3,900,2
SAL13895,46,2000,777,555,2012,0.8,1904,2.9
SAL13896,43,1733,717,330,1949,0.8,1787,2.9
SAL13897,51,0,612,140,1125,1.3,1125,2
SAL13898,51,1673,479,260,1999,0.8,850,2
SAL13899,64,1500,887,0,2250,0.7,575,1.3
SAL13900,52,2167,905,245,2474,0.7,2091,2.3
SAL13901,59,1300,537,0,1437,0.7,1437,2.1
SAL13902,18,0,59,230,1125,0.6,1125,2
SAL13903,57,1300,569,250,1402,0.7,1065,2.2
SAL13904,0,0,0,0,0,0,0,0
SAL13905,34,1300,663,220,1476,0.8,1208,2.5
SAL13906,0,0,0,0,0,0,0,0
SAL13907,59,2167,594,250,1107,1,806,1.7
SAL13908,55,1508,696,365,1608,0.7,1288,2.2
SAL13909,40,0,1083,0,1125,0.5,1749,1.8
SAL13910,68,0,900,0,0,0.3,1999,1
SAL13911,58,2167,589,450,900,0.8,866,1.7
SAL13912,42,1959,750,300,1987,0.8,1840,2.8
